SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC12557,42,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47,117,33,..,84,117
SSC12558,53,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,127,19,..,74,127
SSC12559,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,6,4
SSC12560,42,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,42,97,7,..,47,97
SSC12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12562,15,30,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,34,3,..,14,34
SSC12563,471,1435,26,63,10,29,31,92,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,507,1531,39,..,544,1531
SSC12564,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,61,3,..,22,61
SSC12565,34,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,95,14,..,46,95
SSC12566,53,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,133,0,..,51,133
SSC12567,2482,7871,25,59,759,1989,780,2049,0,0,19,40,14,30,0,0,31,70,0,0,0,0,0,0,0,0,0,0,0,0,3303,9988,118,..,3418,9988
SSC12568,260,827,101,172,0,0,101,172,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,363,1010,15,..,382,1010
SSC12569,78,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,83,232,4,..,88,232
SSC12570,219,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,5,3,4,225,507,38,..,258,507
SSC12571,185,424,12,17,0,0,12,17,5,12,0,0,0,0,0,0,5,12,0,0,0,0,0,0,3,0,3,0,7,9,210,473,56,..,259,473
SSC12572,54,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,150,9,..,66,150
SSC12573,2603,7276,211,370,605,1215,821,1586,425,635,383,624,47,80,3,7,863,1342,0,0,0,3,0,0,3,10,3,8,13,25,4297,10232,544,..,4840,10232
SSC12574,455,1264,3,9,9,28,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,1306,29,..,499,1306
SSC12575,804,1840,212,320,225,394,436,714,198,311,15,28,0,4,0,0,216,345,3,9,3,4,8,10,16,22,28,47,28,65,1514,3010,578,..,2091,3010
SSC12576,41,93,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,100,18,..,55,100
SSC12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12578,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,0,..,10,31
SSC12579,157,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,157,435,24,..,184,435
SSC12580,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,..,8,14
SSC12581,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,4,3
SSC12582,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,7,..,17,16
SSC12583,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,4,..,13,29
SSC12584,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,4,..,14,32
SSC12585,606,1486,3,4,0,0,3,4,32,36,0,0,0,0,0,0,32,36,3,3,0,0,0,0,0,3,3,4,13,17,651,1551,131,..,787,1551
SSC12586,47,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,50,99,12,..,60,99
SSC12587,40,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,95,8,..,55,95
SSC12588,4794,16705,381,974,902,3220,1283,4191,564,1343,1554,3980,736,1865,8,21,2864,7218,0,0,0,0,6,35,58,196,65,233,42,118,9052,28468,592,..,9635,28468
SSC12589,1015,3303,214,347,354,1089,569,1432,96,201,261,600,243,570,0,0,597,1367,0,0,0,0,0,0,3,6,3,6,9,26,2185,6129,160,..,2344,6129
SSC12590,77,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,78,211,12,..,88,211
SSC12591,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,..,5,7
SSC12592,1428,4005,143,286,76,156,222,440,46,57,0,0,0,0,0,3,45,60,0,0,0,0,0,0,0,3,0,3,0,0,1688,4503,115,..,1804,4503
SSC12593,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,3,..,20,45
SSC12594,38,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,100,10,..,43,100
SSC12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12596,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,8,..,11,23
SSC12597,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,14,34,5,..,15,34
SSC12598,171,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,175,506,27,..,204,506
SSC12599,117,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,5,19,3,4,126,341,42,..,166,341
SSC12600,77,199,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,207,9,..,85,207
SSC12601,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,0,..,22,51
SSC12602,414,1235,6,22,3,7,13,32,4,8,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,6,0,6,0,0,430,1276,23,..,455,1276
SSC12603,284,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,284,953,20,..,307,953
SSC12604,34,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,98,8,..,36,98
SSC12605,13,42,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,48,0,..,17,48
SSC12606,47,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,130,5,..,60,130
SSC12607,1239,4370,12,17,137,420,150,441,14,31,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,16,52,1421,4896,70,..,1489,4896
SSC12608,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,..,13,14
SSC12609,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,20,51,4,..,25,51
SSC12610,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,..,14,28
SSC12611,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,3,..,15,37
SSC12612,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,96,11,..,45,96
SSC12613,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86,7,..,47,86
SSC12614,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,9,8
SSC12615,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,..,9,22
SSC12616,47,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,110,13,..,65,110
SSC12617,722,2392,5,22,35,78,37,99,150,207,148,220,0,0,0,3,301,436,0,0,0,0,0,0,0,0,0,0,0,0,1059,2929,72,..,1135,2929
SSC12618,106,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,5,109,329,7,..,116,329
SSC12619,3,4,9,24,47,93,57,114,4,11,16,32,582,1075,0,0,601,1115,0,0,0,0,0,0,0,0,0,0,3,10,671,1241,529,..,1200,1241
SSC12620,307,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,314,856,22,..,329,856
SSC12621,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,8,..,11,16
SSC12622,100,239,75,114,0,0,73,119,0,0,0,0,0,0,0,0,0,0,15,14,24,38,0,4,0,3,37,60,0,3,214,413,28,..,241,413
SSC12623,418,1118,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,7,3,7,0,0,428,1132,58,..,489,1132
SSC12624,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,4,..,17,49
SSC12625,1205,3572,0,3,57,155,56,160,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1273,3740,53,..,1327,3740
SSC12626,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,25,64,0,..,28,64
SSC12627,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,4,..,21,45
SSC12628,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,13,0,..,11,13
SSC12629,3,3,0,0,3,6,3,6,0,0,23,46,998,1895,0,0,1027,1938,0,0,0,0,0,0,0,0,0,0,3,0,1032,1952,225,..,1254,1952
SSC12630,488,1224,43,46,11,15,52,61,3,3,0,0,0,0,0,0,3,3,0,0,21,26,0,0,3,6,18,33,8,21,570,1345,79,..,649,1345
SSC12631,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,26,68,16,..,41,68
SSC12632,30,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,81,5,..,35,81
SSC12633,1518,5327,10,18,19,55,33,75,51,127,0,0,0,0,0,0,51,127,0,0,0,0,0,0,0,0,0,0,3,3,1601,5530,65,..,1668,5530
SSC12634,32,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,4,..,31,77
SSC12635,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,..,9,18
SSC12636,66,181,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,65,190,22,..,86,190
SSC12637,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,4,..,17,34
SSC12638,228,715,9,7,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,240,737,10,..,247,737
SSC12639,247,619,12,27,22,46,33,70,10,19,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,296,710,57,..,350,710
SSC12640,81,175,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,4,11,0,0,3,6,3,9,14,23,0,0,103,213,82,..,181,213
SSC12641,54,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,143,7,..,63,143
SSC12642,2997,10090,322,788,369,874,689,1668,118,233,9,22,0,0,0,0,122,259,0,0,0,0,0,0,0,7,0,7,10,22,3821,12037,206,..,4025,12037
SSC12643,93,348,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,355,8,..,108,355
SSC12644,130,330,3,7,0,4,4,11,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,138,347,25,..,159,347
SSC12645,2653,7926,318,594,757,1693,1075,2290,218,384,642,1382,996,2052,0,3,1850,3821,40,61,28,51,0,0,0,4,67,109,21,45,5663,14197,451,..,6117,14197
SSC12646,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,61,11,..,32,61
SSC12647,266,692,3,4,0,0,0,7,3,5,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,4,0,0,276,710,62,..,339,710
SSC12648,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,29,79,9,..,41,79
SSC12649,106,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,110,278,18,..,129,278
SSC12650,28,69,45,81,9,20,58,99,26,34,0,0,0,0,0,0,26,34,0,0,0,0,0,0,0,0,0,0,0,0,112,198,27,..,138,198
SSC12651,61,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,197,3,..,65,197
SSC12652,167,408,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,169,419,32,..,202,419
SSC12653,1888,4490,130,192,29,47,157,238,105,151,0,0,0,0,0,3,100,160,38,48,0,0,0,0,3,3,39,45,14,35,2201,4971,262,..,2468,4971
SSC12654,1952,4859,121,185,4,9,126,191,174,281,0,0,0,0,0,0,174,281,3,5,41,72,0,0,13,37,62,111,10,21,2323,5462,355,..,2675,5462
SSC12655,202,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,208,578,15,..,224,578
SSC12656,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,14,..,35,48
SSC12657,72,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,9,77,182,10,..,83,182
SSC12658,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,3,..,11,30
SSC12659,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,27,69,15,..,43,69
SSC12660,112,282,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,122,294,11,..,131,294
SSC12661,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SSC12662,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC12663,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,11,25,4,..,16,25
SSC12664,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,0,..,19,27
SSC12665,39,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,90,0,..,38,90
SSC12666,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,7,..,36,53
SSC12667,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,..,8,25
SSC12668,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,..,20,34
SSC12669,362,840,3,6,21,35,28,46,26,39,4,3,0,0,0,0,24,40,0,0,8,16,0,0,0,0,8,16,0,4,429,954,290,..,718,954
SSC12670,925,2106,33,57,42,72,79,129,27,35,0,0,0,0,4,4,26,41,0,0,0,0,0,0,3,4,3,4,0,0,1031,2274,608,..,1645,2274
SSC12671,849,2254,18,20,0,3,19,19,38,54,0,0,0,0,0,0,38,54,6,7,3,8,0,7,4,3,13,26,9,16,920,2372,108,..,1021,2372
SSC12672,1979,6215,118,292,523,1211,637,1504,434,884,450,778,188,357,6,7,1079,2031,0,0,0,3,0,0,27,52,29,58,24,62,3746,9863,414,..,4160,9863
SSC12673,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,3,..,21,37
SSC12674,78,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,81,190,3,..,82,190
SSC12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12676,63,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,155,3,..,66,155
SSC12677,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,..,23,9
SSC12678,50,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,98,23,..,74,98
SSC12679,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,4,..,35,70
SSC12680,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,4,..,12,16
SSC12681,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,..,13,26
SSC12682,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,66,8,..,26,66
SSC12683,75,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,78,197,16,..,92,197
SSC12684,21,45,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,51,3,..,28,51
SSC12685,199,502,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,5,0,3,0,0,0,0,4,5,0,3,208,519,23,..,229,519
SSC12686,715,2221,230,483,122,326,351,809,83,176,181,366,334,658,4,3,608,1205,0,0,0,0,0,0,4,14,4,14,11,27,1693,4267,196,..,1886,4267
SSC12687,64,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,179,8,..,77,179
SSC12688,44,113,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,6,47,117,6,..,52,117
SSC12689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12690,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SSC12691,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,3,..,13,20
SSC12692,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,..,7,16
SSC12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12694,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,..,3,0
SSC12695,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,5,..,14,31
SSC12696,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,4,..,19,24
SSC12697,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,103,20,..,73,103
SSC12698,180,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,6,13,189,548,45,..,236,548
SSC12699,351,900,22,28,0,0,22,28,0,0,0,0,0,0,0,0,0,0,16,33,0,0,0,0,0,3,16,35,0,9,398,969,35,..,432,969
SSC12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,..,0,4
SSC12701,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,72,0,..,31,72
SSC12702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,4,0
SSC12703,571,1740,15,24,7,18,20,42,3,0,0,0,0,0,0,0,3,0,9,17,15,19,0,0,0,3,21,35,0,4,618,1821,46,..,667,1821
SSC12704,117,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,120,296,31,..,152,296
SSC12705,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,9,..,11,24
SSC12706,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,..,5,11
SSC12707,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,66,3,..,33,66
SSC12708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12709,83,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,223,14,..,101,223
SSC12710,686,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,4,7,691,2207,39,..,726,2207
SSC12711,0,0,0,0,9,15,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,..,7,15
SSC12712,2583,8244,45,103,330,876,368,980,16,25,0,0,40,89,5,18,55,125,0,0,0,0,0,0,0,7,0,7,14,32,3018,9399,168,..,3187,9399
SSC12713,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,3,..,16,32
SSC12714,186,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,7,191,451,17,..,211,451
SSC12715,44,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,45,162,5,..,51,162
SSC12716,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,0,..,19,40
SSC12717,41,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,93,28,..,69,93
SSC12718,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SSC12719,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,3,..,16,36
SSC12720,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,10,..,22,36
SSC12721,20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,3,..,27,71
SSC12722,2607,6864,147,349,14,32,162,378,428,643,0,0,0,0,3,4,431,653,26,43,7,14,0,3,27,66,63,136,20,49,3284,8070,484,..,3767,8070
