SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC11865,47,0,0,0,0,51,40,0,0,0,0,40,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,5,121,0,0,0,0,121
SSC11866,215,3,0,0,0,218,642,10,0,3,0,657,204,10,0,0,3,216,18,0,0,0,0,18,70,7,0,0,0,74,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,298,19,0,0,3,323,3,0,0,0,0,3,21,0,0,0,0,20,1180,34,0,4,0,1221
SSC11867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11868,26,0,5,124,34,181,6,0,3,4,4,24,8,4,14,0,0,23,0,0,0,0,0,0,5,3,3,0,7,18,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,12,9,16,16,7,59,0,0,0,0,46,45,4,0,0,6,3,10,50,7,27,155,89,321
SSC11869,74,0,3,3,0,86,25,0,0,0,0,25,9,0,0,0,0,11,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,25,0,0,0,0,0,0,3,0,0,0,0,5,127,0,8,5,0,137
SSC11870,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11871,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9
SSC11872,45,0,0,0,0,45,91,0,0,0,0,93,8,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,153
SSC11873,215,24,12,4,0,258,55,4,0,0,0,66,77,37,38,3,0,158,0,0,0,0,0,0,15,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,97,43,44,4,0,180,0,0,0,0,0,0,15,5,0,0,0,26,386,77,63,9,0,532
SSC11874,356,0,0,3,0,362,194,3,0,0,0,199,70,5,28,0,3,104,24,4,0,0,0,29,88,3,8,0,0,97,0,0,0,0,0,0,23,0,0,0,0,21,15,0,3,0,0,16,213,17,40,0,0,272,7,0,0,0,0,4,36,0,0,3,0,43,815,27,39,8,3,888
SSC11875,61,0,0,0,0,60,28,0,0,0,0,25,9,0,7,0,0,10,3,0,0,0,0,5,12,0,0,0,0,12,0,0,0,0,0,0,10,0,9,0,0,15,0,0,0,0,0,0,26,0,15,0,0,38,3,0,0,0,0,3,9,0,0,0,0,8,120,0,17,0,3,142
SSC11876,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC11877,0,0,250,0,0,250,0,0,240,0,0,240,0,0,1024,0,0,1022,0,0,3,0,0,3,0,0,250,0,0,250,0,0,5,0,0,5,0,0,40,0,0,43,0,0,19,0,0,19,0,0,1343,0,0,1343,0,0,19,0,0,19,0,0,97,0,3,104,0,0,1946,0,4,1957
SSC11878,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11879,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC11880,92,0,0,0,0,88,188,5,0,0,0,197,15,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,22,0,0,0,0,0,0,5,0,0,0,0,5,300,6,0,0,0,308
SSC11881,637,15,0,0,0,652,848,3,0,0,0,847,157,11,7,0,0,167,13,10,0,0,0,19,63,0,3,0,0,69,3,3,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,10,242,20,8,0,3,273,10,0,0,0,0,10,32,4,0,0,0,36,1765,42,8,0,3,1819
SSC11882,18,0,0,0,0,18,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC11883,671,87,56,13,0,827,740,97,20,0,0,863,62,26,18,0,4,109,0,0,0,0,0,0,34,7,3,0,3,48,0,0,27,0,0,27,0,0,0,42,3,40,0,0,0,0,0,3,96,39,47,43,9,228,7,3,61,0,0,67,20,12,18,3,0,59,1539,232,202,55,8,2042
SSC11884,43,0,0,12,0,61,27,0,0,0,0,25,6,3,0,0,0,14,0,0,0,0,0,0,9,0,4,3,0,13,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,20,3,4,10,3,35,0,0,0,0,0,0,0,0,0,106,4,115,93,9,0,128,5,236
SSC11885,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC11886,388,3,0,0,0,389,503,3,0,0,0,502,270,3,6,0,0,281,185,61,15,0,0,255,80,5,0,0,0,90,3,6,0,0,0,12,6,0,0,0,0,6,7,0,0,0,0,7,554,78,19,0,0,654,10,0,0,0,0,8,57,3,0,0,0,69,1513,87,21,0,3,1622
SSC11887,181,4,0,0,0,183,231,5,0,0,0,233,79,3,15,0,0,98,158,45,33,0,0,238,35,0,8,0,0,39,5,5,0,0,0,10,8,0,0,0,0,13,0,0,0,0,0,4,286,51,58,0,0,395,6,3,0,0,0,8,39,3,3,0,0,44,739,68,63,0,0,865
SSC11888,185,0,0,0,0,189,341,4,0,0,0,349,69,41,0,0,3,111,3,0,0,0,0,3,10,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,88,37,0,0,4,130,3,0,0,0,0,3,17,0,0,0,0,20,625,47,0,0,6,687
SSC11889,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11890,517,16,60,3,0,591,953,34,117,5,3,1104,105,26,55,3,0,183,29,0,0,0,0,29,40,3,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,24,61,3,0,272,3,0,0,3,0,9,23,0,7,0,0,27,1672,73,242,8,3,2000
SSC11891,61,11,3,0,0,70,43,6,0,0,0,51,6,10,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,120,26,3,0,0,153
SSC11892,228,3,0,0,4,239,96,0,0,0,3,103,31,5,0,0,0,36,0,0,0,0,0,0,44,0,0,0,0,44,3,3,0,0,0,3,6,3,0,0,0,8,8,0,0,0,0,8,91,11,0,5,0,101,5,0,0,0,0,12,23,3,0,0,0,25,445,15,0,5,14,480
SSC11893,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC11894,15,0,0,0,0,10,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,38,0,0,0,0,41
SSC11895,68,3,0,0,0,71,32,0,0,0,0,29,20,3,5,0,0,33,0,0,0,0,0,0,10,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,5,0,0,43,0,0,0,0,0,0,4,3,3,0,0,12,131,10,13,0,0,158
SSC11896,21,0,0,0,0,22,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,47
SSC11897,25,0,0,0,0,27,27,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,78,0,0,0,0,81
SSC11898,20,0,0,0,0,20,16,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,57,0,0,0,0,57
SSC11899,26,0,0,0,0,26,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
SSC11900,49,0,0,0,0,44,72,0,0,0,0,72,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,8,122,0,3,5,0,130
SSC11901,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11902,136,3,0,0,0,142,134,0,0,0,0,136,20,0,0,0,0,23,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,3,0,0,43,0,0,0,0,0,0,3,0,0,0,0,5,311,7,4,0,0,324
SSC11903,25,0,0,0,0,25,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,53,0,0,0,0,53
SSC11904,19,0,0,0,0,19,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,32
SSC11905,212,0,0,0,0,215,495,0,0,0,0,502,85,0,3,0,0,88,6,0,0,0,0,6,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,3,0,0,114,0,0,0,0,0,4,26,0,0,0,0,27,848,0,6,4,7,857
SSC11906,25,0,0,0,0,25,24,0,0,0,0,24,9,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,67,0,0,0,0,67
SSC11907,35,0,0,0,0,35,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,70,0,0,0,0,70
SSC11908,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,5,0,11
SSC11909,93,0,0,0,0,93,100,0,0,0,0,100,15,0,5,0,0,16,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,225,0,5,0,0,224
SSC11910,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC11911,53,38,317,0,0,411,32,40,358,0,0,432,9,26,812,0,0,849,0,30,3,0,0,38,10,7,116,0,0,135,0,0,4,0,0,5,0,3,6,0,0,7,0,0,13,0,0,13,16,72,954,0,0,1043,3,0,9,0,0,8,5,8,54,0,0,65,108,158,1691,0,0,1958
SSC11912,187,0,0,3,3,195,96,0,0,0,0,97,12,0,6,0,0,20,14,0,0,0,0,16,79,0,0,0,0,78,9,0,3,0,0,9,41,0,12,4,0,55,10,0,0,0,0,8,157,0,25,8,0,193,5,0,0,0,0,10,25,0,0,8,0,33,470,0,27,19,4,522
SSC11913,50,0,0,0,0,46,43,0,0,0,0,43,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,108,0,0,0,0,107
SSC11914,842,18,0,3,0,861,792,12,0,0,0,807,305,33,3,0,5,340,17,6,0,0,0,17,108,3,0,0,0,111,3,0,0,0,0,3,22,0,0,6,0,31,6,0,0,0,0,6,456,44,3,14,5,515,8,0,0,0,0,10,50,3,0,3,0,63,2153,73,3,16,3,2259
SSC11915,716,60,0,0,0,775,1351,159,0,0,0,1509,325,72,0,0,3,398,35,25,0,0,0,61,96,24,0,0,0,116,7,0,0,0,0,6,14,3,0,0,0,19,9,0,0,0,0,9,487,122,0,0,4,612,13,0,0,0,0,14,64,10,0,0,0,73,2629,354,3,0,3,2990
SSC11916,59,0,0,0,0,60,70,0,0,0,0,70,6,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,4,153,0,0,0,0,156
SSC11917,302,4,0,0,0,302,367,3,0,0,0,370,189,8,0,0,3,202,21,4,0,0,0,30,50,0,0,0,0,50,5,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,269,22,0,0,3,295,3,0,0,0,0,3,28,3,0,0,0,28,965,30,0,0,3,997
SSC11918,15,0,0,0,0,15,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,31
SSC11919,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC11920,274,3,0,0,3,280,185,0,0,0,0,188,49,4,5,0,0,57,3,0,11,0,0,14,63,0,0,0,0,64,0,0,0,0,0,0,12,0,0,0,0,11,9,0,0,0,0,9,131,4,23,0,0,156,3,3,0,0,0,7,21,0,3,0,0,30,613,12,25,3,7,652
SSC11921,124,0,0,0,0,124,136,0,0,0,0,136,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,272,0,0,0,3,278
SSC11922,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC11923,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC11924,173,0,0,0,0,173,223,0,0,0,0,223,25,0,0,0,0,21,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,51,0,0,0,0,53,6,0,0,0,0,6,12,0,0,0,0,12,466,0,0,0,0,463
SSC11925,27,6,21,0,0,53,27,21,99,0,0,146,15,8,150,0,0,180,0,0,0,0,0,0,8,3,11,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,31,11,170,0,0,211,0,0,0,0,0,0,3,0,3,0,0,10,81,34,293,0,0,418
SSC11926,188,19,0,0,0,207,620,132,3,0,3,757,238,94,0,0,0,338,3,3,0,0,0,9,32,13,0,0,0,44,0,0,0,0,0,0,40,3,0,0,0,45,3,0,0,0,0,3,320,115,0,0,0,439,0,3,0,0,0,6,19,6,0,0,0,21,1146,271,3,0,3,1426
SSC11927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11928,9,0,0,0,0,9,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC11929,224,25,96,4,0,357,181,73,376,28,4,666,83,76,692,34,8,887,5,4,45,0,0,56,32,4,84,8,0,132,5,3,11,0,0,19,3,0,60,0,5,71,3,0,5,0,0,12,124,95,900,43,11,1165,0,3,7,0,0,9,20,0,29,3,6,60,554,195,1411,80,25,2254
SSC11930,60,3,181,0,3,244,48,11,725,0,15,792,39,22,1182,0,33,1274,0,17,36,0,0,55,18,10,153,0,12,192,0,3,9,0,0,19,0,0,11,0,7,17,0,0,10,0,0,10,62,48,1402,0,48,1560,3,0,11,0,0,14,3,0,94,0,8,108,169,69,2410,3,68,2719
SSC11931,20,0,0,0,0,21,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,40
SSC11932,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11933,8,0,0,0,0,8,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,28
SSC11934,16,0,0,0,0,16,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC11935,173,0,0,0,0,174,581,3,0,0,0,586,153,0,0,0,0,155,0,0,0,0,0,0,22,0,0,0,0,23,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,190,3,0,0,0,192,4,0,0,0,0,4,19,0,0,0,0,17,967,8,0,0,0,973
SSC11936,1155,83,631,3,3,1874,1240,169,1135,0,5,2549,337,131,2104,9,14,2594,28,60,186,0,0,273,144,33,321,0,4,503,6,3,80,0,0,90,5,6,26,0,0,35,14,3,21,0,3,37,526,241,2738,8,19,3538,9,14,27,0,0,46,49,16,94,0,5,161,2980,518,4629,14,29,8166
SSC11937,757,18,0,0,0,769,1014,22,0,0,0,1032,123,7,0,0,0,127,0,0,0,0,0,0,31,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,167,4,0,0,0,175,4,0,0,0,0,4,26,0,0,0,0,28,1968,45,0,0,3,2011
SSC11938,22,0,0,0,0,22,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,47,0,0,0,0,47
SSC11939,48,0,0,0,0,48,49,3,0,0,0,53,26,4,0,0,0,25,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,9,0,0,0,41,0,0,0,0,0,0,4,0,0,0,0,4,141,13,0,0,0,148
SSC11940,12,0,0,0,0,12,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,31
SSC11941,49,0,0,0,0,57,95,0,0,0,0,95,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,5,171,3,0,0,0,176
SSC11942,681,35,0,0,0,715,1400,20,0,3,0,1424,227,18,3,0,0,253,16,0,0,0,0,20,73,10,0,0,0,87,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,329,36,3,0,0,363,4,0,0,0,0,6,40,4,0,0,0,43,2454,90,5,3,4,2553
SSC11943,278,0,0,0,0,281,118,0,0,0,3,125,39,0,0,0,0,42,0,0,0,0,0,0,35,0,0,0,0,34,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,94,0,0,0,0,93,0,0,0,0,0,0,17,0,0,0,0,20,508,0,0,5,3,517
SSC11944,27,0,0,0,0,23,25,0,0,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,57,0,0,0,0,61
SSC11945,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC11946,8,0,0,0,0,8,9,0,0,0,0,10,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,24
SSC11947,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
