SA2_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
101031016,0,0,0,6,3,0,5,3,0,0,0,3,0,7,9,0,0,20,14,0,47,44,3,0,38,5,0,91,30,0,0,32,8,0,69,59,3,0,21,3,0,85,60,0,0,22,10,0,86,60,0,0,13,5,0,75,16,0,0,6,4,0,38,22,0,0,9,4,0,34,6,0,0,4,9,0,23,18,0,0,10,0,0,27,7,0,0,4,3,0,13,74,0,0,18,19,3,113,16,0,3,17,5,0,50,426,13,7,217,93,3,765,0,0,0,0,4,0,8,0,0,0,0,0,0,3,6,0,5,17,10,0,39,39,0,3,28,18,0,86,34,0,0,25,13,0,76,56,3,0,34,6,0,101,60,4,0,41,14,0,120,97,0,0,27,16,0,140,21,0,0,0,5,0,31,15,0,0,8,10,0,28,14,0,0,10,8,0,27,12,0,0,3,6,0,20,20,0,0,4
101041017,0,16,5,5,0,0,26,0,45,0,5,0,0,51,11,46,14,22,14,0,97,58,12,7,45,4,0,133,59,6,3,41,4,0,111,131,18,0,60,5,0,220,136,5,0,41,6,0,182,60,0,0,16,0,0,81,7,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,10,0,9,10,0,25,474,150,29,237,45,4,939,0,6,0,0,0,0,4,0,9,5,3,0,0,11,3,60,9,9,4,3,87,23,42,10,22,8,0,108,32,16,0,38,6,0,96,106,16,4,46,4,0,182,161,20,3,66,8,0,252,140,0,0,29,3,0,167,12,0,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,7,0,0,0,0
101041018,0,5,0,7,4,0,8,0,6,0,0,0,0,9,9,16,5,17,0,0,60,63,10,5,35,0,4,122,57,8,0,30,10,0,107,159,4,5,46,9,0,222,177,3,0,35,4,0,227,75,0,0,14,3,0,89,3,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,4,0,9,0,3,29,562,59,16,209,34,7,891,0,0,0,0,0,0,7,0,0,0,4,0,0,4,4,10,0,9,5,0,34,32,20,8,29,3,0,84,47,7,0,21,3,0,78,128,4,0,30,0,0,171,164,11,8,54,5,0,239,167,3,0,43,0,0,217,14,0,0,6,0,0,15,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
101041019,0,12,0,4,5,0,26,0,37,16,3,0,0,61,19,40,3,21,6,0,87,87,39,10,53,3,5,188,82,5,0,40,7,0,128,120,3,3,35,0,0,163,72,0,0,32,6,0,107,21,0,0,0,0,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,8,13,3,7,5,0,40,411,152,39,192,34,9,836,0,0,0,7,0,0,6,0,15,5,0,0,0,21,3,45,13,15,3,4,89,28,29,3,25,6,0,90,42,8,6,22,5,4,86,94,18,5,35,3,0,152,195,14,3,55,3,0,273,110,0,0,17,0,0,130,8,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0
101041020,0,5,0,23,0,0,26,0,0,0,17,3,0,16,9,5,8,59,5,0,83,32,0,0,55,7,0,103,33,0,0,33,0,0,66,25,0,0,24,0,0,49,24,0,0,7,3,0,33,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,8,0,31,126,9,6,234,35,3,413,0,0,0,10,4,0,11,0,0,0,0,0,0,5,3,4,0,41,0,0,54,10,0,0,36,8,0,45,13,0,0,34,8,4,58,41,0,0,30,5,4,75,34,0,0,33,3,0,68,19,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041021,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,0,5,10,5,0,29,21,0,0,16,12,0,49,35,0,0,21,0,0,48,56,0,0,20,0,0,74,29,0,0,16,0,0,47,11,0,0,4,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,10,158,0,5,93,17,0,279,0,0,0,0,0,0,4,0,0,5,0,0,0,3,3,0,0,6,0,0,12,3,0,0,15,8,0,34,5,0,0,9,0,0,15,30,0,0,22,0,0,55,43,0,0,21,0,0,65,36,0,0,16,3,0,54,9,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,4,0,0,0,0,5,0,26,0,3,4,0,35,15,38,11,13,0,0,73,53,15,0,30,0,0,103,25,5,0,9,0,0,45,54,26,0,16,0,0,94,44,3,0,11,3,0,60,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,10,0,21,199,132,10,89,28,0,458,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,42,4,14,8,0,63,26,19,5,10,0,0,62,30,13,0,12,0,0,48,50,9,5,19,0,0,82,67,17,0,19,0,0,101,32,0,0,3,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041024,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,16,14,22,4,3,55,5,0,0,24,0,0,36,9,0,0,13,0,0,22,9,0,0,12,0,0,28,10,0,0,9,0,0,12,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,17,39,17,18,102,21,4,198,0,0,0,3,5,0,9,0,0,0,0,0,0,3,0,0,0,16,0,0,24,0,8,4,20,4,0,38,4,0,0,20,4,0,22,7,0,0,10,3,0,22,12,0,0,14,0,0,31,8,0,0,11,6,0,18,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041025,0,0,9,5,6,0,18,0,12,3,0,4,0,29,19,10,14,21,6,0,67,135,9,5,65,4,4,212,88,3,0,38,6,0,137,138,7,4,54,5,0,201,170,3,0,37,5,0,215,61,0,0,13,9,0,81,3,0,0,4,3,0,12,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,10,14,0,4,15,7,0,46,636,40,40,259,53,11,1033,0,0,0,6,0,0,4,0,0,4,0,9,0,10,3,14,13,25,3,0,56,64,8,6,37,4,0,125,66,5,0,42,5,0,116,118,0,0,45,4,0,176,130,0,0,61,8,0,206,180,3,0,45,3,3,232,20,0,0,10,3,0,29,5,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
