SA3_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
10304,281,3,0,0,0,286,116,0,3,0,0,122,134,0,0,0,0,138,311,7,3,0,0,321,462,14,4,0,3,485,1229,36,12,0,3,1272,1375,28,7,0,5,1414,1404,5,0,0,7,1418,570,3,0,3,0,581,431,0,0,3,0,437,246,0,0,0,0,249,279,7,0,0,4,294,6837,105,36,10,20,7004
10401,280,8,8,0,0,309,192,4,3,3,0,206,198,3,0,3,0,209,313,3,4,9,0,334,484,4,3,3,0,496,1177,22,18,7,4,1235,987,20,7,7,9,1032,702,11,6,5,3,723,219,0,3,0,0,224,132,6,3,0,0,143,78,0,0,3,3,85,226,3,3,4,0,233,4989,90,60,63,26,5228
10402,454,27,16,0,3,503,236,22,9,0,0,268,208,19,5,0,3,238,364,33,32,3,4,432,521,39,38,0,4,600,1337,127,80,5,9,1559,1683,71,43,3,7,1812,1831,81,33,8,17,1959,665,24,3,0,3,693,419,23,3,0,4,453,210,3,5,0,3,222,323,19,12,0,0,361,8250,481,274,28,59,9091
10501,197,0,0,3,5,204,93,0,0,0,0,93,91,0,0,0,0,90,169,0,0,3,0,174,200,0,0,0,3,213,303,0,0,7,4,309,199,0,0,0,4,202,140,0,0,0,3,147,31,0,0,0,0,31,50,0,0,0,0,53,54,0,0,0,0,57,97,0,0,0,3,103,1628,3,9,18,24,1676
10502,166,3,0,0,3,172,170,0,0,0,0,172,155,0,0,0,3,161,298,3,0,0,0,301,305,3,0,3,0,308,487,0,0,0,0,491,237,3,0,0,0,238,143,0,0,0,0,142,40,0,0,0,0,43,27,0,0,0,0,27,29,0,0,0,0,29,126,0,0,0,0,126,2185,18,0,4,7,2219
10503,401,3,3,14,3,425,230,5,3,5,0,249,219,10,3,3,0,234,437,6,7,18,3,473,637,9,9,10,3,666,1635,31,11,20,11,1700,1427,22,11,13,6,1484,1205,4,0,13,4,1228,409,3,0,3,3,420,272,0,0,3,0,278,167,0,0,3,0,172,379,10,6,3,5,401,7423,102,54,106,39,7725
10601,421,3,3,0,3,432,240,0,0,0,0,240,226,3,0,0,0,235,410,6,0,0,0,415,599,10,8,3,5,629,2001,53,12,5,4,2077,2157,41,10,4,10,2226,2196,28,3,3,10,2242,934,3,0,3,0,945,744,6,0,0,3,752,331,0,0,0,5,338,466,4,0,0,3,481,10741,158,39,29,46,11012
10602,327,12,0,3,0,340,186,13,4,0,0,201,147,3,0,0,0,150,292,9,0,0,6,309,450,26,3,0,0,484,1415,65,6,3,3,1493,1985,67,4,7,0,2060,2651,39,0,4,3,2689,1065,3,0,0,9,1073,622,3,3,3,0,633,277,0,0,0,0,283,341,4,0,0,3,354,9751,246,29,17,27,10070
10603,339,31,7,7,3,386,179,16,3,3,0,197,149,28,4,0,0,180,278,23,9,4,0,311,382,41,9,0,0,431,1147,119,17,6,3,1297,1432,106,16,6,3,1560,1702,75,17,3,7,1801,678,30,7,0,0,712,506,14,3,3,0,521,236,11,7,0,0,252,336,28,4,0,3,369,7361,516,88,39,21,8021
10604,129,0,0,0,0,135,62,0,0,0,0,67,71,0,0,0,0,70,136,0,0,0,0,136,197,3,3,0,0,210,584,13,8,3,0,597,647,9,0,0,3,657,707,3,5,3,4,720,312,3,0,0,0,316,254,0,0,0,0,253,109,0,0,0,4,112,170,0,0,0,5,173,3368,37,20,7,16,3444
10701,328,14,9,0,0,348,203,8,0,0,0,209,144,8,0,0,0,148,295,34,4,0,0,337,412,17,10,0,4,438,1162,49,26,3,0,1237,1712,84,27,4,3,1826,2136,81,17,4,3,2245,932,18,6,0,0,959,578,3,3,0,0,590,279,9,0,0,0,288,296,7,5,3,3,316,8469,325,112,14,20,8938
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,434,38,6,0,0,479,202,27,7,0,0,234,151,14,5,6,0,173,295,37,7,3,0,342,411,38,11,0,0,466,1201,151,29,0,3,1377,1551,172,33,5,0,1762,2580,223,36,6,5,2840,1242,86,12,0,8,1344,941,41,3,0,0,989,419,17,4,0,0,445,384,36,7,0,3,428,9806,878,151,22,28,10886
10704,476,60,65,3,4,611,197,22,42,0,0,259,146,19,25,3,0,191,285,47,54,0,3,391,364,72,99,0,4,536,1067,189,264,0,0,1520,1236,246,330,3,5,1829,2580,329,378,5,17,3317,1725,152,135,3,5,2017,1741,102,114,0,5,1967,842,47,56,3,0,948,419,42,50,0,0,509,11066,1338,1612,30,46,14100
10801,180,19,11,0,0,217,98,9,4,0,0,109,70,7,6,3,0,91,171,15,9,0,4,206,210,15,9,3,0,234,487,41,32,4,3,568,499,29,14,0,3,542,470,14,7,3,5,500,162,3,5,0,0,177,124,0,3,0,0,123,66,0,0,0,0,70,127,6,3,0,0,136,2668,158,108,20,16,2969
10802,253,4,5,5,3,264,213,8,3,0,0,223,181,4,4,5,3,197,320,4,9,3,0,337,451,6,6,3,4,469,1054,12,11,0,7,1080,819,12,7,0,5,840,624,3,0,0,5,635,208,3,0,0,3,210,113,0,0,0,0,114,83,0,0,3,3,90,244,3,3,0,0,244,4554,56,50,25,36,4714
10803,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,29,0,0,0,0,29
10804,368,41,18,0,5,428,155,30,20,0,0,208,153,23,6,3,0,183,242,21,25,3,5,300,415,37,25,4,0,482,1124,96,55,10,6,1291,1442,127,66,0,4,1637,1789,64,34,4,7,1903,680,17,9,0,3,705,436,13,6,0,0,456,201,12,11,0,3,227,306,29,8,0,4,354,7310,508,275,31,35,8162
10805,281,12,4,4,0,305,198,7,3,0,3,208,180,3,0,0,0,183,344,6,4,0,0,360,455,16,5,9,8,490,1194,28,11,4,5,1238,984,10,5,0,4,1005,821,9,4,0,4,836,246,3,0,0,3,251,179,3,0,0,0,188,93,0,0,0,0,99,240,5,3,0,0,251,5217,103,42,31,31,5420
10901,359,14,0,0,0,374,200,22,4,0,0,228,171,17,0,0,0,195,395,44,0,0,0,446,602,59,3,0,3,664,1657,83,3,0,4,1749,1515,43,3,0,3,1570,1261,16,0,0,5,1288,365,8,0,3,0,377,255,6,0,4,0,260,126,0,0,0,0,129,303,10,0,0,0,320,7222,328,20,8,21,7604
10902,75,0,0,0,0,77,51,3,0,0,0,54,55,0,0,0,0,57,129,0,6,0,0,136,182,0,0,0,0,183,252,0,0,3,3,260,171,0,0,0,0,173,116,0,0,0,0,112,27,0,0,0,0,34,27,0,0,0,0,25,34,0,0,0,3,41,83,0,0,0,0,82,1196,8,9,8,9,1229
10903,364,3,5,3,0,374,183,0,3,3,0,193,170,3,0,0,0,178,396,11,12,0,0,412,475,11,10,0,3,498,973,12,7,0,4,991,694,0,0,4,0,703,550,0,0,3,3,559,161,0,0,0,0,163,108,0,0,0,0,112,100,0,0,0,0,107,275,0,0,0,3,279,4445,41,45,26,16,4569
11001,225,0,0,0,0,235,103,0,0,0,0,103,111,0,0,0,0,110,184,7,0,3,0,191,262,6,4,0,5,282,754,16,4,0,3,778,666,11,0,0,0,687,538,3,0,0,5,546,182,0,0,3,0,182,163,3,0,0,3,169,92,0,0,0,0,91,158,0,0,4,0,162,3435,54,15,11,22,3531
11002,282,0,0,5,3,296,185,0,0,3,0,192,175,5,0,0,0,186,389,0,0,3,3,400,441,0,0,4,4,452,838,3,0,6,12,857,510,3,0,3,5,520,393,0,0,5,6,408,116,0,0,0,0,116,97,0,0,0,0,95,86,0,0,0,0,86,204,3,3,0,0,210,3722,14,10,26,39,3812
11003,144,9,0,3,6,160,66,0,3,0,0,65,76,0,0,0,0,79,130,6,0,0,0,139,206,6,3,0,0,211,492,7,3,0,4,510,411,11,3,0,0,425,323,9,4,3,0,341,99,6,0,0,0,104,79,0,0,0,0,80,64,3,3,0,0,72,159,3,3,7,0,168,2251,59,24,13,16,2362
11004,428,5,3,5,6,446,218,4,0,5,0,225,239,6,0,0,0,246,470,7,4,6,0,487,691,13,3,9,3,719,1840,29,8,21,14,1909,1751,19,0,8,0,1783,1533,7,6,4,8,1562,556,0,0,5,4,566,343,0,0,0,4,347,201,0,0,3,3,205,409,4,0,3,0,415,8680,100,28,68,43,8915
11101,671,53,16,0,0,740,335,25,7,3,0,368,265,25,4,0,0,290,481,37,12,0,0,523,711,22,8,3,0,741,1912,121,44,3,5,2086,2608,145,48,7,6,2817,3840,127,33,9,9,4017,1682,41,18,0,0,1746,1229,14,10,0,0,1254,585,6,0,0,0,600,556,21,9,0,0,586,14866,644,207,26,16,15767
11102,420,17,3,0,5,440,225,9,0,0,0,234,188,3,0,0,0,188,327,6,4,3,0,345,480,14,0,0,0,487,1488,41,7,3,0,1543,1993,36,4,0,3,2034,2520,21,6,3,3,2554,1010,3,4,0,0,1020,565,3,0,0,0,569,263,5,0,0,0,262,393,3,0,0,0,401,9869,163,28,6,14,10080
11103,776,83,43,0,0,908,336,42,14,0,0,394,347,32,19,0,0,394,588,43,32,0,0,664,808,84,35,0,0,934,2405,272,133,5,3,2811,3103,310,180,3,6,3603,4204,347,179,6,6,4731,1968,137,62,0,4,2175,1373,110,54,0,0,1540,806,82,55,0,0,944,633,43,36,0,0,720,17349,1573,840,20,30,19812
11201,429,59,14,5,4,512,211,31,9,0,3,253,149,24,8,5,0,179,250,34,13,6,3,304,357,53,17,0,7,429,964,154,45,13,3,1181,1051,146,40,5,7,1256,1521,147,27,3,3,1704,702,70,15,0,12,804,551,44,11,3,0,613,330,19,7,3,5,361,345,34,8,0,3,396,6863,821,213,42,58,7990
11202,430,8,7,6,0,456,280,8,11,3,0,306,239,6,10,3,0,259,506,15,9,3,5,544,626,18,3,7,0,659,1657,55,18,11,8,1752,1487,35,4,17,6,1551,1175,8,3,8,3,1208,413,0,0,13,0,432,271,0,0,5,0,275,158,3,0,4,0,167,363,3,0,7,0,379,7612,171,76,93,31,7980
11203,420,72,32,0,3,528,203,47,24,0,3,272,158,27,19,0,0,203,304,70,26,8,4,409,409,85,33,6,0,531,1118,218,118,7,3,1460,1316,300,77,5,5,1707,1948,198,62,6,7,2224,996,60,21,0,4,1084,669,31,6,4,4,717,322,15,4,3,3,345,395,53,23,0,3,472,8250,1171,442,44,38,9945
11301,284,3,0,0,0,287,129,0,0,0,0,129,143,0,3,0,0,151,291,5,3,0,0,301,430,5,11,3,4,453,1058,18,20,3,6,1103,850,11,15,3,3,883,637,3,3,0,4,648,198,3,0,0,0,205,131,0,0,0,3,137,100,0,0,0,3,105,255,0,4,0,0,259,4505,56,63,20,25,4669
11302,82,0,0,0,0,88,49,0,0,0,0,49,36,0,0,0,0,39,125,0,0,0,0,124,154,0,3,0,0,160,355,0,3,0,0,359,277,0,0,0,0,275,230,0,0,0,0,233,81,0,0,0,0,81,53,0,0,0,0,52,26,0,0,0,0,26,81,0,0,0,0,91,1553,0,10,3,6,1571
11303,524,12,9,3,3,548,279,0,4,4,4,292,276,0,3,0,0,284,558,3,23,0,3,587,866,6,17,3,0,897,2303,33,45,11,8,2388,2153,23,21,10,5,2211,1735,3,8,15,4,1771,578,0,3,3,0,584,415,3,4,0,0,422,241,0,0,0,6,250,466,8,5,5,3,491,10389,95,143,52,37,10707
11401,625,13,4,7,3,656,285,3,0,0,0,290,259,4,0,11,3,282,471,17,7,4,0,494,652,14,7,3,4,684,1810,46,21,6,9,1898,1951,50,16,3,4,2017,1920,10,7,0,7,1941,714,8,0,0,3,726,467,4,0,0,3,480,260,4,0,3,8,273,469,7,3,3,3,493,9876,190,75,42,45,10234
11402,302,11,0,0,0,310,120,4,0,0,0,130,95,4,0,0,0,101,175,4,0,0,0,179,244,6,4,0,0,259,709,14,5,0,0,728,938,6,3,4,6,960,1316,20,3,3,3,1347,616,11,0,0,4,630,511,3,0,0,0,522,392,4,0,0,3,400,275,10,0,0,0,280,5689,97,28,9,23,5841
11501,955,101,27,0,0,1080,253,19,6,0,0,277,204,19,8,0,0,228,302,38,7,0,0,352,435,53,11,0,0,501,1259,142,46,0,0,1451,1302,192,84,0,0,1573,2684,445,153,0,5,3294,2139,369,104,0,3,2621,3493,349,68,0,0,3919,3192,151,35,0,3,3382,766,56,28,0,3,854,16975,1948,582,8,22,19533
11502,170,3,0,0,0,177,47,0,5,0,0,55,37,0,0,0,0,39,59,0,0,0,0,61,68,3,0,0,0,70,226,16,4,0,0,243,209,13,0,3,0,227,422,19,4,3,3,448,291,15,4,3,0,314,517,10,3,3,3,536,692,11,0,3,4,705,208,3,0,0,0,212,2944,96,23,16,11,3089
11503,150,0,0,3,0,155,53,0,0,0,0,53,54,0,0,0,0,54,112,0,0,0,0,110,143,0,0,0,0,143,368,0,0,0,4,373,453,0,0,0,5,455,855,0,0,5,5,863,545,0,0,0,0,550,557,0,0,0,3,555,351,0,0,0,3,357,178,0,0,0,3,180,3825,0,0,13,18,3851
11504,151,30,0,0,0,177,50,6,0,0,0,49,44,6,0,0,0,46,58,10,0,3,0,70,80,14,0,0,0,94,295,40,0,0,0,341,361,49,7,0,0,416,817,96,10,0,0,930,680,81,3,0,0,774,1054,153,0,0,6,1211,644,81,0,0,3,727,211,28,0,0,0,239,4444,594,20,8,11,5078
11601,606,76,17,0,0,699,220,21,4,0,0,250,186,19,6,0,0,213,305,49,10,0,0,358,431,58,17,0,0,505,1364,202,95,0,3,1669,1800,373,119,3,3,2298,3476,589,109,8,9,4192,2084,309,18,3,7,2422,1684,143,3,4,3,1835,622,71,12,0,0,701,510,73,17,0,0,604,13278,2001,423,10,22,15739
11602,338,139,13,0,5,493,99,44,8,0,0,148,74,35,4,0,0,119,140,52,6,0,0,199,208,96,5,0,0,308,655,292,23,3,5,977,869,416,79,4,0,1370,2097,943,99,4,13,3164,2021,747,56,7,11,2834,2484,695,19,3,8,3213,1050,265,12,0,3,1331,412,133,7,3,3,553,10439,3867,327,32,45,14703
11603,385,30,12,0,0,427,169,16,6,0,0,193,145,9,0,0,0,163,284,21,9,0,0,316,402,36,11,0,0,450,1365,142,46,4,0,1558,1965,262,59,3,0,2283,2988,370,35,3,0,3394,1508,115,6,0,6,1637,921,52,4,4,4,987,335,25,0,0,0,367,483,47,10,0,0,540,10954,1117,202,18,13,12306
11701,97,23,79,0,0,203,30,15,25,0,0,62,23,0,27,0,0,55,42,12,32,0,0,85,52,27,68,0,0,151,134,54,191,0,0,378,130,48,261,3,0,447,270,100,459,0,0,835,224,98,333,3,0,658,380,232,296,3,5,908,419,128,135,3,4,687,108,39,65,0,0,217,1915,774,1972,16,10,4686
11702,101,106,70,0,0,275,33,25,9,0,0,62,23,18,20,0,0,57,30,44,37,0,0,112,56,56,43,0,3,156,146,135,168,3,3,457,154,163,219,0,0,545,292,324,421,5,3,1045,254,282,222,0,0,765,424,548,228,9,0,1214,407,521,84,8,3,1022,82,79,31,0,0,194,2009,2300,1560,25,23,5914
11703,35,280,642,9,0,969,6,54,135,0,0,197,7,49,106,0,0,161,15,76,185,0,0,270,6,102,287,0,3,400,40,300,970,0,3,1315,44,327,1297,4,5,1676,75,624,2468,10,15,3188,41,549,1777,3,0,2368,73,1078,2067,9,7,3241,153,1435,1635,8,15,3250,21,193,331,8,4,561,517,5071,11905,45,59,17601
11801,311,211,310,8,3,841,25,43,65,3,3,129,30,26,49,0,0,104,25,43,84,0,0,150,27,52,112,3,0,197,118,167,342,4,3,640,88,138,401,4,3,627,203,339,815,8,8,1368,121,226,601,9,3,959,277,520,958,13,7,1772,1532,1634,935,10,21,4130,248,179,222,3,3,652,3001,3560,4896,63,47,11566
11802,279,154,257,4,3,697,58,30,48,0,0,142,52,33,50,3,0,138,64,42,77,0,0,184,100,75,109,4,0,299,280,176,358,4,0,826,223,163,447,3,0,842,457,328,844,10,4,1647,342,288,671,3,4,1308,642,557,817,5,8,2034,1517,899,501,14,9,2942,285,130,168,3,0,591,4306,2879,4352,65,40,11643
11901,610,161,60,3,3,832,162,47,25,0,0,236,175,46,22,0,0,248,259,83,41,4,0,386,352,139,63,3,0,555,1062,398,301,7,0,1774,1209,530,399,7,4,2141,2278,979,408,10,14,3687,1589,673,94,6,7,2380,1795,616,60,3,4,2477,858,246,43,0,6,1159,616,159,52,3,0,830,10965,4077,1575,40,43,16699
11902,433,117,150,0,3,696,125,27,59,0,0,207,99,20,44,0,0,170,161,42,85,0,0,294,218,35,155,0,0,409,613,170,525,0,4,1305,700,213,578,10,4,1502,1278,355,623,5,4,2269,916,240,207,6,3,1374,1177,243,172,4,3,1611,815,114,72,3,6,1009,435,81,99,0,3,616,6975,1668,2774,32,29,11475
11903,559,122,210,3,0,887,143,28,54,0,0,222,100,22,40,0,0,159,168,31,88,0,0,286,249,57,144,3,0,450,643,176,388,0,3,1202,650,174,546,0,0,1372,1387,307,812,6,3,2511,967,246,320,3,0,1544,1435,295,212,4,8,1948,1488,166,106,0,3,1761,422,81,79,0,0,582,8213,1701,2982,26,23,12935
11904,403,105,252,0,0,759,112,36,70,0,0,217,97,20,40,0,0,163,136,36,117,0,3,299,179,53,163,0,0,395,558,177,537,4,4,1288,536,200,803,4,3,1556,1094,389,1377,10,3,2876,787,266,796,4,0,1855,1239,347,458,0,5,2044,1161,210,198,0,0,1578,383,103,189,0,3,679,6689,1949,5014,33,29,13711
12001,300,58,191,7,0,558,65,13,34,0,0,113,52,13,44,0,0,108,62,11,78,0,0,147,127,31,103,0,0,258,298,74,312,8,3,686,265,83,353,6,0,707,483,133,855,6,4,1490,365,125,636,12,0,1142,640,236,753,4,3,1642,1329,230,443,4,11,2011,224,38,129,0,0,396,4196,1053,3933,55,19,9262
12002,67,210,48,4,0,334,19,54,9,0,0,85,12,42,16,0,0,75,21,85,11,0,0,124,34,85,12,3,0,129,73,256,81,4,0,408,78,240,82,0,0,403,128,436,188,3,0,756,147,409,171,3,9,731,284,846,193,10,0,1338,503,1528,145,10,13,2195,62,155,29,0,0,244,1430,4358,991,35,27,6837
12003,453,106,285,12,3,864,89,36,68,0,0,196,89,27,69,0,0,189,113,31,114,3,0,263,168,70,188,0,0,425,497,159,566,10,0,1234,420,193,785,8,9,1409,848,357,1409,21,9,2646,560,271,745,17,4,1602,1037,404,537,18,13,2003,1601,345,233,13,3,2198,360,86,143,5,0,598,6236,2089,5149,106,41,13620
12101,567,53,255,0,0,873,96,10,57,0,0,158,82,17,44,0,0,134,72,18,76,0,0,169,110,24,108,0,0,246,339,52,352,0,3,749,292,49,461,0,0,807,653,116,882,0,0,1654,456,90,681,0,0,1229,988,204,835,0,0,2023,2720,273,440,3,10,3443,344,41,146,0,0,532,6721,946,4328,5,13,12013
12102,458,38,75,0,3,570,128,15,21,0,0,166,109,7,20,0,0,144,180,12,27,0,0,223,206,12,79,0,0,299,634,55,208,0,0,906,740,73,283,0,0,1098,1456,134,519,0,0,2104,1307,134,309,0,0,1757,1758,118,159,0,0,2040,1129,50,64,0,0,1248,313,23,47,0,0,379,8425,676,1812,3,12,10924
