SA3_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
11503,37,7,17,0,67,27,0,13,0,35,20,8,24,3,50,8,0,12,0,23,92,10,38,0,144,49,23,49,0,120,216,26,64,4,310,157,73,64,3,301,223,139,83,3,443,187,196,87,3,476,156,245,49,0,457,164,241,46,0,453,332,541,72,3,943,180,475,19,3,681,129,321,14,0,462,81,217,16,0,317,158,447,7,0,617,151,406,74,4,636,45,52,14,0,117,2419,3420,772,35,6648
11504,62,18,21,0,106,22,3,11,0,41,9,7,25,0,42,3,13,21,0,34,80,12,40,0,133,32,27,58,0,120,185,48,51,3,286,132,93,77,9,309,182,155,85,6,425,157,219,77,4,465,119,268,73,9,472,110,313,52,4,480,287,790,113,6,1194,231,751,43,8,1032,157,630,17,3,809,101,501,23,0,630,180,1205,29,3,1416,127,609,78,4,822,37,47,16,4,100,2231,5702,909,63,8902
11601,370,107,126,15,614,102,38,66,5,215,80,64,179,10,347,59,55,201,3,318,480,184,367,33,1063,295,282,515,20,1114,1303,461,578,55,2403,696,769,610,65,2143,898,1302,705,54,2960,829,1440,532,73,2869,612,1481,413,54,2564,620,1555,355,59,2582,1239,3258,488,81,5073,768,2236,262,55,3313,410,1495,98,25,2030,207,916,73,9,1211,271,1489,77,16,1854,525,1664,498,42,2734,185,184,181,19,562,9959,18995,6334,692,35983
11602,270,48,57,3,374,51,20,8,6,83,40,24,42,0,110,28,12,72,0,119,179,69,131,7,382,110,100,187,12,406,517,164,224,20,918,267,333,271,16,891,396,535,347,16,1292,376,789,291,24,1474,276,882,242,17,1411,334,1019,182,27,1557,872,2562,322,42,3793,652,2204,157,25,3035,422,1781,66,13,2284,288,1329,76,11,1703,410,2359,57,9,2834,283,1416,238,14,1956,80,102,53,3,235,5831,15758,3021,254,24869
11603,191,97,116,7,411,58,29,51,3,141,61,77,226,9,373,39,60,313,3,418,371,172,435,17,987,208,302,686,5,1202,952,482,792,52,2276,475,739,714,47,1968,540,1091,671,64,2365,559,1332,536,66,2494,378,1249,349,39,2010,426,1261,296,27,2020,811,2500,407,57,3775,399,1596,179,21,2201,205,917,74,13,1206,63,522,61,7,654,117,724,64,16,920,354,1478,526,32,2393,153,176,201,24,555,6342,14796,6708,518,28361
11701,108,28,38,15,190,29,6,19,0,59,22,16,41,3,74,21,13,40,0,75,172,40,92,20,321,102,78,148,13,339,402,126,167,25,722,196,193,174,39,607,292,342,204,35,872,291,348,157,27,828,210,366,136,24,740,220,368,110,27,721,503,748,154,36,1441,339,644,83,21,1084,259,507,54,10,824,187,375,29,10,601,300,801,36,13,1150,284,605,170,12,1065,61,54,49,5,171,4000,5661,1898,339,11897
11702,75,17,33,10,134,28,13,13,3,58,17,15,51,3,93,19,4,53,6,77,152,32,103,11,299,71,47,107,7,229,367,95,129,29,617,212,125,171,29,539,293,197,204,30,724,314,228,161,35,733,245,237,146,25,652,290,255,116,23,679,722,606,202,56,1585,588,554,85,25,1250,480,501,22,12,1012,341,443,59,7,850,761,1262,64,13,2105,414,490,186,29,1115,60,37,32,10,133,5431,5145,1943,354,12880
11703,577,59,154,153,946,117,16,46,36,220,132,35,155,25,349,94,21,139,31,290,394,80,229,58,765,294,109,284,53,737,875,176,304,92,1447,697,228,363,135,1423,1108,358,361,172,2002,1186,374,307,145,2009,1061,395,293,106,1852,1258,421,211,88,1975,3276,1050,376,200,4894,2820,861,132,112,3919,2357,754,66,64,3244,2022,848,207,45,3117,5851,2928,150,109,9037,2176,1003,370,56,3605,199,64,79,15,357,26486,9788,4215,1709,42197
11801,131,47,98,17,292,62,13,39,5,122,31,16,43,8,107,16,13,64,9,100,179,20,107,3,309,110,39,161,11,327,382,72,163,20,636,352,140,236,29,757,520,233,293,46,1095,610,285,260,44,1206,449,304,228,40,1019,600,329,192,36,1154,1451,913,367,89,2817,1229,864,134,58,2284,1073,815,67,33,1981,984,1263,302,28,2582,3852,5458,225,66,9604,1100,1753,401,23,3279,189,128,57,9,385,13325,12720,3429,591,30063
11802,329,72,98,80,579,97,13,45,26,177,98,24,102,26,260,38,16,105,11,174,356,48,184,36,623,194,103,283,33,607,778,136,302,54,1270,560,252,369,64,1237,710,415,440,96,1661,737,502,384,85,1712,523,557,374,61,1519,598,635,259,56,1554,1492,1544,488,132,3662,1266,1394,203,80,2946,904,1243,87,46,2279,691,1282,172,22,2173,1797,4506,151,41,6485,949,1727,450,40,3165,202,117,80,20,422,12320,14591,4579,1005,32490
11901,400,195,241,15,856,124,50,91,7,273,125,198,313,18,664,106,126,306,13,550,768,422,502,28,1716,374,611,746,31,1766,1819,972,792,73,3652,819,1336,781,100,3029,954,1770,806,102,3628,810,1901,658,88,3445,543,1673,471,61,2740,592,1581,399,64,2635,1100,3091,576,96,4863,604,2105,290,48,3039,367,1515,150,31,2070,210,1032,115,15,1369,366,1965,122,20,2477,684,2430,679,36,3831,233,293,165,15,704,10990,23256,8208,865,43316
11902,404,223,210,31,865,156,64,72,8,299,135,146,214,18,508,96,120,190,10,413,675,388,345,37,1438,358,598,499,36,1489,1523,905,555,62,3047,764,1302,565,81,2708,855,1693,626,92,3266,804,1573,506,98,2982,475,1307,397,61,2239,482,1197,290,42,2014,904,2171,391,70,3541,523,1405,207,51,2182,285,945,81,20,1335,177,667,66,8,915,275,1311,80,19,1685,645,1881,463,38,3022,188,198,118,16,518,9712,18094,5875,778,34463
11903,568,110,213,39,930,191,39,63,11,302,141,74,154,18,380,95,66,140,7,307,579,157,218,25,977,290,293,384,25,986,1292,439,438,40,2211,713,644,500,70,1924,993,1029,559,91,2670,883,1084,376,78,2422,633,1000,330,49,2013,598,1098,271,51,2018,1214,2227,429,100,3969,714,1739,242,50,2740,467,1273,89,20,1857,324,956,96,14,1385,600,2666,118,19,3400,684,1793,445,27,2948,184,135,90,16,419,11147,16820,5171,724,33862
11904,435,79,149,26,689,162,40,52,10,259,126,63,151,31,367,99,69,147,10,319,639,146,247,26,1056,307,282,377,34,1000,1519,437,431,47,2441,808,701,520,84,2111,1075,1014,532,105,2731,1050,1137,501,104,2793,699,1190,397,46,2338,790,1114,329,68,2302,1620,2478,475,115,4689,994,1747,233,80,3046,617,1265,103,36,2022,436,908,96,23,1466,709,1968,98,33,2814,807,1850,463,39,3163,217,145,76,13,445,13102,16647,5365,931,36041
12001,270,60,93,34,463,93,18,27,6,142,60,18,63,5,147,35,16,75,4,127,314,48,80,6,452,163,81,142,19,410,677,135,169,19,1004,409,210,245,42,902,583,368,291,47,1286,549,430,227,34,1246,377,402,232,24,1032,474,478,165,42,1148,1028,1236,345,63,2673,803,1002,159,33,2003,639,875,63,18,1600,553,966,133,17,1668,1395,3033,96,29,4550,588,1149,270,21,2026,113,69,26,5,213,9118,10596,2894,481,23089
12002,40,17,37,0,95,26,7,16,0,49,11,6,48,3,65,13,7,28,0,52,81,13,66,9,166,38,14,85,11,158,200,44,109,15,366,148,54,109,22,326,230,94,146,30,499,265,135,117,26,538,170,156,117,18,467,226,175,91,20,509,583,494,178,26,1283,566,487,88,22,1157,453,487,22,13,979,500,654,139,6,1294,1687,2917,97,26,4723,486,662,184,4,1335,47,31,17,3,99,5776,6451,1700,246,14164
12003,517,117,208,47,884,160,42,71,18,293,108,73,140,15,345,64,41,153,24,280,500,139,250,28,921,329,214,369,40,954,1250,380,417,67,2120,733,567,456,92,1850,1041,948,579,115,2693,1007,1012,463,113,2598,763,1001,395,80,2244,804,1000,289,58,2155,1663,2196,491,151,4507,1182,1642,243,86,3147,781,1371,107,41,2306,542,1114,138,32,1823,1025,3658,131,33,4849,846,1805,411,32,3093,170,109,79,11,373,13495,17432,5420,1090,37432
12101,307,85,198,48,637,88,26,42,9,166,57,33,84,17,188,27,36,67,6,134,233,64,96,20,408,136,101,161,23,420,485,178,161,37,860,415,220,227,39,903,575,361,312,52,1296,572,489,236,49,1338,418,458,234,40,1148,540,552,212,31,1332,1313,1419,407,70,3213,1036,1117,146,49,2350,817,950,60,26,1853,747,1386,221,11,2367,2178,5751,192,31,8153,793,1789,321,19,2924,106,114,46,3,268,10851,15111,3436,561,29957
12102,200,46,59,7,314,83,8,33,5,132,60,35,60,9,168,24,22,45,0,97,210,62,98,15,380,113,83,159,11,368,560,150,189,15,906,439,246,208,25,919,614,415,300,39,1376,541,568,277,25,1414,389,595,227,29,1235,430,671,185,20,1305,832,1775,277,44,2927,598,1480,128,21,2230,439,1182,60,13,1687,320,1006,68,12,1404,623,2569,58,13,3271,409,1303,282,12,2003,82,77,30,7,197,6972,12281,2764,313,22336
12103,297,125,180,26,630,115,30,52,11,214,75,31,88,7,200,30,30,53,3,115,227,68,73,11,373,159,101,144,15,419,490,143,154,15,796,456,220,213,34,924,720,370,276,32,1397,719,419,248,32,1421,480,486,219,25,1204,557,539,220,24,1333,1089,1394,339,43,2861,912,1222,189,32,2351,638,1230,82,14,1959,541,1800,207,5,2552,2007,7860,220,24,10106,655,2555,357,15,3589,135,159,32,4,329,10299,18770,3330,366,32765
12104,100,43,67,5,223,39,10,29,5,81,35,7,44,5,90,17,3,46,8,75,109,13,56,10,193,94,32,93,13,231,233,61,106,25,422,264,91,122,24,493,430,145,189,32,796,504,180,183,35,903,420,186,166,33,809,473,236,163,22,886,1437,710,308,68,2520,1276,575,124,63,2037,1061,550,56,28,1695,1033,1051,280,21,2387,3638,4164,202,54,8060,970,1194,286,12,2468,107,56,29,4,197,12226,9323,2535,471,24555
12201,42,13,31,0,89,16,0,8,0,34,13,6,17,0,38,6,4,18,0,29,64,12,28,3,109,40,14,45,8,115,145,32,55,0,234,129,33,78,10,246,213,72,99,8,396,210,90,86,9,405,190,112,71,16,386,211,141,65,6,423,486,407,135,26,1048,429,353,48,18,853,346,304,15,11,673,301,583,90,7,988,1205,2373,54,11,3648,373,723,135,3,1236,69,31,20,0,120,4485,5315,1117,134,11052
12202,71,20,28,0,122,34,12,17,3,66,29,16,26,0,75,18,10,31,0,56,163,24,52,4,244,87,24,80,3,200,390,58,97,8,555,332,98,139,13,579,577,203,207,16,1009,484,309,181,16,988,332,342,149,3,826,385,384,116,8,892,669,947,214,23,1847,537,942,94,12,1585,291,790,42,9,1137,268,737,80,3,1086,808,2258,70,6,3142,455,1180,265,11,1916,111,67,40,3,222,6059,8412,1931,134,16546
12203,198,64,76,6,349,94,29,32,8,165,76,29,76,6,196,34,23,80,3,139,385,59,140,16,603,220,80,277,9,588,956,148,306,26,1427,801,289,402,31,1530,1157,577,456,51,2241,1056,720,482,64,2320,706,822,371,50,1945,842,1016,327,28,2211,1847,2421,568,68,4911,1254,2331,224,36,3840,849,1927,85,23,2890,620,1897,168,5,2691,1519,6070,170,11,7777,932,2396,521,26,3870,211,175,76,13,469,13768,21065,4839,479,40148
12301,74,26,38,3,143,19,10,16,0,46,23,15,31,3,77,14,3,69,0,79,156,27,105,5,294,83,43,179,0,310,499,95,203,7,813,293,165,247,8,714,381,322,276,11,985,362,475,237,21,1091,269,604,208,11,1090,294,678,160,13,1138,781,1587,243,18,2636,548,1417,121,16,2106,316,1030,64,10,1415,174,725,36,0,941,260,1302,37,3,1600,268,918,222,8,1421,96,81,42,11,225,4922,9517,2531,158,17126
12302,259,97,151,11,520,138,26,61,9,239,89,75,233,14,409,75,54,343,8,473,542,213,609,23,1381,340,310,899,31,1582,1552,543,998,49,3138,873,925,918,55,2778,1070,1520,955,78,3630,1045,1696,766,60,3564,822,1709,545,60,3130,803,1681,435,47,2969,1576,3298,580,81,5541,872,2247,286,42,3444,409,1445,135,23,2011,228,902,74,12,1217,274,1462,95,14,1840,639,2093,791,27,3551,210,220,237,20,684,11816,20512,9107,657,42092
12303,47,15,13,3,74,23,4,8,0,30,21,10,22,3,61,10,4,44,5,58,191,16,82,0,289,80,37,141,0,259,485,66,139,7,701,305,113,131,9,555,348,275,151,6,776,314,289,127,14,748,201,374,101,9,682,222,438,72,6,735,488,978,111,8,1581,331,738,53,12,1127,184,526,21,0,728,127,366,17,0,509,184,711,21,4,913,245,721,171,3,1134,83,71,36,4,193,3874,5750,1444,95,11164
12401,68,23,31,0,122,43,7,22,3,76,48,7,54,5,119,29,3,93,4,123,257,38,160,4,459,193,62,288,10,559,886,104,326,32,1349,677,205,335,25,1247,900,430,389,28,1749,774,547,261,26,1611,490,579,214,17,1301,538,617,177,10,1344,928,1431,267,12,2641,674,1245,130,7,2055,391,848,33,3,1279,271,623,42,3,935,453,1208,35,3,1699,490,1088,276,18,1864,101,67,48,11,225,8222,9141,3177,221,20759
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,197,48,107,4,357,62,18,31,3,113,66,34,149,8,255,47,21,216,3,286,396,70,383,20,867,223,125,633,13,995,1296,241,633,33,2200,771,459,662,42,1930,977,890,785,61,2713,955,1183,623,55,2811,717,1280,471,45,2516,817,1473,401,48,2740,1817,3235,562,71,5684,1124,2582,236,30,3972,624,1729,123,25,2498,337,1112,84,7,1544,435,2078,98,5,2621,655,1703,550,26,2929,193,164,111,13,492,11707,18443,6870,512,37529
12404,32,15,18,0,65,25,3,19,0,44,11,4,32,0,54,12,8,70,0,83,112,31,121,6,262,54,32,195,8,286,340,56,197,10,602,202,116,205,19,543,256,231,221,17,726,287,315,150,8,757,198,343,110,7,665,208,352,112,13,687,369,644,139,27,1181,254,506,84,3,852,140,341,27,0,508,80,251,21,0,349,88,419,19,0,524,178,485,158,9,831,49,57,36,5,148,2899,4185,1937,146,9169
12405,76,28,54,4,167,17,13,18,6,47,44,16,71,5,131,14,18,89,0,126,174,41,164,14,393,78,66,275,14,435,524,156,281,20,988,283,266,297,18,870,349,436,378,28,1188,344,575,291,26,1236,286,545,194,19,1046,295,606,171,21,1091,621,1145,243,35,2043,306,808,124,13,1249,131,536,58,3,729,76,320,39,0,436,78,487,33,4,604,240,719,268,16,1242,76,79,96,4,261,4012,6876,3138,254,14286
12501,346,164,147,26,677,80,43,36,9,157,88,95,141,8,330,82,87,109,3,284,309,296,182,26,811,221,426,217,32,897,776,573,277,53,1679,453,808,300,46,1606,573,1019,329,79,2007,564,962,241,65,1833,393,760,187,35,1376,358,659,139,42,1197,737,1296,206,75,2310,491,801,108,32,1434,303,524,49,20,900,198,403,39,13,656,285,758,40,19,1103,401,1109,245,16,1764,108,136,67,4,314,6763,10916,3046,593,21315
12502,285,65,102,8,462,95,33,35,3,163,50,40,93,7,186,34,29,76,7,144,268,84,127,10,486,146,163,188,10,512,530,265,206,18,1021,302,397,203,24,925,425,568,239,22,1249,412,604,211,27,1257,283,621,192,13,1105,267,646,154,13,1077,578,1364,232,30,2202,397,1112,127,17,1658,256,793,38,9,1094,185,679,54,7,919,321,1438,60,7,1824,316,1039,206,8,1568,85,74,33,6,195,5241,10006,2558,244,18048
12503,329,244,202,19,797,130,71,74,11,287,122,183,261,11,577,84,127,255,15,483,697,472,410,39,1623,297,623,540,40,1500,1444,939,654,77,3113,740,1292,649,97,2785,951,1714,724,90,3477,707,1667,593,102,3066,516,1374,432,83,2406,483,1316,344,58,2197,982,2470,472,81,3998,500,1756,222,59,2531,315,1068,114,31,1530,161,773,56,6,1000,228,1335,95,19,1671,609,2175,561,43,3390,207,260,165,21,647,9502,19863,6836,903,37095
12504,467,118,136,33,752,99,28,48,3,182,86,63,147,14,307,64,53,127,6,256,446,192,227,33,893,234,257,322,16,828,1040,494,403,45,1987,725,712,402,64,1908,1020,1160,498,83,2763,950,1400,448,85,2881,734,1541,324,47,2639,804,1603,257,54,2722,1618,3306,455,138,5526,1026,2103,197,55,3379,676,1474,95,36,2284,427,1149,62,16,1650,585,1971,79,30,2663,630,1600,380,23,2634,138,118,81,15,353,11777,19349,4686,795,36607
12601,177,47,65,7,296,59,15,31,6,107,34,16,38,8,94,20,6,29,0,57,115,46,46,3,208,76,59,68,7,210,278,109,71,14,473,226,138,88,11,461,318,248,128,12,705,327,248,120,14,710,199,296,102,9,610,205,335,93,15,649,429,825,147,22,1426,343,701,77,24,1139,223,615,47,8,887,168,625,53,4,849,526,2215,53,6,2798,261,811,138,8,1215,46,49,15,4,113,4035,7408,1401,175,13016
12602,492,126,169,54,842,169,29,46,13,259,133,42,95,23,294,58,50,94,9,209,478,94,155,22,748,268,175,240,36,720,999,299,302,41,1640,679,409,363,74,1526,892,725,437,74,2123,870,828,374,80,2150,650,906,335,56,1949,737,944,258,52,1992,1512,2206,423,90,4234,1160,1662,223,63,3111,745,1487,90,28,2357,557,1305,148,19,2030,1200,4147,161,37,5548,781,1871,353,31,3036,143,128,58,9,338,12523,17427,4334,808,35097
12701,194,91,115,7,404,69,30,40,3,138,50,86,144,5,288,46,41,174,3,269,328,177,274,15,792,152,296,360,12,824,810,456,419,34,1717,353,640,486,29,1510,473,1016,462,36,1986,449,1107,379,25,1969,326,1148,300,14,1789,299,1107,230,36,1661,837,2278,322,45,3474,544,1759,160,25,2486,295,1169,89,13,1563,184,734,57,6,989,202,1348,84,16,1640,285,1586,420,26,2320,152,161,120,14,448,6040,15226,4622,373,26263
12702,491,313,389,29,1222,153,111,129,20,416,159,219,560,29,966,113,161,474,15,759,994,589,712,63,2361,469,803,949,59,2281,2401,1348,1093,103,4946,875,1658,1148,154,3830,1017,2199,1139,120,4474,859,2130,857,102,3941,527,1797,637,72,3025,484,1735,554,61,2829,826,3039,714,102,4680,466,2078,321,44,2913,249,1389,177,29,1838,136,850,108,11,1111,213,1450,139,15,1823,667,2612,802,51,4131,246,377,252,27,898,11344,24842,11145,1102,48433
12703,234,110,123,13,485,82,45,44,8,180,67,77,152,13,308,71,73,199,6,344,415,295,298,14,1032,205,319,453,15,1000,1023,535,527,40,2131,497,817,555,44,1913,592,1133,565,54,2344,555,1293,454,47,2348,376,1235,312,30,1955,428,1239,267,31,1969,878,2435,354,61,3729,574,1804,175,27,2577,316,1207,97,4,1616,180,799,72,6,1056,226,1470,67,16,1773,482,1641,400,29,2546,159,178,126,12,474,7360,16698,5242,482,29779
12801,163,32,71,14,282,82,11,34,8,132,56,32,71,7,166,33,20,86,0,139,314,42,162,16,529,195,66,243,8,514,906,115,281,23,1328,701,240,351,24,1316,933,406,472,35,1842,871,546,345,43,1805,574,601,311,41,1527,594,769,287,31,1683,1329,1836,413,43,3629,996,1724,208,42,2972,727,1418,93,14,2253,477,1175,79,4,1739,1055,3495,136,17,4697,715,1747,439,15,2918,195,128,80,0,398,10922,14388,4152,391,29847
12802,133,27,52,3,210,70,11,29,6,119,50,15,60,3,131,27,3,75,0,112,331,40,112,10,497,195,79,195,11,483,908,94,262,13,1278,652,215,339,27,1227,929,433,426,37,1824,838,590,297,29,1759,490,722,282,26,1514,544,895,259,16,1718,1238,2246,420,50,3949,822,2363,225,29,3442,588,1885,117,10,2603,420,1396,102,3,1921,695,3568,113,12,4389,554,1775,391,15,2734,135,124,58,8,330,9623,16470,3811,325,30235
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
