SA3_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
12504,371,401,772,128,171,297,239,604,842,178,969,1151,743,1487,2225,672,825,1496,1690,793,2482,1645,970,2613,2452,1105,3559,2611,866,3475,2486,804,3292,2596,689,3283,5486,971,6454,3534,225,3764,2471,143,2614,1784,298,2081,2983,200,3183,2701,371,3075,312,461,766,35081,12349,47432
12601,162,168,324,63,37,103,75,118,192,36,157,194,148,330,476,171,270,441,416,197,608,422,245,667,646,258,908,675,198,871,575,190,764,630,170,798,1358,246,1601,1144,50,1193,897,25,914,865,117,982,2917,49,2966,1225,95,1322,98,106,200,12514,3030,15539
12602,548,767,1318,182,201,389,227,610,839,162,884,1052,604,1572,2178,581,882,1463,1439,849,2286,1359,993,2356,1956,1185,3141,2004,952,2953,1850,887,2737,1885,725,2605,4113,1163,5275,3140,212,3353,2402,103,2507,2112,523,2629,5879,150,6028,3086,342,3420,290,422,712,33816,13425,47236
12701,239,157,394,113,61,175,210,345,552,173,434,610,570,655,1222,626,256,883,1354,263,1618,1251,319,1568,1704,337,2042,1743,214,1958,1628,182,1809,1550,125,1673,3304,162,3472,2454,29,2485,1620,15,1631,1094,47,1140,1993,17,2012,2354,53,2407,376,255,635,24369,3929,28295
12702,785,508,1295,298,166,467,655,779,1431,500,1219,1720,1754,1898,3643,1732,638,2370,3972,669,4644,3169,725,3892,3827,664,4489,3544,397,3934,2860,295,3158,2685,212,2899,4555,230,4785,3142,65,3208,2026,20,2046,1286,70,1359,2394,23,2416,4233,226,4460,756,449,1211,44170,9244,53414
12703,310,250,558,130,92,224,232,456,687,255,773,1029,833,1160,1998,821,473,1298,1807,488,2297,1693,585,2282,2111,682,2791,2192,422,2606,1859,309,2170,1898,237,2132,3632,262,3893,2598,46,2639,1712,23,1736,1140,96,1233,2017,24,2038,2597,121,2714,423,433,855,28251,6932,35183
12801,219,264,486,112,129,244,138,423,567,112,757,870,451,1560,2006,443,895,1340,1201,866,2070,1224,936,2156,1726,1022,2747,1692,716,2409,1442,685,2132,1636,522,2160,3519,834,4358,2944,121,3064,2245,72,2320,1754,364,2121,4932,65,5000,2940,215,3157,373,480,850,29096,10936,40030
12802,152,177,330,98,75,174,106,290,390,69,486,552,439,1104,1549,399,641,1042,1111,499,1606,1109,570,1684,1676,649,2323,1633,393,2023,1439,436,1871,1637,313,1954,3801,465,4258,3391,60,3454,2608,19,2630,1930,173,2101,4663,26,4694,2751,118,2862,312,323,638,29319,6813,36132
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
