SA3_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
10704,0,3,3,3,0,0,0,0,0,12,3418,6723,7590,11997,5743,4927,3202,1663,632,45899,4,4,20,27,0,3,0,0,0,58,0,0,5,20,16,20,10,9,3,80,0,0,3,0,0,0,0,0,0,3,0,14,18,53,31,13,5,4,0,136,0,0,3,32,35,20,39,8,4,139,7,26,649,775,59,51,29,11,3,1618,0,0,8,48,36,38,50,52,16,243,0,4,3,19,9,7,12,5,0,68,20,115,98,374,494,463,426,230,87,2303,0,0,7,27,14,8,11,4,0,67,3,0,11,21,14,10,10,3,0,71,6,0,12,32,20,37,113,49,29,301,0,4,3,7,13,50,64,54,32,227,0,0,36,28,11,20,0,0,0,97,3,37,191,377,50,22,33,13,3,728,6,5,18,51,7,7,9,0,0,108,3,10,21,134,11,11,0,3,0,197,12,41,14,84,23,8,3,0,0,181
10801,0,0,0,0,0,0,0,0,0,0,625,1457,1189,1992,1524,1952,2052,1135,429,12359,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,7,5,0,0,0,19,0,0,0,0,0,0,3,0,0,4,0,0,0,6,5,9,3,0,0,21,0,0,0,0,3,3,4,9,0,17,0,0,0,3,0,3,9,3,0,17,0,0,6,34,66,99,211,121,31,585,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,6,0,0,3,0,7,9,32,13,0,72,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,9,0,0,5,3,3,27,0,0,0,3,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8
10802,0,0,0,0,0,0,0,0,0,0,1155,2654,2240,3671,2421,3183,2709,1279,437,19762,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,5,0,0,0,22,0,0,0,0,3,0,0,0,0,11,0,0,11,17,3,7,0,0,0,41,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,0,0,0,3,3,13,32,95,132,239,121,38,669,0,0,0,12,0,6,6,0,0,24,0,0,0,0,0,0,0,4,0,5,0,0,0,4,8,15,42,13,0,78,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,3,0,12,3,0,3,22,0,3,6,0,0,42,0,0,0,3,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4
10803,0,0,0,0,0,0,0,0,0,0,11,13,4,44,22,24,11,9,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,0,0,0,0,0,0,0,0,0,0,1808,4383,3442,5792,3843,4244,4136,2187,802,30653,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,12,13,3,7,0,57,0,0,0,0,4,3,3,0,0,13,0,3,9,19,8,11,8,8,0,68,0,0,0,0,3,5,3,7,0,22,0,3,0,4,5,3,9,4,0,34,5,50,28,140,225,257,424,318,99,1558,0,0,0,13,3,9,0,4,0,31,0,0,0,11,4,10,10,0,0,38,0,3,0,8,7,21,55,48,9,152,0,3,0,0,0,0,6,0,0,13,0,0,0,11,4,4,0,4,0,24,7,7,3,67,12,11,13,10,3,121,0,0,0,0,0,0,3,3,0,13,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
10805,0,0,0,0,0,0,0,0,0,0,1313,3028,2474,3801,2754,3362,3146,1549,491,21912,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,9,4,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,4,3,0,20,0,0,0,0,0,5,8,0,0,15,0,0,0,3,6,3,6,5,0,26,4,7,6,56,98,160,306,145,29,816,0,0,0,4,5,3,0,0,0,13,0,0,0,4,0,8,0,0,0,12,0,0,0,3,7,20,31,24,9,96,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,3,3,0,0,8,0,8,0,50,4,7,5,0,0,75,0,0,0,3,0,3,0,3,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3
10901,0,0,4,0,0,0,0,0,0,8,1878,3608,3414,5662,3099,3078,2213,1109,416,24474,0,3,0,36,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,5,3,7,12,8,4,0,0,36,0,0,0,0,3,0,0,0,0,4,0,3,5,25,8,6,3,0,0,47,0,0,0,0,0,4,11,8,0,28,0,3,0,5,0,3,3,0,0,10,0,13,18,84,118,118,143,56,28,588,0,0,3,11,7,8,0,0,0,28,0,0,0,5,3,0,3,0,0,11,0,3,0,7,8,31,65,25,9,146,0,0,0,3,4,4,12,12,5,37,0,3,0,3,3,5,0,0,0,19,6,30,10,212,14,10,10,4,0,297,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
10902,0,0,0,0,0,0,0,0,0,0,372,745,625,1046,740,788,587,299,68,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,18,18,11,3,64,0,0,0,3,7,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10903,0,0,0,0,0,0,0,0,0,0,1078,2256,1839,3158,2084,2693,2428,1278,428,17257,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,18,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,0,0,5,0,7,0,28,43,74,128,96,18,394,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,21,13,4,59,0,0,0,0,3,3,3,4,0,13,0,0,3,3,0,0,0,0,0,7,0,3,0,38,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,7
11001,0,0,0,0,0,0,0,0,0,0,955,2056,2456,2908,1819,1873,1453,698,209,14431,0,3,0,20,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,0,0,28,0,0,0,0,4,0,0,0,0,3,0,3,81,48,13,0,3,0,0,144,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,25,36,54,72,102,51,12,379,0,0,4,9,7,6,0,0,0,16,0,0,0,3,3,4,3,0,0,12,0,3,7,0,12,11,15,7,4,56,0,0,0,0,0,0,0,0,0,7,0,0,4,5,0,0,0,0,0,9,3,3,7,60,8,4,0,3,0,90,0,0,0,3,3,0,0,0,3,14,0,0,5,11,6,0,3,0,0,21,7,8,0,26,7,0,0,0,0,50
11002,0,0,0,0,0,0,0,0,0,0,993,2198,1816,3029,1972,2336,2053,1090,266,15764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10,7,21,31,69,113,49,14,302,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,9,0,0,15,0,0,0,0,8,12,18,14,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,3,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11003,0,0,0,0,0,0,0,0,0,0,857,1600,1295,2425,1462,1411,979,468,101,10587,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,13,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,13,18,20,30,10,0,88,0,3,3,11,3,4,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,4,4,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,11,0,3,0,33,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11004,0,0,0,4,0,0,0,0,0,3,2583,5133,4120,7545,4134,4310,3328,1807,553,33522,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,3,3,0,0,22,0,0,0,0,4,0,0,0,0,4,0,3,9,41,17,16,8,0,0,92,0,0,0,0,5,0,0,3,0,7,0,0,0,5,0,0,0,0,0,3,0,7,12,55,79,103,144,78,12,500,0,3,0,14,4,0,0,0,0,23,0,4,0,0,3,0,0,0,0,4,0,0,3,3,5,15,17,18,5,66,0,0,0,0,0,0,0,3,0,12,0,0,0,10,0,4,0,0,0,11,3,11,7,109,10,8,3,0,0,149,0,0,0,0,0,0,7,0,0,10,0,0,0,9,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3
11101,0,0,0,0,0,0,0,0,0,0,3532,7181,6755,11663,6587,6367,4792,2520,905,50305,0,0,0,4,3,0,0,0,0,15,0,0,0,6,5,4,6,0,0,15,0,0,0,8,0,0,0,0,0,5,0,4,3,22,18,12,5,0,0,72,0,0,0,5,3,3,8,0,0,23,3,4,17,42,24,15,19,12,4,139,0,0,0,3,8,8,9,10,3,38,0,0,0,5,7,4,8,3,0,29,9,90,50,213,262,274,303,198,69,1463,0,3,0,9,12,3,0,0,4,30,0,4,0,9,3,3,0,0,0,18,0,5,5,19,22,31,120,33,8,249,0,0,0,4,3,12,19,14,0,60,0,0,4,9,6,6,5,3,3,34,3,3,8,108,25,26,16,17,0,204,0,8,12,14,7,3,7,0,0,43,0,3,3,16,3,3,0,0,0,19,0,0,0,0,0,3,0,0,0,8
11102,0,0,0,0,0,0,0,0,0,3,2289,4334,4197,7124,3840,3986,3209,1596,619,31186,0,0,0,15,4,0,0,0,0,22,0,0,0,3,7,0,3,0,0,13,0,0,0,10,3,4,0,0,0,16,0,8,0,12,13,10,11,6,0,60,0,0,0,8,4,3,3,0,0,21,0,0,16,22,4,12,8,4,0,61,0,3,0,3,3,3,10,7,0,28,0,0,0,0,0,3,8,0,0,11,0,26,27,85,190,209,298,183,69,1086,0,0,4,10,4,6,3,0,0,36,0,3,3,0,0,0,4,0,0,18,0,0,0,5,9,20,75,29,11,145,0,0,0,0,0,0,3,3,0,8,0,0,3,0,0,3,0,0,0,8,0,11,3,77,17,7,14,5,0,131,0,0,3,7,3,3,4,0,0,25,0,0,0,8,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5
11103,18,18,23,72,6,4,0,0,0,140,4767,8430,9970,18117,8178,7554,5173,2602,1017,65812,0,0,10,63,4,11,0,0,0,87,0,0,0,13,10,14,15,8,0,68,4,4,4,13,6,0,0,0,0,31,4,11,16,50,35,25,7,3,0,151,0,0,0,17,8,3,7,0,0,34,12,13,287,357,56,28,24,4,7,788,0,0,0,12,18,15,22,21,3,95,0,3,5,10,0,8,16,4,0,43,16,99,102,398,340,334,287,145,59,1783,0,3,7,27,20,12,4,3,0,73,0,0,6,29,12,4,3,0,0,58,0,7,7,30,40,32,142,34,9,299,0,0,4,3,12,25,43,66,17,167,4,3,60,34,4,21,14,0,0,143,16,59,74,363,58,22,25,15,5,634,0,8,10,35,9,3,3,0,0,69,0,8,12,100,9,0,0,0,0,135,5,14,3,17,10,0,3,0,0,55
11201,0,0,0,0,0,0,0,0,0,3,1761,4122,3136,5901,3858,4471,3409,1575,683,28926,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,42,21,17,16,5,0,120,0,0,0,8,9,7,4,0,0,34,0,0,3,7,3,3,3,4,0,29,0,0,0,0,3,4,4,3,0,11,0,0,0,0,0,3,4,0,0,7,16,65,52,235,297,325,343,171,47,1548,0,0,0,10,3,7,5,3,3,29,0,0,3,37,12,12,14,0,0,81,0,6,5,38,32,46,54,25,6,206,0,0,0,0,3,9,11,0,5,26,0,3,0,3,0,10,0,0,0,20,3,7,11,51,4,9,3,12,0,98,0,0,0,6,0,3,7,0,0,24,0,0,0,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0
11202,0,0,0,0,0,0,0,0,0,0,1781,4237,3666,5765,3803,4296,2956,1414,493,28401,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,9,13,7,6,3,0,55,0,0,0,0,0,0,0,0,0,3,3,0,0,16,4,3,4,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,13,0,12,16,94,142,220,229,94,31,832,0,0,0,3,3,0,3,0,0,20,0,0,5,11,6,4,6,0,0,36,3,3,4,22,17,44,46,15,0,163,0,0,0,0,3,0,0,3,0,12,0,0,0,3,3,3,0,0,0,13,0,3,4,32,12,12,4,0,0,72,0,0,0,13,3,0,3,0,0,20,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4
11203,0,0,0,0,0,0,0,0,0,0,2318,4790,4031,6900,4212,4778,4047,2176,919,34167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,5,3,30,16,17,5,6,0,81,0,0,0,6,4,0,0,0,0,11,0,3,19,36,7,16,8,4,0,89,0,0,0,0,3,3,5,4,0,16,0,0,0,5,0,3,3,3,3,19,9,63,57,211,317,349,534,459,181,2168,0,3,0,18,6,3,3,3,3,40,0,6,3,22,6,9,4,7,3,59,0,4,6,14,17,26,76,39,12,195,0,0,0,0,5,8,0,4,3,21,0,0,0,8,3,3,4,0,0,17,0,13,21,86,17,14,20,6,6,180,5,0,3,0,0,3,7,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11301,0,5,16,69,27,10,4,0,0,121,1462,2945,2486,4067,2381,2369,1461,840,241,18248,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,16,12,4,5,0,0,41,0,0,0,0,0,0,3,3,0,8,0,0,0,3,0,3,3,0,0,10,0,6,14,42,43,37,52,33,9,239,0,8,18,32,17,14,3,3,0,99,0,0,4,11,0,0,0,0,0,18,0,0,3,12,5,3,7,3,3,40,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,17,5,42,44,334,79,65,12,4,0,591,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3
11302,0,0,0,0,0,0,0,0,0,0,373,825,652,1277,815,844,693,375,99,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,12,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,8,15,32,36,26,3,119,0,0,0,7,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,20,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
11303,0,0,12,35,10,0,0,0,0,64,2923,5793,5641,9012,4727,4797,3573,1850,669,38992,0,4,0,31,0,3,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,3,5,13,5,5,0,0,0,38,0,0,0,0,4,3,5,0,0,16,4,11,20,86,21,7,10,0,0,164,0,0,0,0,0,4,0,3,0,10,0,12,4,21,12,7,5,0,0,58,0,21,26,82,118,126,142,82,36,630,0,0,6,19,3,0,3,0,0,37,0,0,0,7,5,0,3,0,0,19,0,0,0,8,8,20,25,14,11,90,0,0,0,0,0,3,7,4,0,15,0,0,3,18,9,3,3,0,0,37,11,39,16,240,39,12,13,3,0,384,0,0,0,0,0,0,0,5,3,14,0,14,4,27,3,3,0,0,0,56,0,0,4,14,0,0,0,0,0,25
11401,0,0,0,4,0,0,0,0,0,3,2476,5240,4602,8077,4615,5582,4967,2516,870,38944,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,15,12,0,0,48,0,0,0,7,6,11,10,8,0,39,0,4,10,36,20,13,12,3,0,101,0,0,0,3,10,8,35,31,0,84,0,0,0,3,0,8,12,4,0,35,3,43,47,134,313,479,725,426,130,2306,0,0,3,10,3,8,6,0,0,35,0,0,0,6,7,3,7,7,0,30,0,0,0,9,17,51,105,69,10,256,0,0,0,0,3,9,33,23,3,84,0,0,3,11,7,4,7,3,0,28,3,11,7,81,8,5,13,8,3,142,0,0,4,9,3,4,4,7,0,27,0,0,0,7,3,0,3,0,0,13,0,0,3,11,4,3,3,0,0,20
11402,0,0,0,0,0,0,0,0,0,0,1141,2746,2115,3470,2266,2261,2086,1198,343,17629,0,0,0,12,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,8,12,10,9,3,0,48,0,0,0,7,5,6,3,0,0,18,0,9,65,8,8,3,4,3,0,106,0,0,0,0,3,6,3,6,0,16,0,0,0,0,0,3,7,3,0,16,4,30,27,114,194,240,404,230,74,1315,0,0,0,3,5,7,6,0,0,22,0,0,4,4,9,3,7,3,0,28,0,0,0,9,6,22,51,19,7,109,0,0,0,3,3,8,10,11,0,34,0,4,13,7,3,3,4,0,0,39,3,10,3,50,5,6,15,10,0,108,0,0,0,3,0,3,0,0,0,18,0,0,0,5,0,3,0,0,0,13,0,0,0,0,0,3,3,0,0,4
11501,0,0,3,61,29,30,16,4,3,158,3891,8926,7432,8269,4410,3758,2759,1316,567,41327,0,3,17,53,31,28,20,3,0,159,0,0,3,10,14,3,4,0,0,35,0,0,0,15,14,4,0,0,0,33,0,9,22,43,24,21,6,4,0,121,0,3,3,23,33,19,26,3,0,113,52,176,233,1706,698,542,369,124,43,3950,0,0,0,10,38,34,39,27,3,154,0,14,10,59,47,72,58,23,11,296,25,174,240,406,556,405,422,226,83,2538,0,0,18,100,95,53,39,10,0,328,0,3,8,23,8,8,4,0,0,56,0,9,26,44,37,41,86,44,6,293,0,0,0,3,10,29,44,32,3,131,7,34,103,319,184,389,148,35,3,1234,17,189,268,1253,655,407,221,86,31,3119,0,12,71,148,74,58,38,9,7,418,0,49,59,340,195,118,55,22,4,843,0,0,4,27,16,9,11,3,0,72
11502,0,0,0,3,3,0,0,0,0,11,648,1700,1650,1902,1308,1102,835,375,126,9649,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,6,3,0,0,26,0,0,0,3,6,4,3,0,0,16,0,19,7,36,34,20,14,11,3,146,0,0,0,3,8,8,8,15,5,44,0,0,0,0,4,0,7,3,0,13,3,31,36,81,124,108,136,54,21,583,0,0,0,4,8,3,0,4,0,23,0,0,3,0,3,3,0,0,0,9,0,0,0,6,6,7,20,14,4,59,0,0,0,0,0,6,10,0,0,17,0,3,11,9,11,12,0,3,0,45,0,10,9,24,31,11,4,6,3,96,0,0,0,3,0,0,3,0,0,13,0,0,0,14,10,12,7,0,0,49,0,0,0,0,0,0,0,0,0,0
11503,0,0,0,0,0,0,0,0,0,0,717,1656,1543,2358,1559,1245,720,238,75,10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,4,0,0,19,0,0,0,0,0,5,3,3,0,15,0,0,0,0,0,0,0,0,0,6,0,5,11,60,100,112,121,46,10,464,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,3,0,0,13,0,0,0,3,5,13,22,19,6,73,0,0,0,0,0,3,4,3,0,9,0,0,0,0,0,0,3,0,0,9,0,0,0,5,3,6,0,0,3,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11504,0,0,0,23,10,6,0,0,0,46,1171,2651,1940,2893,1430,884,556,180,49,11744,0,0,0,12,4,5,0,0,0,20,0,0,0,0,0,3,0,3,0,12,0,0,0,0,3,0,0,0,0,4,0,3,3,9,6,5,0,0,0,31,0,0,0,3,9,8,0,0,0,16,3,9,15,167,44,39,26,7,0,310,0,0,0,0,12,8,10,4,0,37,0,3,4,19,12,18,11,3,0,72,7,36,37,97,137,96,55,31,7,505,0,0,0,25,13,15,4,0,0,60,0,0,0,0,3,0,0,0,0,10,0,4,0,8,11,8,17,8,0,58,0,0,0,0,0,3,11,6,0,18,0,3,4,23,8,11,3,0,0,50,0,23,27,187,69,41,25,7,4,384,0,4,5,28,10,9,3,3,0,60,0,6,7,42,28,19,3,0,0,107,0,0,0,9,9,4,0,0,0,22
