SA3_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
12303,3295,5569,1261,84,10215,1612,183,11999,220,32,38,8,298,279,6,573,12,3,14,0,26,27,0,56,229,37,48,7,325,303,3,632,19,4,18,0,39,46,5,94,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,23,4,16,0,44,52,5,107,3,3,0,0,11,28,0,39,3,0,0,0,6,19,0,24,0,3,0,0,11,3,0,14,10,17,0,0,23,10,0,35,12,24,8,0,46,59,0,110,17,13,9,0,34,15,3,49,3578,5650,1341,98,10662,2037,195,12900
12401,7605,8940,2860,203,19602,6057,750,26418,160,55,74,3,287,495,31,811,114,46,81,0,243,324,25,590,271,101,155,8,531,822,47,1404,46,14,39,6,110,289,28,428,21,4,8,3,31,97,12,140,0,0,0,0,0,7,0,10,0,0,0,0,3,11,0,10,66,18,47,13,146,397,45,582,0,0,0,0,0,7,0,9,3,0,0,0,3,0,0,3,4,4,0,0,9,0,0,7,10,3,0,0,14,13,0,32,16,11,0,0,23,25,0,53,29,20,7,0,52,51,4,109,7984,9085,3065,220,20357,7353,850,28560
12402,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
12403,9256,16755,4922,377,31306,5170,760,37241,396,286,323,22,1029,1029,57,2115,665,775,770,58,2272,1155,168,3593,1062,1062,1091,85,3305,2184,226,5716,189,122,181,20,517,763,51,1330,211,102,157,14,481,550,78,1113,93,58,98,8,252,223,37,518,3,4,7,0,14,10,4,27,498,292,436,41,1266,1550,167,2989,3,0,0,3,14,22,0,32,24,5,3,6,37,77,0,110,4,7,3,0,10,6,3,25,3,8,10,0,19,8,0,25,38,21,19,7,80,115,4,197,36,46,24,6,111,50,7,162,10884,18177,6491,513,36064,9064,1167,46294
12404,2229,3724,1429,111,7499,1704,252,9455,281,220,260,17,777,737,43,1557,98,94,88,3,285,191,26,501,384,314,354,26,1066,921,67,2059,45,22,30,6,105,213,17,332,12,7,9,0,26,42,13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,59,26,43,6,131,256,27,413,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,12,13,0,26,7,8,5,0,13,14,3,31,14,38,9,0,62,33,10,103,2691,4108,1833,144,8778,2927,355,12063
12405,3188,6102,2445,209,11943,2260,357,14564,88,97,101,8,298,253,24,579,225,379,258,21,885,260,48,1193,318,479,356,26,1184,510,77,1774,41,51,50,8,146,138,16,297,68,56,43,9,177,162,19,363,28,18,34,5,87,68,5,161,0,3,0,0,3,7,0,14,145,126,126,13,417,382,35,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,6,3,4,4,0,11,4,0,19,7,4,4,0,11,15,3,29,9,5,3,0,16,26,0,51,3658,6726,2941,258,13574,3196,475,17247
12501,1947,5501,1302,241,8993,1359,613,10967,94,143,53,13,301,119,27,442,556,1346,358,39,2296,286,163,2747,655,1485,411,48,2593,402,190,3192,506,783,266,57,1613,605,305,2526,505,788,230,69,1591,388,265,2240,2197,1874,557,161,4795,1587,578,6963,8,24,8,0,41,19,4,66,3215,3477,1054,286,8036,2589,1162,11786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,9,26,61,25,3,110,37,20,160,22,65,25,3,120,38,20,175,24,23,5,6,61,50,15,126,5862,10551,2798,588,19808,4450,1996,26251
12502,3047,6770,1548,167,11531,1828,278,13629,135,217,84,3,436,360,31,827,852,2042,487,39,3424,714,154,4292,984,2261,572,45,3858,1072,187,5115,106,71,41,10,226,393,10,624,157,225,112,10,500,338,28,865,340,509,137,9,999,336,86,1419,3,8,3,0,7,8,0,14,599,809,294,33,1732,1068,121,2924,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,12,16,3,0,25,16,3,46,12,14,3,0,29,16,3,47,14,25,5,0,47,31,0,83,4657,9875,2424,240,17192,4015,593,21804
12503,5433,14028,4086,565,24101,4265,779,29146,357,518,274,37,1185,923,80,2191,825,2150,682,74,3734,830,141,4705,1182,2669,957,106,4915,1756,217,6891,381,447,316,49,1194,1033,128,2360,800,1204,582,98,2682,1208,259,4146,483,719,335,66,1610,582,143,2333,15,18,10,0,51,30,6,81,1688,2385,1245,217,5535,2857,530,8925,0,7,0,0,4,3,0,10,0,0,0,0,0,0,0,3,0,5,4,0,7,0,0,11,37,96,32,9,167,33,13,212,38,105,35,9,183,36,16,233,26,61,16,5,111,61,12,185,8359,19253,6335,900,34847,8976,1553,45380
12504,4313,8967,2099,272,15645,2820,576,19047,416,846,242,30,1537,820,77,2429,825,1873,511,75,3277,833,209,4321,1241,2720,752,108,4814,1655,287,6750,1113,1631,367,88,3201,1724,235,5157,1760,2756,693,162,5371,1942,504,7822,2240,2842,525,163,5774,1729,673,8179,8,9,3,0,19,14,0,34,5123,7235,1592,416,14363,5417,1416,21195,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,83,11,6,121,40,20,180,22,84,14,6,123,43,27,193,47,77,12,3,131,108,12,251,10743,19081,4465,798,35081,10038,2316,47432
12601,2627,5850,906,103,9490,1276,270,11037,116,145,39,4,316,152,12,476,205,410,114,9,736,185,36,957,323,556,157,15,1052,330,47,1433,40,40,12,4,93,169,7,267,301,481,147,31,956,365,134,1454,365,388,103,21,878,269,131,1271,6,3,0,0,7,8,3,20,705,907,269,58,1934,811,272,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,14,3,3,12,3,7,0,0,10,5,3,16,10,9,0,0,22,9,4,34,3670,7337,1331,175,12514,2434,592,15539
12602,5155,11397,2188,325,19069,3209,780,23057,628,898,300,33,1857,776,103,2742,1137,1678,474,63,3350,1369,253,4975,1765,2574,774,102,5211,2140,359,7710,378,252,141,26,792,837,74,1704,1821,1430,588,176,4025,2608,614,7238,2381,1490,463,169,4504,1993,639,7139,9,8,0,0,12,11,0,27,4586,3181,1195,377,9335,5451,1322,16110,3,0,0,0,0,4,0,8,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,23,22,6,3,57,42,17,112,29,24,5,3,64,48,17,122,41,72,23,0,133,81,14,236,11576,17248,4180,811,33816,10926,2496,47236
12701,4668,13941,3624,334,22570,2580,318,25466,112,181,101,10,404,140,14,560,169,539,326,16,1050,237,18,1306,283,716,427,23,1447,381,38,1865,41,29,68,10,157,282,12,456,21,19,34,0,76,190,4,267,3,0,0,0,7,3,0,9,3,3,0,0,3,5,0,12,63,57,106,15,238,479,24,742,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,15,0,5,3,0,11,5,0,13,5,3,3,0,12,9,4,22,11,9,7,0,25,18,3,52,32,46,9,3,83,86,3,174,5052,14769,4179,377,24369,3550,383,28295
12702,7042,18973,6821,714,33555,4673,686,38916,216,419,351,36,1023,453,19,1503,737,2321,1369,123,4554,796,128,5484,953,2742,1719,159,5576,1256,153,6979,295,537,384,43,1260,776,74,2118,465,674,537,89,1764,637,145,2544,394,645,382,69,1483,498,76,2053,12,31,18,3,68,35,8,104,1163,1895,1318,201,4580,1937,298,6822,8,0,3,3,13,56,3,68,0,0,0,0,3,0,0,3,0,10,6,0,22,10,3,39,48,123,55,8,244,61,13,323,63,141,66,13,278,134,19,429,48,80,47,7,176,77,10,261,9265,23826,9973,1100,44170,8074,1173,53414
12703,4493,12715,3021,298,20519,2718,335,23572,137,124,102,8,367,337,17,727,625,1369,681,47,2725,860,86,3666,758,1490,783,56,3095,1202,103,4394,147,202,125,20,494,547,30,1069,582,1056,572,62,2271,1155,151,3572,495,830,366,38,1730,502,109,2338,8,12,11,3,36,19,4,58,1236,2094,1075,127,4536,2217,291,7043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,4,0,47,18,3,68,10,30,7,0,47,18,3,68,17,31,8,0,55,44,3,103,6509,16363,4897,483,28251,6207,729,35183
12801,5494,11021,2065,184,18769,2904,336,22002,290,214,116,4,631,629,26,1277,1403,1325,585,49,3362,1405,97,4868,1690,1541,703,53,3987,2037,123,6145,585,272,206,20,1080,1167,130,2380,1503,847,683,79,3117,2111,351,5580,1098,518,309,45,1973,1469,171,3608,0,0,0,0,0,3,3,6,3184,1645,1197,151,6172,4752,653,11573,11,3,3,0,17,25,4,41,6,0,4,0,11,12,0,27,0,0,0,0,0,0,0,0,31,28,13,0,73,48,12,130,47,30,20,0,104,86,20,208,31,26,4,0,63,37,6,106,10451,14263,3998,394,29096,9801,1134,40030
12802,6707,14145,2363,225,23434,2804,279,26514,251,325,160,11,747,412,17,1179,688,999,508,24,2219,749,80,3042,943,1326,662,35,2966,1155,95,4226,241,179,130,4,557,650,35,1243,783,477,370,40,1676,1150,139,2968,284,164,89,11,553,326,41,919,5,0,3,0,12,3,0,17,1316,821,597,63,2797,2131,211,5142,5,0,0,0,9,7,0,16,6,12,7,0,26,53,3,88,0,0,0,0,0,5,0,5,13,5,11,0,32,17,5,59,29,18,16,0,66,84,13,161,17,27,8,3,55,31,8,96,9020,16329,3641,321,29319,6215,605,36132
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
