SA3_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
11004,39531,40969,80496,2783,2548,5331,5613,5320,10935,2566,2383,4953,2149,2113,4257,4676,4886,9564,4513,4743,9258,4979,5314,10287,5166,5370,10530,4123,4300,8426,2276,2712,4985,690,1274,1969,37022,38751,75773,2504,2221,4719,4151,4206,8352,90,83,167,80,77,152,4318,4361,8676,33522,34774,68292,2470,2529,4997,35026,36639,71661,1367,1246,2618,35079,36551,71632,684,683,1368,5017,4766,9781,1572,1583,3158,308,477,784,619,1360,1982,9758,12189,21953,2169,2287,4454,10217,10184,20401,3125,3037,6165,2241,1727,3968,136,117,245,35392,36881,72269,4277,3741,8017
11101,58500,61519,120014,3677,3434,7106,7669,7192,14863,3881,3545,7423,3426,3238,6660,6490,6716,13203,7013,7535,14552,7903,8352,16259,7638,8193,15826,6222,6968,13193,3388,4254,7646,1201,2076,3279,55178,58740,113920,3322,2772,6099,2077,2110,4186,26,31,57,31,31,65,2128,2178,4309,50305,52560,102871,5512,6061,11575,53575,56001,109574,2503,2939,5436,54136,56868,110998,970,939,1905,7253,6816,14065,2855,2714,5573,1090,1192,2277,1223,2244,3467,18520,20707,39226,3543,3032,6569,15294,16014,31305,4466,5324,9791,2205,2330,4535,130,131,258,55046,58025,113064,2157,2559,4713
11102,36735,38477,75205,2367,2228,4596,4614,4471,9085,2411,2259,4668,2146,2018,4166,4050,4245,8300,4222,4555,8775,4664,4886,9546,4853,5191,10044,4302,4559,8862,2227,2604,4831,873,1455,2330,34582,36592,71174,2155,1879,4034,1745,1746,3487,56,44,102,48,37,88,1852,1826,3676,31186,32366,63556,3746,4135,7886,33646,35023,68670,1434,1648,3087,33720,35270,68992,580,565,1142,4318,4194,8518,1691,1637,3329,549,617,1167,708,1389,2099,10045,11678,21725,2379,2169,4549,10381,10497,20873,3161,3372,6533,1562,1565,3124,104,79,183,34081,35675,69755,1763,2082,3845
11103,80798,83082,163884,5079,4587,9665,9327,8772,18099,4769,4562,9330,7056,7017,14072,12601,12235,24838,10343,10656,21005,10264,10498,20756,9429,9840,19270,6847,7377,14221,3639,4663,8303,1443,2874,4317,76007,79198,155198,4797,3886,8685,2775,2902,5682,60,53,113,62,54,120,2898,3015,5914,65812,67648,133460,10932,11542,22471,68886,70492,139380,7637,8181,15819,71692,74094,145788,1312,1130,2443,8735,8242,16977,3564,3540,7101,3344,3629,6970,3603,4593,8194,32640,34969,67607,4285,3782,8064,16824,16968,33795,4893,5540,10431,2661,2900,5567,258,336,598,74113,76621,150730,6038,6050,12083
11201,37820,40460,78280,1945,1909,3854,4714,4438,9153,2231,2043,4278,1457,1489,2947,3522,3838,7353,4496,5117,9609,5307,5969,11284,6140,6587,12726,4835,4740,9579,2207,2706,4910,961,1624,2584,35501,38239,73736,2319,2225,4543,970,1031,2003,53,44,103,33,36,74,1067,1115,2180,28926,30753,59678,4984,5571,10558,32510,34689,67195,1753,2032,3788,32503,34817,67320,493,513,1010,4188,3947,8128,1558,1502,3059,305,426,728,851,1751,2602,13499,15520,29023,2302,2278,4583,8080,8684,16763,2182,2325,4501,1305,1310,2617,87,66,155,33507,36069,69573,5088,5356,10447
11202,34334,35614,69950,1916,1867,3787,4631,4331,8962,2283,2225,4510,1883,1827,3710,3192,3443,6631,3709,4182,7888,4753,5031,9788,5503,5431,10930,3916,3838,7755,1881,2222,4104,653,1221,1878,32504,33925,66431,1827,1692,3516,1882,1903,3777,44,47,87,42,43,79,1964,1989,3951,28401,29387,57784,2800,3079,5878,30391,31447,61835,1147,1397,2548,30580,31821,62403,459,489,955,4140,3895,8035,1468,1578,3048,430,587,1010,809,1589,2395,9319,10919,20236,1985,2152,4133,8779,9091,17872,2687,2363,5056,1912,1765,3679,101,81,179,31007,32245,63253,3329,3333,6664
11203,44109,47261,91371,2503,2272,4779,5372,5176,10546,2526,2466,4990,2059,1876,3929,3964,4258,8219,4859,5406,10268,5615,6302,11917,6374,7212,13583,5898,6129,12026,3491,4040,7535,1453,2132,3581,41627,45063,86688,2484,2198,4680,1494,1561,3055,142,120,258,162,144,304,1796,1821,3616,34167,36331,70497,6283,7067,13348,39229,41831,81054,1703,2145,3845,38700,41431,80131,568,464,1032,4840,4692,9535,1759,1833,3593,488,583,1075,791,1817,2611,13618,15452,29064,2955,2965,5921,10918,11895,22811,2967,3142,6117,1972,2022,3996,95,100,199,40176,43291,83464,4798,5169,9964
11301,24100,24040,48144,1633,1591,3220,3398,3319,6718,1685,1563,3245,1415,1287,2703,2963,2964,5925,2815,2819,5639,3201,3142,6342,3114,2924,6041,2117,2176,4295,1329,1472,2805,434,782,1216,22641,22765,45408,1458,1279,2734,1402,1423,2823,30,26,51,13,10,27,1440,1461,2899,18248,18309,36556,3272,3132,6402,18520,18577,37089,3322,3230,6555,20148,20207,40361,375,340,718,2981,2877,5855,1035,1068,2102,171,232,404,379,675,1054,5417,6610,12027,1413,1409,2817,6212,5542,11758,1747,1635,3385,1670,1317,2990,198,183,378,21054,21032,42085,3028,2776,5802
11302,7301,7135,14437,406,405,812,913,885,1796,396,374,778,340,319,658,746,698,1442,833,796,1629,1016,925,1941,1076,1093,2175,906,871,1780,503,483,992,159,276,430,6781,6673,13454,518,462,978,305,314,615,11,4,15,6,4,11,318,321,640,5947,5783,11736,609,600,1211,6267,6241,12512,252,253,504,6260,6241,12499,91,99,184,814,795,1614,260,270,530,47,80,127,95,197,296,1573,1983,3557,491,486,971,1899,1789,3687,634,513,1143,466,318,783,27,16,44,6316,6282,12596,975,694,1666
11303,46322,47032,93357,3123,2805,5931,6439,6167,12605,3205,2921,6126,3189,3214,6400,5798,5822,11617,5466,5443,10913,5742,5862,11608,5764,5852,11615,4419,4551,8970,2345,2921,5269,833,1475,2309,43327,44431,87757,2998,2599,5596,2379,2350,4733,46,49,93,42,27,72,2476,2430,4904,38992,39914,78907,3850,3681,7528,40036,41861,81898,2473,2292,4767,40563,42345,82909,730,634,1365,5880,5637,11522,2060,2041,4098,774,1276,2054,1078,1953,3026,12962,16055,29020,2794,2630,5425,11153,10821,21976,3361,3175,6531,2213,1864,4078,154,131,282,40484,42428,82915,6108,4520,10627
11401,49202,50286,99490,2635,2485,5122,5742,5431,11173,2701,2594,5297,2471,2152,4618,4696,4605,9300,5001,5073,10069,5930,6356,12278,7362,7953,15320,7423,7523,14951,3946,4257,8202,1302,1852,3158,45559,47132,92695,3642,3152,6793,2682,2623,5300,55,70,124,39,29,70,2773,2718,5494,38944,39665,78609,6200,6556,12759,43268,44731,88002,1855,2153,4009,43461,44981,88439,732,699,1433,5215,4940,10153,1730,1767,3493,435,506,942,742,1629,2366,13198,14994,28190,2945,2754,5700,13053,13574,26622,4296,4320,8610,2417,2219,4634,118,100,217,43515,45410,88928,4853,4026,8884
11402,22878,24988,47869,1227,1133,2358,3046,2993,6038,1442,1580,3029,988,901,1892,1969,1996,3966,2377,2691,5066,3024,3438,6469,3100,3553,6652,3312,3796,7106,1849,2015,3868,541,889,1430,21512,23732,45238,1370,1261,2628,426,488,910,9,11,24,5,12,20,443,506,955,17629,19254,36885,3601,3999,7606,20172,22080,42253,1269,1437,2705,20190,22142,42336,355,323,678,2781,2735,5514,1055,1192,2251,219,283,499,385,833,1219,8414,9786,18202,1281,1467,2747,5155,5629,10784,1360,1472,2832,698,670,1367,60,53,109,20636,22432,43065,1806,2336,4142
11501,70323,73420,143738,4228,4051,8275,10699,10019,20717,5298,4944,10243,4764,4309,9071,7098,7460,14564,9684,10895,20580,9987,10842,20833,8617,9239,17858,6179,6567,12751,2748,3202,5950,1015,1893,2906,68272,71593,139864,2051,1829,3876,259,269,520,3,5,8,10,3,17,272,275,552,41327,42313,83642,26971,29004,55973,43871,44416,88286,24474,26794,51261,60376,62332,122704,1164,1156,2318,10233,9578,19813,4716,4478,9202,2574,2337,4917,1899,2799,4693,38668,39895,78560,2961,2788,5752,8092,9789,17887,2162,2490,4654,1065,1410,2470,272,348,622,67626,70462,138088,2037,2601,4643
11502,13063,13164,26229,668,604,1270,1916,1771,3692,1054,955,2004,866,780,1642,1088,1108,2198,1411,1604,3013,2017,2106,4125,1701,1733,3437,1426,1426,2856,682,696,1380,237,374,608,12523,12724,25250,541,443,985,95,90,187,4,6,11,0,0,0,104,101,201,9649,9630,19281,2772,2861,5629,10586,10526,21112,1912,2031,3940,11705,11768,23471,217,187,404,1809,1673,3482,883,777,1660,369,350,721,230,378,607,5493,6142,11638,665,580,1244,2585,2406,4991,672,597,1268,375,344,715,70,64,136,12228,12331,24557,661,755,1413
11503,12418,12171,24588,760,689,1446,1767,1664,3433,933,835,1769,758,778,1535,1266,1244,2510,1474,1608,3078,2014,2005,4022,1712,1641,3357,1184,1164,2351,434,406,839,118,136,259,11876,11709,23587,541,465,1002,347,304,653,0,3,8,7,3,12,358,312,674,10106,9874,19981,1371,1414,2785,11015,10808,21819,548,556,1100,11077,10849,21928,224,178,406,1617,1549,3165,649,640,1287,188,246,429,183,381,562,3570,4476,8046,685,607,1293,3467,2931,6404,878,680,1562,421,293,713,31,20,48,11365,11289,22654,793,755,1550
11504,16594,16587,33182,1227,1131,2354,2972,2802,5775,1341,1261,2603,993,925,1917,1783,1914,3694,2630,2894,5517,2473,2392,4866,1647,1646,3288,1060,1081,2147,385,409,796,85,143,230,16114,16132,32242,479,457,943,203,196,406,3,3,9,0,0,0,207,202,415,11744,11558,23303,4200,4369,8566,12577,12334,24914,3430,3655,7090,14685,14537,29226,341,320,659,2834,2662,5490,1078,1041,2118,377,406,778,345,571,910,6591,7425,14018,799,724,1529,3219,2884,6104,764,648,1410,403,348,747,47,59,104,15938,15914,31852,482,481,960
11601,67432,67314,134753,5100,4901,10005,9045,8421,17468,4438,4044,8481,4748,4276,9022,10967,11102,22074,10123,9643,19767,8171,8174,16342,7169,7646,14816,4750,5078,9823,2185,2765,4951,735,1259,1998,65489,65629,131118,1942,1691,3630,1317,1372,2684,48,48,104,36,41,73,1400,1463,2858,35273,34803,70076,28726,28989,57716,35115,34376,69489,29155,29684,58833,53541,53557,107096,1053,996,2046,8343,7773,16120,3379,3194,6576,1865,1724,3588,2125,3138,5262,29611,30137,59753,3128,2704,5830,10897,10490,21389,3044,3114,6158,2537,3021,5558,551,804,1356,64231,63995,128226,2755,3000,5750
11602,46581,46244,92823,4005,3880,7885,7731,7201,14935,3269,3010,6281,2940,2649,5589,6687,7335,14026,8671,8491,17161,5988,6008,11998,4001,4095,8099,2296,2387,4683,795,892,1686,183,299,488,45483,45331,90810,1097,912,2012,749,556,1304,13,11,26,17,15,38,777,590,1368,26707,25943,52649,18005,18455,36460,26330,26297,52628,17525,18285,35809,38529,38620,77146,949,921,1865,7266,6757,14029,2681,2524,5210,1280,1185,2468,1236,1887,3127,21411,22840,44253,1917,1742,3653,6198,6097,12291,1517,1446,2967,959,1096,2056,183,315,497,43732,44542,88276,2475,1476,3948
11603,54923,57145,112066,4707,4567,9270,9175,8586,17764,4425,4235,8657,4171,4188,8361,7836,8785,16626,7280,7695,14970,6850,7155,14007,5354,5666,11017,3423,3785,7211,1372,1728,3100,334,755,1084,53304,55675,108976,1620,1470,3088,2477,2641,5122,57,63,114,41,35,76,2575,2740,5312,29957,30544,60504,21084,22516,43593,29633,30082,59717,21829,23475,45298,44142,45554,89699,840,815,1655,8140,7654,15793,3054,3078,6139,1191,1379,2571,1382,2348,3728,19840,21463,41308,2845,2873,5718,9305,9339,18643,2915,3191,6111,2335,2744,5073,452,726,1182,51786,53659,105445,3290,3418,6705
11701,23254,23441,46693,1495,1405,2895,2586,2437,5025,1383,1270,2650,1920,1874,3793,4445,4334,8778,3546,3610,7157,2966,2894,5856,2190,2241,4430,1503,1776,3273,955,1102,2053,265,497,765,22450,22758,45207,803,684,1480,361,409,769,11,14,26,14,13,23,387,431,815,11511,11194,22699,10081,10611,20695,11788,11169,22953,9971,10831,20796,17133,17382,34513,322,318,637,2367,2218,4584,1119,1048,2168,937,947,1892,1094,1316,2410,11893,12300,24193,948,799,1745,2858,2666,5527,741,777,1521,836,1067,1904,233,330,556,21591,21945,43535,2167,1960,4127
11702,26974,27635,54609,1517,1434,2947,2491,2216,4709,950,923,1874,1934,2242,4178,6150,6421,12567,4688,4860,9545,3686,3556,7248,2581,2628,5212,1668,1718,3384,977,1120,2091,331,528,856,25880,26524,52397,1095,1118,2214,380,415,794,4,5,9,15,3,17,398,425,825,15893,16177,32078,8812,9297,18106,16997,17061,34057,7846,8583,16432,21454,22187,43644,323,300,622,2273,2022,4302,739,733,1475,818,1010,1828,1548,2119,3666,15126,16382,31511,1009,829,1838,2527,2167,4702,629,549,1173,1040,1307,2344,368,568,935,23860,24914,48774,2802,2363,5162
11703,110837,103409,214249,3636,3613,7249,3710,3713,7428,3859,4691,8552,13546,15670,29215,36404,34325,70726,19706,15415,35119,12693,9535,22226,8767,7748,16513,5468,5037,10501,2330,2570,4901,724,1087,1811,105729,98912,204645,5108,4494,9606,1164,1126,2298,53,45,95,43,53,96,1264,1229,2489,45533,40441,85971,50429,50940,101370,60304,51428,111737,36088,40384,76469,63778,57422,121209,606,614,1227,3219,3276,6497,2954,3833,6789,7621,9737,17350,9563,11222,20782,75208,71906,147111,3430,2705,6136,6218,5209,11424,1688,1548,3236,1513,1721,3239,613,799,1407,90767,87085,177844,30842,22837,53674
11801,60329,66053,126382,3659,3495,7156,6417,6220,12638,2616,2612,5228,3242,3783,7020,12214,14381,26591,10137,10514,20645,7819,8077,15897,5723,6263,11985,4820,5496,10315,2517,3237,5754,1179,1987,3166,57456,63203,120656,2876,2850,5731,225,184,411,17,17,29,4,14,20,250,210,457,32689,35399,68093,21491,23872,45365,43850,46885,90739,10553,12696,23246,45063,49323,94389,1008,904,1915,5773,5649,11423,2215,2240,4450,1490,1808,3299,2380,3521,5900,37611,41749,79363,1876,1939,3817,3370,4212,7584,1000,1112,2110,596,726,1323,112,127,243,52586,57802,110391,7134,7832,14967
11802,69175,71477,140654,3882,3766,7645,6795,6517,13314,4125,4021,8146,7660,7325,14983,13259,13311,26570,10384,10611,20992,8328,8674,17000,6326,6772,13097,4625,5138,9762,2670,3294,5967,1129,2053,3181,66531,68943,135475,2646,2536,5176,1095,952,2044,27,33,60,24,14,38,1142,1002,2148,35920,36452,72374,27928,29670,57596,41169,42773,83943,21413,23700,45110,47846,51711,99549,930,958,1887,6287,6038,12325,3487,3507,6991,5082,4869,9948,3882,4538,8420,40045,42864,82912,2340,2225,4569,5956,6489,12442,1669,1836,3507,1415,1843,3261,314,449,759,59886,64013,123899,9197,7344,16537
11901,84425,87005,171429,6442,6156,12600,12463,11627,24085,5805,5594,11398,6119,6024,12142,11712,12414,24127,10913,11633,22547,10355,10939,21292,9316,9584,18900,6302,6323,12622,3463,4218,7686,1525,2505,4028,81925,84681,166598,2497,2324,4830,642,701,1340,15,33,52,13,8,22,667,749,1412,46699,47208,93909,32393,34396,66789,32996,32961,65956,46673,49323,95989,70675,72779,143452,1398,1297,2690,11186,10531,21721,4559,4563,9124,2522,2573,5095,2420,3758,6175,34909,36723,71632,3661,3346,7004,13009,12866,25873,3617,4073,7691,3988,4806,8793,1380,2089,3471,79363,81675,161036,4999,5208,10205
11902,68285,66782,135070,5146,4767,9909,8875,8251,17127,4167,3877,8045,4965,4621,9584,11767,11080,22854,9853,9240,19093,8448,8585,17034,6558,6860,13422,4555,4654,9212,2875,3312,6186,1072,1529,2601,66460,65105,131567,1826,1676,3503,312,386,697,24,27,53,9,8,21,338,422,768,29824,28884,58709,34080,33560,67640,18954,17941,36892,45310,44917,90233,50414,50357,100764,1015,889,1902,7984,7435,15421,3320,3227,6549,2493,2053,4545,3245,3583,6825,32311,31321,63633,2539,2241,4778,7538,7374,14911,2324,2267,4598,3926,4512,8439,1555,2049,3607,64256,62754,127005,3706,3738,7442
11903,61881,65311,127193,3775,3501,7276,7103,6783,13888,3962,3834,7797,5137,4566,9701,10146,10372,20522,7745,8539,16276,7978,8722,16702,7016,7799,14809,4921,5371,10295,2929,3588,6521,1165,2245,3409,60060,63583,123650,1824,1721,3545,294,383,680,17,17,31,3,3,8,317,409,721,31551,31855,63403,27410,30397,57806,27034,27238,54270,32277,35387,67664,47084,49356,96446,862,792,1654,6604,6378,12982,3352,3345,6699,2795,2508,5303,2616,3389,6004,33403,34687,68087,2459,2253,4717,7204,8235,15440,2230,2704,4932,2078,2833,4913,675,1030,1699,58920,61879,120804,2460,3001,5464
11904,68158,69567,137723,4334,4076,8414,7130,6663,13788,3620,3421,7044,5100,5050,10147,13727,13508,27235,9885,9788,19672,8193,8560,16749,6665,7271,13935,5080,5430,10504,3087,3760,6846,1338,2038,3379,66191,67623,133812,1970,1944,3911,416,420,834,26,20,43,12,16,22,447,447,902,31792,31742,63538,31852,33266,65119,26056,25575,51630,38088,40019,78099,49966,51535,101495,896,858,1758,6512,6113,12627,2937,2896,5835,2712,2592,5303,3565,4164,7723,36127,36628,72756,2721,2387,5105,7878,8148,16025,1975,2230,4208,2701,3493,6191,718,1131,1851,63663,64829,128491,4619,4918,9536
12001,40933,44427,85356,2761,2587,5354,4433,4310,8749,1983,1912,3888,2819,2977,5799,7516,7945,15461,6323,6720,13042,5133,5929,11061,4272,4899,9170,3196,3630,6820,1776,2226,3998,735,1280,2011,39317,42918,82235,1621,1510,3125,186,192,382,12,12,23,0,3,5,200,211,410,22644,23851,46493,15792,17808,33598,22856,23839,46697,15759,18098,33857,31492,33938,65427,594,540,1136,4148,4009,8153,1652,1675,3327,1513,1691,3205,1695,2231,3925,23219,25124,48346,1399,1297,2696,4106,4921,9031,1089,1348,2440,1294,1724,3015,321,454,774,37976,41183,79154,2497,2957,5457
12002,26847,29222,56066,2067,2062,4124,3196,2944,6141,922,928,1851,1415,1504,2918,4123,4740,8862,5152,5615,10765,4083,4372,8452,2858,3302,6166,1985,2324,4305,783,959,1745,261,466,726,25583,27903,53480,1266,1320,2589,241,289,536,13,9,24,7,11,17,262,311,575,17019,18888,35911,7596,8091,15689,20832,22373,43208,3883,4704,8590,21610,23875,45489,486,479,964,2931,2735,5667,763,776,1539,679,761,1440,1010,1636,2647,15404,17614,33016,882,789,1674,2163,2323,4488,536,608,1148,481,599,1079,88,125,218,23828,26264,50098,2528,2484,5016
12003,74655,77214,151873,4028,3877,7902,7057,6896,13958,4045,3936,7977,7220,6903,14123,16574,15968,32542,10447,10675,21121,9106,10004,19108,7247,7886,15141,4674,5215,9886,2994,3706,6695,1261,2150,3410,72230,74798,147024,2428,2413,4843,401,483,886,21,14,33,14,16,29,434,512,948,32830,33491,66316,36931,39004,75932,31171,30879,62055,38900,41960,80861,51394,54282,105678,853,868,1721,6512,6413,12928,3409,3468,6878,4162,3943,8109,4483,5445,9929,44846,46218,91060,2347,2242,4593,6239,6386,12625,1766,1939,3711,2586,3474,6056,879,1271,2147,68396,71243,139640,5611,5398,11012
12101,54326,57917,112245,3787,3613,7403,7139,6646,13787,3192,2752,5940,3180,3436,6623,8836,9607,18445,8959,9677,18632,7135,7736,14866,5309,6004,11314,3884,4300,8185,1988,2545,4538,916,1598,2514,52284,56031,108314,2044,1884,3929,135,108,242,0,3,6,3,3,5,141,110,255,29298,29305,58601,22252,25716,47964,33459,33186,66640,18240,21995,40235,41648,43285,84933,1006,936,1942,6740,6294,13036,2874,2487,5364,1848,1981,3826,2225,3275,5508,33833,36525,70361,1745,1679,3426,3218,4128,7340,1044,1233,2276,787,950,1738,206,326,531,50229,53868,104094,4030,4337,8358
12102,39495,41106,80603,2866,2539,5408,5649,5386,11038,2475,2492,4963,2251,2060,4314,4732,5067,9800,6402,6692,13098,5529,5920,11445,4375,4752,9125,3039,3405,6439,1612,1824,3439,574,958,1532,38088,39857,77947,1410,1242,2658,210,242,449,5,3,9,3,0,3,216,246,462,23672,23834,47504,14359,15775,30131,26385,26428,52809,11765,13294,25065,32537,33305,65845,742,699,1445,5380,5172,10554,2104,2209,4318,1107,1085,2196,1320,2023,3342,21440,22735,44171,1568,1516,3084,4586,5050,9632,1133,1271,2403,601,709,1308,171,224,396,37391,38889,76281,1591,1989,3579
12103,56821,61555,118371,3110,2953,6064,9223,8660,17884,4772,4538,9309,3318,3347,6664,4589,5086,9680,6933,8219,15148,8717,9839,18549,6565,7007,13568,4945,5598,10550,3144,3765,6905,1500,2543,4039,54733,59543,114277,2085,2012,4094,95,95,197,13,5,17,0,6,6,112,109,215,33114,34797,67912,21647,24388,46037,39860,41484,81341,14978,17804,32783,47733,50959,98693,992,913,1903,8835,8328,17160,4284,4141,8429,2076,2089,4169,1564,2450,4020,34889,37249,72138,1953,2407,4359,3438,5045,8488,1400,1603,3003,614,768,1381,127,200,331,53737,57874,111611,2286,3194,5478
12104,44137,49999,94139,2657,2570,5228,4147,4018,8166,1704,1685,3393,2147,2412,4564,8762,10130,18895,7645,8334,15981,5718,6625,12343,4818,5632,10449,3987,4893,8880,1845,2356,4197,709,1341,2052,41884,47738,89622,2253,2262,4517,112,106,223,10,16,24,9,0,6,129,128,254,24896,28031,52929,15815,18279,34090,32582,36116,68695,8185,10310,18496,33637,38160,71796,616,633,1247,3836,3719,7556,1436,1476,2912,992,1178,2162,1721,2857,4573,29538,33376,62907,1260,1655,2908,2240,3532,5776,621,780,1406,333,365,703,64,97,166,39419,45093,84511,4249,4392,8644
12201,20384,21508,41888,1298,1333,2629,2628,2620,5249,1013,995,2006,970,1001,1972,3089,3433,6522,3463,3569,7028,2973,3062,6038,2166,2270,4439,1656,1737,3389,801,935,1732,338,557,892,19406,20618,40024,979,893,1864,71,70,143,0,3,7,0,4,6,76,72,155,12140,12732,24874,6940,7467,14408,16441,16950,33384,2662,3226,5894,15800,16748,32549,361,369,729,2472,2459,4936,867,867,1737,456,498,953,616,954,1568,12380,12745,25129,719,776,1498,1452,1995,3446,415,474,893,202,211,405,28,18,44,18591,19817,38408,1551,1603,3156
12202,29464,30973,60438,1831,1604,3432,4227,4088,8319,1849,1738,3586,1621,1380,2999,2340,2507,4844,3690,4096,7787,4332,4762,9100,4025,4335,8360,3284,3519,6806,1687,1879,3560,576,1078,1651,27823,29461,57279,1647,1510,3157,183,174,359,8,7,11,3,5,11,193,187,377,21261,22169,43428,6778,7286,14066,25700,26665,52360,2373,2841,5217,25920,27143,53060,537,510,1051,3986,3850,7831,1506,1483,2990,709,626,1332,581,1008,1584,14832,15620,30451,1413,1502,2913,4347,4904,9251,926,1017,1949,429,444,870,41,41,77,27221,28622,55845,1373,1664,3038
12203,73652,76889,150543,4949,4663,9614,10725,9885,20612,4621,4199,8820,3892,3692,7584,8770,9440,18210,11370,12011,23388,10926,11338,22258,7655,7972,15625,5729,6519,12246,3480,4309,7783,1543,2860,4399,70731,74220,144955,2923,2669,5588,423,389,808,21,20,39,7,9,14,448,417,861,48564,49627,98191,21370,23234,44606,57506,58517,116023,12589,14511,27099,61798,64118,125912,1334,1245,2579,10145,9339,19482,3806,3527,7336,1699,1691,3392,2109,3202,5316,36816,39374,76189,3400,3094,6491,9898,10948,20847,2480,2697,5176,1466,1680,3144,291,338,625,68657,71420,140077,3656,4396,8049
12301,30366,32147,62510,2522,2442,4963,5103,4932,10031,2225,2246,4473,1919,1915,3835,4064,4466,8536,4654,5032,9686,4004,4269,8270,2893,3151,6044,1924,2069,3993,786,1037,1823,283,592,868,29309,31255,60562,1059,889,1953,819,812,1623,4,8,14,5,3,10,826,826,1648,24425,25780,50203,4773,5087,9863,26155,27451,53611,3141,3535,6677,27629,29226,56859,631,641,1275,4832,4672,9499,1673,1747,3419,541,648,1188,540,1140,1679,10180,12198,22371,1811,1625,3437,7182,6877,14055,1693,1776,3462,685,782,1464,59,90,150,29058,30688,59742,957,1228,2187
12302,77837,80559,158401,5988,5646,11634,11504,10874,22382,5618,5206,10819,5831,5763,11588,11261,12276,23532,10435,10810,21245,9474,10276,19751,9002,9702,18705,5942,6263,12208,2203,2647,4844,580,1114,1695,75230,78143,153379,2606,2418,5020,2691,3083,5773,67,63,136,51,53,104,2808,3200,6007,48683,49504,98186,24105,25539,49649,50038,51005,101047,23279,24754,48031,65238,66906,132142,1230,1181,2406,10422,9797,20225,3915,3807,7713,1757,1865,3622,1932,3172,5104,28292,30619,58908,4197,4058,8252,15672,15909,31576,4462,4727,9187,2662,2968,5630,452,710,1162,73274,75799,149071,4488,4576,9060
