SA2_MAINCODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
114011276,0,0,18,0,0,0,0,0,3,3,4,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,3,5,8,8,4,9,0,0,0,0,41,0,0,0,3,0,0,0,0,0,0,0,4,12,21,23,26,76,60,100,84,52,7,6,13,14,488,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,0,0,0,3,3,0,0,0,0,13,4,0,9,3,3,8,3,0,0,0,0,0,30,4,0,10,3,6,0,10,0,0,0,0,0,40,0,0,4,4,3,6,5,6,0,0,0,0,36,0,0,3,3,3,3,10,5,0,0,0,7,34,0,0,0,3,4,9,16,10,7,0,0,0,46,0,0,0,3,3,3,7,14,4,0,0,0,40,0,0,0,0,0,8,7,19,5,0,0,0,41,0,0
114011277,0,3,41,0,0,0,0,3,3,9,5,0,0,3,0,27,0,0,0,0,3,0,0,3,0,0,0,0,4,4,0,4,18,15,19,24,10,0,0,0,11,105,0,4,6,9,0,3,5,0,0,0,0,7,37,75,64,157,277,214,295,286,80,11,5,14,51,1523,0,0,0,0,3,0,3,3,0,0,0,3,19,3,0,0,0,4,3,0,0,0,0,0,0,19,4,7,12,10,8,14,8,3,0,0,0,0,72,8,4,28,26,13,14,17,0,0,0,0,3,108,6,0,30,36,15,25,34,5,0,0,0,3,161,0,0,5,21,10,25,38,10,0,0,0,8,117,8,0,5,45,18,31,38,18,0,0,0,3,167,0,0,11,13,11,35,55,18,0,0,0,7,144,3,0,4,7,9,36,51,29,3,0,0,3,151,4,0,3,12,12,22,63,39,3,0,0,0,147,3,0
114011278,0,0,45,5,0,0,3,0,3,4,7,0,0,0,0,24,3,0,0,0,0,0,0,3,0,0,0,0,13,7,6,14,25,12,21,35,22,3,0,0,7,148,9,8,15,10,5,9,3,3,0,0,3,10,72,158,202,382,412,238,300,364,170,11,5,8,74,2307,0,0,0,0,0,0,4,3,3,0,0,0,23,7,0,3,5,0,0,4,0,0,0,0,0,27,17,13,37,25,15,10,9,7,0,0,0,9,139,7,3,75,50,15,19,18,0,0,0,0,8,204,8,3,69,63,17,25,33,9,0,0,0,8,242,3,0,14,47,32,34,37,16,0,0,0,3,195,0,4,17,54,33,37,80,38,0,0,0,9,276,7,0,14,31,22,42,72,55,0,0,0,3,240,3,0,10,26,15,47,110,41,3,0,3,3,253,5,0,3,16,6,45,79,50,8,0,0,0,215,4,0
114011279,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,33,25,0,0,0,0,3,90,0,0,7,7,6,13,3,0,0,0,0,6,37,50,14,74,180,247,354,174,13,3,0,7,26,1137,3,0,0,0,3,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,3,4,3,11,5,3,0,0,0,0,32,3,3,0,9,9,17,4,5,0,0,0,0,58,10,0,5,14,8,34,40,5,3,0,0,0,116,0,0,3,4,13,38,47,5,0,0,0,3,109,6,3,0,4,5,46,67,15,0,0,0,3,152,3,0,0,10,13,26,60,21,0,0,0,0,129,6,3,3,3,7,27,71,17,0,0,0,3,137,0,0,0,0,3,25,49,30,0,0,0,0,115,0,0
114011280,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,3,0,0,0,0,0,20,0,0,4,0,0,3,0,0,0,0,0,3,13,23,15,42,85,91,78,20,4,0,0,4,16,377,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,10,3,4,0,0,0,0,0,3,25,10,0,8,6,8,20,3,0,0,0,0,3,58,0,0,0,3,6,14,11,0,0,0,0,0,39,3,0,0,3,6,6,13,6,0,0,0,0,43,3,0,0,3,4,7,11,6,0,0,0,0,37,0,0,0,0,5,11,17,0,0,0,0,0,37,0,0,0,0,4,4,10,4,4,0,0,0,29,3,0
114011281,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,11,12,13,14,11,12,3,0,0,3,103,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,11,3,0,0,3,0,3,0,0,0,0,0,3,16,3,0,3,0,0,0,4,5,0,0,0,0,14,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0
114011282,3,0,18,0,0,0,0,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,3,7,8,30,22,6,0,0,0,3,95,0,0,0,4,5,5,6,0,0,0,0,6,35,55,19,138,216,168,457,298,67,5,3,13,43,1478,3,0,0,3,0,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,3,12,5,8,19,3,0,0,0,0,56,0,3,3,28,16,6,18,4,0,0,0,0,91,9,0,12,37,22,48,35,11,0,0,0,0,172,7,0,3,25,13,26,50,18,0,0,0,3,144,9,0,4,21,9,33,76,30,3,0,0,3,193,3,0,3,12,6,21,53,33,0,0,0,0,131,4,0,0,7,4,14,64,45,3,0,0,0,144,0,0,0,6,3,14,51,39,4,0,0,0,126,3,0
114011283,0,0,7,0,0,0,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,3,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,6,41,3,22,50,42,55,32,6,3,0,4,12,284,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,12,3,0,0,3,0,3,9,0,0,0,0,0,28,4,0,6,3,6,7,10,3,0,0,0,0,33,3,0,0,4,7,6,11,7,0,0,0,0,39,3,0,0,5,3,3,4,3,0,0,0,0,35,3,0,0,0,3,4,8,0,0,0,0,0,24,3,0,0,3,3,8,16,8,0,0,0,0,39,3,0,0,0,0,4,4,3,0,0,0,0,21,0,0
114021284,9,3,59,3,0,0,0,0,0,3,9,10,9,3,0,34,0,0,0,0,0,0,0,3,3,3,3,0,9,3,0,0,0,0,5,11,14,16,5,4,4,67,6,0,0,4,0,0,3,0,0,0,0,3,24,52,6,45,102,53,105,179,190,112,52,33,39,975,0,0,0,3,0,0,0,3,3,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,4,4,0,3,0,0,16,0,0,3,13,0,3,0,0,0,0,0,3,34,3,0,4,10,4,0,3,8,3,0,0,0,39,6,0,0,3,5,9,10,7,3,4,0,3,55,3,0,0,0,6,7,14,13,5,5,0,6,62,7,0,3,0,3,4,13,26,15,4,0,0,78,4,0,0,0,5,3,11,23,18,12,0,7,78,5,0,0,3,0,7,12,23,14,11,8,0,78,7,0
114021285,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,20,4,11,15,24,58,82,55,9,0,3,3,282,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,5,0,4,0,0,0,0,23,0,0,0,0,0,0,3,6,0,0,0,0,15,0,0,0,0,5,3,3,8,3,0,0,0,22,0,0,0,0,0,0,6,14,0,0,0,0,23,0,0,0,3,0,0,7,9,0,0,0,0,29,0,0,0,0,0,3,3,18,3,0,0,0,26,0,0
114021286,0,0,5,0,0,0,0,0,0,5,8,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,9,9,11,15,10,3,3,0,3,61,0,0,0,6,4,0,0,0,0,0,0,3,19,33,13,75,118,84,126,140,121,24,8,10,23,766,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,3,0,0,0,0,0,0,7,4,0,4,7,0,0,0,3,0,0,0,3,21,0,0,0,14,4,4,4,3,3,0,0,4,39,0,0,6,19,11,6,6,5,3,0,0,0,61,0,0,0,7,6,10,10,7,4,0,0,0,50,3,0,3,7,10,13,18,16,6,0,0,4,77,0,0,0,0,3,9,12,19,0,0,0,3,53,3,0,3,3,6,10,15,30,9,0,0,0,80,4,0,0,0,3,4,20,26,15,3,0,3,73,4,0
114021287,0,0,29,0,0,0,0,0,3,4,3,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,15,19,10,4,0,0,0,56,0,0,8,8,0,3,3,0,0,0,0,3,23,66,9,106,140,77,208,205,122,22,3,14,39,1008,0,0,0,3,0,3,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,4,3,0,0,3,0,0,0,4,20,6,0,6,25,4,3,7,3,0,0,0,6,65,3,3,5,33,9,15,18,9,4,0,0,0,88,5,0,3,6,13,18,17,14,0,0,0,3,84,7,0,3,7,7,10,21,20,3,0,0,0,78,3,0,0,3,7,10,25,18,3,4,0,0,76,0,0,0,5,3,9,24,28,7,0,0,3,86,0,0,0,3,0,4,22,36,3,0,0,0,79,4,0
114021288,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,5,46,4,8,14,20,35,43,15,9,4,0,9,216,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,3,18,0,0,0,0,0,5,3,3,0,0,0,0,12,3,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,4,9,0,0,0,0,13,0,0,0,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,3,3,4,0,0,0,0,13,5,0
114021289,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,3,20,3,0,0,3,0,0,0,0,0,0,0,3,10,66,6,28,43,24,55,65,34,13,3,3,24,370,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,11,9,0,0,8,0,0,8,0,0,0,0,0,24,3,0,0,3,0,8,10,6,0,0,0,0,33,0,0,3,3,0,3,3,0,0,0,0,3,16,8,0,3,0,6,3,3,5,3,0,0,4,39,10,0,4,0,0,4,10,8,5,3,0,0,47,7,0,0,0,6,3,8,8,5,0,0,0,38,6,0
115011290,4,3,164,3,0,0,0,3,3,8,29,34,11,0,0,97,0,0,0,0,0,0,0,7,15,6,0,0,27,7,3,0,0,0,4,7,32,26,4,4,6,90,0,0,0,0,0,3,3,11,3,0,0,5,26,54,10,29,27,30,35,118,534,402,59,27,45,1371,3,0,0,0,0,0,0,3,15,0,0,3,25,0,0,0,0,0,0,0,0,4,3,0,0,11,3,0,0,0,0,0,0,0,3,0,0,0,15,5,0,10,4,0,3,3,0,6,0,0,0,32,5,0,3,3,0,0,0,0,6,4,0,0,28,4,0,3,4,0,3,5,19,23,3,0,3,66,3,0,3,4,0,0,0,14,23,9,3,0,66,3,0,0,0,0,0,4,11,36,9,3,3,72,0,0,0,0,0,3,7,20,43,20,10,3,110,3,0,0,0,0,0,3,26,46,27,8,3,121,5,0
115011291,30,0,87,3,0,0,0,0,0,0,4,12,18,17,0,52,0,0,0,0,0,0,0,0,4,12,13,0,31,4,0,0,0,0,0,6,9,12,10,9,3,58,0,0,0,0,0,0,0,0,3,0,0,0,7,36,4,11,12,8,16,36,80,143,105,119,34,601,0,0,0,0,0,0,0,0,0,0,9,4,20,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,3,0,0,0,3,0,0,3,0,21,0,0,0,3,0,4,0,3,4,3,8,6,30,6,0,0,0,0,0,7,0,8,6,8,0,31,0,0,3,0,0,3,0,10,9,14,7,0,37,0,0,3,0,0,0,0,6,21,15,9,0,63,0,0,0,0,0,0,0,6,8,14,12,0,45,0,0
115011294,17,0,34,3,0,0,0,3,0,0,0,0,3,4,4,17,0,0,0,0,0,0,0,0,0,3,3,0,9,3,0,0,0,0,0,0,0,3,3,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,11,3,7,3,9,11,28,18,36,11,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
115011296,27,0,73,0,0,0,0,0,0,0,4,3,11,23,3,42,0,0,0,0,0,0,0,0,3,4,13,0,28,4,0,0,0,0,0,0,3,6,0,18,4,42,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3,17,26,10,9,12,38,74,57,106,32,405,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,0,4,0,0,0,0,3,3,20,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,3,0,3,3,0,13,0,0,0,0,0,3,0,3,0,0,11,0,20,4,0,0,0,0,0,0,0,3,3,6,0,16,4,0
115011553,8,4,99,0,0,0,0,0,0,0,12,9,15,6,0,40,0,0,0,0,0,0,0,3,6,3,3,0,20,0,0,0,0,0,0,3,9,21,8,7,0,44,0,0,0,0,0,0,0,0,3,0,3,0,11,13,0,3,6,7,12,23,217,210,53,37,15,609,0,0,0,0,0,0,0,0,4,4,4,3,9,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,3,0,0,20,0,0,0,0,0,0,0,0,9,5,0,0,19,0,0,0,0,0,0,0,9,10,4,0,3,30,0,0,0,0,0,0,6,8,19,6,8,0,41,3,0,0,0,0,0,0,4,25,11,8,0,48,0,0,0,0,0,0,0,3,24,9,9,0,47,0,0
115011554,13,0,21,0,0,0,0,0,0,0,0,3,5,7,0,18,0,0,0,0,0,0,0,0,3,3,6,0,9,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,5,11,20,16,0,0,0,3,6,23,26,39,27,175,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,9,6,9,6,0,0,0,0,0,9,39,0,0,0,9,7,3,0,0,3,0,0,8,25,0,0,3,0,0,0,8,0,0,0,0,4,20,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0
115011555,29,0,70,0,0,0,0,0,0,0,6,29,8,11,0,54,0,0,0,0,0,0,0,0,5,0,12,0,24,0,0,0,0,0,3,3,9,10,4,8,3,43,0,0,0,0,0,0,0,0,0,0,0,0,8,25,14,15,12,10,11,39,87,139,69,85,13,525,0,0,0,0,0,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,10,3,3,9,0,0,0,3,0,0,0,3,0,17,0,0,3,3,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,4,10,3,0,0,0,0,0,0,3,3,3,0,0,17,0,0,0,0,0,0,0,7,11,8,10,0,30,0,0,0,0,0,0,0,0,13,12,13,0,40,0,0,0,0,0,0,0,5,10,7,3,0,32,3,0
115011556,3,0,78,0,0,0,0,0,0,0,8,18,7,3,0,48,0,0,0,0,0,0,0,4,6,3,8,0,23,0,0,0,0,0,0,0,13,11,6,4,3,49,0,0,0,0,0,0,3,0,0,0,3,0,6,11,0,3,5,14,13,21,181,209,49,38,20,558,0,0,0,0,0,0,0,0,4,7,5,0,15,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,3,3,4,0,0,12,3,0,0,0,0,0,0,0,3,9,0,0,22,3,0,0,0,0,0,0,4,3,7,0,0,18,3,0,0,0,0,0,3,5,17,7,3,0,41,0,0,0,0,0,0,0,7,20,17,3,0,53,0,0,0,0,0,0,3,3,16,19,7,0,50,0,0
115011557,16,0,40,0,0,0,0,0,0,0,4,3,4,10,0,29,0,0,0,0,0,0,0,3,3,0,10,0,18,0,0,0,3,0,3,3,0,3,3,6,4,25,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,3,6,17,13,17,42,22,57,12,195,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,6,3,0,12,0,0
115011558,36,0,104,0,0,0,0,0,0,0,5,13,28,26,0,83,0,0,0,0,0,0,0,3,6,14,18,0,38,0,0,0,0,0,0,3,10,12,13,17,0,56,0,0,0,0,0,0,0,0,0,0,0,3,6,24,0,5,11,7,18,20,82,179,158,141,22,671,0,0,0,0,0,0,0,0,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,3,0,0,0,4,3,0,0,17,0,0,0,3,4,0,3,0,0,3,0,0,15,0,0,0,3,0,0,0,0,3,3,8,3,28,0,0,0,0,0,0,0,6,4,11,7,0,23,0,0,0,0,0,0,0,0,8,16,14,0,40,4,0,0,0,0,0,3,4,4,16,11,0,35,0,0
115011559,35,0,127,0,0,0,0,0,3,0,10,28,32,23,0,96,0,0,0,0,0,0,0,0,11,12,18,0,46,8,0,0,0,4,4,8,3,15,18,19,0,72,0,0,0,0,0,0,0,0,3,0,3,4,13,25,0,4,9,12,15,32,87,208,183,129,25,737,0,0,0,0,0,0,0,0,0,3,8,4,17,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,0,11,6,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,3,5,0,4,3,0,21,0,0,0,0,0,0,4,3,7,11,10,3,36,0,0,0,0,0,0,3,7,7,12,6,3,36,0,0,3,0,0,0,0,3,14,16,10,0,50,3,0,0,0,0,0,0,0,7,27,12,4,64,4,0
115021297,25,0,94,9,0,0,0,0,0,3,5,15,4,19,0,54,4,0,0,0,0,0,0,3,3,3,15,0,27,8,0,0,3,3,3,4,11,7,10,13,3,70,5,0,0,0,0,0,0,0,4,0,0,10,21,157,0,39,41,42,52,91,152,117,78,120,52,944,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,3,0,0,0,0,3,0,3,17,3,0,0,0,0,0,0,0,0,0,0,0,8,9,0,3,3,6,3,3,0,3,0,4,0,33,3,0,0,0,10,7,3,8,9,0,5,4,47,4,0,3,0,0,5,9,19,3,3,5,0,52,11,0,0,3,0,7,5,13,4,6,3,0,50,10,0,7,4,3,3,7,13,8,18,12,4,82,6,0,0,3,0,3,10,12,14,7,10,0,70,15,0
115021298,3,0,23,3,0,0,0,0,0,0,3,0,3,0,0,16,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,46,7,5,13,17,21,40,48,36,16,16,20,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,0,0,13,3,0,0,0,0,0,5,3,0,3,0,3,15,0,0,0,0,0,0,0,0,4,3,0,0,15,0,0,0,0,0,5,5,3,3,3,0,0,21,0,0,0,0,0,0,0,3,3,0,6,0,14,3,0
115031299,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,35,5,7,19,18,9,9,11,3,3,0,15,130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,4,3,0,3,0,0,0,0,0,0,19,3,0,3,0,0,0,3,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,11,6,3,3,0,0,3,0,4,0,0,0,0,14,0,0,4,0,0,0,4,0,0,0,0,0,12,4,0,0,0,0,0,0,3,0,0,3,0,13,6,0
