SA2_MAINCODE_2016,C06_M_NatPhy_sci_15_19,C06_M_NatPhy_sci_20_24,C06_M_NatPhy_sci_25_34,C06_M_NatPhy_sci_35_44,C06_M_NatPhy_sci_45_54,C06_M_NatPhy_sci_55_64,C06_M_NatPhy_sci_65_74,C06_M_NatPhy_sci_75_84,C06_M_NatPhy_sci_85_ov,C06_M_NatPhy_sci_Tot,C06_M_InfTec_15_19,C06_M_InfTec_20_24,C06_M_InfTec_25_34,C06_M_InfTec_35_44,C06_M_InfTec_45_54,C06_M_InfTec_55_64,C06_M_InfTec_65_74,C06_M_InfTec_75_84,C06_M_InfTec_85_ov,C06_M_InfTec_Tot,C06_M_EngRT_15_19,C06_M_EngRT_20_24,C06_M_EngRT_25_34,C06_M_EngRT_35_44,C06_M_EngRT_45_54,C06_M_EngRT_55_64,C06_M_EngRT_65_74,C06_M_EngRT_75_84,C06_M_EngRT_85_ov,C06_M_EngRT_Tot,C06_M_ArchBuild_15_19,C06_M_ArchBuild_20_24,C06_M_ArchBuild_25_34,C06_M_ArchBuild_35_44,C06_M_ArchBuild_45_54,C06_M_ArchBuild_55_64,C06_M_ArchBuild_65_74,C06_M_ArchBuild_75_84,C06_M_ArchBuild_85o,C06_M_Arch_building_Tot,C06_M_AgEnv_RS_15_19,C06_M_AgEnv_RS_20_24,C06_M_AgEnv_RS_25_34,C06_M_AgEnv_RS_35_44,C06_M_AgEnv_RS_45_54,C06_M_AgEnv_RS_55_64,C06_M_AgEnv_RS_65_74,C06_M_AgEnv_RS_75_84,C06_M_AgEnv_RS_85_ov,C06_M_AgEnv_RS_Tot,C06_M_Health_15_19,C06_M_Health_20_24,C06_M_Health_25_34,C06_M_Health_35_44,C06_M_Health_45_54,C06_M_Health_55_64,C06_M_Health_65_74,C06_M_Health_75_84,C06_M_Health_85o,C06_M_Healt_To,C06_M_Educ_15_19,C06_M_Educ_20_24,C06_M_Educ_25_34,C06_M_Educ_35_44,C06_M_Educ_45_54,C06_M_Educ_55_64,C06_M_Educ_65_74,C06_M_Educ_75_84,C06_M_Educ_85o,C06_M_Educ_Tot,C06_M_MngtCom_15_19,C06_M_MngtCom_20_24,C06_M_MngtCom_25_34,C06_M_MngtCom_35_44,C06_M_MngtCom_45_54,C06_M_MngtCom_55_64,C06_M_MngtCom_65_74,C06_M_MngtCom_75_84,C06_M_MngtCom_85o,C06_M_MngtCom_Tot,C06_M_Soc_cult_15_19,C06_M_Soc_cult_20_24,C06_M_Soc_cult_25_34,C06_M_Soc_cult_35_44,C06_M_Soc_cult_45_54,C06_M_Soc_cult_55_64,C06_M_Soc_cult_65_74,C06_M_Soc_cult_75_84,C06_M_Soc_cult_85o,C06_M_Soc_cult_Tot,C06_M_Creative_art_15_19,C06_M_Creative_art_20_24,C06_M_Creative_art_25_34,C06_M_Creative_art_35_44,C06_M_Creative_art_45_54,C06_M_Creative_art_55_64,C06_M_Creative_art_65_74,C06_M_Creative_art_75_84,C06_M_Creat_arts_85o,C06_M_Creative_arts_Tot,C06_M_FoodHos_PS_15_19,C06_M_FoodHos_PS_20_24,C06_M_FoodHos_PS_25_34,C06_M_FoodHos_PS_35_44,C06_M_FoodHos_PS_45_54,C06_M_FoodHos_PS_55_64,C06_M_FoodHos_PS_65_74,C06_M_FoodHos_PS_75_84,C06_M_FoodHos_PS_85o,C06_M_FoodHos_PS_Tot,C06_M_MixFld_pr_15_19,C06_M_MixFld_pr_20_24,C06_M_MixFld_pr_25_34,C06_M_MixFld_pr_35_44,C06_M_MixFld_pr_45_54,C06_M_MixFld_pr_55_64,C06_M_MixFld_pr_65_74,C06_M_MixFld_pr_75_84,C06_M_MixFld_pr_85_ov,C06_M_MixFld_pr_Tot,C06_M_FldStu_ID_15_19,C06_M_FldStu_ID_20_24,C06_M_FldStu_ID_25_34,C06_M_FldStu_ID_35_44,C06_M_FldStu_ID_45_54,C06_M_FldStu_ID_55_64,C06_M_FldStu_ID_65_74,C06_M_FldStu_ID_75_84,C06_M_FldStu_ID_85o,C06_M_FldStu_ID_Tot,C06_M_FldStu_NS_15_19,C06_M_FldStu_NS_20_24,C06_M_FldStu_NS_25_34,C06_M_FldStu_NS_35_44,C06_M_FldStu_NS_45_54,C06_M_FldStu_NS_55_64,C06_M_FldStu_NS_65_74,C06_M_FldStu_NS_75_84,C06_M_FldStu_NS_85o,C06_M_FldStu_NS_T,C06_M_Tot_15_19,C06_M_Tot_20_24,C06_M_Tot_25_34,C06_M_Tot_35_44,C06_M_Tot_45_54,C06_M_Tot_55_64,C06_M_Tot_65_74,C06_M_Tot_75_84,C06_M_Tot_85o,C06_M_T_T,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85_ov,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85_ov,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85_ov,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85o,C11_M_Arch_building_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85o,C11_M_AgEnv_RS_Tot
113031266,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,9,23,58,65,74,55,25,21,3,341,3,5,16,27,27,21,12,3,0,109,3,9,27,37,33,37,15,3,0,155,0,0,0,6,5,8,3,0,0,22,0,0,6,13,18,8,3,0,0,54,3,8,18,15,19,14,8,0,0,72,0,6,4,6,3,6,3,3,0,33,0,0,0,3,0,0,0,0,0,7,0,0,9,3,11,9,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,32,11,13,33,40,23,50,38,6,252,49,69,167,213,233,179,121,62,11,1102,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,16,60,55,78,68,49,14,8,346,6,14,13,22,32,23,9,3,0,132,3,12,19,34,33,39,19,9,0,161
113031267,0,3,11,13,29,15,3,0,0,76,4,12,17,19,13,0,0,0,0,65,9,74,163,209,187,172,77,37,6,929,14,35,69,84,85,57,37,22,0,396,0,7,36,35,42,30,22,4,0,179,0,3,17,29,27,32,8,11,0,130,0,3,19,37,90,46,24,12,0,226,4,30,77,102,117,72,26,14,0,444,0,9,29,51,45,24,9,11,0,178,0,14,3,14,13,9,0,3,0,49,5,13,34,21,16,11,7,3,0,106,0,0,0,3,0,0,0,0,0,4,0,6,5,10,9,8,6,0,0,49,63,36,41,66,68,48,60,52,22,459,105,252,511,690,744,525,284,168,32,3313,0,0,11,21,20,11,10,0,0,71,9,9,27,9,14,7,0,0,0,67,13,71,160,187,202,189,96,39,11,978,12,51,80,81,84,91,39,26,0,462,3,4,20,41,38,48,32,9,0,190
113031268,0,7,6,8,5,4,3,0,0,33,0,9,4,4,4,0,0,0,0,22,3,18,26,34,31,13,10,4,0,134,5,14,9,20,26,8,4,3,0,84,0,10,12,12,8,3,4,0,0,52,3,0,0,3,6,0,3,0,0,21,0,0,5,11,9,3,0,0,0,29,0,8,11,19,4,8,0,3,0,52,0,3,11,11,11,0,5,0,0,43,0,0,9,0,0,0,0,0,0,14,3,0,11,10,8,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9,11,5,13,10,15,6,7,5,0,80,31,76,121,136,124,51,38,20,7,606,0,0,4,3,9,5,0,0,0,24,0,3,14,0,0,0,0,0,0,21,3,14,38,37,38,18,13,13,4,174,3,11,16,15,25,16,3,8,0,88,3,6,20,13,8,6,3,3,0,64
113031269,0,4,17,11,20,8,6,3,0,61,0,21,22,9,15,9,0,0,0,78,15,84,245,262,219,133,71,55,4,1089,11,50,95,84,90,58,29,17,4,443,0,22,48,35,34,23,20,8,0,184,0,8,18,31,36,16,4,7,0,112,4,3,27,44,61,38,16,5,0,195,5,44,100,91,76,47,19,3,7,401,0,9,42,44,39,18,12,5,3,172,0,13,17,20,16,5,0,0,0,71,3,30,42,40,26,14,12,6,0,175,0,0,0,0,3,0,0,0,0,5,0,0,14,7,12,4,0,0,0,48,83,25,71,83,85,64,61,51,9,536,129,304,759,759,729,436,252,169,34,3570,0,4,15,20,18,16,11,0,3,87,5,17,37,26,18,5,0,0,0,103,20,119,254,243,238,176,79,45,22,1199,20,74,126,90,101,77,36,21,9,549,4,13,34,48,40,30,24,11,3,209
113031270,0,8,21,10,7,3,0,0,0,48,0,23,34,17,9,3,0,0,0,82,19,72,123,101,101,73,42,20,6,557,10,32,64,46,59,30,25,13,0,291,3,23,45,26,21,15,7,9,0,151,0,6,22,25,12,15,4,4,0,95,0,3,28,13,24,18,4,8,0,103,6,26,74,53,48,19,9,3,0,236,0,16,24,28,34,22,5,3,3,143,4,26,25,6,5,7,4,0,0,75,9,17,34,14,20,4,4,4,0,110,0,0,0,0,0,0,0,0,0,4,0,4,11,11,12,5,3,0,0,52,44,65,60,48,62,65,62,60,19,491,91,324,573,403,419,289,176,122,34,2434,0,4,28,11,8,6,0,0,0,59,0,12,33,8,8,10,3,0,0,74,14,69,114,96,107,94,47,23,8,584,6,40,75,42,57,50,19,11,4,307,7,15,32,32,26,19,14,5,9,150
113031271,0,0,9,13,5,3,3,0,0,36,3,11,6,5,6,3,0,0,0,29,19,59,138,181,168,102,48,17,3,745,9,11,44,53,77,36,19,6,3,257,8,27,80,115,108,82,38,8,3,468,0,3,5,9,21,11,3,0,0,60,0,3,9,13,43,16,3,4,0,92,3,12,37,48,49,32,8,3,0,188,0,3,19,27,33,10,9,4,0,99,0,3,4,8,7,4,0,0,0,23,4,8,25,15,18,14,8,3,0,83,0,0,0,0,3,0,0,0,0,8,0,8,10,0,9,5,3,0,0,37,42,17,42,73,68,72,57,49,7,431,92,163,418,555,604,399,192,97,16,2549,0,0,0,12,8,7,0,0,0,35,3,3,8,5,4,4,0,0,0,32,28,59,152,181,177,144,67,32,4,830,13,25,42,52,62,55,23,8,0,286,9,18,67,103,116,93,50,18,0,477
114011272,0,0,3,8,9,19,7,3,0,59,0,0,3,3,5,3,0,0,0,15,3,15,50,100,145,139,131,65,16,662,4,16,31,48,61,46,41,18,5,262,3,7,12,26,20,16,11,3,0,91,0,0,6,12,29,17,17,4,0,92,0,0,10,13,37,28,14,8,0,118,0,4,10,30,38,56,30,11,3,188,0,3,12,12,29,31,19,7,0,109,0,0,8,9,7,11,0,0,0,34,0,5,7,19,14,12,17,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,7,3,0,24,47,3,14,35,51,39,54,73,18,327,57,65,162,325,449,427,341,200,37,2055,0,0,3,4,11,16,17,4,0,59,0,3,3,0,8,3,3,0,0,25,3,21,53,81,119,164,146,71,31,689,0,18,57,56,50,49,41,23,7,303,0,6,13,20,25,11,16,4,0,97
114011273,0,0,0,3,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,4,23,41,56,64,45,33,3,274,0,7,17,30,23,28,17,4,3,131,0,3,0,8,6,5,4,0,0,25,0,0,0,3,3,3,0,0,0,10,0,0,0,3,10,3,3,3,0,22,0,0,0,13,16,13,4,3,0,48,0,0,6,8,9,7,5,0,0,33,0,0,3,4,5,5,0,0,0,12,0,0,0,4,9,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,16,14,4,11,14,8,20,24,26,6,139,14,20,69,128,145,143,113,80,10,731,0,0,0,0,4,0,6,0,3,19,0,0,0,0,0,0,0,0,0,0,3,15,22,40,61,61,67,33,3,318,3,4,12,22,40,17,25,10,0,141,0,0,3,8,4,3,3,3,0,26
114011274,0,0,0,3,0,12,4,0,0,18,0,3,3,0,0,0,0,0,0,8,3,11,40,64,89,87,82,51,8,439,4,8,31,29,48,23,17,18,0,183,0,4,5,3,6,0,0,3,0,37,0,0,0,10,3,0,9,0,0,27,0,0,3,0,12,7,7,0,0,40,0,5,3,15,10,19,8,5,0,70,0,0,8,10,6,8,3,3,0,35,0,0,0,4,0,0,5,0,0,12,0,5,4,5,8,12,3,5,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,18,22,7,18,36,36,43,35,54,12,258,29,49,112,180,241,217,190,147,24,1189,0,3,0,0,0,6,11,0,0,19,0,0,0,3,6,4,0,0,0,12,7,14,41,49,82,97,95,54,15,447,0,8,41,27,37,38,27,18,8,203,0,3,9,10,8,3,3,4,4,48
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,0,0,0,4,10,4,3,0,0,28,0,0,0,5,0,3,0,0,0,11,0,12,30,48,61,63,59,47,3,320,3,8,7,24,35,21,12,5,4,125,0,6,0,3,7,3,0,0,0,20,0,0,0,7,5,0,3,3,0,22,0,0,3,8,25,12,8,4,0,64,3,0,7,5,18,23,8,6,0,81,0,3,4,6,17,11,8,4,0,49,0,0,3,0,5,3,0,0,0,15,0,0,3,4,9,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,16,13,0,15,16,21,24,23,32,3,149,20,29,76,142,216,179,134,111,15,926,0,0,3,3,3,8,9,0,0,29,0,3,0,6,3,0,0,0,0,16,0,13,34,43,55,61,61,34,18,321,0,3,19,17,27,39,21,17,3,145,0,0,0,3,5,6,4,0,0,21
114011277,0,0,8,17,20,11,9,7,0,72,4,7,12,7,13,3,3,0,0,56,8,57,199,249,281,210,153,76,10,1244,3,32,74,63,81,68,41,21,0,391,4,4,11,23,23,9,7,6,0,88,0,3,12,27,42,24,14,8,0,127,0,0,16,21,48,44,23,11,0,163,0,13,33,75,60,57,23,9,0,271,0,13,27,33,31,20,13,12,0,152,0,5,11,9,4,6,3,3,3,43,0,9,31,22,25,22,9,8,0,134,0,0,0,0,3,0,0,0,0,9,0,4,4,11,12,5,10,3,3,51,71,36,61,67,83,74,77,65,14,543,93,191,504,631,727,553,383,221,35,3339,0,7,10,19,18,13,9,4,0,72,0,4,21,10,13,4,3,0,0,61,5,56,173,224,282,235,194,86,27,1287,3,32,69,73,83,83,40,27,9,422,7,8,17,28,21,20,7,11,3,117
114011278,0,3,8,10,7,11,5,3,0,41,4,10,21,10,7,0,0,0,0,57,14,97,259,275,213,167,115,63,9,1208,4,20,70,67,77,50,41,18,6,352,3,9,12,21,12,13,9,4,0,79,0,0,16,23,23,14,6,4,0,83,0,0,8,10,37,11,10,12,0,89,3,19,47,35,32,27,18,12,3,195,0,3,16,32,27,13,18,9,0,131,0,3,7,11,5,3,0,7,0,33,0,11,31,20,21,12,11,3,0,112,0,0,0,0,0,0,0,0,0,5,0,3,6,11,7,3,3,0,0,38,81,45,103,119,106,104,88,76,13,741,111,224,611,637,573,433,327,204,41,3162,0,3,4,11,9,7,3,3,3,43,3,6,16,12,10,3,0,0,0,52,9,107,261,240,282,192,156,80,18,1344,0,28,49,75,71,68,41,29,11,383,3,7,20,22,18,12,9,0,0,93
114011279,0,0,0,8,7,3,10,0,0,22,0,7,3,4,9,3,3,0,0,29,3,26,115,177,180,197,171,93,20,987,3,28,60,74,64,88,70,37,3,422,0,9,8,22,10,6,4,0,0,56,0,3,3,12,21,11,4,5,0,55,0,0,5,12,19,21,8,8,0,69,3,12,12,24,43,21,25,14,0,152,0,3,11,21,13,12,6,10,0,78,0,4,5,4,6,5,4,0,0,29,8,3,18,20,18,20,10,15,0,116,3,0,0,0,0,0,0,0,0,3,0,3,3,8,8,9,0,4,0,33,49,18,43,56,54,76,113,85,13,507,68,115,295,444,437,474,432,265,44,2575,0,0,5,6,4,8,8,0,0,33,3,8,15,5,6,0,7,0,0,44,16,29,91,131,179,206,181,110,30,970,4,24,68,79,66,82,76,30,4,426,3,9,16,23,15,10,6,0,0,81
114011280,0,0,0,0,0,6,0,7,0,12,0,0,0,3,0,0,0,0,0,8,0,3,15,46,59,86,102,71,7,395,0,4,15,30,38,38,36,22,3,185,0,0,4,4,5,3,4,0,0,25,0,0,0,4,5,7,4,0,0,22,0,0,3,5,7,6,6,3,0,29,0,3,3,3,7,17,12,5,0,55,0,0,3,6,4,0,6,0,0,18,0,0,0,0,0,0,0,0,0,4,0,8,6,9,13,6,7,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,15,9,8,16,20,35,44,43,5,193,16,28,59,118,162,208,222,153,23,987,0,0,0,0,0,3,3,0,0,10,0,0,0,3,0,7,0,0,0,12,3,6,23,40,65,81,108,55,18,400,0,6,14,14,37,35,38,16,5,164,0,0,4,3,8,3,3,0,0,27
114011281,0,0,0,0,4,4,0,0,0,10,0,0,3,3,0,0,0,0,0,7,4,9,19,46,77,61,25,12,3,264,0,6,15,15,24,24,7,3,0,106,0,4,3,4,5,5,0,0,0,28,0,0,0,3,8,4,0,0,0,21,0,0,0,3,12,8,4,0,0,24,0,0,0,13,9,9,4,0,0,26,0,0,3,7,3,6,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,3,6,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,6,10,11,25,21,6,9,0,95,17,26,59,118,178,149,52,22,5,629,0,0,0,0,3,9,3,3,0,16,0,5,3,0,0,7,0,0,0,13,0,15,21,53,91,104,46,20,0,340,0,3,14,36,28,28,22,10,0,145,0,3,8,7,8,7,9,0,0,41
114011282,0,0,9,7,9,15,13,5,0,55,0,4,3,4,0,3,0,0,0,15,3,28,85,159,182,184,203,111,19,979,7,17,73,91,121,67,77,37,7,500,4,6,15,22,27,12,9,9,0,112,0,0,8,13,20,13,10,10,0,84,0,0,11,18,54,37,22,14,3,166,3,17,27,29,41,61,38,36,8,243,0,3,15,25,36,28,26,12,3,149,0,3,6,7,11,5,11,6,0,48,0,5,21,35,22,31,9,9,3,141,0,0,0,0,0,3,0,0,0,5,0,3,3,0,7,0,3,5,3,19,68,18,51,58,78,78,103,105,15,576,92,108,334,474,615,539,521,359,59,3091,0,0,0,4,16,14,17,6,3,59,3,5,5,3,3,4,3,0,0,26,6,28,61,116,181,197,190,132,38,950,3,19,54,91,119,100,81,39,14,523,0,8,25,28,32,19,20,16,0,132
114011283,0,0,0,3,3,8,11,3,0,30,0,0,0,3,3,0,0,0,0,10,0,8,32,54,118,98,76,42,5,431,3,19,21,53,75,36,32,9,0,260,0,0,11,15,8,9,8,0,0,47,0,0,3,7,9,3,3,4,0,28,0,0,0,3,22,17,6,0,0,59,0,3,5,7,14,26,11,0,0,70,0,3,3,10,7,14,6,0,0,46,0,0,3,3,6,3,5,0,0,17,0,0,12,4,8,8,0,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,14,23,4,15,17,37,28,29,40,4,199,27,42,104,186,324,261,191,110,16,1264,0,0,0,5,4,7,5,7,0,33,0,0,0,3,0,0,0,0,0,9,3,11,31,43,91,106,104,32,11,438,0,13,20,35,73,72,36,24,0,272,0,0,3,14,16,17,11,5,0,62
114021284,0,3,6,17,16,17,13,10,4,77,0,9,7,10,13,3,0,0,0,34,0,18,50,141,157,154,147,71,19,754,3,15,47,69,60,47,46,20,0,312,0,11,12,23,20,17,12,3,4,101,0,0,11,34,37,35,40,26,5,185,0,0,9,27,55,58,25,15,0,186,3,5,23,87,91,114,90,46,10,460,0,12,16,43,55,57,29,26,3,247,0,3,8,11,13,7,13,0,4,62,3,12,22,20,12,11,4,3,0,84,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,10,6,3,3,43,41,28,30,42,65,66,70,72,23,435,53,109,240,524,600,578,494,287,90,2973,0,0,4,10,14,18,20,13,4,89,0,7,5,3,13,4,0,3,0,35,0,16,50,96,149,150,180,107,27,771,5,14,30,56,70,44,51,20,4,300,3,4,11,24,18,18,14,4,0,102
114021285,0,0,0,6,6,4,3,3,0,18,0,4,3,0,3,0,0,0,0,16,3,23,92,131,108,61,33,16,0,468,0,7,31,37,29,17,19,3,0,136,0,3,15,14,5,3,3,0,0,42,0,0,5,10,3,8,6,3,0,38,0,0,3,4,18,14,9,0,0,44,0,3,12,20,16,13,9,0,0,71,0,0,6,7,9,5,7,0,0,37,0,5,7,4,7,3,0,3,0,28,0,9,16,8,7,4,3,5,0,41,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,4,0,0,0,19,31,9,30,35,25,16,23,7,0,171,36,52,217,286,232,163,114,40,3,1141,0,0,0,5,0,3,0,0,0,12,0,3,10,5,0,3,0,0,0,29,9,31,72,123,124,67,44,18,3,494,3,18,29,32,45,19,16,7,0,160,0,5,15,16,8,6,7,0,0,58
114021286,0,0,5,6,11,7,7,3,0,37,0,7,4,5,5,0,0,0,0,24,6,11,57,96,105,97,63,31,3,480,3,17,47,41,46,34,33,5,3,229,0,7,18,18,10,8,6,3,0,67,0,0,6,18,13,13,9,5,0,51,0,0,7,18,36,24,10,9,0,103,0,11,25,28,42,38,22,4,0,169,0,3,14,24,36,16,22,3,0,119,0,3,8,7,3,12,8,0,0,37,0,9,17,15,5,6,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,21,29,18,27,37,61,32,56,30,17,308,42,81,225,310,376,307,233,97,27,1697,0,0,3,5,3,10,6,7,0,40,0,0,8,6,3,8,0,0,0,26,3,26,47,94,118,98,93,44,13,528,0,16,39,45,40,44,32,12,0,236,0,3,20,20,13,10,6,3,0,76
114021287,0,0,0,3,11,5,3,3,0,26,0,0,3,4,0,0,0,0,0,8,3,28,76,115,127,95,61,39,9,552,0,17,42,54,38,26,15,12,0,207,0,3,11,17,8,7,3,0,0,62,0,0,6,7,10,9,5,0,0,48,0,0,5,8,26,21,11,3,0,71,3,7,23,15,31,35,27,14,5,156,0,0,0,27,13,17,18,3,3,82,0,0,0,7,13,4,7,0,0,32,0,7,19,18,12,10,5,0,0,74,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,0,3,0,15,35,13,26,43,40,31,26,31,3,249,42,76,213,322,329,265,198,115,18,1588,0,0,3,0,11,8,3,5,0,31,0,4,3,3,4,0,3,0,0,16,13,38,81,95,160,114,87,57,7,651,4,13,45,52,53,35,29,16,3,246,0,9,18,20,22,14,7,0,0,96
114021288,0,0,3,3,3,7,4,0,0,24,0,3,3,0,3,7,0,0,0,13,3,12,33,50,56,52,33,12,3,259,0,3,13,33,20,20,8,0,0,97,0,5,14,17,6,10,7,3,0,65,0,0,0,3,9,15,9,6,0,46,0,0,0,0,16,9,6,0,0,29,0,4,5,13,26,27,16,0,0,86,0,0,6,7,16,19,9,0,0,58,0,0,0,3,3,3,0,0,0,14,0,4,3,5,8,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,11,5,7,14,18,30,23,12,4,125,15,32,92,159,202,190,121,36,14,850,0,0,0,7,3,6,4,3,0,25,0,0,6,6,4,7,0,0,0,23,0,6,13,40,73,67,47,14,0,260,0,7,11,30,26,11,11,3,0,94,3,3,12,19,17,6,10,3,0,74
114021289,0,0,0,8,5,15,10,3,0,47,0,8,0,0,0,3,0,0,0,15,3,11,44,85,86,87,50,26,4,399,0,10,22,30,45,40,25,8,4,183,5,3,12,27,14,8,10,3,0,80,0,0,0,3,14,11,11,4,0,52,0,0,3,13,13,22,13,4,0,71,0,3,12,28,27,52,34,11,0,162,0,0,5,18,23,27,12,7,0,100,0,3,3,3,10,4,4,3,0,30,0,3,9,19,10,6,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,18,22,5,13,22,24,48,26,32,10,207,37,46,128,254,286,331,202,108,28,1421,0,3,5,7,4,18,22,4,0,62,0,0,3,0,5,3,0,0,0,20,3,17,30,72,113,111,102,38,5,481,3,3,16,31,41,42,29,9,0,181,0,10,13,20,18,14,9,3,0,98
115011290,0,8,36,47,38,37,11,8,0,194,3,31,117,96,35,11,4,0,0,289,0,57,269,376,309,302,185,78,8,1596,3,35,116,114,71,62,40,12,3,456,0,8,32,25,11,9,0,3,0,84,0,4,39,43,32,25,18,3,3,164,0,11,35,42,55,48,24,15,4,227,4,70,211,245,190,168,57,20,0,970,0,22,81,65,69,40,15,12,5,301,0,11,36,21,14,13,3,3,0,103,8,8,42,33,17,8,9,0,0,124,0,0,0,0,0,0,0,0,0,4,0,6,13,10,6,15,3,4,0,55,49,50,95,81,58,63,57,42,12,498,76,317,1118,1198,911,792,434,193,44,5083,0,5,25,51,42,34,23,9,0,195,3,19,157,184,67,18,6,0,0,450,3,42,216,379,327,241,234,95,17,1557,4,22,86,138,87,64,46,16,3,472,0,12,30,29,15,9,4,3,0,99
115011291,0,6,10,30,46,24,10,0,0,139,5,35,61,80,68,21,3,0,0,269,3,44,148,327,394,308,113,32,6,1376,4,28,51,93,66,58,37,14,4,361,3,6,12,15,12,10,3,0,0,63,0,11,22,36,63,44,15,6,0,191,0,3,10,27,45,42,11,7,3,146,19,68,134,250,306,203,39,14,6,1045,0,27,46,55,49,39,15,0,0,243,0,19,22,12,11,7,0,0,0,77,5,13,16,16,16,13,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,7,0,8,13,11,0,0,0,45,73,30,37,51,84,66,35,18,3,392,113,293,573,996,1190,844,300,88,21,4415,0,6,18,34,53,31,20,4,0,162,0,22,73,74,86,39,4,0,0,295,3,49,122,284,388,334,180,47,10,1425,4,42,53,86,74,57,48,11,3,385,3,5,12,27,12,9,5,3,0,81
