SA2_MAINCODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
127021511,77,160,203,269,475,114,63,3,0,48,138,167,205,369,87,25,0,0,67,159,153,186,337,3749,3757,443,450,4808,5261,8998,9460,18461
127021512,50,124,191,239,426,100,60,3,3,47,136,147,200,348,57,24,3,0,40,107,104,130,233,2670,2695,355,364,3099,3467,6118,6525,12647
127021513,43,150,160,237,396,91,62,0,0,31,115,129,177,306,68,27,0,0,36,169,102,192,299,3261,3300,378,374,3894,4441,7530,8121,15657
127021514,19,51,92,88,178,41,20,3,0,12,37,55,64,112,29,6,0,0,14,40,40,52,92,1965,1963,135,138,1588,1831,3691,3937,7630
127021515,50,117,188,210,400,85,50,4,3,43,141,129,193,315,66,33,0,0,32,119,94,151,246,2974,2984,226,226,3299,3596,6495,6812,13305
127021516,61,132,261,257,519,88,58,4,0,39,105,132,166,293,68,22,4,3,39,127,107,150,257,3282,3313,339,352,3287,3760,6911,7419,14328
127021517,15,67,102,114,216,60,30,0,0,7,35,69,60,128,25,9,0,0,24,40,53,50,96,1648,1654,114,110,1398,1497,3159,3258,6419
127021518,10,26,62,64,129,34,16,0,0,9,31,47,47,96,21,3,0,0,8,19,32,19,50,880,891,56,54,720,611,1663,1557,3218
127021519,55,144,250,273,521,137,70,3,0,46,130,189,200,386,59,20,3,0,39,125,107,146,248,3249,3260,325,329,3091,3327,6666,6917,13579
127021520,22,67,141,141,285,49,25,0,0,15,69,60,93,159,37,11,0,0,21,78,57,93,152,2103,2123,169,178,1741,2085,4010,4381,8390
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,11
127031522,30,110,128,192,317,69,41,0,0,31,73,101,117,218,44,12,0,5,33,113,79,131,212,2890,2908,324,325,2233,2618,5447,5853,11298
127031523,32,74,193,142,329,72,41,0,0,22,77,103,119,221,36,17,0,0,28,77,64,100,169,3759,3779,464,478,2433,2672,6654,6925,13580
127031524,21,79,99,132,236,48,33,5,0,16,51,69,84,158,29,14,0,0,28,65,56,79,132,3959,4018,596,640,2407,2700,6964,7364,14325
127031598,60,164,249,279,523,110,56,0,0,35,129,148,187,336,59,23,0,4,39,132,105,152,257,4307,4289,463,461,4116,4471,8879,9223,18107
127031599,40,92,146,165,308,48,22,3,0,35,83,86,104,198,30,14,0,0,18,64,51,76,127,1773,1780,222,227,1957,2120,3954,4128,8083
127031600,23,64,97,107,206,35,17,3,0,8,54,46,72,117,25,5,0,0,7,71,35,79,116,3505,3540,278,298,2163,2471,5948,6300,12247
127031601,16,37,44,57,104,12,6,0,0,15,36,30,45,76,13,3,0,0,11,29,20,29,55,790,787,154,133,1072,1029,2016,1952,3964
128011529,42,109,209,250,455,133,84,4,0,40,105,178,187,371,90,40,0,0,44,129,134,174,308,3621,3672,534,528,2091,2612,6249,6819,13065
128011530,59,159,268,328,592,146,129,4,7,39,159,186,291,483,120,59,3,4,78,253,198,313,508,3352,3383,512,522,2465,3169,6330,7076,13407
128011531,39,151,301,360,665,179,119,10,3,47,152,233,272,509,150,73,5,4,64,258,220,337,552,3286,3323,368,370,1975,2554,5634,6251,11885
128011602,39,117,113,176,289,41,48,0,0,33,109,82,153,232,47,21,3,0,41,179,91,206,299,1819,1843,513,530,1744,2202,4070,4579,8648
128011603,26,80,160,188,353,108,77,3,0,30,112,140,191,335,76,37,3,0,51,147,129,189,317,2600,2655,247,246,1484,1770,4331,4672,9010
128011604,54,131,235,278,508,129,88,4,0,61,141,194,226,418,81,48,3,3,64,199,150,249,398,3857,3889,1241,1261,3549,3869,8640,9025,17665
128011605,0,12,35,41,74,28,18,0,0,7,10,33,28,61,14,9,0,0,10,24,26,28,56,743,748,55,55,378,392,1179,1194,2379
128011606,13,38,97,83,177,37,35,0,0,18,53,55,88,148,42,20,4,0,32,85,72,108,177,1571,1599,206,216,1015,1150,2793,2966,5757
128021533,22,55,99,110,210,55,32,0,0,24,61,78,96,172,31,17,0,0,21,79,52,91,148,1336,1343,168,179,818,952,2325,2482,4799
128021534,12,28,112,91,197,39,19,0,0,9,32,51,53,100,30,11,0,0,17,42,45,56,97,2461,2482,181,175,1435,1448,4069,4105,8173
128021535,28,85,163,175,333,53,40,3,3,27,63,84,105,184,44,16,0,0,26,92,71,105,177,4496,4538,463,483,2844,3101,7796,8121,15917
128021536,41,106,224,237,463,107,79,4,4,36,103,141,181,321,89,44,0,3,52,154,144,198,348,4532,4599,541,559,2403,2791,7477,7948,15430
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,9
128021538,61,159,233,307,536,132,91,0,0,44,137,176,229,402,84,42,0,0,64,211,149,254,399,3580,3607,873,904,2873,3571,7329,8081,15413
128021607,36,87,210,217,425,95,59,0,6,28,73,120,133,256,42,20,4,0,18,94,68,113,176,3604,3641,442,447,1889,2212,5931,6297,12229
128021608,18,55,107,126,229,39,19,0,0,14,36,52,59,113,24,9,0,0,15,42,42,48,87,1626,1650,174,185,810,973,2607,2801,5408
128021609,3,6,22,24,48,3,0,0,0,3,6,7,3,11,5,3,0,0,5,7,10,10,17,844,852,76,78,479,511,1408,1437,2843
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
