SA2_MAINCODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
106041128,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,9,0,0,5,22,0,17,5,4,6,0,0,3,0,0,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,33,0,37,22,23,25,10,0,3,0,0,24,212,17,17,12,43,83,151,81,101,310,165,105,79,55,21,162,1405,3,0,0,0,0,0,4,4,16,31,33,17,26,12,3,148,0,0,0,0,0,0,3,5,8,3,0,0,0,0,0,22,0,0,0,0,0,0,3,6,11,19,6,6,7,3,0,65,0,0,0,0,0,0,0,0,5,3,4,0,6,0,0,23,0,0,0,0,3,3,13,3,25,8,0,10,4,0,3,67,0,0,0,0,4,10,9,3,3,3,3,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
106041129,0,0,0,12,0,9,0,0,0,0,0,0,0,0,4,20,0,4,13,18,6,23,7,3,9,3,0,0,0,0,9,97,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,3,8,16,52,4,63,25,23,39,11,0,0,3,0,29,284,26,42,23,67,166,228,132,145,527,214,120,74,62,14,280,2115,3,0,7,4,0,10,7,12,39,52,38,24,23,7,5,230,0,0,0,0,0,3,6,8,3,6,6,0,0,0,0,32,0,0,0,0,0,6,8,17,54,38,19,9,7,0,0,165,0,0,0,0,0,0,0,7,3,3,7,4,8,0,0,31,3,0,0,3,5,3,18,10,21,12,3,14,3,0,10,102,0,3,0,0,3,15,17,6,4,6,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0
107011131,0,3,15,33,8,30,5,0,3,0,0,0,0,0,13,107,9,10,56,97,33,127,28,27,43,9,6,0,0,3,38,492,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,26,5,16,84,170,48,259,95,88,151,51,20,4,0,3,120,1121,31,67,115,195,635,741,352,427,1363,755,415,240,124,42,667,6184,0,0,0,0,0,0,3,12,55,77,92,36,58,10,4,345,0,0,0,0,0,3,5,14,16,6,6,0,0,0,0,50,3,0,0,0,0,0,3,19,84,60,57,13,18,0,8,256,0,0,0,0,0,0,0,4,10,7,7,6,3,0,5,44,0,0,0,0,3,6,24,22,69,33,8,26,3,0,12,220,0,3,0,3,3,35,30,12,22,16,5,0,0,0,3,129,0,0,0,0,0,5,7,5,9,6,0,3,0,0,4,40,0,0,0,0,0,0,0,0
107011132,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,14,3,16,3,7,18,6,3,0,0,0,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,31,3,47,26,27,47,19,3,3,0,0,14,233,8,12,18,39,86,137,93,97,494,362,216,132,83,11,197,1986,0,0,0,0,0,0,0,0,17,36,44,15,29,8,0,149,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,3,8,20,25,22,7,8,0,0,89,0,0,0,0,0,0,0,4,3,3,0,4,3,0,0,16,0,0,0,0,0,0,8,7,18,16,3,10,3,0,3,68,0,0,0,0,3,0,16,10,6,0,0,4,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,3,7,13,4,3,0,0,0,0,0,0,0,0,8,40,8,5,19,58,16,71,19,12,17,4,3,0,0,0,25,261,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,13,8,9,31,100,24,128,60,38,80,29,7,9,0,0,70,595,18,38,48,119,295,369,168,209,809,593,397,304,236,56,464,4121,0,0,0,0,0,3,0,3,17,41,70,26,44,13,0,214,0,0,0,3,0,3,0,3,6,3,11,0,0,4,0,35,0,0,0,0,0,0,0,9,40,37,28,22,26,3,0,164,0,0,0,0,0,0,0,0,4,6,9,7,4,3,0,26,0,0,0,0,0,5,10,15,41,27,11,13,7,0,5,144,0,0,0,3,3,16,14,19,8,5,6,3,0,0,3,74,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0
107011545,0,0,18,20,3,17,0,3,0,0,0,0,0,0,3,57,0,11,53,63,29,96,30,30,54,5,0,3,0,0,48,417,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,28,0,14,77,111,40,173,77,56,90,22,5,7,0,0,108,778,25,53,101,138,472,453,212,229,683,336,170,89,49,12,417,3442,0,0,0,0,0,0,0,3,18,33,37,18,17,3,0,127,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,19,0,0,0,0,0,0,3,6,28,25,28,5,8,0,0,111,0,0,0,0,0,0,0,3,3,4,3,3,3,0,3,20,0,0,0,0,3,3,22,24,47,19,0,6,0,0,4,132,0,0,3,4,5,14,10,11,4,0,0,0,0,0,0,57,0,0,0,0,0,3,0,4,9,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0
107011546,0,3,13,14,0,12,4,0,0,0,0,0,0,0,12,60,5,9,43,51,33,81,21,27,28,9,0,0,0,0,44,352,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,20,8,11,61,86,35,122,38,47,63,22,8,4,0,0,88,594,23,42,86,98,401,351,135,181,403,214,115,68,39,12,315,2485,0,0,0,0,0,0,0,0,15,20,24,11,8,4,0,84,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,3,7,24,14,12,3,7,0,4,73,0,0,0,0,0,0,0,0,0,3,7,0,3,0,3,11,0,0,0,0,3,5,9,4,23,14,8,4,0,0,4,70,0,0,4,3,0,3,4,5,4,3,0,0,0,0,0,34,0,0,0,0,0,0,3,8,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0
107011547,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,13,0,0,7,11,10,21,4,11,8,0,0,0,0,0,9,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,23,14,38,15,18,28,8,0,0,0,0,20,170,9,7,19,28,179,149,51,85,210,105,60,39,23,3,124,1102,0,0,0,0,0,0,0,3,3,5,14,4,11,3,3,47,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,16,0,0,0,0,0,0,4,0,5,6,9,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,12,10,0,4,0,0,0,37,0,0,0,3,0,3,3,10,10,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,4,13,0,10,0,0,3,0,0,0,0,0,0,33,0,6,15,41,9,46,14,11,24,9,0,0,0,0,14,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,28,69,15,113,48,32,92,16,10,4,3,0,50,493,21,20,31,83,190,261,160,210,878,563,311,208,105,20,380,3453,0,0,0,0,0,0,0,4,30,59,100,32,40,8,6,278,0,0,0,0,0,0,0,3,12,3,5,0,0,0,0,28,0,0,0,0,0,0,0,5,51,56,33,7,5,3,3,175,0,0,0,0,0,0,0,5,4,3,4,3,3,3,0,29,0,0,0,0,0,3,3,11,41,26,8,25,3,0,6,133,0,0,0,3,0,15,10,9,9,4,0,0,0,0,0,55,0,0,0,0,3,0,0,3,4,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0
107031137,0,0,0,11,0,13,3,4,0,0,0,0,0,0,0,32,0,3,16,30,13,47,8,14,13,7,0,0,0,0,18,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,23,56,13,107,50,30,42,21,8,0,0,0,36,403,5,15,31,69,138,259,119,143,473,267,112,58,26,3,185,1910,0,0,0,0,0,0,0,0,21,28,33,15,8,0,0,105,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,3,3,34,14,17,0,4,0,0,83,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,4,13,24,18,0,8,0,0,3,75,0,0,0,0,0,10,15,5,0,3,0,0,0,0,3,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
107031138,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,17,0,0,6,17,3,25,10,6,4,5,0,0,0,0,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,11,37,3,53,34,23,34,11,6,0,0,0,45,257,13,8,25,49,130,221,102,123,378,203,127,118,86,17,212,1807,0,0,0,0,0,0,0,3,10,26,30,18,19,9,3,121,0,0,0,0,0,0,0,9,7,3,3,0,0,0,0,26,0,0,0,0,0,3,3,4,19,19,28,0,18,6,3,104,0,0,0,0,0,0,0,0,3,3,9,3,3,0,0,27,0,0,0,0,4,0,6,6,13,19,8,13,6,4,10,88,0,0,0,0,0,6,13,18,9,13,3,0,0,0,3,75,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0
107031139,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,8,16,3,16,4,0,11,3,0,0,0,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,26,3,40,20,16,44,13,7,4,0,0,22,206,8,17,19,27,91,152,77,89,336,244,138,137,82,18,201,1638,0,0,0,0,0,0,0,7,12,19,30,18,19,12,0,113,0,0,0,0,0,0,4,5,9,0,3,3,0,0,0,32,0,0,0,0,0,0,0,3,10,12,9,4,20,4,0,65,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,11,0,0,0,0,0,3,4,4,17,11,4,16,5,0,0,57,0,0,0,0,0,5,11,8,11,0,0,4,0,0,0,43,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,12,0,0,0,0,0,0,0,0
107031140,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,13,0,0,3,8,0,16,5,4,9,0,0,0,0,0,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,0,32,32,12,45,3,3,0,0,0,25,186,8,10,12,39,96,155,84,87,395,217,153,112,90,28,256,1738,0,0,0,0,0,0,0,5,10,27,23,25,19,8,3,125,0,0,0,0,0,5,7,3,5,3,4,0,3,0,0,35,0,0,0,0,0,0,0,6,13,20,15,18,9,9,0,89,0,0,0,0,0,0,0,0,6,3,3,0,4,4,0,19,0,0,0,0,0,0,4,10,17,12,16,16,3,0,3,79,0,0,0,0,3,5,3,17,12,4,4,5,0,0,3,68,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
107031141,0,0,6,12,3,8,3,0,0,0,0,0,0,0,3,38,0,4,15,20,7,41,10,12,5,0,0,0,0,0,15,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,27,46,11,82,50,25,47,19,9,9,3,0,52,388,18,37,33,63,196,264,146,170,656,507,287,215,111,30,346,3081,0,0,0,0,0,0,3,6,18,41,57,46,50,10,3,234,0,0,0,0,0,0,3,5,5,3,0,0,0,0,3,24,0,0,0,0,0,4,0,10,30,43,36,20,13,0,0,158,0,0,0,0,0,0,0,0,7,6,15,3,3,0,0,36,0,0,0,0,0,8,10,13,39,27,3,26,8,3,3,139,0,0,3,3,3,15,12,11,9,3,8,0,0,0,0,69,0,0,0,0,0,4,0,4,3,3,0,0,0,0,3,19,0,0,0,0,0,0,0,0
107031142,0,0,0,11,0,13,3,0,0,0,0,0,0,0,3,33,0,3,16,26,14,45,12,9,20,5,3,0,0,0,19,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,26,54,15,106,50,32,80,18,7,0,0,0,37,433,10,38,33,73,226,296,147,163,570,380,203,125,82,15,267,2643,0,0,0,0,0,0,0,4,22,33,53,16,19,10,0,151,0,0,0,3,0,3,0,4,6,0,9,0,0,0,3,24,0,0,0,0,0,0,4,3,45,34,16,8,5,0,7,119,0,0,0,0,0,0,0,0,0,4,5,4,3,0,3,25,0,0,0,0,0,0,11,9,33,22,0,12,0,0,0,95,0,0,3,3,6,14,9,8,3,8,0,0,0,0,0,47,0,0,0,0,3,0,0,3,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0
107031143,3,5,15,49,0,26,3,8,0,0,0,0,0,0,14,118,7,19,69,110,49,163,41,42,51,18,3,4,0,0,78,649,0,0,0,0,0,0,0,3,0,0,0,3,0,0,23,35,14,26,81,203,61,308,125,85,138,35,16,10,5,4,168,1275,29,66,125,233,652,788,361,372,1125,554,286,175,92,25,695,5580,0,0,0,0,0,0,0,0,36,67,85,20,25,3,3,245,0,0,0,0,0,3,4,10,9,4,3,0,3,0,0,45,0,0,0,0,0,0,6,16,72,57,38,17,19,3,3,227,0,0,0,0,0,0,0,7,12,3,5,3,5,0,5,40,0,0,3,0,10,4,30,18,76,43,5,10,7,0,6,208,0,0,3,0,0,23,10,13,19,3,3,3,0,3,3,89,0,0,0,0,3,4,5,5,9,3,4,4,0,0,4,37,0,0,0,0,0,3,0,0
107041144,0,0,14,22,3,12,5,0,0,0,0,0,0,0,0,61,7,6,49,56,26,83,20,31,44,19,8,3,0,0,48,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,7,11,79,99,32,151,69,69,149,45,22,18,3,0,105,858,36,45,105,142,489,502,227,291,959,590,396,303,237,82,578,4964,0,0,0,0,0,0,3,11,31,57,99,58,63,32,5,358,0,0,0,0,0,4,6,9,11,7,5,3,0,0,3,49,3,0,0,0,0,0,0,8,34,48,33,21,33,7,0,186,0,0,0,0,0,0,0,3,8,10,10,3,5,0,0,35,0,0,0,0,6,4,16,11,35,23,13,18,5,4,4,145,0,0,3,3,8,18,22,15,27,8,8,0,0,0,0,118,0,0,0,0,0,3,0,3,7,7,0,0,0,0,6,28,0,0,0,0,0,0,0,0
107041145,0,4,17,34,3,19,0,0,3,0,0,0,0,0,7,86,14,6,45,91,32,114,24,18,38,18,0,4,0,0,49,454,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,25,12,14,71,157,36,209,73,67,119,36,6,15,3,0,104,910,31,54,101,175,399,494,198,266,808,490,292,195,96,21,464,4103,0,0,0,0,0,0,3,9,21,54,77,37,46,7,6,257,0,0,0,0,0,3,3,5,17,9,3,0,0,0,0,39,0,0,0,0,0,0,3,14,38,43,25,9,20,0,3,151,0,0,0,0,0,0,0,3,0,5,9,7,3,3,0,36,0,0,0,0,3,7,6,16,40,34,4,14,3,0,8,145,0,0,4,3,10,17,15,15,20,3,3,0,3,0,0,98,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0
107041146,4,0,3,11,3,10,4,0,5,0,0,0,0,0,0,37,7,4,17,44,14,60,17,19,37,6,3,3,0,0,26,259,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,8,12,7,24,72,19,120,54,40,135,45,28,14,3,0,71,634,41,47,43,112,359,502,215,284,1020,676,506,418,310,89,563,5168,4,0,0,0,0,0,3,12,19,37,88,49,69,26,0,308,0,0,0,0,0,7,3,9,12,7,8,0,4,0,0,51,0,0,0,0,0,0,3,14,34,33,44,27,35,7,3,207,0,0,0,0,0,0,0,4,6,11,10,0,13,6,0,56,0,0,0,3,3,3,9,17,44,29,12,32,5,0,8,163,0,0,4,3,11,27,19,17,39,14,4,3,5,3,3,144,0,0,0,0,0,0,6,4,6,0,0,3,0,3,0,21,0,0,0,0,0,0,0,0
107041147,0,0,0,8,0,3,0,3,0,0,0,0,0,0,0,17,0,0,3,12,0,17,3,3,8,0,0,0,0,0,8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,4,11,29,0,45,27,17,53,19,7,8,0,0,31,246,13,15,16,38,45,128,70,90,423,349,221,224,136,42,302,2111,0,0,0,0,0,0,0,3,9,23,39,30,48,26,0,180,0,0,0,0,0,0,4,3,9,5,5,3,3,0,0,30,0,0,0,0,0,0,0,3,17,19,18,15,18,6,3,101,0,0,0,0,0,0,0,0,0,8,0,0,4,5,0,19,0,0,0,0,0,0,0,4,6,5,3,9,6,0,0,33,0,0,0,0,0,4,7,4,7,4,0,3,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
107041148,0,0,5,9,0,5,0,0,0,0,0,0,0,0,0,18,3,3,4,15,10,39,8,14,16,3,3,0,0,0,12,124,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,9,8,8,8,45,10,75,38,42,67,25,10,14,4,0,60,411,26,18,25,55,136,207,99,135,455,371,264,268,233,80,372,2743,0,0,0,0,0,0,0,3,14,16,42,26,74,41,6,221,0,0,0,0,0,0,3,10,9,11,5,4,9,4,0,51,0,0,0,0,0,0,3,8,16,30,29,17,29,4,0,144,0,0,0,0,0,0,0,0,7,6,7,6,4,0,0,30,0,0,0,0,0,0,4,5,16,14,8,26,11,0,4,85,0,0,3,0,5,5,7,12,16,11,3,0,0,0,0,65,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0
107041150,0,0,9,21,0,16,5,3,0,0,0,0,0,0,5,59,5,9,31,61,18,81,25,23,30,14,5,3,0,0,43,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,5,46,105,19,164,80,77,126,43,18,11,3,3,112,818,29,43,67,123,335,429,236,263,859,652,426,363,231,60,571,4696,0,0,0,0,0,0,3,0,23,41,85,58,91,27,3,326,0,0,0,0,0,3,6,6,11,5,6,3,3,3,0,53,0,0,0,0,0,0,3,6,43,43,45,22,19,8,3,201,0,0,0,0,0,0,0,0,5,7,12,5,3,3,0,41,0,0,0,0,0,0,12,17,43,33,8,31,3,3,3,159,0,0,0,0,7,17,13,13,17,3,4,4,0,0,0,73,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,29,0,0,0,0,0,0,0,0
107041548,0,0,0,8,3,6,0,4,0,0,0,0,0,0,3,22,3,0,14,27,12,30,11,10,15,4,0,0,0,0,18,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,17,46,12,55,36,30,62,27,11,12,4,0,46,355,19,19,37,53,160,196,102,112,403,243,167,151,111,40,217,2037,3,0,0,0,0,0,3,5,20,52,97,49,76,29,0,334,0,0,6,0,0,12,3,14,12,4,9,3,3,4,0,76,0,0,0,0,0,0,0,11,47,43,40,18,31,8,0,194,0,0,0,0,0,0,0,0,3,8,9,8,3,3,0,32,0,0,3,0,7,3,18,8,37,24,9,36,9,0,7,162,0,6,0,4,8,12,24,9,15,10,9,3,3,4,3,97,0,0,0,0,0,0,4,0,0,8,3,3,3,0,5,19,0,0,0,0,0,0,0,0
107041549,3,0,6,11,0,8,0,0,0,0,0,0,0,0,6,38,3,0,20,43,24,70,12,19,32,9,0,0,0,0,18,250,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,17,5,3,33,73,27,133,56,60,98,36,8,12,3,0,68,617,32,41,62,107,268,387,166,200,640,405,246,201,143,36,430,3353,0,0,0,0,0,0,0,8,31,49,83,24,64,21,6,291,0,0,3,3,3,6,4,13,15,9,3,0,0,0,3,58,0,0,0,0,0,0,4,17,42,33,38,13,11,0,0,161,0,0,0,0,0,0,0,3,7,8,6,0,3,0,3,29,0,0,0,3,8,0,8,18,48,29,3,25,4,0,3,159,3,6,0,6,10,17,8,10,16,5,0,3,3,3,0,94,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
