SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
116021310,183,742,632,780,317,136,2790,0,0,0,0,0,0,0,0,7,3,3,0,0,12,0,7,3,3,0,0,12,0,3,3,0,0,0,9,8,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,0,22,163,91,10,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,91,10,0,0,0,262,3,3,0,0,0,0,5,360,850,653,788,317,136,3096,508,1283,1116,1612,635,320,5471,26,51,45,50,17,10,199,24,138,164,186,79,46,641,53,197,213,233,90,55,842,0,0,0,0,0,0,0,38,59,16,10,0,0,123,15,26,15,9,0,0,73,0,0,0,0,0,0,3,54,83,28,21,3,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116021312,579,973,586,573,346,211,3268,15,17,6,0,0,0,36,12,4,0,0,0,0,23,23,25,3,3,3,0,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,152,70,14,6,4,3,247,4,0,0,0,0,0,9,12,6,4,0,0,0,25,170,73,17,5,5,4,280,0,0,0,0,0,0,0,777,1071,609,587,354,219,3615,661,1065,622,577,304,225,3458,27,18,14,8,3,0,70,7,14,7,7,0,0,29,31,31,21,13,3,0,100,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,13,8,3,0,0,0,19,175,58,19,13,0,0,270,3,0,0,0,0,0,11,8,13,6,0,0,0,32,187,75,28,13,0,3,311,0,0,3,0
116021562,50,191,185,241,114,46,838,10,12,4,0,0,0,28,10,19,11,8,4,0,53,13,34,20,8,11,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,226,202,255,125,46,920,70,188,202,286,111,61,914,3,3,3,0,0,0,18,14,35,42,36,7,7,143,15,43,46,38,11,7,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116021563,525,1345,1085,1465,634,297,5348,64,99,52,35,13,3,260,194,325,195,141,48,25,937,257,426,248,173,63,30,1197,23,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,32,5,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,820,1777,1329,1642,690,324,6586,504,1284,1061,1462,633,345,5292,119,112,59,40,20,6,356,186,315,297,200,83,36,1119,304,424,361,240,109,39,1479,19,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
116031313,666,1150,844,815,457,430,4365,139,192,141,110,65,46,693,45,72,63,50,27,32,294,185,267,207,162,88,80,980,70,32,23,18,7,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,36,23,18,7,0,153,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,1448,1074,997,552,512,5501,715,1247,923,853,500,530,4764,39,37,22,10,5,11,124,94,120,128,77,55,60,537,137,157,145,85,65,68,655,109,33,4,3,0,0,147,13,6,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,10,124,40,4,3,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0
116031314,219,498,445,595,313,162,2236,17,4,0,3,0,0,27,8,4,4,3,3,0,27,22,9,10,10,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,509,452,610,312,161,2293,229,526,509,583,299,167,2324,3,0,4,0,3,0,14,0,0,0,3,0,0,8,3,3,9,4,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031315,397,908,977,1382,767,474,4906,53,43,20,25,8,4,150,16,22,38,19,17,10,117,67,63,53,44,24,13,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,470,972,1032,1430,791,485,5180,437,932,967,1394,764,515,5001,72,59,28,39,13,7,221,16,20,30,29,23,12,124,84,77,64,64,38,18,344,3,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031316,698,1175,756,629,417,417,4100,30,16,5,4,6,5,65,37,64,38,25,12,7,184,65,75,43,33,15,17,246,90,15,3,0,0,0,114,92,23,5,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,38,7,3,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,1291,813,665,433,437,4577,754,1276,844,666,461,489,4493,62,65,18,11,5,3,170,14,19,26,19,11,11,102,76,88,45,31,16,18,273,126,14,3,0,0,0,149,86,24,5,0,0,0,120,0,0,0,0,0,0,0,4,0,0,0,0,0,4,220,39,10,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031317,664,1058,761,692,438,377,3998,132,144,112,94,61,36,582,82,94,76,71,35,33,388,214,243,192,161,99,71,971,48,17,14,4,0,0,78,232,181,110,68,26,5,630,93,119,79,28,3,4,323,3,0,0,0,0,0,10,377,320,202,99,33,10,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,1617,1155,955,565,457,6007,647,996,729,698,483,476,4030,152,129,117,124,52,54,625,56,108,115,146,88,98,612,206,235,233,267,142,151,1239,117,16,3,3,3,3,146,201,221,130,86,32,19,684,121,177,135,85,34,12,572,0,0,0,0,0,0,0,440,418,273,175,65,33,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,581,1165,965,1185,636,371,4903,52,30,22,28,13,8,151,24,44,31,14,9,8,135,77,76,55,42,20,16,285,15,16,9,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,17,9,7,4,0,46,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,3,0,0,3,0,10,3,9,0,3,3,0,18,0,0,0,0,0,0,4,682,1265,1035,1231,658,387,5255,503,1104,869,1073,577,401,4521,105,155,82,90,58,40,527,70,116,98,111,68,59,520,173,275,177,204,118,100,1053,11,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,14,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,204,346,244,286,137,64,1282,93,79,51,49,10,4,292,82,116,87,87,18,9,399,170,198,137,137,27,18,688,138,74,28,24,3,3,267,134,136,64,39,13,3,396,11,26,21,9,0,3,74,0,4,0,0,0,0,3,285,240,118,73,18,9,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,5,4,3,3,40,12,11,5,4,3,3,40,0,0,0,0,0,0,3,669,795,508,509,192,90,2752,162,302,232,315,137,74,1221,81,90,59,66,16,6,327,75,146,141,131,55,16,560,160,237,208,195,69,22,888,132,88,29,20,9,5,281,134,96,46,19,4,0,298,67,84,49,39,11,3,241,0,0,0,0,0,0,0,329,265,116,80,18,5,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,5,0,4,37,8,8,7,5,0,4,37,10,3,3,0
117011322,476,803,566,600,291,133,2870,89,147,100,77,31,19,461,49,50,50,34,18,5,205,140,193,146,113,44,21,659,115,69,33,19,10,5,254,325,442,334,243,61,16,1416,482,426,169,80,29,8,1195,4,0,0,0,3,0,7,922,941,535,343,106,28,2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,3,4,6,35,6,10,5,3,4,6,34,0,0,0,0,0,0,3,1544,1950,1255,1060,444,191,6444,458,829,538,618,290,156,2891,81,148,96,88,34,12,459,48,46,41,43,18,9,205,128,192,139,131,51,23,664,150,109,72,49,12,6,393,383,451,339,237,67,23,1501,588,644,250,146,44,15,1691,0,0,0,0,0,0,0,1123,1206,661,431,119,43,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,7,3,3,0,33,5,15,7,3,3,0,33,10,3,3,0
117011323,253,408,268,294,126,49,1403,144,107,62,36,11,5,372,62,75,43,48,16,7,253,208,184,106,81,31,17,626,207,81,46,16,6,0,355,420,406,288,215,56,31,1415,39,57,18,4,0,0,128,0,3,0,0,0,0,5,672,544,351,239,66,31,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,3,3,0,0,0,0,8,0,3,0,0,0,0,7,1137,1137,730,619,223,92,3950,292,378,254,328,145,66,1471,87,102,58,50,13,7,321,49,48,41,41,11,3,192,144,143,94,92,27,8,512,155,53,25,18,3,0,256,411,474,322,245,69,16,1540,61,64,26,13,3,4,172,0,0,0,0,0,0,4,636,595,370,276,78,21,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,670,1116,764,631,277,266,3725,254,503,206,169,52,26,1218,79,121,70,56,13,9,357,335,626,278,219,74,40,1577,577,429,178,98,30,11,1319,647,532,195,82,42,8,1507,260,200,83,55,9,7,608,18,13,4,5,0,0,44,1499,1177,455,234,83,28,3482,0,0,0,5,0,0,3,0,0,0,0,0,0,0,15,21,11,15,3,0,62,19,21,11,15,7,0,67,0,0,0,0,0,0,7,2530,2936,1515,1104,438,335,8853,533,1105,746,732,273,228,3612,270,514,250,190,51,35,1311,120,179,105,78,24,8,513,393,696,356,263,70,35,1817,606,445,172,85,29,9,1342,725,658,224,127,40,12,1795,175,200,45,34,16,5,476,16,11,3,0,0,0,34,1523,1313,458,247,82,30,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,29,21,12,10,3,99,26,29,21,12,14,3,105,0,3,3,0
117021327,474,804,485,388,132,68,2354,286,436,186,119,24,3,1056,173,305,162,145,46,18,854,455,748,351,267,72,17,1910,722,487,87,37,6,0,1340,385,321,72,26,3,0,816,187,171,19,11,0,0,387,17,4,3,0,0,0,21,1307,988,189,69,10,0,2571,0,0,3,0,0,0,3,0,0,0,0,0,0,0,39,39,25,5,0,3,112,39,39,24,5,0,3,115,0,5,3,0,0,0,5,2279,2579,1047,739,215,91,6954,415,657,471,376,141,70,2130,313,516,282,190,42,13,1351,231,387,207,209,52,18,1114,542,903,485,397,99,29,2461,655,486,115,35,11,3,1299,433,401,72,34,6,0,943,240,211,62,10,3,0,522,15,10,0,3,0,0,32,1338,1110,251,83,15,7,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,59,19,7,7,4,134,34,59,19,7,7,4,134,0,0,0,0
117021328,310,512,257,201,85,70,1438,174,237,108,43,11,8,580,46,99,44,23,8,3,227,223,337,146,64,25,13,804,51,47,5,7,0,0,111,13,22,9,3,0,0,52,24,37,7,0,0,0,65,5,4,0,4,0,0,18,86,115,23,15,4,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,0,0,0,17,3,10,5,0,0,0,20,0,0,0,0,0,0,3,625,973,434,285,119,81,2513,276,510,270,233,74,52,1420,173,258,102,46,31,9,619,55,123,56,38,10,6,289,229,380,159,82,43,14,906,41,30,16,4,0,0,88,18,12,5,0,0,0,40,80,94,29,4,0,0,203,4,0,0,0,0,0,5,137,147,45,8,3,3,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,7,3,3,0,0,0,13,7,11,3,0
117031329,33,21,5,4,0,0,66,30,21,6,3,0,0,66,288,296,112,58,15,8,785,323,318,121,58,17,8,854,141,67,19,3,3,0,239,296,162,19,4,4,0,485,1050,716,86,28,4,0,1883,3,3,0,0,0,0,5,1489,954,126,35,11,0,2614,0,0,0,0,0,0,0,15,0,0,0,0,0,19,3,0,0,3,0,0,8,24,0,0,3,0,0,28,7,7,0,0,0,0,20,1872,1300,260,105,25,12,3580,42,48,19,9,3,0,120,10,20,6,4,0,0,44,276,361,163,92,28,12,935,285,384,174,100,31,12,986,210,138,35,8,3,0,396,263,205,20,6,0,0,493,1448,1059,141,32,10,0,2691,0,3,0,0,0,0,3,1924,1409,195,51,8,0,3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,3,0,0,27,14,7,3,3,0,0,27,10,5,0,0
117031330,167,289,112,61,19,5,648,219,359,109,54,12,4,761,185,454,215,136,21,12,1019,405,812,323,191,34,18,1779,77,125,28,7,3,0,245,285,318,62,21,3,3,689,651,943,167,54,13,0,1832,3,3,0,0,0,0,4,1013,1393,256,84,18,3,2774,0,0,0,0,0,0,0,13,0,0,0,0,0,19,6,4,0,5,0,0,20,27,4,0,5,0,0,36,0,0,0,0,0,0,3,1620,2495,695,341,73,24,5245,88,100,64,57,4,3,317,278,416,144,98,18,3,952,320,643,322,215,44,17,1556,596,1055,464,311,64,19,2512,209,119,40,14,0,0,387,325,462,110,38,3,3,948,878,1106,229,91,5,3,2319,6,0,0,0,0,0,3,1420,1692,385,144,15,9,3660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,9,7,6,3,0,0,0,9,3,3,0,0
117031331,204,233,121,107,53,34,740,251,229,89,55,16,0,637,430,707,334,241,68,38,1814,680,939,421,293,84,35,2455,256,164,39,18,3,0,472,529,368,87,26,10,0,1025,846,574,87,27,4,0,1534,3,0,0,0,0,0,12,1640,1109,216,69,15,0,3045,0,0,0,0,0,0,0,3,0,0,0,0,0,5,26,32,7,9,3,6,76,28,33,7,9,3,6,80,0,0,0,0,0,0,3,2548,2315,762,471,150,76,6323,138,194,83,70,33,10,531,301,299,130,78,22,10,845,508,719,383,284,80,41,2015,807,1015,519,365,104,50,2862,413,284,82,27,3,3,817,449,343,84,26,0,0,906,1105,895,145,50,9,3,2205,5,3,0,0,0,0,18,1976,1528,314,98,14,5,3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,12,8,0,0,55,14,27,12,8,0,0,55,0,0,0,0
117031332,99,174,66,70,25,14,445,573,887,326,153,32,8,1971,504,857,451,308,99,30,2249,1073,1740,773,464,132,34,4224,275,211,55,19,11,3,576,416,272,58,18,0,4,767,716,497,87,27,12,0,1340,4,4,0,0,0,0,5,1413,980,199,71,23,6,2694,3,0,0,0,0,0,4,22,0,0,0,0,0,22,44,53,17,10,3,0,128,66,54,17,10,3,0,153,3,7,0,0,0,0,6,2659,2957,1059,615,178,55,7524,165,264,144,108,25,5,715,502,839,344,187,29,3,1909,505,947,569,398,108,31,2551,1007,1789,916,578,131,39,4459,319,247,85,31,4,0,683,604,459,69,21,3,0,1155,736,604,92,28,7,0,1465,9,3,0,0,0,0,8,1655,1308,245,80,22,0,3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,16,20,3,4,87,21,31,16,20,3,4,87,16,10,3,0
