SA2_MAINCODE_2016,C06_N_in_CF_1C,C06_N_in_CF_2C,C06_N_in_CF_3C,C06_N_in_Cou_fa_4mor_c,C06_N_in_CF_T,C06_1_149_CF_1C,C06_1_149_CF_2C,C06_1_149_CF_3C,C06_1_149_CF_4mC,C06_1_149_CF_T,C06_150_299_CF_1C,C06_150_299_CF_2C,C06_150_299_CF_3C,C06_150_299_CF_4mC,C06_150_299_CF_T,C06_300_399_CF_1C,C06_300_399_CF_2C,C06_300_399_CF_3C,C06_300_399_CF_4mC,C06_300_399_CF_T,C06_400_499_CF_1C,C06_400_499_CF_2C,C06_400_499_CF_3C,C06_400_499_CF_4mC,C06_400_499_CF_T,C06_500_649_CF_1C,C06_500_649_CF_2C,C06_500_649_CF_3C,C06_500_649_CF_4mC,C06_500_649_CF_T,C06_650_799_CF_1C,C06_650_799_CF_2C,C06_650_799_CF_3C,C06_650_799_CF_4mC,C06_650_799_CF_T,C06_800_999_CF_1C,C06_800_999_CF_2C,C06_800_999_CF_3C,C06_800_999_CF_4mC,C06_800_999_CF_T,C06_1000_1499_CF_1C,C06_1000_1499_CF_2C,C06_1000_1499_CF_3C,C06_1000_1499_CF_4mC,C06_1000_1499_CF_T,C06_1500_1999_CF_1C,C06_1500_1999_CF_2C,C06_1500_1999_CF_3C,C06_1500_1999_CF_4mC,C06_1500_1999_CF_T,C06_2000_2499_CF_1C,C06_2000_2499_CF_2C,C06_2000_2499_CF_3C,C06_2000_2499_CF_4mC,C06_2000_2499_CF_T,C06_2500_2999_CF_1C,C06_2500_2999_CF_2C,C06_2500_2999_CF_3C,C06_2500_2999_CF_4mC,C06_2500_2999_CF_T,C06_3000_3999_CF_1C,C06_3000_3999_CF_2C,C06_3000_3999_CF_3C,C06_3000_3999_CF_4mC,C06_3000_3999_CF_T,C06_4000m_CF_1C,C06_4000m_CF_2C,C06_4000m_CF_3C,C06_4000m_Cou_fa_4mo_ch,C06_4000m_CF_T,C06_Par_inc_st_CF_1C,C06_Par_inc_st_CF_2C,C06_Par_inc_st_CF_3C,C06_Par_inc_st_CF_4mC,C06_Par_inc_st_CF_T,C06_All_inc_ns_CF_1Ch,C06_All_inc_ns_CF_2C,C06_All_inc_ns_CF_3C,C06_All_inc_ns_CF_4mC,C06_All_inc_ns_CF_T,C06_Tot_CF_1C,C06_Tot_CF_2C,C06_Tot_CF_3C,C06_Tot_CF_4mC,C06_Tot_CF_T,C11_N_in_CF_1C,C11_N_in_CF_2C,C11_N_in_CF_3C,C11_N_in_Cou_fa_4mor_c,C11_N_in_CF_T,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_CF_T,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_CF_T,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_CF_T,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_CF_T,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_CF_T,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_CF_T,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_CF_T,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_CF_T,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_CF_T,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_CF_T,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_CF_T,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_CF_T,C11_4000m_CF_1C,C11_4000m_CF_2C,C11_4000m_CF_3C,C11_4000m_Cou_fa_4mo_ch,C11_4000m_CF_T,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_CF_T,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T,C16_N_in_CF_1C,C16_N_in_CF_2C,C16_N_in_CF_3C,C16_N_in_Cou_fa_4mor_c,C16_N_in_CF_T,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_CF_T,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_CF_T,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_CF_T,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_CF_T,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_CF_T
113031268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,4,0,0,12,5,3,4,4,21,34,36,16,6,89,22,26,18,5,67,12,12,6,0,39,3,4,7,0,22,4,6,0,3,11,0,4,0,0,4,14,9,14,7,40,4,4,0,0,5,112,119,77,21,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,4,3,0,0,6,4,5,0,0,12,25,11,16,5,63,14,30,20,8,73,23,33,13,9,71,4,15,10,3,26,10,15,4,3,33,3,7,0,0,10,14,10,14,5,46,0,0,0,0,3,108,138,74,35,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
113031269,3,0,4,0,6,6,0,0,0,8,0,0,3,0,9,4,0,0,0,3,8,12,0,5,31,36,18,14,10,84,42,38,14,6,93,51,73,23,10,162,199,268,141,53,664,153,179,91,30,449,77,107,44,11,233,38,60,25,8,131,19,35,21,6,81,7,17,4,0,31,84,107,68,23,281,12,12,10,3,26,740,932,457,164,2292,3,3,0,0,5,0,4,0,0,8,0,4,4,0,6,3,0,3,0,8,7,4,0,4,11,25,16,7,10,48,24,13,6,8,52,50,34,12,5,110,165,171,78,37,447,173,187,110,30,500,149,194,70,21,436,67,107,57,27,252,68,96,56,21,237,22,26,9,4,64,85,118,45,31,280,5,7,4,0,18,838,983,465,202,2486,3,4,0,3,11,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,9,7,3,0,16,4,7,3,8,17
113031270,0,0,0,0,4,3,7,0,0,10,3,3,0,0,8,6,0,0,0,4,6,5,0,0,14,32,21,15,7,69,26,14,7,6,54,44,20,11,3,83,110,98,56,26,291,71,78,26,5,171,32,31,19,6,87,21,16,8,4,47,12,10,11,0,28,7,3,3,0,10,49,38,37,12,131,11,3,3,3,19,417,346,195,75,1037,3,0,0,0,5,0,0,0,0,3,3,0,0,0,5,3,3,0,0,8,0,0,0,0,7,20,10,3,0,28,17,13,11,0,45,26,15,10,3,57,67,80,40,13,199,59,75,32,6,169,45,44,20,8,115,13,31,9,6,70,25,23,11,9,70,15,10,8,0,31,40,26,24,7,104,4,3,3,0,17,342,352,172,66,931,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,4,3,0,11,6,4,0,0,11
113031271,7,4,3,5,21,4,8,0,0,10,8,8,3,0,19,10,6,0,3,19,10,7,3,3,26,33,40,18,12,103,39,34,20,11,104,45,58,27,14,142,130,179,123,56,484,88,90,46,22,250,31,54,27,15,128,24,29,18,6,80,24,22,17,4,66,7,10,3,0,16,84,98,77,42,304,12,8,3,5,32,549,658,388,211,1799,0,5,3,3,8,0,3,0,0,5,3,4,3,0,13,5,3,0,0,10,12,9,4,3,25,10,9,5,0,32,23,30,14,12,77,38,32,25,9,106,109,129,89,37,369,94,107,61,27,281,59,60,55,16,184,20,52,19,10,106,24,43,35,11,116,7,19,9,4,49,88,98,70,31,277,10,7,7,4,36,509,608,403,162,1680,0,0,0,0,3,0,0,0,0,0,7,4,3,3,13,4,4,0,0,4,0,3,7,0,5,0,8,3,6,13
114011272,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,3,5,0,0,8,6,3,0,0,7,19,12,4,0,40,12,12,0,0,30,20,26,10,0,55,73,87,28,8,194,38,57,31,6,129,20,31,16,3,76,20,27,8,3,62,15,21,5,3,50,4,4,7,0,7,39,64,25,19,146,4,3,0,0,9,287,358,145,55,837,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,3,0,0,7,6,3,3,0,9,9,3,3,0,18,17,14,11,10,51,51,48,27,9,134,35,55,14,8,121,40,40,17,3,101,29,26,19,7,76,27,37,15,3,82,16,13,0,0,30,53,55,21,8,137,9,3,0,0,15,298,294,131,53,785,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,6,0,0,0,8,5,3,0,0,7
114011273,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,3,7,0,3,0,10,17,3,7,4,36,9,13,3,0,27,11,14,6,0,36,10,48,23,12,94,11,27,10,3,51,13,9,3,0,22,3,6,0,0,6,3,0,0,0,4,0,0,0,0,0,12,14,11,3,38,0,3,0,0,8,100,132,67,24,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,3,0,16,4,3,3,0,10,8,7,4,0,27,23,29,13,8,70,25,22,16,3,71,15,13,3,0,29,10,13,4,3,23,6,8,0,0,20,0,3,3,0,8,16,22,12,3,54,0,4,0,0,7,118,132,62,28,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,4,3,0,0,4
114011274,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,3,0,0,0,7,8,4,0,0,8,24,13,5,3,47,16,10,6,0,30,18,19,9,0,41,44,45,16,11,115,14,30,10,9,65,12,8,3,3,23,5,6,3,0,11,0,7,0,0,9,0,0,0,0,0,22,29,9,11,64,3,4,0,0,5,169,168,59,38,436,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,0,0,17,18,12,5,0,29,15,16,5,0,37,23,50,16,6,91,26,16,4,3,53,7,16,6,0,35,16,6,3,0,24,13,5,6,0,23,3,7,3,0,10,27,18,13,4,66,3,0,0,0,8,154,154,66,19,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,3,0,0,4
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,3,0,0,3,8,3,3,0,17,9,9,0,0,14,9,7,3,0,19,29,33,10,4,74,10,23,13,3,48,11,9,3,3,29,8,10,3,0,18,5,3,0,0,11,0,3,0,0,5,14,20,8,4,49,0,0,0,0,3,107,130,41,16,294,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,3,12,3,4,0,0,8,15,9,0,0,25,24,24,9,0,52,22,20,4,3,52,15,17,6,3,39,11,14,4,0,27,14,11,3,0,25,8,6,3,0,14,21,25,3,0,45,0,0,0,0,0,130,126,33,15,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
114011277,0,0,0,0,5,0,4,0,0,4,5,3,0,0,7,3,7,3,0,7,19,8,5,0,30,24,32,6,3,64,34,29,14,8,82,59,57,20,9,141,149,207,94,37,487,86,132,42,21,276,59,82,33,3,179,25,50,19,6,103,22,30,20,0,68,6,8,10,0,20,80,104,50,23,253,5,7,9,0,23,563,768,310,111,1755,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,5,3,0,0,10,23,15,4,0,48,28,14,14,4,54,33,37,14,5,100,130,133,61,22,341,115,103,69,11,298,80,102,32,6,221,42,69,25,9,137,58,82,30,7,180,14,18,6,3,41,57,87,37,29,211,9,3,0,4,13,595,664,299,108,1669,4,3,0,0,8,0,0,0,0,3,0,3,0,0,8,0,0,0,0,3,3,7,3,0,14,7,5,7,0,20
114011278,0,3,0,0,3,3,0,0,0,6,3,3,3,0,11,4,4,0,4,8,24,12,4,5,47,52,42,14,9,118,38,45,19,12,115,56,50,19,8,135,158,182,96,20,463,94,85,42,20,240,41,50,15,8,107,15,29,11,3,55,13,20,3,0,29,0,9,4,0,11,76,99,48,25,243,6,9,5,0,22,577,640,283,111,1613,4,4,0,0,9,0,3,0,0,3,0,3,0,0,8,4,4,3,0,7,3,0,0,0,9,22,19,13,3,57,29,35,15,7,83,50,41,17,19,127,129,148,75,30,379,106,97,54,28,290,50,104,34,17,210,30,63,20,6,114,37,45,18,3,104,5,9,6,0,24,75,93,39,27,235,10,10,6,0,29,568,676,299,141,1688,0,0,0,0,0,3,0,0,0,5,3,0,0,0,6,0,4,0,0,3,7,3,7,0,20,10,13,9,0,28
114011279,0,3,0,0,3,9,0,0,0,7,3,3,0,0,4,10,3,3,0,16,21,13,9,0,46,38,39,17,10,109,27,40,20,9,89,38,43,29,8,123,122,148,58,18,349,53,55,14,7,132,16,28,15,4,56,7,13,0,0,21,4,12,0,0,17,0,3,0,0,6,62,62,25,8,165,7,3,7,0,19,418,470,203,66,1155,0,0,0,0,3,0,0,0,0,3,0,9,0,0,13,0,3,0,0,7,3,3,0,3,6,23,16,4,7,51,38,20,10,8,72,52,37,14,11,115,100,109,53,24,279,64,68,41,16,192,46,46,8,4,106,18,24,7,0,52,13,19,6,3,44,3,3,3,0,11,59,72,30,17,178,3,12,0,0,18,432,441,195,85,1144,0,0,0,0,3,0,3,0,0,3,0,6,5,0,7,0,0,0,0,0,9,3,3,0,10,3,10,0,0,11
114011280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,5,0,0,12,18,8,11,5,37,15,5,5,3,26,11,11,4,3,30,21,41,19,6,83,16,13,5,4,33,4,5,3,0,13,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,13,13,0,3,32,0,3,0,0,3,96,121,53,23,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,8,8,6,0,0,18,17,8,4,0,32,23,27,15,3,69,13,25,3,0,44,7,9,4,0,27,0,3,0,0,4,7,7,3,0,8,0,0,0,0,3,7,25,3,0,44,5,0,0,0,9,95,119,33,10,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4
114011281,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,10,3,4,0,14,10,11,3,0,23,13,6,4,0,23,10,9,3,0,25,34,43,13,9,96,15,27,14,8,65,12,11,5,4,28,5,8,0,0,13,4,3,0,0,7,0,0,0,0,0,22,24,4,10,60,3,0,0,0,8,134,145,60,26,368,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,4,0,0,13,16,5,3,0,25,10,12,7,3,27,34,36,13,3,88,30,43,10,5,81,15,21,7,7,52,9,5,9,0,27,9,16,6,0,31,3,3,0,0,5,21,19,6,7,50,0,0,4,0,8,155,168,63,27,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
114011282,4,5,0,0,5,3,0,0,0,3,3,5,6,0,18,0,4,3,0,12,17,14,5,0,38,45,47,16,3,119,31,58,21,11,119,45,66,27,7,140,115,161,68,24,366,41,68,28,3,147,17,27,13,4,57,12,19,11,3,42,7,9,6,0,20,7,0,0,0,12,64,81,44,13,196,10,6,3,0,22,417,575,257,73,1317,0,0,4,0,3,0,0,0,0,0,4,10,0,0,17,3,3,3,0,7,6,5,0,0,13,26,22,11,3,63,24,40,13,3,86,43,56,17,11,121,104,128,42,20,293,87,74,42,10,213,37,56,14,4,113,25,32,10,3,76,14,16,8,0,34,5,5,0,0,15,59,66,29,9,170,3,6,3,0,13,454,511,209,76,1249,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,6,0,3,12,12,3,7,0,19
114011283,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,0,0,0,9,5,7,0,0,13,22,13,8,5,49,20,16,3,0,44,12,21,8,0,43,44,52,30,7,131,20,14,17,4,53,9,10,3,0,22,4,4,0,0,12,5,3,0,0,7,0,0,3,0,6,20,25,17,12,74,5,5,0,0,10,170,188,87,31,479,3,0,0,0,3,0,0,0,0,3,8,0,0,0,4,0,0,0,0,0,3,7,0,0,11,9,12,3,0,22,10,12,3,0,28,19,13,10,3,50,43,40,17,3,96,28,33,6,3,68,18,16,6,0,39,6,10,5,0,22,7,6,4,0,20,4,0,0,0,4,31,25,10,8,66,4,0,3,0,4,185,173,74,17,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,4,0,0,9
114021284,3,0,0,0,3,0,3,0,0,6,3,0,3,0,7,0,0,3,0,8,4,0,0,0,13,12,7,8,0,29,10,9,7,0,35,21,22,8,3,61,81,94,57,15,252,62,100,41,17,219,51,58,21,9,141,36,78,42,11,169,34,46,26,0,109,9,10,3,3,21,77,75,54,14,231,6,4,5,4,18,433,520,267,84,1306,0,3,0,0,3,0,0,0,0,0,3,0,0,0,8,0,3,0,0,3,3,0,0,0,3,8,0,5,0,11,14,5,0,4,27,29,15,12,4,54,52,70,23,10,158,54,75,32,11,170,56,78,27,6,168,46,80,43,13,185,47,64,41,13,159,24,33,9,0,68,53,72,40,21,187,0,5,0,3,9,382,495,236,100,1214,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,3,0,0,5,4,4,0,0,7
114021285,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,4,0,0,4,4,3,0,0,13,13,17,7,0,30,5,9,9,0,28,20,36,13,0,70,75,122,48,18,266,44,70,24,10,142,18,28,17,4,62,10,12,5,6,31,4,10,3,0,22,4,7,0,0,4,26,31,27,13,102,5,4,3,0,13,235,352,157,53,792,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,5,4,4,0,13,10,10,0,0,18,11,20,9,3,43,47,82,42,14,177,58,60,30,15,162,39,41,13,3,100,11,34,19,6,65,16,33,11,0,68,3,3,0,3,12,18,37,27,8,89,0,9,0,0,14,227,333,160,52,770,3,0,0,0,3,0,0,0,0,0,3,4,0,0,5,0,0,0,0,3,4,0,0,0,4,3,3,0,0,7
114021286,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,4,0,0,8,11,9,6,0,26,18,22,6,0,42,22,29,11,0,65,70,89,46,16,221,38,68,32,8,138,31,30,14,8,80,20,21,11,10,62,17,27,6,9,53,4,9,3,0,14,31,41,19,14,101,5,3,3,0,12,272,346,162,60,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,3,0,12,15,0,0,0,16,20,23,3,0,44,50,62,31,7,147,49,67,27,10,158,31,52,17,4,106,22,30,18,3,77,25,34,12,3,74,11,18,3,0,32,44,50,27,8,129,3,6,0,3,13,275,351,141,58,821,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,9
114021287,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,8,12,9,4,4,29,14,14,4,3,31,25,35,13,3,73,77,87,45,22,232,59,53,26,7,147,29,23,22,3,75,17,27,17,3,61,10,10,5,7,28,0,3,3,0,8,30,46,23,8,107,9,3,5,0,14,277,315,160,62,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,3,3,0,0,12,8,7,3,4,25,17,29,10,3,60,75,82,29,11,203,62,60,28,11,170,47,66,23,6,144,34,35,17,4,83,31,36,7,5,78,12,16,10,4,36,23,45,38,17,117,6,3,0,0,11,333,375,165,71,946,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,4,0,7,4,0,3,0,3
114021288,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,5,0,16,7,7,0,0,22,8,11,3,3,29,30,38,30,9,109,18,23,13,3,52,8,17,3,5,34,9,8,8,0,27,8,11,10,0,25,0,0,0,0,0,25,30,24,10,90,0,0,0,0,3,138,150,100,33,423,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,9,3,13,12,9,3,5,28,22,26,12,3,61,20,22,8,5,58,15,14,14,9,42,15,14,13,5,47,11,13,11,0,34,11,10,4,0,19,22,18,16,4,68,0,3,0,0,3,124,146,88,28,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
114021289,3,3,0,0,3,3,0,0,0,3,3,3,0,0,4,3,0,0,0,3,3,0,0,0,3,12,9,3,0,27,15,7,4,3,27,18,7,12,0,38,51,63,31,12,153,37,43,21,12,112,16,22,6,11,53,17,14,5,3,43,4,14,3,0,18,0,0,3,0,3,24,48,28,15,108,0,0,0,0,5,205,232,115,49,608,3,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,3,0,0,3,6,4,0,0,15,6,9,3,0,20,15,17,6,0,38,41,30,14,9,95,26,33,22,5,84,21,26,19,6,80,31,29,26,4,87,19,25,17,7,63,12,9,7,0,23,42,35,17,12,104,3,4,0,0,6,231,235,131,44,633,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,0,0,5
115011290,5,0,0,0,5,4,3,0,0,4,3,5,0,0,11,8,4,3,0,14,9,8,3,0,25,23,37,7,4,74,24,26,11,3,63,51,59,19,5,131,180,222,79,21,496,212,232,58,14,506,154,182,59,12,411,162,191,59,9,431,109,140,49,9,314,30,48,18,3,102,113,148,51,27,332,11,15,3,0,25,1090,1317,420,110,2939,6,3,0,0,11,4,3,0,0,9,8,4,0,0,17,3,5,0,0,8,7,8,0,0,17,21,17,0,0,40,21,26,10,0,61,41,51,14,4,114,125,158,46,13,351,179,214,59,12,471,206,173,58,18,458,167,299,70,21,556,206,272,87,5,571,82,125,36,5,248,112,136,66,21,335,5,5,4,3,21,1209,1502,456,113,3282,6,5,0,0,15,3,4,0,0,4,7,4,0,0,8,0,3,0,0,5,5,3,4,0,10,7,11,10,0,27
115011291,3,8,0,0,6,4,4,3,0,15,3,3,0,0,8,3,4,0,0,9,4,0,0,0,6,18,12,10,3,43,18,20,9,3,48,30,26,26,3,79,132,174,87,17,409,118,211,77,18,427,128,159,78,19,375,131,301,114,17,563,142,253,72,34,498,63,98,50,10,219,103,206,80,19,411,13,12,8,3,34,898,1498,601,144,3146,5,11,3,0,20,0,0,0,0,0,6,6,0,0,18,0,4,0,0,4,3,3,0,0,4,8,5,0,0,20,15,19,6,3,42,33,30,17,4,80,73,95,49,11,230,123,161,63,14,357,109,149,61,16,341,118,255,99,16,484,196,343,121,22,685,134,241,94,27,493,112,214,93,25,439,9,14,0,0,21,948,1545,604,133,3228,7,4,3,0,17,0,3,0,0,3,3,0,0,0,7,0,3,0,0,4,4,3,0,0,8,10,4,6,0,16
115011294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,0,3,6,3,0,0,9,9,8,0,0,17,27,46,21,3,99,27,47,17,3,103,33,51,14,6,107,47,85,42,17,184,60,94,36,3,197,21,41,20,7,95,41,73,34,15,160,0,4,0,0,4,275,460,198,61,993,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,0,5,0,3,0,0,12,5,6,4,0,16,25,20,11,0,53,26,44,8,9,84,30,40,11,7,89,44,64,39,6,150,69,98,45,10,225,34,83,22,10,147,27,75,23,17,143,0,3,0,0,3,275,438,167,56,935,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3
115011296,0,3,0,0,4,0,4,0,0,9,7,0,3,0,6,9,0,0,0,9,3,7,0,0,13,11,12,7,3,30,8,16,5,0,30,10,17,9,0,41,77,88,28,5,198,72,114,35,10,231,82,111,30,3,224,105,223,82,20,432,103,205,84,32,426,78,142,55,13,291,73,186,84,36,387,5,4,0,0,14,655,1138,423,129,2347,8,3,0,0,9,0,0,0,0,3,8,8,0,0,15,0,0,0,0,3,5,3,0,0,7,3,3,0,0,4,13,8,0,0,28,14,23,8,0,45,46,49,20,3,118,77,82,25,8,194,65,87,20,11,181,99,169,74,17,358,158,236,102,17,512,129,233,60,21,449,88,163,53,15,311,11,3,0,0,13,712,1068,361,92,2239,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,7,4,6,0,0,11
115011553,0,0,0,0,3,4,0,0,0,4,0,0,0,0,3,4,0,3,0,13,0,0,0,0,5,10,11,0,0,20,4,7,4,3,18,17,9,5,4,32,47,65,29,9,149,56,58,19,7,145,53,49,19,3,124,49,80,13,4,148,45,59,19,3,130,12,24,9,0,47,33,56,27,11,125,3,7,0,0,9,349,419,151,41,968,3,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,3,0,3,0,11,5,9,3,0,19,12,16,5,3,37,46,56,19,12,131,41,58,18,3,119,43,48,21,3,114,48,87,27,11,166,60,79,29,6,176,36,51,18,3,111,38,46,19,6,108,4,8,3,0,14,357,458,157,42,1015,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,3,7,6,0,0,14
