SA2_MAINCODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
113021260,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,10,3,0,25,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,5,0,5,10,3,7,0,0,34,16,17,9,24,35,46,48,23,12,233,3,3,0,8,0,0,3,0,0,16,8,3,0,3,4,0,0,0,0,17,39,27,11,29,44,31,32,10,3,214,9,0,4,3,6,11,3,0,0,41,0,0,0,0,0,0,0,0,0,0,412,217,176,292,396,378,312,168,73,2416,3,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,158,60,59,67,61,92,42,20,7,552
113021261,0,0,0,0,0,0,0,0,0,0,3,4,5,6,4,9,3,5,3,38,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,3,0,6,9,11,7,0,0,29,13,17,14,21,49,43,38,25,11,225,0,0,0,3,0,0,0,0,0,3,0,3,4,0,3,6,0,0,0,12,28,19,24,25,42,34,37,24,20,250,17,14,5,19,16,18,5,3,0,101,0,0,0,0,0,0,0,0,0,0,957,606,551,608,714,640,499,335,171,5084,11,0,7,10,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,223,98,101,93,68,70,30,11,0,700
113021262,3,0,0,0,3,0,0,0,0,8,0,0,3,3,7,6,8,8,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,4,3,3,4,6,0,31,18,12,8,17,35,51,40,18,3,199,0,0,0,0,0,3,0,0,0,4,6,3,0,0,12,0,0,3,0,30,18,17,14,21,34,45,27,13,8,198,30,10,3,17,14,11,3,3,3,90,0,0,0,0,0,0,0,3,0,3,653,303,270,462,579,565,427,263,67,3592,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,3,4,3,0,0,0,0,11,193,83,78,91,94,79,48,20,5,695
113031263,5,0,0,0,0,3,0,0,0,13,4,4,0,6,7,5,7,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,9,3,0,3,6,3,4,3,0,30,9,11,10,28,37,49,52,30,13,242,6,4,3,4,0,7,5,0,0,38,0,0,0,0,0,0,0,4,0,14,67,34,27,51,71,80,82,51,23,495,26,5,9,18,13,12,11,6,3,105,0,0,0,0,0,0,0,0,0,3,1036,582,430,662,857,937,827,510,185,6024,0,0,0,0,0,0,0,0,0,3,8,3,3,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,11,4,0,0,4,3,6,0,0,3,15,249,101,100,88,114,107,60,17,8,844
113031264,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,9,6,5,12,15,20,31,20,5,0,119,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,9,0,10,13,20,12,3,0,79,14,9,7,3,4,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,640,326,263,362,436,423,347,182,73,3054,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,40,31,46,45,35,20,9,0,322
113031265,0,0,0,0,0,0,0,0,0,4,7,4,0,8,8,10,4,0,0,41,8,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,4,3,0,5,0,0,0,0,13,11,29,21,18,59,61,34,19,15,262,0,0,3,0,0,3,3,0,0,12,0,0,0,7,3,0,0,0,0,11,26,23,34,15,43,51,30,20,16,264,12,4,5,5,6,15,7,3,4,64,0,0,0,0,0,0,0,0,0,3,826,441,370,490,610,626,406,221,75,4059,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,214,102,78,79,70,44,22,7,3,612
113031266,0,0,0,0,0,0,0,0,0,5,93,48,17,46,62,53,40,26,9,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,3,18,8,3,3,0,52,39,32,22,37,50,72,55,52,20,386,7,4,5,0,0,3,7,3,0,34,3,0,0,3,8,4,3,3,0,22,82,41,33,49,89,72,72,39,19,495,4,3,4,0,9,17,6,6,3,49,0,0,0,0,0,0,0,0,0,0,1005,523,361,607,796,767,641,437,159,5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,0,3,4,0,0,0,0,0,15,193,87,74,67,84,72,41,19,4,647
113031267,6,0,4,3,0,0,0,0,0,21,82,20,23,31,40,34,24,13,4,275,25,3,9,11,5,3,0,0,0,64,16,4,10,0,10,3,3,0,0,39,41,33,19,21,36,24,4,0,0,178,112,73,71,130,134,182,156,92,29,979,9,0,0,5,7,3,0,0,3,28,3,14,3,3,14,4,4,3,0,45,86,97,97,85,152,189,104,76,30,919,64,54,29,52,51,35,23,6,0,315,3,0,0,3,0,0,0,0,0,8,2492,1581,1231,1571,1743,1730,1153,655,206,12361,14,4,12,14,9,3,0,0,0,51,18,6,16,13,3,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,9,3,7,9,4,0,0,0,32,6,12,4,6,9,7,0,0,0,41,662,460,388,309,227,201,77,28,4,2357
113031268,0,0,0,0,0,0,0,0,0,0,11,12,5,3,6,3,7,8,0,55,0,9,0,0,0,0,0,0,0,9,15,3,7,11,0,0,0,0,0,33,4,7,3,0,3,0,0,3,0,18,39,34,17,25,40,26,17,30,13,242,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,11,23,63,17,19,36,19,16,26,7,218,23,18,7,11,11,3,3,3,0,78,0,0,0,0,0,0,0,0,0,0,464,651,286,272,336,196,169,150,65,2590,4,5,0,0,3,0,0,0,0,6,25,21,17,12,8,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,11,102,255,63,54,51,19,15,3,0,560
113031269,11,3,3,10,3,0,4,0,0,27,86,52,37,49,43,32,19,17,13,356,12,11,3,6,13,8,0,0,0,47,14,5,12,10,0,3,0,0,3,49,57,29,30,35,17,16,9,0,0,201,146,104,122,168,192,197,113,117,60,1213,14,6,10,10,12,3,10,3,3,73,18,8,10,13,8,0,3,3,0,75,130,160,127,133,175,151,100,85,48,1104,110,62,52,52,47,28,18,14,6,394,0,3,0,0,0,3,0,0,0,5,3628,2281,2023,2257,2116,1724,1141,817,409,16392,17,3,19,16,3,0,3,0,0,59,24,11,18,11,12,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,13,4,12,9,7,8,3,0,0,0,47,8,14,20,7,10,3,0,0,0,60,886,562,594,366,249,187,64,28,18,2948
113031270,0,0,4,0,3,0,0,0,0,7,23,16,27,19,23,18,12,8,5,144,4,5,4,3,4,0,0,0,0,25,11,8,11,3,0,0,0,0,0,31,21,23,25,10,10,9,5,0,0,106,56,68,77,76,89,115,93,62,39,668,3,0,3,5,7,7,0,0,0,27,3,0,0,3,3,0,0,0,0,17,56,72,72,53,66,65,58,38,25,513,35,34,31,16,17,17,3,4,0,154,0,0,0,0,0,0,0,0,0,0,1363,1365,1233,905,1038,1014,726,578,282,8505,14,12,39,14,3,3,0,0,0,88,22,15,48,18,6,3,0,0,0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,12,0,0,0,0,0,0,15,0,10,13,3,0,3,0,0,0,35,0,21,24,3,0,3,0,0,0,53,447,556,392,227,193,123,50,26,8,2027
113031271,4,3,6,3,3,0,0,3,0,29,72,34,30,39,42,50,28,13,3,322,0,0,0,0,0,0,0,0,0,0,7,5,3,4,0,0,0,0,0,18,35,21,15,12,20,19,3,0,0,125,156,67,61,148,144,170,129,76,29,988,10,3,10,3,6,8,6,3,0,43,4,7,8,10,4,8,3,3,0,49,204,140,81,152,210,199,147,86,39,1259,72,40,31,35,36,29,22,12,0,280,0,0,0,0,0,0,0,0,0,3,2341,1414,935,1418,1624,1511,1029,565,208,11042,0,0,4,3,4,0,0,0,0,8,11,8,0,3,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,8,3,8,3,0,0,34,6,5,4,8,7,8,3,0,0,38,520,364,242,234,231,173,65,22,3,1858
114011272,0,4,0,0,4,5,0,0,0,18,0,0,0,3,9,10,8,9,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,4,3,6,0,3,0,0,40,25,27,8,25,39,85,87,76,24,401,0,0,0,0,0,3,0,0,0,15,6,0,0,4,0,0,3,0,0,17,43,35,14,37,52,91,82,50,18,430,32,20,11,21,33,14,16,10,0,155,0,0,0,3,0,4,0,0,0,13,723,444,283,496,765,948,948,597,205,5416,0,0,0,0,0,3,0,0,0,8,8,0,0,6,0,3,0,0,0,13,0,0,0,0,3,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,3,9,6,0,0,0,33,10,5,3,4,9,6,0,0,0,35,387,206,196,235,312,332,242,99,26,2050
114011273,6,0,0,3,0,0,0,0,0,8,3,3,0,3,0,3,5,3,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,6,4,8,4,0,0,3,0,0,30,12,8,3,21,21,18,34,26,3,154,3,3,0,3,5,0,3,3,0,22,0,0,0,0,0,0,0,0,0,0,26,21,9,16,17,23,28,7,7,156,9,8,3,10,10,5,6,7,0,61,0,0,0,0,0,0,3,0,0,8,406,230,120,309,339,352,397,231,55,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,11,218,82,64,71,113,98,43,18,3,713
114011274,3,3,0,3,3,3,3,0,0,19,0,3,3,3,0,4,3,6,5,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,3,13,5,0,19,14,6,7,0,60,21,9,16,16,40,45,59,22,20,245,0,0,0,0,0,5,7,0,0,16,0,0,0,0,0,0,0,0,0,0,27,15,14,14,28,36,50,29,8,212,11,13,3,8,14,9,12,3,0,76,0,0,0,0,0,0,0,3,0,4,407,310,228,281,528,590,621,381,148,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,12,3,5,0,5,0,0,0,0,0,24,183,111,111,98,123,123,58,40,20,866
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
114011276,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,5,7,3,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,14,4,5,3,0,11,9,3,0,0,40,14,4,6,13,19,29,21,30,3,141,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,0,0,0,8,11,9,7,17,17,23,29,20,10,147,16,10,5,4,23,8,6,3,0,73,0,0,0,0,0,0,0,0,0,0,299,179,165,224,366,431,419,284,101,2462,5,0,3,3,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,17,7,0,4,0,3,0,0,0,0,22,166,83,105,94,126,139,85,40,3,842
114011277,4,7,9,0,3,3,5,0,0,35,0,7,5,4,3,17,16,11,3,63,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,0,12,60,64,24,34,41,47,21,11,7,320,88,93,55,82,130,148,115,89,31,832,4,6,3,4,7,14,3,6,3,51,0,0,3,0,3,4,0,0,0,15,107,97,54,85,120,127,141,90,24,850,120,65,39,52,56,48,21,3,3,416,5,0,0,3,0,3,6,3,0,19,1821,1276,927,1223,1576,1648,1235,811,271,10793,4,4,8,3,8,0,0,0,0,24,6,3,3,7,0,0,0,3,0,27,0,0,0,0,3,3,3,3,0,11,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,13,9,7,9,16,12,3,0,0,72,15,10,9,18,16,12,3,0,0,82,754,495,378,388,331,300,164,74,19,2899
114011278,9,4,10,0,5,3,3,3,0,27,5,3,3,9,4,14,12,9,0,62,0,0,0,3,0,0,0,0,0,3,3,3,3,9,3,3,4,0,0,31,73,38,34,31,27,32,21,4,0,259,87,51,58,98,108,135,144,94,51,831,18,20,12,14,11,18,13,3,3,108,3,0,3,0,3,6,6,4,0,25,123,64,71,76,99,106,60,74,29,716,131,66,60,47,67,49,27,18,4,472,0,0,0,0,0,0,3,0,0,5,2295,1395,1219,1432,1651,1538,1190,828,315,11867,0,3,7,3,6,0,0,0,0,28,14,4,7,12,3,7,3,0,0,50,0,0,0,0,0,0,3,0,0,4,0,6,0,3,3,0,0,0,0,9,3,3,7,0,0,0,0,0,0,9,12,10,11,16,12,6,7,0,0,64,19,19,12,18,10,4,7,0,0,86,931,598,548,425,355,239,146,71,33,3339
114011279,9,0,0,3,3,0,3,0,0,16,3,3,0,7,9,9,22,13,7,78,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,3,3,0,0,18,35,14,7,16,17,15,18,5,0,124,41,14,22,38,50,90,95,43,23,412,3,0,0,3,7,10,10,4,0,35,0,3,0,3,3,0,0,0,0,11,62,54,37,32,73,89,100,71,19,545,56,28,18,29,33,29,28,9,3,231,0,0,0,0,0,0,0,0,0,4,1318,768,580,927,1133,1362,1454,895,286,8731,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,3,3,0,0,0,25,3,3,7,10,3,3,0,0,0,25,814,345,322,326,273,259,164,76,28,2622
114011280,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,3,4,0,18,8,3,3,0,3,6,3,0,0,27,3,3,3,4,22,42,55,31,18,184,0,3,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,5,15,10,9,9,27,38,55,28,13,200,9,10,4,3,8,4,13,6,0,61,0,0,0,0,0,0,0,0,0,0,310,181,139,234,393,574,692,449,168,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,3,4,0,0,0,9,134,79,61,62,92,101,64,41,16,656
114011281,3,0,0,3,3,0,0,0,0,12,0,0,0,3,4,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,9,0,4,0,3,0,0,0,24,16,10,9,14,33,32,20,9,0,137,0,0,0,0,0,4,0,4,0,4,6,0,0,4,0,0,6,0,0,18,19,19,11,15,37,35,15,0,0,146,13,4,6,3,9,8,11,0,0,54,0,0,0,0,0,0,0,0,0,0,338,236,130,283,371,442,247,92,25,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,9,4,3,0,0,28,5,0,3,3,9,4,3,0,0,28,183,109,61,109,125,117,59,12,0,784
114011282,3,5,0,0,0,6,3,3,0,25,7,9,3,9,13,16,17,9,0,83,3,0,0,4,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,12,33,22,11,11,27,16,10,4,0,137,25,13,16,32,75,74,113,81,26,454,3,3,3,0,0,8,11,5,0,38,0,0,0,0,0,0,3,3,0,14,145,88,41,72,104,135,152,115,39,874,78,39,30,36,44,41,21,7,9,303,0,3,0,0,3,0,0,0,0,8,1427,855,564,981,1351,1584,1635,1122,359,9889,0,3,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,7,10,3,3,0,45,0,5,3,8,7,10,3,3,0,45,609,417,268,334,370,373,215,117,43,2740
114011283,0,3,0,0,0,0,0,0,0,10,0,0,0,0,4,9,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,8,0,0,0,12,6,8,4,14,36,37,36,24,5,168,3,0,0,0,7,0,3,0,0,12,0,0,0,0,3,3,0,0,0,3,24,23,16,22,30,60,51,20,8,243,17,16,3,7,19,17,9,5,0,93,0,0,0,0,0,0,0,0,0,4,396,210,155,324,490,633,521,262,62,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,6,3,0,0,31,5,0,0,7,3,6,3,0,0,31,238,111,78,114,206,221,102,43,13,1127
114021284,9,3,3,3,0,0,0,0,0,17,11,4,0,3,20,3,11,6,3,64,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,5,0,0,17,16,9,9,8,15,7,11,3,0,72,42,26,11,44,59,74,95,85,54,494,3,4,0,8,4,8,0,7,0,30,13,7,3,3,12,3,3,3,0,43,49,35,17,37,78,99,134,79,32,559,48,43,23,26,48,40,26,19,4,287,4,0,3,3,3,0,5,4,0,22,1504,744,416,910,1219,1247,1406,914,436,8804,13,4,3,7,3,3,0,0,0,34,7,0,4,3,3,3,0,0,0,17,4,0,0,5,0,20,8,3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,4,8,3,4,3,7,7,0,0,38,4,14,7,4,8,7,7,0,0,43,410,267,182,221,287,373,289,151,79,2250
114021285,0,0,0,0,0,3,0,0,0,8,0,6,3,5,6,3,3,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,22,6,3,10,3,9,0,0,0,52,18,14,6,30,26,30,20,10,0,155,0,5,0,0,3,6,0,0,0,16,0,0,0,0,3,0,0,0,0,3,45,31,22,34,32,12,23,7,4,203,54,29,25,16,27,21,5,3,0,171,5,3,0,11,5,3,0,0,0,26,938,482,382,637,653,463,322,111,27,4008,0,0,3,0,5,0,0,0,0,14,3,0,0,5,0,0,0,0,0,4,9,3,4,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,7,0,0,5,0,29,3,9,0,6,7,0,0,5,0,31,343,177,142,149,140,96,52,17,0,1121
