region_id,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85ov,C11_C_Sev_day_Adv_Tot,C11_Chr_Unit_Ch_0_14,C11_Chr_Unit_Ch_15_24,C11_Chr_Unit_Ch_25_34,C11_Chr_Unit_Ch_35_44,C11_Chr_Unit_Ch_45_54,C11_Chr_Unit_Ch_55_64,C11_Chr_Unit_Ch_65_74,C11_Chr_Unit_Ch_75_84,C11_Chr_Unit_Ch_85ov,C11_Chr_Unit_Ch_Tot,C11_Chr_Chi_nfd_0_14,C11_Chr_Chi_nfd_15_24,C11_Chr_Chi_nfd_25_34,C11_Chr_Chi_nfd_35_44,C11_Chr_Chi_nfd_45_54,C11_Chr_Chi_nfd_55_64,C11_Chr_Chi_nfd_65_74,C11_Chr_Chi_nfd_75_84,C11_Chr_Chi_nfd_85ov,C11_Chr_Chi_nfd_Tot,C11_Chr_Oth_Chi_0_14,C11_Chr_Oth_Chi_15_24,C11_Chr_Oth_Chi_25_34,C11_Chr_Oth_Chi_35_44,C11_Chr_Oth_Chi_45_54,C11_Chr_Oth_Chi_55_64,C11_Chr_Oth_Chi_65_74,C11_Chr_Oth_Chi_75_84,C11_Chr_Oth_Chi_85ov,C11_Chr_Oth_Chi_Tot,C11_Christ_Tot_0_14,C11_Christ_Tot_15_24,C11_Christ_Tot_25_34,C11_Christ_Tot_35_44,C11_Christ_Tot_45_54,C11_Christ_Tot_55_64,C11_Christ_Tot_65_74,C11_Christ_Tot_75_84,C11_Christ_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_O_R_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_Oth_Rel_Tot_0_14,C11_Oth_Rel_Tot_15_24,C11_Oth_Rel_Tot_25_34,C11_Oth_Rel_Tot_35_44,C11_Oth_Rel_Tot_45_54,C11_Oth_Rel_Tot_55_64,C11_Oth_Rel_Tot_65_74,C11_Oth_Rel_Tot_75_84,C11_Oth_Rel_Tot_85ov,C11_Other_Rel_T_T,C11_No_religion_0_14,C11_No_religion_15_24,C11_No_religion_25_34,C11_No_religion_35_44,C11_No_religion_45_54,C11_No_religion_55_64,C11_No_religion_65_74,C11_No_religion_75_84,C11_No_religion_85ov,C11_No_religion_Tot,C11_Oth_rel_affi_0_14,C11_Oth_rel_aff_15_24,C11_Oth_rel_aff_25_34,C11_Oth_rel_aff_35_44,C11_Oth_rel_aff_45_54,C11_Oth_rel_aff_55_64,C11_Oth_rel_aff_65_74,C11_Oth_rel_aff_75_84,C11_Oth_rel_affil_85ov,C11_Oth_rel_affil_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_T,C11_OS_vis_0_14,C11_OS_vis_15_24,C11_OS_vis_25_34,C11_OS_vis_35_44,C11_OS_vis_45_54,C11_OS_vis_55_64,C11_OS_vis_65_74,C11_OS_vis_75_84,C11_OS_vis_85ov,C11_OS_vis_Tot,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T
LGA10650,3,0,3,3,0,0,0,0,0,9,87,58,57,83,116,127,130,71,31,760,8,16,3,8,18,12,3,3,0,71,0,0,0,0,0,4,3,0,0,7,901,492,430,589,804,979,834,518,207,5754,0,0,3,0,0,0,3,0,0,6,0,0,3,6,0,3,0,0,0,12,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,3,8,7,3,4,0,0,0,0,0,22,8,7,3,4,0,0,3,0,0,25,347,187,139,170,152,174,109,43,23,1344,11,9,9,14,10,6,4,0,0,63,109,63,47,60,63,79,74,57,29,581,3,3,3,0,0,0,3,3,0,15,1379,767,648,843,1029,1244,1034,621,259,7824
LGA10750,456,236,231,258,207,192,110,60,45,1795,1821,1281,1036,1112,1132,933,544,263,80,8202,2058,1245,1082,1071,948,530,170,93,28,7225,181,130,119,117,114,86,33,15,9,804,44772,27491,27030,29272,27300,22649,12876,6821,2371,200582,4405,1893,4154,3379,1970,987,409,153,23,17373,5364,2678,3261,2585,1964,1027,460,121,25,17485,25,19,12,26,21,23,16,3,4,149,0,8,0,4,3,0,0,0,0,15,1834,1189,2331,1228,719,400,183,74,10,7968,1834,1197,2331,1232,722,400,183,74,10,7983,9332,5385,5721,4761,3555,2112,861,375,102,32204,337,269,343,273,162,87,30,20,0,1521,4340,2673,2689,2379,2043,1618,907,590,215,17454,150,233,226,133,251,554,368,74,11,2000,71486,42429,46598,45012,38862,30052,16337,8335,2786,301897
LGA10800,0,0,0,3,0,0,0,0,0,3,70,31,54,43,87,67,51,45,23,471,56,20,20,24,25,25,20,8,4,202,0,0,0,0,0,0,0,3,0,3,1000,452,445,601,721,675,508,371,141,4914,0,0,3,0,3,0,0,0,0,6,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,9,0,3,3,0,0,3,0,0,0,9,214,89,94,79,65,57,15,13,3,629,12,4,12,4,5,0,0,0,0,37,53,29,25,34,36,40,31,17,7,272,0,0,5,3,0,3,0,0,0,11,1279,583,593,724,833,778,557,401,151,5899
LGA10850,8,0,8,0,7,3,0,4,3,33,73,46,39,63,66,95,75,50,16,523,27,11,18,17,15,18,15,0,0,121,0,0,0,0,0,0,3,4,0,7,1113,567,452,717,798,709,543,356,86,5341,3,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,3,0,0,0,15,5,0,0,4,3,3,0,0,0,15,312,118,132,146,113,113,50,16,3,1003,11,5,12,11,7,0,0,0,0,46,97,55,30,48,54,55,41,24,7,411,3,0,3,0,0,3,0,0,0,9,1548,753,633,933,986,886,642,396,96,6873
LGA10900,21,12,15,22,22,24,24,12,9,161,457,214,204,328,394,499,361,253,116,2826,575,299,267,291,373,319,141,60,11,2336,14,4,10,19,26,29,34,17,3,156,8586,4848,3719,5752,6947,6959,4631,2634,1200,45276,17,11,22,27,34,37,13,4,0,165,46,25,36,35,18,14,3,4,3,184,18,5,9,30,20,34,22,8,8,154,7,5,0,5,10,3,0,0,0,30,77,57,82,131,123,97,42,10,3,622,84,62,82,136,133,100,42,10,3,652,4474,2573,2237,3039,2948,2754,1260,508,159,19952,161,202,161,218,139,109,35,10,6,1041,1377,706,553,794,959,935,590,315,165,6394,37,179,91,45,55,48,24,14,3,496,14968,8702,7026,10316,11472,11221,6685,3525,1547,75462
LGA10950,0,0,0,0,0,0,0,0,0,0,37,34,20,41,39,41,49,20,7,288,5,3,6,0,5,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,530,255,231,347,335,262,311,142,43,2456,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,61,34,59,46,30,22,8,0,0,260,8,5,0,0,0,0,0,0,0,13,61,26,20,33,35,25,17,16,4,237,3,5,3,0,4,0,0,0,0,15,674,328,319,437,407,315,336,158,47,3021
LGA11000,0,0,0,0,0,0,0,3,0,3,4,3,3,10,12,9,7,0,5,53,6,3,3,4,4,3,3,0,0,26,0,0,3,0,0,0,0,0,0,3,287,139,151,199,292,314,214,121,72,1789,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,13,3,0,3,0,3,4,0,0,0,13,116,59,54,34,59,41,13,13,4,393,0,0,0,8,5,0,0,0,0,13,37,14,6,25,8,23,10,8,12,143,0,0,3,0,3,7,0,0,0,13,446,212,220,269,373,392,237,142,88,2379
LGA11050,4,0,7,0,0,0,0,0,0,11,19,9,10,20,28,25,32,21,7,171,9,10,0,3,6,6,3,0,0,37,0,0,0,0,0,0,0,3,0,3,344,175,132,214,294,293,254,133,46,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,3,3,0,3,0,0,9,85,42,19,33,34,38,22,6,0,279,0,0,0,4,3,3,0,0,0,10,34,15,12,16,14,16,17,10,0,134,0,0,0,0,0,0,0,0,0,0,463,232,166,270,348,350,296,149,46,2320
LGA11100,5,7,7,7,5,11,9,0,3,54,116,107,98,100,108,96,74,44,19,762,123,90,129,109,66,40,17,15,3,592,0,4,3,10,5,3,3,0,0,28,4445,2654,3195,3950,3381,2887,2428,1563,550,25053,128,104,246,124,89,62,28,6,0,787,747,497,749,515,350,209,96,17,3,3183,140,58,64,111,77,65,45,32,16,608,0,0,4,0,4,0,0,0,0,8,25,31,46,22,21,24,3,7,0,179,25,31,50,22,25,24,3,7,0,187,861,850,1202,867,640,439,215,121,31,5226,28,40,46,47,25,16,5,0,0,207,525,386,507,450,412,362,233,133,53,3061,37,97,95,44,92,79,35,12,0,491,7084,4899,6474,6336,5313,4328,3153,1926,665,40178
LGA11150,0,0,0,3,3,0,0,0,0,6,5,7,4,8,12,23,22,9,0,90,16,5,10,13,12,4,3,0,0,63,0,0,0,0,0,0,0,0,0,0,470,268,269,310,322,320,243,129,15,2346,0,3,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,3,0,0,0,6,60,26,45,47,35,32,20,6,0,271,0,0,3,3,3,4,0,0,0,13,129,61,48,66,52,49,57,28,5,495,0,6,10,0,0,0,3,0,0,19,659,364,381,432,418,408,323,163,20,3168
LGA11200,3,0,0,0,3,3,0,0,0,9,3,3,0,5,6,7,3,3,0,30,6,3,7,3,3,3,0,3,0,28,0,0,0,0,0,0,0,0,0,0,256,183,125,153,208,159,83,57,18,1242,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,73,52,43,36,19,10,4,0,385,0,0,0,0,7,0,0,0,0,7,52,16,22,24,18,10,7,4,3,156,0,0,0,8,0,4,0,0,0,12,459,272,203,232,269,192,100,65,21,1813
LGA11250,6,4,4,0,3,5,8,6,5,41,201,163,110,193,366,452,402,323,108,2318,50,36,35,36,47,36,22,7,0,269,0,0,0,0,0,4,0,0,0,4,1393,1044,913,1203,1847,1890,1445,1092,354,11181,6,0,16,8,0,3,0,0,0,33,12,3,3,5,0,3,4,0,0,30,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9,8,7,7,9,3,0,0,49,6,9,8,7,7,9,3,0,0,49,1361,799,668,606,631,490,226,124,35,4940,31,29,20,21,12,11,6,0,0,130,493,273,263,251,269,240,214,189,102,2294,4,9,6,4,11,6,7,0,0,47,3322,2172,1921,2116,2801,2670,1905,1405,491,18803
LGA11300,7,5,8,8,3,4,0,6,0,41,144,105,81,106,112,96,55,48,27,774,71,69,87,61,67,52,20,14,10,451,4,8,4,5,8,0,0,5,0,34,2871,2161,2099,2314,2390,1969,1547,1282,583,17216,242,454,1140,219,107,86,47,28,10,2333,105,129,179,93,44,58,30,11,0,649,3,3,3,3,3,4,5,5,0,29,0,3,0,0,0,0,0,0,0,3,22,37,77,29,15,13,4,5,0,202,22,40,77,29,15,13,4,5,0,205,960,1555,1579,852,928,608,262,159,59,6962,20,45,34,26,19,11,4,3,0,162,325,434,507,269,329,249,147,140,109,2509,32,108,107,45,47,84,46,14,0,483,4787,5323,6226,4181,4290,3339,2211,1749,795,32901
LGA11350,6,12,11,12,15,18,10,14,6,104,126,93,68,119,210,228,159,115,65,1183,92,53,67,54,105,106,32,19,8,536,3,0,4,8,10,6,3,0,0,34,1755,1105,938,1564,2239,2205,1404,939,429,12578,22,11,18,20,25,18,4,3,0,121,9,18,13,7,5,6,0,0,0,58,95,15,26,76,46,29,18,0,0,305,6,0,0,3,3,3,0,0,0,15,52,47,60,102,108,69,21,10,0,469,58,47,60,105,111,72,21,10,0,484,2544,1161,1332,1850,1795,1629,565,191,79,11146,137,160,145,199,184,140,23,5,0,993,656,336,367,476,573,492,199,95,55,3249,61,464,240,67,50,57,22,10,0,971,5494,3392,3253,4578,5263,4849,2312,1262,563,30966
LGA11400,6,0,0,10,0,0,0,4,0,20,183,101,94,123,191,198,146,115,42,1193,72,22,32,25,39,30,20,6,10,256,0,0,0,0,0,0,0,0,0,0,2091,989,848,1231,1546,1432,1059,610,209,10015,0,0,0,0,0,3,0,0,0,3,4,3,0,3,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,7,0,10,6,3,0,3,0,0,29,7,0,10,6,3,3,3,0,0,32,497,196,179,243,231,170,96,47,3,1662,15,10,9,8,11,4,0,0,0,57,167,65,56,78,76,94,61,55,25,677,6,24,31,13,8,4,0,3,0,89,2797,1294,1143,1587,1892,1719,1225,715,237,12609
