region_id,C11_P_35_39_Tot_LF,C11_P_35_39_Notin_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Notin_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Notin_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Notin_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Notin_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Notin_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Notin_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Notin_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Emp_Wor_ft,C11_P_75ov_Em_Work_pt,C11_P_75ov_Em_Aw_fr_w,C11_P_75ov_Emp_Hou_w_ns,C11_P_75andOver_Em_Tot,C11_P_75over_Unem_Lo_ft_w,C11_P_75over_Unem_Lo_pt_w,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_T_T_labo_for,C11_P_Tot_Notin_LF,C11_P_Tot_LF_NS,C11_P_T_T
LGA10650,338,59,15,412,231,89,11,12,343,9,4,13,356,48,22,426,231,112,10,13,366,16,4,20,386,66,21,473,255,134,17,11,417,16,7,23,440,100,17,557,272,129,17,10,428,7,0,7,435,141,16,592,168,115,28,13,324,4,4,8,332,291,27,650,66,66,7,3,142,0,3,3,145,389,28,562,32,46,0,4,82,0,0,0,82,366,22,470,15,16,3,7,41,0,0,0,41,688,152,881,2011,1057,142,98,3308,112,52,164,3472,2575,386,6433
LGA10750,18210,4354,882,23446,11413,3601,400,362,15776,608,311,919,16695,3922,817,21434,11324,3121,373,335,15153,567,241,808,15961,3610,799,20370,9740,2682,359,319,13100,467,194,661,13761,3744,733,18238,7294,2204,351,213,10062,355,149,504,10566,4641,677,15884,4118,1735,240,156,6249,221,138,359,6608,6365,637,13610,1065,677,68,51,1861,25,37,62,1923,6937,568,9428,164,178,31,26,399,6,11,17,416,5653,474,6543,37,66,19,17,139,9,0,9,148,9775,1117,11040,91154,33816,4513,3652,133135,6489,3815,10304,143439,74635,10480,228554
LGA10800,283,77,13,373,193,67,7,6,273,6,3,9,282,55,12,349,223,85,12,10,330,9,3,12,342,41,11,394,238,84,7,15,344,4,9,13,357,69,10,436,187,77,11,4,279,3,3,6,285,98,7,390,116,71,14,9,210,3,3,6,216,161,8,385,68,27,7,3,105,0,0,0,105,158,13,276,29,34,0,6,69,0,0,0,69,200,15,284,32,27,3,6,68,0,0,0,68,448,37,553,1794,739,104,91,2728,56,42,98,2826,1621,165,4612
LGA10850,347,70,15,432,274,108,9,6,397,10,6,16,413,69,19,501,292,105,14,6,417,8,3,11,428,72,20,520,247,88,12,7,354,9,5,14,368,84,10,462,221,94,20,7,342,3,6,9,351,103,19,473,122,69,0,6,197,9,0,9,206,189,14,409,60,49,0,6,115,0,3,3,118,208,18,344,25,25,4,3,57,0,0,0,57,213,25,295,16,18,0,4,38,0,0,0,38,412,43,493,2032,878,127,73,3110,101,55,156,3266,1810,240,5316
LGA10900,3809,776,206,4791,2718,1360,132,61,4271,96,60,156,4427,798,248,5473,2843,1339,136,78,4396,88,62,150,4546,679,284,5509,3111,1373,169,48,4701,92,43,135,4836,825,247,5908,2608,1269,161,49,4087,84,48,132,4219,1346,231,5796,1441,1158,120,31,2750,67,66,133,2883,2275,224,5382,400,549,57,15,1021,11,19,30,1051,2745,160,3956,73,182,14,7,276,3,9,12,288,2288,129,2705,20,92,10,17,139,3,9,12,151,4419,483,5053,20665,12278,1436,569,34948,1043,803,1846,36794,20359,2885,60038
LGA10950,153,34,10,197,128,35,10,0,173,0,7,7,180,35,21,236,121,27,0,9,157,3,3,6,163,25,18,206,107,27,11,3,148,3,0,3,151,25,23,199,76,17,0,0,93,0,3,3,96,28,10,134,57,28,6,4,95,3,3,6,101,58,16,175,34,22,0,4,60,0,0,0,60,116,14,190,28,8,3,0,39,0,0,0,39,97,15,151,12,12,0,6,30,0,0,0,30,151,23,204,931,295,52,39,1317,50,29,79,1396,748,186,2330
LGA11000,96,16,7,119,78,33,3,4,118,0,0,0,118,26,8,152,86,41,3,3,133,4,0,4,137,31,6,174,100,36,6,0,142,4,0,4,146,44,0,190,90,29,6,0,125,0,0,0,125,54,9,188,58,44,3,0,105,6,0,6,111,81,5,197,30,21,0,3,54,0,0,0,54,92,3,149,12,8,0,0,20,0,0,0,20,69,5,94,11,12,0,0,23,0,0,0,23,180,25,228,698,326,42,22,1088,38,9,47,1135,705,82,1922
LGA11050,96,23,0,119,61,38,12,0,111,3,0,3,114,28,3,145,99,33,6,6,144,3,0,3,147,27,0,174,93,35,5,4,137,0,3,3,140,29,3,172,69,32,6,3,110,3,3,6,116,54,0,170,40,33,0,3,76,6,0,6,82,99,0,181,20,23,6,0,49,3,0,3,52,126,10,188,15,10,0,0,25,0,0,0,25,79,8,112,13,4,3,0,20,0,0,0,20,167,10,197,598,333,57,28,1016,24,15,39,1055,752,49,1856
LGA11100,2614,431,195,3240,1660,572,65,59,2356,64,33,97,2453,415,182,3050,1541,476,54,40,2111,61,23,84,2195,397,148,2740,1292,421,53,39,1805,51,25,76,1881,419,178,2478,1002,385,56,22,1465,39,28,67,1532,574,144,2250,544,312,37,18,911,20,20,40,951,911,135,1997,200,161,14,21,396,3,6,9,405,1169,142,1716,46,43,6,0,95,0,0,0,95,1189,112,1396,16,22,0,6,44,0,0,0,44,2297,243,2584,12439,5095,709,434,18677,596,440,1036,19713,10762,2164,32639
LGA11150,133,37,35,205,117,29,3,6,155,7,3,10,165,33,32,230,111,34,3,3,151,4,0,4,155,27,29,211,113,33,5,6,157,3,4,7,164,21,22,207,88,27,7,5,127,4,5,9,136,42,22,200,59,29,7,0,95,0,0,0,95,85,24,204,30,14,6,3,53,0,3,3,56,109,40,205,14,6,0,3,23,0,0,0,23,82,13,118,7,6,0,6,19,0,0,0,19,125,41,185,912,292,57,47,1308,44,27,71,1379,751,357,2487
LGA11200,61,32,13,106,52,17,0,4,73,14,3,17,90,31,8,129,55,19,3,3,80,5,6,11,91,43,8,142,55,20,4,3,82,6,3,9,91,30,6,127,48,15,4,3,70,0,0,0,70,31,6,107,25,11,3,3,42,0,0,0,42,35,6,83,21,3,0,0,24,0,0,0,24,35,3,62,6,3,0,0,9,0,0,0,9,22,3,34,7,5,0,0,12,0,0,0,12,63,8,83,438,160,30,28,656,56,32,88,744,518,82,1344
LGA11250,748,191,59,998,477,228,32,25,762,51,8,59,821,239,60,1120,614,231,40,21,906,37,13,50,956,274,70,1300,655,276,64,16,1011,27,13,40,1051,337,95,1483,477,204,56,17,754,25,13,38,792,482,71,1345,250,150,39,6,445,12,15,27,472,765,81,1318,70,68,12,9,159,3,6,9,168,808,73,1049,15,31,0,3,49,0,0,0,49,700,99,848,6,4,6,6,22,0,0,0,22,1582,297,1901,4426,2129,401,205,7161,441,192,633,7794,6488,1155,15437
LGA11300,1644,375,107,2126,1027,415,29,42,1513,50,32,82,1595,331,85,2011,1126,418,40,30,1614,51,24,75,1689,397,98,2184,1017,367,55,30,1469,41,21,62,1531,396,127,2054,738,322,44,24,1128,21,17,38,1166,481,82,1729,450,235,24,21,730,20,18,38,768,671,85,1524,133,118,6,5,262,0,0,0,262,817,61,1140,33,52,6,8,99,0,3,3,102,852,69,1023,13,30,5,6,54,0,0,0,54,2125,353,2532,9229,4990,488,380,15087,581,523,1104,16191,9699,1770,27660
LGA11350,1584,487,148,2219,779,726,82,36,1623,65,68,133,1756,395,140,2291,832,773,67,37,1709,93,52,145,1854,455,139,2448,895,818,92,25,1830,82,68,150,1980,594,181,2755,721,702,103,32,1558,61,51,112,1670,827,140,2637,372,458,57,14,901,24,35,59,960,1061,138,2159,94,150,23,14,281,0,8,8,289,1022,72,1383,33,49,3,3,88,0,3,3,91,761,56,908,17,33,9,12,71,0,0,0,71,1579,164,1814,5871,5936,690,313,12810,682,532,1214,14024,8930,1609,24563
LGA11400,606,104,23,733,480,178,20,10,688,16,10,26,714,108,16,838,521,214,22,19,776,13,6,19,795,144,13,952,507,186,28,23,744,20,6,26,770,149,15,934,406,149,22,6,583,14,0,14,597,173,24,794,307,165,30,15,517,0,8,8,525,376,22,923,134,110,7,3,254,0,0,0,254,414,23,691,75,54,3,3,135,0,0,0,135,381,19,535,50,39,3,6,98,0,0,0,98,779,75,952,3787,1699,210,165,5861,161,75,236,6097,3361,275,9733
LGA11450,3987,600,119,4706,2537,931,89,59,3616,54,40,94,3710,498,128,4336,2362,769,80,72,3283,52,34,86,3369,425,128,3922,2089,607,84,52,2832,55,24,79,2911,436,105,3452,1504,536,91,42,2173,46,24,70,2243,608,92,2943,886,405,62,31,1384,28,21,49,1433,1042,105,2580,216,199,22,9,446,0,3,3,449,1217,83,1749,36,75,7,3,121,0,3,3,124,1100,90,1314,22,26,0,7,55,0,0,0,55,2161,190,2406,19056,7721,1051,608,28436,709,505,1214,29650,11284,1529,42463
LGA11500,7252,2008,470,9730,4715,1558,181,175,6629,289,140,429,7058,1888,449,9395,5376,1662,191,203,7432,263,117,380,7812,1747,506,10065,5403,1654,216,166,7439,223,89,312,7751,2042,459,10252,4275,1384,259,129,6047,190,89,279,6326,2628,393,9347,2378,1142,162,72,3754,120,76,196,3950,3725,421,8096,566,425,42,22,1055,13,12,25,1080,3670,290,5040,78,133,11,11,233,0,3,3,236,2795,256,3287,18,52,10,13,93,0,0,0,93,4280,853,5226,43726,16984,2226,1842,64778,3416,1804,5220,69998,37397,6313,113708
LGA11520,5199,847,432,6478,3240,1103,134,90,4567,91,52,143,4710,669,295,5674,2996,1017,104,66,4183,98,47,145,4328,616,258,5202,2740,855,90,67,3752,97,27,124,3876,658,243,4777,1985,791,118,60,2954,68,36,104,3058,933,166,4157,1149,755,95,33,2032,39,40,79,2111,1615,190,3916,414,393,40,20,867,4,12,16,883,1901,159,2943,105,152,20,3,280,0,3,3,283,1946,152,2381,36,78,5,10,129,3,6,9,138,4598,580,5316,26127,10094,1392,729,38342,979,769,1748,40090,18681,4003,62774
LGA11550,7278,2218,679,10175,4451,1835,187,228,6701,301,197,498,7199,2218,602,10019,4259,1788,141,241,6429,278,151,429,6858,2040,602,9500,3747,1412,150,176,5485,265,138,403,5888,2178,551,8617,2672,1059,117,152,4000,191,95,286,4286,2552,452,7290,1471,824,78,64,2437,110,70,180,2617,3318,471,6406,469,404,31,22,926,8,11,19,945,3804,362,5111,104,151,12,6,273,6,6,12,285,3825,367,4477,34,57,13,9,113,4,10,14,127,7535,1184,8846,34126,16585,1780,1976,54467,2904,1966,4870,59337,42124,8087,109548
LGA11600,144,17,7,168,113,24,7,10,154,4,3,7,161,18,7,186,125,25,7,9,166,6,0,6,172,26,7,205,127,34,6,4,171,0,3,3,174,34,7,215,99,29,5,3,136,0,3,3,139,33,6,178,70,15,3,3,91,4,0,4,95,45,4,144,22,10,0,0,32,0,0,0,32,75,8,115,19,16,0,0,35,0,0,0,35,72,7,114,14,4,0,0,18,0,0,0,18,128,11,157,930,283,49,43,1305,35,25,60,1365,579,83,2027
LGA11700,91,36,7,134,86,21,3,4,114,9,3,12,126,33,8,167,92,15,9,0,116,11,0,11,127,29,13,169,93,19,13,0,125,6,0,6,131,40,10,181,87,30,9,0,126,5,0,5,131,56,9,196,47,20,7,4,78,6,3,9,87,78,9,174,24,9,4,3,40,0,0,0,40,103,8,151,7,8,0,0,15,0,0,0,15,61,7,83,4,0,0,0,4,0,0,0,4,75,7,86,730,197,55,26,1008,75,21,96,1104,715,115,1934
LGA11720,2490,733,134,3357,1574,703,86,72,2435,77,42,119,2554,690,136,3380,1535,633,83,60,2311,76,36,112,2423,676,149,3248,1533,648,98,57,2336,65,32,97,2433,895,163,3491,1130,595,97,34,1856,34,24,58,1914,1227,162,3303,625,453,65,29,1172,28,29,57,1229,1817,182,3228,157,163,19,14,353,3,6,9,362,1866,110,2338,31,49,8,4,92,0,4,4,96,1385,103,1584,21,24,7,7,59,0,4,4,63,2832,271,3166,12802,6623,898,615,20938,917,535,1452,22390,15507,2003,39900
LGA11730,1945,619,114,2678,1194,706,79,51,2030,104,52,156,2186,663,121,2970,1357,775,96,33,2261,121,54,175,2436,779,134,3349,1515,879,96,55,2545,100,44,144,2689,1020,118,3827,1174,759,148,35,2116,79,45,124,2240,1465,122,3827,652,562,90,29,1333,58,53,111,1444,2445,119,4008,182,227,27,15,451,0,13,13,464,2863,139,3466,82,89,9,9,189,3,3,6,195,2347,142,2684,28,56,3,15,102,0,0,0,102,4368,355,4825,9696,6749,854,422,17721,1092,630,1722,19443,19655,1748,40846
LGA11750,291,46,32,369,152,39,15,9,215,6,6,12,227,37,24,288,210,64,13,7,294,11,3,14,308,51,31,390,203,48,11,8,270,7,6,13,283,59,24,366,148,43,17,0,208,8,3,11,219,80,28,327,87,32,17,8,144,3,0,3,147,101,34,282,27,18,3,0,48,0,0,0,48,127,23,198,29,8,0,0,37,0,0,0,37,121,18,176,7,6,0,4,17,3,0,3,20,192,30,242,1688,513,116,66,2383,72,40,112,2495,1107,355,3957
LGA11800,3087,736,173,3996,1997,1154,138,56,3345,157,75,232,3577,722,170,4469,2136,1273,111,70,3590,146,84,230,3820,810,172,4802,2243,1254,150,49,3696,155,61,216,3912,1086,189,5187,1835,1070,139,59,3103,127,67,194,3297,1556,199,5052,994,842,117,30,1983,92,60,152,2135,2589,206,4930,226,305,49,9,589,9,16,25,614,3095,185,3894,50,85,24,6,165,3,8,11,176,2775,204,3155,23,68,20,14,125,0,0,0,125,5159,704,5988,15573,10716,1349,597,28235,1593,962,2555,30790,22711,2864,56365
LGA11860,73,19,0,92,68,22,0,0,90,3,0,3,93,10,6,109,67,29,6,4,106,0,0,0,106,11,7,124,74,20,6,4,104,0,0,0,104,14,8,126,66,17,3,0,86,0,0,0,86,14,9,109,46,16,3,4,69,0,0,0,69,29,3,101,34,13,3,0,50,0,0,0,50,29,0,79,19,10,0,0,29,0,0,0,29,26,5,60,8,7,0,0,15,0,0,0,15,35,6,56,565,187,39,15,806,12,3,15,821,273,51,1145
LGA12000,165,30,3,198,131,63,10,10,214,6,0,6,220,42,15,277,159,59,6,0,224,5,3,8,232,37,15,284,147,63,3,3,216,3,0,3,219,52,22,293,108,37,4,5,154,9,3,12,166,74,6,246,70,33,9,0,112,3,3,6,118,126,10,254,38,31,0,3,72,0,0,0,72,145,14,231,15,12,5,0,32,0,0,0,32,149,16,197,11,7,3,3,24,0,0,0,24,296,34,354,1067,478,56,42,1643,47,15,62,1705,1177,170,3052
LGA12050,468,121,28,617,323,157,21,10,511,14,8,22,533,122,29,684,402,164,18,7,591,21,5,26,617,103,27,747,424,145,21,5,595,13,6,19,614,133,32,779,289,135,29,11,464,6,11,17,481,155,13,649,213,116,7,9,345,9,4,13,358,264,30,652,78,71,9,8,166,3,0,3,169,324,21,514,40,33,7,0,80,0,0,0,80,317,26,423,20,27,0,0,47,0,0,0,47,698,47,792,2824,1383,177,91,4475,140,79,219,4694,2790,321,7805
LGA12150,156,46,9,211,123,47,0,10,180,14,7,21,201,56,23,280,138,42,0,3,183,10,6,16,199,56,14,269,150,56,9,7,222,8,3,11,233,54,14,301,118,38,11,3,170,7,3,10,180,105,14,299,71,34,9,6,120,0,3,3,123,123,13,259,40,24,10,7,81,0,0,0,81,125,15,221,16,6,6,3,31,0,3,3,34,117,13,164,18,12,3,6,39,0,0,0,39,253,24,316,1094,418,63,62,1637,108,37,145,1782,1200,192,3174
LGA12200,286,72,20,378,224,92,10,4,330,9,3,12,342,67,15,424,253,106,7,11,377,12,6,18,395,80,23,498,246,99,6,6,357,9,10,19,376,125,17,518,212,79,11,5,307,5,3,8,315,156,14,485,120,73,13,9,215,9,7,16,231,316,25,572,43,32,8,3,86,0,3,3,89,339,25,453,25,27,0,0,52,0,0,0,52,360,27,439,10,15,0,0,25,0,0,0,25,647,72,744,1749,850,82,71,2752,107,55,162,2914,2579,309,5802
