region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
LGA10650,21,3,13,16,10,6,16,0,0,0,0,0,0,0,3,3,8,19,27,3,18,21,10,12,22,164,162,326,216,214,430,295,308,603,9,8,17,14,11,25,6,4,10,988,1037,2025,1007,1068,2075,1022,1078,2100
LGA10750,1149,372,676,1048,543,905,1448,20,16,36,29,33,62,21,29,50,641,954,1595,644,974,1618,967,1427,2394,7092,6603,13695,11775,10968,22743,10204,9299,19503,496,673,1169,657,923,1580,771,1232,2003,41683,40793,82476,46981,46401,93382,50254,50278,100532
LGA10800,14,0,9,9,4,14,18,0,0,0,0,0,0,0,0,0,6,14,20,0,9,9,4,20,24,138,129,267,214,196,410,150,135,285,5,4,9,9,5,14,7,5,12,861,942,1803,860,944,1804,754,843,1597
LGA10850,22,3,13,16,4,17,21,0,0,0,0,0,0,0,0,0,5,20,25,6,13,19,4,20,24,92,102,194,158,160,318,224,216,440,9,15,24,5,5,10,3,3,6,892,907,1799,937,967,1904,966,1067,2033
LGA10900,517,121,277,398,130,262,392,3,9,12,4,5,9,3,0,3,237,416,653,181,354,535,185,316,501,1184,1262,2446,1985,2201,4186,2209,2243,4452,294,348,642,286,339,625,226,269,495,11778,12086,23864,11486,12017,23503,11626,12199,23825
LGA10950,6,3,5,8,0,9,9,0,0,0,0,0,0,0,0,0,3,3,6,3,5,8,0,9,9,64,39,103,83,84,167,156,132,288,4,0,4,0,4,4,7,9,16,400,387,787,381,376,757,472,431,903
LGA11000,10,3,6,9,0,11,11,0,0,0,0,3,3,0,0,0,3,10,13,3,9,12,0,11,11,34,40,74,89,71,160,67,54,121,4,0,4,0,7,7,7,5,12,300,325,625,315,344,659,299,315,614
LGA11050,4,0,8,8,3,3,6,0,0,0,0,0,0,0,0,0,0,4,4,0,8,8,3,3,6,37,32,69,51,49,100,50,62,112,7,3,10,3,8,11,0,0,0,282,314,596,276,320,596,291,301,592
LGA11100,208,50,85,135,84,128,212,0,0,0,3,3,6,9,0,9,117,201,318,83,128,211,162,196,358,1215,1233,2448,1649,1715,3364,1601,1519,3120,148,177,325,165,176,341,217,275,492,5279,5311,10590,5671,5659,11330,6257,6223,12480
LGA11150,18,0,3,3,0,7,7,0,0,0,0,0,0,3,0,3,14,17,31,0,3,3,3,7,10,147,129,276,199,168,367,260,232,492,4,5,9,17,14,31,13,6,19,597,552,1149,534,498,1032,517,501,1018
LGA11200,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,9,110,42,152,177,107,284,61,52,113,0,3,3,3,3,6,7,4,11,324,297,621,359,319,678,236,278,514
LGA11250,105,14,49,63,21,46,67,3,0,3,0,0,0,0,4,4,56,75,131,20,63,83,28,68,96,520,544,1064,894,924,1818,926,938,1864,49,40,89,22,22,44,29,19,48,2927,2907,5834,2793,2916,5709,2665,2836,5501
LGA11300,255,80,120,200,84,155,239,6,11,17,4,3,7,3,6,9,246,340,586,172,195,367,239,273,512,899,925,1824,1515,1437,2952,1223,1058,2281,278,301,579,185,277,462,211,275,486,5114,5308,10422,5733,5921,11654,5721,5834,11555
LGA11350,245,51,149,200,60,135,195,0,3,3,3,3,6,0,0,0,88,212,300,75,178,253,87,179,266,865,816,1681,1558,1447,3005,1237,1051,2288,670,659,1329,407,500,907,453,520,973,5060,5124,10184,5182,5347,10529,4868,5149,10017
LGA11400,33,8,31,39,12,20,32,0,0,0,0,0,0,0,0,0,13,28,41,15,31,46,15,23,38,183,177,360,348,306,654,263,291,554,11,14,25,9,7,16,51,40,91,1623,1718,3341,1733,1766,3499,1716,1869,3585
LGA11450,183,63,148,211,66,179,245,3,0,3,6,3,9,3,5,8,61,156,217,89,183,272,96,222,318,730,740,1470,1355,1521,2876,1399,1359,2758,72,94,166,61,82,143,59,86,145,6677,6856,13533,7852,8266,16118,8843,9235,18078
LGA11500,676,179,358,537,211,423,634,5,7,12,12,20,32,10,13,23,353,546,899,242,472,714,332,573,905,3809,4043,7852,6232,6369,12601,5300,5596,10896,231,335,566,196,258,454,221,281,502,25018,24813,49831,24487,24989,49476,23332,24333,47665
LGA11520,440,125,231,356,135,282,417,0,3,3,0,3,3,0,5,5,231,329,560,170,311,481,194,409,603,1553,1722,3275,2827,2862,5689,2760,2587,5347,221,307,528,234,327,561,278,444,722,8082,8488,16570,9724,10156,19880,11196,11690,22886
LGA11550,839,211,449,660,345,501,846,19,19,38,19,17,36,17,19,36,625,751,1376,404,648,1052,737,851,1588,4949,5047,9996,6911,6541,13452,6239,5827,12066,452,560,1012,405,542,947,427,594,1021,20924,20352,41276,21952,21470,43422,23181,22255,45436
LGA11600,10,0,9,9,0,4,4,0,0,0,0,0,0,0,0,0,9,7,16,0,9,9,0,4,4,89,52,141,168,102,270,74,57,131,13,5,18,27,18,45,35,19,54,441,393,834,458,414,872,342,346,688
LGA11700,7,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,8,9,17,6,6,12,4,3,7,210,105,315,151,103,254,144,73,217,5,4,9,10,5,15,26,14,40,435,296,731,325,284,609,345,303,648
LGA11720,164,50,86,136,68,120,188,0,0,0,0,6,6,6,5,11,58,139,197,62,116,178,93,162,255,1677,1290,2967,2004,1681,3685,2162,1704,3866,66,67,133,57,65,122,83,85,168,6862,6809,13671,7184,6820,14004,7643,7390,15033
LGA11730,179,38,138,176,70,110,180,3,3,6,3,6,9,0,4,4,89,149,238,63,162,225,94,134,228,1042,823,1865,1851,1545,3396,1710,1552,3262,74,97,171,67,74,141,59,67,126,6653,6514,13167,6959,6877,13836,6703,6994,13697
LGA11750,17,4,9,13,5,11,16,0,0,0,0,0,0,0,0,0,6,11,17,7,13,20,5,11,16,129,106,235,345,228,573,296,223,519,11,5,16,3,3,6,14,10,24,745,780,1525,857,740,1597,787,713,1500
LGA11800,314,80,226,306,89,207,296,0,3,3,0,6,6,0,6,6,136,262,398,114,272,386,126,286,412,1112,1167,2279,2237,2270,4507,2268,2297,4565,215,242,457,182,229,411,221,280,501,9069,9575,18644,9972,10591,20563,9984,10939,20923
LGA11860,6,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,4,7,32,31,63,67,57,124,40,27,67,3,0,3,0,0,0,6,7,13,274,268,542,248,276,524,222,228,450
LGA12000,14,0,4,4,4,7,11,0,0,0,0,0,0,0,0,0,5,12,17,0,7,7,11,11,22,44,57,101,87,108,195,138,149,287,3,4,7,3,3,6,0,3,3,562,585,1147,546,612,1158,579,651,1230
LGA12050,49,6,28,34,9,29,38,0,0,0,0,0,0,0,0,0,26,39,65,14,34,48,12,32,44,262,258,520,581,437,1018,486,321,807,14,28,42,20,21,41,12,12,24,1708,1715,3423,1732,1648,3380,1529,1467,2996
LGA12150,8,0,3,3,8,3,11,3,0,3,0,0,0,0,0,0,6,5,11,3,3,6,8,3,11,97,98,195,146,140,286,191,169,360,15,15,30,4,5,9,7,6,13,616,675,1291,571,644,1215,540,585,1125
LGA12200,31,3,7,10,3,10,13,0,0,0,0,0,0,0,0,0,16,25,41,8,7,15,8,13,21,102,107,209,186,225,411,285,291,576,0,8,8,8,9,17,10,8,18,932,1046,1978,919,1087,2006,960,1066,2026
LGA12300,30,9,23,32,9,22,31,0,0,0,0,0,0,0,3,3,11,31,42,12,23,35,15,31,46,219,211,430,338,382,720,318,326,644,7,9,16,10,12,22,8,10,18,1348,1361,2709,1401,1482,2883,1367,1484,2851
LGA12350,40,6,14,20,7,31,38,0,0,0,3,0,3,0,0,0,24,30,54,20,28,48,15,31,46,220,216,436,407,387,794,545,514,1059,13,25,38,30,22,52,14,28,42,1691,1665,3356,1764,1760,3524,1777,1863,3640
LGA12500,28,3,15,18,8,13,21,0,0,0,0,0,0,0,0,0,9,22,31,6,18,24,8,16,24,189,175,364,284,280,564,292,293,585,0,3,3,3,5,8,8,9,17,1070,1091,2161,1073,1113,2186,957,1065,2022
LGA12600,161,41,74,115,40,99,139,0,0,0,0,6,6,8,3,11,72,124,196,57,96,153,65,130,195,779,833,1612,1720,1740,3460,1403,1324,2727,38,56,94,39,44,83,46,52,98,5529,5899,11428,6175,6426,12601,5931,6210,12141
LGA12700,41,3,22,25,9,24,33,0,0,0,0,0,0,0,0,0,10,39,49,13,32,45,9,30,39,152,163,315,282,313,595,242,248,490,12,14,26,10,11,21,3,11,14,1151,1135,2286,1176,1259,2435,1113,1190,2303
LGA12750,111,28,96,124,43,118,161,3,0,3,0,5,5,3,3,6,63,87,150,36,113,149,60,145,205,681,741,1422,1158,1172,2330,1290,1254,2544,51,79,130,52,66,118,63,77,140,4124,4365,8489,4271,4690,8961,4443,4750,9193
LGA12850,1144,295,558,853,284,595,879,25,27,52,44,62,106,24,37,61,755,930,1685,538,954,1492,654,1130,1784,5227,5080,10307,8177,7852,16029,7034,7005,14039,288,348,636,258,312,570,294,361,655,29102,28644,57746,29933,30228,60161,30262,31059,61321
LGA12900,31,7,29,36,8,16,24,0,3,3,0,3,3,0,0,0,15,27,42,11,35,46,11,19,30,175,167,342,341,356,697,269,291,560,6,10,16,8,8,16,12,5,17,1419,1393,2812,1441,1464,2905,1260,1294,2554
LGA12950,11,3,5,8,3,7,10,0,0,0,0,0,0,0,0,0,5,6,11,3,9,12,6,7,13,102,112,214,154,189,343,162,184,346,3,0,3,0,0,0,4,0,4,627,737,1364,623,730,1353,568,665,1233
LGA13010,19,7,11,18,9,22,31,0,0,0,0,0,0,4,0,4,0,26,26,10,15,25,13,22,35,282,183,465,402,313,715,397,271,668,11,14,25,3,8,11,10,15,25,1271,1249,2520,1311,1291,2602,1236,1208,2444
LGA13050,14,4,11,15,3,15,18,0,0,0,0,4,4,0,0,0,6,11,17,4,15,19,3,15,18,75,61,136,152,159,311,133,113,246,0,3,3,9,12,21,7,4,11,591,561,1152,602,648,1250,555,563,1118
LGA13100,887,220,493,713,243,558,801,8,10,18,16,16,32,8,6,14,383,694,1077,300,627,927,345,690,1035,3104,3339,6443,6613,7215,13828,5205,5566,10771,240,369,609,268,415,683,232,317,549,21867,22592,44459,24239,25461,49700,23352,25097,48449
LGA13310,122,31,78,109,53,65,118,5,3,8,0,0,0,0,0,0,110,113,223,132,137,269,84,88,172,1429,932,2361,1489,1008,2497,1409,882,2291,21,35,56,58,42,100,41,49,90,4788,4260,9048,5104,4101,9205,4464,3917,8381
LGA13320,115,21,55,76,22,68,90,0,0,0,0,3,3,3,3,6,62,96,158,27,83,110,28,85,113,560,575,1135,1230,1305,2535,1313,1425,2738,52,66,118,48,56,104,45,55,100,3629,3756,7385,4230,4367,8597,4151,4497,8648
LGA13340,33,9,22,31,4,29,33,0,0,0,0,3,3,5,0,5,10,31,41,9,25,34,13,32,45,135,122,257,307,292,599,322,295,617,14,5,19,8,17,25,7,13,20,1419,1408,2827,1463,1488,2951,1471,1521,2992
LGA13380,160,47,109,156,44,95,139,0,3,3,0,3,3,7,0,7,82,146,228,59,138,197,69,129,198,771,754,1525,1400,1443,2843,1496,1578,3074,41,64,105,26,57,83,41,50,91,5921,6121,12042,6178,6573,12751,6114,6530,12644
LGA13450,76,16,49,65,29,57,86,3,0,3,0,0,0,3,0,3,40,50,90,28,62,90,50,82,132,567,527,1094,1026,956,1982,1122,952,2074,45,43,88,76,81,157,115,61,176,3418,3269,6687,3669,3580,7249,3908,3783,7691
LGA13500,14,3,10,13,3,4,7,0,0,0,0,0,0,0,0,0,6,11,17,6,13,19,3,7,10,44,34,78,139,110,249,110,99,209,7,3,10,3,3,6,4,3,7,464,465,929,523,523,1046,526,507,1033
LGA13550,41,9,22,31,16,29,45,0,0,0,0,3,3,0,0,0,15,37,52,14,31,45,19,32,51,216,214,430,412,392,804,508,467,975,5,12,17,5,9,14,19,12,31,1746,1825,3571,1677,1735,3412,1749,1793,3542
LGA13650,15,0,10,10,3,6,9,0,0,0,0,0,0,0,3,3,7,11,18,0,10,10,3,9,12,94,79,173,140,147,287,141,140,281,0,5,5,19,5,24,11,5,16,601,570,1171,627,583,1210,607,592,1199
LGA13660,21,3,20,23,4,9,13,0,0,0,0,0,0,0,0,0,8,16,24,3,23,26,4,12,16,119,119,238,186,165,351,119,101,220,22,39,61,8,12,20,9,5,14,693,733,1426,725,744,1469,581,567,1148
LGA13700,17,3,4,7,3,0,3,0,0,0,0,0,0,0,0,0,3,17,20,3,4,7,3,0,3,76,76,152,89,84,173,92,102,194,3,0,3,4,0,4,0,6,6,494,524,1018,443,493,936,421,447,868
LGA13800,301,55,159,214,79,186,265,5,3,8,3,3,6,0,5,5,134,234,368,76,195,271,116,230,346,1637,1591,3228,2342,2216,4558,1996,1861,3857,77,109,186,87,109,196,95,105,200,9875,9990,19865,10295,10119,20414,9808,9895,19703
LGA13850,12,3,0,3,5,3,8,0,0,0,0,0,0,0,0,0,3,12,15,3,0,3,5,3,8,74,66,140,128,110,238,104,81,185,6,6,12,5,5,10,7,9,16,478,433,911,507,494,1001,409,414,823
LGA13950,491,181,253,434,221,316,537,9,9,18,7,12,19,20,9,29,280,397,677,265,383,648,393,506,899,2558,2602,5160,4021,3902,7923,3904,3840,7744,231,268,499,220,360,580,324,469,793,12956,12676,25632,14514,14265,28779,15761,15918,31679
LGA14000,1112,293,532,825,294,516,810,13,14,27,6,10,16,12,12,24,574,799,1373,385,657,1042,417,664,1081,2284,2729,5013,3467,3834,7301,2612,2832,5444,528,748,1276,531,711,1242,633,870,1503,23794,25402,49196,24415,25709,50124,24766,25775,50541
LGA14100,96,16,56,72,19,43,62,0,0,0,0,4,4,0,0,0,40,82,122,23,76,99,26,46,72,288,384,672,492,487,979,307,347,654,55,67,122,50,73,123,43,59,102,2578,1945,4523,2616,2061,4677,2371,1972,4343
LGA14150,454,135,256,391,138,280,418,3,5,8,3,10,13,4,10,14,274,379,653,200,330,530,269,425,694,1720,1877,3597,2721,2690,5411,2104,2192,4296,258,375,633,252,341,593,316,474,790,10541,10608,21149,11770,11833,23603,11924,12190,24114
LGA14200,44,14,22,36,5,25,30,3,0,3,0,0,0,3,3,6,22,38,60,17,30,47,11,34,45,302,324,626,462,518,980,511,554,1065,9,11,20,9,27,36,15,12,27,2128,2262,4390,2186,2417,4603,2243,2382,4625
LGA14250,6,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,6,9,3,3,6,3,0,3,44,24,68,46,46,92,63,56,119,6,3,9,0,3,3,4,5,9,260,238,498,235,212,447,228,184,412
LGA14300,20,0,11,11,3,14,17,0,3,3,3,0,3,3,0,3,8,21,29,3,11,14,6,19,25,661,81,742,913,201,1114,920,169,1089,0,5,5,0,3,3,3,3,6,1343,766,2109,1541,775,2316,1518,757,2275
LGA14350,112,25,68,93,23,69,92,0,3,3,5,5,10,0,3,3,47,97,144,39,86,125,26,93,119,509,530,1039,1487,1214,2701,1470,1065,2535,20,27,47,26,24,50,37,38,75,3730,3963,7693,4459,4227,8686,4240,4058,8298
LGA14400,80,18,52,70,28,59,87,0,0,0,0,3,3,0,3,3,26,59,85,24,67,91,33,75,108,309,293,602,465,535,1000,425,425,850,16,38,54,22,38,60,36,42,78,2947,2828,5775,2845,2925,5770,2783,2842,5625
LGA14450,351,87,178,265,107,203,310,3,9,12,6,7,13,3,3,6,231,272,503,145,228,373,200,284,484,1227,1369,2596,1962,2071,4033,1533,1641,3174,218,237,455,169,281,450,267,386,653,7706,7683,15389,8557,8867,17424,8819,9134,17953
LGA14500,773,180,321,501,163,363,526,7,14,21,10,7,17,4,4,8,378,575,953,244,381,625,237,437,674,1398,1699,3097,1956,2316,4272,2052,2314,4366,501,693,1194,459,616,1075,565,664,1229,17210,18435,35645,17047,18023,35070,18693,19625,38318
LGA14550,32,6,24,30,11,13,24,3,0,3,0,0,0,0,0,0,20,26,46,14,36,50,18,18,36,181,175,356,261,282,543,303,297,600,3,7,10,18,10,28,9,15,24,1407,1414,2821,1340,1424,2764,1215,1337,2552
LGA14600,25,0,5,5,4,5,9,0,0,0,0,0,0,0,0,0,12,22,34,0,11,11,4,5,9,169,160,329,246,248,494,239,208,447,5,3,8,7,10,17,11,10,21,1053,1052,2105,879,963,1842,844,879,1723
LGA14650,795,181,421,602,238,438,676,3,10,13,11,16,27,6,7,13,353,625,978,243,534,777,316,570,886,2897,2993,5890,5223,5653,10876,4438,4654,9092,175,259,434,211,274,485,200,243,443,25362,25778,51140,26350,26955,53305,25571,26582,52153
LGA14700,356,85,133,218,68,139,207,0,0,0,3,0,3,0,3,3,157,273,430,120,171,291,102,159,261,800,881,1681,1046,997,2043,642,732,1374,169,247,416,195,246,441,189,206,395,4998,4991,9989,5151,4856,10007,5079,4996,10075
LGA14750,23,6,27,33,7,17,24,0,0,0,0,0,0,0,0,0,3,23,26,11,27,38,10,23,33,240,237,477,517,417,934,430,490,920,23,22,45,17,22,39,17,24,41,1865,1763,3628,1982,1907,3889,1856,1977,3833
LGA14800,641,145,276,421,118,225,343,3,0,3,4,4,8,3,3,6,296,481,777,179,332,511,148,268,416,1417,1459,2876,2206,2143,4349,1539,1528,3067,340,393,733,222,303,525,246,290,536,6241,7169,13410,6518,7296,13814,6592,7375,13967
LGA14850,204,52,131,183,67,125,192,3,3,6,4,3,7,0,6,6,104,154,258,74,159,233,90,169,259,871,859,1730,1309,1365,2674,1199,1156,2355,123,188,311,116,151,267,100,123,223,6824,7414,14238,6842,7496,14338,6576,7140,13716
LGA14870,90,19,44,63,17,42,59,3,0,3,0,0,0,0,0,0,42,69,111,27,51,78,21,49,70,728,405,1133,1049,712,1761,1066,713,1779,9,15,24,11,24,35,19,36,55,3034,2846,5880,3129,2803,5932,3052,2769,5821
LGA14900,825,219,400,619,232,482,714,14,8,22,25,34,59,20,19,39,545,673,1218,409,601,1010,449,763,1212,4378,4236,8614,8258,8188,16446,7508,7532,15040,272,382,654,202,319,521,313,511,824,24680,24521,49201,28995,29223,58218,30916,31792,62708
LGA14920,20,5,12,17,3,13,16,0,0,0,0,0,0,0,0,0,11,21,32,5,19,24,7,16,23,142,130,272,319,330,649,284,251,535,3,6,9,3,9,12,3,11,14,954,982,1936,1019,1055,2074,1005,1004,2009
LGA14950,13,0,4,4,3,13,16,0,0,0,3,0,3,0,0,0,7,15,22,3,4,7,3,13,16,89,76,165,75,78,153,80,71,151,0,3,3,3,3,6,3,7,10,508,523,1031,426,467,893,381,412,793
LGA15050,202,63,159,222,77,175,252,3,0,3,5,3,8,3,3,6,92,185,277,89,235,324,123,223,346,719,789,1508,1925,2028,3953,1924,1920,3844,35,50,85,49,55,104,56,54,110,7992,8153,16145,9411,9856,19267,10041,10435,20476
LGA15150,398,83,183,266,85,171,256,3,5,8,0,7,7,4,4,8,199,325,524,143,244,387,133,222,355,1440,1359,2799,1779,1820,3599,1391,1326,2717,546,497,1043,466,459,925,351,370,721,5851,5895,11746,6235,6333,12568,6173,6412,12585
LGA15200,746,190,336,526,193,313,506,3,4,7,11,12,23,8,7,15,405,612,1017,273,446,719,342,432,774,2812,2648,5460,3968,3619,7587,3242,2821,6063,415,427,842,334,419,753,326,381,707,10843,11457,22300,11070,11616,22686,11310,11708,23018
LGA15270,85,21,40,61,20,51,71,3,0,3,3,0,3,3,3,6,37,67,104,27,53,80,36,64,100,556,517,1073,808,746,1554,1001,714,1715,24,21,45,25,37,62,23,34,57,3132,3174,6306,3119,3056,6175,3259,3102,6361
LGA15300,46,8,32,40,13,35,48,0,0,0,0,0,0,0,0,0,17,34,51,12,36,48,19,44,63,479,445,924,893,843,1736,722,657,1379,42,15,57,5,11,16,44,23,67,2300,2273,4573,2239,2272,4511,2067,2057,4124
LGA15350,334,56,139,195,56,107,163,0,0,0,0,5,5,3,3,6,132,260,392,74,173,247,84,136,220,571,720,1291,948,1221,2169,989,1037,2026,170,244,414,137,190,327,148,199,347,3557,4207,7764,3769,4435,8204,4221,4557,8778
LGA15500,13,9,22,31,5,16,21,0,0,0,0,3,3,3,0,3,7,12,19,12,25,37,11,16,27,193,199,392,297,251,548,242,228,470,7,6,13,16,13,29,8,9,17,798,804,1602,878,894,1772,853,865,1718
LGA15550,10,5,5,10,3,0,3,0,0,0,0,0,0,0,0,0,7,7,14,5,5,10,3,3,6,63,58,121,117,91,208,87,87,174,8,3,11,3,0,3,5,4,9,376,338,714,392,336,728,349,279,628
LGA15650,51,21,30,51,19,39,58,0,0,0,0,0,0,0,0,0,14,46,60,24,39,63,22,43,65,618,316,934,855,567,1422,993,614,1607,24,16,40,29,18,47,13,23,36,2450,2233,4683,2634,2388,5022,2689,2351,5040
LGA15700,82,17,36,53,22,33,55,0,3,3,4,0,4,3,0,3,28,88,116,30,45,75,33,54,87,387,441,828,638,718,1356,569,634,1203,26,32,58,43,62,105,10,23,33,2469,2569,5038,2446,2592,5038,2398,2591,4989
LGA15750,47,12,32,44,6,32,38,0,0,0,0,0,0,0,0,0,16,44,60,17,40,57,6,36,42,257,250,507,516,447,963,579,486,1065,10,7,17,16,13,29,25,11,36,1926,1945,3871,1978,1903,3881,1867,1889,3756
LGA15800,13,9,5,14,7,12,19,3,0,3,0,0,0,0,0,0,7,9,16,9,5,14,11,15,26,142,158,300,232,196,428,257,275,532,3,5,8,5,12,17,8,5,13,861,977,1838,860,876,1736,833,925,1758
LGA15850,18,6,11,17,7,16,23,0,0,0,0,3,3,0,0,0,8,19,27,6,17,23,10,20,30,133,129,262,224,230,454,190,229,419,8,3,11,8,6,14,7,6,13,958,956,1914,922,976,1898,899,966,1865
