region_id,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_c_o_c_c_g,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_over_REA,C11_650over_ST_HA,C11_650ove_Pe_no_sa_ho,C11_650ov_H_co_op_c_ch_gr,C11_650over_Oth_lan_typ,C11_650over_LLT_NS,C11_650_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T
LGA10650,22,3,188,124,8,72,0,4,4,212,35,0,18,0,6,0,59,42,0,13,0,3,0,58,12,0,3,0,0,0,15,0,0,3,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,15,0,10,0,32,320,25,266,22,82,48,763
LGA10750,43,19,2175,193,1581,261,86,75,14,2210,319,787,315,41,95,11,1568,1363,575,576,51,95,18,2678,4832,262,1259,49,137,39,6578,5207,49,867,16,128,23,6290,1306,12,255,4,10,4,1591,549,7,70,8,11,3,648,196,37,62,8,7,5,315,229,470,225,50,56,59,1089,14271,8187,4316,492,707,376,28349
LGA10800,8,0,98,29,10,34,0,17,0,90,18,3,15,0,6,0,42,16,4,9,0,21,0,50,12,0,4,0,5,0,21,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,3,5,0,14,3,19,0,41,129,46,180,16,111,38,520
LGA10850,10,4,92,112,16,40,0,4,0,172,41,0,27,0,0,0,68,47,0,16,0,0,0,63,30,0,5,0,3,0,38,6,0,3,0,3,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,5,4,5,7,0,9,0,25,299,54,151,23,42,29,598
LGA10900,5,5,310,171,83,169,34,13,5,475,223,20,175,13,15,0,446,658,41,225,15,19,3,961,1218,17,270,12,14,8,1539,736,11,115,3,10,4,879,200,0,28,0,4,0,232,41,0,8,0,0,0,49,35,0,16,3,0,3,57,34,30,64,23,17,6,174,3371,352,1272,199,115,141,5450
LGA10950,19,0,75,25,13,21,5,13,0,77,9,10,13,0,3,0,35,7,4,5,0,10,0,26,0,0,4,0,0,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,0,16,3,27,63,56,98,12,96,29,354
LGA11000,8,0,57,11,5,24,0,5,0,45,6,0,4,0,0,0,10,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,4,0,13,31,14,105,3,36,26,215
LGA11050,0,0,27,28,5,17,0,4,0,54,15,0,3,0,0,0,18,4,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,3,0,10,60,8,68,13,35,13,197
LGA11100,3,0,316,39,148,29,13,13,3,245,20,31,30,11,14,3,109,152,65,57,3,15,0,292,704,48,113,3,11,3,882,901,37,177,4,19,3,1141,398,23,76,7,5,4,513,467,9,58,3,3,3,543,216,9,37,0,3,0,265,46,84,47,12,12,13,214,2979,1404,703,98,108,82,5374
LGA11150,7,0,66,11,18,33,3,12,0,77,0,3,11,0,5,0,19,0,0,4,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,11,0,12,0,27,14,70,112,40,138,29,403
LGA11200,6,3,78,0,4,9,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,7,8,35,4,64,46,120,77,33,344
LGA11250,38,7,402,282,35,139,8,38,0,502,111,4,49,0,12,0,176,57,3,33,3,9,0,105,46,0,17,0,8,0,71,18,0,3,0,0,0,21,3,0,0,0,4,0,7,0,0,0,0,3,0,3,6,0,13,0,6,0,25,15,9,40,0,17,0,81,677,106,567,33,220,57,1660
LGA11300,3,0,124,34,24,43,13,5,0,119,27,7,32,3,3,3,75,169,9,40,7,3,3,231,297,10,64,6,7,3,387,960,17,135,11,23,3,1149,743,0,129,5,17,5,899,249,4,48,3,7,0,311,172,3,42,3,6,3,229,60,27,51,8,12,8,166,2742,312,678,85,100,74,3991
LGA11350,12,4,168,43,24,158,21,20,0,266,49,6,143,4,13,0,215,114,11,149,8,22,0,304,269,12,269,6,31,3,590,588,15,374,3,11,4,995,281,4,145,3,4,3,440,116,0,71,0,3,3,193,108,0,74,0,5,5,192,32,14,65,3,14,6,134,1632,167,1597,72,161,146,3775
LGA11400,24,0,165,106,7,89,3,12,0,217,43,0,36,0,0,0,79,41,0,21,0,5,0,67,23,0,18,0,4,0,45,14,0,3,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,5,4,26,8,15,0,58,282,28,387,40,114,84,935
LGA11450,12,0,105,18,36,51,8,3,3,119,36,8,36,6,6,0,92,110,11,74,0,5,0,200,412,26,170,3,12,3,626,895,25,180,3,12,3,1118,488,3,65,0,3,3,562,97,0,16,0,3,3,119,25,4,10,0,0,0,39,37,13,34,11,11,7,113,2129,327,714,58,87,58,3373
LGA11500,7,6,1413,146,975,155,57,17,10,1360,294,372,210,16,17,5,914,1056,576,371,51,36,11,2101,2802,297,570,19,51,9,3748,1706,35,330,0,22,10,2103,295,6,53,3,7,3,367,40,6,11,0,0,0,57,32,19,16,0,3,4,74,113,317,91,18,26,27,592,6518,5305,1990,270,210,167,14460
LGA11520,17,3,236,18,83,38,15,27,3,184,31,37,49,4,51,3,175,68,16,65,3,39,0,191,324,23,151,9,19,7,533,1343,20,256,3,29,4,1655,2033,11,278,3,16,10,2351,1477,0,205,5,12,6,1705,1196,11,200,3,11,11,1432,103,41,80,10,21,14,269,6620,745,1474,120,285,148,9392
LGA11550,15,8,821,186,378,142,94,30,4,834,317,104,138,29,21,12,621,1446,108,273,31,51,3,1912,4349,102,558,32,98,30,5169,2599,65,469,9,94,19,3255,1090,11,209,0,25,11,1346,359,9,62,0,7,0,437,185,8,44,3,11,0,251,195,189,138,26,42,35,625,10826,2693,2297,412,431,251,16910
LGA11600,10,3,51,7,4,40,0,17,3,71,0,0,9,0,4,0,13,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,27,13,16,130,9,131,28,327
LGA11700,13,0,101,0,8,7,0,4,0,19,0,3,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,5,3,0,14,0,22,3,99,55,32,139,27,355
LGA11720,20,4,400,366,135,164,10,37,5,717,311,25,138,3,18,3,498,792,17,182,3,20,0,1014,743,10,115,11,14,3,896,319,0,43,4,3,0,369,28,4,11,0,3,0,46,7,0,3,0,0,0,10,13,0,12,0,4,4,33,52,40,50,3,22,16,183,2748,642,918,61,175,121,4665
LGA11730,62,13,553,377,74,342,35,44,6,878,329,26,208,6,31,6,606,695,17,252,10,28,8,1010,706,7,163,3,20,3,902,183,3,33,0,5,0,224,36,0,10,3,3,0,52,9,0,0,0,3,0,12,27,4,15,0,8,0,54,44,36,45,6,25,3,159,2521,430,1419,169,311,171,5021
LGA11750,69,4,180,55,18,16,3,55,0,147,33,0,11,0,8,0,52,41,0,11,0,7,0,59,31,0,4,0,4,0,39,6,0,0,0,3,0,9,0,0,0,0,4,0,4,3,0,0,0,3,0,6,3,3,3,0,3,0,12,9,3,6,3,18,0,39,220,86,110,50,235,36,737
LGA11800,86,12,602,432,165,289,43,71,7,1007,427,56,228,20,32,10,773,854,89,329,20,61,9,1362,1430,29,424,12,43,8,1946,1028,10,205,3,31,6,1283,212,3,36,0,7,0,258,38,3,8,0,5,0,54,40,4,15,0,20,0,79,64,89,58,29,52,25,317,4599,1157,1895,234,453,198,8536
LGA11860,0,0,21,4,0,0,0,4,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,14,0,44,0,42,30,130
LGA12000,3,3,51,12,0,37,0,6,0,55,7,0,8,0,0,0,15,8,0,14,0,0,0,22,3,0,3,0,0,0,6,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,3,3,11,39,14,152,8,25,19,257
LGA12050,7,3,184,84,34,54,7,11,3,193,75,3,32,3,6,0,119,106,3,39,0,3,0,151,52,0,17,0,6,0,75,9,0,17,0,0,0,26,0,0,0,0,3,0,3,0,0,3,0,3,0,6,7,3,3,0,0,0,13,8,3,12,3,9,0,35,453,96,275,30,66,31,951
LGA12150,16,6,168,31,15,31,4,9,0,90,4,0,5,0,0,3,12,3,0,4,0,0,0,7,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,8,0,14,3,30,69,84,156,44,93,50,496
LGA12200,3,3,152,86,33,57,0,10,0,186,24,5,24,0,3,0,56,29,0,12,0,3,3,47,21,0,10,0,3,0,34,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,5,16,3,0,7,3,34,239,169,178,0,51,41,678
LGA12300,14,3,185,145,4,86,5,9,0,249,71,0,53,0,3,0,127,140,0,36,0,9,0,185,38,0,21,0,3,0,62,5,0,0,0,3,0,8,3,0,3,0,3,0,9,3,0,3,0,0,0,6,3,0,3,0,3,0,9,10,3,17,3,7,0,40,503,38,325,26,82,35,1009
LGA12350,18,7,275,230,50,116,0,11,3,410,83,0,33,4,9,0,129,73,0,15,0,4,0,92,17,0,6,0,3,0,26,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,0,3,0,12,3,4,17,3,9,0,36,566,172,329,36,88,45,1236
LGA12500,10,4,273,183,28,33,3,9,0,256,39,0,17,0,4,0,60,50,0,5,0,0,0,55,18,0,4,0,3,0,25,11,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,8,11,0,5,0,30,463,114,155,27,39,18,816
LGA12600,21,3,669,556,111,142,31,21,7,868,357,34,131,5,14,4,545,603,19,182,5,12,3,824,393,16,80,0,12,0,501,179,0,23,4,5,0,211,10,0,4,0,0,0,14,3,0,4,0,0,0,7,14,3,5,0,3,3,28,33,50,46,5,15,13,162,2464,752,772,93,140,99,4320
LGA12700,7,0,66,48,8,52,0,8,0,116,32,6,27,3,3,0,71,61,0,31,0,0,3,95,38,0,15,0,0,0,53,15,0,4,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,3,11,0,5,0,31,229,38,229,14,45,28,583
LGA12750,30,7,410,288,49,216,19,32,9,613,260,40,167,14,14,0,495,570,38,218,0,17,4,847,459,6,139,0,16,0,620,170,0,39,3,8,0,220,16,0,8,0,0,0,24,0,0,5,0,0,0,5,10,0,12,3,14,0,39,21,21,54,8,21,5,130,1869,416,1095,127,197,120,3824
LGA12850,35,8,1359,281,675,255,80,70,13,1374,476,230,266,44,69,9,1094,1490,266,429,64,92,21,2362,2412,320,621,35,156,36,3580,3032,86,615,9,170,30,3942,574,8,103,0,23,8,716,103,11,19,0,9,0,142,72,12,25,4,12,0,125,166,250,197,27,53,34,727,8750,4179,2920,421,715,325,17310
LGA12900,14,0,236,217,23,83,0,13,0,336,51,0,25,0,0,0,76,24,0,11,0,6,0,41,13,0,6,0,5,0,24,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9,10,13,16,0,18,4,61,433,166,271,12,95,54,1031
LGA12950,10,0,144,54,3,48,7,10,0,122,12,0,8,0,0,0,20,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,4,0,4,0,6,0,14,135,60,158,22,44,27,446
LGA13010,12,3,236,150,28,65,3,7,3,256,86,6,13,3,5,0,113,56,3,13,0,3,0,75,11,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,3,12,13,7,10,8,14,0,52,439,84,212,49,77,43,904
LGA13050,14,3,102,55,6,36,0,4,3,104,45,3,17,0,3,0,68,42,0,17,0,0,0,59,36,0,5,0,4,0,45,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,6,0,8,3,25,220,43,163,8,54,21,509
LGA13100,99,15,969,576,239,327,64,78,12,1296,522,77,353,31,63,14,1060,1695,122,540,27,35,11,2430,3396,115,744,6,54,18,4333,2299,13,464,3,26,4,2809,650,4,106,0,7,3,770,187,0,43,0,0,0,230,144,5,34,3,5,0,191,134,130,125,30,33,33,485,9755,2000,3143,354,462,327,16041
LGA13310,34,4,458,348,95,155,9,32,5,644,209,48,113,0,12,0,382,357,4,109,4,24,3,501,250,6,66,4,5,0,331,60,0,18,0,0,0,78,4,4,3,0,0,0,11,3,0,3,0,3,0,9,3,3,11,0,7,0,24,29,28,39,5,15,5,121,1447,561,684,65,178,77,3012
LGA13320,47,7,353,485,39,191,36,27,3,781,263,10,131,8,18,0,430,508,10,141,9,19,0,687,602,5,123,3,8,0,741,203,0,43,0,7,0,253,21,0,7,0,0,3,31,12,0,5,0,0,0,17,16,0,15,0,7,0,38,45,9,55,7,21,8,145,2269,226,911,128,207,104,3845
LGA13340,18,0,141,66,0,88,0,8,0,162,33,0,30,0,4,0,67,27,0,23,0,4,0,54,23,0,14,0,0,0,37,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,7,0,14,3,20,4,48,213,21,293,13,86,63,689
LGA13380,29,7,615,630,131,254,41,48,6,1110,360,36,182,13,15,0,606,820,14,170,14,19,7,1044,523,4,70,8,4,3,612,116,3,23,0,0,0,142,5,0,3,0,3,0,11,3,0,3,0,3,0,9,15,3,16,0,7,0,41,32,45,42,12,29,7,167,2742,594,1046,189,192,144,4907
LGA13450,40,3,434,360,81,134,17,33,4,629,228,10,101,5,24,4,372,350,10,70,0,11,3,444,151,3,33,0,3,0,190,86,0,17,0,0,0,103,5,3,3,0,0,0,11,0,0,3,0,3,0,6,11,0,0,0,0,0,11,19,21,28,5,28,12,113,1437,334,580,61,192,111,2715
LGA13500,9,4,53,43,8,19,0,11,0,81,29,0,12,0,3,0,44,15,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,8,0,17,106,31,103,0,60,30,330
LGA13550,12,3,219,146,56,56,10,14,3,285,97,26,49,4,4,3,183,137,13,40,0,8,0,198,90,5,21,0,0,0,116,46,0,11,3,5,0,65,11,0,3,0,0,0,14,0,0,3,0,3,0,6,6,0,8,0,0,0,14,15,3,26,3,23,3,73,641,170,342,47,133,51,1384
LGA13650,9,3,85,27,15,40,14,6,3,105,8,8,20,5,3,0,44,6,3,10,0,3,0,22,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,9,3,12,0,27,76,44,148,25,56,28,377
LGA13660,21,0,123,33,3,37,0,10,0,83,11,0,11,0,0,0,22,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,0,36,93,22,171,8,132,73,499
LGA13700,8,3,81,30,5,38,0,5,3,81,7,0,10,0,3,3,23,8,0,4,0,0,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,4,0,8,3,15,79,13,121,6,53,40,312
LGA13800,18,3,336,91,156,104,22,83,4,460,147,74,110,10,118,3,462,366,66,166,13,61,6,678,1017,66,232,12,34,7,1368,785,5,135,8,27,4,964,167,3,29,0,4,0,203,65,3,15,0,0,0,83,43,3,15,0,3,3,67,46,44,50,9,39,12,200,2760,715,1052,142,437,139,5245
LGA13850,10,0,135,30,0,42,0,8,3,83,6,0,4,0,0,0,10,7,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,3,0,6,0,0,3,0,0,0,3,6,3,7,0,6,0,22,102,41,136,6,74,19,378
LGA13950,12,5,594,107,302,110,58,9,0,586,129,85,104,22,17,9,366,394,100,163,24,18,8,707,2179,141,431,19,59,17,2846,3191,46,465,10,49,19,3780,625,4,128,4,17,6,784,127,10,19,0,3,0,159,60,12,24,0,4,0,100,113,165,89,23,20,22,432,6963,2184,1725,306,226,168,11572
LGA14000,11,4,334,49,82,115,63,18,4,331,45,26,113,12,35,3,234,182,33,173,37,24,4,453,648,30,287,22,39,3,1029,2526,26,523,22,44,7,3148,1988,11,353,8,19,10,2389,799,3,131,4,3,3,943,599,4,110,3,12,0,728,121,41,120,60,43,17,402,6998,676,2237,407,293,221,10832
LGA14100,3,0,62,0,28,5,4,6,0,43,3,4,11,0,0,0,18,23,9,21,0,3,0,56,61,4,28,4,3,0,100,127,6,25,4,0,0,162,116,0,25,0,0,0,141,93,0,22,0,0,0,115,173,0,34,0,0,0,207,15,8,7,7,0,3,40,611,282,202,31,22,25,1173
LGA14150,7,0,298,57,151,71,30,14,3,326,74,42,77,5,16,3,217,283,37,129,11,14,3,477,1087,48,212,6,19,6,1378,1924,43,324,7,26,7,2331,990,8,162,3,7,4,1174,310,5,55,0,4,3,377,172,7,27,0,8,3,217,99,95,87,17,18,17,333,5032,1136,1323,132,152,119,7894
LGA14200,33,0,318,207,47,76,9,23,0,362,101,9,51,3,8,3,175,222,4,40,5,11,0,282,75,0,20,3,3,0,101,27,5,0,3,6,0,41,5,0,3,0,3,0,11,0,0,0,0,4,0,4,4,0,9,0,0,0,13,11,19,23,4,19,5,81,796,206,394,90,155,109,1750
LGA14250,7,3,36,6,0,6,0,0,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,15,0,4,0,19,28,6,49,8,22,17,130
LGA14300,3,3,83,60,15,31,0,4,0,110,40,3,19,0,3,0,65,40,0,6,0,0,0,46,12,0,6,0,0,0,18,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,4,0,26,195,60,134,14,30,23,456
LGA14350,35,5,402,402,104,165,45,34,9,759,292,41,106,12,23,0,474,414,18,103,4,11,4,554,212,0,47,0,6,4,269,65,0,11,0,4,0,80,33,5,3,0,0,0,41,5,0,0,0,0,0,5,7,0,9,0,10,0,26,26,19,41,8,16,3,113,1568,394,689,152,161,105,3069
LGA14400,3,3,52,42,16,38,8,7,0,111,55,6,46,0,5,0,112,123,8,67,0,3,0,201,259,0,105,3,10,0,377,314,3,71,0,7,0,395,82,0,17,0,3,0,102,21,0,3,0,3,0,27,12,0,5,0,10,0,27,14,6,6,13,8,4,51,928,63,421,60,66,41,1579
LGA14450,5,0,88,23,29,64,8,4,0,128,31,12,42,4,10,0,99,124,10,72,6,14,3,229,603,12,185,3,15,10,828,1596,10,217,4,17,7,1851,831,0,137,3,9,3,983,274,0,46,3,6,0,329,148,0,46,0,3,3,200,70,23,74,12,13,18,210,3722,227,1028,68,108,100,5253
LGA14500,4,3,84,7,3,36,11,3,0,60,8,0,34,3,3,0,48,33,3,60,0,7,0,103,101,3,104,5,13,0,226,443,0,132,3,11,4,593,702,3,145,7,17,3,877,687,0,124,8,14,3,836,1755,0,364,6,3,4,2132,71,4,66,19,12,7,179,3828,30,1222,159,106,130,5475
LGA14550,15,0,149,64,11,79,0,9,3,166,30,0,40,0,8,0,78,109,3,34,0,0,3,149,43,0,14,0,0,0,57,6,0,7,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,5,3,0,33,286,45,319,52,52,48,802
