region_id,Pers_age_15andOver_C01_M,Pers_age_15over_C01_F,Pers_age_15over_C01_P,Pers_age_15over_C06_M,Pers_age_15over_C06_F,Pers_age_15over_C06_P,Pers_age_15over_C11_M,Pers_age_15over_C11_F,Pers_age_15over_C11_P,Lfs_Em_FT_C01_M,Lfs_Em_FT_C01_F,Lfs_Em_FT_C01_P,Lfs_Em_FT_C06_M,Lfs_Em_FT_C06_F,Lfs_Em_FT_C06_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Emp_wor_pt_C01_M,Lfs_Emp_wor_pt_C01_F,Lfs_Emp_wor_pt_C01_P,Lfs_Emp_wor_pt_C06_M,Lfs_Emp_wor_pt_C06_F,Lfs_Emp_wor_pt_C06_P,Lfs_Emp_wor_pt_C11_M,Lfs_Emp_wor_pt_C11_F,Lfs_Emp_wor_pt_C11_P,Lfs_Em_AFWr_C01_M,Lfs_Em_AFWr_C01_F,Lfs_Em_AFWr_C01_P,Lfs_Em_AFWr_C06_M,Lfs_Em_AFWr_C06_F,Lfs_Em_AFWr_C06_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Unem_loo_f_wor_C01_M,Lfs_Unem_loo_f_wor_C01_F,Lfs_Unem_loo_f_wor_C01_P,Lfs_Unem_loo_f_wor_C06_M,Lfs_Unem_loo_f_wor_C06_F,Lfs_Unem_loo_f_wor_C06_P,Lfs_Unem_loo_f_wor_C11_M,Lfs_Unem_loo_f_wor_C11_F,Lfs_Unem_loo_f_wor_C11_P,Lfs_Tot_lab_for_C01_M,Lfs_Tot_lab_for_C01_F,Lfs_Tot_lab_for_C01_P,Lfs_Tot_lab_for_C06_M,Lfs_Tot_lab_for_C06_F,Lfs_Tot_lab_for_C06_P,Lfs_Tot_lab_for_C11_M,Lfs_Tot_lab_for_C11_F,Lfs_Tot_lab_for_C11_P,N_the_labo_forc_C01_M,N_the_labo_forc_C01_F,N_the_labo_forc_C01_P,N_the_labo_forc_C06_M,N_the_labo_forc_C06_F,N_the_labo_forc_C06_P,N_the_labo_forc_C11_M,N_the_labo_forc_C11_F,N_the_labo_forc_C11_P,Percnt_Unemploy_C01_M,Percnt_Unemploy_C01_F,Percnt_Unemploy_C01_P,Percnt_Unemploy_C06_M,Percnt_Unemploy_C06_F,Percnt_Unemploy_C06_P,Percnt_Unemploy_C11_M,Percnt_Unemploy_C11_F,Percnt_Unemploy_C11_P,Prcnt_LForc_prt_C01_M,Prcnt_LForc_prt_C01_F,Prcnt_LForc_prt_C01_P,Prcnt_LForc_prt_C06_M,Prcnt_LForc_prt_C06_F,Prcnt_LForc_prt_C06_P,Prcnt_LForc_prt_C11_M,Prcnt_LForc_prt_C11_F,Prcnt_LForc_prt_C11_P,Pcnt_Emp_to_pop_C01_M,Pcnt_Emp_to_pop_C01_F,Pcnt_Emp_to_pop_C01_P,Pcnt_Emp_to_pop_C06_M,Pcnt_Emp_to_pop_C06_F,Pcnt_Emp_to_pop_C06_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,No_sc_qu_Po_De_C01_M,No_sc_qu_Po_De_C01_F,No_sc_qu_Po_De_C01_P,No_sc_qu_Po_De_C06_M,No_sc_qu_Po_De_C06_F,No_sc_qu_Po_De_C06_P,No_sc_qu_Po_De_C11_M,No_sc_qu_Po_De_C11_F,No_sc_qu_Po_De_C11_P,N_s_q_Gr_D_G_Ce_C01_M,N_s_q_Gr_D_G_Ce_C01_F,N_s_q_Gr_D_G_Ce_C01_P,N_s_q_Gr_D_G_Ce_C06_M,N_s_q_Gr_D_G_Ce_C06_F,N_s_q_Gr_D_G_Ce_C06_P,N_s_q_Gr_D_G_Ce_C11_M,N_s_q_Gr_D_G_Ce_C11_F,N_s_q_Gr_D_G_Ce_C11_P,N_s_q_Bach_Deg_C01_M,N_s_q_Bach_Deg_C01_F,N_s_q_Bach_Deg_C01_P,N_s_q_Bach_Deg_C06_M,N_s_q_Bach_Deg_C06_F,N_s_q_Bach_Deg_C06_P,N_s_q_Bach_Deg_C11_M,N_s_q_Bach_Deg_C11_F,N_s_q_Bach_Deg_C11_P,N_s_q_AdD_DL_2001_Cens_M,N_s_q_AdD_DL_2001_Cens_F,N_s_q_AdD_DL_2001_Cens_P,N_s_q_AdD_DL_2006_Cens_M,N_s_q_AdD_DL_2006_Cens_F,N_s_q_AdD_DL_2006_Cens_P,N_s_q_AdD_DL_2011_Cens_M,N_s_q_AdD_DL_2011_Cens_F,N_s_q_AdD_DL_2011_Cens_P,N_s_q_Cert_Leve_C01_M,N_s_q_Cert_Leve_C01_F,N_s_q_Cert_Leve_C01_P,N_s_q_Cert_Leve_C06_M,N_s_q_Cert_Leve_C06_F,N_s_q_Cert_Leve_C06_P,N_s_q_Cert_Leve_C11_M,N_s_q_Cert_Leve_C11_F,N_s_q_Cert_Leve_C11_P,Mig_Liv_SA_1yr_ag_01_Cen_M,Mig_Liv_SA_1yr_ag_01_Cen_F,Mig_Liv_SA_1yr_ag_01_Cen_P,Mig_Liv_SA_1yr_ag_06_Cen_M,Mig_Liv_SA_1yr_ag_06_Cen_F,Mig_Liv_SA_1yr_ag_06_Cen_P,Mig_Liv_SA_1yr_ag_11_Cen_M,Mig_Liv_SA_1yr_ag_11_Cen_F,Mig_Liv_SA_1yr_ag_11_Cen_P,Mig_Liv_DA_1yr_ag_01_Cen_M,Mig_Liv_DA_1yr_ag_01_Cen_F,Mig_Liv_DA_1yr_ag_01_Cen_P,Mig_Liv_DA_1yr_ag_06_Cen_M,Mig_Liv_DA_1yr_ag_06_Cen_F,Mig_Liv_DA_1yr_ag_06_Cen_P,Mig_Liv_DA_1yr_ag_11_Cen_M,Mig_Liv_DA_1yr_ag_11_Cen_F,Mig_Liv_DA_1yr_ag_11_Cen_P,Mi_Liv_SA_5yrs_ag_2001_Ce_M,Mi_Liv_SA_5yrs_ag_2001_Ce_F,Mi_Liv_SA_5yrs_ag_2001_Ce_P,Mi_Liv_SA_5yrs_ag_2006_Ce_M,Mi_Liv_SA_5yrs_ag_2006_Ce_F,Mi_Liv_SA_5yrs_ag_2006_Ce_P,Mi_Liv_SA_5yrs_ag_2011_Ce_M,Mi_Liv_SA_5yrs_ag_2011_Ce_F,Mi_Liv_SA_5yrs_ag_2011_Ce_P,Mi_Liv_DA_5yrs_ag_2001_Ce_M,Mi_Liv_DA_5yrs_ag_2001_Ce_F,Mi_Liv_DA_5yrs_ag_2001_Ce_P,Mi_Liv_DA_5yrs_ag_2006_Ce_M,Mi_Liv_DA_5yrs_ag_2006_Ce_F,Mi_Liv_DA_5yrs_ag_2006_Ce_P,Mi_Liv_DA_5yrs_ag_2011_Ce_M,Mi_Liv_DA_5yrs_ag_2011_Ce_F,Mi_Liv_DA_5yrs_ag_2011_Ce_P
LGA11720,17141,17775,34916,17578,18377,35955,19670,20231,39901,6990,2910,9900,7598,3338,10936,8948,3854,12802,1394,3467,4861,1640,4092,5732,1748,4874,6622,741,549,1290,707,554,1261,790,720,1510,1315,779,2094,926,745,1671,746,709,1455,10440,7705,18145,10871,8729,19600,12232,10157,22389,5807,9054,14861,5882,8784,14666,6400,9108,15508,12.6,10.1,11.5,8.5,8.5,8.5,6.1,7.0,6.5,60.9,43.3,52.0,61.8,47.5,54.5,62.2,50.2,56.1,53.2,39.0,46.0,56.6,43.4,49.9,58.4,46.7,52.5,86,50,136,111,83,194,182,134,316,60,128,188,79,123,202,90,168,258,481,739,1220,597,967,1564,794,1339,2133,466,730,1196,615,1015,1630,794,1287,2081,4918,1750,6668,5394,2542,7936,6395,3504,9899,17407,18275,35682,18133,18830,36963,19951,20620,40571,3165,3330,6495,2959,3208,6167,3269,3490,6759,12632,13184,25816,12528,12944,25472,13782,14043,27825,6525,7004,13529,7083,7728,14811,7697,8373,16070
LGA11730,18226,18615,36841,19130,19719,38849,19967,20880,40847,6149,2841,8990,6361,3115,9476,6349,3347,9696,1715,3420,5135,2061,4017,6078,2238,4511,6749,664,591,1255,710,585,1295,685,591,1276,1526,883,2409,1024,836,1860,956,767,1723,10054,7735,17789,10156,8553,18709,10228,9216,19444,7582,10203,17785,8020,10266,18286,8840,10816,19656,15.2,11.4,13.5,10.1,9.8,9.9,9.3,8.3,8.9,55.2,41.6,48.3,53.1,43.4,48.2,51.2,44.1,47.6,46.8,36.8,41.7,47.7,39.1,43.4,46.4,40.5,43.4,129,67,196,172,126,298,232,181,413,138,218,356,151,218,369,163,270,433,787,963,1750,927,1281,2208,1085,1644,2729,641,922,1563,810,1233,2043,941,1449,2390,4652,1809,6461,5266,2554,7820,5908,3466,9374,18491,18757,37248,19105,19592,38697,19961,20576,40537,3848,3935,7783,3440,3701,7141,3293,3642,6935,12267,12291,24558,12511,12806,25317,13590,13929,27519,8735,9200,17935,8727,9225,17952,8243,8963,17206
LGA11750,2021,1809,3830,2205,1852,4057,2151,1804,3955,1242,401,1643,1228,445,1673,1204,483,1687,115,379,494,122,411,533,129,382,511,115,79,194,92,59,151,110,74,184,88,73,161,72,61,133,59,52,111,1560,932,2492,1514,976,2490,1502,991,2493,387,804,1191,428,743,1171,425,684,1109,5.6,7.8,6.5,4.8,6.3,5.3,3.9,5.2,4.5,77.2,51.5,65.1,68.7,52.7,61.4,69.8,54.9,63.0,72.8,47.5,60.9,65.4,49.4,58.1,67.1,52.0,60.2,16,7,23,16,14,30,20,18,38,11,19,30,8,14,22,9,13,22,112,110,222,110,127,237,120,152,272,51,70,121,53,82,135,71,96,167,584,158,742,588,225,813,626,282,908,1971,1820,3791,1980,1755,3735,1912,1711,3623,554,501,1055,503,450,953,483,407,890,1299,1223,2522,1160,1068,2228,1235,1046,2281,1030,919,1949,1140,988,2128,994,898,1892
LGA11800,23800,25396,49196,25450,27578,53028,27087,29276,56363,8355,4333,12688,9211,5044,14255,9840,5732,15572,2856,5442,8298,3391,6663,10054,3587,7129,10716,937,837,1774,960,873,1833,939,1006,1945,2081,1405,3486,1397,1128,2525,1455,1100,2555,14229,12017,26246,14959,13708,28667,15821,14967,30788,8798,12428,21226,9195,12615,21810,9809,12902,22711,14.6,11.7,13.3,9.3,8.2,8.8,9.2,7.3,8.3,59.8,47.3,53.3,58.8,49.7,54.1,58.4,51.1,54.6,51.0,41.8,46.3,53.3,45.6,49.3,53.0,47.4,50.1,251,135,386,372,271,643,530,444,974,199,286,485,233,376,609,233,437,670,1460,1698,3158,1924,2384,4308,2300,3250,5550,1102,1678,2780,1382,2262,3644,1642,2658,4300,6661,2828,9489,7255,3749,11004,8095,4785,12880,22827,23896,46723,25171,26479,51650,26345,27874,54219,6619,6907,13526,5326,5896,11222,5522,6044,11566,13890,14546,28436,15491,16166,31657,16974,17739,34713,13802,14704,28506,13150,14427,27577,12911,14128,27039
LGA11860,772,576,1348,679,564,1243,621,523,1144,515,209,724,468,183,651,402,161,563,56,145,201,43,144,187,43,144,187,45,36,81,26,25,51,33,25,58,10,9,19,0,8,8,3,9,12,626,399,1025,537,360,897,481,339,820,126,159,285,100,156,256,107,167,274,1.6,2.3,1.9,0,2.2,0.9,0.6,2.7,1.5,81.1,69.3,76.0,79.2,63.8,72.2,77.3,64.8,71.6,79.8,67.7,74.6,79.2,62.4,71.6,76.8,63.1,70.6,0,3,3,0,4,4,4,3,7,3,11,14,3,17,20,0,17,17,26,59,85,28,64,92,31,78,109,41,54,95,54,46,100,54,50,104,168,65,233,150,88,238,153,100,253,830,677,1507,722,625,1347,688,593,1281,147,107,254,100,88,188,78,86,164,625,493,1118,560,464,1024,521,440,961,289,235,524,217,196,413,184,178,362
LGA12000,1491,1422,2913,1458,1498,2956,1483,1571,3054,769,309,1078,733,337,1070,723,345,1068,127,300,427,131,332,463,129,349,478,55,41,96,47,45,92,49,49,98,60,42,102,52,49,101,32,30,62,1011,692,1703,963,763,1726,933,773,1706,443,679,1122,449,682,1131,466,711,1177,5.9,6.1,6.0,5.4,6.4,5.9,3.4,3.9,3.6,67.8,48.7,58.5,66.1,50.9,58.4,62.9,49.2,55.9,63.8,45.7,55.0,62.5,47.7,55.0,60.8,47.3,53.8,12,8,20,12,8,20,18,20,38,8,20,28,11,14,25,10,22,32,59,85,144,74,126,200,65,161,226,33,63,96,39,80,119,59,107,166,321,140,461,333,174,507,370,195,565,1667,1608,3275,1636,1677,3313,1605,1698,3303,258,242,500,216,218,434,207,226,433,1198,1139,2337,1166,1133,2299,1211,1246,2457,608,597,1205,554,639,1193,495,563,1058
LGA12050,3638,3669,7307,3823,3813,7636,3918,3887,7805,1752,908,2660,1810,923,2733,1803,1021,2824,446,873,1319,444,985,1429,453,928,1381,134,93,227,153,118,271,130,139,269,176,108,284,117,104,221,131,89,220,2508,1982,4490,2524,2130,4654,2517,2177,4694,955,1492,2447,1081,1440,2521,1235,1555,2790,7.0,5.4,6.3,4.6,4.9,4.7,5.2,4.1,4.7,68.9,54.0,61.4,66.0,55.9,60.9,64.2,56.0,60.1,64.1,51.1,57.6,62.9,53.1,58.0,60.9,53.7,57.3,73,35,108,74,53,127,111,79,190,56,70,126,39,68,107,46,82,128,262,308,570,315,373,688,334,457,791,163,238,401,186,304,490,214,306,520,968,424,1392,1062,541,1603,1156,643,1799,3796,3759,7555,3815,3877,7692,3831,3883,7714,825,814,1639,642,642,1284,668,685,1353,2630,2623,5253,2569,2558,5127,2743,2762,5505,1741,1707,3448,1669,1731,3400,1474,1530,3004
LGA12150,1712,1672,3384,1594,1595,3189,1618,1556,3174,805,372,1177,739,371,1110,715,379,1094,185,353,538,184,340,524,136,283,419,104,53,157,62,52,114,73,47,120,104,70,174,77,52,129,87,59,146,1198,848,2046,1062,815,1877,1011,768,1779,471,773,1244,448,705,1153,497,704,1201,8.7,8.3,8.5,7.3,6.4,6.9,8.6,7.7,8.2,70.0,50.7,60.5,66.6,51.1,58.8,62.5,49.4,56.1,63.9,46.5,55.3,61.8,47.8,54.8,57.1,45.6,51.5,8,8,16,9,13,22,7,19,26,12,19,31,7,18,25,5,21,26,44,116,160,56,133,189,62,119,181,44,82,126,52,90,142,61,104,165,246,109,355,284,164,448,318,190,508,1868,1821,3689,1698,1679,3377,1619,1609,3228,363,363,726,294,316,610,271,247,518,1310,1296,2606,1251,1215,2466,1238,1203,2441,744,739,1483,589,649,1238,536,544,1080
LGA12200,2630,2871,5501,2690,2964,5654,2768,3030,5798,1277,547,1824,1199,590,1789,1117,633,1750,227,578,805,270,603,873,259,591,850,105,87,192,79,73,152,87,63,150,121,91,212,118,105,223,89,71,160,1730,1303,3033,1666,1371,3037,1552,1358,2910,855,1473,2328,923,1487,2410,1069,1509,2578,7.0,7.0,7.0,7.1,7.7,7.3,5.7,5.2,5.5,65.8,45.4,55.1,61.9,46.2,53.7,56.0,44.8,50.2,61.2,42.2,51.3,57.5,42.7,49.8,52.8,42.5,47.4,12,10,22,23,16,39,27,24,51,20,26,46,19,35,54,23,40,63,106,173,279,131,201,332,127,239,366,92,146,238,100,185,285,115,209,324,666,292,958,692,385,1077,774,482,1256,2813,3021,5834,2893,3151,6044,2816,3047,5863,512,562,1074,399,437,836,424,485,909,1972,2125,4097,2008,2116,4124,2049,2140,4189,1143,1251,2394,1113,1281,2394,1004,1172,2176
LGA12300,4250,4234,8484,4425,4540,8965,4493,4460,8953,2026,827,2853,2100,912,3012,2039,884,2923,294,876,1170,379,1006,1385,420,1043,1463,187,161,348,184,158,342,161,157,318,154,101,255,121,110,231,115,113,228,2661,1965,4626,2784,2186,4970,2735,2197,4932,1390,2062,3452,1435,2127,3562,1538,2061,3599,5.8,5.1,5.5,4.3,5.0,4.6,4.2,5.1,4.6,62.6,46.4,54.5,62.9,48.1,55.4,60.9,49.3,55.1,59.0,44.0,51.5,60.2,45.7,52.9,58.3,46.7,52.5,26,14,40,25,27,52,37,42,79,22,46,68,30,45,75,27,54,81,161,215,376,187,294,481,221,346,567,130,205,335,164,263,427,181,312,493,1143,366,1509,1299,548,1847,1431,651,2082,4273,4133,8406,4470,4484,8954,4576,4513,9089,874,872,1746,757,782,1539,656,728,1384,2893,2833,5726,2969,2919,5888,3328,3246,6574,1928,1898,3826,1972,2048,4020,1624,1705,3329
LGA12350,4716,4844,9560,4745,4877,9622,4827,4948,9775,2189,961,3150,2162,929,3091,1975,903,2878,471,949,1420,435,1079,1514,474,1096,1570,222,178,400,161,151,312,140,159,299,210,165,375,195,148,343,189,157,346,3092,2253,5345,2953,2307,5260,2778,2315,5093,1468,2392,3860,1580,2362,3942,1715,2321,4036,6.8,7.3,7.0,6.6,6.4,6.5,6.8,6.8,6.8,65.6,46.5,55.9,62.2,47.3,54.7,57.6,46.8,52.1,61.1,43.1,52.0,58.1,44.3,51.1,53.6,43.6,48.6,34,25,59,45,33,78,40,35,75,23,63,86,20,68,88,24,58,82,197,268,465,241,336,577,238,377,615,168,248,416,174,322,496,214,359,573,1083,441,1524,1160,558,1718,1259,736,1995,4944,4967,9911,4975,5037,10012,4862,4954,9816,1028,992,2020,836,865,1701,748,725,1473,3260,3316,6576,3294,3340,6634,3514,3591,7105,2283,2286,4569,2131,2211,4342,1774,1745,3519
LGA12500,2918,3098,6016,2815,2996,5811,2780,2958,5738,1452,652,2104,1347,673,2020,1227,618,1845,262,690,952,287,723,1010,264,723,987,143,102,245,114,73,187,114,109,223,111,119,230,88,88,176,81,70,151,1968,1563,3531,1836,1557,3393,1686,1520,3206,803,1384,2187,829,1295,2124,895,1260,2155,5.6,7.6,6.5,4.8,5.7,5.2,4.8,4.6,4.7,67.4,50.5,58.7,65.2,52.0,58.4,60.6,51.4,55.9,63.6,46.6,54.9,62.1,49.1,55.4,57.7,49.1,53.2,19,15,34,18,21,39,29,28,57,15,34,49,11,28,39,8,37,45,143,204,347,142,213,355,130,238,368,94,145,239,109,188,297,142,198,340,683,325,1008,712,396,1108,730,460,1190,2965,3014,5979,2802,2974,5776,2739,2886,5625,684,704,1388,580,594,1174,468,522,990,1857,1880,3737,1902,1944,3846,1973,2051,4024,1516,1609,3125,1276,1394,2670,1029,1155,2184
LGA12600,13418,14797,28215,13687,15214,28901,14550,16011,30561,7119,3885,11004,6821,4103,10924,7576,4677,12253,1207,3330,4537,1294,3526,4820,1455,3856,5311,561,525,1086,658,579,1237,480,552,1032,711,482,1193,542,414,956,502,440,942,9598,8222,17820,9315,8622,17937,10013,9525,19538,3359,5998,9357,3295,5500,8795,3666,5750,9416,7.4,5.9,6.7,5.8,4.8,5.3,5.0,4.6,4.8,71.5,55.6,63.2,68.1,56.7,62.1,68.8,59.5,63.9,66.2,52.3,58.9,64.1,54.0,58.8,65.4,56.7,60.8,126,84,210,177,130,307,221,232,453,126,192,318,120,223,343,128,257,385,766,1144,1910,882,1402,2284,1043,1925,2968,442,808,1250,545,941,1486,658,1123,1781,3526,1666,5192,3614,2172,5786,4244,2858,7102,13733,14523,28256,13721,14755,28476,14980,15966,30946,3522,3849,7371,2976,3324,6300,2799,3213,6012,8311,8707,17018,8431,9069,17500,9492,10083,19575,7656,8409,16065,7050,7786,14836,6841,7781,14622
LGA12700,3038,3046,6084,3074,3165,6239,3298,3335,6633,1365,543,1908,1420,613,2033,1482,677,2159,316,689,1005,297,819,1116,364,885,1249,111,103,214,142,85,227,137,117,254,181,98,279,104,75,179,106,63,169,1973,1433,3406,1963,1592,3555,2089,1742,3831,943,1481,2424,942,1379,2321,1081,1454,2535,9.2,6.8,8.2,5.3,4.7,5.0,5.1,3.6,4.4,64.9,47.0,56.0,63.9,50.3,57.0,63.3,52.2,57.8,59.0,43.8,51.4,60.5,47.9,54.1,60.1,50.3,55.2,33,24,57,44,41,85,53,55,108,13,42,55,17,48,65,24,54,78,165,196,361,194,263,457,199,345,544,122,212,334,148,262,410,182,302,484,820,313,1133,916,408,1324,1041,537,1578,3313,3264,6577,3309,3349,6658,3497,3449,6946,457,475,932,389,432,821,410,463,873,2317,2265,4582,2355,2328,4683,2537,2485,5022,1237,1288,2525,1108,1198,2306,1125,1217,2342
LGA12750,13061,13594,26655,13846,14614,28460,14323,15112,29435,3682,1861,5543,4100,2260,6360,4038,2277,6315,1416,2572,3988,1760,3142,4902,1827,3331,5158,451,362,813,481,444,925,504,463,967,981,569,1550,745,466,1211,604,407,1011,6530,5364,11894,7086,6312,13398,6973,6478,13451,5980,7576,13556,6111,7631,13742,6472,7818,14290,15.0,10.6,13.0,10.5,7.4,9.0,8.7,6.3,7.5,50.0,39.5,44.6,51.2,43.2,47.1,48.7,42.9,45.7,42.5,35.3,38.8,45.8,40.0,42.8,44.5,40.2,42.3,142,85,227,188,133,321,257,234,491,119,180,299,120,208,328,173,287,460,703,813,1516,942,1133,2075,1030,1403,2433,555,817,1372,689,1134,1823,809,1309,2118,3714,1416,5130,4281,1805,6086,4537,2328,6865,12477,12701,25178,13605,14188,27793,13864,14453,28317,3022,3225,6247,2467,2649,5116,2395,2558,4953,7915,7878,15793,8629,8865,17494,9581,9779,19360,6843,7351,14194,6627,7166,13793,5785,6403,12188
LGA12850,69281,70953,140234,68699,72001,140700,72474,76538,149012,29128,15622,44750,28228,15776,44004,28374,16038,44412,5806,8903,14709,6668,9519,16187,7601,11325,18926,3208,2146,5354,3029,2181,5210,2767,2240,5007,5456,3975,9431,4239,3481,7720,4039,3290,7329,43598,30646,74244,42164,30957,73121,42781,32893,75674,22782,37333,60115,22048,36602,58650,25872,39856,65728,12.5,13.0,12.7,10.1,11.2,10.6,9.4,10.0,9.7,62.9,43.2,52.9,61.4,43.0,52.0,59.0,43.0,50.8,55.1,37.6,46.2,55.2,38.2,46.5,53.5,38.7,45.9,427,266,693,537,370,907,845,778,1623,159,229,388,170,256,426,206,320,526,3736,3801,7537,4440,4778,9218,5367,6266,11633,2846,3118,5964,3404,4093,7497,4152,5174,9326,12097,5631,17728,11699,6246,17945,12209,7537,19746,73581,74268,147849,73970,76248,150218,78285,81013,159298,11547,11501,23048,8516,8748,17264,8868,9390,18258,49424,50019,99443,52981,54371,107352,57205,59027,116232,30227,30499,60726,23822,25092,48914,24053,25721,49774
LGA12900,3696,3778,7474,3501,3745,7246,3481,3656,7137,1818,808,2626,1664,813,2477,1627,850,2477,303,712,1015,297,789,1086,281,821,1102,183,158,341,115,113,228,149,125,274,138,133,271,143,114,257,125,86,211,2442,1811,4253,2219,1829,4048,2182,1882,4064,1150,1839,2989,1079,1730,2809,1142,1606,2748,5.7,7.3,6.4,6.4,6.2,6.3,5.7,4.6,5.2,66.1,47.9,56.9,63.4,48.8,55.9,62.7,51.5,57.0,62.3,44.4,53.3,59.3,45.8,52.3,59.1,49.2,54.0,13,17,30,20,23,43,23,34,57,25,48,73,19,51,70,15,48,63,157,233,390,153,285,438,177,342,519,116,194,310,125,235,360,143,271,414,745,374,1119,810,505,1315,944,618,1562,3885,3811,7696,3713,3787,7500,3731,3740,7471,813,860,1673,627,686,1313,540,659,1199,2679,2640,5319,2489,2444,4933,2586,2550,5136,1692,1764,3456,1540,1694,3234,1374,1533,2907
LGA12950,1763,1858,3621,1733,1826,3559,1654,1823,3477,772,395,1167,796,389,1185,741,394,1135,181,356,537,178,419,597,153,406,559,99,71,170,71,58,129,51,56,107,61,50,111,66,50,116,60,55,115,1113,872,1985,1111,916,2027,1005,911,1916,571,895,1466,521,818,1339,545,788,1333,5.5,5.7,5.6,5.9,5.5,5.7,6.0,6.0,6.0,63.1,46.9,54.8,64.1,50.1,56.9,60.8,49.9,55.1,59.7,44.2,51.8,60.3,47.4,53.7,57.2,46.9,51.8,6,5,11,5,13,18,11,10,21,6,24,30,5,15,20,6,26,32,55,115,170,59,158,217,51,162,213,55,83,138,50,100,150,55,123,178,356,156,512,391,196,587,430,253,683,1876,1954,3830,1796,1896,3692,1741,1854,3595,312,340,652,298,307,605,200,248,448,1347,1393,2740,1255,1290,2545,1277,1327,2604,727,774,1501,699,776,1475,534,656,1190
LGA13010,3311,3373,6684,3473,3502,6975,3479,3497,6976,1336,638,1974,1358,666,2024,1337,699,2036,313,677,990,339,728,1067,382,764,1146,153,114,267,131,102,233,106,101,207,187,128,315,172,106,278,141,103,244,1989,1557,3546,2000,1602,3602,1966,1667,3633,1211,1667,2878,1306,1726,3032,1324,1668,2992,9.4,8.2,8.9,8.6,6.6,7.7,7.2,6.2,6.7,60.1,46.2,53.1,57.6,45.7,51.6,56.5,47.7,52.1,54.4,42.4,48.3,52.6,42.7,47.6,52.5,44.7,48.6,20,15,35,22,20,42,33,35,68,13,33,46,24,43,67,21,43,64,136,224,360,154,253,407,160,302,462,108,181,289,139,239,378,148,255,403,675,305,980,827,444,1271,867,527,1394,3196,3363,6559,3386,3512,6898,3335,3411,6746,726,685,1411,613,648,1261,586,649,1235,2305,2399,4704,2230,2258,4488,2346,2411,4757,1402,1466,2868,1538,1647,3185,1339,1419,2758
LGA13050,1823,1874,3697,1922,1985,3907,1993,1999,3992,812,357,1169,795,346,1141,823,337,1160,168,358,526,204,410,614,207,467,674,69,57,126,75,51,126,60,64,124,86,62,148,63,58,121,66,43,109,1135,834,1969,1137,865,2002,1156,911,2067,634,980,1614,697,1031,1728,736,1027,1763,7.6,7.4,7.5,5.5,6.7,6.0,5.7,4.7,5.3,62.3,44.5,53.3,59.1,43.6,51.2,58.0,45.6,51.8,57.5,41.2,49.3,55.8,40.7,48.1,54.7,43.4,49.0,14,8,22,22,10,32,33,14,47,9,21,30,15,29,44,12,31,43,85,101,186,99,165,264,132,171,303,79,108,187,88,129,217,100,165,265,456,168,624,509,223,732,569,319,888,1886,1927,3813,1980,2003,3983,2014,1982,3996,379,360,739,271,295,566,281,319,600,1357,1367,2724,1324,1358,2682,1468,1415,2883,793,813,1606,804,840,1644,699,765,1464
LGA13100,57627,63552,121179,59078,65409,124487,61542,68163,129705,25986,12854,38840,25611,13735,39346,26919,14572,41491,5896,14124,20020,6658,15207,21865,7299,16694,23993,2364,2089,4453,2248,2113,4361,2084,2293,4377,2978,2081,5059,2379,2019,4398,2497,2114,4611,37224,31148,68372,36896,33074,69970,38799,35673,74472,18157,29497,47654,17885,27566,45451,19212,28809,48021,8.0,6.7,7.4,6.4,6.1,6.3,6.4,5.9,6.2,64.6,49.0,56.4,62.5,50.6,56.2,63.0,52.3,57.4,59.4,45.7,52.2,58.4,47.5,52.7,59.0,49.2,53.9,892,531,1423,1211,869,2080,1598,1391,2989,525,785,1310,536,921,1457,668,1168,1836,4052,4851,8903,4879,6252,11131,5846,7937,13783,3339,4505,7844,4025,5822,9847,4620,6773,11393,16734,7101,23835,16858,8229,25087,18027,10389,28416,58226,62272,120498,58922,63798,122720,62409,67630,130039,12582,13416,25998,10144,10736,20880,9890,10930,20820,35877,38349,74226,38945,42073,81018,41815,45388,87203,30774,33205,63979,25821,28271,54092,26013,28804,54817
