SA3_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
11003,2266,2917,1009,92,6285,1660,216,497,8655,7,5,4,0,21,27,3,4,53,6,3,6,0,19,13,0,4,39,20,8,10,0,36,44,3,11,94,104,34,73,17,233,488,41,87,847,0,0,0,0,0,0,0,7,5,3,3,3,0,19,21,0,5,45,0,3,0,0,4,5,0,0,8,112,46,83,18,254,507,43,98,905,23,12,7,3,40,58,0,200,304,0,7,0,0,10,8,0,4,19,12,3,0,0,17,16,3,0,31,35,22,6,3,66,82,8,206,356,8,3,0,0,12,3,0,0,16,2436,2998,1105,115,6657,2299,267,806,10031,2371,2662,951,90,6069,1876,175,474,8602,24,19,32,4,75,48,8,38,170,11,3,3,0,18,14,3,9,35,26,25,31,4,95,63,6,46,208,91,37,83,10,220,504,30,115,873,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
11004,7479,7986,3023,239,18726,5379,554,708,25363,80,43,50,14,183,249,19,24,474,24,11,19,3,56,50,3,9,117,98,56,63,19,234,293,26,28,584,251,93,188,32,563,1375,109,90,2144,5,3,3,3,16,61,0,0,75,0,0,0,0,0,14,0,3,20,5,3,0,0,8,15,0,0,21,259,101,192,37,585,1465,114,94,2262,30,20,9,0,53,82,0,119,255,6,3,0,0,9,20,0,11,43,30,28,13,0,65,27,0,10,110,60,46,22,0,131,130,3,143,405,5,7,0,0,18,3,0,0,21,7904,8196,3304,290,19695,7268,693,972,28630,7824,7801,3351,263,19241,5768,649,853,26510,179,74,76,10,345,527,23,44,935,39,33,14,0,88,101,14,18,221,218,109,91,17,431,626,34,68,1160,249,86,170,25,531,1155,89,157,1927,3,0,4,0,12,27,3,3,46,0,3,8,0,11,9,3,10,32,7,0
11101,10587,13668,4449,338,29053,6777,778,869,37472,594,198,359,21,1165,1292,72,84,2615,218,120,216,6,567,318,45,36,963,811,319,574,29,1733,1612,120,116,3580,374,111,209,14,712,1301,70,93,2178,13,3,3,0,22,13,0,0,34,43,5,7,0,56,62,9,28,155,15,8,12,0,32,55,3,7,89,444,124,236,20,817,1427,88,124,2453,85,13,15,0,118,258,6,43,421,3,0,0,0,3,7,0,0,17,8,11,7,0,28,24,3,7,62,99,18,25,5,151,289,9,49,494,5,0,0,0,6,7,0,0,11,11947,14130,5285,395,31751,10111,988,1161,44008,10872,13436,4597,389,29293,7063,808,786,37956,658,205,368,29,1256,1481,69,77,2880,256,160,228,17,660,364,52,43,1121,911,362,598,42,1915,1847,124,121,4004,384,110,252,26,767,1415,64,83,2323,44,10,17,0,69,87,4,19,185,91,25,17,3,139,113,13,21,289,12,6
11102,6343,7782,2876,175,17177,4044,433,606,22261,332,54,73,3,460,477,20,20,971,53,15,19,4,94,112,4,3,217,387,67,95,3,553,584,24,22,1189,150,22,44,7,223,353,12,37,627,3,0,3,0,9,8,0,0,22,12,0,0,0,9,13,0,11,37,3,6,0,0,13,23,0,0,42,175,32,54,7,260,401,17,54,726,125,21,20,3,175,240,9,36,457,3,4,0,0,6,3,0,0,8,14,3,4,0,24,14,4,0,40,147,27,30,3,200,257,12,37,509,11,9,0,0,14,17,0,0,31,7056,7908,3058,188,18207,5294,492,715,24716,7045,7692,3095,193,18019,4480,557,483,23543,284,59,84,10,435,556,14,18,1027,64,37,29,0,126,71,9,12,217,349,90,114,11,561,631,26,33,1245,230,31,46,4,308,549,6,27,895,23,3,0,0,24,24,3,3,55,6,3,0,0,16,8,0,4,25,3,0
11103,11638,14066,5619,578,31903,10101,2059,1430,45492,577,310,408,59,1351,1601,241,145,3338,657,355,437,58,1512,908,407,237,3066,1237,668,846,118,2866,2506,641,386,6404,682,173,356,71,1282,3094,398,416,5193,317,72,192,43,619,1155,217,273,2268,281,64,48,12,401,445,114,225,1183,26,3,19,0,48,108,10,17,178,1299,314,618,129,2354,4803,744,929,8827,25,22,11,3,62,86,9,35,192,0,0,0,0,4,18,0,0,26,62,46,46,13,167,109,23,44,350,87,75,61,12,235,214,30,82,564,9,0,5,0,9,13,0,3,27,14265,15116,7147,833,37367,17626,3477,2837,61310,12059,14771,5773,601,33202,10012,2373,1277,46859,756,357,335,52,1507,1920,260,161,3845,812,439,476,67,1798,1157,445,230,3632,1568,798,817,122,3305,3076,709,387,7477,717,234,369,68,1389,2955,448,345,5136,348,90,166,28,633,1067,210,193,2101,441,114,62,17,638,601,147,236,1625,18,7
11201,6176,6530,2680,177,15562,4010,952,1077,21598,421,216,248,16,903,821,98,77,1897,222,143,220,16,599,361,95,89,1147,644,364,468,28,1510,1178,193,168,3045,511,249,411,26,1198,1400,180,292,3068,52,13,24,0,82,84,25,53,244,10,0,0,0,14,24,3,20,57,10,13,17,0,35,45,7,3,87,583,274,448,23,1333,1556,209,361,3461,280,66,67,11,420,565,24,593,1602,9,0,0,0,10,98,0,26,134,27,26,13,0,67,41,16,10,137,318,90,82,7,494,709,41,631,1876,0,3,0,0,7,4,0,3,14,7726,7259,3677,238,18903,7456,1394,2237,29994,6603,6537,2784,172,16090,4618,993,907,22603,430,210,295,18,944,856,111,115,2028,308,213,255,11,784,433,147,106,1477,734,420,550,25,1730,1296,255,220,3503,479,188,338,23,1023,1388,126,203,2738,45,10,17,0,70,57,12,30,172,16,11,11,0,38,33,10,28,96,3,3
11202,6343,7022,3041,236,16638,4846,798,607,22895,99,50,63,6,219,394,41,17,671,39,20,18,3,76,55,23,4,155,142,65,81,10,297,450,64,21,826,231,105,230,25,591,976,145,100,1809,10,3,6,0,16,65,5,14,105,3,0,4,0,8,11,3,0,29,3,3,5,0,18,26,3,6,46,243,115,249,23,634,1082,152,122,1989,59,31,42,5,133,269,13,138,554,18,9,3,0,38,62,3,12,111,33,18,10,0,66,36,16,3,114,111,68,52,4,237,361,24,156,777,0,0,0,0,0,0,0,0,0,6838,7265,3429,279,17804,6730,1043,903,26488,6727,6750,3204,232,16910,5264,885,745,23801,136,63,112,11,322,488,48,52,907,48,22,52,11,133,134,20,14,299,180,83,164,23,448,622,72,69,1212,215,81,215,13,520,920,79,75,1596,11,0,6,0,14,56,3,4,81,7,0,3,0,12,33,0,0,46,9,3
11203,6486,6794,2517,154,15954,3800,612,877,21245,1362,415,538,36,2348,1612,139,105,4209,439,227,319,14,1004,647,85,128,1866,1799,642,864,52,3354,2258,230,238,6072,389,131,286,28,830,1096,105,198,2229,235,42,71,8,362,315,48,77,805,216,35,33,4,288,190,25,135,643,8,3,6,0,20,39,0,3,65,852,211,402,34,1508,1640,174,422,3742,361,44,53,0,459,598,24,808,1890,186,4,17,0,207,199,7,25,443,28,14,4,0,42,32,4,6,82,568,65,75,3,712,826,35,841,2419,3,8,0,0,12,10,3,21,43,9709,7717,3864,244,21532,8529,1058,2396,33517,6983,6901,2751,194,16825,4353,711,811,22703,1281,568,519,36,2405,1681,164,359,4601,538,293,340,15,1181,873,117,101,2271,1813,864,859,54,3588,2550,275,458,6877,510,218,322,27,1078,1196,134,191,2599,313,97,145,11,557,497,74,158,1287,205,36,32,4,277,190,29,116,612,14,12
11301,4061,5443,1517,148,11170,3007,288,567,15028,63,54,36,11,170,180,18,17,381,11,10,3,0,17,8,0,5,36,78,63,37,11,185,189,17,22,411,201,142,134,21,504,672,78,167,1429,0,0,0,0,3,13,0,7,27,0,3,3,0,5,26,0,0,36,3,0,3,0,6,9,0,5,18,210,150,140,26,527,720,78,175,1507,22,8,5,3,41,91,6,134,268,3,4,3,0,8,8,0,17,40,15,12,6,0,34,26,7,0,64,41,32,12,5,81,127,12,147,373,0,0,0,0,3,0,0,0,3,4386,5687,1701,193,11968,4046,389,920,17327,4126,5091,1604,165,10992,3326,293,673,15283,115,98,64,15,287,319,23,54,679,22,18,6,0,43,38,3,11,101,131,113,65,13,332,363,29,63,783,145,140,81,9,373,515,48,158,1101,0,0,0,0,0,3,0,6,10,0,0,0,0,0,4,0,0,3,0,0
11302,1611,1632,469,29,3733,1263,88,190,5285,8,0,5,0,8,73,0,3,88,11,0,3,0,9,3,0,0,16,13,3,3,0,21,74,0,3,99,40,11,18,3,71,180,11,33,295,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,43,14,18,3,71,189,11,33,301,8,3,0,0,11,25,3,34,75,0,0,0,0,4,5,0,0,6,15,9,3,0,24,13,0,0,35,24,13,3,0,33,39,3,37,118,0,4,3,0,3,0,0,0,5,1687,1656,490,33,3873,1567,103,265,5810,1630,1531,509,38,3704,1294,86,176,5258,7,4,0,0,15,31,0,8,56,4,0,3,0,9,16,0,3,26,17,3,4,0,24,54,0,11,84,31,6,9,3,45,169,11,36,257,0,0,0,0,0,5,0,0,3,12,6,10,0,22,20,0,8,52,0,0
11303,7928,9726,3348,276,21271,5850,778,564,28462,187,59,76,15,329,502,57,27,908,24,11,6,6,47,51,17,15,130,211,65,81,14,376,556,72,40,1036,298,91,188,47,625,1476,211,135,2444,4,0,4,0,13,75,7,9,111,11,8,0,0,20,27,3,3,53,0,0,0,0,4,16,0,0,18,315,101,191,47,656,1596,223,150,2624,27,16,6,0,47,61,4,92,210,0,3,3,0,7,3,0,0,12,26,30,9,6,67,50,9,12,131,48,46,19,4,122,112,12,103,351,3,0,0,0,3,3,0,0,6,8501,9936,3635,340,22420,8115,1086,854,32474,8575,9332,3371,298,21585,6397,930,685,29600,213,78,57,12,358,490,35,55,935,36,19,9,6,75,80,25,17,193,250,97,65,15,426,564,63,70,1127,441,106,190,39,775,1509,181,121,2585,23,3,0,0,23,57,3,20,109,11,0,0,0,10,26,0,9,40,11,3
11401,10596,8634,3666,216,23112,6826,720,1238,31888,256,61,85,3,404,505,24,39,976,66,20,40,3,126,123,7,34,299,315,86,128,9,535,629,36,78,1274,211,56,97,11,371,876,48,95,1396,4,0,3,0,8,15,0,7,27,3,0,0,0,5,7,0,10,25,11,3,4,0,21,34,0,0,62,228,58,109,11,404,935,51,113,1511,174,24,14,3,220,384,12,120,738,8,11,0,0,18,8,0,3,28,18,20,5,0,41,18,0,5,64,198,59,24,3,281,407,13,129,825,3,0,0,0,7,5,0,3,11,11343,8842,3922,235,24342,8794,814,1556,35507,10922,8419,3882,237,23460,7576,755,1399,33193,416,108,169,17,707,771,37,95,1612,93,32,48,4,174,143,9,20,355,513,138,214,17,886,916,43,119,1971,241,46,123,17,422,967,52,96,1536,0,0,9,0,5,14,0,0,18,0,0,0,0,0,5,0,0,5,8,8
11402,4520,4593,1514,99,10724,2931,308,557,14510,245,116,62,3,428,393,27,31,883,45,17,18,0,77,79,3,9,167,290,133,78,3,503,470,29,40,1048,68,25,23,0,112,286,13,35,444,5,0,3,0,9,9,3,0,19,0,0,0,0,0,0,0,0,0,7,5,3,0,15,21,0,4,41,73,31,28,0,131,315,17,35,500,26,8,3,0,40,68,3,17,125,0,0,0,0,3,5,0,3,5,3,13,4,0,15,8,0,0,28,25,20,7,0,58,76,5,28,165,0,0,0,0,0,0,0,0,0,4909,4770,1633,104,11417,3791,350,659,16222,5056,4557,1630,115,11357,3447,280,539,15625,236,137,98,10,483,523,15,40,1065,55,21,15,3,98,73,5,8,182,294,155,113,14,578,601,23,50,1244,45,7,15,0,69,185,9,16,272,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,10,4,3
11501,7498,19662,2556,265,29990,2539,349,646,33524,298,137,96,6,545,414,24,41,1020,1011,1074,517,52,2650,829,147,122,3744,1314,1207,613,60,3190,1239,167,161,4763,157,34,41,9,234,440,12,24,709,159,79,46,9,290,325,43,38,699,140,40,26,7,217,113,27,33,381,6,0,3,0,10,40,0,0,54,466,149,116,18,753,923,81,95,1845,3,7,3,0,15,0,0,8,24,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,11,5,13,3,0,18,4,0,9,31,3,0,0,0,3,0,0,0,3,9286,21039,3292,345,33961,4703,595,906,40165,7991,20258,2851,260,31363,2723,359,537,34990,450,223,96,18,783,600,17,23,1435,1000,1404,524,40,2970,844,127,108,4047,1446,1633,621,54,3752,1447,152,132,5481,120,57,44,7,222,372,7,27,628,167,137,72,13,391,209,38,35,673,263,138,67,5,469,232,54,53,806,9,7
11502,1905,3601,590,50,6143,811,115,237,7312,15,7,3,0,24,37,0,3,66,47,58,32,0,141,41,4,3,186,58,70,30,0,165,73,3,8,255,70,4,3,0,77,159,0,7,242,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,0,0,13,3,3,0,21,79,11,4,0,94,162,3,7,267,25,24,8,0,50,71,5,13,142,0,0,0,0,3,3,0,0,8,0,3,0,0,3,3,0,0,10,28,27,8,0,56,73,5,13,157,0,0,0,0,0,0,0,0,0,2065,3710,637,53,6461,1128,124,266,7986,1971,3649,660,68,6348,896,113,206,7569,47,31,8,0,85,77,0,7,174,31,49,22,0,97,41,0,3,142,75,76,25,0,185,126,0,9,315,30,12,3,0,37,111,0,3,158,3,0,0,0,5,27,0,0,30,0,0,0,0,0,0,0,0,0,17,11
11503,1982,3362,677,32,6056,1021,117,380,7576,9,14,3,0,27,15,0,0,46,0,0,0,0,0,0,0,0,0,8,17,5,0,33,15,0,0,54,3,4,0,0,8,7,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,10,9,7,3,0,18,9,0,0,35,18,10,5,4,32,54,5,11,107,3,13,0,0,17,8,0,203,224,3,3,0,0,6,7,0,0,16,25,26,8,4,59,67,5,217,343,0,3,0,0,7,0,0,0,7,2027,3412,694,34,6170,1120,121,598,8008,2125,3326,704,39,6196,1063,113,438,7808,5,4,5,0,11,9,0,4,26,0,3,0,0,3,0,0,0,9,5,8,6,0,18,8,7,4,32,0,0,0,0,0,24,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
11504,1695,4255,575,46,6574,620,111,225,7538,9,13,10,0,26,15,3,5,48,16,25,13,0,57,10,4,9,88,27,36,23,0,87,27,5,13,130,10,0,0,0,6,87,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,10,88,3,0,105,15,3,4,0,19,48,0,5,75,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,6,15,7,4,0,25,48,0,13,83,0,0,0,0,0,0,0,0,0,1747,4303,600,46,6694,789,119,249,7853,1671,4423,661,54,6804,710,111,213,7835,14,14,9,0,39,85,4,8,135,28,50,18,0,93,13,0,4,116,44,64,30,0,134,102,8,16,254,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,29,7,3,0,43,30,6,21,97,0,0
11601,7061,13830,4644,446,25979,5251,705,972,32903,511,798,394,31,1738,637,48,90,2509,467,936,538,39,1979,535,92,104,2713,986,1735,928,72,3721,1174,140,192,5224,94,32,25,0,153,639,13,49,861,109,175,70,16,377,232,31,50,689,187,215,100,24,529,201,53,74,866,13,12,7,0,35,34,3,3,71,408,431,211,49,1097,1106,107,177,2478,6,5,4,0,17,6,0,0,17,0,3,0,0,3,0,0,0,3,10,18,5,0,30,16,3,3,54,17,23,11,0,51,23,3,3,78,3,5,0,0,9,0,0,0,9,8474,16031,5786,566,30855,7553,951,1345,40695,7359,14699,5018,455,27528,5519,772,807,34630,291,467,263,27,1050,514,40,61,1666,518,1177,502,46,2257,648,75,112,3087,813,1650,769,79,3306,1162,114,174,4758,104,83,43,8,243,548,26,73,886,131,212,69,21,433,155,36,34,654,368,407,117,36,929,282,64,71,1343,18,13
11602,3400,8945,1703,148,14196,1602,359,540,16689,91,93,83,0,263,93,14,19,390,220,335,199,15,776,217,66,37,1100,316,429,284,15,1039,315,83,50,1485,4,3,3,0,14,27,0,5,51,3,0,4,0,8,8,0,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,14,7,8,0,26,44,0,35,103,102,27,51,3,184,315,15,78,588,0,0,0,0,3,4,0,0,6,4,6,0,0,8,12,0,0,22,107,28,52,3,194,338,18,78,625,3,3,0,0,9,3,0,0,8,3835,9411,2041,162,15455,2293,459,702,18909,3871,10824,1967,159,16824,2008,349,389,19564,150,251,101,9,513,191,16,19,738,423,1015,289,22,1744,247,64,48,2103,574,1271,384,29,2262,434,75,67,2837,5,0,0,0,4,27,0,0,35,31,13,18,5,65,38,12,3,128,13,12,17,0,51,15,11,3,77,3,0
11603,4195,11525,4813,310,20845,3219,438,994,25500,244,509,429,29,1205,423,37,107,1773,132,382,357,25,899,216,28,72,1222,367,898,790,55,2107,637,59,187,2992,38,31,86,0,157,225,9,38,425,111,160,114,16,399,324,24,156,900,64,81,69,7,215,93,16,31,355,0,3,0,0,7,3,4,0,16,218,269,273,23,780,642,54,228,1699,0,3,0,0,6,0,0,0,3,3,0,0,0,3,4,0,0,8,3,0,4,0,6,0,0,0,13,3,6,3,0,15,8,3,3,24,0,0,0,0,3,3,0,0,7,4786,12697,5881,389,23751,4511,554,1410,30226,4306,11544,5161,357,21362,3286,480,821,25961,288,559,324,31,1205,437,40,61,1737,224,836,538,21,1612,242,39,87,1989,509,1397,863,51,2821,684,77,147,3726,48,16,25,7,92,372,9,21,492,134,210,125,20,484,298,42,57,884,105,196,101,17,419,121,27,41,613,6,3
11701,1182,2446,735,105,4472,934,145,165,5725,238,347,155,13,755,331,37,41,1159,172,314,124,15,630,189,33,39,896,408,663,284,32,1390,517,68,80,2055,130,134,102,14,386,459,37,83,970,636,1039,392,83,2151,882,201,214,3440,339,236,155,31,764,530,101,144,1540,6,4,0,0,13,4,0,0,14,1115,1415,652,125,3315,1871,339,436,5964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,9,3,57,26,0,11,95,15,32,9,3,58,26,0,11,97,3,3,0,0,3,0,0,0,7,2729,4555,1686,264,9236,3350,560,696,13844,1193,2526,679,97,4500,911,163,210,5786,229,388,171,21,810,251,38,40,1144,179,418,136,13,753,179,35,49,1009,413,806,312,29,1563,429,70,85,2154,158,176,89,28,448,441,39,85,1010,648,1005,462,75,2185,927,218,207,3543,578,395,190,56,1217,713,175,174,2276,0,0
11702,1819,2586,930,139,5474,1460,581,468,7981,861,678,271,60,1868,714,272,166,3016,373,374,125,28,897,298,238,143,1581,1235,1051,392,90,2767,1014,507,312,4598,601,288,232,47,1163,1345,257,390,3152,526,281,209,57,1071,1053,258,271,2650,253,136,91,25,500,470,104,143,1205,16,15,5,0,37,37,13,8,87,1388,716,540,121,2765,2899,633,806,7099,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,3,40,44,16,4,104,55,31,60,253,42,48,17,4,114,63,31,62,268,7,3,0,3,10,3,0,0,21,4486,4405,1884,356,11132,5436,1752,1653,19964,1693,2612,904,133,5341,1226,592,308,7465,892,888,331,71,2179,756,338,157,3427,504,505,162,33,1202,412,305,187,2098,1396,1388,490,104,3375,1163,642,344,5529,608,283,206,51,1148,1300,286,285,3018,669,333,226,64,1297,1168,307,200,2978,356,131,65,23,576,493,137,102,1309,19,3
11703,895,898,347,68,2210,838,355,695,4097,1315,690,334,88,2429,1376,597,537,4939,2856,1849,954,267,5923,2662,1950,2183,12721,4171,2533,1288,357,8353,4038,2552,2717,17660,674,200,155,107,1144,1452,465,1207,4270,1682,378,381,118,2561,3878,825,2070,9337,9048,2135,1190,935,13308,14273,4309,12356,44251,21,12,4,0,36,37,14,29,115,11425,2719,1732,1167,17046,19643,5614,15659,57968,8,4,0,0,11,5,3,8,28,3,0,0,0,10,342,0,3,349,80,44,23,13,165,140,66,118,494,95,51,29,14,185,484,70,135,874,18,13,0,6,37,37,21,125,227,16611,6215,3401,1613,27832,25041,8617,19330,80824,891,928,274,64,2162,870,414,278,3721,1413,881,486,95,2878,1486,648,360,5377,3256,2170,998,263,6691,2886,2363,1215,13158,4672,3051,1484,360,9568,4380,3018,1569,18529,932,261,164,63,1425,1808,419,603,4254,2027,476,374,150,3027,3791,1065,1165,9045,12592,3149,1485,1077,18303,18462,5705,7864,50335,25,9
