SA3_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
10304,3,0,12,11,0,3,23,108,33,54,8,203,653,38,128,1022,11,5,0,0,13,70,0,81,161,4,4,0,0,6,12,0,13,26,10,10,5,0,25,35,10,9,77,16,19,5,0,42,113,10,96,261,4,0,0,0,11,6,0,3,21,5342,6185,2273,197,13990,5255,535,982,20761,5320,6183,2185,148,13845,4078,464,1022,19402,206,90,125,5,423,777,55,131,1384,22,20,18,4,67,123,13,30,236,226,108,143,9,489,898,72,167,1622,75,20,45,9,146,424,17,103,694,4,4,0,0,6,27,3,12,56,6,0,0,0,6,8,0,0,16,0,3,0,0,3,3,0,0,6,88,25,45,9,160,466,24,113,767,0,3,4,0,5,37,0,69,112,3,6,0,0,5,0,0,0,7,14,10,3,0,22,14,0,6,48,13,14,6,0,35,53,0,80,164,24,27,8,0,52,126,5,8,192,5666,6361,2385,163
10401,0,0,5,14,0,0,18,196,56,129,13,391,659,50,150,1256,97,22,14,0,132,258,13,472,883,4,7,4,0,12,26,0,12,51,18,11,10,0,46,31,3,10,88,119,37,25,3,190,316,15,501,1021,3,0,0,0,10,22,0,3,29,6181,4581,2347,185,13292,5270,519,1230,20314,5777,4097,2054,167,12089,4059,506,1159,17816,145,34,55,4,239,453,17,50,762,71,35,71,3,189,176,22,49,430,219,72,127,4,424,629,38,100,1194,128,39,101,10,278,547,30,126,983,18,4,8,3,28,41,5,48,125,0,0,0,0,3,8,0,0,8,0,0,0,0,0,3,0,0,3,149,43,108,8,311,598,37,174,1126,125,14,14,3,158,275,14,619,1064,15,17,14,0,40,41,0,54,140,20,11,7,0,31,26,3,7,74,162,37,30,4,232,340,22,684,1282,52,22,16,0,93,48,3,41,186,6362,4270,2338,190
10402,13,0,35,61,0,6,101,448,186,333,25,995,1604,166,245,3007,240,32,65,3,344,515,21,636,1516,4,7,0,0,11,25,0,20,44,17,6,14,0,38,27,4,4,73,259,41,78,3,388,562,27,656,1634,0,7,0,0,3,10,0,0,21,9293,8171,4127,220,21815,8369,1077,1780,33045,7965,7451,3232,173,18823,5089,801,1401,26116,455,221,321,19,1007,1055,80,184,2325,360,201,206,10,778,536,85,132,1536,816,422,527,31,1790,1596,160,312,3861,341,187,327,28,876,1204,145,225,2447,55,43,41,3,139,169,26,37,366,88,22,23,3,124,151,14,58,353,0,0,0,0,3,11,3,0,9,478,248,384,26,1145,1533,183,315,3176,155,34,31,3,222,393,17,683,1307,15,0,5,0,18,31,0,44,93,15,9,3,0,23,10,7,9,53,182,42,38,8,265,430,27,732,1451,96,60,28,0,184,123,23,98,422,9538,8223,4207,235
10501,0,0,0,0,0,0,7,44,11,36,10,105,278,16,72,468,49,14,14,0,75,165,3,413,661,3,5,3,0,12,34,0,44,95,17,11,4,0,31,31,0,13,83,69,33,22,4,125,232,6,473,832,5,9,5,0,18,9,0,32,61,2395,2366,1179,139,6081,3007,244,1246,10583,2084,1904,1099,111,5198,2234,204,1071,8711,20,6,9,0,34,57,3,25,118,3,0,0,0,8,3,0,0,11,29,6,9,0,42,60,3,23,125,43,13,28,9,88,268,11,108,470,5,0,3,0,12,17,0,3,29,0,0,0,0,0,11,0,4,17,3,0,0,0,3,0,0,0,3,50,14,31,9,100,299,13,115,526,17,6,3,0,25,60,3,397,478,31,18,8,0,62,86,9,125,284,20,6,3,0,27,21,3,12,62,69,29,10,0,111,163,13,540,827,37,24,20,4,80,57,4,75,217,2266,1978,1167,127
10502,0,0,0,0,0,0,3,55,35,39,5,130,209,12,39,398,18,0,3,0,22,29,0,237,289,0,0,0,0,0,0,0,13,13,9,3,7,0,14,11,0,3,35,26,3,7,0,40,41,0,256,335,4,17,10,0,37,19,3,17,71,2329,1869,1125,90,5411,2841,174,845,9272,2018,1639,1100,82,4837,2503,191,543,8078,21,14,17,3,55,112,0,28,197,3,0,8,0,10,0,0,6,23,25,17,21,3,63,118,4,34,216,20,11,7,0,33,157,6,37,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,7,0,32,157,6,37,233,3,0,3,0,12,10,0,104,127,0,0,0,0,0,5,0,14,26,0,0,0,0,4,4,0,0,13,10,0,8,0,13,22,0,124,161,11,4,5,0,23,16,0,36,76,2078,1678,1130,84
10503,3,0,5,8,0,0,14,212,71,119,22,424,1129,68,120,1734,27,8,5,0,37,79,3,243,357,5,8,0,0,13,14,0,3,30,36,26,6,0,66,48,4,12,129,60,39,15,3,112,138,6,255,517,12,6,0,0,17,6,0,4,29,6818,6974,3189,281,17261,6659,672,1171,25766,6310,6434,2968,270,15983,5029,541,1488,23043,189,92,122,15,421,595,55,113,1183,14,4,3,3,25,34,9,29,87,200,96,127,18,445,626,62,140,1274,272,87,80,12,445,879,49,164,1542,4,0,0,0,9,13,3,5,29,0,0,0,0,3,15,0,3,22,0,0,0,0,0,0,0,0,0,274,87,79,15,454,899,57,176,1587,27,5,3,0,33,51,3,309,402,0,3,0,0,3,3,0,6,15,87,77,34,6,203,87,12,34,332,118,90,34,6,242,139,11,353,749,46,36,12,0,93,69,7,20,190,6950,6745,3227,310
10601,7,0,13,8,0,0,26,157,58,104,7,323,572,38,74,1011,33,6,12,0,50,80,10,92,228,9,6,4,0,14,3,0,15,30,10,14,3,0,28,24,3,9,57,50,26,15,3,91,108,6,113,316,6,3,0,0,12,7,0,9,24,8031,9688,3787,237,21740,6701,719,1306,30463,7767,9397,3662,277,21109,5663,634,1743,29143,287,153,279,13,726,873,57,133,1793,47,24,56,3,128,243,25,35,440,335,172,331,17,860,1119,82,173,2233,57,37,62,6,169,405,21,81,680,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,63,37,63,11,173,404,21,88,685,25,11,8,0,42,50,3,52,150,14,4,3,0,20,14,0,0,36,6,3,7,0,14,19,0,19,57,41,22,15,0,84,82,4,74,242,44,51,20,0,113,69,4,33,225,8253,9682,4099,306
10602,0,0,3,13,0,3,16,191,82,119,8,405,713,42,81,1241,11,7,7,0,19,55,3,11,97,0,0,0,0,0,0,0,4,5,14,12,10,3,36,34,3,18,93,27,14,12,3,54,93,9,39,197,0,0,0,0,3,4,0,0,4,6181,8244,2842,208,17479,4946,544,669,23635,6347,8921,3020,238,18520,3732,519,761,23539,437,164,267,26,885,927,59,144,2013,76,43,74,5,194,310,23,34,555,517,200,334,30,1079,1236,82,171,2569,55,20,58,9,149,402,21,81,646,0,0,0,0,0,0,0,0,0,6,0,0,0,12,22,3,3,39,0,0,0,0,0,0,0,0,6,65,20,64,9,157,426,18,87,691,0,3,7,0,14,31,0,42,85,3,3,3,0,6,3,0,0,15,19,8,9,0,30,13,3,4,55,19,18,17,0,56,53,3,44,151,81,18,19,5,118,255,3,6,385,7020,9179,3449,275
10603,0,0,13,16,0,0,29,281,94,122,5,504,606,51,208,1369,130,13,16,4,158,304,15,177,656,0,3,0,0,7,5,3,3,16,7,5,7,0,17,18,3,11,53,134,19,26,5,190,331,18,190,725,5,0,4,0,12,5,0,4,20,8097,7160,2957,171,18389,6170,562,1372,26498,7079,6676,2349,172,16275,4197,463,1259,22195,470,140,283,15,912,1031,52,278,2271,519,286,265,10,1079,472,71,139,1755,989,433,545,23,1992,1496,120,410,4025,94,19,43,0,157,279,16,51,502,63,13,20,0,96,101,6,44,254,107,16,26,3,153,157,16,36,359,0,4,5,0,10,13,0,3,27,263,60,93,7,421,548,36,139,1139,161,12,22,4,208,312,24,262,803,11,6,0,0,15,3,0,6,25,15,12,7,0,38,18,3,9,63,182,31,33,8,256,335,23,274,889,35,18,13,0,66,58,7,55,183,8543,7209,3037,211
10604,0,0,0,8,0,3,15,80,42,30,7,158,334,28,69,590,29,4,4,0,31,91,0,134,257,0,0,0,0,3,0,0,4,9,5,4,0,0,11,18,0,7,32,37,6,3,0,50,115,0,141,300,3,3,0,0,11,15,0,5,24,2999,3346,1145,99,7591,2841,339,730,11504,2835,3102,1174,75,7181,2309,268,698,10453,80,50,56,0,185,313,20,66,579,12,12,17,0,41,99,8,23,178,94,59,78,0,227,410,31,87,760,37,21,18,0,83,200,12,40,331,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,19,0,82,205,12,40,341,19,0,0,0,21,55,3,72,151,0,3,0,0,5,4,0,3,11,7,0,0,0,9,4,0,7,20,27,4,0,0,34,64,3,80,175,27,33,6,0,72,28,3,10,106,3026,3218,1274,80
10701,8,0,15,28,0,0,44,198,109,225,22,556,1016,61,117,1750,93,3,10,0,105,137,3,9,249,0,0,0,0,0,0,0,51,57,9,21,7,0,33,31,5,3,81,99,20,20,0,142,170,9,67,382,3,0,0,0,9,0,0,0,14,6610,8843,3623,293,19364,6045,519,758,26679,6013,8566,3298,254,18132,4247,439,690,23513,327,99,161,21,610,801,30,59,1504,151,112,166,6,436,262,26,56,781,480,210,326,23,1045,1068,53,122,2287,158,101,150,20,429,781,49,128,1384,23,23,33,7,83,188,3,48,323,3,0,3,0,7,36,0,0,39,0,7,4,0,11,15,3,0,32,189,135,187,22,532,1019,57,176,1779,7,5,3,0,18,24,6,16,62,0,0,0,0,0,3,0,12,21,12,24,16,0,50,12,0,5,72,20,28,21,3,69,35,10,36,150,20,13,12,0,45,32,5,0,82,6711,8953,3850,305
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,4,0,11,23,0,0,36,381,103,215,21,728,1028,47,99,1895,84,6,28,3,119,182,5,104,412,0,0,0,0,0,0,0,3,4,9,18,22,0,52,30,3,9,98,94,24,44,3,175,216,12,113,515,3,0,0,0,3,5,0,0,11,8285,10570,3933,267,23050,6275,500,826,30654,7273,10150,3186,201,20807,3753,414,1047,26026,493,199,307,22,1018,823,49,111,2001,615,412,360,19,1407,792,95,121,2420,1107,614,669,42,2431,1613,147,233,4426,243,105,193,21,557,690,43,153,1446,35,10,4,0,46,44,0,20,115,61,3,3,0,73,120,3,21,214,0,0,0,0,0,3,0,0,4,339,113,195,18,674,853,50,200,1778,86,10,21,3,124,209,3,104,436,0,0,0,0,0,0,0,16,19,18,11,11,0,42,21,11,7,77,106,22,31,3,162,231,11,134,540,54,25,8,0,88,69,27,37,217,8884,10914,4094,268
10704,9,0,40,60,14,14,128,2211,864,770,153,3996,4776,1206,867,10838,47,15,23,3,88,168,15,45,312,0,0,0,0,0,4,0,38,38,24,19,17,4,66,72,23,18,172,74,31,40,7,152,243,31,96,525,6,3,8,0,11,17,8,0,38,11484,13720,5073,522,30795,12540,2509,1882,47732,7565,12043,3048,292,22947,4649,960,895,29452,504,322,360,31,1212,1200,162,125,2694,937,846,654,54,2490,1625,296,206,4622,1440,1167,1018,87,3704,2822,457,331,7319,829,510,471,62,1869,1993,419,274,4551,566,270,219,41,1091,1233,386,370,3072,1255,420,260,71,2004,1366,477,390,4240,3,3,3,0,10,11,3,3,22,2654,1196,944,171,4969,4600,1279,1041,11891,30,18,20,8,71,132,6,172,387,0,0,0,0,0,0,0,119,119,34,39,29,3,104,65,18,18,200,64,50,50,6,174,201,22,309,705,100,47,22,3,168,200,15,26,412,11815,14503,5086,558
10801,3,0,10,12,0,0,28,285,56,147,14,503,663,65,204,1435,113,12,18,0,140,196,7,192,537,3,0,0,0,6,3,0,8,19,12,9,7,0,31,18,0,4,52,137,19,24,0,176,215,12,210,606,7,3,0,0,6,3,0,4,11,4336,2417,1361,100,8210,3801,331,818,13159,3582,2148,1037,78,6849,2280,255,564,9951,490,75,143,11,714,766,45,90,1615,68,23,40,3,135,88,6,37,265,555,96,177,11,843,860,54,125,1881,88,35,94,3,221,386,26,89,725,57,19,41,3,113,177,18,50,361,125,25,52,4,203,181,18,69,476,0,0,0,0,0,0,0,0,0,273,71,183,14,539,744,64,219,1561,80,15,16,0,107,158,5,240,511,3,0,0,0,3,3,3,5,20,7,7,10,0,27,19,5,6,63,92,21,26,0,142,187,15,254,592,29,11,13,0,51,42,0,30,128,4529,2351,1437,108
10802,0,0,3,11,0,3,18,152,30,119,12,311,630,47,129,1111,54,14,8,0,80,171,6,328,587,4,4,6,0,13,14,0,18,46,11,6,9,0,30,33,0,6,66,72,27,24,3,125,212,7,353,700,3,0,0,0,5,0,0,3,10,5655,3927,2584,187,12354,5385,513,1139,19387,5208,3631,2324,175,11345,4227,500,1214,17287,102,28,55,9,199,395,24,60,670,15,16,16,0,48,53,3,18,121,122,42,74,6,243,450,29,77,797,111,41,105,6,266,483,23,111,880,18,10,9,0,41,39,3,27,112,8,0,0,0,8,27,0,0,42,0,0,0,0,0,7,0,0,10,145,52,117,6,317,554,28,139,1043,123,10,13,8,147,240,10,395,787,3,7,0,0,9,12,3,18,42,12,11,6,3,34,30,3,5,71,140,23,24,10,195,277,17,418,906,46,32,17,0,99,66,4,65,239,5661,3777,2549,195
10803,0,0,4,5,0,0,17,3,4,0,0,7,12,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,34,6,0,87,41,7,11,146,44,31,4,0,90,43,7,21,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44,31,4,0
10804,3,0,15,18,0,0,37,639,167,334,26,1172,1606,132,389,3300,185,17,35,3,242,339,21,298,896,0,0,0,0,0,3,0,18,22,52,13,14,3,84,104,3,8,196,243,28,45,6,323,446,27,319,1114,3,0,3,0,9,12,0,3,23,9858,6960,3263,206,20286,8019,767,1395,30463,8246,6642,2524,157,17577,4491,587,1072,23728,831,183,343,24,1379,1551,116,183,3231,286,108,171,12,570,372,36,63,1048,1115,291,513,33,1953,1921,154,253,4281,320,70,183,10,583,1118,73,148,1928,99,23,71,9,199,296,39,117,649,308,53,70,3,437,465,71,138,1112,0,0,0,0,0,0,0,0,4,733,147,323,22,1227,1883,187,401,3692,168,11,20,11,210,400,17,367,999,0,0,0,0,3,13,0,36,55,11,9,10,0,32,23,3,5,64,183,19,29,11,249,440,22,406,1114,46,28,16,0,96,80,11,20,212,10329,7140,3412,220
10805,0,0,6,13,0,0,22,139,41,126,12,311,909,41,101,1361,58,11,12,3,79,121,3,75,282,3,5,3,0,12,9,0,21,37,31,16,3,0,55,39,0,6,91,93,24,23,6,145,159,7,104,408,5,6,3,0,16,4,0,0,21,6698,4715,2453,156,14030,5591,515,862,20996,6343,4479,2307,171,13301,4281,491,1010,19091,304,56,122,9,492,791,32,78,1385,70,24,35,0,124,76,10,21,241,375,78,149,10,620,868,41,96,1630,112,41,84,15,254,593,40,80,971,9,0,0,0,13,30,0,8,50,0,0,0,0,0,5,0,0,10,0,0,0,0,0,3,0,0,7,127,44,88,11,270,638,40,86,1032,86,12,15,0,113,163,11,107,391,6,0,0,0,10,15,0,12,37,15,13,9,0,32,23,7,9,74,109,23,28,0,161,200,13,129,504,48,31,16,0,94,52,7,26,174,7006,4661,2593,197
10901,0,0,8,9,3,3,18,445,199,278,30,947,1929,197,242,3314,14,7,3,0,21,56,0,46,124,0,0,0,0,0,0,0,7,11,14,7,0,0,23,17,0,0,37,29,13,5,0,43,72,0,61,172,0,7,3,0,11,8,3,4,23,5955,6118,2506,199,14773,6488,901,948,23108,5699,5935,2216,141,13990,4506,636,1047,20188,439,240,273,23,981,1813,162,277,3238,69,26,37,3,132,245,34,85,494,509,270,307,27,1116,2058,196,358,3733,32,21,21,8,79,230,23,98,429,11,11,0,0,18,38,0,21,79,7,0,0,0,4,16,0,10,36,0,0,0,0,0,0,0,0,6,43,32,22,8,109,283,26,126,544,17,10,3,0,30,47,0,27,105,0,0,0,0,0,0,0,4,4,11,6,9,0,26,15,4,12,49,27,16,9,0,58,57,6,45,164,24,17,7,0,46,42,3,14,109,6308,6266,2557,185
10902,0,0,0,0,0,0,0,29,9,16,3,64,121,6,27,217,28,3,0,0,34,46,0,209,289,0,0,0,0,0,7,0,7,13,16,0,0,0,18,19,0,4,38,39,6,3,0,45,70,3,223,339,0,3,0,0,3,0,0,6,8,1479,1327,462,37,3305,1271,95,480,5150,1315,1190,421,36,2963,1028,72,452,4514,9,5,10,0,22,53,3,3,81,3,0,0,0,5,0,0,0,6,12,5,8,0,26,53,3,9,87,40,7,20,0,69,126,9,44,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,20,0,69,126,9,44,254,28,5,3,0,33,43,3,189,262,3,0,0,0,5,3,0,9,11,9,6,0,0,12,6,4,3,23,37,14,3,0,49,52,5,192,308,14,6,3,0,28,19,0,23,69,1410,1224,457,38
10903,0,0,3,6,0,0,7,213,51,42,0,305,665,27,80,1079,60,10,8,0,79,133,5,160,378,4,0,4,0,6,3,0,4,18,25,25,7,0,57,24,0,5,88,87,31,15,0,135,165,12,173,484,12,11,3,0,30,5,0,8,37,5480,3945,1395,113,10929,4744,339,862,16880,4996,3703,1329,111,10135,3883,300,1265,15587,128,16,26,6,171,332,16,57,575,8,3,4,0,10,5,0,15,35,133,16,27,6,182,340,16,73,608,147,46,64,5,264,583,40,152,1037,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,147,46,64,5,264,587,40,151,1044,74,11,9,0,98,149,11,211,465,3,0,0,0,4,6,0,3,11,35,22,0,0,60,29,4,21,115,113,35,8,0,158,178,15,235,590,27,18,8,0,58,36,3,20,120,5412,3828,1438,119
11001,0,0,3,18,0,3,20,141,95,88,18,334,626,108,144,1218,9,3,3,0,18,52,3,93,165,0,0,0,0,0,0,0,0,7,14,7,7,0,29,16,0,3,45,26,14,9,0,55,64,3,100,219,0,3,0,0,8,6,0,0,12,3756,3610,1429,129,8928,3610,512,720,13770,3489,3290,1322,117,8217,2851,419,797,12286,128,95,70,8,302,415,63,65,852,18,8,12,6,45,85,12,19,156,148,104,85,12,347,506,76,79,1012,74,37,32,9,151,350,39,81,622,8,3,0,0,16,29,3,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,87,41,32,9,171,384,45,85,678,11,3,0,0,16,29,0,67,119,3,3,0,0,6,3,0,7,16,12,0,0,0,14,7,0,5,23,28,9,4,0,42,37,0,81,157,32,29,9,0,68,44,0,18,134,3780,3467,1453,146
11002,0,0,0,8,0,0,16,73,32,44,3,149,477,20,26,677,31,17,7,0,50,86,4,98,238,3,3,4,3,12,23,0,12,50,18,4,3,0,25,15,0,4,47,48,21,11,0,92,125,4,109,328,4,0,0,0,7,6,0,0,20,4618,3647,1618,149,10031,4326,334,616,15309,4433,3180,1568,133,9309,3761,362,1110,14542,43,20,17,3,82,165,3,20,277,4,4,5,0,8,12,0,4,30,47,23,19,3,91,180,3,23,305,57,26,47,3,131,402,10,69,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,47,3,131,400,10,69,615,39,6,4,0,55,72,0,201,326,6,3,3,0,12,9,0,15,35,9,10,3,0,30,10,3,8,45,53,25,11,0,92,92,9,222,408,57,45,16,0,117,72,8,26,220,4638,3298,1659,143
