SA3_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
11101,10,672,132,40,17,180,1052,40,312,48,39,27,8,468,494,653,278,33,35,26,1510,1040,361,570,8,43,16,2034,927,103,363,3,21,10,1419,1368,19,368,0,29,6,1792,569,3,121,0,13,0,708,230,8,32,0,4,0,277,21,0,14,0,0,0,35,5,7,3,0,0,0,17,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,0,3,0,0,0,3,27,47,6,0,5,4,90,56,132,59,19,22,20,313,4789,2322,1990,143,216,262,9721,13,208,174,23,17,96,527,6,632,24,28,5,4,696,105,542,142,57,43,3,888,402,376,257,22,31,12,1096,258,173,249,16,16,3,705,841,243,390,5,36,9,1517,1813,68,563,4,34,14,2493,1210,6,228,0,13,3,1460,349,7,64,0,4,0,428,67,3,16,0,4,0,89,28,0,7,0,0,0,38,12,8,3,0,0,0,27,3,0,0,0
11102,10,279,101,50,27,119,584,20,142,28,24,13,0,234,217,312,196,45,115,12,902,727,158,357,17,64,14,1338,579,57,201,3,24,4,869,679,7,129,4,13,3,841,234,3,63,0,7,0,308,57,3,19,0,3,0,81,7,0,3,0,3,0,10,0,3,0,0,0,0,8,0,0,4,0,0,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,0,12,13,0,0,3,0,26,31,55,37,15,17,17,173,2575,1025,1150,164,290,173,5383,6,80,115,17,26,81,331,5,246,18,30,14,3,314,59,252,104,86,74,6,585,195,151,172,51,97,3,668,166,45,174,9,15,3,411,639,131,267,6,39,3,1091,1042,46,301,8,33,12,1438,523,4,118,3,11,0,662,147,0,33,0,3,0,178,24,0,0,0,0,0,23,4,0,6,0,0,0,9,0,6,0,0,0,0,9,0,0,0,0
11103,37,1715,209,103,50,247,2361,84,487,83,73,31,21,767,967,705,660,65,107,35,2539,2344,338,1101,39,178,25,4022,1844,119,686,16,41,14,2731,2562,38,773,21,56,17,3464,1304,6,357,0,21,0,1692,622,3,118,3,7,0,754,126,8,52,0,0,0,188,51,17,12,3,3,0,86,21,0,5,0,0,0,29,7,0,3,0,0,0,17,11,3,3,0,0,0,12,28,76,20,0,3,7,134,141,233,125,34,52,25,617,10147,3749,4202,368,550,389,19403,33,523,221,40,37,197,1051,12,1388,36,42,20,15,1506,234,731,320,119,47,8,1462,825,444,546,62,49,8,1931,585,154,435,30,62,10,1271,1682,175,723,27,114,19,2741,3524,93,1120,24,117,18,4900,2606,16,643,10,40,17,3330,765,3,192,0,17,6,983,272,3,81,3,9,0,374,104,5,49,0,0,0,157,54,13,12,4,0,0,83,37,6,10,0
11201,14,309,183,65,64,224,846,11,109,49,37,40,3,249,251,177,302,36,134,6,911,712,67,510,11,94,6,1411,582,32,348,3,26,7,996,1060,23,460,7,34,10,1601,1055,3,404,3,27,10,1499,487,0,186,0,19,3,696,75,0,49,3,9,0,135,32,3,16,0,5,0,51,16,3,7,0,4,0,31,11,0,8,0,3,0,18,3,0,0,0,0,0,4,30,23,24,0,5,0,81,63,59,84,12,42,12,268,4400,816,2626,179,501,278,8800,13,75,158,34,54,202,533,3,232,17,31,23,3,312,68,180,155,67,73,4,550,200,137,288,38,112,4,778,225,23,276,7,51,7,582,567,45,347,16,57,7,1035,1120,26,550,12,57,6,1770,1441,25,588,10,34,7,2104,486,6,193,4,14,3,703,166,0,86,0,5,4,253,52,0,29,0,7,0,89,24,5,23,3,0,0,57,14,0,9,0
11202,25,310,236,83,56,248,955,55,138,99,89,31,3,415,776,188,604,88,166,21,1843,1071,93,636,14,65,8,1887,415,16,267,5,23,3,727,423,9,190,7,21,4,650,126,4,84,3,3,3,221,17,4,18,0,4,0,47,7,0,11,0,0,0,13,3,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,10,8,0,0,0,35,39,62,84,15,22,9,234,2971,825,2242,300,397,302,7039,6,85,211,43,51,188,578,7,254,57,23,12,0,346,189,193,288,96,84,9,857,583,137,417,49,69,12,1272,373,48,329,8,45,9,806,819,38,377,19,44,6,1299,937,16,392,3,42,5,1401,277,3,109,3,12,4,401,27,0,22,0,0,3,52,6,0,4,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
11203,10,288,162,36,51,226,780,8,140,52,20,26,5,257,177,207,370,48,152,8,970,722,61,580,13,104,18,1488,595,40,446,10,46,11,1148,1083,34,516,13,87,16,1748,1040,4,281,6,56,8,1404,353,0,85,0,18,0,453,59,0,23,0,8,0,90,12,3,0,0,7,0,25,6,0,3,0,3,0,8,0,0,0,0,0,0,3,0,0,4,0,3,0,5,7,13,13,0,3,5,35,71,56,90,11,46,17,291,4154,836,2625,164,616,315,8714,16,70,148,15,22,169,438,7,313,28,17,7,8,373,58,219,181,50,129,0,642,186,126,308,28,120,10,779,219,26,283,16,45,3,589,664,51,401,6,45,7,1182,1629,29,687,14,79,21,2457,1609,17,478,13,63,14,2195,406,4,107,0,9,0,522,102,3,32,0,7,6,142,43,0,17,0,3,0,64,14,7,3,0,0,0,24,6,0,3,0
11301,32,181,263,67,210,275,1031,68,113,84,31,46,6,350,473,199,399,31,118,14,1242,735,81,304,4,80,8,1211,310,7,106,3,19,7,454,214,6,34,0,10,3,268,70,0,7,0,6,0,88,8,0,3,0,4,0,12,3,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,6,4,4,3,0,31,30,30,49,10,65,12,203,1960,637,1271,151,557,317,4902,25,58,215,33,207,199,740,32,122,53,26,16,10,249,332,169,304,29,90,14,935,665,136,360,18,98,4,1285,364,13,173,9,36,5,604,432,11,88,0,14,3,554,179,0,44,0,8,0,237,91,0,24,0,0,0,116,8,0,0,0,0,0,9,0,3,0,0,3,0,9,0,0,0,0,0,0,8,0,3,0,0,0,0,4,0,0,0,0
11302,17,57,71,20,90,92,341,22,49,54,11,21,0,156,201,96,164,6,37,4,502,189,15,62,0,8,0,273,56,0,15,0,0,0,70,23,0,6,0,0,0,34,3,0,5,0,3,0,13,0,0,3,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,4,0,0,0,17,6,16,17,6,18,3,61,523,239,408,44,185,95,1489,3,20,63,7,83,63,244,8,47,22,0,9,0,92,83,50,110,7,32,3,290,185,68,100,0,26,3,378,107,6,51,0,11,0,171,105,0,37,0,0,3,154,76,0,14,0,3,0,93,11,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0
11303,38,547,312,64,179,295,1433,119,300,135,26,40,5,629,1071,552,545,36,218,31,2451,1064,168,437,12,179,8,1867,579,13,227,3,16,3,849,664,7,130,0,17,0,819,267,0,64,0,13,0,343,61,0,19,0,5,0,89,4,0,6,0,3,0,11,0,4,0,0,0,0,9,0,3,0,0,0,0,3,3,3,4,0,0,0,9,0,0,0,0,0,0,3,13,24,11,0,5,0,56,48,70,95,9,68,29,322,3928,1692,1987,160,745,373,8889,20,191,286,52,152,223,926,37,375,67,23,26,8,529,381,413,314,57,53,21,1228,921,300,436,32,131,13,1832,457,93,271,7,189,3,1018,963,39,317,12,86,3,1415,1067,10,264,0,53,9,1398,515,3,98,0,22,5,636,103,0,20,0,9,0,133,10,3,9,0,3,0,26,6,0,3,0,5,0,17,0,0,0,0,0,0,3,3,0,0,0
11401,20,383,195,84,72,234,983,52,222,51,55,37,12,432,566,343,369,101,180,22,1579,1512,176,539,25,227,20,2500,799,16,274,7,30,8,1134,747,8,169,3,16,8,957,191,3,46,0,3,0,247,28,0,13,0,11,0,48,6,0,5,0,0,0,20,0,0,4,0,3,0,7,3,3,3,0,5,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,5,15,22,13,3,0,3,53,68,54,79,19,37,18,280,4014,1241,1765,296,630,314,8260,29,118,176,26,54,157,563,7,258,30,28,33,3,364,199,346,238,93,72,6,957,603,274,424,57,120,11,1491,617,113,326,21,155,7,1238,1333,79,400,27,93,8,1949,1229,23,254,11,39,3,1560,421,5,77,3,19,3,528,29,3,22,0,3,0,56,16,0,8,0,0,0,26,4,5,9,0,3,0,20,5,3,3,0,0,0,14,3,0,3,0
11402,14,122,88,30,52,109,408,9,60,20,15,9,7,114,153,83,103,27,28,8,411,470,73,154,13,27,6,749,389,21,95,0,8,0,513,437,7,82,0,4,0,535,296,0,54,0,5,0,357,111,0,26,0,3,0,135,24,0,6,0,0,0,35,3,0,0,0,0,0,5,9,0,0,0,0,0,12,0,0,4,0,0,0,6,0,0,0,0,0,0,0,6,13,0,7,0,0,20,30,22,34,4,26,7,112,1945,400,657,110,163,140,3414,7,14,103,11,43,104,288,0,14,9,10,3,0,37,45,100,57,43,25,4,270,155,99,108,37,28,9,437,139,32,84,9,19,0,282,356,67,130,19,10,6,583,497,40,149,12,20,4,717,461,3,78,4,6,0,546,156,3,32,0,0,0,186,63,3,8,0,3,0,72,14,0,0,0,0,0,18,6,0,3,0,0,0,11,9,0,0,0
11501,14,21,84,66,16,78,286,0,28,10,61,0,0,98,13,38,31,26,52,3,165,35,23,58,10,81,4,202,52,3,57,3,5,0,120,281,11,110,3,9,6,419,1733,3,259,3,21,6,2027,1314,4,150,4,10,9,1487,501,0,76,0,3,0,581,137,0,28,0,0,0,167,71,0,15,0,0,0,89,25,0,3,0,0,0,28,13,0,9,0,0,0,23,29,0,12,0,0,0,45,71,10,49,57,16,5,211,4296,141,954,230,211,113,5950,6,10,143,14,15,67,259,4,31,0,26,0,0,61,0,23,25,56,6,0,114,12,25,27,23,21,0,108,21,7,36,5,49,0,117,47,6,53,9,39,0,149,151,9,122,8,29,0,322,1067,14,244,6,17,4,1351,1461,5,179,0,9,7,1654,703,3,89,5,0,0,802,376,0,47,0,0,0,422,158,0,14,7,0,0,184,77,0,7,0
11502,0,0,69,6,18,87,178,3,0,4,7,3,0,12,5,0,37,4,16,0,66,12,0,53,0,11,0,78,23,0,35,0,8,0,67,59,0,40,0,6,0,108,125,0,56,0,0,0,186,114,0,35,0,0,3,158,62,0,9,0,3,0,74,29,0,9,0,3,0,40,12,0,3,0,0,0,19,7,0,0,0,0,0,7,0,0,0,0,0,0,3,7,0,4,0,0,0,8,6,0,30,9,3,3,52,476,6,399,24,71,89,1067,0,0,92,3,27,72,197,0,0,0,4,0,0,11,4,0,28,4,6,0,46,10,0,30,3,11,0,58,7,0,40,4,6,0,57,18,0,52,3,0,0,77,67,0,64,0,6,0,137,118,0,66,3,14,0,200,112,0,31,0,4,0,148,73,0,22,0,0,0,98,52,0,13,0,4,0,61,20,0,12,0,0,0,30,14,0,0,0
11503,3,0,46,7,27,53,132,3,0,9,0,7,0,17,17,0,51,0,35,0,98,52,0,56,0,26,0,132,62,0,55,0,4,0,117,125,0,35,0,3,0,173,70,0,29,0,0,0,101,39,0,12,0,0,0,59,13,0,3,0,0,0,22,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,18,0,11,0,41,393,3,332,11,107,54,899,0,0,49,13,31,42,137,3,0,7,3,5,0,14,5,0,29,0,6,0,45,16,0,45,0,36,0,97,14,0,35,0,11,0,60,43,0,55,0,4,0,105,125,0,33,0,4,0,163,116,0,39,0,3,0,156,50,0,15,0,0,0,68,28,0,5,0,0,0,33,8,0,0,0,0,0,12,0,0,4,0,0,0,3,0,0,0,0
11504,0,0,35,0,10,36,79,0,0,4,0,0,0,9,3,3,13,0,13,0,39,20,4,31,0,44,0,98,38,0,37,0,7,0,74,78,0,42,0,11,0,131,134,0,38,0,0,0,173,264,0,47,0,3,0,315,92,0,18,0,0,0,110,12,0,3,0,0,0,13,3,0,3,0,0,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,9,14,0,12,0,6,0,36,670,9,287,0,93,44,1094,7,0,40,0,8,33,84,0,0,0,0,0,0,0,3,0,24,0,3,0,27,11,6,19,0,15,0,51,20,0,28,0,16,0,62,25,0,29,0,11,0,71,58,0,54,0,8,0,124,129,0,42,0,7,0,183,195,0,24,0,0,0,223,212,0,38,0,0,0,250,69,0,11,0,0,0,76,22,0,3,0,0,0,26,9,0,0,0
11601,17,1099,114,65,12,135,1443,10,491,14,23,3,6,544,91,826,108,40,18,18,1099,797,376,318,22,29,17,1557,1447,243,417,4,41,11,2172,2578,180,469,10,41,19,3304,692,3,149,4,12,3,858,117,0,31,3,3,7,165,16,6,8,0,0,0,32,8,7,3,0,0,0,18,0,0,0,0,0,0,4,3,4,0,0,0,0,8,0,0,0,0,0,0,0,34,54,9,0,3,3,102,92,241,67,18,12,24,462,5906,3533,1704,185,183,245,11758,16,399,133,49,14,84,694,3,968,7,27,0,0,1003,19,739,72,35,9,7,880,73,568,135,38,9,4,830,130,176,148,17,16,3,482,484,310,244,27,15,7,1092,2228,124,618,27,42,19,3060,2644,22,475,9,76,15,3238,372,5,103,0,4,0,479,54,10,10,0,0,0,75,12,0,3,0,0,0,19,3,4,3,0,0,0,12,0,3,0,0
11602,7,64,49,0,12,46,179,4,52,9,0,3,0,65,32,88,45,4,87,3,257,97,43,76,3,117,0,332,236,39,105,0,27,4,415,931,31,176,0,31,9,1182,819,3,145,0,8,0,982,629,0,72,3,11,0,716,74,0,18,0,0,0,88,18,0,0,0,3,0,16,8,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,3,5,0,3,0,25,46,14,35,0,17,12,120,2908,340,730,18,315,77,4383,8,19,70,0,16,38,159,3,64,3,3,3,0,73,3,51,23,12,27,0,119,40,52,44,10,62,3,210,37,13,48,5,66,0,175,100,31,67,14,61,0,269,422,57,171,8,30,0,679,1240,7,199,0,20,3,1466,842,0,114,0,3,0,958,488,0,53,7,7,0,552,82,0,15,0,0,0,99,12,0,5,0,0,0,13,4,0,5,3
11603,12,939,62,18,8,82,1116,10,749,4,17,6,11,798,88,1225,76,36,5,30,1463,1258,1067,358,21,32,29,2773,1174,183,399,3,42,11,1810,1354,53,239,9,19,8,1693,220,7,52,0,7,3,287,47,7,19,3,3,0,76,4,4,4,0,0,0,17,3,16,3,0,0,7,22,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,0,0,0,0,3,20,60,7,0,3,4,90,81,296,50,5,21,10,463,4276,4611,1265,117,147,198,10617,10,364,65,14,13,56,527,5,745,5,10,3,3,775,14,1078,47,27,5,13,1192,78,977,89,36,9,10,1189,159,599,120,21,15,3,914,797,233,264,12,21,8,1336,2247,85,482,17,59,19,2909,1396,23,205,11,30,7,1666,113,9,49,0,3,3,177,16,3,9,0,3,0,32,4,9,4,0,0,0,22,8,8,0,0,0,0,14,0,5,0,0
11701,13,616,55,12,7,81,777,3,123,3,4,0,8,143,34,281,29,10,11,12,372,225,102,65,3,33,3,434,611,53,102,8,10,4,783,797,49,128,4,21,5,1003,398,41,106,3,13,6,568,521,24,110,0,6,3,662,158,0,23,0,7,0,185,26,6,4,0,0,0,40,11,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,53,52,71,42,9,4,15,191,2862,1394,675,52,116,137,5229,15,176,57,6,8,48,306,0,525,3,12,3,0,547,19,251,20,25,3,0,316,40,149,29,14,15,0,245,19,32,30,12,16,0,109,152,65,57,3,17,0,292,703,46,112,3,10,3,884,901,35,175,4,19,3,1143,397,21,76,6,5,6,514,467,9,58,3,5,4,543,133,0,16,0,3,0,158,48,7,9,0,3,0,64,21,3,0,0
11702,21,232,70,53,6,73,458,18,100,7,43,3,3,170,142,107,109,48,5,6,417,828,50,207,27,22,8,1141,699,23,184,9,16,3,936,1074,23,219,6,13,4,1335,1184,13,268,10,10,10,1496,980,3,205,3,0,6,1195,308,4,62,0,0,0,382,84,0,26,0,0,0,110,26,0,8,0,0,0,38,5,0,3,0,0,0,8,7,0,3,0,0,0,3,17,6,8,0,0,0,33,78,36,54,8,12,15,203,5457,596,1442,200,100,125,7932,12,71,80,14,13,66,252,7,186,9,11,0,0,216,31,121,39,51,3,0,248,117,84,80,45,8,3,325,171,24,108,17,11,3,340,469,34,141,17,17,0,677,1156,35,248,19,14,3,1480,1582,9,313,6,21,9,1939,993,5,195,7,8,5,1210,610,3,99,3,3,0,726,273,3,46,0,0,0,316,113,0,30,0,0,0,142,63,0,9,0
11703,96,3095,276,127,52,329,3983,35,681,29,48,5,16,802,239,1112,224,75,38,32,1722,1398,347,339,60,46,11,2199,1141,142,302,60,20,9,1676,2194,239,484,83,57,17,3072,5365,148,1003,68,51,21,6652,7328,87,1219,44,61,39,8775,3502,26,675,13,27,18,4264,1607,22,312,10,19,13,1984,665,5,168,12,3,3,859,302,3,81,9,3,0,407,157,0,45,4,7,3,225,321,146,110,0,8,7,594,397,407,227,37,60,69,1195,24756,6464,5482,649,463,590,38404,95,1079,407,75,66,198,1912,10,2564,16,59,18,30,2693,107,1064,143,139,16,13,1487,259,581,248,105,35,14,1238,382,161,221,42,26,3,834,1129,212,355,95,33,10,1837,2615,203,723,153,67,16,3772,5324,149,1066,61,88,24,6714,6698,50,1150,19,64,32,8010,5711,33,941,10,63,31,6782,3480,31,584,13,40,15,4165,1827,26,385,3,25,12,2282,1068,11,232,7
11801,43,244,254,64,33,325,965,10,45,15,22,6,0,99,57,64,114,19,11,4,269,395,22,191,10,41,5,665,491,11,197,7,9,3,723,1270,10,383,10,24,8,1705,2905,13,749,9,27,18,3714,3359,4,968,4,26,10,4367,1758,0,506,0,13,8,2291,999,7,319,0,8,6,1335,507,0,210,0,8,9,727,328,0,120,0,4,3,451,202,0,82,3,0,4,290,462,11,245,4,3,6,728,252,32,165,22,31,29,530,13032,470,4512,179,238,439,18862,37,83,277,31,29,247,707,10,209,7,17,0,3,250,58,84,61,33,3,5,247,66,47,77,11,11,0,218,105,9,103,9,13,0,250,401,19,154,7,23,4,612,1079,19,359,6,33,13,1498,2654,13,685,14,30,14,3413,3192,10,743,3,26,13,3991,2407,3,621,3,18,7,3056,1437,6,400,0,17,4,1860,987,4,301,0,3,6,1305,583,0,166,5
11802,40,1382,207,35,28,254,1942,16,385,21,55,9,11,489,122,583,99,43,62,21,931,236,196,207,6,125,10,784,362,69,208,3,10,0,651,1700,93,378,5,18,12,2217,4634,107,824,9,44,12,5624,3404,56,730,5,25,22,4237,1447,5,323,3,12,9,1803,483,13,128,13,3,10,649,206,3,61,9,0,8,286,106,0,29,0,0,4,150,59,3,9,0,5,0,74,130,62,50,3,11,6,251,175,213,111,15,33,48,592,13118,3162,3386,214,389,413,20687,36,428,260,27,12,182,946,6,1123,9,32,15,3,1192,46,549,50,100,24,8,781,113,342,100,55,33,0,643,113,84,102,10,77,3,388,262,99,179,17,73,3,641,993,90,344,16,50,4,1504,3615,73,733,9,35,15,4481,3987,51,715,7,22,15,4790,2129,12,392,0,20,6,2558,1135,7,246,0,4,3,1390,537,12,124,3,3,3,679,292,0,72,5
11901,14,1648,178,67,25,203,2135,10,606,21,81,4,22,743,73,1190,131,83,34,32,1539,377,367,244,29,45,13,1069,1022,167,366,10,69,14,1651,2398,237,610,11,92,36,3387,1574,91,372,3,52,7,2103,448,9,110,4,16,0,588,26,3,27,0,5,0,59,13,11,0,0,0,3,22,0,6,0,0,3,0,9,4,0,0,0,0,0,8,3,3,0,0,0,0,5,24,91,5,3,0,3,126,100,306,120,24,34,32,611,6086,4741,2183,313,373,366,14065,19,566,214,29,20,147,999,0,1297,9,49,7,5,1370,45,948,84,86,17,10,1189,69,664,109,87,31,13,977,84,205,125,38,26,8,482,260,260,208,45,32,10,821,1441,283,486,39,89,16,2351,3072,151,652,18,123,23,4039,1081,10,232,12,39,8,1386,255,8,55,3,8,0,332,57,4,13,0,3,0,74,17,15,3,0,3,0,33,3,4,0,0
11902,35,504,173,60,20,125,914,21,191,19,35,3,4,275,488,384,133,54,24,9,1094,3946,124,441,21,74,29,4635,1355,47,303,3,46,7,1762,1478,58,361,11,61,20,1984,1346,29,298,11,52,7,1741,430,6,97,0,12,6,554,58,0,17,0,0,0,80,15,5,5,0,0,0,24,10,0,0,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,3,55,26,9,0,0,0,91,166,119,92,12,19,36,451,9404,1491,1947,206,320,251,13621,52,171,171,33,23,110,560,3,450,9,27,10,3,501,41,348,75,64,14,8,547,151,232,133,70,24,6,621,295,67,127,21,20,9,536,1348,64,238,23,45,6,1730,3900,80,502,14,86,31,4612,2238,54,452,12,109,19,2884,970,11,202,0,27,12,1219,314,5,52,0,4,0,379,80,0,15,0,3,0,93,26,3,12,0,3,0,38,7,0,3,0
11903,18,954,161,41,21,187,1377,3,294,16,22,3,11,345,62,500,112,25,10,19,728,682,176,230,16,31,14,1159,934,66,258,8,13,5,1281,1765,76,302,12,16,9,2185,2106,51,283,4,15,11,2478,875,11,149,3,8,9,1052,157,0,37,3,0,0,198,48,10,10,0,3,3,74,20,0,5,0,0,0,31,5,3,3,0,0,0,11,9,0,0,0,0,0,6,36,46,10,0,3,4,98,115,165,69,14,17,23,409,6847,2347,1637,147,147,298,11425,30,303,182,26,20,101,668,0,763,16,24,5,5,817,22,436,70,65,11,5,606,68,305,117,46,16,0,555,84,85,109,17,18,4,317,372,83,172,15,31,4,674,1404,88,311,12,28,9,1855,2678,56,446,10,43,8,3243,1424,10,256,3,13,7,1708,475,8,85,4,7,0,576,151,0,29,0,3,0,194,56,11,11,0,0,0,86,21,0,6,0
