SA3_CODE_2016,Tot_persons_C06_M,Tot_persons_C06_F,Tot_persons_C06_P,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Age_0_4_C06_M,Age_0_4_C06_F,Age_0_4_C06_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_5_14_C06_M,Age_5_14_C06_F,Age_5_14_C06_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_15_19_C06_M,Age_15_19_C06_F,Age_15_19_C06_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_20_24_C06_M,Age_20_24_C06_F,Age_20_24_C06_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_25_34_C06_M,Age_25_34_C06_F,Age_25_34_C06_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_35_44_C06_M,Age_35_44_C06_F,Age_35_44_C06_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_45_54_C06_M,Age_45_54_C06_F,Age_45_54_C06_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_55_64_C06_M,Age_55_64_C06_F,Age_55_64_C06_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_65_74_C06_M,Age_65_74_C06_F,Age_65_74_C06_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_75_84_C06_M,Age_75_84_C06_F,Age_75_84_C06_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_grp_85ov_C06_M,Age_grp_85ov_C06_F,Age_grp_85ov_C06_P,Age_grp_85ov_C11_M,Age_grp_85ov_C11_F,Age_grp_85ov_C11_P,Age_grp_85ov_C16_M,Age_grp_85ov_C16_F,Age_grp_85ov_C16_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,IP_Abor_C06_M,IP_Abor_C06_F,IP_Abor_C06_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Tor_Strt_Is_2006_Ce_M,IP_Tor_Strt_Is_2006_Ce_F,IP_Tor_Strt_Is_2006_Ce_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2006_Ce_M,IP_B_Ab_To_St_Is_2006_Ce_F,IP_B_Ab_To_St_Is_2006_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_Tot_2006_Ce_M,IP_Tot_2006_Ce_F,IP_Tot_2006_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,Brthplace_Aust_2006_Ce_M,Brthplace_Aust_2006_Ce_F,Brthplace_Aust_2006_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Elsewhere_2006_Ce_M,Brthplace_Elsewhere_2006_Ce_F,Brthplace_Elsewhere_2006_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,LSH_Eng_only_2006_Ce_M,LSH_Eng_only_2006_Ce_F,LSH_Eng_only_2006_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Oth_Lan_2006_Ce_M,LSH_Oth_Lan_2006_Ce_F,LSH_Oth_Lan_2006_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,Aust_citiz_C06_M,Aust_citiz_C06_F,Aust_citiz_C06_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P
10902,6734,6314,13048,6402,6022,12423,6438,6110,12547,450,415,868,415,409,824,407,338,743,1075,938,2017,900,781,1681,826,790,1621,472,385,857,420,388,811,399,339,734,279,290,569,295,270,570,323,310,629,736,727,1462,586,589,1178,622,644,1260,917,886,1807,790,765,1554,664,678,1343,1010,954,1968,987,973,1959,928,859,1779,866,757,1618,919,813,1729,999,917,1919,604,512,1116,666,575,1243,772,696,1476,271,309,583,346,329,680,408,392,796,59,130,196,74,135,214,91,153,245,30,18,51,52,30,84,61,76,136,432,466,897,464,514,985,512,505,1016,3,3,13,7,8,19,7,3,3,7,13,16,11,15,21,13,12,23,449,475,928,484,535,1020,527,514,1043,5912,5566,11476,5592,5282,10874,5277,4992,10276,389,365,754,362,385,749,349,393,738,6138,5810,11949,5773,5514,11285,5454,5180,10640,275,239,512,259,248,504,242,259,505,6190,5837,12022,5808,5516,11327,5582,5292,10877
10903,20426,20249,40676,20220,20235,40458,20862,21120,41980,1231,1188,2419,1145,1196,2337,1183,1082,2266,2942,2756,5702,2539,2500,5040,2498,2514,5004,1333,1129,2468,1394,1148,2545,1157,1096,2251,792,734,1524,836,748,1579,939,842,1785,1900,1921,3813,1605,1715,3316,1822,1948,3779,2473,2665,5136,2221,2368,4591,2062,2167,4229,3015,2890,5901,2745,2806,5554,2496,2661,5157,2832,2661,5492,3167,2973,6137,3266,3224,6487,2214,2197,4408,2573,2532,5102,3158,2965,6122,1439,1570,3010,1557,1608,3166,1706,1821,3525,265,538,806,433,650,1088,580,799,1373,46,54,99,47,53,95,80,77,154,372,364,738,457,463,924,500,615,1116,21,16,31,15,15,26,19,21,37,7,8,12,3,6,10,8,11,21,403,378,780,473,482,958,525,640,1168,17979,17881,35860,17730,17797,35523,17257,17406,34660,1210,1221,2432,1292,1339,2635,1420,1499,2918,19210,19121,38332,18877,18987,37864,18496,18727,37224,355,391,739,400,406,810,550,545,1096,18887,18807,37695,18597,18723,37321,18431,18732,37166
11001,16888,17879,34775,17401,18544,35945,17957,19135,37090,1072,1011,2082,1085,1098,2180,1057,1020,2077,2511,2460,4974,2468,2346,4808,2330,2356,4687,1584,1675,3260,1483,1596,3082,1442,1529,2965,1396,1515,2908,1429,1572,3006,1526,1564,3094,1662,1751,3407,1799,1840,3640,1992,2105,4098,2164,2338,4497,1937,2218,4154,1870,2065,3940,2371,2485,4856,2413,2548,4952,2308,2471,4779,2043,2012,4058,2295,2260,4559,2325,2441,4759,1229,1322,2551,1498,1607,3107,1914,1906,3815,683,911,1597,752,1003,1757,909,1144,2059,178,403,579,238,457,696,288,538,825,101,117,222,176,193,366,186,163,344,913,983,1899,1047,1167,2219,1205,1256,2456,9,20,30,11,11,24,23,21,45,10,13,26,14,9,28,22,11,36,933,1018,1954,1075,1198,2267,1253,1287,2543,14519,15435,29958,14663,15662,30327,14431,15371,29801,1411,1511,2920,1729,1758,3491,1997,2120,4126,15615,16628,32242,15673,16761,32438,15411,16443,31854,574,600,1178,880,873,1751,1196,1268,2461,15400,16423,31821,15543,16641,32185,15519,16587,32108
11002,18558,18803,37364,18696,19067,37759,18905,19439,38345,1197,1213,2413,1212,1218,2433,1078,1111,2184,2858,2641,5507,2618,2487,5097,2443,2404,4848,1135,1081,2212,1194,1130,2320,1188,1002,2188,810,756,1567,824,741,1565,869,902,1774,1754,1872,3628,1668,1726,3393,1720,1733,3454,2304,2447,4755,2111,2306,4416,1893,2086,3979,2665,2509,5173,2629,2644,5276,2357,2472,4834,2645,2500,5147,2763,2672,5442,2904,2890,5792,1923,1860,3787,2258,2173,4428,2674,2628,5299,1011,1298,2306,1136,1335,2474,1430,1511,2941,256,611,867,281,621,900,351,699,1050,31,55,92,43,48,91,71,120,188,1024,1001,2024,1172,1122,2295,1385,1356,2743,29,40,77,43,38,83,27,23,49,12,17,29,27,30,55,32,42,79,1073,1063,2132,1241,1191,2435,1449,1424,2871,16670,16865,33534,16550,17012,33564,15764,16024,31786,937,973,1911,1105,1193,2296,1123,1266,2386,17542,17891,35435,17462,18065,35530,16564,17175,33739,260,268,529,339,371,711,435,492,924,17205,17546,34754,17156,17823,34976,16633,17188,33817
11003,13450,12948,26396,13011,12676,25686,12868,12756,25622,1068,1060,2129,1078,1046,2123,968,997,1967,2169,2007,4178,1944,1806,3751,1830,1774,3604,862,769,1637,834,770,1609,798,687,1481,713,715,1427,740,735,1474,690,697,1385,1709,1756,3468,1521,1610,3126,1458,1642,3103,1981,1891,3869,1743,1695,3435,1528,1563,3089,1893,1727,3626,1821,1793,3613,1796,1702,3495,1569,1379,2946,1607,1427,3032,1765,1589,3351,947,876,1825,1078,980,2061,1274,1166,2438,448,561,1007,501,580,1083,613,687,1300,93,204,297,134,242,375,140,268,406,23,27,53,73,33,103,38,77,109,1789,1970,3767,1919,2114,4035,1985,2206,4191,8,23,31,26,39,63,22,27,49,24,17,42,29,24,47,42,48,88,1832,2010,3839,1973,2170,4143,2047,2276,4326,11734,11340,23073,11425,11116,22541,10587,10438,21028,564,523,1090,569,563,1133,612,622,1231,12344,11909,24252,11857,11599,23457,11039,10929,21959,219,230,448,264,271,536,350,333,684,12140,11716,23856,11683,11406,23090,11115,10990,22100
11004,36213,37651,73864,37798,39007,76804,39531,40969,80496,2480,2350,4828,2766,2581,5347,2783,2548,5331,5631,5358,10990,5560,5132,10693,5613,5320,10935,2734,2550,5284,2696,2520,5216,2566,2383,4953,1969,1825,3802,2097,2077,4170,2149,2113,4257,3768,4086,7851,3936,4247,8182,4676,4886,9564,4639,5045,9685,4563,4886,9452,4513,4743,9258,5128,5328,10453,5088,5420,10508,4979,5314,10287,4525,4527,9052,4963,4893,9861,5166,5370,10530,3139,3311,6450,3566,3764,7338,4123,4300,8426,1761,2359,4126,2005,2384,4394,2276,2712,4985,435,911,1348,551,1096,1643,690,1274,1969,93,99,194,96,71,170,178,133,312,2710,2734,5442,3284,3408,6687,4151,4206,8352,65,70,137,67,79,142,90,83,167,57,42,93,67,57,121,80,77,152,2827,2838,5669,3415,3539,6953,4318,4361,8676,32548,33779,66330,33728,34786,68514,33522,34774,68292,1671,1820,3489,1891,1958,3846,2470,2529,4997,34183,35581,69769,35223,36601,71820,35026,36639,71661,511,576,1086,719,675,1394,1367,1246,2618,33570,35122,68689,34613,35965,70577,35079,36551,71632
11101,56037,58652,114691,56952,59919,116866,58500,61519,120014,3399,3169,6570,3604,3466,7069,3677,3434,7106,8094,7513,15606,7538,7138,14669,7669,7192,14863,4092,3927,8020,4141,3863,8009,3881,3545,7423,3389,3165,6553,3288,3346,6628,3426,3238,6660,5856,6172,12027,6082,6252,12335,6490,6716,13203,7576,8149,15724,7501,7819,15324,7013,7535,14552,8174,8453,16630,7981,8505,16483,7903,8352,16259,6978,7381,14360,7359,7890,15250,7638,8193,15826,4649,5244,9891,5237,5765,11001,6222,6968,13193,3154,4088,7242,3215,4104,7321,3388,4254,7646,676,1397,2077,1012,1762,2775,1201,2076,3279,103,148,251,126,166,289,131,200,328,1128,1184,2312,1419,1554,2974,2077,2110,4186,38,38,79,27,50,78,26,31,57,26,23,51,18,21,40,31,31,65,1190,1248,2437,1469,1621,3087,2128,2178,4309,48099,50329,98429,49194,51714,100909,50305,52560,102871,5017,5287,10307,5345,5676,11023,5512,6061,11575,52098,54529,106623,52863,55517,108386,53575,56001,109574,1872,2144,4011,2156,2507,4661,2503,2939,5436,52013,54570,106585,52867,55762,108636,54136,56868,110998
11102,32857,34100,66953,34288,35717,70006,36735,38477,75205,2116,1915,4033,2059,2006,4069,2367,2228,4596,4808,4626,9430,4607,4345,8953,4614,4471,9085,2443,2292,4741,2522,2345,4867,2411,2259,4668,1872,1764,3634,2136,1920,4061,2146,2018,4166,3471,3682,7154,3409,3651,7068,4050,4245,8300,4277,4550,8831,4224,4460,8686,4222,4555,8775,4634,4829,9469,4676,4922,9597,4664,4886,9546,4198,4194,8390,4555,4878,9430,4853,5191,10044,2729,2877,5610,3357,3511,6871,4302,4559,8862,1838,2277,4117,2013,2398,4411,2227,2604,4831,469,1078,1554,723,1277,2007,873,1455,2330,99,120,222,76,73,150,82,114,196,881,875,1758,1168,1213,2384,1745,1746,3487,29,20,49,32,25,51,56,44,102,18,23,39,23,12,38,48,37,88,925,919,1840,1223,1255,2479,1852,1826,3676,27843,28792,56627,29441,30720,60158,31186,32366,63556,3262,3340,6603,3441,3654,7089,3746,4135,7886,30751,31898,62657,32047,33374,65418,33646,35023,68670,882,937,1820,1091,1216,2299,1434,1648,3087,30116,31410,61532,31757,33170,64927,33720,35270,68992
11103,72458,75856,148315,76686,79051,155737,80798,83082,163884,4447,4235,8676,4931,4578,9508,5079,4587,9665,8739,8241,16976,8927,8319,17244,9327,8772,18099,4859,4952,9811,4834,4650,9484,4769,4562,9330,6415,6434,12842,6623,6695,13320,7056,7017,14072,10495,10382,20872,11627,11195,22824,12601,12235,24838,10128,10144,20269,10284,10550,20832,10343,10656,21005,9865,10121,19984,10270,10384,20652,10264,10498,20756,7691,7855,15553,8722,8832,17556,9429,9840,19270,5052,5766,10815,5678,6223,11900,6847,7377,14221,3777,5449,9225,3485,4985,8477,3639,4663,8303,995,2294,3285,1304,2644,3952,1443,2874,4317,473,501,978,549,535,1081,541,744,1284,1552,1572,3126,2008,2036,4045,2775,2902,5682,62,58,116,62,61,126,60,53,113,29,27,61,44,34,77,62,54,120,1644,1651,3296,2113,2132,4243,2898,3015,5914,59314,62464,121779,63008,65302,128311,65812,67648,133460,8171,8523,16698,9336,9809,19141,10932,11542,22471,63450,66956,130403,66811,69299,136108,68886,70492,139380,5043,5417,10461,6171,6510,12681,7637,8181,15819,64900,68615,133516,68512,71256,139767,71692,74094,145788
11201,35090,37044,72136,35524,37700,73230,37820,40460,78280,1973,1892,3868,2096,1972,4068,1945,1909,3854,5009,4869,9886,4749,4470,9220,4714,4438,9153,2555,2289,4841,2270,2076,4352,2231,2043,4278,1758,1570,3335,1568,1431,3007,1457,1489,2947,3329,3575,6906,3153,3345,6504,3522,3838,7353,4664,5419,10083,4472,5326,9802,4496,5117,9609,5819,6324,12142,5519,6134,11657,5307,5969,11284,4644,4421,9067,5616,5581,11202,6140,6587,12726,2699,3036,5727,3333,3496,6827,4835,4740,9579,2086,2610,4705,1977,2543,4516,2207,2706,4910,551,1032,1584,766,1322,2087,961,1624,2584,514,626,1138,557,640,1197,438,561,1000,760,795,1556,822,956,1774,970,1031,2003,34,31,61,42,31,73,53,44,103,26,30,59,33,41,71,33,36,74,822,862,1682,897,1025,1923,1067,1115,2180,28377,30112,58484,28752,30590,59341,28926,30753,59678,4231,4439,8666,4731,5123,9849,4984,5571,10558,31921,33757,65676,32385,34436,66819,32510,34689,67195,1139,1348,2495,1479,1715,3200,1753,2032,3788,31213,33320,64528,31838,33991,65827,32503,34817,67320
11202,33231,34640,67873,34051,35234,69287,34334,35614,69950,2152,2052,4206,2291,2067,4356,1916,1867,3787,5067,5029,10094,4864,4685,9552,4631,4331,8962,2635,2550,5187,2443,2379,4826,2283,2225,4510,1882,1845,3725,1916,1883,3804,1883,1827,3710,3282,3610,6890,3226,3482,6709,3192,3443,6631,4470,4741,9210,4053,4417,8463,3709,4182,7888,5327,5371,10699,5143,5357,10503,4753,5031,9788,4034,3864,7897,5060,4903,9959,5503,5431,10930,2418,2617,5040,2861,2993,5857,3916,3838,7755,1532,2042,3573,1673,2059,3728,1881,2222,4104,422,927,1347,512,1009,1516,653,1221,1878,146,173,322,118,158,280,132,181,317,1420,1549,2965,1695,1796,3488,1882,1903,3777,44,36,76,43,43,90,44,47,87,62,54,117,48,41,92,42,43,79,1528,1634,3163,1792,1885,3673,1964,1989,3951,29003,30257,59264,29439,30577,60013,28401,29387,57784,2513,2645,5161,2783,2961,5751,2800,3079,5878,31047,32388,63437,31448,32667,64114,30391,31447,61835,930,1095,2027,1121,1268,2389,1147,1397,2548,30739,32245,62985,31251,32629,63882,30580,31821,62403
11203,38626,40697,79320,41011,44091,85107,44109,47261,91371,2128,2099,4230,2511,2361,4865,2503,2272,4779,5366,5017,10386,5159,5129,10291,5372,5176,10546,2657,2426,5087,2728,2483,5212,2526,2466,4990,1797,1614,3410,1866,1801,3667,2059,1876,3929,3393,3683,7080,3573,3991,7565,3964,4258,8219,4747,5361,10109,4847,5447,10297,4859,5406,10268,5484,5870,11361,5770,6393,12168,5615,6302,11917,4897,5167,10059,5645,5932,11579,6374,7212,13583,4213,4570,8785,4514,4887,9400,5898,6129,12026,3161,3668,6832,3285,3882,7161,3491,4040,7535,776,1209,1985,1120,1786,2902,1453,2132,3581,260,310,567,265,341,605,272,335,603,851,917,1768,1178,1181,2356,1494,1561,3055,134,114,255,141,131,273,142,120,258,169,144,315,173,145,316,162,144,304,1156,1177,2333,1482,1453,2941,1796,1821,3616,30430,32134,62563,32558,34920,67476,34167,36331,70497,5471,5840,11311,6055,6728,12782,6283,7067,13348,35350,37326,72680,37571,40422,77991,39229,41831,81054,1150,1332,2479,1441,1680,3125,1703,2145,3845,34204,36302,70510,36394,39243,75637,38700,41431,80131
11301,23676,23210,46887,23394,23199,46595,24100,24040,48144,1762,1680,3443,1722,1655,3372,1633,1591,3220,3862,3600,7454,3724,3392,7115,3398,3319,6718,1835,1696,3529,1727,1672,3395,1685,1563,3245,1354,1184,2532,1312,1300,2616,1415,1287,2703,2778,2817,5596,2619,2661,5279,2963,2964,5925,3271,3300,6570,2948,3003,5952,2815,2819,5639,3254,3013,6272,3316,3191,6514,3201,3142,6342,2440,2348,4788,2729,2543,5275,3114,2924,6041,1845,1768,3611,1838,1846,3684,2117,2176,4295,1043,1350,2390,1155,1340,2500,1329,1472,2805,238,457,697,300,595,896,434,782,1216,138,127,261,182,113,290,274,273,550,1077,1199,2276,1269,1351,2621,1402,1423,2823,27,21,51,22,17,39,30,26,51,23,19,37,8,3,11,13,10,27,1128,1239,2368,1299,1374,2674,1440,1461,2899,19199,19198,38391,18905,18893,37798,18248,18309,36556,2690,2468,5156,2864,2776,5634,3272,3132,6402,19484,19420,38909,19022,18963,37985,18520,18577,37089,2842,2731,5571,3000,2957,5964,3322,3230,6555,21149,21012,42168,20518,20530,41041,20148,20207,40361
11302,7379,7067,14444,7329,6994,14330,7301,7135,14437,493,436,930,481,429,904,406,405,812,1032,1012,2045,999,936,1939,913,885,1796,455,391,851,445,438,886,396,374,778,313,305,621,355,275,635,340,319,658,854,776,1636,730,699,1429,746,698,1442,1016,950,1969,903,904,1802,833,796,1629,1082,1025,2102,1104,969,2071,1016,925,1941,960,900,1854,997,953,1955,1076,1093,2175,667,611,1279,768,712,1487,906,871,1780,395,478,874,416,453,872,503,483,992,103,187,287,130,224,353,159,276,430,15,10,26,35,24,54,25,22,47,202,206,412,242,292,532,305,314,615,13,12,22,9,12,18,11,4,15,5,3,9,11,4,19,6,4,11,217,223,438,260,314,570,318,321,640,6401,6141,12540,6297,6058,12363,5947,5783,11736,544,518,1062,631,577,1210,609,600,1211,6740,6644,13391,6701,6535,13230,6267,6241,12512,176,169,342,230,219,453,252,253,504,6628,6497,13122,6553,6398,12953,6260,6241,12499
11303,43017,43851,86864,44144,45051,89193,46322,47032,93357,3081,2952,6034,3104,3134,6231,3123,2805,5931,6648,6303,12948,6316,6055,12376,6439,6167,12605,3528,3254,6783,3393,3124,6514,3205,2921,6126,3173,3021,6193,3283,3187,6473,3189,3214,6400,5032,5090,10124,5107,5189,10299,5798,5822,11617,5664,5797,11462,5479,5597,11070,5466,5443,10913,5826,5894,11723,5863,5952,11808,5742,5862,11608,4699,4620,9317,5369,5251,10622,5764,5852,11615,3074,3393,6469,3595,3728,7318,4419,4551,8970,1857,2470,4323,2037,2573,4606,2345,2921,5269,430,1069,1497,606,1271,1874,833,1475,2309,95,111,207,107,109,218,131,187,322,1534,1485,3018,1876,1789,3663,2379,2350,4733,43,32,77,43,32,84,46,49,93,17,25,44,20,18,40,42,27,72,1596,1545,3147,1939,1841,3784,2476,2430,4904,38432,39215,77643,38947,39944,78893,38992,39914,78907,2538,2522,5056,3099,3058,6160,3850,3681,7528,39972,41491,81463,40283,41954,82238,40036,41861,81898,998,1060,2059,1539,1634,3166,2473,2292,4767,39484,41009,80492,40013,41764,81774,40563,42345,82909
11401,43461,44945,88406,45611,47014,92619,49202,50286,99490,2465,2380,4842,2614,2566,5174,2635,2485,5122,6240,5948,12192,5715,5469,11189,5742,5431,11173,3047,2720,5767,2990,2815,5806,2701,2594,5297,1821,1770,3587,2255,1944,4203,2471,2152,4618,3727,3920,7649,3873,3941,7814,4696,4605,9300,5189,5671,10861,4951,5341,10285,5001,5073,10069,6093,6303,12395,6314,6588,12904,5930,6356,12278,6035,6379,12410,6618,7061,13675,7362,7953,15320,5060,5168,10234,5811,5878,11693,7423,7523,14951,3172,3521,6692,3461,3853,7315,3946,4257,8202,610,1158,1773,1010,1562,2565,1302,1852,3158,108,128,234,109,150,262,158,208,367,1585,1596,3176,2062,2106,4171,2682,2623,5300,40,43,81,49,49,99,55,70,124,31,26,58,27,20,45,39,29,70,1651,1659,3309,2138,2177,4315,2773,2718,5494,35286,36504,71791,36899,38168,75068,38944,39665,78609,5448,5714,11160,5734,5993,11730,6200,6556,12759,39984,41406,81390,41254,43081,84330,43268,44731,88002,1414,1547,2958,1487,1681,3164,1855,2153,4009,39426,40759,80189,40874,42725,83597,43461,44981,88439
11402,20301,21975,42272,21271,23115,44386,22878,24988,47869,1317,1211,2532,1306,1274,2578,1227,1133,2358,3135,3111,6240,3015,2994,6008,3046,2993,6038,1452,1523,2974,1443,1416,2861,1442,1580,3029,876,781,1658,941,957,1905,988,901,1892,1726,1947,3670,1591,1718,3306,1969,1996,3966,2659,3126,5782,2530,2864,5395,2377,2691,5066,2872,3061,5928,2996,3327,6318,3024,3438,6469,2792,3099,5892,3003,3395,6397,3100,3553,6652,2065,2150,4218,2631,2819,5454,3312,3796,7106,1125,1407,2527,1424,1582,3001,1849,2015,3868,280,566,845,395,777,1166,541,889,1430,86,115,200,135,126,264,89,119,208,223,252,474,337,395,728,426,488,910,13,14,19,17,15,25,9,11,24,13,15,27,18,18,38,5,12,20,253,279,531,373,427,801,443,506,955,16040,17498,33540,16991,18568,35555,17629,19254,36885,2974,3214,6185,3206,3542,6745,3601,3999,7606,18462,19994,38454,19483,21061,40545,20172,22080,42253,839,968,1804,887,1104,1991,1269,1437,2705,18146,19710,37856,19236,20990,40228,20190,22142,42336
11501,61352,64408,125759,65453,68370,133822,70323,73420,143738,3901,3604,7498,4352,4031,8384,4228,4051,8275,9644,9122,18770,9815,9158,18979,10699,10019,20717,5301,5284,10579,5322,5014,10335,5298,4944,10243,4543,4392,8934,4584,4474,9054,4764,4309,9071,6545,7055,13601,6570,6976,13549,7098,7460,14564,8685,10116,18807,9036,10383,19427,9684,10895,20580,9702,10488,20192,9907,10774,20684,9987,10842,20833,7633,7381,15015,8366,8679,17045,8617,9239,17858,3212,3177,6392,4749,4725,9472,6179,6567,12751,1688,2442,4130,2029,2557,4593,2748,3202,5950,495,1345,1846,720,1589,2310,1015,1893,2906,359,546,909,452,659,1113,889,1214,2099,115,150,265,172,205,379,259,269,520,6,6,11,3,9,12,3,5,8,0,0,0,10,3,13,10,3,17,120,154,281,184,212,398,272,275,552,39419,41283,80703,40911,42350,83253,41327,42313,83642,19627,20769,40401,22783,24133,46916,26971,29004,55973,44402,46199,90602,44882,46319,91200,43871,44416,88286,15264,16557,31821,19017,20549,39564,24474,26794,51261,54349,57100,111450,57860,60204,118067,60376,62332,122704
11502,12279,12359,24636,12559,12774,25338,13063,13164,26229,687,683,1371,649,646,1301,668,604,1270,1889,1770,3655,1898,1804,3702,1916,1771,3692,1064,980,2044,1066,958,2025,1054,955,2004,823,760,1583,796,744,1537,866,780,1642,1057,1075,2133,991,985,1979,1088,1108,2198,1645,1846,3494,1518,1822,3340,1411,1604,3013,1839,1987,3831,1986,2058,4040,2017,2106,4125,1755,1672,3424,1746,1768,3511,1701,1733,3437,913,798,1706,1166,1120,2286,1426,1426,2856,462,567,1031,559,561,1125,682,696,1380,146,220,367,182,309,494,237,374,608,96,80,175,58,68,123,74,92,168,42,36,69,66,53,115,95,90,187,0,0,3,6,6,10,4,6,11,0,0,0,3,4,6,0,0,0,41,36,76,73,63,133,104,101,201,9105,9146,18255,9464,9604,19075,9649,9630,19281,2590,2598,5195,2685,2752,5435,2772,2861,5629,10220,10263,20483,10483,10600,21082,10586,10526,21112,1565,1606,3170,1751,1836,3590,1912,2031,3940,11063,11102,22161,11440,11609,23046,11705,11768,23471
11503,11898,11586,23486,12232,11841,24075,12418,12171,24588,800,755,1555,690,711,1396,760,689,1446,2006,1903,3912,1924,1765,3689,1767,1664,3433,1053,924,1973,1034,926,1954,933,835,1769,620,582,1203,768,658,1431,758,778,1535,1142,1238,2371,1083,1069,2155,1266,1244,2510,1887,2007,3895,1739,1912,3648,1474,1608,3078,1862,1834,3699,2011,1954,3966,2014,2005,4022,1464,1351,2812,1590,1519,3109,1712,1641,3357,708,586,1294,964,851,1814,1184,1164,2351,302,304,608,344,331,677,434,406,839,64,106,169,87,143,234,118,136,259,40,42,79,37,40,83,26,46,76,135,110,243,219,185,400,347,304,653,6,5,14,0,0,3,0,3,8,4,0,3,3,5,5,7,3,12,145,123,260,223,190,410,358,312,674,9594,9430,19028,9989,9689,19675,10106,9874,19981,1496,1415,2915,1440,1421,2862,1371,1414,2785,10781,10535,21318,11009,10740,21753,11015,10808,21819,456,448,898,488,477,964,548,556,1100,10668,10443,21115,10982,10658,21636,11077,10849,21928
