SA3_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
11004,1098,34139,836,37778,0,15,3,514,18,548,259,22,22,240,8,550,29,8,0,9,0,45,251,109,62,222,10,639,1799,1480,990,25788,802,30853,166,8,40,9,13,238,48,23,15,167,7,254,294,126,84,2640,50,3190,45,20,13,77,4,159,40,12,7,14,0,72,131,3,4,22,0,158,324,252,172,7594,174,8518,146,78,25,483,18,744,49,0,3,0,0,54,37,14,4,33,7,92,3,0,0,4,0,7,90,39,16,74,3,216,95,25,22,48,8,193,158,70,57,33,10,325,54,20,15,56,4,153,39,9,5,16,0,67,459,365,248,6160,122,7352,6,0,0,0,0,4,101,20,16,7,3,147,32,7,3,66,0,108,9,0,0,0,0,12,6,6,0,0,0,11,20,0,3,0,0,23,70,35,20,149,6,286,653,217,147,486,39,1547,74,55,40,1936,3603,5706,4685,2850,1939,62014,5322,76804,193,1637,1251,35623
11101,2791,43987,1181,52152,0,11,7,267,6,296,626,66,73,217,29,1013,147,29,6,39,9,225,582,250,131,474,20,1465,4849,3600,2470,37731,1128,49773,301,13,122,14,3,454,90,33,31,263,3,416,906,385,233,2975,89,4578,262,100,35,282,14,701,152,32,9,57,0,253,412,28,14,29,13,499,868,695,400,10041,242,12246,719,312,104,1019,38,2187,95,7,12,10,3,129,50,20,8,73,0,147,427,59,23,97,8,616,147,65,26,128,3,374,113,65,28,69,3,278,239,172,121,82,5,621,593,102,81,279,16,1076,135,23,30,69,0,258,1481,1084,754,9317,182,12826,91,12,6,19,3,125,199,40,15,30,0,282,107,24,12,83,3,229,41,7,3,10,3,61,33,9,0,3,0,47,52,5,12,3,0,75,295,141,82,665,20,1204,2319,633,447,1024,105,4529,245,120,104,2016,3757,6251,14349,7326,5035,83871,6284,116866,356,4179,2945,44416
11102,1621,26761,736,31670,0,7,12,226,12,257,181,20,20,103,13,338,93,22,3,13,3,138,501,163,103,271,17,1052,3595,2235,1578,22116,734,30255,177,16,53,12,3,259,83,14,17,172,7,290,577,256,128,1777,60,2794,105,41,21,101,3,269,76,17,6,33,4,137,136,25,9,17,3,197,550,410,295,5517,161,6934,292,126,38,549,26,1024,46,0,4,3,0,53,36,18,4,21,3,86,55,21,11,33,6,119,94,34,22,63,3,213,131,68,23,27,6,253,248,126,74,61,15,520,222,52,36,152,7,471,80,30,5,48,3,166,1002,675,437,5174,153,7443,42,5,3,4,0,53,134,23,15,9,3,181,74,15,9,46,0,142,37,3,11,3,0,48,10,0,0,4,0,10,20,0,7,0,0,23,134,63,38,351,5,589,1599,354,244,627,83,2905,161,86,55,1316,2266,3889,8873,4480,2990,49777,3885,70006,304,2609,1861,28228
11103,3592,53051,1413,63621,0,23,13,468,18,520,1751,106,112,287,32,2294,407,78,20,95,15,624,610,313,210,613,35,1780,5747,4593,3083,46196,1354,60975,686,16,205,11,17,937,172,75,46,335,17,636,1051,504,302,4120,109,6078,836,202,74,547,35,1693,157,64,16,51,3,289,854,40,28,38,12,971,1247,971,624,15271,332,18436,1517,494,160,1589,89,3844,420,13,13,25,12,479,92,30,7,106,3,244,1267,168,47,271,46,1800,101,66,31,124,4,322,274,85,65,51,16,485,379,233,228,106,30,986,802,167,121,439,33,1563,206,41,40,92,8,382,1784,1329,918,12334,263,16626,257,23,16,38,4,332,236,52,41,12,4,343,246,40,22,120,4,434,137,13,8,10,3,176,50,6,0,3,0,63,220,16,11,3,11,261,289,199,101,903,20,1522,5361,1055,651,1523,195,8784,442,165,128,2482,7211,10420,24255,9898,6653,104468,10458,155737,639,5369,4005,52784
11201,1993,23198,735,29079,0,13,9,357,6,391,209,46,31,127,10,421,75,29,12,35,3,155,641,186,112,243,22,1205,5174,2613,1878,20788,683,31138,151,8,52,18,4,233,253,53,27,222,8,565,890,274,195,2004,70,3442,134,66,14,156,11,378,105,34,12,31,0,177,142,34,24,38,0,238,1001,664,494,8360,220,10738,507,241,75,975,45,1834,28,0,4,3,4,42,43,23,12,47,7,118,14,6,0,4,0,21,110,38,24,92,6,264,119,67,41,20,16,264,356,127,95,48,13,637,201,39,33,92,7,373,115,23,17,44,6,201,1135,646,487,5667,152,8092,27,10,0,3,0,39,168,43,19,10,0,250,132,12,8,67,3,225,28,21,0,9,0,62,12,14,0,3,0,31,42,4,5,3,0,56,193,54,42,205,11,506,2177,608,461,808,86,4140,186,107,72,1159,3098,4611,11736,5438,3750,47591,4709,73230,354,2998,2171,23643
11202,1433,26151,776,30541,0,14,13,651,25,706,211,19,30,99,10,372,35,16,0,9,7,63,347,104,85,197,12,743,2914,1872,1300,21688,661,28434,208,11,72,12,10,305,125,41,12,155,12,335,559,208,140,2245,66,3216,62,33,10,128,3,235,56,21,5,28,3,117,123,30,16,47,4,219,561,494,300,8188,160,9696,643,286,75,1413,38,2455,16,3,0,4,0,25,22,24,0,86,0,134,5,5,3,3,0,14,49,27,14,45,4,147,91,37,22,56,8,214,186,90,79,48,3,412,103,34,19,59,4,215,50,17,8,36,3,110,705,445,375,5551,110,7193,11,4,0,0,0,18,73,17,12,9,5,116,51,8,6,82,7,156,29,6,0,8,0,44,3,0,0,0,0,4,25,4,8,0,0,29,91,39,23,188,4,342,1137,378,227,600,57,2402,123,78,52,1413,2659,4336,7138,3862,2617,51457,4212,69287,211,1997,1350,26161
11203,2138,27873,854,34127,0,11,4,311,15,350,369,33,33,190,17,646,87,21,7,25,5,149,563,192,121,296,22,1200,7268,2937,2027,23106,901,36236,272,7,101,14,20,410,192,31,21,227,14,495,772,277,167,2331,59,3609,125,80,15,187,4,411,111,26,6,29,0,175,308,25,36,25,15,404,1251,675,420,8531,247,11122,515,253,100,904,41,1809,30,0,3,0,0,34,32,19,11,57,3,118,19,8,0,17,0,44,133,35,23,58,7,269,388,72,48,46,11,569,530,180,129,51,27,913,186,42,22,77,7,324,103,25,28,59,7,214,1670,664,468,6117,164,9088,27,3,0,0,0,37,156,35,21,12,0,220,110,17,13,94,5,234,19,4,10,6,0,42,15,7,0,3,0,31,23,6,7,3,0,45,259,70,41,242,10,625,1896,539,364,1074,106,3974,245,89,79,1462,3729,5606,14903,5742,4009,54714,5742,85107,476,3345,2381,29185
11301,608,15601,441,17843,0,4,0,238,13,253,151,10,13,76,6,254,23,7,3,18,0,51,126,54,41,111,3,334,1130,801,517,12133,435,15013,208,0,24,0,7,238,30,3,9,90,9,137,164,82,34,1291,25,1595,38,13,10,42,0,105,17,0,0,10,0,33,789,14,11,7,3,825,189,164,133,3980,117,4575,3391,885,255,3242,127,7908,22,0,0,3,4,30,32,6,3,24,0,75,13,0,0,3,3,22,32,5,8,17,0,66,141,16,6,11,10,189,90,51,27,22,8,195,36,9,5,37,0,85,10,0,4,3,3,24,294,199,148,3093,73,3805,3,0,3,5,0,14,71,9,10,6,0,94,83,11,10,61,6,172,23,3,0,0,0,29,116,3,0,7,0,132,8,0,0,0,0,12,27,23,3,99,5,152,1687,196,81,244,102,2312,318,50,22,878,2522,3784,8582,2411,1266,30694,3642,46595,339,990,575,15515
11302,229,5693,180,6409,0,5,0,108,3,116,57,5,0,32,3,91,11,10,0,3,0,27,90,17,20,25,0,162,516,273,196,4779,125,5885,35,0,6,0,0,39,10,6,3,35,0,55,137,33,26,452,12,664,8,5,3,13,0,36,12,5,0,7,0,22,30,0,0,0,0,34,98,53,42,1480,32,1700,37,18,8,95,3,160,3,0,0,0,0,3,7,0,4,7,0,19,3,0,0,0,0,3,7,3,7,14,0,30,37,24,14,8,0,77,44,24,14,12,0,93,29,3,3,23,0,54,3,0,5,0,0,10,139,70,84,1016,18,1333,0,0,0,0,0,0,76,0,0,0,0,76,3,0,3,3,0,10,3,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,5,14,11,4,19,0,43,256,30,44,74,3,409,23,11,15,329,619,995,1452,544,432,10957,944,14330,37,301,241,5822
11303,1399,36045,971,40392,0,6,0,341,26,380,506,23,34,165,7,732,47,6,3,20,0,68,365,156,107,338,15,978,2276,1784,1238,28822,874,34992,202,0,38,11,3,262,71,17,17,218,0,328,400,205,146,4099,65,4912,101,52,14,157,3,322,54,8,5,36,7,102,330,11,7,18,12,376,485,385,287,10773,229,12161,242,134,49,845,26,1300,55,0,0,4,0,63,21,17,7,60,0,110,4,9,0,4,0,15,64,25,20,96,3,209,87,28,15,25,12,165,149,90,73,59,13,375,129,25,20,98,3,272,39,3,3,27,0,71,606,428,369,7256,148,8808,35,6,0,3,0,45,123,25,18,13,0,176,54,6,9,82,3,151,60,0,3,3,0,62,14,0,0,0,0,14,69,0,4,0,0,77,70,41,16,215,3,342,1758,337,212,643,83,3025,162,76,51,1929,3696,5910,7464,3492,2526,70028,5693,89193,251,1969,1402,36487
11401,2448,32762,1006,39914,0,17,8,550,21,599,293,27,39,142,12,514,216,35,6,54,8,325,703,188,115,327,16,1345,6653,3287,2325,26110,1048,39426,241,12,73,5,12,352,146,47,32,204,3,436,955,229,125,2098,54,3471,274,51,21,185,18,547,164,33,12,49,3,257,141,23,5,17,3,182,995,572,393,8310,236,10508,661,252,78,887,48,1928,27,5,5,7,4,40,33,19,9,49,3,114,40,3,8,6,0,58,378,84,23,175,11,676,120,50,43,32,3,247,280,141,118,48,13,601,268,58,20,88,10,438,107,22,10,44,4,189,1430,805,553,6024,160,8968,81,10,4,18,0,115,107,31,14,21,3,182,120,15,17,75,9,231,19,3,10,0,0,32,21,10,4,4,4,43,45,7,3,8,0,63,279,69,56,226,3,643,1615,514,301,812,79,3319,231,105,86,1483,4900,6813,14390,6166,4266,60672,7131,92619,443,3648,2555,35404
11402,1347,14224,400,18006,0,3,7,72,4,87,225,11,20,41,8,311,98,16,15,26,0,155,401,120,82,179,15,797,3821,1841,1322,11873,406,19274,80,11,26,3,3,117,76,26,8,104,7,232,485,142,104,1006,40,1778,162,41,11,117,5,342,131,18,9,20,6,190,107,7,10,3,3,134,686,428,226,4389,129,5856,431,171,66,413,31,1108,23,0,0,3,0,29,41,18,9,40,9,119,55,14,0,3,3,71,111,26,14,70,8,224,62,19,13,11,0,109,177,65,60,28,3,336,192,43,27,66,3,334,61,15,8,31,4,122,938,452,328,3467,81,5268,41,0,0,0,3,41,119,25,8,14,4,161,78,8,8,41,0,134,16,3,0,3,0,24,21,3,3,0,0,24,17,0,4,0,0,23,123,42,26,137,5,335,1133,305,247,416,53,2156,104,61,53,592,1802,2612,8394,3511,2433,27324,2723,44386,223,2025,1390,14497
11501,3188,26890,602,36315,0,9,0,62,0,64,13758,224,367,327,242,14916,727,123,62,210,26,1146,1008,288,120,348,17,1777,9395,3586,2447,20400,556,36384,2093,61,149,13,37,2350,299,53,54,183,14,592,1224,273,224,1607,32,3361,1090,233,117,573,33,2047,354,56,27,59,3,506,6421,112,94,49,121,6799,1992,823,616,7520,159,11103,2675,820,371,1969,82,5910,2901,14,47,16,57,3031,1432,243,162,500,52,2398,82,13,5,16,0,117,812,234,136,497,25,1708,228,44,30,21,5,325,634,219,173,51,12,1087,835,93,91,152,14,1181,447,47,40,80,13,626,1954,838,604,5667,101,9169,287,49,17,29,7,397,1408,79,58,32,13,1592,691,85,54,44,14,896,1794,37,28,13,32,1912,389,56,10,17,13,482,523,18,18,6,17,577,282,74,32,273,4,662,12521,965,753,958,251,15448,835,102,75,813,2879,4713,63059,8858,6213,50703,4988,133822,1429,4485,3249,23506
11502,700,6680,144,8762,0,0,0,3,0,9,677,35,33,59,10,815,143,32,13,32,3,224,255,75,52,104,4,488,2074,875,607,5523,150,9235,119,3,19,6,3,144,55,18,12,40,3,134,325,77,65,399,14,876,127,43,12,90,7,280,70,5,4,10,5,104,225,9,11,5,6,255,367,207,137,1785,40,2528,1017,207,86,637,33,1981,97,0,4,0,0,106,541,83,51,185,37,891,7,3,0,4,0,12,210,51,21,133,3,416,35,8,6,7,0,56,128,56,39,15,0,235,100,21,6,35,0,177,53,11,3,21,0,84,422,222,127,1395,39,2205,50,14,6,14,0,76,161,9,12,10,0,196,82,11,3,25,12,122,81,11,4,0,3,99,39,6,0,0,0,41,24,0,0,0,0,27,64,18,18,47,3,143,1185,182,139,191,39,1737,100,24,29,232,665,1041,7741,2084,1393,13019,1105,25338,176,1010,716,6640
11503,731,8458,189,10422,0,0,0,49,0,54,44,6,9,37,0,104,62,10,9,13,0,95,247,89,63,118,9,533,1641,855,639,6033,195,9356,46,0,10,3,0,56,36,5,16,53,3,110,269,94,47,449,13,879,67,17,3,59,0,141,57,12,5,19,0,91,45,7,8,3,3,73,279,185,109,1860,39,2479,261,91,61,315,14,746,19,0,0,0,0,20,43,32,3,25,3,102,11,6,0,13,0,30,484,124,56,396,16,1072,32,19,4,9,0,63,106,47,47,16,0,215,86,23,9,42,4,167,30,4,0,10,0,47,308,186,110,1341,35,1982,16,7,3,10,0,31,41,3,3,0,4,50,29,17,3,23,3,74,10,4,3,0,0,17,9,6,0,0,0,19,9,0,3,0,0,9,59,16,17,63,0,151,492,155,121,201,15,989,91,24,19,370,1306,1805,4191,1840,1282,15026,1733,24075,119,975,712,8416
11504,666,7485,124,9512,0,3,4,22,0,27,827,22,34,47,12,934,180,25,13,40,3,263,236,67,38,90,5,435,1744,792,575,5168,148,8423,794,22,30,3,9,850,58,11,7,52,0,124,224,77,50,413,9,773,121,24,17,101,7,263,45,8,5,13,0,72,729,7,18,8,17,782,379,192,112,1369,24,2070,558,214,80,536,30,1414,72,0,0,0,5,84,144,39,18,65,13,266,17,4,0,0,0,23,663,174,81,419,16,1350,43,9,0,0,0,57,122,38,44,28,3,241,130,18,22,46,0,219,67,8,5,34,0,112,374,167,106,1168,33,1851,45,7,3,11,0,67,213,10,10,6,0,241,120,26,3,11,4,160,161,10,14,0,0,186,63,5,0,5,0,72,52,3,4,0,3,68,50,20,7,40,0,127,1884,256,113,200,54,2507,141,29,38,278,900,1381,9160,2062,1338,13293,1328,27181,269,1277,853,7999
11601,2350,22732,794,30871,3,25,18,301,31,381,4787,60,106,138,115,5205,976,111,50,151,25,1305,692,211,100,286,21,1314,5898,2442,1701,15688,816,26533,8011,118,291,40,162,8624,268,32,17,132,7,455,1063,235,154,1182,47,2690,1100,158,91,331,54,1732,433,72,23,68,9,601,10048,73,60,41,195,10424,1179,549,398,5368,198,7695,1806,506,190,966,93,3563,980,3,13,11,29,1035,1837,291,107,250,68,2548,137,11,9,15,3,171,2170,368,178,680,69,3466,1091,101,79,21,41,1336,453,163,94,57,22,790,1068,90,67,154,21,1403,322,24,16,79,17,445,1195,518,400,3462,123,5703,665,35,14,29,13,758,315,39,21,13,4,391,789,44,37,54,32,953,1059,21,20,15,15,1132,978,59,49,38,40,1161,414,6,12,5,18,448,134,52,28,128,13,341,18848,998,671,754,531,21800,1675,153,91,1027,4316,7263,65678,6883,4656,40477,7326,125024,2483,3546,2381,20351
11602,1634,14982,333,20129,0,0,4,72,8,84,2730,67,92,88,56,3039,409,57,34,96,6,609,451,136,60,230,23,897,3692,1749,1208,10109,352,17111,4529,81,176,27,121,4930,166,24,18,80,9,294,607,141,110,782,33,1670,370,91,61,228,11,756,164,29,25,38,4,260,7077,86,49,24,104,7344,810,375,247,3147,96,4674,1085,400,152,833,40,2512,372,3,11,4,8,397,394,116,34,133,5,684,62,16,9,12,3,100,1489,303,164,737,49,2747,439,77,33,16,14,570,383,153,95,37,5,669,456,53,54,139,5,706,223,19,10,45,3,303,796,361,254,2215,80,3696,121,14,7,19,9,162,587,48,28,7,6,668,459,31,17,38,7,553,989,34,21,19,6,1058,249,18,14,21,12,317,151,0,8,0,0,165,95,33,32,122,3,284,10068,629,432,450,214,11797,545,65,55,510,2537,3709,36818,4639,3119,26354,3846,74776,1378,2684,1940,15384
11603,1830,18996,1009,26161,8,39,13,614,27,695,1582,23,40,76,45,1769,648,52,34,107,17,858,338,107,79,202,16,743,4814,1943,1260,13155,914,22090,11589,152,338,43,315,12435,184,3,22,84,7,296,765,178,92,928,26,1985,477,91,38,190,34,833,355,40,13,62,17,479,4414,63,41,37,123,4673,716,369,229,3357,116,4781,781,237,85,632,46,1773,158,0,6,0,0,166,1030,231,85,125,69,1539,138,8,6,17,7,166,1319,303,130,628,85,2464,1076,113,85,54,69,1391,403,99,71,62,27,662,515,54,28,111,16,725,128,13,14,32,4,193,951,394,294,2324,124,4095,211,26,3,32,8,273,244,32,16,9,0,307,886,42,39,61,18,1051,373,5,9,8,7,404,826,51,39,35,17,973,529,10,5,7,14,567,100,28,18,67,0,216,19512,1040,529,556,722,22355,1924,146,120,1086,4840,8113,53085,5392,3556,33566,8130,103727,2403,2992,1869,18353
11701,813,5462,209,8058,0,10,0,82,3,90,3609,35,72,84,62,3854,343,31,23,51,14,459,128,30,22,35,0,211,1972,696,453,3657,228,7000,943,12,66,8,15,1041,135,21,6,32,4,209,261,61,41,317,11,691,1840,238,92,479,69,2711,134,15,13,17,4,188,851,11,5,11,13,895,570,222,169,1784,67,2803,931,158,77,382,45,1593,161,0,3,0,3,171,359,33,28,71,10,493,116,8,9,22,3,154,391,72,32,81,11,592,301,34,28,14,10,384,223,64,33,14,4,333,189,25,8,22,11,247,342,17,13,7,0,376,500,148,94,997,45,1784,253,19,7,17,0,294,145,14,11,4,3,180,499,20,22,38,7,584,81,0,0,0,0,87,716,74,38,25,17,873,199,3,3,0,4,217,49,12,18,58,3,144,7089,360,284,289,209,8232,581,42,43,268,2050,2995,22107,2205,1575,10533,2941,39359,678,1211,933,5657
11702,1340,7559,264,11508,0,14,3,206,14,240,2422,80,97,139,40,2784,228,34,20,35,4,326,204,90,60,94,7,454,3311,1452,1001,6602,232,12593,593,6,56,4,13,685,189,40,27,120,3,378,474,192,94,790,23,1580,2742,188,96,480,77,3583,161,27,19,20,3,233,578,30,32,5,18,666,1100,510,350,3854,94,5909,1073,275,110,517,43,2021,124,3,13,3,3,141,956,109,76,111,29,1279,357,10,10,19,21,414,184,49,30,86,9,348,187,21,9,11,3,237,341,108,76,14,8,544,236,51,30,78,4,396,113,24,17,37,0,190,841,403,283,2273,53,3850,204,16,21,4,10,247,130,26,25,9,5,199,368,30,30,55,21,509,90,6,5,4,3,107,248,21,10,5,6,292,2175,25,28,6,45,2275,142,50,27,168,4,389,6120,610,476,545,180,7934,455,42,44,257,3181,3980,23562,3804,2663,16414,4168,50612,544,2105,1527,8103
11703,3561,21805,628,31769,4,40,12,432,18,508,19710,330,388,392,328,21151,585,91,47,93,12,819,1032,368,225,329,14,1959,14577,4181,3015,20709,779,43252,1633,29,199,9,38,1914,1615,151,92,369,28,2252,2411,493,365,2471,95,5847,2234,364,165,692,66,3523,550,122,54,78,9,815,2732,88,68,40,42,2977,4950,1339,982,11490,319,19076,2555,741,282,1335,79,4990,3069,28,27,25,63,3212,837,130,53,224,24,1264,289,24,14,32,3,362,418,138,75,190,8,825,597,59,44,38,16,750,1547,195,163,67,19,1986,1147,188,107,256,23,1725,1505,81,76,135,36,1834,3600,1135,815,7302,190,13043,557,41,27,20,9,648,602,73,42,10,0,720,1098,63,43,105,22,1332,365,29,24,14,3,428,654,44,9,15,14,738,1961,18,39,13,59,2083,494,115,75,443,5,1136,21291,1388,1145,1417,450,25684,1069,91,58,600,21717,23544,84110,10104,7258,48733,24366,174573,1207,5363,4245,22274
11801,3481,16877,519,26925,0,4,4,34,0,49,2913,206,227,242,63,3655,376,58,37,80,10,560,769,216,129,210,21,1349,13127,3806,2614,15254,695,35495,563,15,69,10,12,670,1263,129,95,282,18,1787,2286,431,267,1492,64,4536,1653,358,179,942,57,3187,1652,225,132,200,28,2241,803,61,64,32,19,986,4355,1053,772,8377,259,14820,2282,561,248,1123,77,4294,450,8,13,8,11,492,404,126,68,263,19,874,79,11,8,9,4,110,235,75,34,75,9,435,335,43,20,10,7,417,1134,203,164,35,32,1571,1810,298,170,330,60,2670,2201,150,118,202,44,2719,2761,962,640,5311,157,9835,276,23,20,16,11,340,3048,257,160,22,61,3543,691,40,53,80,23,888,128,25,9,16,6,186,186,19,3,4,0,221,185,12,17,3,0,218,432,64,45,227,6,769,14014,1749,1366,1562,311,19005,756,123,105,563,12349,13890,51816,9983,6901,37533,14327,120559,1184,5319,3982,17288
11802,3196,19731,648,28697,0,27,3,328,3,369,14378,251,321,305,265,15514,454,62,28,85,19,646,572,192,115,198,17,1092,9484,3031,2142,15085,717,30460,1062,26,149,6,38,1281,1111,97,70,217,28,1538,1527,326,213,1458,65,3599,4233,678,315,1652,160,7036,772,91,65,108,5,1034,1579,55,41,31,34,1743,4089,1051,726,8868,311,15047,2600,572,243,1297,83,4796,660,8,27,3,9,703,727,140,98,327,31,1331,68,20,0,14,0,104,677,145,75,240,13,1155,544,92,43,23,13,718,817,180,146,47,21,1208,1087,131,92,171,19,1498,1421,83,61,100,25,1694,2210,755,561,4463,132,8115,305,19,24,16,10,371,1151,112,59,14,16,1347,946,59,52,77,29,1173,291,17,14,7,0,338,286,27,8,7,3,333,619,14,33,5,15,684,346,69,53,224,21,711,14203,1347,939,1009,350,17848,875,125,81,682,9856,11619,61657,8470,6025,40519,12316,128988,1155,4361,3612,18878
