SA3_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
12502,3,3,58,17,3,3,8,9,24,23,57,31,31,25,8,230,15,3,8,4,17,23,22,21,16,22,13,12,171,17,3,6,8,7,21,33,45,16,25,15,10,214,51,18,15,24,33,71,83,149,67,83,57,32,673,419,98,103,119,187,596,687,1439,1017,1328,911,302,7206
12503,9,4,140,26,12,13,12,15,75,73,135,77,45,22,32,539,14,6,7,12,10,33,49,58,31,20,9,17,278,51,15,24,15,32,98,94,149,66,50,27,32,652,99,33,44,50,62,218,242,391,181,126,69,91,1615,605,194,194,301,420,1387,1779,3181,1962,1766,873,656,13317
12504,3,0,48,28,4,0,14,14,44,54,87,49,32,13,13,354,16,3,3,10,19,35,40,56,20,12,15,13,244,23,8,6,16,18,51,86,85,37,40,22,20,415,68,14,15,36,52,143,185,247,112,87,48,46,1057,555,151,150,229,302,1081,1498,2776,1875,1821,998,432,11869
12601,3,0,43,11,3,0,4,0,10,8,24,15,34,24,3,143,10,3,0,0,7,8,16,23,15,15,12,9,130,13,0,6,7,4,12,14,21,13,14,16,4,124,46,6,8,14,14,32,42,81,53,75,60,18,446,390,89,86,81,130,361,346,707,582,1016,1167,209,5149
12602,14,5,68,25,6,8,9,19,31,43,74,37,56,68,15,387,22,7,5,5,15,34,24,39,31,30,35,17,264,34,17,9,11,18,51,55,55,34,30,40,25,385,75,30,17,27,55,127,125,186,106,129,152,67,1101,769,182,169,216,350,951,907,2081,1444,2076,2638,584,12367
12701,11,8,162,30,11,15,13,19,68,80,147,65,76,25,28,578,17,6,13,3,11,34,35,54,27,24,9,16,247,33,15,9,15,33,70,74,124,64,49,20,28,535,82,42,34,35,71,197,206,371,177,160,67,77,1519,471,153,154,201,345,1202,1431,3010,2312,2034,872,624,12810
12702,17,18,298,59,21,22,32,51,147,208,260,90,100,44,42,1084,40,18,11,22,35,97,90,120,42,35,16,30,559,74,33,30,53,74,167,143,230,103,91,31,59,1085,187,77,67,126,171,452,500,677,267,252,105,145,3028,916,350,256,488,685,2043,2340,3665,1766,1659,825,798,15800
12703,3,8,120,29,11,12,6,11,54,87,142,66,52,27,30,516,13,3,7,15,15,40,45,71,23,19,11,20,288,21,18,11,18,27,75,78,110,49,43,21,34,513,65,36,28,44,59,195,238,347,156,125,65,85,1445,490,174,146,233,362,1238,1792,3063,2024,1890,802,594,12802
12801,12,3,107,18,6,0,10,13,42,52,68,44,71,40,27,387,13,0,3,13,7,30,39,47,22,23,28,16,245,24,17,5,11,25,43,54,70,33,44,31,21,379,57,23,9,30,55,125,162,205,110,160,114,67,1128,500,172,114,179,298,857,1006,1886,1591,2446,2531,591,12173
12802,11,4,127,19,8,3,13,10,47,58,132,67,81,37,23,489,19,7,7,11,16,33,46,53,32,38,22,9,300,19,17,18,13,19,61,65,85,41,38,26,22,422,68,36,23,44,44,158,181,303,161,167,90,56,1338,586,190,177,281,361,1182,1320,2805,2349,3221,1734,561,14761
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
