SA3_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
11903,0,0,4,21,51,4,8,0,3,73,169,5,22,11,11,217,74,10,32,3,16,133,120,15,45,11,20,221,180,24,122,24,20,376,985,40,737,67,82,1915,1037,112,820,118,135,2226,466,90,487,82,93,1216,113,39,168,33,46,396,40,21,79,16,14,170,13,5,24,6,6,60,31,10,28,8,6,82,124,5,52,8,21,210,3526,385,2706,396,500,7522
11904,3,0,0,5,21,0,0,3,0,32,65,0,11,0,5,93,61,0,26,0,5,95,86,9,44,10,12,160,200,8,113,8,15,352,1327,65,949,81,100,2521,1560,95,1199,105,145,3108,992,91,738,100,110,2022,324,41,255,38,56,717,81,16,85,22,19,211,28,6,31,8,3,80,39,12,51,6,10,111,123,15,78,8,20,243,5034,369,3677,402,506,9988
12001,0,0,0,3,17,0,7,0,0,22,36,0,11,0,0,45,28,0,4,3,0,42,57,0,24,0,5,92,77,3,24,10,11,117,202,4,98,4,11,325,902,21,373,30,32,1362,849,26,536,43,48,1497,654,31,497,48,52,1284,230,25,256,27,31,557,81,10,136,24,15,267,108,30,169,25,25,355,67,7,46,14,5,132,3381,172,2210,229,252,6248
12002,0,0,0,4,13,0,3,0,0,19,18,0,6,0,6,27,9,0,4,0,0,16,28,0,11,3,0,43,64,0,16,3,3,82,227,3,40,5,9,279,331,3,108,7,3,454,430,7,182,3,15,641,446,13,270,10,15,753,300,6,235,8,4,561,133,6,177,13,3,333,180,26,338,34,18,597,42,0,16,15,0,73,2259,68,1449,106,81,3964
12003,0,0,0,9,43,3,13,0,5,62,82,3,12,9,5,111,57,3,20,5,4,92,113,4,44,8,9,177,294,10,108,18,21,449,1633,59,973,98,99,2853,2081,102,1325,129,117,3752,963,80,646,113,85,1885,349,34,325,57,45,812,154,22,182,30,17,411,55,14,89,13,10,181,48,18,74,19,11,179,138,9,63,21,13,246,6153,377,3975,545,451,11498
12101,0,0,0,0,15,0,3,0,0,24,31,0,10,0,3,36,28,0,9,0,3,39,33,0,12,3,5,56,76,3,21,10,6,114,343,9,174,18,11,551,1239,28,644,61,51,2026,1054,38,737,63,30,1915,533,22,476,46,29,1105,243,26,400,36,29,744,144,15,297,35,17,518,190,106,599,132,37,1066,97,7,68,19,10,199,4126,266,3541,429,246,8605
12102,0,0,0,0,10,0,0,0,0,20,27,0,4,3,7,37,22,0,8,4,0,33,31,3,20,3,0,59,78,0,32,6,6,123,347,10,261,35,17,666,614,57,788,53,50,1554,245,56,446,52,50,851,75,27,184,43,28,360,23,16,79,19,11,146,13,11,38,9,8,74,8,6,26,0,5,43,48,3,40,7,9,103,1594,204,1952,234,184,4170
12103,0,0,0,3,13,0,4,0,0,10,15,0,5,0,0,18,7,0,7,0,0,12,20,0,16,0,0,39,31,0,22,4,0,58,102,5,45,3,3,159,325,9,142,22,12,517,269,31,349,50,35,730,179,42,317,59,25,622,92,51,227,69,30,468,58,33,229,47,21,390,144,179,578,201,56,1169,44,9,44,15,11,120,1370,384,2032,510,210,4496
12104,0,0,0,7,17,0,6,0,0,23,42,0,3,3,0,49,23,0,3,0,0,31,32,0,6,0,0,36,84,0,16,0,4,107,669,4,105,6,6,792,1364,9,317,22,24,1733,1400,13,521,27,14,1974,873,13,425,25,23,1362,439,15,330,29,21,832,277,15,222,21,20,558,406,91,702,157,54,1419,83,3,51,8,3,162,5777,180,2762,314,188,9223
12201,0,0,0,0,4,0,0,0,0,6,11,0,0,0,0,15,5,0,0,0,0,10,15,0,4,3,0,24,20,0,16,3,5,41,89,3,16,0,4,110,289,8,95,8,4,403,356,3,119,4,5,490,270,5,148,9,4,440,202,6,128,10,7,345,113,4,116,0,3,237,194,49,366,63,39,712,39,3,17,6,0,66,1635,90,1053,113,69,2957
12202,0,0,0,0,5,0,0,0,0,4,7,0,3,0,0,8,5,0,3,0,0,9,8,0,6,0,0,18,19,0,17,0,3,41,102,3,43,0,0,153,145,6,110,14,8,280,118,6,117,10,14,265,93,15,165,19,22,310,60,22,130,26,17,260,34,17,110,20,15,191,72,63,188,45,41,406,20,7,25,3,4,53,723,136,934,140,129,2066
12203,0,0,0,8,38,0,10,0,5,50,56,0,3,0,3,61,20,0,8,3,0,35,35,4,29,7,4,79,66,3,49,3,9,131,463,13,172,17,13,681,1181,45,540,44,46,1863,720,32,524,47,45,1357,398,46,382,43,54,924,205,52,364,55,40,721,109,50,274,40,35,510,142,97,519,75,47,884,78,13,46,15,13,159,3608,370,2988,344,321,7639
12301,0,0,0,4,7,0,3,0,0,13,26,0,3,3,0,37,14,0,4,4,4,28,19,5,22,0,3,46,47,0,31,0,5,86,201,18,227,23,50,520,265,80,398,53,93,888,53,46,132,24,26,280,9,5,22,4,3,47,0,3,3,3,0,12,0,0,0,0,0,0,3,0,3,0,0,3,20,0,20,3,5,52,687,158,873,120,198,2039
12302,3,0,0,24,58,7,31,3,9,116,266,24,97,15,34,433,92,10,71,15,35,222,108,40,103,19,58,330,422,81,510,46,123,1182,1086,262,1654,149,279,3419,326,138,577,78,126,1246,72,35,141,15,31,293,11,8,16,3,8,45,8,3,3,0,3,17,3,0,3,0,0,6,0,0,3,0,3,9,71,12,70,13,27,187,2638,618,3323,368,743,7689
12303,0,0,0,4,3,0,5,3,0,15,23,0,3,3,0,25,17,0,11,0,3,29,23,3,14,0,3,41,60,5,51,5,11,124,114,21,152,15,22,320,56,20,103,11,15,203,29,9,37,5,11,93,7,0,12,0,3,34,3,0,10,0,3,19,0,0,0,0,3,3,3,0,3,0,0,3,13,4,11,0,4,32,385,76,456,50,81,1038
12401,0,0,0,7,9,0,3,0,0,18,13,0,9,0,0,21,22,3,13,0,6,46,61,4,31,0,10,100,155,17,125,10,15,314,345,51,370,31,40,832,124,36,209,17,28,424,33,15,70,10,8,140,5,4,12,3,4,26,0,0,9,0,0,10,0,0,0,0,3,4,3,0,3,0,0,6,27,0,15,4,5,53,846,139,900,81,117,2081
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,0,0,0,3,35,0,10,0,0,47,98,5,30,0,9,146,71,6,24,0,6,103,134,15,116,3,16,288,399,33,312,27,43,815,944,131,1205,85,180,2550,450,121,673,83,121,1442,128,52,204,29,56,473,24,14,44,6,19,108,5,0,17,0,5,27,0,3,4,0,3,8,3,0,3,0,0,9,52,9,46,11,11,127,2381,399,2740,256,481,6258
12404,0,0,0,0,0,0,0,0,0,8,27,0,8,3,0,42,30,3,13,0,3,53,66,12,61,5,15,158,114,9,75,6,15,215,281,40,317,25,64,722,113,20,160,21,44,355,26,13,17,4,8,62,9,3,7,0,3,27,6,0,4,3,0,14,4,0,0,0,0,5,0,0,6,0,0,8,15,3,15,0,5,44,710,113,714,79,165,1770
12405,0,0,0,0,16,0,5,0,0,23,32,0,11,0,4,46,9,0,13,0,4,30,45,3,24,3,9,89,147,21,149,17,35,361,465,107,627,64,121,1376,90,34,151,20,36,334,19,8,25,9,6,64,5,4,8,0,7,13,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,13,3,11,4,9,41,870,194,1036,114,233,2443
12501,0,0,0,10,35,0,16,4,4,56,89,3,24,11,12,137,30,3,19,6,7,74,74,9,54,8,13,157,206,43,252,19,17,533,782,103,943,57,83,1968,991,177,927,103,113,2306,511,76,400,71,53,1108,115,32,157,35,33,371,60,20,77,20,19,183,6,10,20,3,3,40,16,3,12,7,6,43,87,15,64,22,20,206,3083,503,3006,376,373,7342
12502,0,0,0,15,35,3,3,3,9,60,100,3,13,8,3,136,39,3,18,7,3,71,109,17,111,12,18,263,74,11,47,7,10,152,199,23,222,30,32,512,353,90,584,96,81,1203,189,67,392,64,45,756,65,27,169,32,41,338,25,13,61,17,3,124,14,3,15,8,4,41,7,3,8,0,0,26,47,16,30,11,11,110,1318,291,1716,304,282,3906
12503,8,3,0,38,86,3,30,5,7,130,260,16,87,19,29,414,132,15,56,15,15,234,122,26,120,25,34,337,301,45,301,33,64,735,1030,190,1612,141,165,3142,524,241,1106,137,201,2208,130,78,356,48,67,685,52,44,114,21,27,256,13,11,25,4,7,59,3,6,10,0,0,25,7,3,7,0,0,20,97,19,89,16,35,249,2879,713,4017,482,680,8775
12504,5,0,0,24,56,0,16,4,6,79,144,4,47,9,5,207,89,3,37,11,11,146,91,12,85,20,20,227,357,12,250,18,27,673,2334,148,3331,155,132,6092,1500,149,2313,136,150,4249,403,47,595,70,67,1181,71,24,105,20,17,231,17,3,29,3,7,64,4,0,26,0,3,31,14,3,15,0,0,41,120,7,100,6,10,253,5303,420,7029,450,471,13679
12601,3,0,0,10,0,0,3,0,0,7,11,0,5,0,0,21,8,0,3,3,3,22,13,0,6,4,0,21,35,3,16,3,4,66,127,13,91,17,12,264,191,32,321,39,26,603,180,44,339,54,37,652,67,20,153,34,24,301,21,13,84,24,14,162,21,15,40,14,5,93,16,12,30,12,3,77,12,7,14,7,9,51,743,160,1140,219,142,2410
12602,4,0,0,15,44,0,8,3,0,59,123,4,10,6,7,155,83,3,15,3,7,116,98,7,59,4,18,191,250,9,82,6,10,359,1248,33,789,75,42,2184,1328,68,886,79,87,2446,644,69,698,98,80,1591,319,56,483,66,43,972,124,35,184,40,21,400,56,19,114,18,23,224,68,31,149,26,16,297,109,7,63,21,20,218,4627,352,3620,451,387,9449
12701,0,0,0,7,30,3,20,0,7,55,124,3,54,18,18,213,33,18,27,5,10,87,75,14,63,11,27,195,83,23,87,11,40,248,247,94,410,55,99,906,280,155,535,102,161,1228,151,114,340,62,101,773,22,15,63,11,22,138,10,9,20,3,10,47,0,0,4,0,3,12,5,0,3,0,0,14,45,11,62,11,12,142,1181,477,1744,295,529,4225
12702,4,0,5,35,72,3,17,10,16,118,251,15,75,32,32,409,143,23,57,21,52,298,174,43,139,49,68,476,644,98,669,106,144,1661,802,342,1403,265,410,3222,455,373,960,259,374,2420,81,104,191,67,79,521,26,12,57,15,21,127,12,11,16,4,3,45,7,4,5,3,3,23,3,5,6,3,3,22,95,27,100,29,38,283,2923,1064,3837,881,1267,9974
12703,0,0,0,8,39,4,16,0,10,65,120,5,33,5,27,191,51,4,28,7,11,107,198,35,256,17,17,521,418,52,558,45,78,1146,575,123,963,105,174,1946,422,150,770,126,150,1618,111,72,236,51,59,528,27,21,59,13,17,144,11,3,9,4,3,32,0,0,0,0,0,5,9,6,11,3,0,30,59,14,80,12,18,183,2101,513,3074,397,568,6648
12801,0,0,0,6,21,0,0,0,0,31,37,0,7,0,3,53,16,0,8,3,3,33,60,7,89,10,3,166,114,4,49,7,4,175,566,16,298,34,30,940,654,32,430,27,53,1196,305,42,320,47,67,771,166,30,242,31,48,515,72,25,119,29,32,271,34,19,76,6,14,153,35,34,80,28,23,205,52,3,32,11,9,107,2192,217,1786,232,300,4734
12802,0,0,0,10,22,0,0,0,0,26,34,0,3,0,3,40,20,0,12,0,5,38,21,7,18,3,3,49,39,3,24,3,6,86,413,18,230,20,30,708,294,31,283,31,37,680,153,32,304,41,43,571,87,33,168,36,32,355,35,25,72,12,16,166,8,8,28,3,3,52,8,7,16,7,4,48,37,4,13,3,10,60,1222,170,1205,171,198,2973
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
