SA3_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
10304,42,21,28,40,31,12,3,3,0,175,2678,1561,1519,1955,2019,1805,1274,899,284,13991,0,0,0,0,0,0,0,0,0,0,174,134,95,107,132,87,55,32,16,821,97,68,42,37,32,15,19,19,7,345,4119,2207,1875,2329,2089,1664,1207,680,205,16372,21,15,16,9,16,18,11,3,0,102,38,8,28,37,24,31,23,7,8,192,19,11,19,15,7,10,9,3,3,109,14,13,7,11,6,9,0,6,0,64,27,12,21,31,21,31,20,21,11,193,0,0,3,0,0,0,0,0,0,6,75,45,35,39,55,31,18,5,0,314,187,97,62,95,90,45,17,16,0,604,185,143,181,249,268,289,215,175,64,1775,35,30,19,17,42,35,16,10,3,197,18,14,20,14,7,20,7,6,4,108,782,624,387,595,712,655,472,362,112,4700,203,112,107,87,104,76,35,21,8,762,14,7,9,7,5,13,3,0,0,60
10401,28,18,19,45,53,27,5,5,0,202,2485,1325,1140,1892,2311,2398,1920,1381,409,15263,0,0,0,0,0,0,0,0,0,0,135,86,60,77,104,97,70,58,20,719,0,0,0,0,0,0,0,0,0,0,2240,1175,878,1425,1628,1460,1143,626,186,10764,11,6,4,9,13,4,3,3,0,51,7,8,5,4,14,7,6,3,0,52,63,42,35,34,46,33,23,7,11,288,10,15,0,10,5,15,11,4,0,75,16,11,14,18,35,32,32,23,3,172,3,0,0,3,0,0,0,0,0,4,12,6,7,10,11,9,6,3,0,60,103,50,37,65,76,59,34,19,0,450,477,289,218,447,530,558,528,332,143,3516,58,26,29,26,48,57,29,18,6,303,23,20,13,19,23,20,20,13,8,153,269,179,143,253,375,483,328,235,97,2368,171,74,55,65,90,62,39,10,3,580,6,0,3,4,3,7,3,3,0,31
10402,92,69,65,126,171,98,21,18,3,669,3159,1914,1655,2754,3314,3128,2493,1765,650,20823,0,0,0,0,0,0,0,0,0,0,237,123,102,151,158,137,104,67,17,1100,5,4,0,5,0,0,0,0,0,20,3757,2174,1483,2414,2570,2067,1471,937,259,17134,8,6,10,9,6,14,10,3,4,63,38,20,20,26,30,23,9,13,0,188,84,62,49,57,70,56,46,22,3,446,41,14,22,16,20,7,18,4,5,135,28,29,21,45,63,70,62,35,10,371,0,0,0,3,0,0,0,0,0,6,31,16,12,35,34,28,21,18,5,201,347,263,149,170,257,130,55,33,8,1414,296,192,195,446,578,619,508,381,117,3337,49,33,21,42,32,34,28,14,3,255,67,25,32,39,27,37,29,34,8,290,582,422,269,502,659,695,522,400,158,4206,415,257,142,204,276,165,72,45,16,1599,19,11,14,7,27,24,10,11,3,131
10501,3,4,4,12,13,7,0,0,0,50,1775,883,913,1253,1313,1096,751,405,103,8488,0,0,0,0,0,0,0,0,0,0,64,38,35,30,40,17,19,6,0,256,20,4,4,8,0,4,3,0,0,46,2402,1016,1075,1254,1168,963,685,343,81,9000,0,0,0,3,0,0,3,0,0,4,6,8,3,11,21,26,41,5,0,122,20,3,6,15,13,20,5,3,3,89,5,0,0,4,3,0,0,0,0,13,15,5,10,20,21,19,10,7,0,123,0,0,3,0,0,0,0,0,0,7,9,6,6,13,3,3,0,4,0,40,19,19,8,16,22,13,3,0,0,88,113,89,136,192,255,232,162,103,35,1319,14,8,6,4,10,7,3,0,0,51,0,3,5,5,6,9,3,4,0,44,217,106,159,197,195,199,123,49,25,1266,92,38,38,50,39,32,17,3,0,307,3,4,0,0,3,4,3,0,0,18
10502,7,3,7,7,19,7,0,0,0,47,442,256,330,432,580,546,359,284,80,3304,0,0,0,0,0,0,0,0,0,0,53,27,22,29,35,51,50,34,5,300,0,0,0,0,3,0,0,0,0,11,1100,688,571,799,914,737,595,352,90,5841,4,0,0,3,6,10,5,4,0,37,20,7,10,14,6,9,9,12,0,88,0,3,12,7,8,7,13,0,0,49,18,13,9,9,5,7,3,0,0,67,58,28,40,37,44,41,26,15,7,280,0,0,0,0,0,0,0,0,0,0,18,3,0,9,0,3,0,0,0,38,43,17,16,29,27,11,16,3,0,167,34,19,28,50,58,71,50,49,6,363,25,30,19,34,58,36,38,20,11,273,6,3,11,0,10,5,9,5,4,53,349,211,171,325,558,524,412,351,87,2988,54,22,36,28,30,17,13,0,0,201,0,0,0,3,0,0,0,0,0,7
10503,7,22,17,28,30,15,3,0,0,128,4024,2225,2088,2751,2962,2650,2008,1310,419,20434,0,0,0,0,0,0,0,0,0,0,206,159,131,147,170,152,103,57,27,1147,9,5,0,3,0,3,6,0,0,31,5172,2549,2039,2628,2484,1938,1412,822,217,19249,28,7,16,8,8,11,3,0,3,87,37,18,30,28,26,28,19,6,4,207,43,18,18,25,26,28,17,16,7,191,20,7,8,12,7,3,8,0,0,66,71,37,45,46,71,50,57,22,5,403,7,0,3,8,3,0,0,0,0,21,30,11,18,10,12,7,0,6,0,98,228,141,68,100,150,70,32,13,7,814,459,293,356,486,645,583,418,311,85,3623,74,34,35,53,38,29,29,10,3,317,60,25,34,38,31,27,30,22,6,270,920,572,483,652,743,676,513,381,155,5093,259,130,110,121,113,92,48,23,3,907,3,6,6,3,14,13,4,3,0,48
10601,32,25,43,54,56,37,6,0,6,257,5280,3081,3099,3629,3869,3307,1954,1385,465,26063,0,0,0,0,0,0,0,0,0,0,227,126,106,164,189,121,80,61,21,1093,30,15,3,21,3,3,0,4,0,82,4272,2449,2056,2626,2419,1806,1111,663,198,17598,11,10,0,11,7,7,12,3,0,66,23,20,16,28,38,39,8,8,6,177,46,40,23,25,26,49,21,11,3,251,56,24,15,32,20,14,11,9,0,181,21,15,32,36,30,37,35,27,3,239,0,0,3,0,4,0,0,0,0,11,48,23,23,31,46,29,26,14,9,249,144,52,53,88,67,57,18,6,0,478,314,247,352,494,636,568,358,272,90,3326,107,68,38,48,55,56,30,14,3,418,26,29,24,35,45,42,29,23,8,266,991,679,571,807,1000,915,557,441,158,6125,223,111,88,148,137,91,39,16,3,855,16,6,12,11,7,17,15,4,0,95
10602,22,24,27,40,49,16,4,4,0,189,3385,2180,2341,2562,2494,2133,1219,912,284,17514,0,0,0,0,0,0,0,0,0,4,317,187,160,199,177,115,63,31,15,1285,40,39,6,11,19,0,3,3,3,131,4217,2391,2172,2459,2376,1627,1089,746,221,17308,16,23,13,12,26,20,13,11,4,133,27,12,24,31,22,26,12,9,5,173,34,25,26,10,35,23,14,6,0,175,53,18,22,18,19,17,6,5,3,160,26,16,24,34,28,32,17,23,0,201,0,0,4,0,0,0,7,0,0,7,23,15,15,20,11,12,7,4,3,107,125,96,77,66,80,44,13,12,0,520,233,210,279,341,418,383,259,183,56,2362,89,44,51,55,67,48,33,37,3,429,42,9,24,27,26,24,8,3,3,171,774,473,424,620,634,563,366,258,92,4202,277,134,123,148,124,54,26,16,6,908,3,4,4,3,3,4,4,5,0,29
10603,45,23,34,61,67,30,15,3,0,268,3257,1910,1788,2657,2747,3071,2462,1544,412,19846,0,0,0,0,0,0,0,0,0,0,292,184,143,199,205,223,169,74,20,1502,20,6,16,6,3,3,3,0,3,62,3226,1819,1424,2005,1954,1930,1456,764,174,14753,21,14,5,9,20,18,12,5,0,107,47,34,25,49,42,49,27,18,6,293,44,25,29,31,26,25,32,5,3,221,31,15,11,5,18,4,3,0,0,87,47,28,27,32,51,54,55,20,9,328,0,0,0,0,0,0,4,0,0,6,14,17,11,14,18,18,16,6,0,113,177,115,66,110,92,60,34,10,6,680,273,147,189,359,385,493,408,254,79,2583,58,41,21,31,44,40,31,20,3,285,21,0,13,7,19,16,18,11,0,113,680,500,368,558,623,704,492,404,116,4430,284,148,124,161,142,105,50,16,6,1044,9,10,8,0,8,8,10,6,0,56
10604,12,11,17,27,19,9,0,0,0,101,2177,1299,1296,1517,1604,1384,946,619,221,11068,0,0,0,0,0,0,0,0,0,0,57,44,35,34,48,29,13,8,0,277,0,0,0,0,0,0,0,0,0,0,1906,1091,955,1144,1035,797,460,274,94,7752,0,0,3,0,0,0,0,0,0,5,5,4,4,6,9,4,4,3,0,39,25,14,13,16,13,5,6,5,0,101,0,3,3,3,5,0,0,0,0,26,13,14,15,5,11,9,7,3,0,79,4,0,0,0,0,4,0,0,0,6,6,0,3,3,4,3,0,0,0,16,15,13,6,9,10,11,6,0,0,80,75,56,99,159,175,179,121,89,25,971,27,19,19,13,13,10,4,3,0,109,16,9,3,3,5,6,4,0,0,50,209,181,156,206,274,202,143,90,39,1503,51,32,33,34,18,18,14,7,3,201,6,0,0,0,3,3,0,0,0,13
10701,66,51,84,92,91,37,20,6,0,458,2894,1834,1931,2389,2425,2142,1573,1109,352,16654,0,0,0,0,0,0,0,0,0,0,73,54,48,56,77,60,58,25,6,463,30,19,8,14,4,5,3,0,3,84,4206,2994,2329,3090,2904,2334,2101,1424,281,21655,58,22,20,36,34,37,20,3,3,236,948,585,878,785,706,798,552,279,35,5556,44,30,33,38,45,41,29,17,8,282,38,25,15,16,11,19,8,0,5,138,66,36,41,89,105,96,94,86,14,626,11,6,9,3,4,4,0,0,0,40,35,16,19,23,21,18,9,3,0,149,152,98,81,92,80,57,35,16,3,615,221,151,169,276,417,360,308,223,64,2199,87,46,39,35,58,49,44,32,8,400,24,14,9,15,11,9,3,7,0,90,768,471,265,439,423,408,325,203,93,3395,259,169,151,145,116,70,36,18,3,967,17,8,5,20,14,11,3,3,0,81
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,57,40,57,87,77,56,10,4,3,389,3745,2268,2285,3133,3244,2768,1993,1323,440,21197,0,0,0,0,0,0,0,0,0,0,156,91,91,120,129,121,86,55,21,886,3,0,0,0,6,3,4,3,0,25,5505,3346,2506,3505,3299,2336,1858,1048,199,23605,33,9,18,14,17,21,13,0,0,120,561,384,476,406,440,402,178,115,14,2978,94,59,68,56,66,58,30,27,11,479,26,8,16,12,5,4,3,3,0,80,95,55,55,95,144,98,112,106,21,777,3,0,3,3,9,4,0,0,0,18,19,15,11,19,7,16,13,0,5,105,159,115,75,97,100,63,44,11,6,681,269,268,209,395,509,427,339,255,75,2745,71,53,34,37,39,40,34,20,3,334,14,10,3,12,15,5,3,3,3,67,857,630,305,552,651,523,391,295,117,4325,260,197,120,131,157,74,33,12,9,992,12,3,3,11,9,8,9,4,0,57
10704,181,289,317,264,251,122,49,19,11,1501,3728,2636,2974,3352,3631,3166,2354,2173,766,24794,3,0,0,4,0,0,0,0,0,6,214,154,169,162,144,121,94,73,18,1148,77,24,36,24,3,14,11,8,9,207,6241,4493,3894,4580,4201,3137,2624,1971,478,31619,37,8,15,27,36,39,28,15,0,203,956,690,797,853,745,671,594,299,54,5663,90,50,71,62,60,54,40,22,4,451,22,19,23,17,14,13,15,4,3,137,84,54,69,101,115,103,133,131,32,817,15,12,12,10,8,3,4,0,0,52,20,30,43,33,25,35,28,18,14,242,205,208,142,144,125,66,31,9,0,926,387,303,326,501,672,653,531,478,179,4030,68,93,55,49,69,68,60,61,32,548,33,19,17,26,21,12,7,11,5,150,1154,855,552,718,878,806,683,520,169,6338,409,376,268,243,225,103,56,28,7,1717,12,15,16,16,19,17,10,5,0,113
10801,11,12,14,29,40,17,3,3,0,127,1341,787,646,1094,1395,1641,1615,1305,373,10215,0,0,0,0,0,0,0,0,0,0,53,49,31,56,60,74,85,66,19,500,0,0,0,0,0,0,0,0,3,3,1177,614,498,813,798,972,973,503,111,6452,3,3,0,6,3,10,17,9,5,58,8,4,10,22,7,16,14,3,0,85,44,19,23,31,31,18,18,13,4,211,3,7,0,4,10,11,15,12,3,69,8,6,3,16,15,22,28,19,5,113,0,0,0,0,3,0,0,0,0,9,0,3,3,0,3,6,3,3,0,25,38,23,11,25,24,24,26,16,0,185,64,42,45,109,179,253,212,193,55,1152,15,11,3,14,13,34,33,26,3,144,6,5,4,3,7,9,7,3,0,44,216,169,118,187,262,317,308,256,90,1913,75,53,36,42,64,29,38,8,3,343,0,3,0,0,3,3,0,0,0,16
10802,26,28,34,48,96,38,10,0,0,283,1805,978,941,1486,1949,2117,1731,1277,333,12633,0,0,0,0,0,0,0,0,0,0,76,28,28,49,57,70,56,42,7,415,0,0,0,0,0,0,0,0,0,3,2469,1198,935,1354,1558,1426,1035,634,176,10775,5,4,4,3,11,4,4,0,0,31,16,11,9,19,13,11,10,0,0,86,79,54,48,46,53,39,25,26,6,385,9,0,3,7,6,3,4,8,0,50,5,8,3,11,21,26,26,24,0,130,0,0,0,0,0,0,0,0,0,0,14,9,3,7,9,6,7,12,3,64,99,70,16,51,95,50,32,7,4,424,175,92,101,218,347,398,356,244,68,2006,64,35,38,55,76,52,51,29,10,417,211,96,62,89,84,57,34,37,5,675,540,312,207,378,514,645,423,379,125,3514,178,69,50,95,97,60,42,24,3,617,3,0,0,4,5,4,3,0,0,26
10803,0,0,0,0,0,0,0,0,0,3,11,3,9,21,15,26,7,7,4,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,12,12,5,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,7,0,8,5,0,11,5,0,43,4,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
10804,29,31,37,55,68,48,4,0,0,275,2671,1683,1593,2637,2959,3492,3132,2380,849,21389,0,0,0,0,0,0,0,0,0,0,135,105,55,121,166,151,145,115,26,1005,0,0,0,0,0,3,0,3,0,10,3709,1851,1295,2283,2205,2014,1718,1140,344,16564,12,9,8,16,21,31,12,20,7,138,19,14,6,17,22,19,12,13,4,131,70,44,35,49,56,42,36,26,8,360,24,3,3,10,7,5,8,10,0,84,43,11,22,42,40,45,78,38,7,333,7,0,0,4,4,0,0,0,0,9,45,19,26,26,24,20,10,10,3,177,148,97,56,87,96,71,50,21,0,623,233,172,193,390,509,628,549,485,176,3337,81,45,28,39,55,65,58,39,17,435,53,49,34,36,55,56,49,42,18,398,693,482,320,561,697,798,644,539,192,4925,337,171,133,177,189,116,67,48,8,1234,3,0,3,3,13,15,6,9,4,57
10805,37,31,25,53,74,32,9,7,0,264,2791,1523,1365,2107,2435,2749,2102,1339,406,16821,0,0,0,0,0,0,0,0,0,0,173,137,78,129,197,161,115,59,19,1062,0,0,0,0,0,0,0,0,0,5,2075,1233,783,1274,1436,1352,983,549,147,9819,33,16,17,21,37,35,36,27,10,235,13,7,7,28,15,20,20,9,0,129,84,45,40,43,58,35,23,17,0,342,22,15,13,22,16,33,21,13,3,159,11,9,4,14,18,40,37,12,4,147,3,0,3,3,0,3,0,0,0,9,28,13,18,17,10,14,13,16,0,126,114,72,38,78,82,58,31,13,6,500,198,128,132,302,439,491,410,311,85,2502,100,52,34,44,76,62,61,48,11,489,45,17,16,42,40,25,42,33,7,278,583,348,216,422,521,606,535,400,100,3732,235,112,78,122,149,81,59,32,12,876,0,3,3,4,8,8,0,3,0,35
10901,58,60,55,66,53,34,13,8,0,351,2097,1379,1338,1720,1984,1748,1133,855,307,12556,0,0,0,0,0,0,0,0,0,0,131,90,99,77,92,85,44,33,7,660,33,38,18,11,10,10,9,3,3,141,3533,2496,1780,2158,2103,1565,993,702,224,15554,14,9,3,9,11,18,10,9,3,89,62,36,45,59,45,38,48,33,4,378,29,27,25,17,19,27,10,16,4,172,7,8,3,6,11,11,10,0,0,60,584,309,236,358,359,325,245,218,89,2711,0,0,3,0,0,3,0,0,0,6,18,7,6,15,14,10,4,3,0,74,180,134,80,106,103,67,29,9,3,718,276,203,256,330,500,474,341,284,120,2791,45,33,25,29,30,30,20,13,5,222,45,35,32,34,47,42,18,18,8,280,590,497,326,479,659,498,346,283,99,3784,204,153,101,118,120,58,34,18,6,814,10,4,3,5,12,8,0,0,0,45
10902,0,8,7,4,3,0,0,0,0,30,397,243,306,385,525,507,309,160,61,2898,0,0,0,0,0,0,0,0,0,0,19,3,8,17,3,5,4,3,4,66,0,0,0,0,0,0,0,0,0,0,1029,475,442,559,524,404,327,158,38,3954,3,5,0,5,5,7,14,7,0,40,15,0,4,11,9,3,10,0,0,49,0,0,3,0,6,0,0,3,0,14,0,0,0,0,0,0,0,0,0,5,38,18,22,11,28,22,13,11,3,156,0,0,0,0,0,0,0,0,0,0,4,3,3,8,6,0,0,0,0,21,23,19,8,16,11,11,9,0,0,83,84,42,47,120,153,123,112,67,18,770,3,3,3,3,9,7,5,0,0,33,11,7,0,8,5,12,8,4,0,52,160,100,82,139,189,176,119,83,34,1091,35,17,11,23,22,20,14,0,0,143,0,0,0,0,0,0,3,0,0,6
10903,5,14,10,16,17,9,0,0,0,73,1412,752,819,1210,1525,1583,1348,938,254,9837,0,0,0,0,0,0,0,0,0,0,96,44,55,76,54,81,41,34,14,497,0,0,0,0,0,0,0,0,0,0,2739,1238,1081,1508,1601,1386,1135,693,165,11546,5,3,9,15,7,9,11,11,4,73,18,12,12,17,13,13,13,4,0,94,18,11,12,8,16,10,7,4,0,90,22,12,4,14,11,3,4,0,0,76,31,30,31,33,56,47,29,13,3,286,0,0,0,0,0,0,0,0,0,0,0,9,3,3,4,0,3,0,0,28,54,29,22,16,24,18,4,3,0,171,299,166,190,324,488,501,478,371,126,2939,24,10,12,10,18,10,25,7,6,135,3,0,6,0,7,3,3,0,0,25,680,407,322,562,749,656,547,428,111,4473,66,30,27,34,46,41,29,11,3,285,0,0,5,0,0,3,4,0,0,8
11001,21,68,44,31,60,35,6,3,0,269,2079,1731,1026,1434,1579,1498,995,615,223,11185,0,0,0,0,0,0,0,0,0,0,83,67,37,54,56,34,37,12,9,389,67,25,18,23,8,0,9,5,3,160,1840,1539,756,1072,1044,815,560,290,99,8010,18,12,0,12,8,10,3,4,0,65,9,14,9,17,13,10,11,5,0,78,47,15,22,43,28,19,14,10,3,197,10,4,4,10,11,5,0,0,0,47,26,22,9,27,26,12,14,4,6,143,0,0,0,0,0,0,0,0,0,0,8,7,7,3,7,12,4,3,0,43,66,60,26,46,36,27,8,3,0,277,243,240,179,319,378,382,304,243,83,2367,47,30,23,29,41,29,21,3,0,217,41,44,27,30,22,20,19,14,3,220,264,262,107,212,238,220,144,100,27,1568,116,111,51,49,75,56,22,13,3,497,6,3,5,3,4,5,0,3,0,31
11002,15,4,12,16,18,15,8,0,3,95,2425,1197,1248,1688,1895,1989,1589,997,347,13384,0,0,0,0,0,0,0,0,0,0,66,27,20,41,32,56,24,16,11,285,0,0,0,0,0,0,0,0,0,3,2030,937,849,1170,1066,1090,844,433,172,8603,7,4,4,0,6,6,4,11,3,52,8,6,3,8,5,9,5,0,3,49,32,10,22,30,16,27,28,17,3,186,3,0,0,3,0,0,0,0,0,11,15,13,11,22,22,41,21,19,3,165,0,0,0,0,0,0,0,0,0,0,5,3,3,13,12,5,3,5,0,48,129,70,46,56,50,44,38,10,9,453,250,164,183,331,432,472,360,253,101,2545,156,58,67,56,66,64,29,20,0,512,28,12,19,28,25,25,19,17,4,168,373,243,158,282,374,383,300,187,98,2395,170,75,66,80,89,83,41,16,7,629,6,0,4,7,4,9,4,3,0,26
11003,3,6,6,11,14,7,0,0,0,45,2116,1066,1247,1520,1420,1262,763,462,123,9976,0,0,0,0,0,0,0,0,0,0,39,33,30,34,35,24,8,0,5,208,3,3,3,0,6,0,0,0,0,12,1926,901,983,1052,918,750,497,239,57,7319,4,0,0,3,0,0,0,0,0,13,4,3,14,4,10,21,10,0,0,70,34,11,8,13,13,6,8,3,0,83,8,3,7,7,0,0,0,0,0,23,42,15,23,24,34,15,7,5,3,162,3,0,0,0,0,0,0,0,0,8,3,0,3,3,5,0,6,0,0,18,83,52,26,40,44,30,9,5,0,290,208,106,159,252,297,231,182,94,36,1557,41,38,26,37,20,29,4,7,3,205,18,3,18,11,8,6,9,3,0,75,177,131,144,156,196,139,77,29,11,1061,71,28,34,23,24,22,6,3,3,215,0,4,0,3,5,3,0,0,0,13
11004,26,25,32,31,23,20,10,3,0,175,5403,3194,2939,3752,4260,3858,2742,1897,653,28700,0,0,0,0,0,0,0,0,0,0,149,111,91,102,115,119,61,38,20,812,50,30,13,25,7,5,11,4,0,153,4604,2681,2135,2612,2552,2103,1594,905,240,19434,0,0,4,4,5,15,0,0,7,31,23,12,16,19,17,14,13,9,0,132,71,56,41,48,44,20,15,14,9,317,18,18,11,5,13,20,12,6,4,105,46,25,34,50,32,36,37,22,6,284,0,0,0,0,0,0,0,0,0,0,10,8,5,6,19,4,3,7,3,66,107,82,76,73,103,62,31,10,3,543,397,253,320,501,730,647,502,399,111,3860,90,46,50,50,57,44,25,16,6,382,14,19,16,17,19,36,24,11,4,163,772,468,377,592,670,687,547,360,130,4592,308,137,108,138,158,120,76,24,11,1077,9,8,3,3,12,21,11,4,0,69
