SUA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
1010,31077,28847,9931,2663,14034,13097,3386,7261,33042,3400,25392,153033,11301,270832,905,675,310,69,472,437,101,209,660,110,633,3741,258,6874,3482,1600,1244,403,1576,1666,385,885,1735,425,1976,8869,605,18411,781,278,316,130,396,433,85,217,364,119,509,2329,149,4602,889,225,282,165,622,510,115,166,362,125,517,2287,158,4670,199,70,45,17,168,106,25,33,103,22,160,798,51,1431,326,309,98,23,326,138,35,28,205,41,369,3782,144,5259,134,80,95,23,185,100,28,26,111,21,262,2694,70,3542,132,110,39,17,215,103,22,25,86,24,143,2953,70,3619,443,300,138,36,228,189,59,55,397,40,365,2288,111,3831,269,230,127,20,176,137,29,47,270,34,305,1781,68,2942,7570,3890,2699,915,4363,3818,884,1695,4294,951,5239,31520,1679,55180,814,303,196,114,370,362,104,218,333,126,275,1181,14207,17164,39462,33034,12833,3691,18764,17279,4385,9164,37674,4484,30909,185727,27193,343180,9779,14746,3180,48
1011,7526,5701,2320,604,2649,3234,718,1840,7140,760,5457,32425,2459,58135,172,119,58,24,71,82,19,44,125,21,130,818,60,1413,649,221,214,61,222,318,46,166,294,58,328,1290,90,2860,173,50,62,27,71,130,14,51,74,21,100,504,32,1006,90,19,34,16,54,61,14,18,38,14,51,242,28,501,21,16,5,3,32,16,7,4,40,0,64,486,23,648,61,41,23,7,58,25,12,6,37,11,89,1263,83,1601,14,9,7,3,9,5,0,0,11,0,18,462,10,533,78,38,20,14,73,44,14,0,33,5,46,1305,68,1642,80,44,29,3,28,28,7,7,73,7,56,416,21,673,46,49,25,4,27,29,7,11,56,5,60,627,17,861,1380,601,476,154,642,728,141,312,774,141,950,7418,435,11730,170,61,51,40,85,108,20,44,104,27,89,340,3589,4327,9081,6365,2847,801,3377,4064,878,2197,8015,931,6493,40187,6484,74195,2421,2825,665,14
1012,3553,4084,1009,317,1848,1578,386,776,3868,345,2820,18504,1491,32801,37,40,19,3,24,22,8,9,29,4,38,246,22,411,97,51,28,7,41,57,10,24,53,15,47,212,20,465,47,12,10,0,21,18,5,9,14,6,21,83,12,185,23,9,8,4,16,11,0,3,3,0,14,48,7,108,4,3,5,0,5,7,0,6,0,0,8,80,3,109,18,21,6,4,29,9,8,0,10,3,27,440,9,529,3,5,0,0,6,4,0,0,11,0,14,227,9,274,18,27,8,0,59,13,3,0,11,0,33,1769,31,1947,10,5,4,0,4,8,0,0,0,0,10,83,4,107,10,13,7,0,21,10,3,0,14,0,38,191,4,287,268,184,81,20,244,153,30,62,144,30,247,3371,114,4428,103,40,23,21,51,52,6,27,53,13,24,138,3006,3355,3917,4308,1117,359,2143,1784,421,858,4071,392,3094,22016,4617,40578,1309,2096,344,5
1013,3227,1836,1008,461,1253,1418,378,686,2293,407,1725,8333,723,17321,56,26,20,12,21,19,7,15,28,5,33,128,15,292,262,78,93,41,79,124,31,60,89,26,97,328,29,865,67,19,25,18,35,40,6,20,39,10,28,133,7,294,45,13,12,8,21,33,9,14,15,9,33,80,19,202,8,3,4,0,8,3,0,0,7,4,4,39,0,61,12,13,4,0,14,0,0,0,7,0,11,172,13,234,4,0,0,3,5,0,0,0,3,0,0,48,0,66,4,5,0,0,3,0,0,0,7,0,0,142,8,163,11,3,6,6,5,7,3,0,13,0,9,69,8,112,20,10,0,4,3,3,4,4,6,3,4,44,4,82,498,173,172,92,198,241,50,105,209,57,227,1179,104,2376,115,45,44,11,63,65,20,25,50,25,38,212,904,1393,3846,2054,1225,567,1506,1727,451,818,2553,484,1991,9722,1729,21087,581,653,187,0
1014,2792,2441,758,255,1267,1084,393,645,2549,246,2081,10694,1204,20465,48,27,14,5,24,20,7,9,35,4,36,181,27,360,148,54,37,17,78,74,23,48,60,15,71,215,26,569,35,14,10,12,14,21,7,12,17,4,22,78,10,172,39,6,11,5,22,20,6,12,20,5,17,63,17,169,8,6,3,0,5,0,0,0,9,0,8,44,32,90,14,19,6,0,12,3,3,0,18,0,19,272,12,354,9,0,3,0,14,3,0,0,6,0,4,165,10,200,7,5,0,0,26,3,0,0,4,0,21,397,11,465,12,3,8,0,5,0,0,3,15,0,23,72,0,120,13,0,3,0,5,6,0,0,5,3,14,107,12,149,329,133,99,47,207,158,58,84,186,44,233,1585,151,2651,79,35,20,6,40,36,10,16,23,6,21,95,1199,1450,3204,2608,883,305,1512,1280,461,741,2755,302,2337,12377,2557,24565,926,1154,245,6
1015,2358,1994,668,226,1148,1068,337,601,2373,252,1781,8655,716,16785,28,15,4,0,7,13,5,11,26,3,15,85,7,172,76,35,28,10,45,55,15,23,41,8,41,105,5,319,29,12,10,8,12,18,0,13,16,3,17,42,4,123,10,0,0,0,6,3,3,0,0,0,3,25,0,46,0,0,0,0,0,0,0,0,0,0,0,13,0,20,7,7,0,0,12,5,0,0,3,0,4,105,9,139,3,3,3,0,3,0,0,0,0,0,4,37,4,60,0,4,0,0,5,9,0,0,4,0,3,111,0,133,6,5,3,5,4,0,0,8,7,0,13,36,4,66,8,4,0,0,0,3,0,0,3,0,5,39,0,55,160,88,55,26,98,107,24,50,99,21,110,609,39,1139,81,43,21,5,34,34,16,26,48,13,25,101,1065,1338,2604,2120,742,254,1288,1213,368,677,2519,281,1924,9362,1820,19255,569,788,155,4
1016,1212,1596,410,100,612,487,96,251,1309,142,969,8339,673,13751,41,48,9,3,92,35,14,12,33,3,42,658,45,917,35,14,12,0,20,14,0,16,19,7,17,105,4,201,12,12,0,0,0,11,5,0,0,0,4,70,3,103,218,42,64,56,119,92,24,29,46,21,76,308,34,775,15,8,4,0,9,6,0,0,10,0,9,78,4,122,13,20,4,0,20,5,0,5,8,0,18,596,23,693,0,4,0,0,5,0,0,0,0,0,5,208,0,222,27,28,7,0,80,13,6,0,22,4,40,1874,53,2118,11,3,4,0,3,0,0,0,3,0,4,95,5,120,8,8,0,0,3,0,0,3,6,0,7,135,0,169,372,196,105,67,358,177,45,58,149,47,219,4131,176,5445,54,30,12,24,24,25,7,10,17,0,35,96,1152,1375,1634,1819,528,182,991,684,152,320,1473,194,1223,12566,2008,20569,528,858,187,0
1017,1780,1583,491,200,952,796,249,503,1819,259,1317,6261,1277,13215,25,19,3,0,15,12,3,6,10,6,23,60,16,153,97,32,21,10,36,42,5,26,44,19,50,82,14,282,28,3,13,7,13,16,3,0,14,10,9,39,4,116,10,5,0,0,9,10,3,0,11,4,8,10,0,40,0,0,0,0,0,3,0,0,0,0,6,10,23,41,12,8,0,0,11,4,6,4,3,0,9,102,39,180,6,0,6,0,0,0,0,0,5,0,0,31,15,58,0,0,0,0,9,0,0,0,3,0,3,61,10,82,15,6,5,0,7,3,0,0,10,3,6,23,3,56,8,4,3,0,0,0,0,0,4,0,3,9,0,20,189,76,48,24,107,84,17,43,105,37,108,430,128,1024,75,47,12,4,37,36,13,22,48,9,28,124,1097,1414,2048,1712,553,230,1096,920,277,569,1970,306,1453,6816,2502,15654,464,565,107,5
1018,2707,3015,942,221,1297,1278,333,729,3818,351,2622,12607,1002,24056,47,34,16,0,24,21,7,15,45,9,43,226,12,398,134,93,47,13,47,72,25,52,102,19,98,291,21,698,35,17,14,4,20,26,5,14,34,13,28,157,14,292,45,11,12,7,24,31,5,10,23,9,25,66,3,179,4,3,0,0,7,7,0,0,3,0,11,59,3,92,21,20,4,3,14,3,0,0,22,0,28,258,18,356,4,5,0,0,3,0,0,0,0,0,9,128,0,153,8,13,0,0,12,0,0,0,4,0,10,233,3,270,22,17,3,3,11,10,4,7,28,6,28,149,10,232,19,7,5,0,3,6,3,8,8,0,17,104,6,167,340,217,107,33,171,179,47,101,279,46,299,1659,84,2841,53,26,19,6,28,27,11,18,32,13,25,115,1664,1916,3101,3264,1062,260,1496,1485,396,847,4130,414,2945,14376,2753,28816,874,1492,286,3
1019,1501,1157,356,121,718,604,104,331,1301,141,923,5213,680,10177,41,14,8,4,21,11,5,7,37,5,21,69,14,166,118,40,27,15,53,49,12,29,45,12,43,116,18,359,24,8,3,9,16,12,0,7,8,0,23,41,9,115,32,11,8,4,18,20,6,3,10,0,19,69,9,145,0,0,0,0,0,5,0,0,5,0,5,12,10,33,17,9,3,0,16,7,0,0,12,0,15,125,13,192,0,0,4,0,4,0,0,0,3,0,3,49,9,73,10,5,0,0,12,3,0,3,3,3,0,94,4,119,18,8,5,0,4,3,0,0,9,0,11,25,4,67,4,0,0,0,3,3,0,0,0,0,3,14,7,32,252,93,59,26,147,113,28,52,133,23,139,622,86,1303,64,27,15,15,25,28,0,8,29,10,21,97,679,909,1817,1281,433,167,888,740,127,385,1465,174,1079,5930,1448,12385,403,492,83,0
1020,1498,1444,417,64,700,596,173,263,1628,137,1272,7338,529,13004,22,26,12,0,26,14,5,0,17,0,27,87,4,172,122,44,36,3,62,59,13,31,64,18,78,270,27,574,25,4,10,0,17,18,5,8,13,0,21,51,3,130,31,5,12,4,14,12,3,5,3,0,17,42,3,103,4,0,0,0,0,5,0,0,0,0,4,11,0,24,10,10,3,0,7,0,0,0,7,0,9,92,6,139,0,0,0,0,0,0,0,0,0,0,3,37,0,45,5,0,0,0,0,0,0,4,0,0,0,35,0,42,10,11,6,0,4,4,0,0,8,0,5,48,0,83,3,4,0,0,7,0,4,0,10,0,0,59,0,86,230,110,70,10,138,108,26,45,126,23,158,722,45,1392,20,16,6,0,13,6,0,13,10,7,7,50,520,625,1741,1566,495,73,855,709,206,316,1760,160,1437,8115,1092,15020,535,697,146,0
1021,3005,2547,956,363,1369,1400,338,650,3135,367,2420,12256,1011,23110,112,81,50,10,85,67,24,25,74,16,84,430,29,845,297,88,90,43,138,140,42,58,123,23,126,418,44,1088,79,26,37,17,40,43,7,20,31,10,45,126,10,321,51,20,24,23,32,36,4,13,19,8,33,106,9,253,11,5,5,4,15,9,5,3,11,3,9,50,0,80,23,22,6,0,17,8,7,4,15,6,19,194,7,276,7,4,0,0,3,5,0,0,3,0,0,78,3,109,10,7,5,0,16,6,5,3,13,5,4,111,0,145,29,12,6,0,11,14,0,5,29,5,28,115,9,212,19,22,4,7,30,13,0,3,18,5,29,170,10,282,645,282,237,103,377,355,98,139,327,83,383,1795,114,3614,60,25,25,12,36,33,15,24,31,9,30,96,860,1104,3706,2853,1217,479,1781,1777,453,813,3489,462,2830,14145,1982,27828,822,1208,258,0
1022,945,1115,299,96,450,469,103,279,1143,101,802,6533,481,10826,13,14,3,0,9,7,0,7,5,5,10,68,9,126,65,23,8,0,24,27,12,14,33,4,20,140,10,295,10,9,15,6,12,11,3,6,3,5,13,49,3,102,17,3,3,0,5,7,0,4,9,5,9,30,4,82,0,0,0,0,0,0,0,0,0,0,0,9,0,14,7,4,0,0,3,0,0,0,3,0,5,105,3,132,0,0,0,0,4,0,0,0,0,0,7,33,0,42,6,0,0,0,3,0,0,3,0,0,4,101,5,121,4,3,0,0,3,0,0,0,9,0,5,47,0,73,3,9,0,0,0,0,0,0,0,0,0,46,0,65,133,61,38,6,76,61,13,32,71,19,72,640,37,1051,18,11,4,0,6,12,0,8,5,3,5,42,609,690,1092,1185,336,104,529,542,119,315,1224,118,877,7216,1126,12563,313,586,106,4
1023,1026,1296,279,55,591,419,127,253,1308,98,847,5820,645,10391,16,19,6,3,14,14,0,0,19,0,15,140,17,220,41,21,7,3,27,18,3,3,21,6,17,64,9,168,20,8,3,0,8,7,0,0,6,4,3,22,4,55,10,6,0,5,8,0,0,0,9,3,3,16,4,51,0,0,0,0,0,0,0,0,3,0,0,13,12,29,4,14,0,0,10,8,0,0,3,0,16,144,34,223,0,0,0,0,8,0,0,0,0,0,0,46,7,61,0,4,4,0,3,3,0,0,4,0,3,125,4,139,9,3,0,0,0,0,0,3,7,0,3,24,3,42,0,6,0,0,8,7,0,0,5,0,5,77,7,95,99,72,27,12,89,50,8,16,67,11,75,668,93,1092,32,23,10,4,18,7,9,9,25,4,10,55,655,796,1154,1391,317,72,703,478,144,276,1399,118,935,6553,1396,12272,340,563,98,0
1024,3492,1996,1130,206,1303,1430,330,655,2441,284,2046,11747,1000,22247,87,46,42,5,37,51,11,16,49,11,51,256,22,528,437,162,138,33,177,195,25,85,157,44,195,871,65,1946,90,16,41,12,35,44,15,15,27,13,42,254,16,492,104,15,31,13,66,39,11,18,21,11,48,207,24,455,12,5,3,0,13,9,4,4,3,3,14,48,0,91,27,18,9,0,23,14,8,5,21,0,23,239,13,341,9,6,4,0,9,5,0,0,6,0,5,90,3,118,9,7,3,0,10,7,3,0,4,0,13,163,0,196,38,28,18,0,12,12,3,9,35,3,33,183,12,314,37,11,16,4,19,17,3,6,12,3,34,160,4,270,857,311,303,73,397,393,78,156,327,85,451,2470,170,4753,104,32,33,15,34,34,9,14,32,12,25,142,1083,1416,4449,2345,1462,290,1730,1860,417,825,2794,382,2523,14363,2255,28418,888,904,285,8
1025,47168,48162,14007,3896,22531,20624,5099,9947,59144,4828,40601,238335,19648,429945,702,650,254,60,455,310,85,165,671,83,587,3531,278,6387,2632,1166,817,272,1171,1253,298,577,1621,319,1553,6341,529,13667,837,275,293,147,464,460,86,188,395,111,517,2424,152,4754,1145,292,325,264,766,617,175,169,507,163,637,2461,244,5459,97,97,29,11,94,62,17,17,98,12,130,1492,85,2029,405,380,124,15,389,158,57,53,345,28,462,5022,220,6906,117,96,43,9,151,81,27,22,108,19,219,3337,121,4123,173,189,57,9,316,113,28,31,139,13,261,5429,152,6579,267,310,105,20,139,108,30,39,409,23,342,2322,121,3693,226,230,91,19,142,102,30,17,245,22,262,2586,114,3656,6603,3689,2133,823,4086,3272,839,1282,4551,786,4988,34946,2015,57266,1080,436,262,168,543,536,140,279,498,132,382,1396,17536,21225,54852,52289,16409,4888,27164,24433,6080,11514,64198,5744,45970,274680,39200,508437,14644,24782,4454,93
1026,3798,3429,1133,348,1842,1502,570,962,4509,423,3142,16375,1890,31001,77,45,22,3,34,32,11,24,55,8,46,223,48,493,424,153,131,43,217,195,57,104,183,47,223,630,60,1637,106,17,44,21,42,57,21,22,30,15,53,147,13,385,78,21,25,18,59,53,19,20,48,14,47,144,11,362,12,5,0,0,10,4,3,0,5,5,16,76,23,135,24,37,16,0,24,21,13,0,15,7,33,411,27,576,11,5,3,0,16,4,0,0,3,0,19,185,12,242,14,11,0,0,35,3,0,8,10,0,21,575,17,673,47,33,14,3,27,26,10,5,37,4,41,162,14,305,25,17,4,4,18,15,0,6,25,4,23,115,12,198,812,343,257,101,482,404,134,185,415,97,522,2673,238,5003,108,64,36,14,65,52,17,36,79,13,35,170,2254,2674,4711,3840,1427,463,2386,1963,722,1186,4999,533,3701,19218,4381,38678,1067,1570,305,8
1027,3581,3931,1058,276,1687,1528,350,856,4753,348,3239,20007,1442,35067,48,40,20,6,36,27,8,14,56,5,54,292,14,507,161,56,50,17,84,77,18,30,92,26,76,373,25,812,56,21,18,12,38,36,3,14,31,9,37,144,11,318,70,12,15,14,43,36,6,19,25,9,34,124,9,292,4,4,6,4,6,6,3,3,0,5,9,89,3,111,17,24,0,4,25,10,8,3,19,5,30,471,17,594,13,10,8,0,17,5,0,3,20,0,21,241,3,314,14,20,4,0,31,17,0,0,12,0,29,798,18,917,14,21,0,0,6,3,3,3,21,0,19,166,7,244,9,24,8,0,16,8,3,0,25,0,26,281,17,386,424,224,135,52,299,223,59,98,306,54,327,2982,130,4493,79,44,26,12,47,48,5,29,50,8,26,161,2000,2355,4082,4196,1213,345,2030,1805,417,976,5111,414,3587,23148,3579,41920,1234,2068,387,4
1028,5434,4335,1795,572,2114,2310,573,1239,5228,579,4074,21862,1605,40625,140,89,55,14,58,63,22,32,92,18,94,454,33,887,587,199,206,73,226,264,59,145,269,59,286,1182,78,2632,152,39,70,28,57,85,25,37,53,32,88,380,25,765,86,17,29,15,57,36,10,13,41,9,45,194,12,409,11,7,10,4,14,12,4,5,6,9,21,108,5,169,18,30,12,5,30,12,0,4,17,3,33,490,15,618,11,8,12,3,13,3,0,0,6,0,21,235,0,289,13,19,0,0,25,15,0,0,7,0,13,462,12,546,45,31,16,9,28,22,8,9,56,6,48,265,11,450,35,30,20,4,20,18,5,8,23,8,32,266,5,412,1094,474,427,148,508,544,131,251,572,151,675,4032,192,7178,160,65,39,19,75,74,16,42,73,26,68,210,1829,2387,6696,4870,2263,736,2696,2926,725,1532,5872,748,4817,26099,3623,50193,1421,2132,487,13
1029,1512,1491,367,122,731,548,150,271,1628,129,1211,8716,657,14527,35,30,9,4,11,19,5,0,37,3,27,260,19,417,66,33,12,10,30,27,9,11,32,4,36,149,10,317,18,4,4,3,6,3,0,4,4,0,18,59,0,96,12,4,4,0,0,9,0,0,3,0,3,35,3,63,0,0,0,0,0,3,0,0,0,0,0,14,0,12,11,8,0,0,13,3,3,0,7,0,27,233,12,300,3,0,0,0,0,0,0,0,0,0,8,46,0,66,5,0,0,0,9,6,0,0,0,0,5,88,0,110,5,0,4,0,0,0,0,0,9,0,3,33,3,54,9,4,0,0,3,0,0,0,11,0,8,105,5,135,154,89,41,17,79,71,21,18,105,15,139,1022,55,1562,29,13,12,4,10,11,5,7,12,3,3,49,831,930,1698,1587,415,147,820,629,175,304,1744,147,1357,9782,1536,17018,549,778,106,5
1030,2519,1632,773,177,1117,939,319,553,2101,248,1634,8201,656,15841,58,27,17,5,36,25,3,16,37,4,38,139,20,316,349,106,111,37,142,157,61,90,127,43,141,450,32,1192,91,21,24,11,50,43,6,25,40,11,49,130,9,335,140,27,33,13,93,70,18,20,48,16,68,176,16,484,14,3,0,0,10,3,0,3,5,0,6,30,0,47,21,9,5,0,15,5,0,0,11,0,17,122,12,206,6,8,5,5,0,7,0,4,5,0,0,54,0,68,10,0,0,0,4,0,0,0,3,0,4,32,4,55,21,14,9,0,12,16,6,4,16,4,23,109,9,202,10,10,3,0,10,0,0,0,0,0,9,43,4,90,716,213,204,65,369,330,103,165,296,76,352,1287,108,2997,81,41,22,3,46,29,13,17,33,14,27,115,994,1265,3314,1885,1000,250,1536,1294,429,738,2428,347,2011,9604,1758,20105,635,663,194,3
1031,167206,229840,62263,13895,79376,76653,17259,32052,215603,16153,197519,1794399,100260,2652310,10208,10571,3607,807,11732,6237,1762,1740,7292,1270,9599,86448,5082,134949,18952,12469,7508,1907,8212,9388,1660,3782,12364,1974,14423,94952,5424,160463,6192,3566,2652,945,2991,3552,617,1231,3805,838,5197,46423,1976,68961,31199,6740,9544,5762,20896,16626,3631,4458,12514,3960,19919,93115,7256,178453,22014,11204,5110,2142,22041,11850,3274,2977,13604,2784,23739,136476,8236,217459,15295,13392,5859,1789,22788,8661,2690,1730,9556,2241,25795,229330,9006,316601,10509,6654,6928,2145,17620,8797,2454,1719,8125,2227,25309,286562,7013,362586,9306,9795,2472,701,20895,6926,1494,980,6355,1028,14243,285402,7318,347775,6982,5730,2473,600,4154,2513,671,766,6736,668,7699,72770,2814,102517,4094,3882,1804,317,3476,2243,496,504,3743,404,4998,44760,1847,65124,134746,84000,47957,17122,134802,76799,18751,19878,84101,17387,150913,1376230,55963,1954887,4159,1755,1209,689,2585,2203,613,926,2269,616,2321,14681,197138,222844,306114,315595,111422,31708,216768,155652,36617,52861,301968,34158,350756,3185311,353358,4830047,88348,159167,36134,534
