SUA_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
1010,5,107,9588,9694,151,1132,7250,8531,4560,4697,7703,16962,10476,3059,4800,18334,11228,2610,5794,19635,11513,1939,6071,19526,11352,1053,4845,17252,7124,455,3136,10717,1654,58,1302,3019,58054,15112,50498,123664,7,174,8814,8994,281,1692,6252,8224,6316,4989,6714,18013,11596,3003,5431,20029,11598,2567,7111,21274,11989,1823,8128,21948,10758,918,8357,20032,5368,282,6653,12297,788,31,3787,4612,58700,15473,61247,135419,8,276,18396,18682,424,2827,13504,16755,10871,9688,14413,34975,22074,6065,10229,38359,22827,5173,12907,40909,23505,3765,14205,41474,22113,1972,13196,37280,12483,737,9787,23009,2450,91,5093,7631,116750,30586,111747,259082
1011,0,26,1943,1968,34,228,1285,1548,1006,874,1644,3523,2007,640,1067,3714,2202,559,1163,3920,2352,496,1320,4176,2692,319,1174,4183,1561,93,583,2243,425,18,259,700,12283,3249,10443,25974,0,41,1850,1900,84,343,1020,1450,1357,912,1618,3883,2264,668,1302,4237,2335,572,1556,4459,2470,499,1785,4756,2541,247,1777,4565,1184,69,1384,2635,204,8,722,941,12435,3364,13022,28819,4,67,3796,3870,116,573,2310,2997,2360,1781,3261,7408,4270,1311,2368,7952,4534,1131,2717,8380,4822,994,3109,8925,5235,565,2947,8751,2746,160,1965,4872,624,26,984,1638,24716,6613,23465,54793
1012,0,24,1039,1063,24,226,699,953,946,678,1186,2812,1274,274,549,2090,1050,240,567,1859,1116,175,538,1829,949,72,422,1444,579,29,221,831,138,5,88,236,6077,1723,5316,13115,3,37,925,957,58,313,732,1105,1245,698,1129,3067,1323,301,681,2309,1062,217,780,2062,1129,166,804,2102,885,71,694,1654,457,12,615,1088,62,3,285,352,6225,1822,6651,14693,3,61,1967,2025,85,544,1431,2058,2188,1380,2316,5882,2598,574,1227,4401,2112,459,1354,3921,2240,344,1339,3927,1836,141,1120,3095,1035,45,841,1920,204,5,377,583,12302,3546,11966,27808
1013,0,6,415,426,5,54,255,314,124,154,330,612,367,120,286,770,431,127,354,911,683,156,452,1293,1143,117,540,1802,863,63,309,1238,211,13,195,409,3820,810,3145,7774,0,22,389,406,9,59,238,309,192,191,341,726,415,129,279,822,466,154,420,1045,803,143,603,1547,1155,112,731,1994,690,29,672,1391,127,3,431,559,3850,842,4109,8801,0,24,809,837,13,113,497,623,317,345,676,1336,779,250,565,1595,900,285,771,1960,1481,291,1056,2833,2304,229,1266,3799,1546,96,984,2629,333,15,621,973,7674,1658,7246,16578
1014,0,8,600,612,12,122,487,627,433,382,570,1384,682,196,348,1225,622,150,440,1219,774,111,455,1343,691,64,365,1125,408,24,221,658,108,0,82,194,3731,1065,3578,8374,0,19,546,563,25,182,359,570,572,372,552,1502,706,188,430,1320,700,175,494,1369,753,88,563,1406,647,52,614,1314,311,9,477,800,62,3,220,288,3774,1096,4246,9121,0,27,1143,1175,40,304,848,1189,1003,754,1127,2884,1387,388,772,2544,1325,328,936,2590,1526,199,1023,2746,1338,119,979,2438,722,36,702,1457,171,3,303,479,7510,2165,7823,17493
1015,0,14,522,536,15,122,323,461,220,264,388,871,384,127,305,813,432,113,349,892,557,85,386,1034,601,58,335,991,414,18,188,619,115,8,96,218,2735,806,2899,6441,0,13,410,424,27,160,295,484,301,266,463,1025,436,135,394,962,466,110,475,1055,578,94,470,1142,575,51,479,1095,334,8,464,810,69,0,270,340,2783,834,3716,7335,0,28,937,965,41,276,619,935,516,530,844,1901,821,258,693,1781,894,222,828,1949,1134,180,861,2177,1176,106,810,2094,751,26,644,1429,182,8,371,559,5514,1646,6611,13772
1016,0,5,551,556,18,57,488,561,527,272,670,1457,742,130,383,1251,672,108,338,1116,683,78,291,1052,510,27,169,706,330,8,99,437,97,0,49,148,3576,687,3041,7303,0,3,532,540,37,102,353,497,663,273,579,1518,778,124,314,1215,701,98,354,1154,648,68,348,1061,469,16,312,804,263,4,290,553,32,5,222,256,3591,706,3302,7597,0,11,1083,1102,60,156,846,1064,1185,543,1250,2978,1516,258,693,2469,1371,214,691,2275,1328,147,637,2113,981,47,480,1514,589,13,385,987,127,8,273,406,7168,1394,6343,14903
1017,0,10,441,449,5,69,265,338,144,165,316,630,256,107,215,583,298,112,300,704,406,102,346,859,503,61,275,842,291,16,141,445,58,0,48,103,1964,643,2339,4949,0,10,410,419,10,93,244,346,199,176,335,708,309,112,292,713,339,126,336,807,434,93,424,948,471,52,356,879,216,14,272,502,14,0,121,140,2000,675,2790,5462,0,15,850,869,21,158,503,686,344,339,654,1339,562,228,507,1292,635,236,633,1512,838,194,775,1809,974,118,631,1727,505,29,409,947,72,0,164,245,3963,1325,5131,10414
1018,0,17,813,825,11,117,613,738,359,420,768,1547,624,280,531,1436,626,239,670,1539,781,178,749,1710,760,91,549,1401,458,25,229,705,137,4,88,228,3757,1380,5003,10135,0,23,727,746,28,153,513,698,486,464,660,1607,704,286,646,1638,671,241,838,1751,758,160,921,1843,706,65,808,1584,374,9,574,961,70,0,312,382,3800,1405,5999,11204,0,40,1535,1570,37,274,1127,1437,847,881,1424,3154,1327,565,1176,3069,1304,486,1506,3290,1540,336,1677,3551,1469,158,1357,2983,827,41,805,1672,211,4,401,611,7558,2781,11005,21340
1019,0,8,296,305,3,37,240,284,186,133,274,598,234,84,197,514,307,73,267,649,389,64,301,751,416,35,266,714,242,13,166,423,65,0,53,112,1833,458,2067,4355,0,9,269,280,16,68,167,248,221,140,251,610,264,93,212,568,332,69,278,689,415,54,358,828,381,25,363,770,195,9,339,546,24,6,164,190,1851,476,2402,4726,0,15,566,585,20,105,411,533,412,277,521,1204,493,176,409,1078,641,144,546,1337,799,118,656,1577,794,64,629,1488,436,29,502,966,89,6,217,303,3685,930,4467,9075
1020,0,3,467,466,9,54,306,362,233,192,266,686,492,154,166,814,585,127,226,930,596,84,221,901,555,47,187,797,299,16,106,423,37,0,25,67,2814,675,1960,5447,0,8,413,423,8,77,228,313,327,209,224,752,572,134,208,911,611,132,202,946,618,75,199,888,504,40,228,771,193,10,175,389,24,0,62,85,2861,692,1926,5477,0,16,877,887,15,125,526,676,555,400,487,1440,1066,285,375,1729,1197,261,424,1878,1211,156,415,1784,1058,89,420,1568,501,31,283,807,68,4,84,155,5669,1362,3891,10925
1021,0,14,712,727,27,120,624,764,438,344,576,1368,764,195,370,1333,853,185,443,1478,939,130,463,1543,1024,82,408,1518,777,38,238,1049,209,9,126,342,5031,1116,3969,10119,0,24,664,688,34,169,478,679,626,361,501,1490,789,209,368,1370,855,183,487,1524,1037,143,572,1749,1011,73,579,1659,622,26,595,1241,93,4,332,429,5074,1186,4580,10837,0,36,1376,1415,59,285,1099,1449,1062,706,1083,2850,1556,406,739,2700,1706,365,932,3006,1982,278,1038,3292,2036,149,991,3176,1393,63,829,2286,300,8,462,774,10104,2305,8547,20955
1022,0,10,342,354,11,71,219,303,242,279,268,786,394,119,187,698,366,91,200,665,373,59,180,612,318,19,140,480,216,15,74,310,44,0,39,89,1972,670,1648,4292,0,11,298,310,18,107,150,276,325,290,253,866,404,119,198,722,397,76,225,694,367,50,223,642,286,24,236,547,170,8,226,408,24,3,109,134,1993,687,1914,4594,0,19,637,654,27,183,371,582,563,570,515,1649,801,240,381,1422,760,167,428,1357,748,105,403,1254,606,46,375,1025,394,19,300,715,67,7,148,222,3962,1355,3564,8884
1023,0,10,373,390,4,81,224,308,202,213,365,773,340,138,216,693,338,91,236,664,355,62,244,650,303,21,135,462,146,14,66,224,23,5,23,44,1700,629,1879,4211,0,22,300,321,13,110,167,295,286,240,306,834,360,115,222,699,362,97,237,692,340,50,242,629,260,17,194,478,105,9,130,245,7,0,78,84,1741,669,1865,4279,0,33,680,710,20,190,389,602,486,451,670,1609,708,257,434,1395,692,189,477,1357,696,110,478,1287,563,39,329,936,251,28,198,465,31,3,97,130,3441,1298,3748,8486
1024,0,0,737,747,14,45,422,484,248,232,450,924,577,173,311,1061,817,204,440,1462,1181,202,515,1892,1539,145,491,2171,1091,58,329,1481,226,10,122,350,5690,1072,3820,10579,0,6,607,616,25,82,356,463,346,246,369,962,702,203,320,1224,922,195,550,1666,1307,205,662,2174,1540,121,736,2400,847,45,686,1581,99,3,354,455,5791,1108,4648,11544,0,11,1347,1359,43,133,781,951,592,475,821,1889,1281,378,633,2292,1740,400,985,3127,2488,410,1180,4073,3078,257,1228,4568,1934,106,1021,3057,319,19,469,810,11478,2186,8463,22125
1025,5,154,13824,13982,266,2289,12546,15107,8353,9080,13812,31249,16289,4791,7827,28900,16102,3640,8534,28274,16066,2504,8254,26824,15244,1260,6141,22641,8539,402,3336,12272,1930,52,1451,3438,82789,24174,75726,182685,9,256,12964,13231,475,3407,10903,14785,11346,9364,12029,32734,17505,4774,8659,30938,16990,3558,9824,30370,16391,2372,10512,29270,14077,976,10015,25066,6515,283,7731,14537,960,29,4437,5432,84271,25015,87072,196357,15,413,26785,27216,741,5696,23452,29889,19703,18441,25840,63980,33791,9559,16484,59838,33090,7198,18356,58648,32452,4867,18768,56094,29315,2229,16155,47704,15054,689,11065,26807,2894,81,5893,8864,167055,49186,162796,379045
1026,0,15,1016,1026,15,212,711,938,587,611,929,2125,978,284,551,1812,978,264,608,1853,1144,199,693,2040,1197,112,549,1861,740,42,313,1094,177,9,138,327,5826,1748,5496,13072,0,35,925,958,40,273,624,934,807,591,819,2214,1075,328,646,2052,1033,244,791,2068,1193,182,832,2203,1150,84,854,2085,548,33,613,1188,88,3,312,398,5928,1773,6407,14109,0,49,1942,1988,57,482,1341,1879,1392,1201,1745,4338,2054,619,1194,3871,2012,512,1397,3920,2336,384,1520,4245,2349,193,1397,3940,1290,69,926,2283,265,11,453,728,11753,3529,11903,27184
1027,0,11,1143,1153,39,217,759,1017,853,689,897,2432,1332,337,574,2242,1285,266,613,2157,1131,173,618,1918,1114,79,456,1652,650,18,260,929,169,10,117,293,6564,1789,5437,13791,0,22,1029,1052,63,311,667,1040,1080,664,1024,2768,1464,360,777,2598,1270,245,807,2322,1202,152,829,2186,1068,61,838,1971,475,16,664,1158,76,0,333,413,6706,1840,6965,15513,0,34,2174,2209,105,524,1427,2055,1926,1346,1924,5199,2795,696,1350,4845,2552,512,1418,4480,2330,323,1443,4098,2182,141,1295,3621,1124,38,918,2086,246,7,455,711,13269,3634,12410,29306
1028,0,12,1329,1336,18,201,822,1047,551,579,972,2107,1329,395,594,2320,1518,343,731,2593,1598,254,823,2671,1987,225,729,2947,1455,82,489,2031,396,23,259,671,8857,2113,6749,17719,0,35,1213,1241,30,276,802,1109,759,614,937,2309,1504,370,756,2635,1628,362,1065,3050,1734,306,1230,3269,1938,162,1289,3395,1143,65,1229,2447,203,17,729,942,8938,2209,9250,20397,0,41,2533,2583,46,479,1625,2151,1315,1193,1906,4413,2829,771,1352,4953,3144,705,1796,5642,3335,554,2053,5939,3928,391,2025,6343,2602,151,1720,4474,596,37,985,1619,17788,4322,15994,38113
1029,0,6,529,532,8,97,348,454,373,293,450,1117,515,164,254,930,575,124,281,984,557,62,262,876,424,29,159,615,208,7,82,294,47,0,29,77,2708,784,2393,5877,0,17,419,439,17,138,286,439,456,331,343,1127,602,134,240,983,623,126,297,1042,545,48,265,864,366,17,249,635,140,6,188,341,26,0,101,125,2778,818,2390,5989,0,23,949,967,26,239,631,894,824,619,796,2246,1122,296,496,1914,1200,255,575,2025,1103,119,526,1745,797,39,409,1249,351,12,267,633,74,0,128,204,5485,1599,4781,11868
1030,0,12,432,440,13,75,294,382,222,258,338,817,457,170,244,869,516,137,343,996,702,127,390,1223,994,118,375,1493,613,39,226,885,139,3,79,217,3651,940,2731,7316,0,15,411,419,14,107,229,354,310,271,295,875,519,165,294,976,560,150,394,1104,758,141,488,1387,1019,99,519,1636,462,41,434,938,53,5,246,304,3694,992,3307,7995,0,19,840,861,30,182,522,735,528,528,630,1689,971,336,538,1845,1075,289,732,2099,1460,267,882,2610,2014,216,899,3132,1079,72,661,1820,186,8,322,522,7340,1925,6039,15308
1031,37,504,130638,131175,3179,10728,136712,150615,98951,70022,178238,347208,215332,39382,82486,337197,186571,26214,69349,282137,162107,17369,62105,241589,124032,8190,41826,174041,67013,2628,22940,92585,17463,374,10739,28582,874692,175414,735025,1785130,138,911,121622,122666,7926,15652,118298,141881,140592,73191,144450,358235,225967,35587,84194,345755,186931,23419,87493,297836,152940,14093,88059,255095,109503,5881,77551,192932,46797,1461,58270,106532,7485,171,32300,39955,878288,170368,812225,1860880,169,1416,252256,253848,11109,26384,255005,292495,239546,143214,322688,705443,441307,74969,166675,682948,373504,49633,156837,579973,315048,31460,150168,496683,233539,14065,119374,366973,113813,4092,81209,199115,24949,545,43039,68536,1752982,345783,1547245,3646011
1032,0,37,1240,1276,21,260,808,1094,751,683,1230,2664,1213,338,682,2238,1120,262,681,2063,1190,191,663,2045,1169,91,550,1815,800,31,307,1131,206,6,112,323,6468,1899,6273,14648,0,70,1092,1165,60,341,714,1111,1020,707,1197,2922,1241,341,837,2420,1174,252,904,2331,1251,185,916,2353,1137,76,858,2067,614,22,774,1413,99,0,434,536,6592,1999,7722,16306,4,109,2338,2449,81,599,1527,2204,1774,1389,2425,5580,2449,683,1522,4654,2289,516,1578,4388,2444,376,1577,4400,2305,163,1409,3874,1413,52,1078,2542,307,9,545,856,13062,3897,13993,30956
1033,0,12,669,678,21,113,455,582,308,279,582,1170,493,193,382,1064,567,158,496,1221,758,154,584,1500,907,101,503,1513,653,42,311,1004,165,5,113,286,3877,1055,4086,9021,0,28,634,660,37,158,354,551,392,295,605,1293,548,178,515,1240,664,172,587,1427,833,150,766,1754,889,64,738,1696,466,30,616,1107,82,3,360,442,3914,1088,5184,10181,0,36,1302,1343,58,270,810,1135,701,580,1186,2464,1042,374,901,2310,1235,327,1081,2646,1592,310,1355,3255,1803,164,1241,3205,1118,72,925,2113,246,11,470,728,7790,2142,9265,19202
1034,0,0,394,394,9,33,226,262,150,186,288,627,398,148,201,747,432,117,250,801,622,107,303,1031,946,88,283,1316,571,26,182,785,112,0,96,208,3239,719,2216,6170,0,6,342,349,8,55,164,230,226,205,257,677,426,150,232,810,484,115,289,888,736,106,426,1269,932,75,465,1467,403,14,407,820,61,0,239,300,3274,734,2809,6813,0,3,736,741,16,91,389,491,371,388,544,1307,825,301,433,1560,920,237,540,1692,1363,218,720,2297,1878,161,738,2783,971,48,587,1603,178,0,331,513,6512,1452,5024,12983
