SUA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
1010,..,151,4560,10476,11228,11513,11352,7124,1654,58054,..,1236,4697,3059,2610,1939,1053,455,58,15112,..,34,218,667,1118,721,362,220,140,3481,30044,..,..,..,..,..,..,..,..,30044,..,7159,..,..,..,..,..,..,..,7159,..,7505,3904,1501,1068,583,102,5,0,14668,..,652,578,332,341,508,486,279,132,3308,..,559,664,348,292,256,109,45,4,2274,..,593,1098,442,670,807,651,295,58,4615,..,337,1247,1503,2306,3198,3130,2297,967,14985,463,456,400,340,290,274,232,87,34,2578,30509,18678,17363,18671,19930,19806,17479,10803,3056,156286,..,282,6316,11596,11598,11989,10758,5368,788,58700,..,1865,4989,3003,2567,1823,918,282,31,15473,..,440,2186,3400,3949,2209,1055,780,611,14621,28098,..,..,..,..,..,..,..,..,28098,..,7548,..,..,..,..,..,..,..,7548,..,4957,2145,599,502,426,116,5,0,8750,..,563,315,150,282,798,981,756,458,4293,..,604,411,141,171,139,69,35,11,1575
1011,..,33,1006,2007,2202,2352,2692,1561,425,12283,..,255,874,640,559,496,319,93,18,3249,..,9,74,165,233,154,81,37,27,780,6212,..,..,..,..,..,..,..,..,6212,..,1276,..,..,..,..,..,..,..,1276,..,1329,648,287,212,131,29,0,0,2638,..,186,136,80,57,82,83,40,21,686,..,159,190,94,79,53,40,22,0,640,..,183,312,140,162,191,151,50,15,1199,..,84,285,308,415,705,794,440,191,3229,72,109,130,87,75,85,64,20,7,644,6286,3628,3653,3800,3995,4261,4249,2261,706,32835,..,86,1357,2264,2335,2470,2541,1184,204,12435,..,387,912,668,572,499,247,69,8,3364,..,99,492,765,790,364,217,178,121,3028,6107,..,..,..,..,..,..,..,..,6107,..,1368,..,..,..,..,..,..,..,1368,..,805,345,129,92,82,32,0,0,1486,..,152,99,34,71,168,192,111,99,921,..,137,183,73,54,36,11,0,0,495
1012,..,24,946,1274,1050,1116,949,579,138,6077,..,252,678,274,240,175,72,29,5,1723,..,15,56,84,99,82,34,13,9,390,3925,..,..,..,..,..,..,..,..,3925,..,611,..,..,..,..,..,..,..,611,..,657,325,125,97,34,13,0,0,1247,..,147,108,27,40,42,46,14,8,432,..,93,131,36,21,16,9,5,0,311,..,130,292,64,47,55,35,14,7,646,..,82,276,211,264,304,283,174,66,1669,65,87,60,52,43,24,24,12,5,367,3987,2108,2867,2145,1905,1848,1466,841,238,17401,..,57,1245,1323,1062,1129,885,457,62,6225,..,349,698,301,217,166,71,12,3,1822,..,99,381,395,371,167,90,71,40,1602,3922,..,..,..,..,..,..,..,..,3922,..,639,..,..,..,..,..,..,..,639,..,456,151,52,46,30,9,0,0,745,..,111,71,15,65,99,80,54,24,504,..,71,89,16,12,5,4,5,0,204
1013,..,5,124,367,431,683,1143,863,211,3820,..,61,154,120,127,156,117,63,13,810,..,4,15,39,50,48,20,12,18,200,1180,..,..,..,..,..,..,..,..,1180,..,247,..,..,..,..,..,..,..,247,..,302,154,86,70,46,12,0,0,679,..,38,29,13,13,16,36,17,23,186,..,25,18,22,12,13,4,0,0,107,..,26,43,37,38,57,59,34,9,298,..,22,64,86,168,274,407,242,151,1420,28,31,23,17,35,16,25,14,3,188,1205,771,636,786,946,1301,1824,1253,419,9143,..,9,192,415,466,803,1155,690,127,3850,..,80,191,129,154,143,112,29,3,842,..,27,118,170,194,111,72,61,57,808,1166,..,..,..,..,..,..,..,..,1166,..,258,..,..,..,..,..,..,..,258,..,209,75,35,45,53,7,0,0,418,..,38,11,6,13,46,48,33,28,220,..,30,22,4,8,12,5,0,0,75
1014,..,12,433,682,622,774,691,408,108,3731,..,133,382,196,150,111,64,24,0,1065,..,4,27,52,78,49,18,21,7,254,2137,..,..,..,..,..,..,..,..,2137,..,381,..,..,..,..,..,..,..,381,..,484,216,98,64,41,5,0,0,907,..,58,54,23,28,22,26,13,5,223,..,35,46,21,15,10,5,3,0,128,..,75,93,37,36,48,37,12,7,342,..,52,143,112,221,292,272,176,70,1341,25,36,42,32,21,18,25,13,5,225,2159,1269,1430,1252,1234,1365,1148,671,195,10729,..,25,572,706,700,753,647,311,62,3774,..,200,372,188,175,88,52,9,3,1096,..,46,192,240,220,123,69,57,34,980,2018,..,..,..,..,..,..,..,..,2018,..,348,..,..,..,..,..,..,..,348,..,352,121,42,38,21,5,0,0,576,..,46,23,13,28,42,63,34,8,264,..,32,26,13,5,6,0,0,0,78
1015,..,15,220,384,432,557,601,414,115,2735,..,133,264,127,113,85,58,18,8,806,..,5,33,47,56,38,7,10,11,212,1743,..,..,..,..,..,..,..,..,1743,..,305,..,..,..,..,..,..,..,305,..,372,155,80,51,45,7,0,0,705,..,55,34,19,23,26,35,12,4,200,..,36,25,18,34,9,7,0,0,136,..,39,57,26,37,51,55,12,6,282,..,41,85,110,155,226,229,148,69,1060,23,34,38,34,28,25,11,14,0,206,1768,1029,907,850,923,1059,1010,634,218,8392,..,31,301,436,466,578,575,334,69,2783,..,176,266,135,110,94,51,8,0,834,..,46,222,265,222,110,54,50,41,1015,1586,..,..,..,..,..,..,..,..,1586,..,260,..,..,..,..,..,..,..,260,..,216,74,31,40,21,7,0,0,383,..,49,27,10,25,49,56,40,23,280,..,48,20,5,13,4,4,0,7,87
1016,..,18,527,742,672,683,510,330,97,3576,..,59,272,130,108,78,27,8,0,687,..,3,16,31,53,34,10,10,6,167,1884,..,..,..,..,..,..,..,..,1884,..,357,..,..,..,..,..,..,..,357,..,461,228,86,51,20,3,0,0,852,..,97,61,38,33,20,21,11,4,278,..,30,78,32,34,26,0,0,0,204,..,49,153,75,47,41,17,3,4,389,..,39,126,116,132,150,112,77,38,794,24,19,37,22,22,19,4,3,3,147,1905,1142,1497,1271,1137,1072,713,445,153,9336,..,40,663,778,701,648,469,263,32,3591,..,109,273,124,98,68,16,4,5,706,..,31,135,155,166,94,41,31,26,686,1795,..,..,..,..,..,..,..,..,1795,..,390,..,..,..,..,..,..,..,390,..,325,142,30,17,23,6,0,0,539,..,55,32,15,29,55,33,18,14,248,..,22,56,22,20,14,4,0,0,137
1017,..,5,144,256,298,406,503,291,58,1964,..,75,165,107,112,102,61,16,0,643,..,7,24,40,53,31,13,13,4,187,1285,..,..,..,..,..,..,..,..,1285,..,216,..,..,..,..,..,..,..,216,..,347,164,65,69,30,5,0,0,678,..,64,30,13,22,49,41,19,7,240,..,28,27,19,13,19,8,0,0,115,..,16,25,17,29,40,41,8,0,176,..,24,48,64,110,184,170,102,33,731,28,35,26,32,23,12,10,6,0,174,1310,818,661,613,722,867,853,449,109,6405,..,15,199,309,339,434,471,216,14,2000,..,101,176,112,126,93,52,14,0,675,..,49,179,195,180,124,35,44,21,825,1267,..,..,..,..,..,..,..,..,1267,..,258,..,..,..,..,..,..,..,258,..,221,70,35,20,21,3,0,0,372,..,53,22,8,31,45,72,27,16,272,..,27,8,18,4,12,6,3,0,86
1018,..,11,359,624,626,781,760,458,137,3757,..,135,420,280,239,178,91,25,4,1380,..,0,29,74,125,86,44,14,14,382,2327,..,..,..,..,..,..,..,..,2327,..,507,..,..,..,..,..,..,..,507,..,581,265,143,105,58,11,0,0,1166,..,84,50,23,34,43,47,20,6,303,..,66,74,38,24,20,11,5,0,241,..,133,198,75,89,128,76,20,0,720,..,57,143,183,287,406,368,172,63,1681,50,62,42,34,48,31,17,12,4,300,2377,1632,1590,1468,1585,1744,1418,713,231,12761,..,28,486,704,671,758,706,374,70,3800,..,180,464,286,241,160,65,9,0,1405,..,49,211,390,402,216,97,71,55,1487,2190,..,..,..,..,..,..,..,..,2190,..,516,..,..,..,..,..,..,..,516,..,396,119,62,47,32,5,0,0,665,..,61,38,15,35,67,73,41,17,351,..,54,49,23,17,14,9,0,0,163
1019,..,8,186,234,307,389,416,242,65,1833,..,47,133,84,73,64,35,13,0,458,..,3,3,15,32,29,18,10,8,126,955,..,..,..,..,..,..,..,..,955,..,181,..,..,..,..,..,..,..,181,..,249,117,58,45,27,7,0,0,503,..,27,12,8,12,11,16,7,3,100,..,12,19,6,12,8,3,0,0,63,..,27,43,20,18,28,24,15,4,167,..,39,83,83,141,196,198,135,42,921,14,24,24,9,10,13,11,3,0,114,972,611,621,522,662,764,729,427,117,5420,..,16,221,264,332,415,381,195,24,1851,..,79,140,93,69,54,25,9,6,476,..,32,91,114,127,79,46,40,34,561,881,..,..,..,..,..,..,..,..,881,..,187,..,..,..,..,..,..,..,187,..,153,71,27,20,21,4,0,0,294,..,20,7,6,11,27,28,29,9,129,..,12,12,6,10,5,0,0,0,42
