SUA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
1010,6671,9166,5740,4012,15649,18058,4776,9835,1310,75234,22,90,75,42,76,50,22,50,12,437,6,6,10,3,22,17,4,6,3,79,153,459,312,205,632,447,122,169,22,2530,15,26,28,18,107,37,7,21,4,266,236,552,357,157,345,333,41,112,37,2167,75,166,146,94,291,211,48,68,3,1105,1803,2374,1557,786,1200,636,168,238,81,8830,1748,2156,739,248,364,215,59,141,71,5733,119,233,185,86,187,233,41,88,6,1180,111,116,118,77,260,166,40,85,0,980,150,183,346,195,830,626,153,184,18,2691,93,191,149,98,323,254,64,96,3,1271,259,699,656,419,871,748,200,323,27,4202,349,753,338,149,368,263,57,75,28,2381,325,276,553,231,1587,687,253,260,16,4196,779,1500,1343,961,1494,1362,400,1007,63,8917,1600,3506,4156,3048,4013,2951,548,911,167,20902,303,169,100,61,129,87,16,46,10,928,994,485,313,149,378,208,51,71,38,2683
1011,635,2002,1458,1142,3520,3325,1091,2190,296,15665,15,115,111,93,135,85,15,24,9,606,0,0,0,0,0,0,0,0,0,9,11,57,33,24,61,36,3,25,4,255,0,4,4,4,14,8,0,3,0,38,16,80,76,35,90,56,18,28,0,397,0,39,22,15,43,33,5,6,0,158,94,607,427,213,337,146,28,64,19,1941,114,675,282,135,139,111,38,53,21,1572,10,54,31,10,29,34,10,24,5,207,5,14,14,10,34,27,6,6,3,117,21,16,43,41,92,64,9,24,0,306,7,23,34,25,77,53,10,17,0,254,15,116,155,83,169,104,26,60,0,730,35,184,112,63,117,62,18,20,7,612,86,59,126,72,330,176,63,85,9,1000,98,323,365,266,367,289,141,268,17,2140,263,730,943,726,930,670,123,237,52,4677,9,68,33,17,30,21,5,12,0,194,26,135,104,84,133,64,17,31,10,601
1012,300,792,530,431,2366,2418,811,1823,198,9672,0,19,13,6,11,22,6,12,0,86,0,0,0,0,7,6,0,9,0,28,18,43,25,17,45,102,12,14,0,275,6,3,5,4,24,13,0,3,0,53,7,27,30,12,64,36,12,19,5,216,5,15,20,10,37,37,6,8,0,138,52,292,186,129,241,107,29,28,19,1088,32,281,154,70,99,55,26,48,17,774,3,32,13,5,28,28,7,15,0,128,3,15,15,9,24,11,0,0,0,73,8,9,13,14,71,39,13,13,0,194,12,6,13,9,44,28,0,10,0,117,14,50,50,39,120,75,19,28,0,404,14,54,40,23,75,30,3,28,6,274,41,36,58,33,311,146,45,51,6,724,68,187,208,175,296,222,88,154,12,1410,176,279,415,357,804,646,100,185,26,2992,13,48,16,10,40,18,7,0,0,155,9,70,53,38,75,43,15,14,0,326
1013,135,477,339,252,655,734,212,424,90,3318,0,5,5,0,8,3,0,3,0,17,0,0,0,0,0,0,0,0,0,5,0,16,10,7,11,8,0,7,0,64,0,0,0,4,9,16,0,0,0,27,4,15,19,5,11,14,0,11,0,79,6,0,0,0,4,5,0,0,0,18,33,175,111,58,73,49,10,13,8,529,30,163,84,40,41,28,6,21,10,422,0,11,8,3,9,0,0,0,0,35,0,5,0,0,7,4,0,0,0,22,4,9,10,7,15,9,0,0,0,55,3,18,14,14,26,13,7,5,0,94,5,22,31,18,25,14,5,12,0,131,14,40,24,10,7,3,3,3,0,109,14,9,22,9,71,18,7,4,0,159,33,76,57,74,77,62,30,48,0,451,65,178,262,163,240,129,31,37,20,1127,0,18,4,0,6,0,0,5,0,38,5,38,32,24,26,6,0,4,0,149
1014,205,509,373,265,1319,1291,426,1030,117,5536,4,10,3,6,12,12,0,5,0,45,0,0,0,5,6,0,0,5,0,16,9,30,15,12,57,28,14,14,3,175,0,0,0,0,3,6,0,0,0,14,8,19,18,9,26,24,6,12,0,114,4,6,10,0,16,14,5,8,0,59,51,160,136,60,145,73,14,25,8,680,38,180,86,40,48,28,11,15,3,460,9,16,19,15,18,6,4,10,0,91,0,8,4,0,14,6,0,0,0,37,8,10,10,9,31,14,3,7,0,86,5,3,8,13,19,13,7,9,0,78,3,25,35,21,63,30,16,17,0,215,8,62,42,21,44,23,3,4,0,209,40,19,45,33,241,109,24,30,4,552,37,94,78,84,129,79,28,81,0,614,81,189,296,195,334,264,49,90,17,1516,3,11,8,3,3,6,0,6,0,43,10,32,35,25,43,35,8,16,0,204
1015,142,406,270,257,900,743,248,526,93,3581,0,13,11,5,3,4,6,5,0,59,0,0,0,0,0,0,0,0,0,0,0,12,19,7,16,5,0,4,0,70,0,3,3,0,5,7,0,0,0,22,4,9,10,0,21,10,0,9,0,67,0,9,0,3,3,6,3,0,0,27,25,142,99,56,81,38,8,8,3,456,15,134,70,37,35,12,4,28,9,346,8,18,4,5,7,7,6,0,4,58,0,4,7,0,4,0,0,0,0,28,0,10,11,5,32,6,0,5,0,77,5,4,3,8,23,7,3,0,0,50,9,10,13,8,35,15,5,10,0,106,3,44,21,9,25,10,0,3,5,123,14,13,32,13,173,66,22,33,0,355,18,72,85,71,89,60,28,48,0,463,64,118,194,179,217,153,27,55,10,1025,4,12,3,8,6,6,0,0,0,43,0,32,26,17,33,20,4,8,0,127
1016,101,386,276,264,1586,1299,476,859,138,5392,14,31,35,36,99,40,3,11,0,270,0,0,0,0,0,0,0,0,0,0,23,53,41,68,295,143,38,50,3,721,0,3,3,0,7,13,0,0,0,33,5,21,10,10,16,7,5,3,0,76,0,13,15,18,16,15,4,8,0,84,39,220,109,78,117,61,17,9,7,661,13,115,63,32,56,35,4,19,0,332,6,10,9,4,7,12,3,3,0,57,0,5,0,0,4,0,0,0,0,19,0,3,14,12,23,16,3,6,0,91,0,5,8,0,9,5,0,3,0,34,11,22,34,22,66,33,9,13,3,208,10,41,32,18,38,15,3,6,0,156,8,18,34,9,85,27,7,13,0,201,25,79,76,64,92,79,30,56,9,511,46,114,170,150,255,175,40,69,12,1024,0,12,5,3,8,9,0,0,0,37,5,32,34,20,39,20,10,4,6,166
1017,98,288,222,200,602,501,133,334,87,2468,4,6,3,8,9,8,0,9,0,44,0,0,0,0,0,0,0,0,0,0,3,18,3,8,12,14,3,7,0,67,0,0,4,0,3,3,0,0,0,12,0,5,10,0,18,6,5,5,0,58,0,3,0,7,5,0,0,0,0,18,13,96,76,52,57,25,3,12,6,344,23,111,40,16,33,20,3,4,5,261,0,10,9,0,9,4,4,0,0,43,0,3,0,0,0,0,0,0,0,8,0,0,10,12,13,3,0,3,0,43,5,0,3,0,11,6,0,4,0,24,4,14,3,3,27,14,0,4,0,72,3,24,25,10,21,17,0,3,0,108,17,6,13,8,50,31,8,12,3,146,21,47,69,48,59,45,12,35,0,337,64,110,178,135,155,128,27,52,13,850,0,8,3,0,0,3,0,3,0,17,0,15,23,6,17,0,4,10,0,78
1018,207,738,597,509,1578,1396,414,727,122,6281,6,31,21,11,15,12,0,10,0,100,0,0,0,0,0,0,0,0,0,0,10,31,27,25,61,41,10,9,0,210,0,0,5,0,3,8,0,0,0,20,0,22,13,9,27,10,0,7,0,94,3,7,6,4,16,15,4,0,0,58,56,230,187,92,153,75,19,30,5,841,37,184,128,36,40,34,11,28,8,503,0,15,13,3,12,7,4,3,3,65,3,11,7,4,15,3,0,4,0,37,3,11,20,11,53,20,7,11,0,127,6,11,6,3,25,9,5,11,0,70,15,48,47,30,76,45,15,20,0,292,10,71,37,19,47,29,6,5,0,221,10,15,32,11,98,52,16,8,4,243,43,127,155,103,221,121,59,83,0,902,133,273,405,401,450,319,65,84,30,2155,0,27,11,3,10,8,0,8,0,60,12,54,39,21,64,23,13,9,0,236
1019,134,248,153,117,517,634,191,335,53,2383,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,0,18,0,3,8,4,14,11,7,0,0,42,5,0,0,0,8,4,0,0,0,18,0,11,4,3,15,7,0,0,0,42,3,4,3,4,8,6,4,8,0,45,34,72,62,31,32,28,11,8,3,277,32,116,34,17,18,17,0,3,3,245,5,7,4,0,9,8,5,5,0,44,0,0,0,0,3,3,0,0,0,12,10,0,10,7,38,17,0,0,0,84,0,0,0,0,10,3,0,3,0,21,7,15,11,14,18,20,0,6,0,79,15,21,20,8,22,11,3,9,0,112,19,17,54,18,88,49,10,10,3,267,10,41,42,23,54,43,13,25,5,258,30,79,110,87,112,59,8,18,5,520,0,3,3,0,3,4,0,0,0,21,4,29,11,8,19,8,3,6,0,84
1020,200,324,205,163,767,974,287,584,74,3580,0,11,3,3,9,3,0,3,0,35,0,4,0,0,0,3,0,0,0,16,6,14,14,16,23,21,5,6,0,105,4,0,0,0,8,5,5,0,0,19,8,27,18,8,27,12,6,18,0,116,5,14,7,4,14,7,0,3,0,55,17,98,100,49,68,31,7,11,0,378,46,148,33,21,10,10,3,8,3,292,4,11,17,7,12,11,0,5,0,68,0,0,0,3,7,0,0,4,0,16,3,12,19,5,34,20,7,4,0,107,0,10,7,4,17,15,0,4,0,54,11,27,27,23,35,24,10,13,0,177,14,46,29,13,32,16,0,5,0,170,22,15,31,20,110,56,14,15,0,282,13,69,70,43,44,50,15,30,3,335,66,127,160,139,162,114,19,31,8,820,6,13,8,0,4,5,0,3,0,38,15,29,13,17,23,7,5,0,3,123
