SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
1010,11,4,0,7,10379,10394,154,13,4,0,9110,9285,4946,310,249,16,12959,18485,11171,889,1177,41,6456,19731,11921,1301,2646,125,5138,21128,12298,1180,3562,358,3601,20998,12127,904,3188,906,1566,18693,7741,391,1530,1529,573,11760,2094,62,251,1334,175,3916,62470,5048,12603,4330,49956,134395,10,6,0,3,9590,9608,306,27,7,8,8650,8999,6738,589,459,32,11552,19367,12187,1251,1847,108,5851,21243,12191,1592,3871,402,4446,22507,12686,1432,5184,1287,2744,23332,11540,938,4808,2969,1352,21603,5913,279,2220,4844,516,13778,1097,38,575,4698,196,6602,62671,6150,18970,14353,44905,147043,12,7,0,6,19965,20002,460,44,10,9,17764,18281,11689,895,705,46,24519,37850,23358,2134,3026,151,12309,40975,24117,2893,6513,537,9577,43634,24983,2616,8743,1646,6343,44328,23669,1840,7998,3874,2920,40301,13656,666,3753,6377,1087,25537,3193,96,827,6035,368,10520,125136,11197,31573,18676,94857,281435
1011,5,0,0,0,2140,2147,44,6,0,3,1692,1740,1150,80,60,4,2741,4035,2238,169,236,10,1523,4171,2404,253,562,30,1088,4331,2608,232,846,79,825,4588,2985,231,799,188,410,4612,1752,68,312,274,114,2516,525,12,52,281,24,896,13702,1052,2869,861,10551,29035,0,0,3,0,2087,2091,95,12,5,0,1544,1652,1504,135,112,13,2537,4306,2458,272,373,30,1456,4588,2499,340,811,130,998,4781,2739,342,1153,287,683,5203,2799,206,1070,640,291,5004,1353,52,456,1065,76,3002,270,9,92,980,26,1382,13711,1370,4081,3146,9711,32016,11,3,3,0,4232,4245,131,12,5,5,3233,3387,2655,215,173,17,5278,8340,4692,441,609,37,2979,8761,4898,596,1374,162,2085,9115,5343,578,1993,369,1508,9795,5782,436,1875,824,699,9620,3102,117,767,1336,188,5513,794,25,148,1259,50,2277,27410,2421,6950,4008,20256,61051
1012,0,0,0,0,1232,1234,24,0,0,0,1114,1140,1145,62,40,6,1951,3199,1453,110,126,0,716,2401,1210,91,274,21,544,2146,1232,117,304,30,368,2055,1070,67,237,100,161,1646,663,26,110,138,46,982,176,6,18,128,11,337,6979,477,1107,420,6147,15128,0,0,0,0,1094,1098,65,3,0,4,1184,1263,1411,104,70,0,1830,3419,1449,144,210,7,770,2582,1177,142,369,43,564,2298,1241,147,452,118,357,2318,996,89,337,317,125,1863,538,22,142,541,54,1293,85,7,34,439,9,572,6974,662,1608,1474,5983,16703,4,0,0,0,2320,2327,92,3,0,4,2295,2400,2563,160,106,10,3778,6620,2894,254,334,13,1486,4981,2388,240,649,63,1104,4442,2478,264,757,151,733,4373,2067,157,574,418,291,3507,1209,49,249,673,100,2274,263,10,53,560,21,909,13955,1142,2714,1891,12132,31834
1013,0,0,0,0,456,456,4,0,0,0,344,349,146,10,11,0,518,691,388,34,56,0,349,832,479,59,144,9,330,1022,747,93,265,30,277,1413,1271,100,369,91,172,2004,956,35,175,170,56,1393,260,11,48,188,15,524,4258,350,1060,491,2527,8684,0,0,0,0,452,456,11,0,0,0,327,343,216,30,32,0,528,802,436,58,88,4,303,885,519,90,208,27,284,1127,884,105,398,103,190,1679,1255,83,449,294,105,2188,780,23,192,550,29,1572,171,3,52,587,19,829,4278,391,1406,1566,2239,9875,0,0,0,0,909,915,14,0,0,0,671,690,367,41,42,0,1046,1493,823,92,143,4,660,1717,998,151,348,33,617,2149,1625,192,661,133,471,3089,2530,191,814,384,275,4185,1741,61,364,716,84,2963,433,12,94,772,38,1355,8530,740,2465,2053,4772,18557
1014,0,0,0,0,680,677,28,0,0,0,752,788,521,28,21,0,1170,1746,774,57,76,3,545,1456,713,79,192,13,438,1436,860,69,250,34,295,1508,771,64,213,62,153,1264,469,26,103,111,49,756,136,3,24,91,10,261,4268,323,894,313,4097,9895,0,0,0,0,608,613,28,3,0,0,605,635,619,44,44,6,934,1650,753,87,97,12,478,1432,748,98,260,27,333,1467,825,91,310,92,205,1527,721,69,291,262,124,1460,349,17,124,386,58,933,82,3,33,323,19,470,4116,417,1159,1117,3368,10178,4,0,0,0,1283,1294,55,3,0,0,1354,1414,1137,74,65,6,2109,3394,1526,143,174,16,1029,2882,1466,180,451,38,773,2907,1681,161,564,128,497,3036,1491,134,508,322,281,2721,819,40,230,498,108,1688,218,10,60,412,35,733,8385,744,2054,1429,7464,20071
1015,0,0,0,0,611,610,12,3,0,0,505,521,250,21,38,0,701,1012,427,40,64,7,404,939,478,59,154,12,312,1020,616,53,213,16,257,1160,677,76,202,57,118,1130,456,20,89,76,57,711,139,3,19,103,7,269,3060,286,781,265,2973,7370,0,0,0,0,478,478,30,6,0,0,516,550,327,52,29,3,724,1141,487,83,126,9,358,1061,501,76,239,21,317,1159,617,97,275,84,168,1243,624,56,254,197,81,1216,366,11,103,380,45,901,98,0,24,366,19,505,3053,390,1044,1060,2706,8256,0,4,0,0,1085,1089,40,8,0,3,1023,1069,582,79,67,10,1423,2156,916,130,195,7,756,2003,987,138,391,32,628,2176,1236,152,490,100,431,2406,1301,133,450,253,197,2342,823,33,195,456,107,1614,233,8,42,463,28,777,6112,674,1829,1327,5681,15625
1016,0,0,0,0,604,611,20,0,0,0,607,632,632,19,21,5,965,1646,881,47,54,0,393,1372,805,64,109,10,239,1230,815,62,128,22,138,1165,561,34,105,32,62,791,369,12,32,63,19,500,139,10,3,64,13,217,4228,253,446,195,3050,8167,0,0,0,0,573,579,50,3,0,0,520,574,732,34,40,13,844,1661,877,57,90,14,298,1327,766,84,153,31,200,1233,726,74,158,78,110,1137,537,27,125,150,55,899,293,7,36,276,7,630,54,0,6,317,3,385,4036,282,608,883,2614,8422,0,0,0,0,1180,1185,72,9,0,0,1128,1204,1368,52,58,14,1813,3312,1760,99,140,18,684,2701,1570,148,263,42,439,2467,1535,136,285,104,253,2305,1102,63,223,182,119,1694,666,23,69,342,30,1125,191,10,8,379,18,603,8260,538,1052,1077,5661,16593
1017,4,0,0,0,513,516,22,0,3,0,484,504,237,10,15,0,764,1022,350,64,49,3,427,891,351,60,121,3,350,885,450,68,195,26,247,983,552,54,170,52,116,948,323,18,60,86,33,516,83,0,14,50,3,154,2378,275,621,213,2929,6426,0,0,0,0,480,481,12,4,0,0,380,397,215,32,30,0,533,818,339,58,76,6,344,821,384,73,145,27,269,901,455,84,217,78,212,1042,513,50,169,160,99,985,256,11,79,250,14,617,39,3,19,235,11,305,2214,323,733,757,2339,6375,7,0,0,0,995,1002,37,9,3,0,861,906,460,48,42,0,1294,1841,686,119,124,5,768,1709,734,134,264,35,618,1783,907,149,404,102,461,2033,1064,107,339,213,213,1933,583,33,142,332,45,1139,126,3,34,286,15,460,4597,601,1357,973,5270,12802
1018,0,0,0,0,916,913,15,0,0,0,852,869,405,31,29,0,1266,1732,688,70,103,8,737,1601,676,107,225,12,706,1726,840,120,365,28,499,1854,823,86,310,91,242,1542,497,33,127,80,47,780,168,4,18,88,10,303,4111,448,1177,308,5274,11319,0,0,0,0,848,847,37,0,3,0,795,839,527,58,35,6,1186,1808,768,102,180,14,744,1804,719,133,351,44,627,1880,820,125,527,100,416,1991,762,86,461,205,203,1721,420,21,181,414,51,1088,96,4,42,402,26,563,4154,529,1783,1187,4897,12543,0,0,0,0,1764,1768,53,8,3,3,1646,1709,930,90,65,10,2448,3541,1453,168,276,22,1481,3398,1403,238,578,61,1331,3609,1657,241,897,129,924,3848,1581,177,769,296,441,3261,920,54,304,490,102,1862,267,6,60,489,40,862,8266,976,2953,1496,10173,23865
1019,0,8,0,0,331,343,7,0,0,0,346,354,231,16,8,0,531,787,275,36,45,4,305,662,338,45,104,10,246,735,439,56,140,24,190,855,467,46,159,46,98,821,286,22,71,67,52,491,70,0,10,54,3,137,2116,224,537,199,2102,5185,0,0,0,0,301,301,15,0,0,0,254,272,241,17,15,0,401,678,286,50,49,0,234,614,360,42,136,22,185,745,445,46,188,61,151,892,430,35,200,135,46,844,219,15,104,232,39,606,43,0,17,184,13,258,2042,206,704,638,1620,5213,0,8,0,0,633,639,28,0,0,0,596,627,472,36,22,0,924,1468,561,83,92,5,543,1276,698,93,234,29,432,1486,887,97,332,84,343,1748,897,79,355,182,149,1664,502,37,176,301,86,1100,111,3,25,239,14,388,4158,431,1242,840,3724,10392
1020,0,0,0,0,497,504,9,0,0,0,420,427,248,18,18,0,477,758,525,33,63,5,259,878,628,49,109,4,227,1023,651,56,137,20,115,980,612,37,130,36,47,865,319,9,55,47,15,451,46,0,0,25,0,72,3034,198,517,140,2072,5951,0,0,0,0,444,443,18,0,0,0,355,373,340,26,25,0,417,814,602,59,78,3,222,963,652,52,148,16,128,1001,670,38,147,48,64,962,555,26,134,122,18,859,210,4,56,144,6,416,26,0,7,54,4,86,3074,212,588,390,1656,5920,0,0,0,0,949,950,27,0,0,0,774,803,589,41,42,0,898,1573,1127,90,134,8,484,1844,1278,102,261,28,360,2020,1316,91,287,64,179,1939,1166,65,267,158,72,1724,533,18,107,191,20,863,74,0,7,81,0,166,6102,406,1108,523,3729,11876
1021,0,0,0,0,754,757,29,0,0,0,817,845,465,24,24,3,981,1495,807,63,98,6,472,1446,915,88,196,14,371,1585,1013,87,262,44,265,1678,1131,72,261,87,132,1687,862,30,120,123,42,1180,269,6,27,142,15,455,5490,381,988,418,3852,11126,0,0,0,0,746,750,39,0,0,0,712,754,658,44,38,0,843,1585,827,81,122,4,418,1455,908,108,295,31,264,1610,1105,108,380,92,183,1871,1119,66,318,230,109,1839,692,26,173,478,48,1414,141,9,45,469,21,683,5491,447,1363,1311,3349,11958,0,6,0,0,1502,1503,65,5,0,0,1529,1600,1129,62,57,6,1825,3079,1634,144,219,10,890,2902,1821,200,488,47,638,3191,2119,197,641,138,450,3547,2252,140,579,317,238,3521,1550,59,288,608,91,2595,405,20,71,610,39,1138,10976,828,2354,1728,7201,23078
