SUA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
1010,0,0,0,60,86,6085,184,96,14,14,12,19,8,0,283,6716,1525,21,8,0,0,0,8,0,0,135,1707,330,0,5,0,0,0,0,0,0,32,368,111,0,3,5,0,0,0,0,0,9,131,7,0,0,0,0,0,0,0,0,9,9,450,0,8,5,0,0,0,0,0,46,511,23,0,0,0,0,0,0,0,0,111,142,1996,25,18,5,0,5,5,0,0,299,2353,27681,4038,2732,474,403,295,358,218,90,961,37245,7007,2752,2857,635,600,583,572,239,71,263,15581,892,282,340,91,81,79,160,44,28,75,2070,27,9,13,0,3,0,0,0,0,9,64,7927,3044,3211,722,679,665,732,280,102,344,17717,76,6,4,0,0,0,0,0,3,245,333,35684,7087,5944,1198,1089,962,1092,496,191,1555,55297
1011,0,0,0,7,13,1035,21,14,3,0,0,6,7,0,47,1128,283,4,0,0,0,0,0,0,0,29,312,69,0,0,0,0,0,0,0,0,6,74,23,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,9,105,3,0,0,0,0,0,0,0,0,11,14,381,4,0,0,0,0,0,0,0,46,426,4696,671,463,93,99,92,97,45,24,205,6481,1044,682,687,235,294,324,412,115,69,95,3954,178,109,207,62,109,152,283,72,9,42,1228,3,0,0,6,0,0,5,0,12,12,43,1228,791,893,299,398,482,696,190,89,146,5215,4,4,5,0,0,0,5,0,0,34,52,5933,1465,1359,390,497,575,795,241,114,382,11753
1012,0,0,0,0,6,169,7,0,0,4,0,3,3,0,9,198,47,0,0,0,0,0,0,0,0,10,52,14,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,12,72,800,151,170,31,32,39,41,24,21,66,1374,305,561,805,273,294,263,181,59,54,38,2831,43,29,28,9,4,15,37,21,10,7,207,4,4,5,0,0,0,0,0,0,0,11,352,593,835,280,300,278,219,81,64,51,3051,4,0,0,0,0,0,0,0,0,8,14,1150,741,1006,311,328,323,258,105,87,125,4435
1013,0,0,0,3,11,448,3,3,4,0,0,5,0,0,30,484,137,0,0,0,0,0,0,0,0,8,151,24,0,0,0,0,0,0,0,0,4,32,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,0,0,0,0,0,3,167,0,0,0,0,0,0,0,0,20,185,1488,68,49,8,8,12,18,11,7,86,1750,213,72,86,24,44,39,41,16,0,17,539,24,4,11,0,3,7,0,3,0,11,68,0,0,0,0,0,0,0,0,0,6,5,235,77,96,23,45,49,44,12,0,27,609,3,0,0,0,0,0,0,0,0,8,18,1729,143,143,29,54,59,61,22,9,125,2376
1014,0,0,0,3,3,207,3,5,0,0,0,0,0,0,18,239,51,0,0,0,0,0,0,0,0,8,61,12,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,3,3,61,0,0,0,0,0,0,0,0,21,84,938,117,81,23,13,9,38,6,16,62,1300,274,187,252,67,65,78,105,16,27,21,1095,33,23,25,3,4,6,38,9,18,7,168,4,0,0,0,0,0,0,0,0,0,5,316,213,278,66,69,85,140,30,45,31,1266,0,0,3,0,0,0,0,0,0,88,92,1249,327,368,88,77,96,180,34,53,187,2659
1015,0,0,0,0,0,124,0,0,0,0,0,0,0,0,11,139,39,0,0,0,0,0,0,0,0,15,54,7,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,16,67,552,52,45,16,13,4,6,10,4,52,745,95,84,63,17,20,19,20,15,0,8,345,12,8,8,0,0,3,3,7,3,0,43,0,0,0,0,0,0,0,0,0,0,0,112,90,71,17,20,26,23,19,3,8,386,0,0,0,0,0,0,0,0,0,4,7,661,143,119,31,33,30,32,30,6,57,1141
1016,0,0,0,0,0,307,5,5,0,0,0,0,0,0,16,336,18,0,0,0,0,0,0,0,0,0,22,60,0,0,0,0,0,0,0,0,13,77,81,0,0,0,0,0,0,0,0,6,93,3,0,0,0,0,0,0,0,0,0,3,146,0,0,0,0,0,0,0,0,29,176,0,0,0,0,0,0,0,0,0,3,4,167,0,0,0,0,0,0,0,0,28,201,585,117,138,44,31,24,63,22,10,50,1069,852,554,566,211,246,296,343,105,29,90,3287,298,67,103,56,79,124,194,65,11,41,1039,6,0,12,0,6,0,0,0,0,4,25,1153,626,678,265,328,426,537,168,38,135,4357,3,0,0,0,0,3,8,0,0,9,23,1744,737,811,309,365,452,606,187,44,193,5450
1017,0,0,0,0,0,118,3,0,0,0,0,0,0,0,14,141,32,0,0,0,0,0,0,0,0,8,42,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,12,54,522,46,35,5,0,3,0,0,4,43,655,102,29,49,20,11,15,12,0,0,17,255,10,0,6,0,0,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,113,30,54,22,11,19,17,0,0,17,279,0,0,0,0,0,0,0,0,0,83,88,630,69,88,30,10,16,21,7,4,148,1026
1018,0,0,0,0,0,242,4,6,0,0,0,0,0,0,8,251,64,0,0,0,0,0,0,0,0,5,73,26,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,5,107,1355,166,116,28,22,30,25,12,4,52,1813,287,164,178,50,43,65,80,21,10,11,922,29,18,16,0,7,9,14,5,0,4,101,0,0,0,0,0,0,0,0,0,0,4,322,182,196,52,57,76,94,25,13,13,1022,0,0,0,0,0,0,0,0,0,9,8,1674,351,310,77,80,107,122,43,13,72,2843
1019,0,0,0,8,5,177,0,0,0,0,0,0,0,0,16,197,38,0,0,0,0,0,0,0,0,9,43,11,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,7,55,663,58,25,8,9,9,13,0,3,33,810,189,40,58,14,13,21,20,0,0,13,369,28,7,14,4,3,4,0,0,0,6,67,0,0,0,0,0,0,0,0,0,0,0,219,48,69,16,16,22,22,5,3,18,436,3,0,0,0,0,0,0,0,0,50,58,889,103,88,32,21,29,31,0,3,101,1306
1020,0,0,0,0,0,150,0,4,0,0,0,0,0,0,4,170,17,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,27,797,96,91,4,18,13,10,18,0,28,1084,124,61,39,8,13,9,13,6,3,11,270,6,8,5,0,3,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,136,66,47,4,12,9,14,6,3,6,304,0,0,0,0,0,0,0,0,0,3,4,935,168,142,10,30,25,22,21,4,36,1390
1021,0,0,0,3,5,542,9,3,0,0,0,0,0,0,42,605,157,0,0,0,0,0,0,0,0,31,188,18,0,0,0,0,0,0,0,0,5,25,7,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,15,38,0,0,0,0,0,0,0,0,0,10,9,182,0,0,0,0,0,0,0,0,53,239,2161,173,129,23,21,12,23,7,9,117,2675,406,139,121,24,27,23,43,12,12,27,833,30,13,22,3,0,5,5,0,0,11,91,4,0,0,0,0,0,0,0,0,0,4,434,151,140,24,26,29,53,16,10,41,924,6,0,0,0,0,0,0,0,0,13,19,2601,329,269,47,54,42,77,23,16,167,3621
1022,0,0,0,0,0,95,0,0,0,0,0,0,0,0,6,107,33,0,0,0,0,0,0,0,0,5,39,6,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,7,51,482,42,67,10,6,22,14,5,0,22,672,97,60,60,26,32,16,30,12,0,6,345,0,4,8,5,0,0,6,0,0,7,34,0,0,0,0,0,0,0,0,0,0,0,100,66,70,27,31,17,37,17,0,13,378,0,0,0,0,0,0,0,0,0,0,0,588,107,137,35,39,41,49,23,3,33,1051
1023,0,0,0,0,0,38,0,0,0,0,0,3,0,0,8,47,12,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,341,71,80,14,12,14,22,5,5,18,569,93,95,105,15,20,29,50,10,0,8,433,10,10,6,0,0,0,5,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,106,100,107,15,16,29,53,8,0,11,465,0,0,0,0,0,0,0,0,0,64,64,453,173,183,34,34,43,78,11,8,84,1091
1024,0,0,0,10,12,824,24,15,3,3,0,0,0,0,32,909,141,3,0,0,0,0,0,0,0,18,160,35,0,0,0,0,0,0,0,0,5,39,3,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,6,49,0,0,0,0,0,0,0,0,0,14,20,182,3,0,0,0,0,0,0,0,43,232,2812,292,222,39,25,36,46,45,25,103,3652,517,114,104,31,67,56,46,17,12,18,977,47,6,14,5,3,4,6,5,3,6,102,0,0,0,0,0,0,0,0,0,5,7,568,118,111,33,66,62,55,25,15,24,1079,6,0,0,0,0,0,0,0,0,33,38,3380,415,334,71,88,103,101,73,42,160,4771
1025,0,0,0,79,95,4765,61,30,10,12,3,10,8,0,269,5172,991,11,3,0,0,0,4,0,0,89,1102,424,0,0,0,0,0,0,0,0,46,477,219,3,8,0,0,0,4,0,0,38,264,7,0,0,0,0,0,0,0,0,5,15,653,3,3,0,0,0,5,0,0,91,745,11,0,0,0,0,0,0,0,0,70,83,1652,10,9,4,0,0,8,0,0,253,1931,22577,3443,2776,509,418,508,575,309,148,798,32061,7060,3936,4348,1193,1288,1378,1373,490,140,363,21569,1112,325,476,174,216,222,309,128,42,156,3154,31,8,6,7,4,3,6,5,3,9,75,8206,4269,4832,1371,1505,1604,1689,618,185,528,24798,38,6,0,3,3,0,0,0,0,486,543,30821,7722,7605,1880,1931,2111,2264,928,324,1812,57397
