SUA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
1016,26,529,47,611,17,558,58,632,80,1400,167,1646,131,1140,110,1372,139,988,106,1230,154,938,79,1165,99,629,61,791,59,389,54,500,20,148,54,217,715,6719,733,8167,30,510,30,579,33,483,52,574,145,1386,137,1661,179,1052,97,1327,230,925,80,1233,270,795,77,1137,155,684,64,899,69,493,62,630,14,278,92,385,1125,6609,681,8422,61,1043,78,1185,53,1036,113,1204,221,2786,298,3312,305,2191,201,2701,366,1913,182,2467,422,1724,156,2305,254,1314,128,1694,126,882,120,1125,28,429,139,603,1844,13325,1421,16593
1017,25,413,73,516,27,323,155,504,66,576,380,1022,105,496,288,891,129,611,149,885,142,730,115,983,121,755,70,948,53,414,51,516,21,117,15,154,692,4444,1291,6426,38,384,62,481,31,329,37,397,136,580,106,818,203,519,97,821,214,597,87,901,247,728,72,1042,177,743,69,985,68,464,82,617,7,237,62,305,1122,4579,676,6375,66,798,133,1002,54,650,193,906,201,1156,481,1841,312,1018,381,1709,341,1212,233,1783,385,1455,184,2033,301,1497,136,1933,126,881,129,1139,26,355,79,460,1817,9020,1965,12802
1018,42,799,71,913,56,732,81,869,136,1450,145,1732,178,1293,120,1601,276,1332,129,1726,306,1444,112,1854,202,1253,87,1542,79,639,55,780,27,240,32,303,1291,9186,842,11319,40,717,95,847,64,689,83,839,211,1450,149,1808,353,1318,137,1804,454,1334,90,1880,497,1400,98,1991,309,1334,75,1721,113,889,91,1088,27,457,75,563,2060,9588,894,12543,84,1522,167,1768,117,1423,163,1709,346,2902,294,3541,526,2612,261,3398,728,2661,218,3609,800,2838,210,3848,507,2589,165,3261,189,1529,146,1862,53,702,108,862,3350,18774,1738,23865
1019,12,283,36,343,21,280,57,354,49,562,174,787,65,469,128,662,118,552,72,735,125,652,72,855,88,666,72,821,44,409,42,491,11,117,10,137,537,3983,662,5185,23,248,32,301,24,230,14,272,78,552,42,678,108,465,42,614,182,523,46,745,204,652,37,892,116,675,59,844,63,487,53,606,4,227,18,258,803,4066,342,5213,34,535,70,639,46,512,67,627,129,1116,225,1468,168,936,173,1276,298,1072,112,1486,329,1310,112,1748,197,1339,124,1664,107,892,98,1100,19,345,28,388,1337,8050,1008,10392
1020,19,454,27,504,25,375,26,427,42,671,46,758,94,738,47,878,157,805,57,1023,136,795,44,980,111,711,48,865,52,363,36,451,9,61,11,72,642,4967,343,5951,34,391,26,443,31,326,21,373,93,675,39,814,205,716,38,963,256,705,37,1001,223,696,42,962,148,669,49,859,51,339,31,416,10,78,5,86,1051,4592,275,5920,56,845,51,950,53,694,50,803,139,1348,84,1573,304,1458,80,1844,417,1515,95,2020,352,1496,89,1939,252,1379,89,1724,103,697,63,863,16,136,18,166,1690,9560,619,11876
1021,45,674,39,757,41,757,44,845,104,1315,78,1495,148,1212,86,1446,231,1286,68,1585,255,1342,81,1678,211,1399,84,1687,157,947,82,1180,52,366,35,455,1247,9291,591,11126,40,651,54,750,54,663,38,754,170,1345,67,1585,262,1120,72,1455,362,1172,67,1610,442,1356,75,1871,292,1437,109,1839,177,1129,111,1414,36,583,62,683,1839,9465,654,11958,91,1324,88,1503,96,1421,85,1600,279,2657,147,3079,413,2332,156,2902,595,2464,135,3191,696,2696,154,3547,498,2833,192,3521,336,2077,185,2595,88,952,101,1138,3083,18749,1247,23078
1022,17,341,24,376,23,294,14,333,52,749,56,859,84,646,58,786,84,593,42,713,90,541,41,667,60,455,36,554,28,297,28,357,11,98,15,127,439,4016,322,4777,18,297,18,328,14,270,21,308,94,780,54,929,128,602,43,775,150,563,40,752,160,512,36,705,84,489,40,615,50,384,32,462,7,183,43,233,705,4080,322,5114,30,631,41,710,35,570,38,642,150,1529,111,1786,211,1250,99,1560,230,1153,78,1469,243,1055,79,1379,147,945,77,1167,79,676,68,822,21,279,57,353,1147,8099,646,9889
1023,6,381,35,422,16,299,46,367,61,721,163,952,84,629,127,843,64,611,100,779,92,575,60,726,49,434,29,506,28,196,31,243,0,45,11,60,407,3894,598,4897,24,305,28,354,19,288,19,327,108,736,63,906,124,570,66,756,135,570,48,753,118,531,31,682,63,420,36,516,27,222,23,271,0,103,19,122,607,3741,332,4681,32,681,57,770,32,590,69,696,163,1464,231,1860,208,1202,192,1603,201,1182,150,1528,210,1104,91,1404,105,852,62,1026,51,411,48,517,0,147,29,179,1008,7634,934,9573
1024,31,715,50,801,20,494,37,557,70,893,72,1040,125,957,58,1141,193,1328,85,1608,313,1694,109,2116,269,2037,114,2417,169,1356,141,1668,43,326,63,434,1247,9802,736,11779,46,592,39,669,40,465,31,537,109,872,55,1032,226,1024,65,1310,356,1350,67,1778,535,1747,96,2380,444,2097,134,2671,218,1390,162,1774,29,487,154,671,1997,10024,796,12823,74,1306,93,1471,62,961,68,1097,180,1762,128,2069,355,1977,116,2450,550,2680,151,3381,852,3444,205,4501,712,4133,246,5085,391,2747,303,3440,68,809,221,1104,3246,19820,1529,24604
1025,648,13705,840,15194,793,15161,1131,17084,2165,30141,2354,34662,3243,26422,2025,31694,4220,24775,1687,30679,4869,22808,1445,29120,3504,20053,1329,24889,1606,11098,1019,13719,437,3391,647,4479,21489,167554,12474,201522,752,13068,778,14590,1152,14698,878,16721,3586,29970,1634,35189,5568,25775,1413,32754,7128,23642,1182,31953,7874,22237,1140,31249,4878,20976,1305,27151,1841,13042,1398,16285,355,6257,1345,7958,33127,169663,11061,213849,1399,26771,1618,29785,1942,29858,2010,33805,5749,60117,3987,69849,8809,52201,3434,64445,11352,48423,2868,62634,12743,45043,2587,60368,8384,41028,2629,52045,3448,24136,2418,30001,796,9647,1995,12437,54617,337214,23538,415368
1026,55,1014,114,1180,59,985,171,1214,181,2050,488,2721,219,1653,397,2277,289,1619,283,2195,348,1732,195,2271,261,1677,119,2055,162,1003,77,1242,42,348,35,426,1618,12081,1883,15583,56,910,110,1075,79,916,88,1082,300,1970,204,2481,392,1679,179,2245,501,1618,158,2270,542,1708,120,2370,392,1750,116,2256,160,1091,100,1346,40,537,47,628,2457,12165,1126,15753,115,1920,221,2257,136,1898,262,2296,483,4020,698,5201,608,3330,584,4520,786,3234,444,4469,890,3436,312,4643,656,3426,238,4314,316,2087,177,2581,82,888,85,1054,4074,24247,3009,31332
1027,46,1211,82,1337,53,1014,96,1167,135,2395,170,2702,252,2088,150,2495,301,1937,154,2396,308,1701,113,2127,199,1558,118,1873,122,882,88,1087,39,314,51,401,1462,13099,1025,15589,65,1086,81,1228,94,1021,76,1189,313,2528,189,3026,418,2207,160,2790,508,1869,124,2500,518,1740,118,2373,320,1728,118,2164,130,1086,114,1334,27,502,106,635,2397,13779,1078,17251,113,2300,157,2567,143,2042,173,2354,442,4924,364,5732,669,4298,316,5281,814,3808,284,4902,831,3440,232,4500,520,3282,238,4040,257,1971,198,2424,68,817,158,1045,3858,26871,2108,32841
1028,85,1283,87,1452,67,1053,86,1197,162,2020,156,2336,246,2158,143,2541,394,2275,116,2791,443,2345,146,2937,367,2711,156,3230,278,1820,168,2263,80,612,147,842,2124,16271,1203,19600,81,1289,74,1447,104,1114,84,1307,289,2080,134,2500,502,2164,132,2796,732,2381,121,3228,801,2597,131,3528,649,2874,180,3699,279,2182,236,2702,76,982,267,1321,3518,17662,1360,22531,162,2576,163,2897,172,2160,168,2511,454,4104,288,4842,743,4318,277,5337,1129,4653,239,6021,1250,4941,275,6462,1012,5586,334,6934,560,3999,404,4966,155,1593,413,2162,5638,33933,2563,42132
1029,30,651,87,771,19,591,99,714,86,1122,105,1315,121,831,70,1021,132,872,57,1061,150,765,68,976,91,538,34,672,41,271,29,336,10,102,8,117,675,5745,552,6976,27,416,29,473,39,416,28,479,116,1018,69,1201,156,835,42,1041,232,822,50,1101,208,680,43,930,116,535,41,690,30,331,21,382,11,165,8,189,932,5220,333,6477,59,1075,112,1243,58,1008,126,1192,202,2137,180,2513,278,1669,113,2061,361,1695,105,2163,352,1439,108,1905,205,1079,76,1364,70,599,43,713,23,271,17,306,1606,10962,888,13458
1030,24,414,51,490,24,372,31,423,57,795,70,919,107,803,77,990,174,843,90,1105,213,1058,84,1361,202,1361,89,1653,124,803,68,993,32,211,23,264,955,6654,586,8198,22,407,43,468,37,326,29,392,102,801,72,976,214,787,69,1075,250,881,61,1190,364,1084,76,1528,290,1422,88,1796,124,850,78,1049,27,319,47,387,1421,6884,559,8861,45,824,91,958,58,699,61,815,155,1593,139,1891,321,1593,152,2061,422,1723,148,2291,580,2144,167,2885,489,2783,183,3453,243,1658,140,2043,56,531,72,656,2377,13539,1148,17055
1031,5832,126344,7681,139863,7979,146025,11580,165583,19483,331042,28898,379419,31009,307798,23516,362330,36757,248372,16537,301667,34954,209819,13261,258035,19998,157455,9699,187148,10108,84406,7689,102203,3241,28055,5214,36517,169360,1639326,124078,1932765,6370,117898,6825,131097,9360,137349,9366,156068,27843,334295,25368,387507,46037,300882,20424,367342,57476,241962,14455,313888,53252,204434,11672,269362,29338,166487,10053,205878,12054,96959,9633,118653,2488,44863,10449,57794,244221,1645125,118243,2007586,12205,244246,14503,270956,17333,283373,20944,321649,47327,665334,54262,766928,77051,608680,43946,729672,94227,490331,30991,615554,88201,414254,24940,527399,49342,323937,19749,393027,22160,181367,17324,220855,5732,72916,15665,94315,413581,3284449,242320,3940349
1032,64,1363,134,1564,70,1068,122,1263,200,2526,280,3001,260,2034,218,2511,287,1816,203,2309,333,1768,145,2244,221,1650,120,1988,143,998,124,1270,43,310,84,442,1627,13531,1430,16589,83,1125,123,1336,100,1079,116,1293,335,2636,250,3223,439,2001,225,2663,523,1828,164,2521,635,1791,148,2572,411,1707,140,2259,204,1225,194,1619,33,585,136,753,2761,13988,1488,18241,148,2490,261,2899,174,2150,237,2553,530,5166,531,6226,701,4036,440,5175,809,3649,370,4827,967,3558,293,4816,630,3358,258,4250,344,2228,321,2893,82,893,218,1193,4389,27519,2919,34829
1033,40,638,82,756,48,559,71,678,119,1083,121,1316,182,916,128,1222,224,1033,115,1367,266,1281,152,1701,214,1335,130,1680,134,890,132,1157,38,281,74,391,1252,8014,1005,10275,32,625,70,731,62,520,45,626,205,1105,153,1463,284,964,122,1366,397,1050,103,1551,483,1314,119,1922,310,1413,154,1877,138,1024,142,1300,28,543,127,696,1927,8558,1038,11526,68,1261,153,1482,110,1076,117,1301,321,2190,268,2775,464,1876,249,2593,620,2085,219,2920,748,2599,273,3624,523,2746,285,3555,273,1917,270,2458,62,825,197,1086,3186,16574,2044,21798
