SUA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
1013,45,36,22,12,5,3,0,123,32,25,15,13,12,0,0,96,20,39,16,15,15,3,0,100,359,429,285,207,243,42,11,1569,3,0,9,0,0,0,0,19,451,536,338,242,276,49,13,1914,3,8,0,6,3,0,0,21,14,16,15,6,8,0,0,61,3,6,14,0,4,0,0,29,147,224,157,121,117,20,10,793,10,13,6,3,4,0,0,37,187,256,195,136,129,25,11,933,635,793,533,379,411,70,23,2849
1014,144,103,39,24,24,19,5,366,45,41,28,19,26,6,0,166,40,49,36,17,21,6,0,178,847,819,464,334,334,60,19,2875,3,3,0,0,0,0,0,11,1086,1030,564,404,409,95,21,3595,4,15,14,7,11,0,0,56,18,22,9,3,8,0,0,75,0,16,17,8,9,3,0,51,235,338,208,130,139,23,10,1083,0,5,9,3,3,0,0,15,261,394,262,162,172,29,6,1280,1344,1419,824,560,574,127,30,4878
1015,46,34,12,14,4,4,0,111,19,21,17,12,7,0,0,81,33,28,14,17,11,3,0,105,621,616,378,264,275,46,8,2205,0,0,0,0,4,0,0,7,718,699,429,306,300,54,8,2506,0,6,5,0,0,0,0,19,11,13,16,8,10,0,0,60,5,9,6,3,4,0,0,31,285,381,245,159,159,24,4,1256,7,15,5,0,4,0,0,35,313,420,275,174,181,25,4,1391,1027,1116,701,486,481,71,17,3893
1016,347,300,151,89,135,44,15,1087,76,61,25,21,25,5,0,212,67,61,15,11,17,0,0,170,566,541,337,213,262,54,17,1994,15,6,3,5,5,0,0,24,1076,968,533,336,448,100,26,3490,32,33,29,19,22,13,3,149,26,32,15,9,15,0,0,103,7,9,6,4,5,0,0,31,139,189,109,73,89,16,4,616,8,14,8,7,4,0,0,40,214,273,168,112,138,23,7,935,1292,1243,699,453,578,123,43,4431
1017,27,17,9,4,7,3,0,72,21,19,5,13,3,0,0,58,10,23,6,12,7,0,0,64,401,414,317,195,200,40,10,1576,10,3,8,0,0,0,0,17,467,481,344,218,222,42,15,1789,0,0,0,0,5,0,0,8,9,21,10,8,3,4,0,56,0,8,9,4,8,0,0,24,250,310,204,157,148,15,8,1093,17,14,9,0,6,0,0,51,280,355,228,168,167,19,11,1228,748,834,576,383,395,61,21,3021
1018,56,82,40,21,22,6,3,232,75,57,34,24,43,7,0,248,62,68,34,32,27,4,0,230,844,830,544,334,386,101,22,3054,0,9,5,0,0,0,0,13,1046,1044,655,407,483,115,28,3772,4,12,9,3,20,0,3,63,13,32,34,25,35,7,0,154,15,21,30,16,21,0,4,101,259,371,254,223,238,43,11,1397,12,10,15,9,0,0,0,47,308,445,339,276,318,60,20,1760,1360,1487,991,683,799,174,49,5537
1019,26,23,16,6,18,7,0,95,12,9,13,12,8,7,0,65,21,17,11,6,8,0,0,71,344,377,218,148,160,42,8,1291,0,0,5,0,0,0,0,8,403,430,257,172,193,57,11,1523,0,8,9,0,11,0,0,27,8,10,5,9,7,5,0,38,3,7,7,4,6,0,0,30,105,171,107,89,66,6,4,554,10,8,0,8,5,0,0,25,129,206,128,109,89,12,4,677,526,633,391,282,284,73,15,2206
1020,23,35,26,15,15,14,3,128,43,52,26,21,27,5,0,172,52,44,34,23,30,13,3,202,630,730,429,261,278,87,37,2455,0,0,0,3,0,0,0,3,746,861,507,322,350,121,47,2951,0,7,0,0,4,5,0,12,6,8,7,10,5,3,0,38,0,3,0,3,3,3,0,23,105,175,119,98,99,21,4,618,3,0,0,0,0,0,0,14,120,195,133,112,115,31,6,710,863,1056,642,432,458,144,54,3659
1021,54,54,46,30,63,21,11,278,68,89,50,27,36,9,9,290,87,78,41,33,30,13,13,294,987,937,508,325,396,137,57,3335,5,7,0,0,0,0,0,17,1202,1163,645,415,528,179,86,4225,0,17,5,6,8,3,3,46,13,27,22,18,24,7,0,111,8,8,18,12,12,5,4,64,236,318,201,128,120,31,15,1052,13,5,3,4,0,0,0,30,272,372,248,167,169,43,26,1293,1475,1534,889,576,700,223,114,5516
1022,34,34,7,0,14,3,0,100,33,32,15,9,11,0,0,105,40,22,18,9,13,0,0,99,614,575,300,194,199,35,0,1923,4,0,5,0,0,0,0,11,725,659,343,221,240,44,4,2233,0,4,0,0,0,0,0,5,6,9,6,7,11,0,0,44,0,7,0,3,3,0,0,19,117,180,113,59,46,14,0,532,4,8,4,0,0,0,0,13,130,204,123,78,60,14,0,615,849,859,471,296,302,63,10,2848
1023,54,65,38,17,23,6,0,197,31,27,14,8,9,0,0,89,27,31,24,14,12,0,0,111,469,499,260,177,218,30,13,1664,0,3,5,3,3,0,0,17,579,625,338,223,263,39,13,2078,0,0,5,0,0,0,0,6,11,11,9,5,6,0,0,41,4,3,0,0,0,0,0,10,162,237,140,106,94,8,3,760,4,12,9,7,6,0,0,30,175,271,160,117,106,8,3,844,757,896,500,340,368,47,10,2926
1024,92,85,49,32,46,12,3,315,74,81,59,41,51,18,11,332,81,75,51,38,41,8,5,299,563,687,447,331,392,113,56,2587,0,0,0,4,0,0,0,8,808,928,610,442,528,153,74,3543,3,11,17,14,12,4,0,63,10,29,29,16,15,0,4,100,4,15,15,11,16,3,0,63,117,225,159,139,154,30,13,843,3,8,3,0,4,0,0,19,144,288,213,186,201,37,20,1092,954,1213,825,627,727,187,94,4635
1025,2146,2217,1225,670,868,426,205,7751,1525,1592,900,626,730,262,99,5732,1621,1645,884,555,600,246,106,5668,17928,17699,10358,6784,7927,2842,1331,64870,66,83,47,26,16,0,0,243,23288,23241,13416,8660,10140,3779,1743,84263,128,193,170,123,199,84,54,950,327,486,315,233,303,101,59,1823,139,263,217,159,195,66,25,1062,3937,5725,3770,2741,2989,830,385,20374,109,124,71,63,31,5,3,405,4635,6787,4540,3322,3717,1082,530,24616,27925,30033,17959,11983,13858,4860,2272,108878
1026,161,162,73,46,67,21,8,534,61,75,57,37,40,8,3,284,107,121,60,41,39,6,6,382,1306,1262,717,498,581,114,37,4523,11,9,5,4,0,0,0,32,1645,1633,917,630,733,152,49,5747,4,16,9,12,11,11,0,61,24,32,30,17,34,9,4,144,9,15,20,15,15,5,0,73,439,543,339,237,230,63,9,1862,14,19,3,4,0,0,0,42,488,621,402,281,290,82,18,2181,2132,2256,1318,913,1020,235,67,7931
1027,270,221,99,77,75,18,13,774,108,107,67,51,51,7,7,391,121,112,58,43,38,9,6,382,1755,1732,1013,658,689,146,36,6034,5,11,3,3,0,0,0,26,2259,2188,1238,830,858,183,53,7609,6,17,10,3,7,0,0,53,33,42,39,24,25,4,0,165,14,10,21,12,12,5,3,76,407,560,368,252,280,38,9,1922,10,19,12,10,3,0,0,61,481,653,453,298,329,48,15,2277,2738,2836,1688,1128,1194,235,63,9883
1028,172,205,104,78,109,15,8,692,159,177,134,71,106,24,9,681,159,173,121,73,87,15,8,634,1216,1434,905,626,796,175,67,5228,10,5,6,8,3,0,0,29,1713,1997,1271,853,1098,238,94,7267,15,15,9,17,26,4,6,90,32,49,28,30,35,4,6,187,15,25,19,20,23,8,4,114,353,443,372,283,318,53,20,1839,19,17,10,10,0,0,0,62,436,562,442,354,402,66,26,2287,2149,2565,1711,1209,1498,298,124,9551
1029,48,66,29,38,43,8,0,240,36,43,29,20,9,4,0,146,52,58,41,19,26,7,0,192,733,739,409,285,295,69,22,2559,0,0,0,4,4,0,0,5,873,899,511,360,372,93,29,3145,3,0,4,3,9,4,0,22,10,13,3,3,8,0,0,29,4,13,13,3,4,0,0,41,152,249,150,90,84,21,6,753,4,3,4,5,0,0,0,18,177,277,173,104,100,24,6,861,1054,1181,686,460,476,117,32,4004
1030,27,34,20,13,27,0,0,123,37,45,43,28,18,9,0,184,50,44,26,12,26,4,0,160,574,518,374,220,248,38,13,1980,5,4,0,0,0,0,0,11,687,643,457,270,315,56,19,2453,4,5,9,0,3,0,0,22,9,17,10,5,8,0,0,54,4,16,4,3,11,0,0,43,144,209,157,120,118,26,0,777,12,9,8,4,5,0,0,34,178,257,187,132,143,26,8,922,867,900,644,406,454,86,26,3377
1031,109137,117251,63233,38351,48667,33491,20396,430531,25040,24293,14784,9721,12520,6297,2944,95609,24995,23334,13189,8031,9815,5005,2375,86738,86114,80561,49150,32840,41917,20919,9574,321069,1181,1236,554,335,202,98,61,3667,246474,246675,140911,89279,113121,65816,35341,937612,7111,12731,9622,7317,10838,7632,5179,60428,3873,5765,3853,2981,3703,1754,968,22899,2248,3636,2687,1987,2560,1284,707,15116,13152,17396,11900,8619,10859,4517,2241,68677,1121,1256,665,459,395,156,63,4106,27506,40779,28732,21366,28359,15341,9157,171232,273976,287455,169642,110644,141481,81152,44500,1108841
1032,258,223,104,58,83,11,6,744,56,70,44,23,23,7,0,223,83,85,30,21,41,4,0,271,1480,1545,909,643,671,113,42,5401,7,15,3,12,3,0,0,30,1882,1929,1091,752,827,141,47,6670,8,8,7,0,12,0,0,44,29,43,30,7,11,0,0,123,9,17,7,11,15,6,0,58,627,790,468,322,366,42,7,2618,21,23,12,10,9,4,0,71,700,878,528,348,405,49,7,2912,2580,2810,1617,1100,1230,192,54,9588
1033,60,65,32,20,21,6,0,208,19,31,20,19,15,0,0,106,30,27,14,22,14,0,0,119,738,760,473,326,334,66,10,2709,8,15,6,3,3,0,0,38,855,898,542,398,398,73,10,3181,10,6,8,4,0,0,0,30,20,22,15,7,8,3,0,80,4,12,18,4,10,0,3,52,363,483,305,224,205,32,4,1616,15,21,15,9,4,0,0,67,412,544,365,249,232,47,7,1848,1268,1446,905,647,625,122,21,5022
1034,26,23,15,8,11,3,0,84,33,41,16,21,27,4,0,138,58,61,32,26,21,8,0,211,521,491,276,179,231,56,12,1764,0,4,0,0,5,0,0,8,648,616,347,227,288,69,16,2209,5,0,0,8,7,0,0,23,7,14,16,10,18,3,0,69,3,7,12,3,9,0,0,36,101,159,123,99,105,13,4,599,0,3,0,3,0,0,0,10,105,187,149,123,140,21,4,729,750,808,498,354,429,87,15,2942
1035,491,535,252,153,187,106,44,1777,117,124,76,54,59,14,0,451,93,110,58,30,45,17,7,364,2108,1908,1201,829,958,267,83,7355,7,3,0,0,5,0,0,21,2817,2686,1590,1079,1251,408,137,9969,26,60,40,17,32,11,4,188,40,47,26,14,16,3,8,158,12,15,22,14,12,4,4,79,594,729,451,347,343,72,26,2561,30,19,15,3,4,0,0,69,707,876,553,396,404,93,37,3056,3524,3558,2139,1478,1655,496,176,13026
1036,1514,1763,1023,629,817,486,252,6472,1169,1257,819,529,690,326,159,4959,1249,1238,729,465,614,266,115,4680,10262,9726,5667,3835,4615,1728,776,36600,34,52,30,19,8,0,0,145,14229,14042,8263,5477,6745,2799,1301,52853,102,191,150,137,195,117,71,971,226,353,256,195,248,99,60,1429,87,192,170,132,164,69,35,847,1763,2533,1733,1280,1434,436,186,9367,86,84,60,41,36,3,8,307,2259,3349,2365,1783,2066,728,363,12920,16491,17391,10632,7263,8811,3527,1667,65773
