SUA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
1010,28575,34259,14104,923,77863,21544,2797,102204,2356,698,995,96,4146,5214,259,9624,1461,893,1015,69,3444,2462,211,6113,3821,1594,2015,169,7585,7674,472,15739,1291,592,747,66,2690,3578,203,6473,356,143,183,14,695,737,86,1519,744,224,239,37,1249,1067,157,2473,188,56,54,7,308,250,34,600,120,64,65,3,248,156,14,420,2695,1074,1297,125,5191,5795,498,11484,70,13,20,0,105,224,16,345,83,24,60,0,168,293,25,487,6,0,3,0,6,5,0,8,29,18,18,0,70,60,12,144,191,55,103,8,350,579,50,980,54,39,25,0,115,154,5,279,35335,37018,17532,1222,91103,35747,3832,130681
1011,6758,6326,2791,182,16055,4311,657,21024,437,211,274,10,930,1013,85,2033,374,229,215,20,837,546,86,1468,812,434,492,30,1769,1558,174,3499,355,216,293,39,895,1224,111,2225,77,36,61,3,174,202,23,387,75,10,11,3,101,157,12,265,43,3,6,0,58,53,4,115,19,12,7,0,36,41,3,77,568,276,374,49,1261,1668,148,3074,48,9,8,3,72,73,15,158,75,10,5,0,96,198,7,298,0,0,0,0,0,0,0,0,6,4,0,0,9,8,0,24,129,19,20,4,175,277,20,477,36,12,14,0,58,59,4,129,8295,7077,3686,263,19319,7878,1003,28198
1012,3264,3855,1736,158,9012,2560,424,11998,297,137,109,9,555,722,48,1321,15,8,7,0,26,31,5,60,317,137,118,9,582,755,43,1385,193,118,57,5,370,662,48,1078,4,0,0,0,4,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,3,18,200,118,57,5,383,679,48,1106,10,0,0,0,10,15,0,21,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,5,7,5,0,19,10,5,26,11,7,6,0,20,30,3,54,4,5,0,0,13,25,7,41,3790,4133,1914,173,10009,4040,527,14582
1013,2340,1205,666,55,4271,1435,157,5870,446,67,144,11,663,718,45,1420,52,21,35,7,112,115,0,230,492,88,176,11,771,830,44,1648,160,41,73,6,277,567,36,887,83,13,31,5,129,245,19,393,113,23,18,4,153,204,15,371,43,0,3,0,46,28,0,75,0,0,0,0,5,0,0,3,393,79,123,10,611,1041,72,1728,13,0,0,0,24,38,0,62,14,0,0,0,19,55,0,77,0,0,0,0,0,0,0,0,4,12,6,0,14,28,4,47,38,9,7,0,53,121,4,184,10,4,0,0,20,17,0,39,3281,1387,979,79,5723,3456,284,9463
1014,2251,2214,1082,77,5619,2176,206,8002,142,77,81,9,308,522,28,862,37,17,21,0,76,86,7,171,176,97,99,7,378,610,37,1027,31,16,25,0,73,195,5,279,4,0,3,0,9,49,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,5,0,13,37,26,29,0,88,252,8,359,3,0,7,0,7,8,0,11,0,0,0,0,3,15,0,14,0,0,0,0,0,0,0,0,11,0,3,6,22,19,4,38,16,9,3,6,28,39,0,71,3,4,0,0,6,16,0,23,2479,2340,1215,90,6125,3099,261,9486
1015,1800,1493,1041,93,4429,1643,199,6265,46,16,21,5,81,225,12,322,40,15,52,7,115,120,12,246,82,32,73,10,194,349,18,568,77,23,62,4,165,411,18,594,3,0,0,0,0,12,0,14,0,0,0,0,4,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,83,23,67,4,178,432,18,630,5,0,0,0,6,21,0,34,0,0,0,0,4,21,0,30,0,0,0,0,0,7,0,3,19,17,8,0,45,18,3,72,30,16,8,0,56,65,5,136,0,6,3,0,10,16,0,27,1995,1568,1197,102,4861,2508,253,7616
1016,1559,2038,695,64,4355,1249,162,5771,65,48,45,4,164,160,17,344,7,3,0,0,9,45,0,64,75,54,45,4,178,210,19,408,208,176,67,18,469,341,49,860,9,6,0,0,19,8,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,4,0,10,220,190,67,17,494,353,51,894,0,0,0,0,3,20,0,22,0,0,0,0,4,9,0,15,0,0,0,0,0,0,0,0,10,5,5,0,19,16,0,41,16,10,6,0,29,52,0,82,5,9,0,0,17,12,0,29,1871,2297,807,85,5072,1874,234,7182
1017,1369,1139,901,79,3482,1230,132,4842,15,6,7,0,28,26,7,60,3,3,8,3,22,29,0,48,21,15,21,3,55,53,0,106,25,8,38,4,74,208,9,296,0,0,4,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,8,40,4,84,215,11,314,3,0,4,0,3,28,5,29,9,0,0,0,9,10,5,24,4,0,0,0,4,0,0,4,0,0,3,0,3,4,0,10,11,0,6,0,18,42,10,66,0,3,0,0,9,7,0,16,1426,1166,964,94,3644,1546,156,5347
1018,2332,2310,1473,110,6226,2280,434,8939,152,61,142,10,363,759,34,1163,68,36,84,6,196,269,37,503,226,94,223,18,562,1026,75,1668,63,38,99,3,203,401,45,651,4,0,10,0,18,51,8,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,9,70,43,105,6,226,460,53,737,3,0,0,0,4,31,0,37,10,5,8,0,20,119,5,149,0,0,0,0,0,0,0,5,0,0,5,0,6,5,0,13,15,0,12,0,33,166,10,207,6,0,0,0,6,17,4,28,2649,2453,1819,140,7058,3944,570,11573
1019,1158,983,606,52,2803,1471,130,4399,101,13,48,4,167,331,13,508,13,0,13,0,27,59,4,84,110,13,63,3,187,385,19,595,11,10,8,0,23,83,0,106,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,8,16,10,6,0,29,96,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,8,0,0,0,17,0,0,17,8,4,0,0,13,8,0,23,0,3,0,0,8,7,0,10,1285,1019,676,56,3038,1963,147,5149
1020,1559,1843,577,29,4007,861,80,4949,12,8,13,0,33,39,3,73,7,6,3,0,22,12,0,26,17,18,20,0,54,49,3,103,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,13,5,0,4,0,7,12,0,24,6,0,0,0,5,20,5,27,5,4,4,0,16,27,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,9,0,23,54,8,83,3,0,0,0,3,0,0,3,1590,1863,610,34,4092,973,89,5155
1021,2807,2801,1148,85,6839,2033,263,9134,246,15,33,0,303,357,14,669,41,32,43,0,113,47,15,170,293,48,71,0,420,402,29,842,27,14,25,5,70,76,3,146,4,0,0,0,4,3,0,6,5,4,0,0,18,6,0,23,0,0,0,0,0,0,0,0,12,7,3,0,18,11,0,33,50,30,26,5,111,93,10,210,0,0,3,0,8,6,0,12,31,0,14,0,48,66,4,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,10,0,50,73,9,136,7,9,3,0,17,21,0,36,3190,2881,1268,96,7431,2619,304,10362
1022,1205,1296,488,41,3026,895,121,4047,99,45,53,9,202,300,32,537,0,0,0,0,7,17,3,22,99,49,52,9,206,319,31,556,7,0,4,0,8,27,0,37,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,8,30,0,49,0,0,0,0,4,20,5,22,10,4,0,0,12,29,0,39,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,12,7,5,0,0,14,48,4,73,0,3,4,0,8,3,0,12,1322,1353,546,46,3267,1306,163,4727
1023,1049,1211,590,38,2885,966,104,3958,49,30,25,5,108,243,18,373,17,7,16,4,42,98,6,150,67,38,39,8,151,346,25,518,0,3,5,0,7,8,0,18,5,7,5,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,16,11,0,27,8,0,0,0,8,7,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,13,11,0,17,3,3,0,0,3,12,0,15,1125,1258,641,43,3066,1345,135,4545
1024,3077,2069,742,57,5938,1740,175,7857,375,97,100,4,585,635,19,1239,509,225,221,6,969,446,34,1451,887,327,330,10,1549,1081,59,2692,52,14,29,5,96,156,10,261,61,9,17,0,90,117,10,220,167,19,36,4,224,195,17,428,0,0,0,0,0,0,0,0,9,5,0,0,19,4,0,22,288,43,81,6,428,468,37,936,15,0,0,0,19,13,0,38,41,6,0,0,50,37,0,89,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,13,63,8,7,0,79,60,4,141,22,5,4,0,35,39,0,78,4342,2453,1157,77,8028,3387,273,11695
1025,43140,52373,20525,1689,117736,30853,5269,153857,2831,1106,1680,164,5781,7178,527,13477,2318,1281,1275,151,5024,3835,916,9778,5147,2390,2954,316,10807,11012,1441,23254,1045,315,497,66,1916,4136,372,6431,624,164,167,25,981,1421,207,2614,831,159,163,25,1179,1267,172,2621,514,109,76,16,714,815,110,1640,137,78,78,8,305,234,43,584,3149,829,975,140,5092,7881,911,13876,60,7,14,6,90,257,12,349,48,8,19,4,80,154,11,248,3,5,4,0,12,8,0,18,71,37,44,9,160,179,42,381,182,53,76,20,330,598,71,995,68,39,20,4,125,165,17,305,51689,55690,24548,2163,134087,50495,7707,192297
1026,3567,3529,1755,143,8992,2786,363,12142,209,93,138,19,463,675,54,1192,35,24,31,5,94,147,12,256,247,119,173,24,558,825,64,1445,42,29,23,5,98,210,17,325,9,0,0,0,7,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,14,22,0,40,58,32,29,3,124,240,19,384,0,0,0,0,0,3,0,3,17,0,3,0,17,44,3,66,0,0,0,0,4,0,0,7,0,0,0,0,0,6,0,9,17,6,7,0,25,54,3,87,0,0,0,0,5,43,4,45,3887,3680,1965,166,9701,3945,458,14108
1027,3652,4305,1713,140,9819,3170,408,13404,224,106,135,17,477,828,41,1355,22,10,24,3,57,132,8,204,247,113,157,13,536,967,47,1556,75,24,26,0,133,345,25,507,3,4,3,0,10,16,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,7,0,18,83,25,31,11,151,374,33,559,5,0,0,0,6,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,12,13,0,31,7,8,3,0,19,32,0,53,5,7,3,0,26,15,6,49,4003,4466,1914,163,10548,4561,507,15616
1028,4677,4136,1599,125,10540,2859,390,13782,691,171,295,19,1174,1366,95,2636,271,121,152,12,552,357,56,969,964,288,450,28,1730,1718,153,3606,249,67,121,11,446,795,63,1300,145,45,42,5,238,320,19,575,277,45,68,3,398,522,54,972,58,7,8,0,74,58,0,134,4,9,3,0,12,5,0,22,738,178,243,21,1178,1693,135,3011,9,0,0,0,8,11,0,18,15,0,0,0,18,38,0,58,0,0,0,0,0,0,0,0,4,3,3,0,13,7,0,21,22,6,6,0,34,56,0,96,15,0,3,0,17,28,5,52,6411,4608,2308,170,13497,6364,681,20544
1029,1416,1892,622,45,3975,1002,110,5087,67,54,59,4,186,201,12,399,31,11,35,5,82,117,19,209,99,70,95,9,266,313,27,611,32,12,22,0,72,155,8,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,32,12,22,0,72,156,8,231,4,0,3,0,7,26,3,37,7,0,4,0,11,19,3,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,5,0,22,52,5,82,4,3,0,0,6,0,0,9,1563,1982,743,62,4345,1524,148,6020
1030,2571,1624,882,54,5126,1866,192,7186,284,19,26,3,335,285,20,640,30,0,3,0,35,45,5,79,316,21,29,3,370,332,23,725,35,15,20,0,66,116,12,199,0,0,0,0,3,0,0,6,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,5,3,6,0,14,9,0,27,47,22,26,0,93,134,9,234,0,0,0,0,0,12,0,21,7,0,4,0,12,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,17,42,0,55,9,0,0,0,8,14,0,25,2939,1676,940,57,5616,2383,224,8225
