SUA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1010,4,13,20,118,11,13,13,0,4,204,0,3,11,65,84,78,40,10,4,296,14,132,165,993,420,421,254,60,17,2478,0,4,4,131,61,54,99,51,24,430,0,0,0,26,19,16,9,3,0,68,3,31,55,187,230,368,416,367,141,1795,0,27,10,63,39,45,41,8,0,237,9,109,157,572,476,322,261,152,29,2081,4,9,9,103,50,41,54,24,8,306,0,19,4,50,22,15,9,0,0,115,6,66,69,413,172,90,26,9,3,848,0,7,3,34,25,45,25,12,0,139,6,85,124,363,215,185,169,69,13,1238,0,30,30,173,100,44,36,8,0,431,5,14,17,81,88,82,79,102,25,494,0,10,35,109,72,53,17,21,3,324,23,175,213,1347,926,939,967,775,292,5658,712,1806,1637,3775,1975,1992,2111,1866,1174,17050,19278,42466,38285,78826,43634,44328,40301,25537,10520,343180
1011,0,9,12,9,3,3,0,0,0,33,0,0,5,17,26,25,12,0,6,94,4,29,32,159,61,68,33,8,0,392,0,0,0,14,15,7,16,7,6,59,0,0,4,0,7,0,3,0,0,14,0,5,11,24,34,53,67,57,21,277,0,5,0,16,0,0,8,0,0,29,7,23,31,108,98,56,56,26,6,398,0,3,4,18,9,0,6,5,0,40,0,5,3,76,0,5,0,0,0,95,0,30,38,49,32,15,8,4,0,181,3,0,0,5,7,0,3,0,0,12,3,26,15,75,40,32,63,15,0,259,0,4,4,50,10,8,6,0,0,86,0,0,3,9,11,19,21,13,5,72,0,0,6,13,8,12,11,6,0,47,16,112,156,533,196,193,147,128,52,1538,170,436,404,1087,484,520,476,449,284,4310,3830,9312,7631,17100,9115,9795,9620,5513,2277,74195
1012,4,12,6,133,6,0,0,0,0,162,0,0,3,6,3,6,4,0,0,25,3,38,35,159,66,23,11,9,0,334,0,0,0,7,0,7,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,11,7,12,3,49,0,3,0,0,0,0,0,0,0,14,0,12,15,37,21,13,4,4,4,104,0,26,11,84,22,14,6,3,0,179,0,0,0,27,0,0,0,0,0,35,0,12,0,22,3,9,0,0,0,43,0,0,0,0,0,0,0,0,0,0,5,5,6,16,7,0,4,0,0,46,0,3,0,36,7,4,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,6,14,37,25,3,9,0,0,97,3,29,19,103,29,36,19,20,11,267,230,465,405,960,385,313,271,226,103,3348,3066,5682,4726,11599,4442,4373,3507,2274,909,40578
1013,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,12,0,4,5,47,21,19,12,5,0,111,0,0,0,0,0,3,7,4,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,41,28,7,108,0,0,0,0,0,0,3,0,0,11,3,3,3,10,6,7,21,10,4,60,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,16,13,4,4,0,0,33,0,0,0,0,0,0,4,0,0,3,0,3,0,6,9,5,12,5,0,44,0,0,5,8,3,8,0,0,0,18,0,0,0,5,0,0,8,7,0,24,0,0,0,0,0,0,0,0,0,4,0,0,4,32,22,34,47,57,21,220,32,102,80,200,137,202,280,247,111,1387,696,1829,1600,3208,2149,3089,4185,2963,1355,21087
1014,0,3,0,29,0,0,0,0,0,26,0,0,0,0,10,9,0,0,0,12,0,11,13,86,23,13,18,0,0,178,0,0,0,0,0,0,11,3,0,16,0,0,0,3,3,0,4,0,0,8,0,0,0,9,10,18,14,14,4,65,0,0,0,0,4,0,0,0,0,10,0,4,0,17,7,0,3,0,0,37,0,0,0,5,5,0,0,0,0,18,0,0,0,7,0,0,0,0,0,13,0,0,9,16,15,3,0,0,0,44,0,0,0,0,3,0,0,0,0,8,0,6,9,7,9,11,8,0,0,46,0,0,4,16,6,0,0,0,0,24,0,3,0,0,0,3,8,3,0,15,0,0,0,9,0,4,0,0,0,16,0,7,35,127,31,39,35,22,11,315,67,198,153,359,156,163,163,114,68,1445,1454,3043,2708,6276,2907,3036,2721,1688,733,24565
1015,0,0,0,4,0,0,0,0,0,5,0,0,0,5,4,8,0,0,0,12,5,4,0,32,9,19,9,0,0,74,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,16,0,45,0,0,0,3,3,0,0,0,0,8,0,0,0,4,5,0,3,5,0,23,0,0,0,3,3,4,3,3,0,25,0,0,0,3,0,0,0,0,0,3,0,0,3,8,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,8,5,0,0,29,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,10,0,3,4,31,15,12,15,12,6,115,74,157,155,327,165,138,152,107,61,1335,1122,2505,2158,4157,2176,2406,2342,1614,777,19255
1016,0,14,32,77,29,9,5,0,0,172,0,0,0,3,3,0,0,0,0,7,11,34,32,188,46,35,18,0,0,361,0,0,0,0,0,0,0,0,0,4,0,14,38,34,42,30,13,3,0,168,0,4,0,8,3,4,6,4,0,25,0,0,0,0,0,0,0,0,0,3,5,11,15,32,21,8,8,0,0,104,0,6,3,15,3,0,3,0,0,38,5,0,10,109,0,0,0,0,0,120,0,0,0,11,5,4,4,0,0,29,0,0,5,22,22,17,5,0,0,74,0,5,3,6,6,7,0,0,0,27,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,6,12,9,10,5,0,0,39,0,12,37,175,73,77,30,24,7,432,75,163,127,374,154,138,132,118,87,1365,1380,2595,2389,6011,2467,2305,1694,1125,603,20569
1017,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,6,4,12,47,15,12,17,5,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,9,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,4,8,6,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,10,3,0,18,0,0,5,10,6,0,0,0,0,17,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,7,21,15,12,20,13,7,86,86,189,175,329,157,182,151,105,41,1411,849,2008,1905,3550,1783,2033,1933,1139,460,15654
1018,0,0,3,12,3,0,5,0,0,29,0,0,0,10,12,4,0,0,0,27,0,12,9,61,28,29,21,4,0,172,0,0,0,4,0,0,5,0,0,9,0,0,0,5,0,0,0,0,0,4,0,4,5,9,10,20,14,7,7,66,0,0,5,0,7,3,0,0,0,18,0,3,4,29,15,13,4,10,5,88,0,4,0,15,0,0,4,0,0,26,0,0,0,8,0,0,0,0,0,16,6,0,7,16,14,3,3,0,0,44,0,0,0,5,0,0,0,0,0,5,0,7,6,29,14,16,22,12,3,110,0,5,4,29,4,3,0,0,0,54,0,0,0,6,0,6,5,0,0,13,0,0,0,8,0,9,7,0,0,22,4,19,20,104,39,47,35,17,10,298,93,241,270,489,215,218,164,124,101,1909,1480,3472,3472,6938,3609,3848,3261,1862,862,28816
1019,0,0,0,12,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,8,0,0,11,30,17,16,11,0,0,86,0,0,0,0,4,3,3,4,3,18,0,0,0,3,0,0,0,0,0,7,0,0,0,3,6,12,18,21,4,55,0,0,0,0,0,0,3,0,0,8,0,0,3,0,5,6,3,3,0,25,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,20,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,3,4,0,21,0,0,0,11,8,6,0,0,0,26,0,0,0,0,0,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,9,24,16,20,31,18,8,122,35,105,79,206,104,111,123,99,44,907,575,1420,1266,2743,1486,1748,1664,1100,388,12385
1020,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,10,0,0,0,11,0,0,7,14,9,4,6,0,0,48,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,14,11,0,61,0,0,0,0,3,0,0,0,0,4,0,5,10,16,18,5,3,0,0,67,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,4,0,13,9,6,0,0,0,33,0,0,0,0,4,0,0,0,0,5,4,9,3,16,0,0,4,0,0,36,0,0,0,3,0,0,0,0,0,11,0,0,0,6,0,5,6,3,0,21,0,0,0,0,4,4,0,0,0,14,3,4,4,23,14,16,25,21,0,113,25,70,70,129,92,86,92,52,14,625,910,2236,1742,3413,2020,1939,1724,863,166,15020
1021,0,0,0,0,0,0,4,0,0,9,0,0,4,6,9,20,10,4,0,53,0,3,12,47,20,33,10,4,0,133,0,0,0,4,3,8,7,3,3,24,0,0,3,10,9,9,3,0,0,40,0,0,5,7,9,35,22,23,19,115,0,0,0,3,0,0,5,0,0,8,0,7,15,36,29,32,25,23,0,174,0,0,0,3,4,5,0,0,0,15,0,0,0,6,0,0,0,0,0,4,0,4,0,28,13,0,3,0,0,55,0,0,0,0,3,0,0,0,0,5,0,3,11,21,15,11,13,7,0,91,0,0,0,8,6,0,0,0,0,12,0,0,0,0,0,4,7,0,3,21,0,3,4,16,8,3,4,5,0,46,0,12,29,65,59,75,65,68,32,408,40,93,96,232,106,129,173,148,66,1091,1560,3187,3110,5979,3191,3547,3521,2595,1138,27828
1022,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,7,22,15,14,3,0,0,66,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,7,0,19,0,0,3,0,0,0,0,0,0,6,0,3,0,18,10,3,5,0,0,35,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,13,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,5,3,0,26,0,0,3,8,3,3,0,0,0,15,0,0,0,6,3,0,0,3,0,10,3,0,0,8,0,4,0,0,0,14,3,3,3,27,11,13,14,20,7,99,36,95,54,183,72,80,72,55,38,690,909,1775,1352,3345,1469,1379,1167,822,353,12563
1023,0,0,0,6,0,0,0,0,0,12,0,0,0,5,0,3,0,0,0,7,4,14,8,54,23,9,4,0,0,116,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,9,0,0,30,0,0,0,0,0,0,0,0,0,3,0,5,7,12,13,4,4,0,0,41,0,0,0,9,4,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,3,0,3,21,10,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,17,0,0,0,8,8,0,0,0,0,21,0,0,0,0,0,5,0,0,0,0,0,7,3,11,7,0,0,0,0,21,0,15,3,39,18,18,12,7,3,119,32,123,96,229,102,83,65,43,22,794,822,1879,1463,3460,1528,1404,1026,517,179,12272
