LGA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA12930,0,0,0,3,0,12,43,38,18,109,0,0,3,21,9,11,18,7,5,70,0,0,0,15,10,11,6,4,0,55,3,29,1190,2439,55,25,10,0,0,3759,0,0,3,5,4,0,11,6,4,45,8,35,133,305,169,177,88,35,11,960,3,4,12,138,139,234,237,108,46,919,0,7,5,48,14,5,4,0,0,84,0,0,0,8,8,12,8,5,0,43,3,57,112,776,296,236,145,37,18,1682,0,0,0,51,20,11,24,4,10,118,0,0,0,9,11,8,6,0,0,30,0,0,3,15,21,22,26,17,13,121,0,11,22,63,28,28,40,8,3,202,0,3,14,65,43,38,27,15,4,213,0,4,10,44,17,22,18,3,8,128,0,11,7,148,43,33,38,6,0,294,4,10,33,339,96,52,36,4,0,577,0,5,5,18,10,12,6,5,3,62,5,25,19,70,15,24,11,6,3,181
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,3,0,0,6,4,8,8,10,4,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,7,7,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
LGA13310,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,3,4,55,6,0,0,0,0,71,0,0,0,0,0,3,16,13,0,36,0,8,8,29,26,30,36,10,5,153,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,14,0,0,0,0,3,4,0,0,0,7,0,9,8,58,21,17,22,0,0,135,0,0,0,3,0,0,7,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,9,13,3,42,0,0,0,0,0,0,0,0,0,4,0,0,0,9,7,4,12,0,0,33,0,0,0,5,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,9,0,0,0,15,13,3,6,0,0,44,0,0,0,0,0,5,0,0,0,8,0,0,4,3,8,8,4,0,0,37
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,16,0,4,0,11,6,16,5,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,12,3,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12
LGA13450,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10,0,0,0,6,5,0,0,3,0,13,0,28,37,100,14,18,9,5,0,216,0,0,0,0,0,0,0,0,0,0,0,9,15,30,3,0,0,0,0,59,0,0,0,0,5,0,0,0,0,3,6,20,16,94,27,31,12,4,0,210,0,0,0,0,0,0,0,0,0,0,0,10,23,20,28,10,3,0,0,102,0,0,0,5,5,4,3,3,0,16,0,0,0,0,0,0,0,0,0,0,3,10,11,19,19,7,0,0,0,76,0,3,0,7,4,0,3,0,0,19,5,0,8,68,0,0,0,0,0,83,0,0,0,15,11,4,4,0,0,31,0,0,5,8,16,5,4,0,0,36,0,0,0,6,6,3,0,0,0,23
LGA13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,7,0,3,4,14,8,8,3,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,4,25,6,4,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,16
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
LGA13800,0,0,0,3,13,41,94,56,8,217,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,45,0,0,0,0,0,61,0,0,3,3,15,14,40,22,20,113,0,13,27,103,98,99,62,27,0,420,0,0,0,8,0,11,11,6,0,27,0,0,0,11,3,0,0,0,0,20,0,0,0,0,0,14,0,0,0,20,0,10,11,94,54,47,33,3,0,251,0,0,0,4,5,3,5,0,5,28,0,0,0,3,0,0,0,0,0,3,0,0,4,7,19,25,28,22,0,114,0,4,0,3,3,9,0,0,0,25,0,6,19,50,37,18,17,3,6,151,0,0,0,11,9,11,0,0,3,33,0,0,0,10,0,0,0,0,0,15,0,3,3,41,18,11,7,0,0,79,0,0,0,0,0,3,0,0,0,3,3,3,11,31,9,14,15,4,6,92
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,6,14,0,0,24,0,0,4,21,16,27,19,7,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,9,0,5,8,25,15,8,4,0,0,70,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,5,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,3,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,4,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,7,0,0,22
LGA14000,0,0,0,0,0,9,18,4,10,41,0,0,3,15,8,15,16,0,0,65,0,0,3,26,19,18,13,9,0,87,0,15,179,555,36,16,3,0,0,802,0,7,14,16,18,16,30,36,22,166,9,54,90,218,213,203,144,72,28,1034,0,0,0,0,0,7,3,0,5,19,0,39,12,164,43,30,16,5,0,309,0,0,5,14,32,14,16,7,0,84,3,69,85,594,245,197,153,40,20,1405,0,3,0,52,45,44,65,15,7,226,0,0,0,0,0,0,0,0,0,6,0,12,14,21,41,62,43,49,23,265,6,51,61,88,75,57,58,17,3,421,3,92,116,292,240,157,123,53,24,1101,0,32,47,240,193,197,111,69,23,923,3,17,16,143,60,59,59,10,0,373,3,15,27,196,69,48,14,3,0,368,0,5,0,11,12,15,5,0,0,57,5,65,79,113,62,55,32,12,9,429
LGA14100,0,0,0,0,0,0,5,4,3,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,10,0,0,0,0,3,0,4,5,4,16,0,5,4,12,13,14,19,13,0,89,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,13,10,11,0,50,0,0,0,5,3,4,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,5,5,34,0,3,4,6,3,3,4,6,3,35,0,0,0,12,18,10,6,7,23,82,0,0,0,0,4,0,3,0,0,8,0,5,0,6,8,0,0,0,0,15,0,0,3,9,7,3,0,0,0,23,0,0,0,0,4,3,0,0,0,13,0,3,11,13,16,7,9,0,0,65
LGA14170,0,0,0,6,3,17,46,31,19,123,0,0,3,25,11,12,10,12,3,65,0,0,8,23,23,15,14,0,0,89,0,11,262,477,10,14,6,3,0,786,0,6,14,58,30,11,25,15,0,163,8,26,96,700,435,362,216,58,14,1894,0,0,4,24,10,32,44,38,16,177,0,0,5,35,10,8,5,0,0,58,0,0,0,21,39,12,10,0,0,93,0,30,53,603,186,174,153,43,8,1249,0,0,3,107,43,19,39,22,14,249,0,0,0,0,5,0,10,0,0,21,0,0,16,102,86,84,64,33,18,398,3,31,34,122,48,46,19,7,0,318,0,3,33,252,94,54,42,19,0,509,0,0,4,110,23,24,26,10,6,211,0,0,6,135,30,20,10,9,0,210,0,23,38,542,135,72,46,8,0,865,0,5,3,79,44,38,33,26,5,234,33,76,66,463,129,80,54,15,0,923
LGA14220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,5,3,4,0,11,0,0,0,19,21,7,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,7,10,23,19,11,5,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,0,3,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,35,12,9,4,0,0,66
LGA14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,7,0,3,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA14350,0,0,0,0,0,6,0,6,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,4,17,12,0,36,0,3,5,20,21,48,29,9,3,138,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,0,5,0,0,0,0,8,0,3,5,60,26,29,18,10,0,141,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,9,6,0,34,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,8,3,3,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,5,0,16,8,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,3,8,8,4,5,4,0,33
LGA14400,0,0,0,0,0,3,11,6,9,19,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,6,3,18,6,0,35,0,9,17,31,26,28,32,13,0,151,0,0,0,0,3,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,12,6,7,10,0,0,35,0,0,0,7,0,6,3,4,5,12,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,18,24,21,5,83,0,3,0,0,0,4,0,0,0,8,0,0,5,19,7,13,10,11,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,4,0,0,0,36,0,0,0,0,0,0,0,0,0,3,5,4,5,17,13,7,10,9,3,74
LGA14500,0,0,0,0,6,7,9,3,0,20,0,0,0,6,6,10,8,3,4,40,0,0,0,6,14,10,3,4,9,40,0,0,20,30,9,0,0,0,0,59,0,11,17,12,21,14,31,33,14,151,5,51,110,147,235,212,147,100,51,1053,0,0,0,0,9,3,3,0,0,15,0,8,0,42,12,14,8,0,0,96,0,0,0,10,44,30,23,23,6,132,8,16,28,190,77,74,55,10,9,467,0,3,0,36,19,33,30,12,8,141,0,0,0,5,5,0,0,0,0,3,0,9,26,20,44,70,47,32,26,271,16,87,64,101,67,53,51,18,4,458,13,125,180,422,462,348,218,124,37,1924,4,3,14,102,87,79,57,30,10,393,6,29,17,229,111,59,76,13,0,536,0,12,18,122,50,20,12,6,0,239,0,7,3,15,10,13,0,0,3,56,18,107,101,112,78,65,46,21,6,555
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,6,0,0,13,0,0,0,11,8,28,18,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,14,11,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,4,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,5,3,0,30
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,0,0,0,3,0,3,30,19,4,62,0,0,0,7,3,18,10,3,3,36,0,0,0,10,4,5,0,0,0,22,0,0,14,87,0,7,0,0,0,102,0,3,3,17,14,30,88,78,25,260,13,40,54,287,245,235,187,119,41,1211,0,0,0,7,14,20,45,15,21,131,5,16,0,33,0,0,6,0,0,69,0,0,8,15,22,20,20,4,0,94,0,34,38,258,112,134,87,19,8,688,0,0,0,32,15,20,37,26,14,142,0,3,4,12,14,19,11,4,3,62,0,9,16,32,54,84,106,85,34,423,4,0,7,13,10,9,10,4,0,54,0,34,49,150,99,92,54,28,3,503,0,3,6,29,16,16,12,3,0,90,0,4,0,21,5,4,0,0,0,30,0,11,12,153,73,29,12,0,0,291,0,0,0,9,3,0,0,0,0,11,4,31,34,130,37,53,34,17,3,347
LGA14700,0,0,0,0,0,4,3,0,0,8,0,0,0,8,0,0,0,4,0,12,0,0,0,5,0,0,3,0,0,9,0,0,20,59,0,0,0,0,0,82,0,8,0,12,4,0,0,4,0,40,4,14,20,89,80,65,46,21,5,337,0,0,3,6,3,3,0,0,0,23,0,0,6,19,4,0,5,0,0,33,0,0,0,4,8,5,6,3,0,27,0,9,18,189,41,32,21,4,3,319,0,0,0,55,13,12,22,8,3,114,0,0,0,0,0,0,0,0,0,0,0,4,4,21,11,17,15,6,3,85,4,15,9,45,18,12,11,8,0,116,6,13,12,105,47,30,34,17,3,268,0,11,0,43,11,12,10,0,0,96,0,6,3,62,14,12,9,0,0,105,0,4,10,92,22,15,5,0,0,157,0,0,0,21,3,3,6,3,0,42,4,41,15,78,25,21,11,6,0,212
LGA14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,3,4,16,5,8,9,0,0,53,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,13,38,9,12,0,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,5,3,0,0,27,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,12,0,0,0,13,4,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
LGA14850,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,20,0,0,0,7,12,12,18,13,0,59,0,3,15,56,70,80,50,18,0,283,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,13,0,0,0,5,7,7,4,0,0,20,0,12,16,57,24,29,25,4,0,161,0,0,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,5,5,14,12,4,5,45,0,0,0,0,3,3,0,0,0,16,0,5,9,21,17,13,11,5,0,84,0,4,0,7,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,14,3,5,5,23,19,6,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,9,3,27,7,16,14,7,0,83
LGA14870,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,5,14,0,29,0,0,10,19,24,28,24,13,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,6,0,6,3,27,16,20,10,0,0,82,0,0,0,0,4,0,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,17,15,3,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,15,0,0,0,4,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,25,10,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,3,0,24
LGA14900,0,0,0,4,7,53,124,97,21,315,0,0,9,48,26,47,53,22,19,229,0,0,3,31,14,13,10,0,0,77,0,16,108,674,48,19,15,0,0,874,0,3,0,10,5,6,21,13,7,60,19,228,374,758,265,166,62,26,0,1910,0,5,11,160,113,158,151,58,12,663,12,86,125,557,162,66,25,5,0,1034,0,0,0,8,10,3,3,0,0,20,3,58,123,905,448,603,361,81,32,2603,0,4,5,67,56,95,93,33,22,369,0,42,61,181,159,158,70,23,7,706,0,0,0,15,23,34,38,34,18,150,5,14,4,27,13,16,18,0,0,106,0,11,20,80,60,46,41,23,5,280,0,4,15,82,53,59,40,22,9,277,0,0,0,43,21,10,11,0,0,89,5,3,25,294,101,78,28,9,3,541,0,14,22,126,112,66,40,21,5,408,3,40,34,78,6,7,10,7,3,185
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,12,3,12,8,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
