LGA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
LGA10800,0,0,0,0,0,0,0,0,0,0,165,344,242,475,271,350,292,153,62,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,4,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10850,0,0,0,0,0,0,0,0,0,0,234,498,367,658,414,463,368,172,59,3241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,18,15,15,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA10900,0,0,0,4,0,0,0,0,0,3,1896,4685,4004,6671,3933,3759,3378,1424,396,30150,0,0,0,4,0,5,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,0,4,15,4,4,0,0,0,27,0,0,3,3,8,0,0,0,0,16,0,0,7,20,30,17,12,3,0,96,0,0,3,10,10,10,8,5,0,55,0,5,0,29,12,21,17,12,3,101,0,0,0,7,9,15,13,3,0,39,0,0,0,0,0,7,11,5,3,24,6,36,47,214,365,513,564,359,68,2166,0,0,0,5,7,10,12,0,0,31,0,6,0,22,15,11,18,4,3,80,0,0,4,23,32,47,73,52,12,253,0,0,0,5,4,4,8,12,0,31,0,0,0,6,12,11,8,0,0,37,0,13,3,85,22,10,20,22,7,180,0,4,0,12,3,3,8,3,0,34,0,0,0,17,4,0,0,0,0,25
LGA10950,0,0,0,0,0,0,0,0,0,0,73,146,146,221,136,143,100,75,25,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11150,0,0,0,0,0,0,0,0,0,0,75,138,106,192,114,126,91,44,8,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,41,91,66,105,57,88,61,22,5,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,0,438,887,869,1669,855,1105,955,449,157,7393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,8,15,22,13,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,7,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,33,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5
LGA11300,0,0,0,0,0,0,0,0,0,3,700,1331,1405,2014,806,623,340,156,65,7435,0,0,4,28,6,0,0,0,0,40,0,0,0,3,0,4,0,6,0,16,0,0,0,28,0,3,0,0,0,32,0,0,8,10,9,4,8,3,0,45,0,0,3,14,16,3,0,0,0,33,0,0,0,16,5,3,4,3,0,33,8,53,416,1315,408,510,286,108,74,3172,0,0,0,0,0,9,15,29,23,75,0,0,0,13,6,7,19,9,3,56,0,8,17,50,50,59,28,14,4,235,0,0,0,14,11,9,10,0,0,56,0,0,0,17,0,0,4,0,0,30,0,0,0,11,0,3,9,10,6,41,0,0,0,7,4,14,34,66,32,158,0,10,43,155,48,54,49,10,0,372,7,44,48,414,63,42,38,15,10,675,0,0,35,113,13,11,12,8,5,208,0,0,0,26,7,0,0,0,0,34
LGA11350,0,0,0,0,0,0,0,0,0,3,768,1705,1207,2763,1558,1646,1472,513,142,11776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,109,12,6,3,0,0,137,0,0,0,0,0,0,0,0,0,4,3,3,3,31,17,6,6,6,0,83,0,0,0,29,3,4,0,0,0,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,4,4,0,0,13,0,0,0,4,0,3,3,0,0,8,0,35,32,220,170,195,211,75,15,959,0,3,0,4,4,0,0,0,0,16,0,4,16,71,18,14,9,4,0,140,0,3,13,48,20,43,46,26,3,203,0,0,0,0,0,0,5,0,0,10,0,0,0,3,0,3,0,0,0,9,0,0,6,32,4,0,8,3,0,57,0,4,0,3,3,0,7,0,0,22,0,0,0,4,4,0,0,0,0,6
LGA11400,0,0,0,0,0,0,0,0,0,0,355,969,705,1099,764,794,710,362,97,5861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,26,30,32,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,8,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA11450,0,4,4,51,18,18,0,0,0,89,5578,8753,6244,12538,4632,2896,1841,808,237,43513,0,18,15,213,40,16,4,0,0,308,0,0,0,65,16,13,14,3,0,115,0,0,0,23,3,0,4,0,0,30,0,0,4,34,22,4,9,0,0,65,0,3,6,11,13,0,3,4,0,42,0,0,8,70,60,50,30,11,0,227,0,11,21,149,68,73,43,7,0,378,0,3,0,40,13,40,27,28,3,151,0,26,13,76,21,23,14,13,0,201,7,63,65,226,249,297,255,175,40,1369,0,4,28,275,131,68,44,8,3,555,0,0,0,11,12,0,3,3,0,25,0,6,6,30,14,18,44,16,6,131,0,6,4,8,4,24,26,11,3,79,0,4,7,20,8,7,3,3,0,52,8,98,90,948,214,70,57,22,3,1498,0,0,9,41,16,12,10,0,0,92,0,4,0,67,18,13,0,0,0,112
LGA11500,0,0,13,90,24,20,9,3,0,162,6205,11024,8458,12539,4445,4417,3359,1366,278,52088,14,115,177,1461,580,295,113,15,0,2768,0,0,0,45,30,30,16,7,0,122,0,0,0,22,4,3,0,0,0,32,0,4,10,77,47,28,27,3,0,204,0,8,5,23,11,18,3,0,0,67,0,6,9,77,82,96,84,55,4,405,0,30,47,295,125,189,127,44,19,892,0,0,0,26,9,41,48,63,7,196,4,23,37,145,62,76,82,23,6,463,8,42,32,167,209,430,471,299,72,1722,0,24,55,468,308,291,151,44,11,1357,0,0,4,16,10,12,6,5,0,48,0,0,8,22,16,33,58,45,12,204,0,0,7,19,18,37,49,47,0,185,0,0,10,57,19,26,24,6,3,158,25,248,323,1721,629,317,172,68,15,3506,0,19,26,159,65,50,32,10,0,361,0,6,28,66,21,20,12,8,5,162
