LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA14700,6961,3768,6241,6773,5094,3844,2983,1747,674,38087,0,0,0,0,3,0,0,8,0,12,82,84,125,95,52,65,65,73,67,712,0,5,5,0,0,0,10,0,0,18,5,0,4,0,0,5,6,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,91,101,140,107,50,81,75,68,64,783,91,101,140,108,55,81,80,77,67,793,7053,3873,6373,6875,5151,3921,3061,1824,745,38881
LGA14750,2352,1440,1304,1221,1337,1394,1011,671,271,10998,6,11,3,0,0,12,7,3,3,41,36,69,57,48,36,41,14,7,6,306,0,4,3,5,10,4,6,3,0,28,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,44,67,63,52,42,51,25,8,6,364,51,80,72,52,43,57,31,19,10,410,2400,1515,1371,1272,1382,1454,1037,691,282,11402
LGA14850,7417,4708,4554,5028,5758,6387,5306,2542,1048,42740,11,16,10,10,13,19,16,11,3,107,164,246,231,161,188,208,164,117,91,1567,0,8,6,3,7,7,12,3,0,55,19,19,23,17,28,38,38,4,4,199,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,186,276,272,185,228,262,221,128,98,1848,197,297,284,198,246,277,235,138,98,1955,7607,5001,4834,5217,6006,6661,5543,2676,1143,44697
LGA14870,3344,2018,2163,2071,2523,3011,2722,1582,513,19941,3,3,4,8,0,12,8,7,0,55,72,115,116,93,117,145,97,50,23,827,3,0,5,0,4,0,0,0,0,22,5,4,5,0,14,10,5,3,0,42,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,86,120,126,108,146,150,108,49,23,920,89,124,129,116,146,171,110,64,28,970,3432,2140,2296,2182,2666,3177,2838,1647,539,20916
LGA14900,50975,32098,32674,33422,29161,24682,15541,7717,2677,228942,26,33,29,20,27,48,56,100,119,453,573,463,682,556,418,422,340,274,165,3896,7,21,18,13,5,10,4,3,0,88,8,46,40,33,18,17,13,0,0,179,0,4,8,5,8,0,0,0,0,26,0,8,8,4,4,0,0,0,0,27,0,0,5,0,0,5,0,0,0,6,0,9,5,0,0,0,0,0,0,24,0,6,8,6,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,4,600,567,779,614,458,453,359,274,168,4275,625,601,804,632,484,502,417,372,285,4724,51593,32697,33480,34055,29650,25181,15961,8091,2965,233665
LGA14920,1299,726,664,756,913,1068,1036,573,183,7222,13,7,4,0,3,5,5,3,0,42,24,50,54,29,33,49,34,15,4,285,0,0,0,0,0,10,3,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,50,55,31,34,62,41,15,4,319,40,54,57,37,31,70,46,19,8,359,1338,789,721,787,950,1139,1075,593,185,7587
LGA14950,667,313,250,300,373,515,414,235,111,3186,0,0,0,0,0,0,0,3,3,9,8,15,6,4,7,4,5,4,0,63,0,0,3,0,0,9,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,15,6,12,8,11,8,4,0,77,8,15,6,12,8,16,10,3,4,88,672,328,257,311,381,530,426,246,112,3274
LGA15050,18836,10609,12474,11674,10702,9540,7802,4196,1427,87258,14,5,10,6,7,10,22,14,4,101,414,444,382,244,191,220,171,113,69,2247,0,0,3,0,0,5,4,4,0,18,3,0,5,3,10,3,10,4,0,39,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,9,0,0,3,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,423,456,394,252,206,234,189,118,69,2339,437,464,409,261,212,237,206,138,73,2434,19275,11073,12882,11934,10912,9775,8012,4329,1498,89694
LGA15240,13677,7664,7178,8061,10402,14592,16579,10039,3719,91919,43,25,29,26,31,50,72,54,20,338,618,625,499,420,571,813,771,340,138,4793,0,4,13,0,7,25,45,27,8,129,13,13,15,17,20,29,16,10,0,141,0,0,0,0,4,6,3,6,0,16,0,0,0,0,3,3,16,0,0,23,0,0,0,0,0,3,6,0,0,14,0,0,0,0,0,0,0,0,0,7,0,3,4,3,9,0,10,0,0,33,0,0,0,0,0,0,0,0,0,0,629,641,528,449,612,879,866,384,148,5146,673,665,558,468,646,935,931,434,163,5487,14355,8332,7743,8529,11051,15526,17513,10475,3884,97410
LGA15270,4986,2391,2820,2851,3209,3327,2779,1714,566,24649,5,4,5,10,4,13,15,14,0,63,137,214,194,133,163,171,151,70,14,1254,0,3,5,6,0,0,0,0,0,16,3,0,4,3,17,3,0,0,0,47,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,138,222,209,149,189,185,165,70,13,1338,148,222,211,155,196,192,170,83,16,1402,5131,2614,3029,3003,3409,3522,2955,1798,586,26047
LGA15300,2530,1363,1612,1454,1533,1635,1173,641,183,12129,6,9,5,3,6,3,10,9,0,48,90,108,102,63,95,117,128,64,7,769,0,7,3,0,0,13,13,17,0,60,18,39,48,14,62,43,22,5,0,244,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,109,156,152,74,163,173,180,84,16,1107,114,157,152,81,171,178,188,97,16,1148,2644,1517,1767,1534,1703,1812,1362,741,199,13276
LGA15350,4425,2782,2785,3529,4042,3507,2903,2105,884,26959,0,0,0,0,3,0,3,7,4,23,66,95,120,60,53,45,42,30,17,530,0,0,3,3,3,3,7,6,0,25,6,4,4,0,3,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,72,112,131,68,59,54,54,31,17,611,78,112,136,77,64,53,58,37,23,636,4496,2896,2922,3602,4109,3568,2961,2147,912,27598
LGA15520,2122,995,1126,1226,1478,1788,1831,1139,382,12080,6,0,5,5,4,6,22,3,9,51,25,15,24,15,11,26,26,10,5,155,20,44,45,27,23,44,54,15,4,273,0,0,5,0,3,6,7,0,0,16,0,0,0,0,0,4,4,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,60,70,44,44,82,90,23,14,468,45,65,75,51,44,82,114,24,12,524,2170,1055,1200,1276,1521,1873,1944,1160,393,12600
LGA15560,530,302,379,332,401,522,404,197,71,3141,0,0,3,4,0,0,0,0,0,7,10,21,13,6,3,17,13,4,3,95,0,6,10,0,8,6,7,0,0,33,0,3,0,4,6,0,0,0,0,8,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,12,29,29,9,16,31,16,4,3,152,17,35,30,18,16,28,16,4,3,164,543,336,410,345,407,552,424,200,73,3299
LGA15650,3380,1859,2231,2050,2046,1890,1379,716,243,15800,8,0,0,7,0,0,14,0,0,30,64,104,126,129,88,89,42,22,18,685,0,0,0,0,3,3,4,0,0,13,0,7,12,6,0,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,112,138,134,91,101,51,22,18,735,68,116,139,144,93,101,61,22,15,767,3446,1975,2371,2193,2142,2000,1440,741,261,16568
LGA15700,3146,1673,1590,1750,2196,3269,3333,1898,693,19540,5,12,5,9,9,23,18,9,0,95,90,92,82,82,102,209,197,74,22,954,3,0,8,4,0,18,63,11,0,102,0,0,13,5,6,7,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,7,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,103,100,104,94,114,249,265,86,22,1128,102,108,108,102,120,268,282,95,22,1220,3254,1782,1692,1849,2314,3539,3614,1989,715,20753
LGA15750,2481,1300,1503,1337,1479,1743,1286,754,292,12173,6,17,6,6,0,10,8,11,3,57,71,101,136,99,136,132,77,31,12,786,0,0,0,3,0,9,9,8,0,26,0,6,16,12,23,13,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,106,153,111,161,158,96,35,13,909,82,119,153,122,163,161,106,47,15,967,2556,1417,1659,1457,1641,1910,1392,802,309,13135
LGA15800,1114,526,519,588,630,768,646,415,190,5397,7,7,4,9,6,4,5,3,0,40,13,27,35,23,25,30,14,12,8,184,0,5,0,0,0,0,11,5,0,27,0,0,0,0,0,4,0,0,0,13,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,12,32,33,28,28,41,31,16,8,234,24,38,37,33,29,46,41,18,8,272,1140,563,557,620,669,812,678,429,200,5666
LGA15850,1312,625,670,644,675,803,709,450,160,6049,3,4,3,4,0,9,4,0,4,34,26,69,19,14,19,28,23,16,0,212,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,70,20,14,25,34,27,16,0,230,32,76,25,20,25,34,31,18,4,262,1342,697,693,669,700,843,737,469,166,6312
LGA15900,26661,22492,25602,21056,19948,18377,14488,8641,4241,161487,15,34,19,23,33,39,36,36,44,281,623,1044,1029,653,563,582,497,361,189,5550,9,11,29,9,14,12,10,3,0,101,0,26,29,15,23,20,10,0,0,130,0,3,3,0,6,3,3,0,0,13,0,5,0,0,9,7,3,0,0,21,0,0,6,0,7,3,0,4,0,19,0,3,0,0,0,0,0,0,0,3,0,11,4,0,5,8,5,0,0,35,0,0,0,0,0,0,0,0,0,4,636,1102,1095,684,619,637,535,376,187,5871,648,1138,1116,710,651,677,570,414,229,6154,27311,23633,26714,21759,20593,19053,15055,9049,4467,167644
LGA15950,8412,5166,14027,11941,8420,7010,6074,3649,1137,65833,8,0,4,3,3,6,8,3,9,44,151,175,285,236,184,192,133,64,36,1457,4,0,11,11,9,7,6,0,0,52,5,5,10,15,12,20,11,7,0,81,0,0,7,0,0,0,7,0,0,16,0,0,0,0,3,5,0,0,0,14,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,4,0,0,9,0,19,4,5,11,4,3,3,0,37,0,0,0,0,0,0,0,0,0,0,167,203,315,267,214,240,166,77,34,1677,167,207,322,268,219,239,177,79,40,1720,8575,5372,14346,12203,8644,7250,6247,3726,1178,67550
LGA15990,47634,28898,27793,34554,38968,31302,23176,15968,6976,255264,14,19,18,33,20,26,32,26,20,210,594,807,768,556,547,572,405,280,221,4750,5,15,13,3,0,25,18,5,5,88,10,18,17,12,14,49,29,14,5,166,0,0,5,0,0,5,0,0,0,12,0,4,0,0,0,10,15,3,0,37,0,3,0,0,3,6,4,3,0,18,0,4,0,0,0,4,4,0,0,14,3,33,8,8,4,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,614,884,813,593,568,673,476,297,231,5149,628,904,829,629,589,698,508,319,251,5360,48265,29799,28623,35179,39562,31995,23681,16289,7227,260619
LGA16100,940,482,509,584,709,789,802,399,101,5309,0,6,0,0,4,7,0,0,0,17,37,35,42,41,28,46,51,15,6,293,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37,35,42,47,30,47,51,15,6,307,37,37,42,48,34,51,56,12,8,321,976,518,549,630,747,845,858,410,104,5629
LGA16150,9185,4823,5642,5266,4907,4552,4017,2368,993,41760,14,32,6,14,7,12,12,15,6,116,212,411,304,215,207,201,123,103,31,1819,3,9,11,9,7,4,0,0,0,42,7,11,24,31,36,29,4,0,0,143,0,5,6,5,3,7,0,0,0,21,0,5,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,13,13,11,0,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,225,461,348,273,257,249,137,108,35,2096,240,491,357,282,263,262,150,128,39,2215,9425,5316,5996,5552,5174,4813,4170,2495,1035,43971
LGA16200,2863,1560,1557,1498,1592,1820,1470,935,409,13690,7,3,0,0,0,3,10,14,3,35,50,96,84,74,71,82,54,17,16,553,0,6,7,3,5,5,15,4,0,43,0,6,10,6,9,8,4,0,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,55,105,100,90,86,102,78,25,16,657,58,106,97,89,93,105,84,35,20,692,2923,1663,1657,1591,1686,1924,1551,966,428,14382
LGA16260,46094,27839,48763,44804,28620,24271,17759,9669,3931,251747,15,13,32,34,18,23,13,26,11,179,790,563,880,593,431,464,374,290,215,4604,4,23,35,19,6,16,7,0,0,109,5,20,27,15,12,23,19,0,0,131,0,13,8,4,4,6,8,0,0,40,4,6,6,7,4,0,3,0,0,31,0,6,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,12,18,12,0,10,5,3,0,0,54,0,0,0,0,0,0,0,0,0,0,813,636,966,646,462,513,418,298,215,4980,828,656,1000,674,484,536,437,322,226,5159,46918,28489,49764,45479,29103,24811,18192,9990,4161,256908
LGA16350,45365,27536,32139,31167,26357,22856,16982,7900,2575,212880,23,20,18,22,24,25,35,23,11,194,686,705,770,510,430,339,310,264,146,4165,0,8,15,19,11,9,6,7,0,73,9,11,13,10,11,28,19,13,5,114,0,0,5,3,0,3,0,0,0,9,0,0,3,3,0,0,11,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,703,729,810,541,458,385,351,285,154,4402,727,746,828,563,484,411,382,310,157,4602,46086,28282,32966,31728,26842,23264,17366,8208,2732,217477
LGA16380,13509,8314,7269,8265,10055,11444,12499,8379,3326,83058,6,10,12,10,20,26,38,27,17,161,419,552,427,377,377,578,612,252,99,3691,3,10,6,7,10,30,64,49,0,183,0,15,20,10,15,18,12,3,4,95,0,0,3,0,4,0,0,0,0,18,0,3,0,4,0,8,17,3,0,29,8,0,0,5,0,5,9,0,0,34,3,0,0,0,0,3,0,0,0,13,0,4,0,3,9,5,16,5,0,38,0,0,0,0,0,0,0,0,0,0,431,583,459,404,421,657,726,313,104,4099,442,589,466,418,439,676,766,343,119,4257,13950,8903,7734,8688,10493,12125,13266,8720,3439,87317
LGA16400,12653,7536,6724,7600,8911,10196,10339,6259,1773,71987,7,11,6,9,6,27,30,28,7,138,303,338,284,225,255,299,247,115,56,2120,0,0,0,10,5,7,23,9,4,52,3,3,20,5,12,23,11,3,0,82,3,0,3,0,0,0,7,0,0,13,0,0,4,3,3,0,3,0,0,21,0,0,0,0,0,0,6,0,0,7,3,0,3,6,3,0,0,0,0,12,0,0,4,0,3,4,7,5,0,20,5,0,0,0,0,0,0,0,0,4,310,351,318,238,282,342,292,131,54,2325,325,369,327,249,291,371,319,160,64,2467,12973,7900,7045,7851,9201,10562,10662,6415,1838,74450
LGA16490,12134,6560,8967,8774,8890,7631,4952,2351,722,60973,0,6,4,3,8,11,18,10,5,68,133,208,190,131,181,209,150,73,34,1302,0,6,16,8,7,22,8,0,0,72,4,3,8,4,13,21,9,3,0,66,0,0,4,3,3,5,4,0,0,23,0,0,0,4,0,0,0,0,0,9,0,0,0,0,4,9,6,3,0,25,0,0,0,0,0,4,0,0,0,4,64,82,116,71,47,35,26,11,5,454,0,0,0,0,0,0,0,0,0,0,202,311,333,219,250,303,204,94,40,1949,206,317,341,224,252,313,218,107,41,2019,12337,6874,9304,8994,9144,7939,5172,2451,764,62993
LGA16550,20182,15240,23613,19766,16989,13668,10307,6637,2983,129369,11,7,17,14,24,15,37,81,213,410,376,421,558,370,282,243,229,167,156,2800,3,14,13,12,3,12,12,3,0,80,5,31,13,17,16,13,16,8,0,115,3,9,10,7,4,5,3,0,0,37,0,14,6,0,0,3,7,0,0,30,0,3,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,9,13,22,12,7,0,8,3,0,0,60,0,0,0,0,0,0,0,0,0,0,399,516,613,414,309,289,274,190,156,3150,412,521,627,424,330,302,315,271,366,3565,20590,15767,24236,20186,17315,13964,10619,6909,3347,132935
LGA16610,4229,2471,2196,2247,2704,3180,3139,1774,737,22671,13,11,5,10,6,12,12,13,4,78,99,124,97,62,82,108,148,64,12,800,0,0,0,0,6,12,83,36,3,137,8,10,10,16,11,15,15,4,0,87,0,0,0,0,0,3,3,0,0,8,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,104,134,112,77,96,147,259,111,17,1060,115,139,117,93,101,158,270,127,20,1134,4344,2615,2312,2338,2807,3337,3408,1906,755,23805
LGA16700,20627,13967,23148,20850,14899,13604,10197,5662,2918,125881,0,19,14,18,37,43,40,16,51,242,212,382,517,337,252,279,225,143,102,2455,0,11,17,4,7,8,10,3,0,59,3,10,16,10,10,6,8,3,0,67,0,4,3,0,0,0,0,0,0,12,0,0,0,3,0,4,6,0,0,22,0,3,0,0,0,4,5,0,0,20,0,0,0,0,3,0,0,0,0,6,0,0,3,3,0,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,219,413,554,357,283,314,260,153,102,2660,219,436,569,374,321,354,300,171,150,2898,20848,14403,23720,21232,15220,13961,10494,5836,3075,128780
LGA16900,14338,9090,9251,9116,9437,9401,7604,4320,1625,74190,7,8,11,4,13,13,13,25,9,94,217,300,266,167,154,163,91,72,64,1483,5,0,0,0,4,5,0,0,0,17,4,4,3,7,9,10,9,3,0,51,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,221,308,267,179,169,185,107,75,64,1576,232,318,278,185,181,192,118,99,74,1678,14574,9407,9532,9297,9619,9594,7727,4418,1700,75865
LGA16950,16873,9687,10450,10632,11700,15142,16040,9375,3343,103256,22,24,13,32,29,55,60,51,23,309,736,678,586,576,633,834,654,283,114,5098,6,3,17,8,11,13,22,0,0,90,10,3,12,24,16,25,8,0,0,101,0,7,0,4,0,0,0,0,0,14,0,0,4,0,0,5,4,0,0,22,0,4,0,0,4,4,7,0,0,19,0,0,6,4,3,0,0,0,0,15,10,16,15,11,21,28,25,10,5,139,5,0,0,0,0,3,0,0,0,4,763,713,639,627,692,922,727,300,122,5500,786,730,652,658,719,975,784,354,143,5803,17662,10420,11103,11292,12427,16120,16822,9731,3489,109059
LGA17000,5007,3177,3120,2953,3240,2953,2077,996,344,23868,0,12,3,4,4,0,4,3,0,29,114,170,158,92,109,92,54,39,19,856,0,14,10,0,0,6,6,0,0,34,0,22,17,6,4,7,4,0,0,62,0,5,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,115,225,187,109,114,102,68,39,19,979,115,232,192,114,121,105,70,45,19,1008,5120,3411,3314,3064,3357,3053,2158,1040,360,24880
LGA17040,3462,2174,2632,2377,2847,2963,2253,1284,457,20444,4,13,12,0,5,13,9,3,7,60,700,979,759,579,728,732,410,91,16,5000,14,62,59,25,20,22,19,3,0,220,14,176,96,32,56,45,19,5,0,458,0,36,45,12,13,18,7,3,0,136,0,45,33,10,7,12,0,0,0,104,3,26,16,5,14,13,7,0,0,69,0,13,0,0,0,0,0,0,0,16,122,64,123,118,103,162,106,33,5,832,0,0,0,0,0,0,0,0,0,0,853,1399,1137,775,934,1001,575,140,27,6835,851,1414,1145,775,945,1012,585,148,29,6897,4318,3583,3777,3150,3787,3972,2831,1429,482,27335
