LGA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA14550,0,0,0,54,16,0,0,6,0,0,0,0,0,10,24,66,0,0,0,0,0,0,0,0,0,0,4,12,166,51,7,182,16,83,13,59,4,101,34,719
LGA14600,0,0,0,55,27,0,5,14,0,4,0,0,0,9,21,76,5,0,0,0,0,0,0,0,0,0,3,10,157,15,9,196,26,73,6,11,11,52,30,593
LGA14650,24,92,7,5100,275,47,17,282,42,117,43,80,21,135,813,1866,7,0,17,21,13,0,0,0,5,21,54,138,5660,1240,286,8320,1348,2949,476,1141,311,1968,911,24611
LGA14700,15,46,4,3088,52,6,5,32,7,22,0,11,0,12,103,253,5,0,0,3,0,4,0,0,0,6,13,25,1625,207,55,1302,322,902,75,231,65,237,118,5142
LGA14750,0,0,0,132,19,0,0,22,0,6,0,5,4,5,47,98,0,0,0,0,0,0,0,0,0,0,3,3,332,32,12,326,50,166,5,53,16,77,55,1122
LGA14850,0,3,0,445,54,26,4,51,3,24,0,15,5,18,104,301,3,0,4,3,0,0,0,6,0,4,14,33,970,326,40,1247,166,495,76,241,64,359,132,4109
LGA14870,0,6,0,306,21,7,4,36,3,14,5,6,4,18,81,202,0,0,0,0,0,0,0,0,3,3,7,10,391,84,19,583,109,238,36,106,34,195,96,1890
LGA14900,106,292,9,5498,146,34,61,107,50,157,27,87,78,296,772,1812,13,3,22,10,5,13,0,9,18,70,200,368,5622,1196,909,4591,1951,5378,1044,2529,1595,7259,1100,33171
LGA14920,0,0,0,78,15,3,0,10,4,0,0,3,0,5,30,81,0,0,0,0,0,0,0,0,0,0,3,5,167,22,12,194,23,105,13,25,9,63,37,672
LGA14950,0,0,0,33,19,0,0,13,0,0,0,6,0,0,23,53,0,0,0,0,0,0,0,0,0,0,3,7,101,12,3,98,17,49,6,10,4,15,24,325
LGA15050,9,26,5,2015,137,20,10,124,20,58,9,23,14,36,497,949,8,0,7,7,0,0,3,0,6,9,29,71,2702,453,113,3580,613,1600,193,455,162,680,553,11109
LGA15240,3,19,6,668,90,33,13,112,18,41,8,43,10,73,265,704,3,0,6,9,4,5,0,0,0,16,34,84,1523,533,101,2112,269,877,140,516,128,999,334,7531
LGA15270,0,3,5,476,38,9,5,42,8,17,4,11,9,13,126,271,7,5,0,8,0,0,0,0,0,7,8,35,609,110,40,874,140,373,47,112,44,185,144,2692
LGA15300,0,0,0,174,51,5,0,25,6,10,4,0,0,0,36,132,3,0,0,0,0,0,0,0,0,0,11,18,335,29,11,336,66,118,8,28,12,53,52,1056
LGA15350,14,63,7,2312,43,6,0,35,9,38,5,20,5,14,91,259,7,0,0,3,0,0,0,0,0,0,8,23,943,145,30,754,166,778,32,197,42,199,108,3388
LGA15520,0,0,0,150,31,4,3,35,0,9,0,5,0,6,60,145,0,0,0,4,0,0,0,0,0,6,4,12,321,48,14,469,54,137,21,49,12,68,63,1268
LGA15560,0,0,0,25,22,0,0,17,0,5,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,87,12,3,124,15,40,5,4,0,13,9,312
LGA15650,3,0,0,313,31,0,0,27,0,9,0,7,10,12,89,185,0,0,0,0,0,0,0,0,0,0,4,13,405,55,16,524,71,287,36,71,36,117,103,1715
LGA15700,0,0,0,135,20,10,3,13,5,15,0,13,3,10,60,156,0,0,0,4,0,0,0,0,0,4,8,19,300,138,21,440,48,200,26,144,17,226,79,1642
LGA15750,0,0,0,170,21,0,0,17,0,6,3,4,4,9,56,130,5,0,4,0,0,0,0,0,0,3,0,22,378,37,18,391,60,148,17,32,18,71,63,1233
LGA15800,0,0,0,41,9,0,0,13,0,6,0,0,4,6,22,55,0,0,0,0,0,0,0,0,0,0,4,10,142,18,3,165,27,56,6,21,8,36,27,493
LGA15850,0,0,0,78,17,0,0,14,0,6,3,0,0,9,22,74,0,0,0,0,0,0,0,0,0,0,5,10,171,11,7,182,44,70,7,21,5,38,33,586
LGA15900,33,65,5,4586,195,25,9,166,30,66,14,33,13,66,573,1191,12,0,6,14,3,5,5,0,0,11,31,83,4002,957,177,5844,892,2146,318,817,193,1149,640,17135
LGA15950,29,66,4,3721,52,6,7,34,6,25,3,8,4,16,146,306,3,0,3,0,5,0,0,0,0,0,21,37,1954,239,68,1375,458,1074,84,254,90,319,179,6094
LGA15990,91,330,18,18278,382,94,25,385,94,187,36,91,35,154,734,2219,17,9,21,20,8,14,5,3,13,17,79,207,9285,2064,435,10799,2370,5284,782,1697,484,2085,860,36150
LGA16100,0,0,0,84,15,0,0,12,0,5,0,0,4,7,18,59,0,0,0,0,0,0,0,0,0,0,0,7,152,15,11,141,21,52,10,17,6,43,20,502
LGA16150,0,5,5,956,72,3,0,50,5,15,4,10,4,27,191,379,6,3,0,0,0,0,0,0,0,3,13,36,1393,168,38,1531,246,568,56,145,50,257,218,4683
LGA16200,0,0,0,190,26,0,4,19,4,12,0,3,0,12,67,139,0,0,0,6,0,0,0,0,0,5,6,13,401,41,15,416,71,165,20,59,24,109,75,1390
LGA16260,89,229,10,8610,166,40,45,116,47,118,30,50,43,164,816,1634,14,0,22,9,4,10,0,0,16,11,139,228,8150,1535,879,5903,1998,6677,910,2154,1168,3985,1045,34399
LGA16350,45,92,7,5353,221,41,37,149,99,136,48,52,46,120,733,1663,19,3,20,15,17,4,0,5,15,17,110,230,6726,1307,569,6046,2129,4502,869,1538,756,2416,914,27776
LGA16380,4,18,0,1199,98,19,9,96,14,31,9,20,11,55,274,630,6,0,6,8,0,0,0,0,0,13,23,57,1991,491,84,2582,318,906,133,434,98,717,317,8061
LGA16400,5,25,0,1143,93,20,13,106,29,53,11,20,12,57,353,764,6,0,7,4,5,6,0,0,7,6,28,58,1620,364,102,2319,396,1048,148,401,147,727,408,7674
LGA16490,11,45,3,3041,144,12,4,71,27,34,9,9,5,24,212,548,9,5,0,3,3,3,0,0,0,0,23,45,3053,285,89,2210,522,993,104,254,53,345,245,8175
LGA16550,34,138,4,7286,142,30,12,110,34,63,10,30,20,78,340,873,15,3,10,16,3,12,3,0,3,9,36,111,4054,772,185,3829,988,2238,306,708,244,1146,406,14865
LGA16610,4,6,0,168,26,8,0,26,6,13,0,8,3,8,87,192,0,0,3,0,0,0,0,0,0,4,3,16,468,111,35,608,75,281,37,132,37,216,103,2102
LGA16700,32,126,4,5760,98,33,20,65,33,62,22,29,17,69,351,794,20,0,0,7,9,7,0,0,3,11,62,113,4253,852,288,3417,953,2903,350,959,378,1625,460,16439
LGA16900,21,29,0,1604,87,12,15,82,25,40,17,26,12,53,308,674,0,0,3,4,4,4,4,0,7,11,36,77,1815,454,153,2681,764,1204,302,474,232,820,362,9257
LGA16950,11,21,0,1192,103,37,8,117,15,53,11,38,11,88,369,850,10,0,7,9,6,3,0,0,5,15,31,82,1906,666,108,2958,450,1287,178,578,160,1046,413,9758
LGA17000,0,5,0,734,37,6,4,32,6,29,4,6,6,17,159,307,5,0,6,0,0,0,0,0,0,3,10,27,676,89,56,996,162,510,62,102,45,175,177,3049
LGA17040,0,0,0,382,50,8,0,25,7,11,9,0,0,9,72,184,0,0,0,4,0,0,0,0,0,5,7,15,631,118,15,646,85,260,30,76,15,99,88,2068
LGA17080,0,5,0,159,48,3,0,28,6,10,0,8,0,7,75,190,0,0,0,3,0,0,0,0,0,5,6,15,358,50,20,487,59,177,19,57,24,113,87,1451
LGA17100,11,55,4,1581,33,17,6,30,14,26,4,12,10,35,141,319,3,0,10,4,4,4,3,0,4,5,32,64,1216,325,106,913,267,1057,133,404,190,736,190,5528
LGA17150,77,217,7,12509,291,72,41,269,81,144,51,59,39,132,683,1851,18,3,15,20,17,10,5,3,7,13,77,196,7760,1844,481,9494,2455,4056,939,1524,544,2073,801,31979
LGA17200,37,95,12,5099,70,11,15,40,15,35,3,14,3,27,247,478,6,0,5,3,0,3,0,3,0,4,38,67,2876,574,190,2287,859,1724,267,622,214,930,314,10863
LGA17310,3,11,0,849,109,12,5,54,7,23,3,12,3,18,260,511,8,0,3,4,0,7,0,0,3,7,14,53,1921,221,65,1904,305,793,70,236,72,431,287,6311
LGA17350,0,0,0,71,14,0,0,18,0,3,0,0,0,0,24,65,0,0,0,0,0,0,0,0,0,0,0,6,151,23,5,210,26,56,10,15,7,48,21,573
LGA17400,0,0,0,26,5,3,0,9,0,0,5,0,0,7,24,48,0,0,0,0,0,0,0,0,0,0,0,7,105,20,0,117,22,68,8,26,4,72,27,466
LGA17420,72,255,12,13550,304,47,39,195,48,132,27,49,43,121,662,1668,19,5,20,20,9,14,3,3,8,16,97,218,9972,1473,464,7347,1956,5140,689,1425,568,2284,821,32140
LGA17550,11,17,0,1341,98,33,13,128,22,58,13,29,14,53,380,834,9,0,10,8,3,5,0,0,5,10,46,90,1921,714,103,2976,409,1160,224,573,143,804,457,9471
LGA17620,0,6,0,250,36,3,3,30,3,10,4,6,5,11,68,175,0,0,0,3,0,0,0,0,0,4,6,13,433,54,21,470,60,194,27,49,25,96,79,1508
LGA17640,0,0,0,144,25,0,0,18,3,16,4,0,0,9,41,112,0,0,0,0,0,0,0,0,0,0,0,0,227,40,14,288,43,102,19,42,13,64,47,891
LGA17650,0,0,0,66,11,0,0,8,3,3,0,0,0,4,17,49,0,0,0,0,0,0,0,0,0,0,0,5,171,34,10,183,33,48,8,35,4,45,17,595
LGA17750,0,15,3,1254,114,16,4,87,11,34,11,14,7,29,306,645,5,0,5,9,3,0,0,0,4,7,21,62,2196,242,66,2405,354,878,79,254,78,443,355,7342
LGA17850,0,0,0,30,3,0,0,6,0,0,0,0,0,0,17,27,0,0,0,0,0,0,0,0,0,0,0,3,81,9,0,90,11,31,4,7,4,16,18,271
LGA17900,0,0,0,27,12,0,0,12,0,0,0,0,0,7,20,62,0,0,0,0,0,0,0,0,0,0,0,4,70,17,0,81,14,35,0,20,10,34,26,305
LGA17950,0,0,0,25,16,0,0,8,0,3,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,3,81,6,3,73,9,26,0,6,0,21,6,237
LGA18020,0,0,0,59,17,0,0,16,0,0,0,0,0,9,26,78,0,0,0,0,0,0,0,0,0,0,0,3,190,24,5,230,34,78,13,41,14,85,34,744
LGA18050,29,60,10,4309,79,18,9,62,15,49,3,19,6,34,149,459,8,0,3,9,0,5,0,0,3,3,33,64,1916,359,105,1971,468,1189,117,343,92,367,195,7114
LGA18100,0,0,0,28,7,0,0,18,0,0,0,0,0,0,19,45,0,0,0,0,0,0,0,0,0,0,0,0,75,13,9,114,7,32,3,13,4,30,20,310
LGA18200,0,0,0,94,18,0,0,20,0,8,0,0,0,9,48,112,0,0,0,0,0,0,0,0,0,3,0,8,202,35,9,232,35,92,14,24,7,55,57,767
LGA18250,37,131,8,5676,71,18,4,59,14,70,3,19,14,39,275,603,8,5,0,0,0,3,0,0,0,5,39,65,2961,536,123,2420,545,1996,146,515,153,815,340,10550
LGA18350,13,30,0,1370,77,17,7,66,15,38,3,21,6,30,205,488,7,0,4,3,0,0,0,0,0,0,13,25,1319,359,65,1805,255,760,112,263,88,368,226,5623
LGA18400,17,27,3,1849,109,10,9,74,32,31,13,13,6,36,181,516,4,0,12,6,10,3,0,0,0,10,26,84,1792,429,180,2072,598,959,265,335,177,535,228,7557
LGA18450,44,120,4,6096,195,50,24,205,65,130,26,67,30,124,603,1511,3,0,6,22,10,11,3,0,3,20,64,150,4987,1321,400,7149,1901,3439,690,1372,488,2330,713,24785
LGA18500,27,104,10,3617,53,14,6,68,22,67,9,22,13,30,185,484,8,0,4,3,0,0,0,3,3,9,12,49,1387,297,71,1297,294,1161,85,320,73,303,212,5501
LGA18710,10,14,0,776,53,4,0,28,5,20,0,6,0,6,75,195,3,0,0,0,0,0,0,0,0,6,0,11,783,95,23,723,94,235,17,72,30,110,82,2260
LGA19399,0,0,0,6,3,0,0,0,0,3,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,3,39,12,3,17,0,14,3,9,4,3,10,108
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
