LGA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
LGA14400,10244,..,..,..,..,10244,..,8,0,8,0,8,..,20,0,17,0,17,..,0,0,0,0,0,..,12,6,27,0,27,..,17,8,22,0,22,..,0,0,0,0,0,..,34,17,52,0,52,..,6,0,6,0,6,..,23,0,26,0,26,..,33,0,33,0,33,..,29,0,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,43,0,41,0,41,..,8,0,8,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,20,0,22,0,22,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,6,0,6,..,5
LGA14500,39378,..,..,..,..,39378,..,232,0,232,0,232,..,182,9,194,0,194,..,5,0,5,0,5,..,2838,362,3196,18,3220,..,5828,1356,7183,85,7261,..,167,26,195,0,200,..,8830,1743,10579,102,10680,..,61,0,57,0,59,..,190,3,194,3,193,..,282,3,282,0,282,..,161,14,170,4,175,..,63,0,63,0,63,..,102,0,102,0,104,..,545,7,560,3,564,..,66,3,71,0,66,..,225,8,235,0,235,..,157,4,160,0,161,..,114,3,116,5,116,..,81,3,84,0,85,..,1359,24,1388,9,1397,..,222,11,235,0,235,..,364,56,422,0,422,..,8,0,8,0,8,..,1181,253,1433,4,1443,..,18,0,19,0,19,..,71,4,72,0,72,..,723,53,774,6,779,..,93,3,99,0,102,..,109,4,110,3,111,..,205,15,220,4,224,..,5,0,5,0,5,..,47,0,43,0,43,..,70
LGA14550,4055,..,..,..,..,4055,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,7,0,7,..,0,0,0,0,0,..,3,0,5,0,11,..,16,0,16,0,16,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,5,5,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA14600,2579,..,..,..,..,2579,..,4,0,4,0,4,..,6,0,6,0,6,..,10,0,10,0,10,..,3,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,9,0,9,..,5,0,5,0,5,..,4,0,4,0,4,..,5,0,5,0,5,..,3,0,3,0,3,..,4,0,3,0,3,..,0,0,0,0,0,..,30,3,31,0,31,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12
LGA14650,95020,..,..,..,..,95020,..,171,3,176,0,180,..,139,14,154,0,157,..,86,0,86,0,82,..,144,50,196,0,202,..,241,80,328,6,332,..,21,9,28,0,28,..,412,137,552,7,563,..,45,0,51,0,51,..,118,0,122,0,126,..,205,10,210,4,215,..,146,11,166,0,166,..,58,4,59,4,65,..,66,10,70,0,70,..,129,8,134,0,137,..,120,11,127,0,131,..,133,10,148,0,145,..,40,0,45,0,44,..,83,4,86,3,91,..,20,0,20,0,20,..,647,47,697,11,708,..,222,19,237,0,237,..,57,4,60,0,60,..,37,8,36,0,36,..,82,23,107,0,105,..,214,23,233,0,231,..,92,11,101,0,101,..,52,5,55,3,57,..,85,5,88,0,88,..,81,4,85,0,85,..,56,5,60,0,60,..,113,12,121,0,124,..,50,7,62,0,62,..,61
LGA14700,13527,..,..,..,..,13527,..,33,0,36,0,36,..,84,6,94,0,93,..,0,0,0,0,0,..,536,81,623,8,629,..,761,161,924,17,934,..,31,5,34,0,34,..,1328,249,1574,19,1595,..,50,3,55,0,55,..,105,0,108,0,108,..,67,0,75,3,74,..,100,11,107,0,108,..,46,0,46,0,46,..,30,0,29,0,29,..,213,6,215,3,219,..,126,0,126,0,126,..,38,0,46,0,43,..,44,0,44,0,44,..,48,0,48,0,48,..,45,0,45,0,45,..,589,9,601,3,601,..,131,6,133,3,138,..,184,44,225,0,229,..,6,3,7,0,7,..,127,35,161,4,168,..,29,4,28,0,28,..,23,0,27,0,27,..,268,9,279,3,284,..,75,3,84,0,84,..,103,4,105,6,113,..,73,4,82,0,82,..,5,0,5,0,5,..,34,0,34,0,34,..,59
LGA14750,4623,..,..,..,..,4623,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,5,6,9,0,9,..,19,46,60,0,60,..,0,5,4,0,4,..,26,50,78,0,78,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,70,17,85,0,85,..,3,0,4,0,4,..,5,0,10,0,10,..,0,0,0,0,0,..,88,20,108,0,108,..,104,8,110,0,109,..,6,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,6,21,0,21,..,0,0,0,0,0,..,36
LGA14850,19065,..,..,..,..,19065,..,23,0,23,0,23,..,25,0,26,0,25,..,42,4,50,0,47,..,19,0,17,0,17,..,39,6,42,0,47,..,0,0,0,0,0,..,50,11,60,0,60,..,0,0,0,0,0,..,54,0,56,0,56,..,97,6,96,0,102,..,15,0,15,0,15,..,10,0,10,0,10,..,9,0,9,0,9,..,14,0,14,0,14,..,21,0,21,0,21,..,73,9,77,4,79,..,9,0,9,0,9,..,13,0,14,0,14,..,7,0,7,0,7,..,146,10,158,4,158,..,84,5,94,0,93,..,34,7,40,0,38,..,3,0,3,0,3,..,13,0,15,0,15,..,0,0,4,0,4,..,12,0,14,0,14,..,9,0,8,0,8,..,8,0,8,0,8,..,11,0,14,0,14,..,6,0,6,0,6,..,9,0,9,0,9,..,3,0,0,0,0,..,15
LGA14870,9044,..,..,..,..,9044,..,4,0,4,0,4,..,24,0,26,0,26,..,19,0,19,0,24,..,8,13,22,0,22,..,17,7,22,0,22,..,0,0,0,0,0,..,29,19,47,0,47,..,22,0,18,0,18,..,7,0,7,0,7,..,27,3,27,0,27,..,15,0,16,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,9,4,13,0,13,..,11,0,16,0,16,..,15,0,15,0,15,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,46,3,50,0,50,..,24,5,27,0,27,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,3,0,3,..,6,0,6,0,6,..,7,0,7,0,7,..,11,4,11,0,11,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13
LGA14900,47130,..,..,..,..,47130,..,45,0,41,0,41,..,12215,2962,15177,131,15308,..,26,0,28,0,29,..,958,399,1360,15,1374,..,1036,431,1467,16,1485,..,295,87,385,3,385,..,2295,915,3213,35,3244,..,669,92,757,0,762,..,176,8,181,3,183,..,82,4,83,0,85,..,1222,139,1360,13,1378,..,850,33,882,8,889,..,182,14,195,5,199,..,3625,127,3754,24,3772,..,973,68,1043,20,1061,..,728,62,788,10,794,..,148,0,147,0,147,..,1762,99,1862,11,1885,..,656,27,682,3,687,..,8925,432,9357,82,9435,..,1467,181,1649,7,1659,..,44,4,49,0,49,..,807,329,1135,12,1144,..,113,36,143,0,146,..,1018,134,1152,10,1162,..,578,21,601,9,612,..,249,59,308,0,308,..,303,43,346,0,346,..,273,54,325,0,325,..,113,21,131,4,137,..,971,135,1109,18,1127,..,1981,598,2575,20,2599,..,535
LGA14920,3262,..,..,..,..,3262,..,0,0,0,0,0,..,4,0,4,0,4,..,35,0,35,0,35,..,0,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,5,6,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA14950,1488,..,..,..,..,1488,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA15050,39812,..,..,..,..,39812,..,103,0,103,0,104,..,75,7,86,0,86,..,39,0,39,0,39,..,53,39,92,0,92,..,68,35,101,4,106,..,0,3,5,0,5,..,127,69,200,4,197,..,10,3,12,0,12,..,22,0,22,0,24,..,38,0,43,0,43,..,33,4,40,0,40,..,40,8,41,0,41,..,21,5,22,0,22,..,76,6,77,0,77,..,50,0,51,0,55,..,146,21,167,6,173,..,22,3,29,0,29,..,81,6,81,0,81,..,15,0,15,0,15,..,450,42,494,7,499,..,44,4,43,0,43,..,15,0,19,0,19,..,3,0,5,0,5,..,31,22,53,0,58,..,16,0,16,0,16,..,150,11,159,4,170,..,11,4,15,0,17,..,25,0,25,0,25,..,14,3,21,0,21,..,10,0,10,0,10,..,38,0,38,0,37,..,11,0,11,0,11,..,52
LGA15240,42396,..,..,..,..,42396,..,33,0,33,0,33,..,58,0,63,0,63,..,52,3,49,6,50,..,30,15,41,0,41,..,38,24,67,0,64,..,0,0,0,0,0,..,68,37,108,0,108,..,12,0,8,0,8,..,49,4,57,3,53,..,101,6,108,0,111,..,46,3,48,5,55,..,14,0,14,0,14,..,10,0,10,0,9,..,24,0,24,0,24,..,71,0,71,0,67,..,41,0,42,0,42,..,11,0,11,0,11,..,23,0,23,0,23,..,11,0,8,0,8,..,193,3,193,4,198,..,66,3,72,0,72,..,10,0,12,0,12,..,4,3,8,0,8,..,13,3,15,0,15,..,0,0,0,0,0,..,61,0,62,0,62,..,8,5,9,0,9,..,30,0,27,0,27,..,20,6,25,0,29,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,33
LGA15270,11517,..,..,..,..,11517,..,19,0,19,0,19,..,11,0,16,0,16,..,11,0,15,0,15,..,10,3,10,0,10,..,8,0,9,4,9,..,0,0,0,0,0,..,12,8,22,4,23,..,5,0,5,0,5,..,13,0,16,0,16,..,14,0,12,0,13,..,16,0,14,0,18,..,15,0,15,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,27,5,32,0,32,..,19,5,26,4,23,..,0,0,0,0,0,..,3,0,3,0,4,..,0,0,0,0,0,..,67,6,73,4,76,..,23,0,25,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,3,0,3,..,3,0,3,0,3,..,5,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3
LGA15300,4821,..,..,..,..,4821,..,12,0,15,0,15,..,6,0,6,0,6,..,15,0,15,0,15,..,13,0,10,0,10,..,0,7,7,0,7,..,0,0,0,0,0,..,15,7,20,0,20,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,6,0,3,0,7,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,26,4,30,0,30,..,3,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,10,0,13,0,13,..,9
LGA15350,10527,..,..,..,..,10527,..,45,3,49,0,49,..,29,0,31,0,31,..,0,0,0,0,0,..,90,19,107,0,107,..,286,63,347,5,350,..,10,5,15,0,15,..,384,83,471,5,474,..,13,0,13,3,22,..,137,3,141,5,139,..,89,3,97,0,97,..,87,0,88,0,88,..,11,0,11,0,11,..,5,0,5,0,5,..,29,0,31,0,31,..,40,6,45,0,46,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,8,0,8,..,120,4,123,0,123,..,103,0,105,0,107,..,62,7,75,0,75,..,0,0,0,0,0,..,27,4,26,0,26,..,14,0,9,0,9,..,0,0,0,0,0,..,31,0,30,0,30,..,39,0,38,5,41,..,85,3,91,3,96,..,56,7,71,0,74,..,0,0,0,0,0,..,24,0,26,0,26,..,12
LGA15520,5688,..,..,..,..,5688,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,4,3,3,0,3,..,6,11,12,0,12,..,3,0,3,0,3,..,14,12,25,0,25,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,10,0,14,0,13,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,37,0,32,0,34,..,15,3,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11
LGA15560,1504,..,..,..,..,1504,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,6,3,0,3,..,0,0,0,0,0,..,6,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA15650,7288,..,..,..,..,7288,..,12,0,19,0,19,..,8,0,8,0,8,..,7,0,7,0,7,..,6,0,11,0,11,..,15,0,16,0,16,..,0,0,0,0,0,..,20,3,25,0,25,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,11,0,11,0,11,..,27,0,28,0,28,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,61,0,64,0,64,..,6,0,6,0,6,..,5,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,24
LGA15700,8851,..,..,..,..,8851,..,4,0,4,0,4,..,12,0,12,0,12,..,31,0,32,0,33,..,4,8,6,0,6,..,4,3,9,0,9,..,0,0,0,0,0,..,4,8,14,0,14,..,0,0,0,0,0,..,12,0,13,0,13,..,18,3,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,20,0,18,0,18,..,23,4,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,58,10,68,0,68,..,16,0,16,0,16,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,5,10,0,15,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,3,0,3,..,7,0,7,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0
LGA15750,5526,..,..,..,..,5526,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,5,0,5,..,9,9,11,0,11,..,0,0,0,0,0,..,10,6,19,0,19,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,25,0,25,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,5,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,11
LGA15800,2431,..,..,..,..,2431,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,4,0,0,0,..,0,0,0,0,0,..,3,4,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,22,0,22,0,22,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,6,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4
LGA15850,2726,..,..,..,..,2726,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA15900,70246,..,..,..,..,70246,..,69,0,73,0,73,..,404,91,494,0,496,..,70,0,72,0,72,..,229,53,289,0,288,..,559,258,818,9,828,..,21,11,28,0,28,..,809,319,1133,7,1142,..,88,19,104,0,106,..,142,4,151,3,151,..,168,9,176,4,180,..,301,39,340,3,341,..,166,11,178,0,180,..,63,4,67,0,66,..,223,0,223,5,226,..,244,11,261,0,261,..,198,12,211,4,211,..,81,3,81,0,81,..,342,13,356,10,363,..,36,3,37,0,39,..,1351,55,1409,13,1422,..,303,19,326,6,329,..,97,13,109,0,111,..,21,4,29,0,29,..,131,55,185,0,185,..,451,60,506,0,507,..,239,23,263,3,266,..,125,9,134,0,137,..,93,6,101,0,101,..,129,7,134,8,137,..,44,9,48,0,48,..,64,8,75,0,75,..,114,22,133,6,139,..,102
