LGA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
LGA15300,21,14,9,0,0,0,55,3,4,3,0,0,0,8,4,6,6,3,3,0,23,5,9,5,0,0,0,23,21,18,3,3,6,0,50,16,28,11,5,5,0,59,21,49,13,11,5,0,101,36,38,12,8,3,0,103,25,28,6,4,0,0,68,27,43,14,4,0,0,90,6,19,0,0,0,0,32,16,21,11,0,0,0,55,4,9,3,0,0,0,12,4,10,0,0,0,0,13,9,14,6,0,0,0,25,15,9,4,0,0,0,31,0,10,3,0,3,0,20,4,4,0,0,0,0,11,31,16,14,3,8,0,68,277,359,119,56,32,3,838
LGA15350,58,44,39,12,4,0,161,6,5,0,0,0,0,9,8,3,5,0,0,0,22,4,5,0,0,0,0,12,3,0,4,0,0,0,7,15,5,7,5,0,0,31,22,7,10,3,0,0,44,14,9,8,0,0,0,38,16,12,0,3,4,0,34,11,11,5,5,5,0,38,16,4,5,0,0,4,29,46,26,22,3,8,0,108,20,15,10,0,5,0,41,30,18,11,0,5,0,65,27,30,7,0,4,0,72,94,112,44,18,9,0,277,56,106,34,9,12,0,217,193,616,189,37,28,9,1065,53,73,43,5,12,0,181,702,1106,435,108,85,14,2447
LGA15520,32,12,10,0,3,0,58,8,0,0,0,0,0,10,20,3,0,0,0,0,27,16,6,8,3,0,0,25,27,20,11,10,5,0,74,27,31,11,8,0,0,79,37,45,13,6,6,0,108,35,52,22,8,5,0,122,28,44,18,7,3,0,94,45,61,11,11,4,0,128,16,51,18,0,0,0,86,26,46,24,4,0,0,99,9,10,0,0,0,0,25,6,7,3,0,0,0,14,12,33,8,0,0,0,55,6,25,8,0,0,0,41,3,16,6,0,0,0,21,4,17,0,3,0,0,26,35,24,17,0,0,0,86,396,506,188,59,37,3,1190
LGA15560,19,8,3,0,0,0,34,0,0,0,0,0,0,0,10,0,0,0,0,0,13,4,7,0,0,0,0,11,12,11,0,0,4,0,34,9,9,0,9,0,0,29,7,8,5,0,6,0,24,4,16,5,3,4,0,31,7,8,3,0,0,0,24,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,0,5,5,0,0,0,0,0,5,0,3,0,0,0,0,3,5,4,0,3,0,0,20,101,96,30,22,16,0,259
LGA15650,17,6,9,6,4,0,38,5,3,4,0,0,0,11,10,3,3,0,4,0,25,17,6,4,0,0,0,30,23,22,11,5,5,0,72,26,29,23,5,9,0,95,48,46,11,9,7,0,134,55,72,16,23,7,3,186,52,91,17,18,8,0,191,67,87,26,12,3,0,200,23,53,16,7,3,0,104,38,78,34,3,3,0,155,15,31,6,0,3,0,55,6,19,9,0,0,0,32,26,58,16,7,3,0,100,17,43,19,4,3,3,93,7,12,4,3,0,0,26,14,12,6,0,6,0,33,26,33,15,6,6,0,86,497,699,251,119,72,12,1654
LGA15700,31,5,3,0,4,0,44,15,5,5,0,3,0,21,34,7,12,4,5,0,57,22,16,8,5,0,0,49,35,30,16,9,7,0,92,56,33,21,19,14,0,142,49,51,22,6,11,0,139,61,78,26,18,14,4,187,43,68,21,18,12,0,163,52,65,20,12,4,0,161,30,54,9,9,4,0,105,37,77,11,11,9,0,152,11,25,14,0,5,0,51,8,13,3,5,0,0,24,18,35,12,8,6,0,72,28,23,7,0,0,0,66,14,9,0,0,0,0,25,8,10,3,0,0,0,16,34,27,15,13,9,0,98,572,633,237,130,102,8,1678
LGA15750,15,16,9,0,3,0,45,3,3,0,4,0,0,18,8,5,0,3,0,0,15,5,8,0,6,0,0,21,27,19,11,6,4,0,67,31,29,15,11,4,3,91,52,44,15,9,10,0,135,43,64,15,8,8,0,139,33,58,25,3,9,0,125,27,51,15,0,3,0,107,13,27,9,3,4,0,56,20,59,17,5,0,0,95,5,17,3,0,0,0,23,5,12,9,0,0,0,23,18,23,12,0,0,0,54,8,20,11,0,0,0,41,3,5,3,0,0,0,12,0,3,3,0,0,0,9,35,27,17,0,7,0,90,367,491,179,60,59,7,1167
LGA15800,9,12,8,0,0,0,32,3,0,0,0,0,0,7,9,0,0,6,3,0,19,11,9,4,5,0,0,27,14,14,3,12,3,0,51,30,34,12,8,7,0,92,13,25,8,9,5,0,50,21,31,4,3,0,0,67,11,17,8,0,0,0,37,4,12,9,3,0,0,23,3,6,3,0,0,0,15,9,13,5,0,0,0,28,3,0,0,0,0,0,7,0,5,0,0,0,0,7,6,3,4,0,0,0,8,5,3,0,0,0,0,12,0,7,0,0,0,0,5,0,0,0,0,0,0,4,13,6,6,0,0,0,34,161,195,74,44,31,5,513
LGA15850,21,12,10,0,3,0,49,0,0,0,0,0,0,6,7,3,0,0,0,0,13,3,4,0,0,4,0,15,9,20,3,5,3,0,45,27,37,4,6,0,0,77,20,21,8,4,7,0,59,11,29,6,3,11,0,59,15,24,5,0,0,0,42,14,19,8,6,0,0,42,9,8,0,0,0,0,23,14,19,3,0,0,0,39,0,5,0,0,0,0,3,0,10,4,0,0,0,12,5,5,4,0,3,0,17,3,10,0,0,0,0,12,4,4,0,0,0,0,5,4,3,0,0,0,0,9,9,12,4,0,0,0,31,181,241,71,38,38,5,563
LGA15900,215,134,124,18,48,9,548,44,25,38,6,10,0,127,92,49,50,9,36,0,233,85,52,28,15,26,4,215,147,99,76,29,44,0,397,168,147,118,41,79,3,553,214,245,128,72,67,11,732,290,382,212,98,92,5,1080,283,448,176,95,93,12,1104,426,611,213,133,99,12,1488,340,551,133,83,55,8,1170,637,966,286,114,101,22,2126,314,547,109,55,42,7,1080,226,417,61,40,22,0,763,409,930,193,82,60,6,1683,470,1013,260,77,45,9,1869,194,414,136,28,20,4,790,119,341,94,16,10,3,579,249,313,155,48,73,7,846,4924,7680,2586,1054,1023,131,17398
LGA15950,108,63,29,9,16,0,218,9,7,3,0,0,0,25,11,10,0,3,5,0,35,17,5,0,0,6,0,26,12,10,12,0,9,3,49,26,12,10,3,0,0,52,52,23,13,10,8,0,111,43,30,14,7,11,0,102,50,26,9,6,5,0,100,49,30,15,10,11,6,113,38,27,12,8,5,0,95,101,78,20,26,16,0,242,61,36,12,12,0,5,130,75,62,16,18,11,0,182,114,91,19,21,7,3,262,358,291,67,46,40,9,814,262,294,56,24,17,0,652,356,618,134,56,39,10,1215,104,84,34,15,18,4,262,1850,1797,472,273,231,50,4675
LGA15990,410,318,283,42,82,13,1149,60,38,45,5,17,0,163,92,58,92,9,24,0,275,67,59,67,9,24,0,222,117,75,88,23,38,3,345,170,130,132,15,50,0,510,180,183,179,27,63,9,646,193,203,175,37,88,4,701,183,248,173,31,53,5,688,195,264,183,37,87,5,771,162,229,134,33,57,3,618,408,689,417,84,95,7,1703,198,332,156,46,62,3,797,278,482,196,55,32,3,1047,504,867,363,82,107,12,1935,1055,3016,955,231,212,17,5483,786,2639,688,137,109,10,4364,1099,4452,1014,197,99,16,6869,388,898,400,86,120,10,1907,6546,15188,5740,1191,1413,127,30206
LGA16100,8,5,0,0,0,0,12,5,0,0,0,0,0,6,0,0,4,0,0,0,3,11,3,6,0,4,0,20,12,4,0,6,3,0,23,12,11,3,0,5,0,32,22,18,6,0,3,0,43,15,19,9,10,5,0,56,16,18,12,4,4,0,52,15,22,8,7,0,0,47,18,11,3,3,0,0,36,27,17,10,0,0,0,55,0,12,5,0,0,0,20,10,4,4,0,0,0,13,10,16,3,0,0,0,28,19,20,0,0,0,0,46,3,8,0,0,0,0,13,3,4,3,0,0,0,8,14,8,5,6,0,0,38,210,200,81,38,27,0,559
LGA16150,41,24,19,4,7,0,93,10,7,4,3,0,0,26,29,8,6,4,6,0,52,17,19,5,3,9,3,67,53,52,10,17,6,3,141,61,72,32,25,17,0,208,76,118,37,22,20,0,280,110,188,59,32,34,0,425,137,234,52,34,25,0,486,147,282,57,43,33,0,566,100,240,44,26,15,3,433,107,270,65,23,10,0,476,50,127,20,10,4,0,206,22,69,14,0,0,0,114,65,156,44,15,11,3,294,74,164,56,10,6,0,310,25,68,19,3,5,0,119,25,56,7,5,0,0,88,54,81,41,13,15,0,206,1215,2235,580,299,236,27,4592
LGA16200,30,14,12,0,0,0,59,3,4,0,0,0,0,4,7,5,7,0,5,0,28,14,15,7,3,3,0,39,28,36,8,8,7,0,89,36,52,16,18,12,0,138,56,67,25,17,7,0,177,46,94,21,18,11,0,187,39,68,14,5,4,0,124,31,53,16,8,4,0,114,14,26,9,8,3,0,51,28,68,13,8,3,0,126,6,16,0,6,0,0,25,4,9,5,0,0,0,19,10,23,5,3,0,0,42,11,25,9,10,4,0,51,3,10,7,0,0,0,20,8,5,0,0,0,0,14,29,29,11,0,6,0,75,405,622,177,109,68,5,1388
LGA16260,307,296,268,34,81,5,1001,46,43,40,5,19,0,146,61,53,68,14,29,0,226,59,47,59,5,18,4,201,72,81,87,9,33,5,292,138,130,122,16,51,7,469,143,189,144,23,70,8,578,233,276,208,43,76,7,838,259,336,181,44,83,7,909,333,408,217,52,89,12,1103,296,440,129,54,76,9,1011,644,1003,413,133,153,26,2372,401,607,148,45,53,4,1270,462,687,201,62,57,12,1485,603,1111,313,108,105,12,2252,985,2347,623,157,148,20,4279,441,1242,367,72,86,16,2222,419,1179,309,61,61,8,2035,397,678,322,74,98,16,1592,6299,11167,4222,1013,1407,182,24289
LGA16350,218,182,149,48,57,6,659,57,24,42,6,9,0,136,97,47,73,11,27,0,256,74,46,56,22,31,7,225,147,92,107,27,66,4,442,188,141,149,37,98,10,621,224,257,213,74,101,9,876,289,394,287,82,146,12,1208,322,537,260,126,123,12,1378,453,770,334,130,155,24,1864,371,771,247,92,100,5,1590,679,1495,532,188,175,24,3094,426,969,237,101,85,10,1832,370,859,216,70,52,7,1566,811,1871,485,131,104,16,3414,825,2105,577,158,136,8,3819,209,547,202,57,46,7,1060,184,416,190,33,31,3,850,342,694,336,99,122,19,1614,6276,12207,4696,1479,1650,188,26496
LGA16380,141,46,32,6,17,5,250,40,14,21,3,4,0,80,86,24,24,3,23,0,159,56,34,20,13,21,0,135,111,48,36,19,22,0,243,125,85,76,25,34,4,350,167,128,76,43,31,3,456,172,184,80,61,55,3,555,193,245,99,53,42,3,628,230,340,120,65,57,8,819,179,335,73,44,24,3,657,273,468,150,55,36,4,980,113,241,60,26,13,6,453,66,135,38,12,8,0,257,185,339,95,25,21,3,673,173,325,86,22,14,0,624,61,91,37,12,8,0,199,45,62,15,0,5,0,124,115,123,57,25,29,3,345,2530,3259,1186,512,462,43,7997
LGA16400,118,42,40,13,17,5,235,40,13,19,4,7,0,82,75,25,18,4,17,0,147,60,17,25,7,14,0,121,121,54,53,23,33,0,275,111,84,71,33,26,0,317,168,125,73,34,53,5,462,179,202,125,54,43,7,617,181,228,99,31,35,0,580,221,313,124,50,50,3,759,142,256,65,27,33,0,525,261,423,140,36,46,4,909,88,228,58,14,9,0,402,72,148,46,13,6,0,279,181,312,116,29,21,0,658,205,338,101,22,23,0,684,56,98,42,5,7,0,214,43,55,29,3,0,0,133,151,149,78,32,35,0,451,2464,3110,1318,447,480,30,7847
LGA16490,95,50,43,8,16,5,215,24,8,16,3,3,0,51,42,21,10,3,13,0,97,41,16,27,3,7,0,94,48,54,26,15,15,5,161,87,56,42,16,22,0,224,125,70,53,26,31,3,306,120,139,61,23,35,11,390,118,184,68,23,33,4,429,190,239,78,52,33,8,595,165,234,59,34,25,3,521,280,403,119,60,21,3,884,151,282,68,34,18,0,554,143,221,57,17,8,0,441,279,548,150,40,19,3,1045,376,761,237,42,36,3,1462,133,210,91,12,8,3,451,96,145,69,9,6,0,334,120,157,68,20,33,3,409,2629,3802,1323,448,380,65,8652
LGA16550,163,146,126,18,46,7,507,14,18,9,4,5,0,49,28,23,22,0,11,0,90,25,14,22,5,6,5,71,37,32,26,6,17,3,117,59,49,42,3,21,0,186,48,65,75,13,32,6,243,83,70,46,10,12,0,225,61,90,48,19,30,4,244,78,88,61,25,29,0,276,47,54,44,20,11,0,185,162,239,123,35,52,0,612,64,98,28,15,10,4,218,88,143,53,17,14,5,315,193,245,107,38,34,0,618,425,858,279,82,83,15,1739,258,733,195,45,36,5,1286,394,1752,352,83,49,4,2635,156,336,155,34,48,12,734,2365,5055,1823,473,553,75,10352
LGA16610,27,8,19,0,5,5,73,6,9,3,0,0,0,23,18,8,11,0,12,0,46,24,6,9,8,4,0,58,45,28,17,18,12,3,125,63,49,35,16,13,0,178,78,72,30,23,16,0,219,102,127,34,27,22,4,309,54,99,35,15,12,0,206,56,113,30,10,10,0,219,30,66,19,13,3,0,131,60,81,25,7,8,0,176,21,45,12,0,0,0,79,11,15,5,0,5,0,35,37,51,26,4,0,0,115,22,40,14,9,7,0,89,11,11,0,0,0,0,19,11,12,4,0,0,0,25,43,37,28,12,7,0,124,716,870,352,161,144,12,2250
LGA16700,191,180,155,18,49,9,608,20,10,23,4,10,0,73,45,25,31,5,11,0,115,38,22,34,4,7,0,100,58,30,45,6,18,0,155,56,67,51,17,15,5,208,85,94,80,24,28,4,318,79,91,86,16,29,5,310,107,114,76,17,29,5,349,105,133,63,19,34,5,361,129,141,68,17,28,12,386,345,357,198,52,65,12,1029,176,182,80,20,18,7,486,213,276,75,23,20,5,620,333,397,126,34,42,8,939,555,1092,311,76,88,10,2132,323,825,237,56,39,4,1478,385,1134,287,51,38,7,1905,229,360,194,30,58,13,877,3468,5529,2212,500,627,112,12442
LGA16900,90,45,59,14,21,6,235,36,15,22,6,3,0,82,51,20,34,4,9,0,124,39,30,25,7,9,0,113,75,35,43,7,29,5,194,80,70,62,21,37,4,271,86,108,78,27,42,6,349,139,181,115,46,60,3,542,115,197,120,43,46,5,525,174,246,115,57,59,5,654,126,307,82,44,37,0,598,325,546,204,73,68,5,1208,189,324,79,22,26,5,646,116,219,49,9,8,4,402,293,599,155,58,35,3,1144,257,554,184,48,22,4,1069,78,177,48,10,10,0,323,50,93,40,0,9,0,188,139,208,104,36,40,6,532,2450,3969,1610,529,582,57,9203
LGA16950,196,79,57,4,35,3,384,80,20,16,4,8,0,130,114,34,33,11,26,3,218,80,33,23,12,24,5,171,140,68,50,18,21,0,302,205,108,97,42,46,3,507,214,186,96,44,57,3,609,244,290,141,76,74,5,832,219,275,91,73,62,3,724,259,417,128,71,54,0,934,207,365,91,61,30,5,753,296,482,138,56,39,0,1010,145,250,51,28,22,0,498,95,147,27,14,3,0,287,231,366,84,28,22,0,727,258,361,111,39,19,3,791,100,94,50,8,6,0,259,87,87,41,7,4,0,228,190,176,90,41,42,4,541,3355,3837,1419,639,602,57,9908
LGA17000,38,28,18,3,5,0,91,3,0,5,0,0,0,8,10,9,8,0,4,0,37,10,6,7,0,0,0,30,28,13,6,4,6,0,53,28,35,17,11,12,0,100,47,47,22,14,5,3,137,65,83,45,20,18,0,231,85,100,36,21,11,3,257,83,153,37,19,14,0,304,63,131,27,10,10,0,231,93,191,65,26,7,0,388,33,84,19,8,5,0,150,24,58,18,3,0,0,107,62,155,44,8,4,0,276,82,173,59,11,17,0,334,32,43,28,7,8,0,120,7,29,15,0,0,0,53,52,64,31,6,10,0,169,855,1400,506,174,123,19,3073
LGA17040,24,19,8,3,7,0,62,11,5,3,4,5,0,25,18,7,8,3,3,0,37,19,11,3,0,3,0,36,51,23,9,10,7,0,109,49,65,22,12,11,0,155,59,85,23,14,19,0,202,56,95,32,9,14,0,212,49,84,28,14,11,0,183,45,79,29,11,6,0,179,46,49,13,4,3,0,117,48,106,25,0,4,0,185,22,33,12,0,0,0,68,18,32,5,4,0,0,55,35,59,17,5,5,0,109,51,62,16,3,4,0,135,16,29,9,0,0,0,45,15,21,4,0,3,0,50,33,34,21,5,14,0,101,654,902,290,98,127,6,2074
LGA17080,20,10,9,6,3,0,44,3,0,8,0,3,0,9,15,6,6,3,4,0,36,14,10,9,3,3,0,35,30,39,14,11,6,0,101,43,50,13,9,13,0,125,43,79,20,13,11,0,171,56,71,23,11,8,0,164,43,51,22,6,4,0,124,28,73,18,6,0,0,124,23,33,14,0,3,0,77,34,48,33,0,5,0,118,12,21,4,0,0,0,36,6,13,0,0,0,0,21,13,18,11,0,0,0,46,12,22,7,0,0,0,42,11,7,6,0,0,0,25,4,6,0,0,0,0,13,29,28,7,0,4,0,72,430,585,208,76,76,3,1380
LGA17100,41,45,59,10,12,5,166,5,6,7,0,0,0,17,10,7,6,3,10,0,33,12,3,6,0,3,0,29,10,16,10,8,7,0,45,16,13,21,7,6,0,64,37,35,34,4,4,3,112,31,32,28,4,8,4,107,46,40,40,0,15,0,135,54,52,28,4,14,3,156,76,62,33,0,12,3,183,179,195,84,24,27,3,511,98,109,28,12,13,8,256,66,92,25,7,10,3,210,97,114,49,4,21,0,286,116,211,108,15,34,0,489,53,126,67,13,18,0,280,91,279,148,14,26,0,565,81,106,89,6,21,9,313,1111,1549,867,130,254,50,3956
LGA17150,294,245,248,29,56,8,884,63,32,46,12,11,0,163,105,60,96,16,17,3,300,85,46,93,9,32,0,265,114,87,105,13,43,0,363,155,160,151,23,61,0,553,217,219,212,42,80,6,771,214,287,209,61,101,0,882,208,304,221,56,87,3,875,297,390,245,62,106,7,1113,231,382,207,71,56,7,956,516,977,512,129,111,4,2259,293,559,226,72,53,5,1203,305,634,196,53,42,9,1236,655,1529,477,118,109,15,2902,1267,3807,946,207,170,8,6410,709,2121,530,90,75,4,3530,562,1763,578,86,58,4,3051,375,734,375,71,98,17,1671,6674,14318,5665,1223,1390,119,29390
LGA17200,275,108,59,26,33,7,511,32,4,4,0,5,0,50,52,17,6,0,7,0,87,34,15,10,5,9,0,71,63,19,7,4,13,4,112,96,31,24,3,20,4,175,138,62,21,10,20,0,266,167,65,33,19,18,10,311,155,85,28,18,17,3,302,183,71,29,23,19,5,328,191,60,18,13,16,3,294,448,213,49,42,55,16,822,225,96,22,15,14,5,378,292,157,36,21,22,11,532,582,303,45,46,30,10,1006,1306,755,138,88,77,20,2387,738,554,111,48,29,15,1502,975,804,165,65,63,12,2088,309,162,52,37,45,7,608,6264,3581,868,479,512,129,11822
LGA17310,83,47,21,3,12,0,158,14,9,0,0,6,0,35,42,24,14,4,15,3,99,49,21,23,9,7,0,115,100,71,29,20,31,3,249,164,137,68,53,32,3,446,189,227,72,72,35,9,610,211,283,97,66,42,4,704,177,275,90,53,41,7,636,189,325,91,57,34,5,701,109,214,49,30,16,0,410,178,317,84,27,7,0,611,51,123,42,12,5,0,228,33,68,34,0,0,0,130,76,180,62,12,11,0,342,82,143,52,7,3,0,294,30,64,25,0,5,0,126,25,46,10,4,3,0,84,107,99,45,17,15,4,294,1898,2665,898,453,322,46,6282
LGA17350,9,8,5,0,0,0,27,0,4,0,0,0,0,4,12,3,0,0,4,0,27,7,3,7,0,0,0,10,9,21,0,6,6,0,35,25,33,5,6,0,0,73,14,21,8,5,3,0,54,16,24,4,0,0,0,55,12,31,5,0,5,0,49,9,20,8,0,0,0,35,3,4,0,0,0,0,13,11,19,6,0,0,0,33,0,3,0,0,0,0,8,3,6,0,0,0,0,4,6,0,4,0,0,0,8,0,10,0,0,0,0,12,4,3,0,0,0,0,5,0,6,0,0,0,0,7,17,14,7,0,4,0,41,155,218,67,26,31,0,506
LGA17400,21,3,3,5,0,0,28,4,0,0,0,0,0,6,13,7,4,0,0,0,23,3,6,4,0,4,0,16,14,6,6,4,5,0,28,22,25,3,7,0,0,49,20,19,5,4,5,0,53,18,21,0,5,3,0,43,12,14,6,0,0,0,25,15,7,5,3,0,0,30,7,13,0,0,0,0,18,13,13,4,0,0,0,32,4,5,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,0,0,0,12,4,0,0,0,0,0,5,0,0,0,0,0,0,0,14,14,5,0,0,0,35,195,149,49,33,24,4,446
LGA17420,309,329,298,31,64,4,1048,36,33,45,3,14,0,131,79,68,91,7,18,0,265,56,42,66,12,18,0,183,102,81,90,12,32,3,319,107,134,143,18,42,3,442,150,207,184,22,55,4,622,140,195,208,32,52,6,626,164,259,209,36,62,0,732,184,308,211,37,55,3,798,141,294,144,37,40,4,653,361,825,439,85,109,4,1826,171,442,178,33,51,3,876,225,618,234,33,33,5,1152,424,1240,417,63,72,5,2215,1151,3710,1107,154,128,21,6271,690,2317,684,75,104,14,3876,646,2162,727,75,72,13,3692,370,883,468,61,90,10,1889,5509,14138,5940,821,1104,98,27607
LGA17550,153,64,53,23,24,3,324,60,14,12,4,12,0,107,83,30,27,11,23,0,178,60,25,23,9,13,4,127,118,51,37,21,33,0,268,138,87,72,38,39,8,374,147,116,76,43,63,6,441,192,228,109,75,61,9,671,183,239,99,66,55,6,651,255,320,110,72,65,12,828,189,331,98,47,38,3,710,312,533,185,67,74,3,1173,120,281,67,40,17,0,524,105,192,32,14,7,3,357,209,525,122,41,40,7,939,260,500,152,30,20,5,972,88,169,64,7,6,0,331,62,115,45,19,6,0,244,169,207,119,46,50,8,601,2926,4016,1505,670,650,65,9828
LGA17620,40,14,7,0,6,0,68,4,4,0,0,0,0,10,16,3,6,0,0,0,28,6,6,9,4,3,0,25,20,14,9,3,3,0,53,35,29,8,3,4,0,79,39,46,20,5,3,3,117,53,56,24,8,13,0,145,38,72,17,5,4,0,139,52,79,20,8,10,0,162,22,40,12,3,0,0,76,37,87,26,12,0,0,161,9,29,5,0,0,0,50,3,29,10,0,0,0,45,32,33,14,0,0,0,81,31,49,14,5,0,0,96,10,14,7,0,0,0,38,6,21,11,0,0,0,44,32,30,10,0,8,0,80,482,663,213,64,65,0,1489
LGA17640,11,6,10,0,0,0,30,0,0,0,0,0,0,0,14,3,3,0,0,0,22,4,3,0,3,0,0,13,25,5,10,0,0,0,45,17,10,5,4,0,0,37,22,26,7,10,0,0,64,33,41,20,7,3,0,104,23,29,12,5,9,0,74,42,33,12,0,3,0,90,16,33,9,3,3,0,64,35,34,9,4,0,0,84,10,7,4,0,0,0,23,9,13,8,0,0,0,29,21,25,5,0,0,0,54,13,31,10,0,0,0,51,3,7,4,4,0,0,19,7,13,3,0,0,0,25,16,15,10,6,0,0,46,335,335,122,47,29,0,874
LGA17650,13,7,0,0,4,0,21,3,3,0,0,0,0,11,6,4,0,3,0,0,17,10,5,4,0,0,0,24,18,13,4,3,3,0,39,21,15,8,4,5,0,62,28,34,3,0,0,0,64,21,34,11,0,0,0,71,16,34,7,0,4,0,64,21,39,11,3,0,6,77,16,13,3,0,0,0,37,23,18,7,0,4,0,50,6,12,0,0,0,0,21,0,5,3,0,0,0,9,5,9,10,4,0,0,31,15,10,4,4,0,0,26,4,0,3,4,0,0,16,4,5,4,0,0,0,10,14,5,11,0,3,0,34,238,283,92,35,31,12,696
LGA17750,64,51,26,6,20,5,164,18,6,9,0,8,0,45,49,21,21,11,12,0,111,39,23,15,6,9,0,98,81,67,28,22,22,7,221,113,131,58,48,43,0,406,190,246,90,66,39,5,632,241,401,108,81,48,12,893,193,372,88,68,50,6,771,210,402,114,47,35,7,807,122,273,70,28,25,0,521,157,335,130,23,16,4,670,45,143,26,4,3,0,230,25,73,21,0,0,0,118,89,184,58,14,11,3,362,80,218,67,14,13,0,394,48,78,23,0,3,0,152,30,67,30,0,0,0,125,123,115,69,30,19,3,366,1924,3210,1052,475,368,54,7091
LGA17850,18,9,3,0,0,0,27,0,0,0,0,0,0,3,6,0,0,0,3,0,8,4,0,0,0,3,0,6,8,3,0,4,0,0,14,8,11,3,0,0,0,25,7,11,3,0,0,0,23,5,5,0,0,0,0,12,3,13,0,3,0,0,15,0,3,4,0,0,0,5,0,0,6,0,0,0,3,8,3,3,0,0,0,12,0,4,0,0,0,0,4,3,0,0,0,0,0,6,0,3,0,0,0,0,4,3,5,3,0,0,0,6,6,0,0,0,0,0,10,9,3,0,0,0,0,10,5,4,3,0,0,0,16,88,82,27,11,8,5,217
