LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA13310,0,4,6,5,3,0,0,0,15,3,8,13,8,10,0,0,0,28,5,43,59,102,169,169,151,87,783,10,52,73,108,176,169,151,87,824,1689,1752,1575,1667,1831,1523,784,198,11013,193,301,221,220,157,118,64,35,1310,1891,2104,1867,1990,2165,1804,1001,315,13150,0,0,0,3,0,0,0,0,11,0,6,4,0,0,0,0,0,9,0,3,18,13,34,25,7,6,107,0,11,20,19,37,25,7,6,124,1475,1851,1718,1874,1968,1799,1021,455,12158,110,132,132,100,113,118,79,47,836,1584,1995,1870,1993,2115,1935,1114,508,13120,3,5,5,5,3,0,0,0,21,3,7,10,6,10,0,0,0,37,5,49,76,116,202,190,159,92,888,14,66,91,125,217,190,159,92,953,3162,3604,3290,3534,3801,3320,1811,651,23169,306,432,357,317,266,229,151,85,2145,3474,4097,3740,3987,4284,3744,2121,825,26268
LGA13340,0,0,0,0,0,0,0,0,4,3,3,3,3,3,0,0,0,14,4,10,22,32,50,97,47,20,271,3,14,21,35,53,97,47,20,294,587,412,508,573,713,621,319,61,3784,60,33,56,54,80,64,39,16,413,655,457,584,664,844,784,406,89,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,4,15,17,14,3,3,65,0,10,9,10,20,14,3,3,70,510,440,607,627,738,624,299,116,3963,69,19,56,65,65,65,33,15,387,574,475,676,709,818,698,339,134,4416,7,0,0,0,0,0,0,0,7,3,0,4,6,6,0,0,0,18,4,17,27,47,63,112,53,24,337,8,20,33,51,69,112,53,24,363,1095,859,1110,1202,1446,1246,614,174,7749,124,59,112,120,148,128,73,33,795,1228,934,1253,1376,1669,1486,743,229,8911
LGA13450,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,19,16,26,33,71,52,35,252,4,20,18,26,33,71,52,35,260,1580,1818,1581,1522,1490,979,544,166,9681,145,193,133,151,116,108,71,60,975,1726,2023,1734,1701,1641,1155,667,258,10908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,10,3,0,26,0,3,0,7,3,10,3,0,33,1422,1848,1542,1602,1465,1106,682,336,10012,119,141,117,122,106,97,79,91,877,1543,1992,1665,1730,1577,1210,768,429,10917,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,4,20,14,30,43,75,56,38,280,4,18,23,33,44,75,56,38,288,3004,3666,3128,3120,2951,2091,1230,499,19691,261,328,252,278,224,205,156,149,1844,3270,4019,3396,3433,3221,2369,1431,689,21827
LGA13550,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,5,14,16,23,23,68,41,38,218,5,16,15,21,23,68,41,38,223,632,740,632,602,718,529,291,69,4208,82,97,74,54,64,68,40,26,506,721,849,720,675,798,665,374,133,4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,0,3,0,34,0,0,6,11,8,0,3,0,38,589,800,712,652,719,543,408,145,4568,57,84,63,56,46,51,65,58,489,648,892,783,717,773,603,475,207,5096,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,5,18,19,33,28,70,43,38,248,5,18,26,37,28,70,43,38,262,1225,1541,1347,1251,1432,1076,698,217,8783,138,185,134,110,115,124,108,87,999,1371,1747,1509,1394,1575,1264,851,332,10037
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,8,37,16,11,93,0,6,3,5,8,37,16,11,93,175,177,219,256,340,304,196,50,1710,16,19,26,26,37,31,33,6,199,195,199,250,291,387,376,240,66,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,14,0,0,0,3,4,0,0,3,14,177,176,223,287,339,336,212,102,1852,19,16,25,30,23,31,24,4,175,190,196,246,324,373,369,233,105,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,17,37,20,11,106,0,4,3,9,17,37,20,11,106,347,357,443,550,679,638,410,150,3564,31,34,55,52,67,65,51,13,379,382,393,501,616,758,742,477,173,4047
LGA13800,31,86,48,47,17,0,0,0,232,3,13,21,13,27,0,0,0,71,10,54,97,163,265,404,238,116,1341,43,153,156,228,309,404,238,116,1639,4233,4036,3532,4000,3816,2562,1320,272,23776,223,247,208,208,186,133,112,69,1371,4491,4435,3895,4431,4318,3099,1667,454,26791,20,27,16,12,0,0,0,0,74,0,6,6,6,0,0,0,0,19,9,3,20,48,48,34,26,18,206,21,40,42,59,50,34,26,18,292,3941,4170,3806,4529,4122,3090,1719,609,25969,179,195,184,159,166,137,149,140,1308,4138,4402,4020,4746,4338,3261,1890,766,27572,52,114,64,57,14,0,0,0,307,3,15,23,18,27,0,0,0,84,9,64,117,210,312,440,261,129,1546,64,194,198,289,361,440,261,129,1935,8170,8200,7335,8529,7935,5645,3038,884,49749,402,435,386,367,351,272,258,204,2676,8641,8834,7916,9184,8650,6361,3560,1215,54359
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,6,11,11,46,0,4,4,5,4,6,11,11,44,135,142,104,143,229,132,89,33,1006,21,28,14,20,31,20,17,7,163,152,172,123,171,264,166,112,45,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,5,134,121,112,149,235,146,123,35,1062,25,16,24,11,22,13,19,5,138,159,139,138,161,261,162,143,45,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,6,12,11,9,47,0,4,5,5,6,12,11,9,51,273,267,218,294,461,282,209,66,2067,41,38,39,36,58,40,36,17,298,312,314,259,333,522,331,255,90,2417
LGA13910,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,9,17,27,70,116,83,54,379,0,7,18,31,69,116,83,54,389,899,850,838,978,1169,1075,584,139,6520,81,89,75,108,131,88,77,24,664,983,943,931,1113,1368,1281,746,215,7579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,11,21,8,0,52,0,3,0,13,11,21,8,0,56,937,938,966,1079,1259,1186,678,277,7323,82,78,77,82,111,98,78,49,651,1020,1022,1050,1176,1373,1307,757,328,8033,0,0,0,0,3,0,0,0,6,0,3,0,0,3,0,0,0,3,0,14,19,43,74,139,89,57,431,0,12,21,42,83,139,89,57,443,1836,1784,1803,2051,2426,2260,1261,411,13849,166,163,156,192,242,184,149,68,1316,1999,1969,1979,2293,2747,2587,1504,541,15611
LGA14000,6,20,26,30,10,0,0,0,97,14,14,16,8,19,0,0,0,67,7,64,108,237,265,357,432,328,1791,29,98,145,275,298,357,432,328,1951,9185,6697,10179,10141,8562,6199,3460,1067,55496,241,232,300,243,230,193,231,238,1915,9461,7024,10627,10659,9087,6751,4123,1628,59362,0,4,9,4,0,0,0,0,16,5,4,4,0,3,0,0,0,13,4,8,25,47,31,20,17,34,187,8,11,38,47,35,20,17,34,216,8454,7115,11295,11078,9418,7211,4438,2137,61147,193,254,279,215,190,250,334,524,2234,8655,7379,11612,11339,9646,7485,4785,2700,63592,9,19,35,33,10,0,0,0,109,18,15,17,8,19,0,0,0,81,17,70,132,280,297,376,445,362,1973,38,105,188,322,327,376,445,362,2166,17640,13810,21470,21221,17980,13413,7900,3208,116642,440,480,585,461,422,440,566,757,4147,18119,14405,22239,22004,18731,14233,8902,4327,122954
LGA14100,0,4,4,0,0,0,0,0,10,0,0,0,0,6,0,0,0,7,0,5,14,18,19,40,40,23,159,0,7,14,24,18,40,40,23,180,935,466,645,911,777,625,382,139,4883,30,31,32,42,28,30,48,67,311,968,505,694,977,824,701,474,232,5372,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,4,4,19,0,7,8,0,0,3,4,4,25,745,473,802,1010,855,749,467,317,5409,15,24,30,33,35,50,70,184,432,765,494,846,1040,891,800,538,507,5870,0,4,3,0,0,0,0,0,11,0,0,0,0,6,0,0,0,10,0,9,19,23,19,43,41,29,177,0,13,25,23,20,43,41,29,197,1677,931,1442,1916,1635,1376,848,455,10292,50,56,67,74,58,81,118,255,751,1725,996,1537,2017,1714,1498,1009,734,11237
LGA14170,20,88,64,29,15,0,0,0,212,7,37,22,18,13,0,0,0,106,12,114,168,245,251,259,189,102,1340,39,242,253,296,279,259,189,102,1656,8812,15864,14137,11920,8995,6040,3106,1103,69973,435,904,688,540,506,340,295,180,3888,9288,17010,15084,12756,9778,6640,3587,1385,75515,5,32,9,9,0,0,0,0,60,5,9,9,0,3,0,0,0,28,4,24,34,44,47,32,12,18,211,16,65,56,58,55,32,12,18,301,8959,17256,14821,12853,9680,7249,4031,1889,76745,442,909,567,444,332,302,272,284,3558,9421,18230,15448,13352,10065,7579,4317,2192,80601,27,121,72,35,15,0,0,0,269,11,45,33,22,18,0,0,0,132,15,135,204,288,302,290,202,112,1555,53,306,309,351,335,290,202,112,1958,17775,33117,28960,24770,18676,13286,7135,2999,146717,881,1815,1262,983,831,642,569,463,7450,18706,35238,30530,26101,19845,14219,7906,3569,156117
LGA14220,6,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,8,0,13,15,31,55,131,71,45,360,4,15,16,36,56,131,71,45,370,921,828,783,890,1010,875,544,108,5954,123,111,97,118,95,94,59,23,722,1042,953,897,1046,1153,1101,671,173,7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,11,13,6,3,48,3,3,0,10,14,13,6,3,46,893,919,841,1003,1095,980,680,256,6667,84,98,96,108,98,78,73,39,677,982,1013,937,1125,1210,1073,758,295,7390,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,8,0,18,11,40,69,142,71,51,405,3,18,15,38,71,142,71,51,415,1815,1745,1622,1896,2108,1853,1219,358,12617,207,204,194,226,191,175,134,62,1397,2028,1971,1832,2171,2366,2170,1424,471,14430
LGA14300,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,11,17,24,43,23,5,132,0,10,12,24,27,43,23,5,144,299,317,284,305,344,275,155,37,2012,124,264,252,170,87,51,24,0,975,420,585,542,495,461,371,207,48,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,15,0,0,0,6,5,3,0,0,15,249,283,273,325,383,326,167,74,2082,23,18,13,17,26,21,18,7,142,266,303,289,347,408,352,187,81,2236,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,4,8,18,27,45,23,5,146,0,8,14,26,31,45,23,5,156,545,599,560,634,724,600,322,113,4087,145,287,262,190,113,77,41,4,1118,693,890,840,844,868,719,391,125,5363
LGA14350,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,10,4,38,27,81,126,229,189,87,782,4,38,37,84,131,229,189,87,796,1367,1157,1158,1459,2006,2073,934,215,10360,301,421,337,214,183,137,87,30,1709,1673,1614,1528,1755,2320,2436,1203,342,12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,28,24,20,19,8,108,0,3,8,25,26,20,19,8,112,1325,1304,1332,1648,2281,2137,1104,450,11574,156,143,147,144,144,150,123,64,1059,1481,1448,1487,1818,2451,2307,1240,525,12745,0,0,0,4,6,0,0,0,3,0,3,4,0,3,0,0,0,18,3,41,37,106,146,252,201,102,890,5,45,41,113,157,252,201,102,912,2685,2456,2491,3105,4289,4207,2034,671,21935,454,561,485,356,325,285,205,98,2768,3148,3062,3017,3570,4773,4743,2444,863,25614
LGA14400,11,52,33,9,6,0,0,0,104,0,5,9,3,9,0,0,0,38,4,20,31,51,75,159,87,71,502,14,78,76,66,91,159,87,71,641,1089,833,1055,1189,1476,1486,815,163,8111,44,51,38,63,58,97,73,52,483,1150,969,1173,1324,1625,1738,976,281,9238,3,7,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,5,0,0,3,10,17,10,10,9,60,3,8,6,16,17,10,10,9,78,1032,973,1255,1370,1737,1754,927,389,9442,47,43,49,56,57,90,77,104,517,1082,1026,1309,1444,1810,1857,1012,494,10036,14,65,33,9,6,0,0,0,120,0,5,10,6,9,0,0,0,43,4,19,37,60,88,169,95,73,562,21,92,88,78,104,169,95,73,718,2123,1810,2306,2564,3212,3238,1737,555,17551,95,94,91,118,121,188,149,151,1005,2236,1992,2485,2763,3436,3597,1988,777,19277
LGA14500,15,25,40,35,20,0,0,0,129,16,14,8,25,18,0,0,0,85,19,53,79,187,192,315,384,372,1597,49,89,129,244,231,315,384,372,1806,8102,4309,7162,8428,7028,5029,3198,1170,44426,183,124,179,172,156,129,117,118,1182,8336,4521,7462,8846,7416,5472,3697,1663,47410,6,11,8,3,0,0,0,0,30,0,0,6,9,0,0,0,0,12,6,3,17,33,38,23,16,31,160,14,17,22,51,43,23,16,31,208,7589,4653,8766,9754,7623,6072,4266,2187,50921,157,134,179,183,148,145,174,267,1383,7761,4808,8974,9985,7814,6239,4454,2479,52508,19,36,43,38,21,0,0,0,159,17,12,13,31,18,0,0,0,100,20,56,92,226,229,335,400,402,1758,57,103,152,290,273,335,400,402,2019,15691,8964,15931,18182,14655,11104,7465,3357,95342,342,259,359,355,304,270,289,382,2565,16091,9330,16439,18833,15230,11713,8150,4138,99922
LGA14550,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,12,28,47,88,44,18,238,3,6,12,28,47,88,44,18,246,360,299,381,455,798,692,251,53,3279,46,40,43,47,87,62,35,21,389,407,352,437,533,929,840,328,88,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,8,3,3,41,0,0,0,11,7,8,3,3,41,350,332,409,571,789,676,309,98,3536,40,37,55,50,80,59,29,40,390,387,365,468,631,879,742,344,140,3967,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,13,40,56,99,47,19,281,3,9,13,38,56,99,47,19,284,705,634,793,1023,1587,1364,561,155,6817,89,72,98,104,169,123,66,57,779,793,710,907,1167,1811,1588,675,228,7875
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,18,11,9,65,0,0,5,6,14,18,11,9,63,259,289,296,294,353,319,167,59,2039,31,41,45,41,51,34,20,11,275,293,332,346,341,417,371,201,69,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,8,245,323,292,318,363,297,191,104,2133,43,47,40,46,38,23,21,21,280,287,379,331,367,402,318,213,126,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,14,18,10,9,72,0,3,5,10,14,18,10,9,77,502,614,585,615,717,619,358,162,4174,78,92,87,82,85,55,41,26,551,579,710,678,706,818,687,412,199,4797
LGA14650,16,26,37,34,21,0,0,0,137,10,52,49,43,25,0,0,0,186,53,256,372,585,671,1267,989,685,4881,86,333,458,665,720,1267,989,685,5204,11853,10918,11535,11996,11873,10187,5754,1437,75545,492,541,533,463,454,470,419,272,3641,12431,11790,12523,13119,13044,11928,7161,2390,84390,5,10,9,3,0,0,0,0,28,6,15,11,12,7,0,0,0,46,16,31,75,124,134,95,42,41,557,28,56,89,131,144,95,42,41,626,11093,11826,12739,13122,13687,12585,7792,3335,86174,438,491,448,396,411,543,622,536,3890,11563,12372,13276,13652,14240,13227,8460,3909,90692,30,36,46,34,23,0,0,0,171,16,69,54,55,34,0,0,0,225,65,288,446,708,804,1360,1032,729,5435,109,390,550,799,864,1360,1032,729,5828,22946,22744,24269,25112,25556,22772,13547,4771,161723,927,1032,976,862,862,1017,1037,815,7529,23988,24165,25799,26769,27279,25149,15618,6305,175079
LGA14700,12,35,13,3,3,0,0,0,71,0,13,6,6,9,0,0,0,35,3,32,25,58,59,70,92,46,383,17,79,45,67,74,70,92,46,488,2081,2917,3176,2391,1770,1336,722,159,14563,54,131,133,65,57,52,24,26,547,2150,3132,3354,2526,1897,1458,843,236,15599,8,16,3,0,0,0,0,0,27,0,0,0,4,0,0,0,0,5,0,0,7,12,5,8,3,8,46,13,17,9,20,6,8,3,8,83,1766,3155,3450,2622,2024,1592,933,372,15908,52,138,129,70,64,49,46,113,660,1831,3307,3590,2709,2095,1655,986,489,16661,22,49,19,3,4,0,0,0,96,4,13,6,13,8,0,0,0,44,4,37,31,69,63,81,100,56,431,25,96,54,84,73,81,100,56,571,3849,6070,6625,5017,3798,2932,1649,533,30475,98,269,269,136,119,101,76,138,1212,3980,6440,6953,5239,3990,3110,1824,725,32254
LGA14750,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,7,13,23,36,26,17,129,4,11,7,15,19,36,26,17,141,692,599,528,623,650,453,264,75,3878,74,72,58,71,54,52,22,9,409,761,676,595,706,723,539,316,104,4431,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,20,0,0,3,7,3,0,0,0,20,698,620,596,623,666,487,356,161,4197,73,63,63,52,57,30,35,21,391,770,688,658,680,725,520,395,182,4608,4,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,9,10,19,26,40,26,19,147,5,14,10,24,28,40,26,19,161,1391,1221,1123,1242,1308,942,616,234,8077,137,135,121,119,113,83,60,32,801,1535,1366,1258,1385,1447,1065,710,284,9041
LGA14850,3,3,3,9,0,0,0,0,16,6,8,9,7,11,0,0,0,38,8,45,40,125,159,232,163,97,871,17,51,47,139,171,232,163,97,924,2335,2080,2197,2524,2898,2316,943,247,15539,222,196,188,233,227,187,80,43,1376,2570,2326,2431,2898,3294,2739,1188,393,17838,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,8,0,6,12,25,38,24,13,10,129,0,8,13,32,38,24,13,10,139,2129,2210,2533,2858,3122,2605,1289,567,17308,242,210,222,197,185,174,133,107,1467,2374,2429,2765,3081,3347,2800,1432,687,18917,6,4,3,4,0,0,0,0,20,6,7,9,6,12,0,0,0,43,8,43,54,152,197,264,179,112,999,17,59,62,173,208,264,179,112,1064,4462,4280,4733,5382,6020,4915,2229,816,32845,460,411,407,429,413,359,210,153,2841,4940,4751,5196,5986,6638,5537,2620,1081,36751
LGA14870,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,10,4,9,26,50,75,133,99,53,452,0,10,29,56,72,133,99,53,459,1017,954,914,1134,1389,1226,648,126,7419,139,211,158,108,108,101,62,10,900,1164,1183,1104,1297,1573,1458,805,189,8777,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,10,13,12,3,4,51,0,0,6,10,15,12,3,4,54,892,1017,964,1217,1496,1339,785,316,8036,66,71,71,86,75,93,67,22,558,955,1091,1042,1320,1594,1451,856,339,8650,0,5,0,4,6,0,0,0,9,0,0,0,0,0,0,0,0,10,8,14,31,64,89,146,102,56,504,4,18,33,68,90,146,102,56,518,1910,1979,1881,2353,2891,2569,1439,443,15454,201,287,237,194,191,199,130,32,1461,2116,2273,2144,2613,3171,2910,1666,534,17426
LGA14900,269,495,201,93,25,0,0,0,1088,9,39,23,27,8,0,0,0,95,18,100,132,170,231,291,207,102,1253,287,629,357,288,270,291,207,102,2432,15556,14364,15164,13419,11664,7029,3215,797,81203,1066,1161,1133,782,707,442,381,264,5942,16912,16158,16653,14492,12640,7754,3802,1167,89578,75,83,25,9,0,0,0,0,191,0,18,4,4,6,0,0,0,35,8,17,24,42,38,24,14,4,165,80,122,52,48,40,24,14,4,390,14786,15994,16198,14298,11890,7743,3823,1407,86133,916,1187,1070,765,594,466,410,361,5768,15784,17300,17325,15111,12527,8230,4245,1770,92294,342,576,227,100,27,0,0,0,1275,12,58,28,29,9,0,0,0,128,24,118,158,210,269,313,217,108,1416,374,748,414,340,308,313,217,108,2824,30345,30360,31359,27718,23557,14768,7036,2204,167336,1983,2347,2206,1549,1306,903,793,624,11712,32697,33456,33975,29602,25169,15987,8048,2943,181869
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,27,56,24,21,150,3,5,13,13,27,56,24,21,156,333,298,324,390,496,447,222,37,2553,53,41,49,64,55,68,33,17,371,389,348,382,470,576,564,285,72,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,18,0,3,0,0,7,3,4,0,21,329,311,366,434,497,447,275,90,2739,56,44,41,58,59,61,41,23,383,384,358,410,493,561,510,316,112,3138,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,13,15,29,60,31,23,162,3,8,13,13,29,60,31,23,171,660,610,690,824,995,896,497,132,5300,108,91,87,122,110,127,75,40,753,771,703,786,961,1136,1073,600,189,6222
LGA14950,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,6,5,11,24,15,12,78,3,7,10,7,12,24,15,12,83,142,102,123,172,229,194,106,32,1109,19,13,17,23,19,20,7,0,110,168,119,142,200,264,239,124,47,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,0,0,18,0,0,6,3,7,4,0,0,21,151,139,144,174,234,176,119,64,1204,15,5,13,17,24,16,8,6,103,167,145,167,194,261,195,128,70,1327,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,4,10,9,22,27,15,12,88,3,7,14,10,21,27,15,12,101,299,248,269,349,469,372,223,102,2314,40,15,29,31,44,34,14,13,213,338,265,309,389,527,433,248,125,2636
