SED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED10073,45328,47630,92964,2882,2797,5676,4657,4163,8820,2494,2325,4816,4089,4333,8425,9053,9428,18481,6816,6816,13637,5226,5643,10871,4507,5101,9606,3064,3388,6454,1752,2246,3996,790,1388,2181,43914,46302,90215,1419,1324,2748,148,158,310,3,5,16,4,4,9,155,171,328,20634,20241,40879,22742,25350,48096,19744,19490,39235,23716,26176,49888,32419,33053,65473,621,632,1249,4382,3958,8341,2189,2068,4254,2653,2823,5483,2670,3352,6018,27997,29428,57428,1423,1301,2725,3791,4407,8198,1106,1320,2428,1069,1374,2444,346,512,856,42275,44411,86683,3169,3266,6429
SED10074,41737,42709,84442,3264,3196,6455,5535,5131,10667,2328,2116,4450,2436,2212,4651,6692,7209,13899,6871,6407,13281,4942,5054,9996,4089,4553,8644,3224,3699,6924,1742,2100,3840,610,1022,1637,40626,41600,82227,1115,1105,2219,505,500,1001,23,14,34,11,19,25,535,534,1067,22993,23823,46818,16625,16666,33287,23270,23883,47154,16423,16719,33139,32979,33991,66968,735,717,1451,5128,4797,9921,1833,1729,3562,1092,971,2058,1341,1916,3254,19926,20387,40310,1765,1531,3298,6099,6496,12597,1602,1807,3408,1175,1424,2596,245,329,572,39453,40194,79648,2652,3090,5743
SED10075,39683,41538,81215,2664,2463,5132,5526,5294,10818,2804,2604,5411,2439,2436,4874,4550,4850,9398,4999,5303,10300,5190,5595,10787,4728,5260,9994,4010,4228,8241,2138,2547,4683,628,952,1582,37846,39917,77764,1839,1619,3453,1458,1504,2960,42,35,70,26,30,59,1524,1564,3091,30658,31748,62403,6789,7457,14250,33724,35088,68816,4086,4580,8666,35745,37323,73066,748,691,1437,5135,4929,10061,1944,1935,3874,599,740,1340,704,1381,2084,10797,12090,22889,2509,2398,4911,10906,11305,22213,3002,3332,6327,1808,2005,3814,163,215,374,37368,39186,76552,1722,1835,3553
SED10076,34086,35448,69531,1833,1714,3543,4002,3809,7807,1826,1797,3628,1543,1433,2976,2988,3190,6175,3370,3537,6907,4075,4436,8519,5180,5578,10766,5413,5529,10940,2904,3081,5985,952,1341,2298,31481,33147,64632,2600,2296,4898,1897,1897,3792,30,39,76,25,14,36,1957,1947,3905,27062,27985,55041,4191,4594,8788,30302,31441,61748,1377,1594,2976,30568,31734,62299,499,466,964,3638,3458,7097,1156,1208,2369,257,302,554,450,1111,1556,8822,10018,18836,2055,1971,4027,9395,9800,19201,3134,3170,6302,1793,1709,3505,93,73,163,30676,31999,62674,2875,2945,5817
SED10077,46455,47513,93962,2537,2394,4925,4254,4280,8536,2631,2809,5438,5102,4701,9807,11026,10183,21205,6099,6095,12190,5229,5850,11076,4341,4731,9067,2731,3064,5796,1740,2198,3929,761,1222,1985,44876,46099,90979,1575,1416,2987,161,173,341,11,6,21,0,0,0,178,181,358,17950,17914,35866,25502,26771,52273,15713,15043,30759,27898,29854,57754,30205,31655,61853,523,503,1029,3926,3964,7892,2222,2490,4716,2965,2784,5751,2890,3327,6215,28607,28771,57384,1434,1383,2816,3585,3877,7463,1085,1207,2286,1357,1926,3283,578,799,1370,42758,44114,86869,3192,3080,6275
SED10078,39703,41346,81050,2210,2083,4296,3928,3581,7512,1842,1577,3417,2999,3151,6147,8193,8498,16685,6271,6517,12788,5292,5581,10877,3974,4277,8251,2626,2835,5464,1694,2040,3738,665,1215,1880,38266,39839,78111,1431,1507,2941,414,477,888,8,17,26,18,11,29,439,506,946,21132,21780,42908,15771,16870,32639,21670,21943,43615,15437,16925,32363,30189,31953,62145,487,485,976,3595,3326,6926,1525,1318,2842,1538,1574,3112,2281,3024,5307,22445,24071,46521,1367,1229,2600,3699,3448,7148,963,1000,1967,1720,2181,3905,502,802,1298,35845,37649,73493,3417,3194,6611
SED10079,35027,36265,71289,2030,1848,3874,4417,4085,8508,2285,2138,4420,2075,1844,3920,3310,3419,6727,3795,4007,7796,4624,4981,9605,4785,5127,9908,4384,4831,9213,2563,2828,5385,767,1162,1930,33042,34561,67600,1984,1702,3687,1467,1497,2964,31,34,64,31,20,58,1525,1558,3082,29911,30732,60641,3263,3527,6791,32402,33347,65750,1022,1219,2236,32333,33379,65714,568,531,1099,4148,3825,7969,1586,1537,3127,557,590,1142,509,1182,1689,8992,10242,19233,2213,2041,4252,10598,10712,21306,3158,3468,6629,1504,1531,3037,66,71,129,33000,34266,67268,1220,1368,2589
SED10080,51935,46602,98538,1522,1467,2983,1604,1617,3221,1272,1394,2664,5475,5528,11004,17177,15858,33033,9554,7407,16960,6165,4576,10737,4444,3856,8304,2996,2829,5827,1265,1316,2583,459,758,1212,49297,44476,93772,2636,2131,4759,313,225,537,31,20,50,13,13,29,356,259,609,19545,17256,36798,23986,23098,47089,27332,23126,50457,16331,17401,33734,27931,24733,52666,273,285,559,1365,1373,2740,844,1020,1867,2444,2861,5306,4328,5351,9681,34922,32049,66973,1461,1252,2713,2425,2248,4667,702,615,1316,513,579,1096,261,329,588,40380,38442,78821,21828,14360,36193
SED10081,37778,39252,77029,2663,2445,5111,5356,5085,10435,2414,2284,4698,2050,2035,4083,4513,4678,9192,4287,4547,8835,4756,5079,9829,4920,5128,10051,4005,4126,8132,2163,2601,4766,657,1244,1901,35368,37160,72532,2411,2090,4502,3882,3912,7791,83,78,161,77,66,144,4041,4052,8098,31978,33272,65246,2407,2462,4872,33418,35057,68477,1339,1227,2568,33476,34999,68473,670,654,1318,4790,4553,9342,1490,1523,3016,305,457,761,605,1315,1913,9462,11806,21267,2055,2139,4195,9707,9676,19381,2994,2915,5911,2091,1667,3753,131,113,241,33792,35342,69130,4021,3627,7650
SED10082,35306,37835,73140,2115,1968,4083,4925,4632,9556,2309,2299,4606,1896,1712,3608,3350,3495,6845,4146,4581,8730,4776,5253,10027,4648,5219,9862,4016,4444,8464,2194,2773,4969,927,1462,2383,33383,36050,69434,1926,1783,3708,753,785,1536,31,32,58,11,15,27,792,830,1620,27634,29545,57176,5838,6223,12064,32003,33969,65976,1687,2075,3762,31805,34016,65824,600,570,1174,4609,4354,8962,1807,1823,3623,697,697,1390,757,1433,2199,14121,15188,29308,2002,1879,3881,7468,8608,16076,1940,2334,4275,827,989,1813,62,60,120,32892,35344,68234,1665,1857,3523
SED10083,35158,37880,73036,2210,2107,4320,4845,4484,9332,2289,2161,4456,2085,2053,4134,4091,4220,8311,4301,4568,8876,4595,5055,9644,4354,5047,9398,3585,4053,7640,1914,2514,4434,883,1609,2489,33450,36239,69690,1702,1637,3343,1251,1292,2539,24,31,52,23,26,44,1294,1340,2640,28415,30419,58826,4587,5102,9692,31462,33595,65061,1722,2033,3756,31546,34035,65585,628,576,1203,4472,4127,8600,1600,1586,3186,612,670,1280,731,1493,2223,11234,12560,23790,2219,2074,4292,8780,9576,18350,2298,2858,5156,1246,1423,2672,71,59,132,32679,34970,67644,1944,2379,4325
SED10084,36679,39475,76156,2105,1878,3983,4365,4194,8566,2082,2017,4104,1743,1600,3342,3324,3616,6945,4089,4512,8596,4587,5149,9735,5117,5901,11016,4988,5250,10238,3021,3547,6567,1256,1816,3070,34599,37643,72243,2081,1830,3918,1300,1345,2641,132,111,239,149,132,280,1577,1588,3163,28333,30253,58587,5443,6120,11561,32718,35014,67729,1443,1841,3279,32160,34575,66737,471,376,842,3959,3826,7784,1454,1516,2972,425,513,939,671,1508,2174,11516,12991,24507,2481,2470,4947,9106,10069,19175,2461,2667,5128,1586,1694,3279,83,74,154,33513,36269,69785,4013,4316,8327
SED10085,38066,37465,75527,2526,2338,4862,5369,5177,10544,2456,2303,4761,2128,1906,4034,4377,4386,8767,4569,4677,9245,5379,5313,10693,5090,4826,9917,3794,3580,7381,1827,2042,3872,538,917,1452,35944,35599,71545,2121,1860,3983,2425,2425,4850,62,54,117,35,35,71,2524,2513,5040,32180,31427,63602,2662,2738,5399,34075,33688,67764,950,1018,1965,33819,33338,67153,618,603,1219,4828,4616,9437,1590,1587,3180,316,414,731,492,1182,1668,8496,10637,19134,2446,2195,4640,10904,9545,20452,3031,2938,5969,1993,1548,3540,98,60,158,33890,33888,67772,4186,3145,7325
SED10086,38023,41772,79795,2275,2181,4454,4246,4154,8392,1815,1768,3581,2048,2357,4410,7463,8835,16299,6210,6445,12654,4804,5033,9837,3687,4117,7810,3145,3581,6725,1595,2060,3651,738,1237,1968,36205,39997,76201,1815,1774,3591,132,93,228,8,12,14,6,7,6,145,109,257,20356,22104,42459,13969,15626,29596,27588,29666,57252,6886,8260,15149,28689,31506,60194,660,593,1254,3842,3793,7635,1551,1533,3078,952,1183,2139,1405,2111,3513,23787,26525,50315,1175,1247,2423,2073,2642,4720,663,720,1377,353,409,760,70,60,129,33477,36935,70413,4145,4525,8667
SED10087,37562,38972,76536,2658,2368,5027,5211,5165,10374,2691,2459,5149,2718,2864,5583,4854,5096,9947,4465,4615,9083,4655,4788,9443,4524,4783,9306,3364,3483,6843,1766,2195,3957,654,1159,1818,35102,36848,71950,2457,2125,4581,1880,2078,3957,43,43,83,33,29,59,1958,2147,4102,31329,32766,64094,3464,3439,6901,32757,34365,67122,2361,2227,4594,33253,34847,68098,603,512,1117,4801,4721,9522,1751,1746,3497,741,1175,1912,1004,1735,2737,11319,13855,25171,2375,2233,4608,8791,8682,17476,2653,2421,5070,1726,1409,3135,142,112,254,33410,35158,68571,4755,3948,8704
SED10088,38630,40478,79107,2577,2427,5009,5564,5235,10798,2563,2356,4920,2142,2055,4196,4502,4781,9292,5807,6181,11992,5775,6051,11821,4188,4278,8467,2906,3428,6335,1871,2342,4212,738,1335,2072,37187,39153,76341,1444,1323,2770,244,218,469,7,13,16,6,6,12,256,232,495,25197,25858,51061,11647,12660,24310,29221,29824,59047,7749,8795,16549,32440,33803,66245,708,637,1345,5255,4963,10215,2102,1985,4080,921,929,1849,1126,1647,2772,18803,20284,39086,1866,1651,3516,5550,6046,11602,1375,1469,2846,910,1013,1929,198,230,428,36316,38037,74357,1667,1924,3591
SED10089,39568,41225,80787,2678,2453,5129,4920,4591,9509,2676,2623,5291,3854,3697,7546,5726,5653,11381,4924,5139,10061,4646,4963,9609,4319,4644,8967,3336,3588,6929,1730,2395,4127,748,1478,2234,37548,39522,77073,2015,1701,3721,1528,1637,3161,34,32,58,32,30,60,1584,1700,3286,32014,33263,65276,5922,6219,12141,33306,34448,67754,4619,4837,9455,34832,36440,71278,692,605,1297,4625,4307,8930,2010,2044,4060,1955,2034,3995,1778,2179,3948,14634,15829,30465,2198,1906,4100,8947,9107,18049,2702,3208,5908,1416,1579,2991,129,167,299,36835,38058,74892,2789,3287,6077
SED10090,40319,44492,84809,2928,2806,5734,5298,5019,10319,2136,2070,4204,2265,2586,4852,6200,7094,13295,6795,7552,14349,5495,6015,11509,4055,4715,8773,3016,3488,6504,1451,1912,3363,673,1236,1910,38743,42935,81680,1576,1550,3126,86,74,160,7,3,13,3,0,4,96,80,176,21749,22660,44409,16468,19517,35980,25120,25998,51119,13210,16296,29505,30834,33240,64077,764,728,1490,5000,4750,9752,1889,1863,3756,1306,1531,2833,1610,2433,4042,25086,27973,53061,1195,1360,2550,2399,3171,5572,741,917,1660,605,773,1375,154,274,428,37365,41183,78548,2438,2864,5300
SED10091,36510,38066,74568,2376,2148,4526,5397,5108,10507,2500,2540,5035,1967,1951,3924,3834,3960,7792,4389,4756,9144,4928,5260,10188,4561,4968,9531,3913,4124,8035,2040,2250,4289,603,998,1600,34812,36498,71316,1694,1566,3261,961,1042,2010,13,16,29,14,14,27,988,1074,2065,29310,30322,59627,4804,5294,10100,32377,33733,66103,2068,2271,4338,32906,34275,67180,640,612,1251,4975,4701,9671,1766,1891,3660,477,629,1108,556,1186,1747,11086,13644,24727,2071,2140,4205,9660,9104,18766,2331,2280,4610,1169,1061,2228,93,77,174,33833,34996,68831,2132,2665,4798
SED10092,41460,41511,82971,2247,2162,4408,4386,4043,8427,2563,2534,5095,4145,3826,7967,6465,5988,12454,4881,4754,9632,5174,5046,10217,4790,4931,9723,3675,3858,7535,2316,2928,5245,822,1437,2265,39458,39674,79128,2002,1840,3841,1031,1080,2108,24,19,45,10,19,27,1064,1115,2182,27318,27220,54543,11013,11213,22231,28508,28399,56904,10228,10516,20746,33931,34527,68455,577,568,1144,3993,3695,7695,1893,1979,3868,2186,1976,4162,1970,2140,4109,16207,16094,32309,2187,1881,4065,8335,8284,16619,2304,2486,4792,2249,2717,4966,369,566,931,37669,37740,75410,3952,3812,7762
SED10093,37404,39742,77145,2477,2410,4886,5434,5089,10528,2544,2494,5041,2294,2342,4633,4148,4478,8624,4499,4927,9432,4895,5085,9983,4396,4778,9178,3672,4114,7786,2190,2656,4849,837,1371,2202,35647,38164,73807,1755,1580,3337,1931,1927,3856,48,41,91,25,46,73,2003,2016,4016,30009,31643,61647,4742,5203,9946,33039,34902,67943,2022,2311,4336,33256,35284,68541,657,613,1274,4960,4685,9646,1690,1740,3427,501,672,1180,686,1527,2205,9761,11303,21065,2353,2262,4613,9811,10415,20226,2858,3150,6013,1695,1695,3384,166,110,279,34446,36690,71140,2592,2775,5374
SED19494,7351,4939,12288,188,149,338,202,200,402,285,232,517,746,615,1358,1615,1091,2703,1269,629,1900,1148,646,1798,986,732,1722,719,477,1196,162,120,282,32,48,78,0,0,0,7351,4939,12288,503,289,789,17,8,26,20,3,25,538,301,839,4304,2726,7028,1663,1346,3012,4175,3038,7212,997,821,1822,4199,3009,7203,24,19,43,148,158,304,90,82,172,137,141,283,179,254,430,2208,1965,4169,385,247,633,1339,826,2159,454,274,731,286,135,420,41,24,65,0,0,0,0,0,0
SED19797,171,239,412,10,4,14,7,14,22,3,7,12,9,4,9,11,24,32,18,14,34,25,31,50,22,53,74,48,60,108,16,24,42,3,7,10,173,234,409,3,3,6,4,10,10,0,0,0,0,0,0,5,10,13,102,135,232,60,86,142,119,154,279,36,55,92,137,184,325,0,0,0,10,10,22,0,5,5,0,3,3,0,6,8,52,76,125,12,15,22,38,57,93,9,22,35,13,12,27,0,0,4,0,0,0,1415,1860,3279
