SED_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SED10061,25,4,1306,19,46,3,0,55,0,74,0,8,0,0,10,0,10,0,0,0,0,0,0,0,19,54,5,0,66,0,89,3,0,0,0,0,3,3,1305,80,5,0,84,9,1398,220,0,0,0,0,3,225,0,17,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,22,0,0,0,0,0,0,0,223,19,0,0,18,3,242,44,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,48,10068,149,7,0,147,30,10248,197,532,24,0,556,0,757,4,90,26,0,114,0,117,7,0,0,5,5,0,10,201,616,48,6,678,0,883,21,0,0,0,0,31,59,10294,763,57,6,827,69,11189
SED10062,52,3,953,102,733,60,0,794,0,902,0,59,62,0,118,0,118,0,7,0,0,7,0,7,102,806,121,0,924,0,1030,0,0,0,0,0,0,0,1003,853,121,0,975,3,1980,560,30,0,0,36,0,598,62,496,49,0,545,0,600,0,49,85,0,136,0,134,0,0,0,0,4,0,4,58,542,136,3,679,0,742,0,0,0,0,0,0,0,627,572,136,3,709,0,1334,270,20,0,0,20,0,288,25,227,26,0,254,0,283,0,23,43,0,63,0,70,0,3,0,0,5,0,5,26,251,72,3,321,0,355,0,0,0,0,0,0,0,300,268,72,3,343,0,641,6434,563,3,3,567,11,7012,911,5846,369,15,6230,0,7140,12,415,426,3,842,3,856,0,23,3,7,29,0,29,918,6279,797,22,7102,3,8021,15,5,0,0,5,3,23,7370,6847,799,27,7672,18,15054
SED10063,22,6,1537,26,49,3,0,46,0,74,3,3,4,0,7,0,9,0,0,0,0,0,0,0,32,51,7,0,59,0,88,3,0,0,0,0,0,6,1548,72,7,0,82,5,1631,297,3,0,0,3,0,298,5,12,0,0,13,0,19,3,3,3,0,6,0,3,0,0,0,0,0,0,0,7,18,3,0,21,0,27,0,0,0,0,0,5,3,300,20,3,0,22,3,324,62,0,0,0,0,0,62,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,62,3,0,0,3,0,64,12009,135,5,4,140,23,12175,194,574,18,0,588,0,783,6,32,33,0,70,0,70,6,9,0,3,7,0,17,208,613,49,3,665,0,869,22,3,0,0,3,20,42,12239,746,51,6,811,37,13087
SED10064,13,3,1251,29,18,0,0,18,0,51,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,21,0,0,19,0,54,3,0,0,0,0,0,4,1269,39,0,0,38,9,1312,213,3,0,0,3,0,214,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,213,6,0,0,6,0,221,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,51,8514,119,5,0,122,32,8670,220,155,3,0,159,3,375,0,3,6,0,7,0,8,0,0,0,0,0,0,0,221,157,11,0,162,3,385,29,0,0,0,0,25,57,8771,273,9,0,286,58,9117
SED10065,30,0,570,57,742,79,4,821,0,878,5,123,126,0,244,0,250,0,3,0,0,5,0,5,55,864,203,8,1074,0,1129,0,0,0,0,0,0,0,594,897,203,8,1105,0,1705,297,23,0,0,23,0,317,33,555,70,7,628,0,665,3,91,114,3,208,0,211,0,0,0,0,0,0,0,38,649,184,8,843,0,875,0,0,0,0,0,0,0,331,666,184,8,865,0,1200,128,9,0,0,9,0,137,13,252,38,0,289,0,302,0,64,65,0,128,0,128,0,0,0,0,0,0,0,13,308,100,0,415,0,432,0,0,0,0,0,0,0,140,319,100,0,423,0,567,4647,435,7,9,453,9,5105,728,9729,657,45,10425,4,11154,25,1155,839,10,1998,0,2026,3,48,3,12,63,0,67,751,10931,1496,63,12492,4,13246,0,15,0,0,15,10,26,5396,11382,1504,72,12957,21,18378
SED10066,48,3,1400,54,166,8,0,182,0,228,0,4,10,0,13,0,12,0,0,0,0,0,0,3,50,177,19,0,196,0,246,3,0,0,0,0,0,3,1402,223,19,4,242,4,1647,472,14,0,0,14,0,480,19,90,6,0,100,0,124,0,7,5,0,7,0,6,0,3,0,0,3,0,3,22,101,8,0,109,0,130,0,0,0,0,0,0,0,493,112,8,0,124,0,614,222,4,0,0,4,0,227,10,43,0,0,50,0,62,0,9,3,0,11,0,11,0,0,0,0,0,0,0,10,55,0,0,56,0,71,0,0,0,0,0,0,0,237,56,0,0,61,0,298,11024,365,0,12,378,14,11420,496,1702,58,3,1760,3,2258,14,96,54,0,149,0,167,0,22,0,7,23,0,29,510,1819,111,6,1937,3,2448,16,3,0,0,3,5,24,11551,2185,109,21,2314,26,13892
SED10067,31,0,1605,65,123,7,0,135,0,195,0,3,0,0,4,0,4,0,0,0,0,0,0,0,65,132,6,0,138,0,205,3,0,0,0,0,0,5,1638,165,6,0,170,0,1812,686,11,3,0,14,0,704,28,40,0,0,38,0,68,0,0,0,0,3,0,3,0,0,0,0,0,0,0,28,41,4,0,43,0,70,0,0,0,0,0,0,0,718,54,4,0,60,0,769,345,4,0,0,4,0,358,11,33,0,0,29,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,0,0,29,0,46,0,0,0,0,0,0,0,361,34,0,0,40,0,398,11865,349,5,5,355,27,12254,652,918,24,4,944,3,1599,6,33,5,0,39,0,42,0,3,0,0,3,0,3,657,949,29,4,985,3,1645,19,0,0,0,0,10,31,12540,1299,35,8,1345,42,13923
SED10068,16,4,1370,29,31,0,0,29,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,3,0,32,0,64,3,0,0,0,0,0,5,1382,43,3,0,47,4,1435,278,0,0,0,0,0,280,4,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,12,0,0,0,0,0,0,0,281,10,0,0,10,0,296,48,0,0,0,0,0,48,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,49,0,0,0,0,0,52,8968,126,0,9,132,17,9118,228,290,14,3,304,0,532,0,15,12,0,31,0,31,0,0,0,0,0,0,0,236,302,29,3,336,0,571,20,0,0,0,0,5,26,9219,428,24,8,466,21,9706
SED10069,14,3,1374,30,33,0,0,35,0,67,0,0,0,0,3,0,4,0,0,0,0,0,0,0,34,32,3,0,34,0,66,3,0,0,0,0,4,9,1388,48,3,3,51,6,1448,367,4,0,0,4,3,375,3,8,0,0,8,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,9,0,0,9,0,14,0,0,0,0,0,0,0,375,12,0,0,12,3,391,148,0,0,0,0,0,145,7,5,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,8,0,9,0,0,0,0,0,0,0,148,7,0,0,7,0,162,9538,141,0,3,143,28,9708,240,254,3,0,265,0,508,10,17,9,0,22,0,34,0,3,0,3,8,0,8,256,278,13,3,289,0,547,25,0,0,0,0,18,48,9818,414,17,3,438,41,10302
SED10070,55,0,616,66,956,75,9,1037,0,1099,3,133,137,0,273,0,275,0,3,3,0,3,0,3,63,1087,215,11,1310,0,1376,0,0,0,0,0,9,9,628,1136,216,11,1364,7,2000,278,28,0,0,28,0,306,23,627,55,8,690,0,710,0,107,123,0,227,0,226,0,0,3,0,3,0,3,24,735,176,8,918,0,942,0,0,0,0,0,0,0,304,755,176,8,944,0,1248,136,21,0,0,25,0,162,13,334,28,0,362,0,371,0,36,74,0,113,0,113,0,0,0,3,4,0,4,13,368,104,3,474,0,481,0,0,0,0,0,3,3,148,394,103,3,497,3,653,4507,592,13,3,606,7,5125,657,8808,477,65,9348,4,10011,21,941,943,8,1896,0,1911,5,30,14,33,74,0,80,681,9782,1433,105,11318,4,11999,4,9,0,0,9,29,42,5196,10381,1446,105,11932,42,17171
SED10071,51,0,1274,101,1138,21,4,1164,0,1266,0,47,36,0,83,0,81,0,9,0,0,8,0,8,104,1193,56,3,1254,0,1352,0,0,0,0,0,0,0,1320,1245,56,3,1301,0,2628,482,19,0,0,19,0,504,39,832,10,3,843,0,890,3,37,20,0,57,0,55,0,6,0,0,8,0,5,45,878,31,3,904,0,948,0,0,0,0,0,0,0,522,894,31,3,932,0,1456,153,8,0,0,8,0,162,19,412,10,0,427,0,442,0,24,19,0,37,0,43,0,0,0,0,0,0,0,20,434,30,0,466,0,484,0,0,0,0,0,0,0,176,441,30,0,473,0,651,10748,605,3,10,624,6,11373,972,10148,147,53,10350,5,11329,10,384,164,0,544,0,556,3,50,0,11,54,0,61,985,10583,309,62,10956,5,11944,9,13,0,0,13,12,29,11742,11200,317,75,11584,23,23349
SED10072,53,0,526,60,743,43,0,786,0,840,0,62,33,0,98,0,103,0,3,0,0,8,0,9,62,806,78,9,892,0,955,0,0,0,0,0,3,5,534,867,78,9,948,0,1483,229,30,0,0,30,0,258,29,448,24,0,473,0,498,0,60,35,0,101,0,101,3,3,0,0,3,0,9,33,512,60,3,577,0,608,0,0,0,0,0,0,0,263,540,60,3,606,0,863,89,8,0,0,8,0,96,18,243,18,0,267,0,283,0,26,26,0,47,0,47,0,3,0,0,3,0,3,18,270,47,0,314,0,332,0,0,0,0,0,0,0,110,281,47,0,323,0,435,4112,529,7,3,539,10,4661,731,6786,309,30,7116,3,7851,20,490,255,3,746,0,770,11,38,0,26,59,0,73,764,7305,565,51,7928,3,8695,8,7,5,0,11,15,36,4884,7849,577,58,8481,22,13389
SED10073,29,0,709,74,639,71,0,707,0,778,0,73,77,0,149,0,147,0,8,0,4,8,0,8,76,712,143,4,860,0,936,0,0,0,0,3,3,3,754,745,144,7,897,3,1653,392,18,0,0,18,0,413,42,443,53,3,501,0,536,0,66,77,0,145,0,149,0,4,0,0,3,0,3,40,517,132,5,648,0,692,0,0,0,0,3,0,5,428,540,132,5,674,0,1105,201,7,0,0,7,0,206,14,277,33,0,312,0,322,3,46,71,0,111,0,113,0,0,0,3,0,0,0,15,324,97,4,426,0,441,0,0,0,0,0,0,0,214,332,97,4,436,0,652,5373,398,8,4,405,3,5779,868,6998,433,21,7455,3,8328,18,711,509,5,1222,0,1240,0,40,5,12,54,0,54,888,7745,944,39,8732,3,9623,5,3,3,0,6,13,21,6263,8141,959,45,9144,16,15426
SED10074,42,0,926,55,598,31,0,632,0,688,0,52,49,0,102,0,107,0,3,0,3,6,0,6,61,660,77,3,741,0,799,3,0,0,0,0,0,3,948,699,77,3,781,0,1730,401,24,0,0,27,0,423,34,397,16,3,418,0,450,0,47,34,0,77,0,76,0,3,0,0,5,0,5,37,442,54,3,494,0,535,0,0,0,0,0,0,0,433,465,54,3,523,0,956,180,10,0,0,14,0,195,15,226,14,0,238,0,255,0,19,19,0,44,0,44,0,0,0,0,0,0,0,15,248,35,0,283,0,295,0,0,0,0,0,0,0,198,266,34,0,295,0,496,7576,486,18,3,504,12,8094,700,7197,203,19,7418,0,8121,3,471,290,6,773,0,773,0,36,0,27,63,0,64,705,7712,493,49,8257,0,8966,20,7,0,3,11,9,43,8306,8204,515,52,8771,22,17105
SED10075,50,8,1618,57,150,7,0,158,0,216,0,8,7,0,10,0,11,0,0,0,3,4,0,4,53,154,15,3,170,0,227,3,0,0,0,0,3,3,1623,208,15,3,223,11,1849,565,6,0,0,6,0,578,22,87,8,0,96,0,112,0,0,7,0,7,0,7,0,0,0,0,0,0,0,22,95,8,0,102,0,125,0,0,0,0,0,0,0,583,104,8,0,110,3,700,202,7,0,0,7,0,204,13,40,3,0,44,0,56,0,3,3,0,3,0,3,0,0,0,0,0,0,0,13,47,3,0,52,0,62,0,0,0,0,0,0,0,211,53,3,0,53,0,266,11681,433,0,0,429,22,12142,397,1231,37,6,1276,4,1676,4,39,32,0,73,0,82,3,16,0,3,15,0,18,405,1289,66,8,1369,4,1778,20,7,0,0,7,10,38,12104,1729,66,11,1807,38,13947
SED10076,17,3,1061,20,20,0,0,24,0,44,0,0,3,0,8,0,8,0,0,0,0,0,0,0,20,25,5,0,33,0,52,3,0,0,0,0,0,5,1073,42,5,0,48,3,1118,186,3,0,0,3,0,191,10,3,0,0,3,0,14,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,3,3,0,11,0,14,0,0,0,0,0,0,0,196,7,3,0,15,0,208,49,0,0,0,0,0,49,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,53,3,0,0,3,0,58,7888,130,0,3,131,27,8046,216,251,4,0,260,0,473,0,15,20,0,36,0,39,0,0,0,0,0,0,0,212,262,30,0,296,0,508,29,9,0,0,9,28,62,8137,394,30,6,435,50,8619
SED10077,58,3,577,98,796,78,6,887,0,985,3,114,151,0,269,0,266,0,0,3,0,6,0,5,104,913,231,13,1158,0,1260,0,0,0,0,0,0,0,619,972,231,13,1218,3,1838,354,32,0,0,37,0,393,54,653,57,4,714,0,769,6,122,132,3,254,0,261,0,8,0,0,12,0,12,62,784,195,4,978,0,1041,0,0,0,0,0,0,3,419,818,194,4,1018,3,1439,173,13,0,0,13,3,191,28,382,28,0,407,0,436,0,53,77,0,130,0,127,0,0,0,0,3,0,3,27,434,104,0,541,0,571,0,0,0,0,0,0,3,204,455,104,0,559,0,769,3757,505,7,5,512,7,4279,877,7393,472,47,7920,4,8797,32,801,793,7,1608,0,1637,3,45,15,17,73,0,79,910,8243,1278,73,9595,4,10509,12,16,0,0,16,7,31,4678,8760,1283,79,10120,22,14823
SED10078,40,0,674,81,316,13,3,327,0,414,0,52,49,0,103,0,105,3,0,0,0,0,0,3,90,367,69,3,436,0,521,0,0,0,0,0,0,0,720,404,69,3,477,0,1197,331,17,0,0,17,4,347,29,187,18,0,209,0,236,3,25,49,0,74,0,79,0,0,0,0,0,0,0,30,218,65,0,284,0,315,0,0,0,0,0,0,0,360,230,65,0,294,4,654,156,14,0,0,14,0,171,10,112,14,0,123,0,138,3,21,29,0,46,0,54,0,0,0,0,0,0,3,12,131,40,0,177,0,191,0,0,0,0,0,0,0,169,142,40,0,183,0,358,6049,510,5,7,520,10,6584,790,3056,170,10,3239,0,4032,20,327,281,4,614,3,640,12,12,4,5,18,0,35,823,3398,454,22,3876,3,4700,4,7,0,0,12,14,26,6881,3913,465,25,4407,24,11313
SED10079,15,0,1389,25,32,0,0,34,0,58,0,0,0,0,4,0,8,0,0,0,0,0,0,0,25,33,3,0,36,0,62,0,0,0,0,0,7,3,1397,51,3,0,56,8,1452,494,8,0,0,7,0,495,9,12,0,0,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,13,0,28,0,0,0,0,0,0,3,501,15,0,0,18,0,527,225,0,0,0,0,0,223,4,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,9,0,0,0,0,0,0,0,226,8,0,0,8,0,232,10049,150,0,5,151,15,10222,229,247,9,0,255,0,481,13,8,10,0,16,0,26,0,0,0,0,0,0,0,240,258,19,0,271,0,516,10,0,0,0,0,24,29,10296,400,20,4,422,44,10764
SED10080,11,0,232,23,65,3,4,65,0,91,0,12,15,0,25,0,25,0,0,0,0,0,0,0,23,75,17,4,91,0,113,0,0,0,0,0,0,0,247,79,17,4,98,0,346,144,7,0,0,7,0,147,13,40,7,0,48,0,60,0,9,9,0,18,0,18,0,0,0,0,0,0,0,13,49,19,0,66,0,77,0,0,0,0,0,0,0,156,50,19,0,68,0,227,97,3,0,0,3,0,98,11,33,4,0,32,0,42,0,8,12,0,22,0,22,0,0,0,0,0,0,0,11,42,16,0,53,0,63,0,0,0,0,0,0,0,102,40,16,0,61,0,160,2762,165,3,3,173,0,2930,473,1212,91,11,1310,3,1780,12,103,105,0,207,0,218,3,7,0,3,11,0,14,489,1326,190,8,1528,3,2013,4,3,0,0,3,11,12,3252,1490,196,13,1697,10,4956
SED10081,11,9,1349,9,58,0,0,53,0,70,0,4,4,0,10,0,7,0,0,0,0,0,0,0,14,60,6,0,63,0,76,4,0,0,0,0,0,4,1345,71,6,0,78,9,1429,201,0,0,0,0,0,208,4,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,8,0,0,0,0,0,0,0,205,8,0,0,6,0,216,36,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,36,0,3,0,3,0,45,10807,101,0,0,101,38,10942,131,396,7,0,403,0,532,5,30,19,0,44,0,51,0,0,0,4,6,3,9,137,425,27,4,452,3,587,29,0,0,0,0,22,55,10967,526,27,4,556,60,11583
SED10082,28,6,1673,54,55,0,0,54,0,113,0,0,3,0,3,0,3,0,0,0,0,0,0,3,61,56,3,0,59,0,120,0,0,0,0,0,0,0,1701,83,6,0,89,8,1796,694,11,0,0,11,0,703,28,30,0,0,31,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,35,0,56,0,0,0,0,0,0,4,716,36,0,0,40,0,762,318,4,0,0,5,0,327,10,9,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,12,0,20,0,0,0,0,0,0,0,327,16,3,0,16,0,351,11954,263,3,0,270,20,12237,403,528,12,7,546,4,945,3,27,14,0,46,0,42,3,5,0,0,7,0,12,408,556,29,7,593,4,1003,18,3,0,0,3,11,35,12381,824,29,7,860,37,13274
SED10083,25,0,1397,38,45,3,0,48,0,85,0,3,0,0,5,0,5,0,0,0,0,0,0,5,38,54,3,0,58,0,94,0,0,0,0,0,0,3,1409,76,3,0,83,0,1495,481,5,0,0,5,0,487,16,21,0,0,18,0,35,5,3,3,0,4,0,6,0,0,0,0,0,0,0,21,20,4,0,22,0,43,3,0,0,0,0,0,3,506,27,4,0,29,0,538,217,7,0,0,7,0,219,14,9,0,0,9,0,27,0,3,0,0,4,0,4,0,0,0,0,0,0,0,15,14,0,0,18,0,30,0,0,0,0,0,0,0,230,19,0,0,21,0,247,10564,249,3,9,258,15,10834,349,457,15,0,472,0,823,13,56,15,0,73,0,83,3,4,3,3,12,0,14,363,519,33,3,556,0,919,17,0,0,0,0,12,36,10947,770,30,7,812,28,11793
SED10084,24,0,1284,41,42,6,0,47,0,92,3,0,3,0,7,0,5,0,0,0,0,0,0,0,40,46,14,0,55,0,96,5,0,0,0,0,3,7,1311,68,14,0,75,9,1394,364,3,0,0,3,0,371,9,15,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,12,0,27,0,0,0,0,0,0,0,375,16,0,0,24,0,399,129,6,0,0,6,0,138,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,135,8,0,0,8,0,144,9487,179,3,11,195,4,9683,351,413,16,3,432,0,784,10,15,16,0,29,0,39,3,0,0,0,0,0,4,369,424,30,5,460,0,832,20,0,0,0,0,13,33,9872,607,37,15,657,25,10555
SED10085,11,6,1604,21,31,0,0,31,0,54,3,6,4,0,13,0,15,0,0,0,0,0,0,0,25,33,4,0,43,0,66,4,0,0,0,0,7,6,1618,43,4,0,51,7,1673,313,0,0,0,0,0,313,6,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,11,0,11,0,0,0,0,0,0,0,318,10,0,0,10,0,325,81,0,0,0,0,0,88,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,89,3,0,0,3,0,91,11979,89,3,0,89,23,12097,192,315,10,0,318,3,518,6,28,15,0,46,0,50,0,0,0,0,0,0,0,196,341,23,0,368,3,566,28,0,0,0,0,32,60,12199,430,28,0,456,64,12722
SED10086,36,0,1076,76,166,4,0,169,0,246,3,3,5,0,9,0,13,0,0,0,0,0,0,0,79,170,10,0,179,0,261,0,0,0,0,0,0,7,1119,201,15,0,217,3,1336,569,14,0,0,18,0,590,47,103,3,0,108,0,158,0,4,3,0,5,0,5,0,0,0,0,0,0,0,46,111,3,0,118,0,162,0,0,0,0,0,0,0,620,130,6,0,137,0,754,382,19,0,0,19,0,401,23,61,3,0,69,0,91,0,0,3,0,3,0,3,0,0,0,0,0,0,0,23,64,11,0,74,0,95,0,0,0,0,0,0,0,409,78,11,0,89,0,501,9140,473,8,3,486,11,9633,835,1761,60,0,1814,0,2650,9,49,29,0,75,0,80,10,4,0,0,8,0,16,850,1811,86,3,1903,0,2755,14,3,0,0,3,6,19,10002,2290,94,6,2386,14,12406
