SED_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
SED10036,15,9,14,8,0,53,2960,617,77,82,20,20,31,22,23,17,33,936,24,3,0,0,0,0,0,0,0,3,36,3222,271,171,34,38,40,32,32,19,85,3935,10,0,0,0,0,0,0,0,0,0,10,4117,302,183,34,40,43,33,33,24,111,4920,700,4,12,0,0,0,0,0,0,15,734,1405,37,32,4,5,8,4,8,0,37,1544,486,52,79,21,14,20,21,16,7,28,737,14,0,0,0,0,0,0,0,0,0,15,1909,92,110,27,21,25,19,26,7,63,2298,0,0,0,0,0,0,0,0,0,0,3,2610,99,123,27,18,20,19,26,9,79,3034,300,10,0,0,4,0,0,0,0,14,327,580,8,8,0,0,0,0,0,0,18,622,427,45,33,6,4,3,5,3,3,9,538,16,0,0,0,0,0,0,0,0,4,24,1017,56,43,6,4,3,6,3,3,37,1182,6,0,0,0,0,0
SED10037,3,0,3,3,5,28,1615,259,49,79,27,25,31,24,25,26,55,593,8,0,0,0,0,0,0,0,0,0,12,1663,161,125,31,29,37,21,26,26,81,2214,0,0,0,0,0,0,0,0,0,0,0,3307,244,153,47,36,37,29,31,29,106,4005,1400,34,19,0,0,3,4,3,4,24,1493,771,17,20,5,4,3,3,5,3,12,855,193,39,75,23,21,15,18,19,19,20,441,4,0,0,0,0,0,0,0,0,0,4,970,59,96,27,30,17,19,27,16,39,1297,3,0,0,0,0,0,0,0,0,0,3,2371,91,114,27,30,24,25,31,20,60,2793,648,12,11,0,0,3,0,0,0,16,696,378,8,9,0,0,0,0,3,3,7,408,198,36,31,18,8,6,8,11,3,19,328,4,0,0,0,0,0,0,0,0,0,4,578,48,33,16,8,6,11,14,4,28,739,4,0,0,0,0,0
SED10038,4,3,3,0,0,15,765,88,13,15,0,3,7,4,5,5,3,142,7,0,0,0,0,0,0,0,0,0,8,797,38,26,0,8,12,7,3,5,22,916,3,0,0,0,0,0,0,0,0,0,3,2147,76,50,3,9,17,8,9,6,52,2379,1352,8,13,0,3,9,3,0,0,30,1426,652,3,0,0,0,3,0,0,0,7,673,124,4,11,3,3,0,0,10,3,5,162,4,0,0,0,0,0,0,0,0,0,4,784,14,9,3,3,4,3,10,5,12,841,3,0,0,0,0,0,0,0,0,7,12,2139,23,28,0,5,10,6,9,7,49,2272,781,3,4,0,0,0,0,0,0,28,826,520,0,0,0,0,0,0,0,0,22,542,203,7,3,0,0,3,0,0,0,18,234,6,0,0,0,0,0,0,0,0,0,9,726,11,4,0,0,3,0,0,0,40,782,5,0,0,0,0,0
SED10039,0,0,3,0,0,8,317,16,0,4,4,0,0,3,0,4,3,34,0,0,0,0,0,0,0,0,0,0,0,291,15,14,5,4,3,7,0,4,11,346,4,0,0,0,0,0,0,0,0,7,12,1682,65,43,8,7,3,8,10,4,66,1890,1626,12,29,6,10,0,5,5,0,56,1747,249,4,3,0,0,0,0,3,0,7,262,24,0,8,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,4,272,4,9,0,0,0,0,3,0,10,303,3,0,0,0,0,0,0,0,0,5,12,1900,22,36,5,10,0,4,3,0,74,2059,912,11,7,3,0,0,0,0,0,29,969,181,0,0,0,0,0,0,0,0,18,197,22,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,3,4,205,3,0,0,0,0,0,0,0,27,234,3,0,0,0,0,0
SED10040,8,8,4,16,5,72,3417,1430,225,269,70,68,105,86,55,77,183,2571,16,0,3,0,0,0,0,0,0,8,26,4536,383,324,82,77,109,91,70,84,263,6013,3,0,0,0,0,0,0,0,0,3,8,5274,423,348,86,78,113,88,74,93,292,6862,564,15,5,0,0,0,3,0,0,11,598,2075,29,22,0,4,11,6,3,5,40,2197,1088,134,217,43,42,47,30,29,34,92,1759,11,3,0,0,0,0,0,0,0,9,25,3178,167,240,44,51,58,35,35,37,140,3982,8,0,0,0,0,0,0,0,0,0,9,3749,180,247,44,51,59,35,35,37,151,4591,263,5,0,0,0,0,0,0,0,16,281,1035,18,9,0,0,0,0,0,4,60,1123,1109,134,109,16,25,9,11,21,6,78,1512,14,0,0,0,0,0,0,0,0,3,21,2161,148,113,17,25,11,8,16,10,149,2660,0,0,0,0,0,0
SED10041,6,8,6,6,3,32,1766,257,46,91,32,35,25,21,23,22,80,633,6,0,0,0,0,0,0,0,0,0,9,1764,194,140,36,33,34,27,33,28,114,2411,0,0,0,0,0,0,0,0,0,0,3,3336,368,200,41,37,45,27,35,33,143,4274,1366,21,12,9,3,0,9,0,0,25,1445,898,24,17,8,6,11,3,7,3,13,980,205,34,68,17,25,20,7,28,14,33,460,4,0,0,0,0,0,0,0,0,0,10,1113,58,91,28,32,33,12,30,17,48,1447,0,0,0,0,0,0,0,0,0,0,0,2475,76,104,34,33,31,17,32,17,77,2895,862,21,15,5,0,0,3,3,3,35,955,401,18,16,0,0,0,3,0,0,11,453,145,25,27,3,0,3,0,3,0,19,228,7,0,0,0,0,0,0,0,0,3,10,551,42,43,3,3,3,7,5,0,38,698,0,0,0,0,0,0
SED10042,3,3,6,0,0,3,244,9,4,3,3,0,4,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,3,221,14,11,6,3,9,6,0,0,6,274,0,0,0,0,0,0,0,0,0,3,4,1147,56,26,11,3,9,4,3,3,42,1303,1280,23,11,5,0,3,0,4,0,41,1367,244,8,0,0,0,0,0,0,0,4,261,19,0,3,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,4,271,8,3,0,0,0,0,0,0,7,290,3,0,0,0,0,0,0,0,0,3,7,1548,24,12,5,0,3,0,4,0,55,1661,713,16,3,0,0,3,0,0,0,32,768,118,6,3,0,0,0,0,4,0,6,134,16,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,4,4,139,6,3,0,0,0,3,4,0,10,162,4,0,0,0,0,0
SED10043,10,12,13,10,3,112,3810,1729,170,141,33,35,39,46,44,44,113,2403,24,6,0,0,0,0,0,0,0,4,39,5200,315,198,48,43,52,57,55,47,237,6248,8,0,0,0,0,0,0,0,0,3,12,5705,346,208,49,51,51,57,55,53,259,6828,452,6,4,0,0,0,0,0,0,8,475,1909,23,23,3,7,7,3,0,3,67,2035,1367,67,74,19,14,28,18,13,9,64,1663,29,0,0,0,0,0,0,0,0,5,32,3299,92,94,22,23,32,19,11,12,132,3740,3,0,0,0,0,0,0,0,0,6,7,3753,97,99,24,18,32,19,15,12,146,4221,222,3,3,0,0,0,0,0,0,18,250,886,6,8,0,0,0,0,3,0,40,948,1166,63,50,0,0,7,6,0,3,60,1357,22,0,0,0,0,0,0,0,0,0,24,2064,73,60,0,3,7,11,0,3,104,2330,3,0,0,0,0,0
SED10044,8,5,9,11,4,32,1615,234,35,36,27,16,13,16,24,17,25,435,7,0,0,0,0,0,0,0,0,3,11,1685,92,75,31,22,21,25,28,23,64,2065,3,0,0,0,0,0,0,0,0,0,3,3101,157,113,37,28,21,23,40,19,98,3636,1270,13,11,0,3,0,3,4,0,17,1327,1111,13,13,8,0,5,0,3,0,29,1188,246,21,30,5,13,6,8,12,3,21,360,9,0,0,0,0,0,0,0,0,0,12,1366,41,50,16,11,13,12,11,3,52,1561,3,0,0,0,0,0,0,0,0,3,7,2635,54,62,12,13,14,15,19,7,70,2899,562,6,3,4,0,0,0,0,0,33,607,591,7,3,0,0,0,3,0,0,21,633,364,38,18,3,7,3,0,3,0,17,448,8,0,0,0,0,0,0,0,0,0,8,959,47,19,5,7,3,3,3,3,32,1092,0,0,0,0,0,0
SED10045,3,4,0,0,0,0,220,5,0,0,3,0,0,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,196,19,6,0,3,4,3,4,3,3,243,0,0,0,0,0,0,0,0,0,10,10,1405,59,34,6,3,10,3,3,6,65,1584,1112,11,11,3,3,4,0,5,0,29,1182,191,6,12,0,0,0,0,0,0,3,207,8,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,197,9,12,4,0,0,0,0,0,3,224,3,0,0,0,0,0,0,0,0,0,6,1311,15,21,6,8,4,0,5,0,36,1405,408,5,0,0,0,0,3,0,0,13,434,117,0,0,0,0,0,0,0,0,3,122,15,3,0,0,0,0,0,0,0,3,23,3,0,0,0,0,0,0,0,0,0,3,130,3,0,0,0,0,0,0,0,8,144,0,0,0,0,0,0
SED10046,17,18,20,12,4,75,3644,1382,271,166,49,45,73,32,36,17,57,2139,37,0,0,0,0,0,3,0,0,6,47,4553,518,272,66,62,91,59,45,23,137,5832,3,0,0,0,0,0,0,0,0,3,10,5203,563,293,68,65,100,55,48,23,174,6592,445,5,5,0,0,0,0,0,0,21,474,1580,48,43,8,5,7,3,5,3,27,1739,914,142,130,37,29,39,28,17,8,52,1393,25,0,0,0,0,0,0,0,0,3,29,2511,195,168,48,32,46,30,28,18,85,3154,3,3,0,0,0,0,0,0,0,3,6,2960,199,172,46,32,46,31,28,18,111,3638,222,0,3,0,0,0,0,0,0,4,230,543,13,14,0,0,3,3,0,0,16,590,606,84,42,13,5,9,10,9,3,30,812,10,0,0,0,0,0,0,0,0,0,8,1154,94,57,16,5,15,11,12,3,44,1418,3,0,0,0,0,0
SED10047,8,24,16,9,4,35,1502,197,37,27,6,15,12,18,8,9,35,368,19,0,0,0,0,3,0,0,0,3,27,1459,141,79,17,28,43,36,14,8,74,1894,4,0,0,0,0,0,0,0,0,14,21,2818,197,108,21,34,43,36,17,13,130,3417,1268,6,4,0,0,3,4,0,0,40,1334,982,14,14,3,3,6,3,3,0,44,1071,220,20,22,8,8,9,14,4,7,13,321,11,0,0,0,0,0,0,0,0,0,19,1214,39,40,6,12,10,18,6,9,58,1409,7,0,0,0,0,0,0,0,0,4,13,2485,42,44,6,12,12,21,11,9,103,2753,555,7,0,0,7,0,0,0,0,17,588,460,8,3,0,0,0,0,0,0,15,488,189,14,9,0,3,8,3,0,0,9,236,6,0,0,0,0,0,0,0,0,0,10,657,31,10,0,3,8,3,3,0,23,735,4,0,0,0,0,0
SED10048,8,24,13,15,5,54,2596,414,55,65,6,15,28,14,13,14,33,652,21,0,0,0,0,0,0,0,0,4,29,2617,267,131,24,23,47,27,25,19,90,3276,3,0,0,0,0,0,0,0,0,3,6,3947,306,147,28,27,49,26,25,19,133,4711,1125,11,14,0,3,0,0,3,0,16,1173,1166,26,42,9,3,3,3,5,3,35,1303,281,28,41,8,5,3,7,12,12,28,421,11,0,3,0,0,0,0,0,0,0,15,1465,56,83,16,8,9,9,21,11,63,1746,8,0,0,0,0,0,0,0,0,0,11,2595,64,92,16,8,9,10,20,11,84,2923,403,4,3,0,0,0,0,0,0,6,418,393,11,12,0,3,0,3,0,0,5,425,215,28,26,0,0,0,6,3,3,11,291,10,0,0,0,0,0,0,0,0,0,12,620,33,32,5,3,0,6,3,3,16,725,4,0,0,0,0,0
SED10049,0,0,0,0,0,8,164,30,0,6,0,0,3,3,0,0,3,53,0,0,0,0,0,0,0,0,0,0,4,160,10,21,0,3,5,3,4,5,10,219,3,0,0,0,0,0,0,0,0,0,6,793,32,35,8,5,11,3,6,4,30,936,738,6,3,7,0,0,0,3,0,9,771,107,5,3,0,0,0,0,0,0,0,115,17,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,118,4,4,0,0,0,0,0,0,4,136,0,0,0,0,0,0,0,0,0,5,6,861,14,12,5,0,0,0,3,0,17,912,300,3,0,0,3,3,0,0,0,10,311,56,0,0,0,0,0,0,0,0,0,64,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,76,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
SED10050,3,5,0,9,0,12,651,84,15,11,0,0,0,8,0,5,5,132,9,0,0,0,0,0,0,0,0,0,8,653,51,33,0,7,9,10,4,8,13,791,0,0,0,0,0,0,0,0,0,3,6,2332,165,90,10,16,13,24,15,8,42,2723,1306,29,34,12,11,3,0,7,0,21,1416,404,7,4,0,0,0,0,0,0,10,427,61,3,3,4,3,0,3,0,3,3,88,10,0,0,0,0,0,0,0,0,0,7,478,8,6,3,6,0,3,3,3,13,532,0,0,0,0,0,0,0,0,0,3,5,1782,33,40,12,18,3,4,11,3,40,1949,589,14,5,0,0,7,0,4,0,12,636,247,5,0,0,0,3,0,0,0,3,265,71,3,4,0,0,0,0,0,3,4,79,3,0,0,0,0,0,0,0,0,0,3,320,7,3,0,0,3,0,0,3,6,348,0,0,0,0,0,0
SED10051,3,6,12,0,0,45,2005,352,52,32,5,6,17,16,12,3,38,531,21,0,0,0,0,0,0,0,0,0,22,2149,144,86,17,11,23,24,12,9,83,2562,0,0,0,0,0,0,0,0,0,49,51,3402,201,108,21,17,22,23,12,7,168,3996,1132,16,13,5,3,0,4,8,6,32,1216,1685,21,11,5,6,3,8,0,3,37,1780,428,29,32,6,4,3,13,13,0,25,560,17,0,0,0,0,0,0,0,0,6,17,2126,48,50,13,13,8,23,16,3,67,2359,9,0,0,0,0,0,0,0,0,39,43,3270,65,66,18,15,11,25,21,3,138,3627,484,12,7,6,0,3,0,0,0,15,540,921,11,7,3,0,3,3,3,0,49,992,594,31,23,4,5,7,3,0,0,29,687,15,0,0,0,0,0,0,0,0,0,15,1528,41,26,6,3,8,3,5,0,74,1694,0,0,0,0,0,0
SED10052,5,0,0,0,0,29,1320,199,21,30,11,12,9,6,16,6,36,349,15,0,0,0,0,0,0,0,0,3,21,1435,59,54,16,12,11,9,16,6,68,1688,0,0,0,0,0,0,0,0,0,0,0,2563,97,91,22,14,15,11,18,10,93,2936,1117,10,3,5,0,0,0,0,0,21,1153,986,9,9,4,0,0,0,0,0,19,1020,174,17,23,4,6,6,0,0,3,8,241,4,0,0,0,0,0,0,0,0,3,9,1164,27,27,8,6,6,0,0,3,30,1272,3,0,0,0,0,0,0,0,0,0,5,2289,40,35,9,12,6,3,0,3,47,2437,569,11,8,0,0,0,0,0,0,22,605,458,5,0,0,0,0,0,0,0,26,485,192,8,13,0,0,3,0,3,0,14,240,3,0,0,0,0,0,0,0,0,4,7,650,14,14,0,0,3,0,3,0,44,733,0,0,0,0,0,0
SED10053,4,0,0,0,0,11,582,65,9,6,4,4,0,3,3,5,9,107,4,0,0,0,0,0,0,0,0,0,6,584,31,23,6,6,3,5,4,11,19,690,7,0,0,0,0,0,0,0,0,13,14,1789,86,49,9,13,7,5,5,9,75,2043,1132,9,5,3,0,0,3,3,0,42,1202,499,8,0,0,0,3,0,0,0,16,528,75,0,7,0,0,0,0,0,3,3,90,4,0,0,0,0,0,0,0,0,0,5,572,8,6,0,0,3,0,0,3,16,621,0,0,0,0,0,0,0,0,0,8,9,1709,20,20,4,0,3,3,3,3,69,1829,501,3,0,0,0,0,0,0,0,26,534,345,3,0,0,0,0,0,0,0,9,356,100,0,5,3,0,0,0,0,0,3,118,6,0,0,0,0,0,0,0,0,3,13,450,3,3,3,0,0,0,0,0,16,477,0,0,0,0,0,0
SED10054,23,19,9,16,7,75,3591,446,73,83,21,18,22,14,21,17,36,757,35,0,0,3,0,0,0,0,0,3,45,3487,344,229,48,38,37,20,40,30,111,4399,3,0,0,0,0,0,0,0,0,0,8,4458,396,252,48,48,41,24,46,29,144,5477,710,11,14,0,0,0,0,0,0,27,764,1478,63,50,10,9,8,11,10,10,48,1696,382,67,62,12,14,12,8,14,16,27,606,27,0,0,0,0,0,0,0,0,5,27,1881,130,109,27,22,22,17,28,25,75,2333,4,0,0,0,0,0,0,0,0,4,14,2604,142,120,27,22,22,17,26,25,108,3107,327,0,4,0,0,0,0,0,0,14,355,417,19,8,0,3,0,0,0,4,15,467,333,41,27,8,3,4,4,7,3,25,444,7,0,0,0,0,0,0,0,0,0,7,756,58,41,9,9,4,4,7,8,35,920,8,0,0,0,0,0
SED10055,10,7,6,3,0,42,2373,310,32,33,7,5,9,12,3,13,25,452,20,3,0,0,0,0,0,0,0,0,20,2491,135,74,13,13,15,23,6,13,69,2852,3,0,0,0,0,0,0,0,0,3,5,3970,172,83,14,20,18,25,12,13,103,4433,966,13,4,0,0,0,4,0,0,16,1000,1251,10,16,0,3,3,5,0,0,32,1321,321,19,26,7,3,6,3,11,0,18,421,10,0,0,0,0,0,0,0,0,0,9,1579,28,40,13,5,14,11,13,4,55,1755,3,0,0,0,0,0,0,0,0,0,0,2549,41,42,13,5,14,11,13,4,68,2756,279,4,4,0,0,0,0,0,0,11,292,486,9,3,0,3,0,3,0,0,15,514,273,17,8,4,4,0,0,0,3,4,313,10,0,0,0,0,0,0,0,0,0,10,763,29,13,4,9,3,3,0,3,18,841,3,0,0,0,0,0
SED10056,7,6,4,4,4,15,350,41,7,14,3,5,3,5,4,8,15,118,0,0,0,0,0,0,0,0,0,0,0,295,49,31,6,21,7,9,10,16,36,469,3,0,0,0,0,0,0,0,0,0,8,819,72,54,12,24,7,9,12,16,66,1095,716,8,0,3,0,3,0,0,0,32,761,351,4,6,0,3,0,5,0,0,22,388,72,7,3,0,3,0,0,5,0,11,93,5,0,0,0,0,0,0,0,0,0,10,427,16,10,3,3,0,5,8,0,32,491,0,0,0,0,0,0,0,0,0,3,3,1140,22,8,5,3,3,3,10,0,60,1257,349,7,0,0,0,0,0,0,0,29,382,282,3,0,0,0,0,0,0,0,20,306,161,9,0,0,0,0,0,0,0,14,181,5,0,0,0,0,0,0,0,0,0,5,443,7,0,0,0,0,0,0,0,38,495,3,0,0,0,0,0
SED10057,0,0,4,0,0,3,172,12,3,0,3,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,137,20,12,7,3,0,6,3,0,3,197,3,0,0,0,0,0,0,0,0,0,5,1086,65,22,7,3,0,9,9,0,37,1241,1530,36,9,0,4,0,0,3,0,49,1632,195,0,9,3,0,0,0,0,0,5,213,10,0,3,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,5,212,0,7,3,0,0,0,0,0,5,237,10,0,0,0,0,0,0,0,0,0,10,1752,41,20,3,8,0,0,3,0,51,1879,763,13,9,3,0,0,0,0,0,25,814,129,4,0,0,0,0,0,0,0,4,139,11,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,4,140,5,3,0,0,0,0,0,0,4,155,4,0,0,0,0,0
SED10058,0,0,0,0,0,9,298,44,9,0,0,0,0,0,0,3,3,67,3,0,0,0,0,0,0,0,0,0,3,313,26,5,4,6,0,0,3,3,13,372,0,0,0,0,0,0,0,0,0,6,9,1135,53,30,6,7,3,4,6,4,47,1295,716,7,9,4,3,0,0,0,0,25,757,262,3,0,0,0,0,0,0,0,4,273,61,4,3,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,325,8,3,0,0,0,0,0,0,5,341,9,0,0,0,0,0,0,0,0,6,22,1049,14,14,4,3,0,0,0,4,34,1126,308,3,5,0,0,0,0,0,0,8,327,232,0,0,0,0,0,0,0,0,16,246,137,0,0,0,0,0,0,0,0,9,154,3,0,0,0,0,0,0,0,0,0,3,371,0,0,0,0,0,0,0,0,26,397,9,0,0,0,0,0
SED10059,4,0,8,3,0,24,821,282,32,38,11,6,9,11,4,9,15,421,5,0,0,0,0,0,0,0,0,0,10,1023,57,59,14,15,7,17,12,9,37,1251,0,0,0,0,0,0,0,0,0,3,4,2156,104,78,24,21,11,23,13,10,75,2517,715,5,13,0,0,0,0,0,0,17,755,688,4,5,0,0,5,0,0,0,17,726,383,28,26,15,3,0,3,6,0,25,496,11,3,0,0,0,0,0,0,0,3,19,1087,35,34,21,6,7,3,7,0,46,1240,0,0,0,0,0,0,0,0,0,0,0,1805,40,40,21,6,7,3,7,0,64,1993,255,7,0,0,0,0,0,0,0,11,268,379,9,0,0,0,0,0,0,0,5,392,624,36,26,5,3,0,0,4,0,32,731,14,0,0,0,0,0,0,0,0,0,14,1011,46,26,8,3,0,0,4,0,43,1139,3,0,0,0,0,0
SED10060,19,11,13,8,3,13,944,89,9,16,3,5,16,6,4,0,16,168,4,0,0,0,0,0,0,0,0,0,7,875,57,49,20,25,26,21,18,6,28,1117,0,0,0,0,0,0,0,0,0,0,3,2675,199,117,32,43,42,44,45,20,63,3268,1694,35,27,7,8,4,3,9,3,34,1830,595,16,13,4,5,4,4,3,0,14,657,88,17,23,5,7,6,4,8,3,7,161,0,0,0,0,0,0,0,0,0,0,0,683,33,29,12,12,10,13,11,3,20,825,0,0,0,0,0,0,0,0,0,0,0,2376,68,55,21,17,8,16,21,6,55,2651,670,23,8,4,3,0,3,0,3,20,737,271,4,3,0,3,0,0,3,0,10,286,85,12,8,0,3,3,0,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,357,16,12,0,3,3,0,4,0,13,416,6,0,0,0,0,0
