SED_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SED10070,125,2217,195,2534,169,2383,190,2739,448,4853,408,5714,659,5088,394,6143,648,4047,340,5032,601,3535,303,4437,392,2792,280,3468,186,1304,180,1666,28,393,70,493,3249,26605,2372,32224,147,2082,145,2375,205,2135,148,2488,695,4783,354,5837,993,4592,361,5946,1004,3722,300,5025,1080,3531,302,4916,563,2750,297,3617,161,1485,206,1850,22,756,169,942,4872,25841,2278,32990,269,4299,336,4914,367,4515,343,5224,1146,9638,757,11549,1651,9681,757,12087,1648,7763,646,10062,1681,7068,602,9351,962,5549,581,7088,343,2786,386,3515,47,1150,242,1437,8125,52449,4648,65220
SED10071,129,2846,185,3164,140,2446,251,2842,386,5388,689,6462,708,7002,685,8397,599,4772,423,5792,460,3172,245,3874,267,1755,173,2199,67,628,63,756,23,133,19,181,2781,28147,2734,33661,136,2628,161,2925,198,2268,105,2565,662,6080,323,7072,1149,6727,379,8255,966,4635,225,5829,703,3045,204,3950,358,1774,155,2281,73,689,91,858,8,252,35,297,4254,28100,1678,34036,266,5477,347,6091,339,4711,357,5407,1045,11474,1009,13531,1859,13730,1063,16657,1569,9406,650,11621,1168,6212,444,7821,622,3532,321,4479,138,1322,155,1617,30,390,56,475,7033,56252,4408,67699
SED10072,108,1853,193,2151,140,2785,262,3192,504,7656,747,8902,591,5157,515,6264,671,4114,367,5148,563,3208,311,4079,391,2558,293,3240,199,1477,250,1932,74,600,173,846,3250,29402,3102,35752,122,1756,159,2036,188,2788,268,3246,681,7307,735,8727,834,4894,414,6149,1097,3844,378,5311,908,3182,308,4401,538,2569,328,3432,272,1858,279,2415,49,938,270,1261,4694,29140,3144,36975,231,3603,351,4189,333,5574,537,6438,1182,14965,1484,17625,1429,10052,921,12405,1766,7961,741,10464,1476,6383,620,8480,929,5126,620,6679,478,3339,528,4346,126,1540,445,2111,7942,58542,6245,72732
SED10073,100,2245,149,2494,187,3682,221,4089,473,8064,525,9053,576,5903,343,6816,712,4248,263,5226,687,3586,241,4507,367,2513,191,3064,203,1410,136,1752,61,641,93,790,3355,32284,2163,37797,123,2065,134,2325,186,3909,241,4333,638,8252,538,9428,835,5675,303,6816,1026,4369,252,5643,1075,3759,264,5101,582,2593,215,3388,235,1786,221,2246,74,1103,214,1388,4782,33507,2384,40676,218,4309,287,4816,374,7584,464,8425,1112,16311,1057,18481,1416,11579,649,13637,1740,8610,516,10871,1757,7345,506,9606,944,5103,404,6454,442,3200,359,3996,133,1743,303,2181,8139,65789,4547,78469
SED10074,126,2036,166,2328,147,2131,149,2436,403,5811,478,6692,633,5788,451,6871,618,4028,293,4942,623,3221,242,4089,395,2608,215,3224,183,1364,193,1742,42,469,94,610,3174,27474,2295,32936,106,1855,155,2116,146,1937,136,2212,673,6049,488,7209,921,5132,349,6407,959,3841,249,5054,939,3330,281,4553,556,2869,275,3699,198,1649,253,2100,42,845,142,1022,4536,27516,2332,34378,235,3895,321,4450,290,4068,289,4651,1073,11859,962,13899,1554,10922,806,13281,1573,7873,548,9996,1562,6553,527,8644,954,5479,492,6924,376,3017,446,3840,79,1312,239,1637,7705,54982,4629,67319
SED10075,133,2432,234,2804,126,2175,134,2439,320,3956,272,4550,522,4158,313,4999,700,4158,327,5190,822,3618,293,4728,565,3079,368,4010,271,1536,338,2138,55,442,137,628,3512,25560,2416,31492,136,2272,192,2604,214,2093,130,2436,609,4005,231,4850,937,4090,276,5303,1274,4006,311,5595,1266,3660,335,5260,678,3126,422,4228,267,1897,384,2547,38,751,163,952,5425,25906,2441,33771,270,4705,432,5411,340,4271,266,4874,928,7963,501,9398,1461,8251,591,10300,1980,8167,643,10787,2091,7277,627,9994,1242,6204,788,8241,538,3436,717,4683,92,1186,297,1582,8939,51465,4862,65263
SED10076,89,1495,240,1826,105,1269,166,1543,262,2444,281,2988,415,2663,295,3370,555,3162,361,4075,791,3934,450,5180,623,4213,573,5413,313,2116,478,2904,76,648,232,952,3229,21946,3072,28249,108,1461,235,1797,119,1172,135,1433,442,2504,244,3190,640,2636,257,3537,945,3139,355,4436,1256,3881,439,5578,793,4163,571,5529,318,2185,579,3081,42,910,385,1341,4666,22052,3205,29929,193,2954,472,3628,229,2441,300,2976,702,4949,521,6175,1050,5303,548,6907,1505,6303,710,8519,2052,7822,892,10766,1417,8374,1146,10940,631,4302,1056,5985,117,1559,619,2298,7893,44005,6282,58179
SED10077,137,2287,208,2631,228,4353,527,5102,507,9579,943,11026,555,5081,463,6099,674,4198,363,5229,640,3400,301,4341,351,2179,204,2731,183,1405,149,1740,73,596,95,761,3342,33073,3241,39664,146,2487,180,2809,232,4120,346,4701,640,8714,819,10183,831,4822,441,6095,1121,4356,372,5850,1032,3422,276,4731,543,2286,232,3064,249,1750,194,2198,63,1025,135,1222,4864,32979,2998,40840,280,4768,386,5438,456,8473,874,9807,1154,18289,1762,21205,1391,9904,901,12190,1790,8548,738,11076,1670,6826,579,9067,897,4463,431,5796,437,3156,346,3929,129,1626,228,1985,8203,66053,6244,80499
SED10078,90,1610,141,1842,150,2602,248,2999,413,7035,735,8193,561,5210,503,6271,699,4178,419,5292,535,3124,314,3974,293,2078,249,2626,184,1322,192,1694,65,525,79,665,2994,27688,2877,33560,78,1374,126,1577,167,2721,267,3151,545,7242,711,8498,787,5237,490,6517,1196,4021,368,5581,930,3052,299,4277,503,2128,210,2835,230,1623,191,2040,28,1045,143,1215,4448,28438,2801,35688,162,2982,272,3417,311,5321,512,6147,961,14280,1450,16685,1346,10451,993,12788,1896,8193,783,10877,1461,6180,616,8251,795,4210,453,5464,416,2940,379,3738,88,1574,220,1880,7436,56123,5679,69245
SED10079,106,2003,170,2285,118,1833,127,2075,264,2871,173,3310,356,3212,226,3795,622,3755,243,4624,740,3752,290,4785,568,3449,366,4384,292,1913,358,2563,74,518,181,767,3139,23302,2134,28582,102,1882,159,2138,148,1599,96,1844,441,2818,164,3419,665,3147,192,4007,1077,3632,267,4981,1216,3601,310,5127,811,3584,434,4831,288,2107,429,2828,52,811,301,1162,4796,23181,2349,30328,208,3884,328,4420,262,3431,221,3920,706,5684,331,6727,1021,6357,420,7796,1698,7395,510,9605,1955,7356,598,9908,1385,7029,800,9213,576,4022,785,5385,124,1322,481,1930,7937,46487,4484,58910
SED10080,47,953,273,1272,123,4128,1230,5475,438,13766,2977,17177,448,7548,1552,9554,479,4604,1083,6165,492,3242,708,4444,288,2220,492,2996,83,958,227,1265,29,324,98,459,2433,37737,8643,48808,40,1106,240,1394,141,4478,906,5528,527,13054,2276,15858,490,5942,973,7407,603,3335,638,4576,648,2680,530,3856,369,2072,395,2829,117,949,252,1316,23,579,158,758,2962,34188,6363,43522,86,2062,514,2664,264,8601,2140,11004,957,26817,5256,33033,945,13491,2527,16960,1081,7934,1719,10737,1148,5915,1238,8304,657,4288,882,5827,202,1906,478,2583,51,904,259,1212,5395,71923,15007,92326
SED10081,97,1967,355,2414,116,1730,199,2050,320,3729,466,4513,421,3412,450,4287,565,3732,460,4756,679,3729,515,4920,400,3042,557,4005,217,1559,380,2163,45,472,137,657,2862,23384,3521,29767,116,1867,301,2284,153,1668,207,2035,557,3739,383,4678,731,3448,367,4547,966,3675,437,5079,1068,3546,514,5128,620,2969,531,4126,269,1818,513,2601,48,921,279,1244,4524,23655,3539,31725,215,3829,658,4698,271,3404,405,4083,876,7473,852,9192,1155,6858,817,8835,1525,7412,895,9829,1745,7271,1036,10051,1025,6015,1092,8132,484,3384,897,4766,91,1390,419,1901,7385,47036,7060,61489
SED10082,90,2059,155,2309,94,1709,96,1896,205,2964,184,3350,359,3569,221,4146,567,3954,250,4776,725,3663,255,4648,485,3267,265,4016,251,1684,261,2194,96,676,156,927,2885,23538,1845,28267,111,2037,148,2299,107,1525,79,1712,328,2983,182,3495,623,3742,221,4581,1021,3986,243,5253,1232,3737,250,5219,736,3388,323,4444,297,2078,392,2773,77,1078,303,1462,4531,24561,2140,31231,206,4102,300,4606,202,3237,171,3608,530,5942,371,6845,977,7312,446,8730,1593,7936,495,10027,1962,7398,504,9862,1220,6653,585,8464,546,3764,660,4969,174,1756,460,2383,7413,48101,3989,59499
SED10083,109,1984,198,2289,100,1825,159,2085,273,3544,278,4091,419,3613,271,4301,569,3717,305,4595,656,3395,310,4354,416,2863,303,3585,182,1435,304,1914,85,592,208,883,2801,22961,2331,28099,80,1902,178,2161,118,1798,141,2053,479,3508,227,4220,762,3542,267,4568,1017,3715,325,5055,1119,3588,334,5047,597,3060,396,4053,242,1842,435,2514,62,1127,421,1609,4470,24088,2722,31282,192,3883,377,4456,211,3622,302,4134,755,7053,500,8311,1183,7155,536,8876,1585,7432,629,9644,1776,6986,640,9398,1013,5921,703,7640,420,3280,734,4434,149,1721,631,2489,7276,47049,5059,59384
SED10084,89,1769,227,2082,77,1513,150,1743,223,2804,302,3324,367,3380,338,4089,534,3674,380,4587,713,3969,427,5117,548,3886,557,4988,296,2244,482,3021,89,891,272,1256,2940,24136,3137,30210,91,1733,195,2017,98,1378,122,1600,368,2977,269,3616,672,3512,327,4512,985,3785,379,5149,1299,4142,458,5901,784,3880,582,5250,340,2579,626,3547,62,1314,441,1816,4697,25302,3402,33401,178,3505,423,4104,178,2886,272,3342,594,5781,568,6945,1039,6891,668,8596,1517,7461,764,9735,2014,8113,890,11016,1334,7769,1141,10238,633,4823,1107,6567,148,2203,720,3070,7638,49431,6542,63611
SED10085,106,2047,309,2456,102,1819,213,2128,293,3611,477,4377,444,3636,485,4569,627,4226,522,5379,649,3945,501,5090,373,2986,435,3794,150,1368,308,1827,36,384,121,538,2779,24020,3368,30172,85,1903,313,2303,154,1594,160,1906,481,3540,360,4386,687,3595,397,4677,992,3885,432,5313,1070,3315,443,4826,466,2673,441,3580,183,1485,377,2042,37,688,189,917,4165,22677,3113,29949,192,3948,620,4761,262,3414,369,4034,773,7156,840,8767,1131,7235,886,9245,1622,8116,961,10693,1720,7261,942,9917,842,5655,882,7381,330,2849,685,3872,71,1071,303,1452,6945,46700,6482,60124
SED10086,59,1587,164,1815,86,1740,222,2048,231,6281,959,7463,415,5150,644,6210,528,3800,472,4804,570,2745,371,3687,371,2421,353,3145,155,1202,237,1595,81,534,117,738,2497,25460,3550,31506,72,1543,153,1768,77,2028,255,2357,371,7396,1065,8835,583,5243,620,6445,916,3650,464,5033,937,2779,401,4117,603,2558,418,3581,235,1498,322,2060,59,946,234,1237,3861,27644,3934,35438,134,3132,321,3581,171,3766,475,4410,600,13678,2025,16299,1002,10392,1265,12654,1448,7448,940,9837,1506,5522,778,7810,977,4982,768,6725,390,2700,565,3651,138,1479,348,1968,6357,53100,7484,66945
SED10087,103,2276,318,2691,125,2359,228,2718,310,4170,377,4854,421,3713,332,4465,540,3709,406,4655,600,3514,412,4524,379,2596,385,3364,182,1296,290,1766,50,476,131,654,2711,24102,2882,29690,153,2056,249,2459,202,2476,193,2864,538,4227,326,5096,739,3585,287,4615,866,3567,358,4788,1026,3365,390,4783,553,2549,381,3483,242,1580,371,2195,35,881,241,1159,4357,24286,2800,31444,251,4331,565,5149,333,4829,420,5583,845,8400,700,9947,1163,7304,623,9083,1404,7274,761,9443,1631,6875,800,9306,932,5145,767,6843,420,2879,664,3957,83,1355,369,1818,7061,48391,5677,61134
SED10088,69,2317,174,2563,95,1938,115,2142,216,4013,275,4502,453,5051,303,5807,642,4815,319,5775,565,3380,243,4188,368,2339,196,2906,192,1479,196,1871,79,537,123,738,2688,25873,1929,30490,95,2110,153,2356,104,1818,129,2055,338,4181,266,4781,714,5179,290,6181,1005,4743,300,6051,927,3138,220,4278,597,2562,263,3428,250,1803,287,2342,69,972,290,1335,4100,26508,2205,32812,169,4431,323,4920,204,3752,244,4196,561,8190,539,9292,1164,10231,593,11992,1648,9554,618,11821,1485,6518,466,8467,964,4906,462,6335,445,3280,484,4212,148,1517,409,2072,6788,52383,4136,63300
SED10089,99,2400,168,2676,192,3490,168,3854,380,5069,276,5726,520,4128,276,4924,637,3754,261,4646,738,3317,265,4319,444,2634,256,3336,205,1253,271,1730,70,474,206,748,3304,26524,2145,31967,160,2326,142,2623,227,3282,182,3697,579,4826,246,5653,852,4048,234,5139,1104,3641,211,4963,1188,3214,241,4644,597,2700,290,3588,205,1761,434,2395,39,943,490,1478,4959,26747,2478,34182,263,4728,308,5291,421,6776,353,7546,960,9900,523,11381,1372,8180,506,10061,1742,7395,472,9609,1928,6535,507,8967,1042,5332,545,6929,407,3014,706,4127,114,1421,700,2234,8260,53268,4622,66150
SED10090,79,1953,114,2136,89,2032,141,2265,283,5498,423,6200,478,5924,394,6795,618,4575,308,5495,603,3204,251,4055,379,2409,224,3016,133,1211,103,1451,57,540,80,673,2714,27348,2030,32095,89,1864,117,2070,114,2306,171,2586,422,6193,479,7094,759,6396,402,7552,990,4703,320,6015,960,3494,257,4715,627,2636,227,3488,232,1489,193,1912,60,994,177,1236,4260,30069,2339,36659,164,3810,228,4204,201,4341,310,4852,703,11685,904,13295,1241,12318,792,14349,1605,9282,626,11509,1569,6698,502,8773,1008,5044,450,6504,363,2700,297,3363,119,1532,252,1910,6972,57420,4370,68762
SED10091,80,2167,248,2500,93,1750,125,1967,252,3289,294,3834,420,3652,317,4389,577,4001,353,4928,613,3603,347,4561,468,3068,374,3913,210,1534,291,2040,53,424,123,603,2769,23486,2472,28730,125,2159,258,2540,125,1698,129,1951,482,3231,242,3960,777,3697,274,4756,1061,3852,345,5260,1123,3480,364,4968,665,3081,375,4124,222,1672,357,2250,36,709,246,998,4626,23580,2597,30806,209,4326,499,5035,222,3446,254,3924,730,6520,537,7792,1202,7347,595,9144,1641,7851,698,10188,1736,7083,706,9531,1135,6149,749,8035,439,3206,649,4289,90,1136,371,1600,7403,47059,5072,59534
SED10092,117,2228,218,2563,204,3630,310,4145,435,5508,520,6465,577,3907,393,4881,831,3925,419,5174,732,3629,430,4790,516,2729,430,3675,239,1693,378,2316,78,596,149,822,3725,27852,3248,34825,138,2166,230,2534,269,3275,282,3826,638,4921,433,5988,823,3627,302,4754,1136,3567,343,5046,1223,3314,389,4931,640,2758,458,3858,304,2154,470,2928,60,1087,294,1437,5237,26869,3201,35306,253,4394,450,5095,470,6910,590,7967,1069,10428,953,12454,1399,7538,697,9632,1970,7492,763,10217,1960,6943,819,9723,1155,5489,883,7535,544,3846,854,5245,136,1686,444,2265,8964,54724,6448,70133
SED10093,118,2184,242,2544,119,2002,168,2294,325,3511,315,4148,476,3725,303,4499,662,3852,387,4895,621,3390,392,4396,437,2781,455,3672,220,1578,393,2190,77,532,229,837,3047,23556,2875,29486,136,2128,232,2494,175,1994,167,2342,593,3626,258,4478,939,3700,290,4927,1080,3650,355,5085,1056,3316,408,4778,631,3005,478,4114,244,1849,566,2656,45,910,416,1371,4889,24181,3170,32244,252,4318,468,5041,299,4000,343,4633,920,7132,569,8624,1415,7427,590,9432,1739,7504,737,9983,1674,6703,797,9178,1065,5790,932,7786,464,3421,964,4849,122,1439,640,2202,7944,47735,6050,61729
SED19494,8,198,78,285,31,544,171,746,74,1032,507,1615,76,690,505,1269,98,588,466,1148,85,582,323,986,57,477,186,719,8,103,47,162,0,18,17,32,433,4229,2297,6958,17,164,54,232,31,450,135,615,72,734,292,1091,64,375,192,629,100,365,180,646,114,466,149,732,58,316,100,477,6,72,40,120,3,31,15,48,457,2981,1146,4590,26,358,130,517,58,1002,303,1358,138,1765,799,2703,134,1069,695,1900,193,956,647,1798,203,1046,468,1722,121,797,282,1196,14,176,89,282,3,47,25,78,888,7214,3448,11545
SED19797,0,5,0,3,0,3,0,9,0,8,0,11,0,8,4,18,3,18,0,25,5,14,4,22,0,38,5,48,0,9,9,16,0,3,0,3,12,105,33,157,0,7,0,7,3,0,0,4,3,13,5,24,0,12,3,14,0,19,9,31,11,33,9,53,6,43,14,60,0,11,12,24,0,3,0,7,28,137,54,220,0,12,0,12,0,4,0,9,3,23,7,32,3,21,8,34,6,39,7,50,13,45,18,74,10,73,22,108,0,25,20,42,0,9,0,10,40,247,91,374
