SED_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
SED10026,0,0,0,0,3,365,3,3,0,0,0,0,3,0,21,397,95,0,0,0,0,0,0,0,0,4,95,28,0,0,0,0,0,0,0,0,3,32,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,10,145,2104,187,214,57,65,32,42,32,14,122,2883,449,178,687,110,136,132,100,110,75,72,2057,54,10,33,3,13,14,10,40,23,18,233,3,0,3,0,3,0,0,0,0,0,8,509,191,714,117,160,150,113,154,105,94,2302,11,0,0,0,0,0,0,3,0,102,116,2620,375,937,173,224,186,156,190,119,314,5291
SED10027,0,0,0,3,7,1429,47,26,3,7,0,3,5,3,85,1613,180,0,0,0,0,0,0,0,0,24,200,194,0,0,0,0,0,0,0,0,25,223,180,3,3,0,0,0,0,0,0,27,220,3,0,0,0,0,0,0,0,0,3,8,382,3,3,0,0,0,0,0,0,57,446,0,0,0,0,0,0,0,0,0,0,4,559,7,3,0,0,0,0,0,0,80,654,3421,472,400,99,64,88,71,53,50,175,4890,9120,1898,1930,288,303,352,298,276,152,380,14993,2788,400,542,84,118,160,161,154,94,236,4740,59,12,12,0,3,3,9,0,0,7,104,11962,2311,2481,380,419,517,469,430,247,624,19841,14,0,3,0,0,3,0,0,0,17,37,15396,2783,2882,472,488,604,536,482,297,820,24765
SED10028,0,0,0,34,36,1232,90,108,24,11,8,6,13,12,110,1609,277,4,0,0,0,0,0,0,0,16,302,129,7,4,0,4,0,0,0,0,14,157,118,7,4,0,0,0,0,0,0,10,152,0,0,0,0,0,0,0,0,0,0,3,251,14,6,0,4,4,0,3,0,23,313,5,0,0,0,0,0,0,0,0,93,96,535,21,10,0,4,4,0,4,0,135,711,5279,1146,1008,174,165,180,131,168,101,210,8567,10499,4070,3752,686,762,784,830,946,470,411,23207,1652,542,777,186,210,229,295,367,249,337,4850,64,14,15,0,0,0,3,3,4,18,131,12208,4629,4548,872,976,1014,1126,1320,723,766,28186,18,0,0,0,0,0,0,0,3,145,173,17516,5779,5553,1047,1148,1194,1259,1486,833,1124,36930
SED10029,0,0,0,0,0,2340,109,97,10,26,19,30,17,12,136,2795,96,0,0,0,0,0,0,0,0,35,128,251,5,3,0,0,0,0,0,0,22,281,534,28,24,3,0,7,3,4,3,72,673,4,0,0,0,0,0,0,0,0,8,11,793,38,22,3,0,7,3,4,3,100,973,0,0,0,0,0,0,0,0,0,6,12,892,38,22,3,0,7,3,4,3,139,1113,2513,334,326,52,96,55,69,76,60,183,3759,14672,3178,3648,744,732,1187,891,737,273,700,26770,8197,1541,1995,483,576,1072,862,790,885,726,17128,192,35,31,5,0,7,11,17,9,36,345,23064,4752,5678,1234,1315,2272,1769,1536,1170,1463,44246,22,3,3,0,0,0,0,0,5,35,67,25592,5088,6007,1287,1408,2328,1842,1608,1231,1679,48074
SED10030,0,0,0,0,3,1073,37,15,3,7,0,0,8,0,53,1201,323,9,3,0,0,0,0,0,0,22,364,90,3,0,0,0,0,0,0,0,4,100,22,9,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,110,11,0,0,4,3,0,0,0,6,138,0,0,0,0,0,0,0,0,0,7,7,437,18,7,0,4,3,0,3,0,38,506,6035,792,709,115,127,107,80,77,50,289,8377,1804,514,788,160,163,179,132,124,61,100,4039,206,63,108,20,27,20,38,44,36,39,605,14,0,3,3,0,0,0,3,0,4,29,2024,580,902,184,187,203,176,168,100,147,4677,11,0,0,0,0,0,0,0,0,41,58,8075,1372,1611,305,316,309,257,248,156,476,13112
SED10031,0,0,0,0,4,715,3,13,3,0,0,0,0,0,50,782,140,0,0,0,0,0,0,0,0,25,168,54,0,0,0,0,0,0,0,0,7,62,16,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,13,79,0,0,0,0,0,0,0,0,0,4,4,212,0,0,0,0,0,0,0,0,39,259,4555,323,378,91,69,48,45,58,23,247,5841,871,174,355,64,53,55,112,121,78,70,1936,86,24,25,7,7,8,17,44,74,41,332,14,3,0,0,8,0,0,3,0,5,32,959,196,385,69,61,58,133,163,147,124,2300,17,0,0,0,0,0,0,0,0,130,152,5537,518,766,154,131,111,183,223,168,494,8293
SED10032,0,0,0,3,3,1741,69,42,11,9,15,3,6,5,83,1995,130,3,0,0,0,0,0,0,0,14,152,194,0,3,0,0,0,0,0,0,20,222,257,11,9,0,0,0,0,0,0,13,292,10,0,0,0,0,0,0,0,0,0,11,461,12,13,0,0,0,0,0,0,42,527,0,0,0,0,0,0,0,0,0,4,4,598,8,11,0,0,0,0,0,0,57,679,3111,571,601,120,182,165,164,128,93,227,5354,11479,4504,6433,1027,1424,1773,1683,1463,931,718,31438,3526,941,1260,294,508,823,412,450,364,410,8984,119,38,57,22,19,19,17,10,11,30,332,15122,5484,7743,1336,1950,2625,2105,1916,1304,1157,40752,24,0,5,3,0,0,3,0,3,52,91,18258,6052,8353,1461,2138,2787,2275,2048,1408,1431,46199
SED10033,0,0,0,8,14,855,14,5,3,0,0,0,0,0,35,922,173,5,0,0,0,0,0,0,0,7,189,66,0,0,0,0,0,0,0,0,0,67,31,0,0,0,0,0,0,3,0,3,35,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,3,0,5,103,0,0,0,0,0,0,0,0,0,3,6,268,5,0,0,0,0,0,3,0,20,295,5095,495,380,52,96,39,58,51,35,198,6490,1786,234,260,47,51,48,48,55,17,60,2607,249,35,45,13,3,6,7,21,7,27,421,9,0,0,3,0,0,0,0,0,3,17,2047,275,308,57,52,57,59,74,26,88,3048,12,0,0,0,0,0,0,0,0,18,32,7159,764,689,111,148,99,116,121,63,304,9571
SED10034,0,0,0,0,0,742,14,13,3,0,0,5,0,0,54,837,188,3,0,0,0,0,0,0,0,26,223,75,3,0,0,0,0,0,0,0,13,93,34,0,3,0,0,0,3,0,0,6,47,0,0,0,0,0,0,0,0,0,0,0,106,3,3,0,0,0,4,0,0,22,138,0,0,0,0,0,0,0,0,0,4,7,297,3,4,0,0,0,3,0,0,53,358,5132,825,680,112,104,125,88,59,31,217,7365,2170,649,668,115,111,130,106,94,50,100,4180,243,39,82,14,36,21,16,28,12,55,553,18,4,0,0,0,0,0,0,0,3,32,2436,696,747,133,142,154,117,122,61,159,4762,8,0,3,0,0,0,0,0,0,10,20,7572,1522,1431,248,243,276,201,177,90,387,12148
SED10035,0,0,0,0,4,1767,53,31,5,6,3,0,0,3,48,1911,82,0,0,0,0,0,0,0,0,0,86,178,3,0,0,0,0,0,0,0,4,190,291,11,0,0,0,0,0,0,0,9,317,4,0,0,0,0,0,0,0,0,3,6,480,9,3,0,0,0,0,0,0,15,510,3,0,0,0,0,0,0,0,0,0,3,563,9,3,0,0,0,0,0,0,16,595,5633,1523,2003,612,732,675,749,744,504,340,13517,8435,3158,4804,1238,1738,2150,3009,3901,2660,1040,32144,2332,338,389,107,184,297,490,809,620,525,6091,67,15,17,3,4,4,12,18,10,22,182,10838,3517,5210,1347,1927,2451,3505,4729,3298,1586,38417,15,0,7,5,0,3,0,0,8,26,61,16490,5037,7223,1964,2661,3128,4259,5475,3812,1947,51993
SED10036,0,0,0,0,6,1327,64,43,6,5,3,6,3,3,48,1519,101,0,0,0,0,0,0,0,0,12,120,179,7,7,0,0,0,0,0,0,11,201,191,7,12,3,0,0,4,3,0,18,239,4,0,0,0,0,0,0,0,0,0,8,379,19,14,3,0,0,4,3,0,33,448,3,0,0,0,0,0,0,0,0,3,3,483,19,17,3,3,0,4,3,0,42,573,4074,648,538,78,89,87,72,75,29,172,5854,11456,3169,2912,387,398,403,398,290,182,397,19997,2183,455,549,128,140,193,212,199,162,177,4394,113,24,27,6,3,4,0,4,4,22,213,13752,3648,3484,517,541,603,616,494,342,602,24604,24,3,6,6,0,0,0,0,3,23,66,17853,4299,4021,601,632,698,686,564,373,790,30523
SED10037,0,0,0,0,4,1237,57,45,21,6,4,12,14,4,40,1444,218,8,0,3,0,0,0,0,0,16,246,125,0,0,0,0,0,0,0,0,4,131,88,14,3,0,0,0,0,0,0,28,127,3,0,0,0,0,0,0,0,0,0,3,208,12,5,0,0,0,0,0,0,31,261,3,0,0,0,0,0,0,0,0,0,6,434,18,8,3,0,0,0,0,0,46,510,6759,1262,1075,176,155,134,166,132,83,209,10154,5471,2298,2683,455,539,519,451,444,290,197,13351,909,291,368,105,110,122,134,179,114,182,2528,33,12,22,3,0,3,7,3,0,0,87,6419,2600,3068,560,652,640,595,630,410,380,15962,17,0,3,0,0,0,0,3,0,5,31,13195,3867,4150,733,805,770,765,771,496,589,26143
SED10038,0,0,0,0,5,1514,15,8,0,0,3,3,0,0,67,1613,301,0,3,0,0,0,0,0,0,17,320,221,0,0,0,0,0,0,0,0,14,239,105,0,0,0,0,0,0,0,0,14,121,3,0,0,0,0,0,0,0,0,0,3,334,3,0,0,0,4,0,0,0,28,371,3,0,0,0,0,0,0,0,0,3,3,635,3,3,0,0,3,0,0,0,51,698,5792,575,562,134,140,113,126,95,57,242,7852,3081,494,628,139,182,269,329,335,262,186,5901,573,67,68,22,24,54,74,91,91,68,1134,28,0,4,3,0,0,0,0,0,4,44,3680,556,698,157,213,331,404,421,361,256,7076,18,0,0,0,0,0,0,0,0,15,35,9494,1134,1258,296,350,445,527,518,415,512,14955
SED10039,0,0,0,9,17,1124,18,11,3,0,0,0,0,0,57,1217,282,3,0,0,0,0,0,0,0,50,345,72,0,0,0,0,0,0,0,0,24,103,17,0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,43,135,3,0,0,0,0,0,0,0,0,0,3,379,8,0,0,0,0,0,0,0,96,485,5753,469,442,81,81,74,48,52,15,282,7301,1090,170,209,26,45,42,60,42,21,93,1803,89,11,19,5,7,4,10,11,18,43,228,4,0,7,0,0,0,0,0,0,4,19,1187,183,236,34,55,47,68,59,33,144,2051,23,0,0,0,0,0,0,0,0,155,185,6966,659,674,115,137,120,121,116,50,584,9532
SED10040,0,0,0,6,9,2419,151,119,17,25,11,8,19,10,166,2948,125,0,0,0,0,0,0,0,0,18,147,251,4,0,0,0,0,0,0,0,36,289,440,16,22,3,0,0,4,0,0,76,567,10,0,0,0,0,0,0,0,0,3,12,698,19,31,3,0,0,4,0,0,117,867,0,0,0,0,0,0,0,0,0,0,4,825,17,30,3,0,0,4,0,0,140,1018,3350,588,569,129,121,144,112,130,86,191,5425,12926,4370,6393,1039,1296,1681,2077,1958,1293,805,33833,5013,1133,1455,325,393,468,561,601,469,696,11111,88,22,39,12,3,3,5,11,15,37,229,18024,5530,7883,1374,1695,2157,2644,2564,1770,1533,45169,9,3,5,0,3,0,0,0,0,24,57,21384,6114,8464,1509,1817,2302,2753,2700,1858,1745,50650
SED10041,0,0,0,3,5,1418,64,60,6,3,5,9,11,3,70,1653,389,14,12,0,0,0,0,0,0,39,456,163,6,0,0,0,0,0,0,0,13,181,73,6,8,0,0,3,0,3,0,19,111,3,0,0,0,0,0,0,0,0,0,3,241,9,6,0,0,3,0,3,0,32,296,3,0,0,0,0,0,0,0,0,5,13,634,27,20,3,0,3,0,3,0,80,767,7355,1782,1504,309,281,293,248,295,116,331,12517,6420,2702,3336,571,631,672,701,679,360,332,16400,886,268,449,103,143,170,139,226,173,260,2817,44,8,14,3,0,0,4,5,0,3,88,7354,2978,3792,674,777,845,839,914,532,591,19300,11,3,0,0,0,0,0,0,0,11,30,14721,4758,5303,988,1051,1142,1095,1210,650,939,31848
SED10042,0,0,0,7,16,857,18,6,0,0,3,3,4,0,57,945,228,3,0,0,0,0,0,0,0,42,274,57,0,0,0,0,0,0,0,0,8,61,16,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,0,3,5,69,0,0,0,0,0,0,0,0,19,89,6,0,0,0,0,0,0,0,0,11,17,311,3,0,0,0,0,0,0,0,67,385,4379,377,358,76,75,54,43,21,21,218,5634,942,181,261,63,78,50,54,42,12,56,1738,77,21,20,5,4,21,14,16,17,22,215,10,0,3,0,0,0,0,0,0,10,26,1025,199,282,70,84,70,69,62,34,80,1978,16,0,0,0,0,0,0,0,0,31,44,5422,581,643,151,159,131,113,80,52,331,7659
SED10043,0,0,0,3,8,2292,76,60,0,3,7,11,0,3,127,2585,90,0,0,0,0,0,0,0,0,7,98,224,7,0,0,0,0,0,0,0,23,255,474,20,13,3,0,0,0,0,0,51,555,8,0,0,0,0,0,0,0,0,0,11,705,22,13,3,0,0,0,0,0,69,816,0,0,0,0,0,0,0,0,0,0,4,796,22,13,3,0,0,0,0,0,83,923,2446,410,406,66,97,91,108,108,75,191,3990,13662,4094,5103,827,1006,1371,1319,1188,596,880,30049,6127,963,1103,261,408,682,394,468,326,509,11243,146,30,40,6,6,17,10,13,12,19,311,19930,5084,6251,1092,1422,2076,1718,1669,937,1415,41599,20,6,3,5,0,0,5,7,7,38,105,22397,5502,6662,1166,1523,2165,1835,1786,1022,1647,45695
SED10044,0,0,0,0,3,1519,53,28,9,7,4,3,6,3,70,1701,284,3,4,0,0,0,0,0,0,50,342,218,4,0,0,0,0,0,0,0,65,285,147,13,4,0,0,0,3,0,0,58,231,3,0,0,0,0,0,0,0,0,3,8,367,17,4,0,0,0,3,3,0,128,523,4,0,0,0,0,0,0,0,0,0,3,651,21,6,0,0,0,3,3,0,180,867,6835,1256,1151,298,282,226,269,262,140,338,11067,6537,1835,2551,468,536,620,635,679,370,378,14608,1137,217,237,69,83,92,118,183,148,209,2496,54,0,19,4,7,0,11,0,0,16,111,7720,2057,2809,546,620,718,762,865,519,598,17211,13,0,4,0,0,0,0,0,4,9,27,14566,3317,3969,842,905,944,1032,1128,662,944,28306
SED10045,0,0,0,3,6,542,11,3,0,0,0,3,0,0,29,588,156,0,0,3,0,0,0,0,0,9,170,38,0,0,0,0,0,0,0,0,8,44,19,3,0,0,0,0,0,0,0,3,30,3,0,0,0,0,0,0,0,0,4,5,64,5,0,0,0,0,0,0,0,11,80,0,0,0,0,0,0,0,0,0,11,10,219,9,0,3,0,0,0,0,0,36,266,4162,372,308,62,56,56,30,40,18,211,5325,754,203,273,72,64,63,44,69,28,47,1622,61,19,23,8,3,5,12,15,25,17,186,14,4,0,3,0,0,0,0,0,9,26,832,229,298,85,65,72,54,81,48,75,1835,7,0,0,0,0,0,0,0,0,25,35,5004,597,603,147,120,135,89,126,62,313,7198
SED10046,0,0,0,0,3,1372,94,62,16,5,15,11,12,3,51,1648,66,0,0,0,0,0,0,0,0,3,69,136,6,5,0,0,0,0,0,0,0,151,216,20,9,10,3,7,3,3,0,7,281,3,0,0,0,0,0,0,0,0,0,3,357,25,19,10,4,7,7,3,0,12,438,3,0,0,0,0,0,0,0,0,0,3,428,25,21,10,4,7,7,3,0,11,506,3294,485,442,98,117,105,98,83,44,196,4953,14380,3937,4142,703,672,1011,712,658,316,557,27077,4496,1123,1076,311,306,581,373,386,353,289,9298,152,29,28,3,4,10,4,9,8,28,277,19027,5088,5254,1018,982,1596,1093,1056,679,868,36651,22,9,7,0,0,0,3,0,0,20,58,22343,5582,5704,1119,1093,1697,1188,1133,725,1084,41666
SED10047,0,0,0,0,12,1227,30,15,0,6,7,3,3,0,41,1327,141,0,0,0,0,0,0,0,0,8,151,93,0,3,0,0,0,0,0,0,7,106,79,0,0,0,0,0,0,0,0,6,90,0,0,0,0,0,0,0,0,0,0,0,181,0,4,0,0,0,0,0,0,19,204,4,0,0,0,0,0,0,0,0,0,4,320,0,7,0,0,0,0,0,0,31,358,5618,713,685,142,163,154,100,113,76,316,8082,5400,1927,2776,475,452,538,377,320,153,320,12736,805,176,211,46,62,86,88,69,69,111,1730,72,21,31,8,3,7,3,6,0,15,167,6279,2121,3019,528,519,631,464,406,221,444,14635,26,3,7,0,0,0,0,0,0,267,308,11916,2839,3712,673,679,787,566,515,300,1027,23020
SED10048,0,0,0,0,8,1023,41,42,5,3,0,6,3,3,24,1151,119,0,0,0,0,0,0,0,0,7,124,96,0,4,0,0,0,0,0,0,4,98,97,10,0,5,0,0,0,3,0,3,122,9,0,0,0,0,0,0,0,0,0,9,197,11,3,5,0,0,0,3,0,4,228,0,0,0,0,0,0,0,0,0,0,3,315,11,3,5,4,0,0,3,0,17,355,5391,745,597,136,135,152,115,122,47,254,7686,9321,3760,4547,661,605,572,533,552,294,410,21254,1364,313,391,86,73,118,103,129,100,132,2815,106,31,36,7,8,5,11,4,0,12,223,10795,4103,4980,752,680,697,647,685,401,561,24297,21,6,3,0,4,3,0,0,3,24,64,16203,4855,5576,890,817,853,760,801,446,832,32038
SED10049,0,0,0,3,5,370,4,0,0,3,3,0,0,0,13,398,84,0,0,0,0,0,0,0,0,4,94,37,0,0,0,0,0,0,0,0,6,42,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,8,62,3,0,0,0,0,0,0,0,0,3,3,137,0,0,0,0,0,0,0,0,18,160,2817,334,374,102,61,73,54,49,21,104,3996,598,248,533,84,115,94,65,60,32,42,1864,88,14,38,12,9,12,30,12,11,22,232,10,3,0,0,0,0,0,0,0,4,16,693,261,572,96,122,101,95,68,39,63,2116,7,0,0,0,0,0,0,0,0,16,27,3513,596,947,197,182,174,149,117,67,183,6130
SED10050,0,0,0,9,14,911,22,14,0,0,9,0,3,3,31,993,205,7,3,0,0,3,0,3,0,3,216,96,3,0,0,0,0,0,0,0,3,109,45,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,145,3,0,0,0,0,0,0,0,4,157,3,0,0,0,0,0,0,0,0,40,45,354,9,0,0,0,3,0,5,0,51,418,7502,2516,2852,730,725,704,720,641,331,362,17086,2574,1044,1590,361,381,432,513,600,356,190,8048,316,52,88,18,16,30,51,51,83,55,760,25,8,8,0,0,0,3,0,5,10,62,2915,1108,1690,374,399,469,572,656,440,252,8869,13,0,3,0,0,3,0,0,0,71,95,10426,3622,4542,1109,1117,1172,1298,1292,778,688,26049
SED10051,0,0,0,18,21,2012,53,35,8,6,13,4,5,0,114,2257,175,5,7,0,0,0,0,0,0,15,210,295,5,4,0,0,0,0,0,0,38,344,260,11,3,0,0,0,0,0,0,27,301,3,0,0,0,0,0,0,0,0,11,13,564,11,9,0,0,0,0,0,0,72,662,0,0,0,0,0,0,0,0,0,7,11,742,15,10,0,3,0,0,0,0,100,880,5954,1208,1249,305,301,264,238,212,139,300,10171,8106,1827,2223,463,549,654,806,937,543,509,16616,1831,215,243,51,73,105,147,252,157,222,3285,74,15,8,0,0,5,7,5,7,19,142,10012,2054,2469,514,617,766,961,1191,706,756,20041,14,3,0,0,0,0,0,0,0,427,445,15975,3264,3721,821,918,1025,1196,1407,843,1482,30655
SED10052,0,0,0,8,11,1224,23,16,0,0,3,3,3,0,74,1350,246,0,0,0,0,0,3,0,0,34,292,138,0,0,0,0,3,0,0,0,10,153,83,4,3,0,0,0,0,0,0,11,108,4,0,0,0,0,0,0,0,0,3,6,228,8,3,0,0,3,0,0,0,28,269,3,0,0,0,0,0,0,0,0,4,13,482,7,4,0,0,0,3,0,0,72,575,5151,783,710,137,125,123,113,75,41,235,7480,4753,963,911,158,182,169,166,131,80,174,7690,757,111,143,29,36,44,40,71,36,95,1357,39,0,5,0,0,0,0,0,0,13,63,5548,1081,1056,191,218,214,204,207,114,278,9112,15,0,0,0,0,0,0,0,0,19,35,10713,1858,1765,327,340,341,314,273,151,534,16630
SED10053,0,0,0,3,4,953,7,11,4,0,0,0,0,0,42,1018,141,0,3,0,0,0,0,0,0,18,166,97,0,0,0,0,0,0,0,0,8,103,55,0,4,0,0,0,0,0,0,11,61,4,0,0,0,0,0,0,0,0,0,6,155,0,4,0,0,0,0,0,0,15,172,6,0,0,0,0,0,0,0,0,4,13,300,0,3,0,0,0,0,0,0,40,350,4833,458,503,107,108,99,92,101,51,251,6598,2194,417,1003,186,166,190,247,219,103,122,4835,320,27,61,12,15,20,49,56,37,48,645,31,0,11,0,0,0,0,9,0,7,66,2546,445,1073,196,182,209,304,274,145,178,5547,17,0,4,0,0,0,3,0,3,89,114,7392,908,1578,305,291,307,391,375,196,515,12260
SED10054,0,0,0,0,9,1093,63,41,9,6,4,10,7,8,54,1282,100,4,0,0,0,3,0,0,0,13,119,173,3,3,0,0,0,0,0,0,6,188,209,11,3,0,0,0,0,0,0,23,244,4,0,0,0,0,0,0,0,0,0,7,388,15,8,0,0,0,0,0,0,33,440,0,0,0,0,0,0,0,0,0,0,3,485,16,11,0,0,3,0,0,0,45,568,4672,906,766,120,157,135,101,107,40,267,7277,11902,4317,4908,803,799,811,762,630,355,501,25786,1710,420,494,145,137,172,171,216,195,183,3843,134,42,37,9,13,12,8,10,4,16,276,13740,4777,5437,955,951,992,937,856,555,699,29903,26,4,11,0,3,3,3,4,8,30,87,18444,5686,6216,1077,1104,1132,1050,972,603,987,37265
SED10055,0,0,0,0,4,1044,35,12,3,9,3,3,0,3,25,1137,59,0,0,0,0,0,0,0,0,5,65,90,0,0,0,0,0,0,0,0,4,98,75,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,170,3,0,0,0,0,0,0,0,4,181,0,0,0,0,0,0,0,0,0,5,5,231,4,0,0,0,0,0,0,0,13,252,5294,530,422,74,88,61,50,48,28,188,6777,8267,1634,1388,231,203,229,193,104,73,264,12582,1234,201,209,42,59,67,59,37,79,75,2070,68,15,10,0,0,3,0,4,0,9,109,9573,1856,1603,272,259,299,255,145,160,345,14760,10,0,0,0,0,3,0,0,0,15,30,14879,2385,2032,344,349,358,309,191,188,542,21566
SED10056,0,0,0,4,9,796,15,3,0,0,0,0,0,0,71,885,97,0,0,0,0,0,0,0,0,18,117,116,0,0,0,0,0,0,0,0,20,135,100,0,0,0,0,0,0,0,0,19,127,0,0,0,0,0,0,0,0,0,0,0,219,0,3,0,0,0,0,0,0,43,267,0,0,0,0,0,0,0,0,0,0,3,315,0,3,0,0,0,0,0,0,64,386,2340,301,300,89,94,64,67,90,40,209,3582,1383,401,824,132,215,218,226,221,109,178,3918,426,71,109,33,56,70,96,139,78,180,1251,23,12,7,0,3,4,0,4,0,8,57,1830,480,942,169,269,288,324,364,190,367,5222,14,0,0,0,0,0,0,0,0,14,29,4185,788,1245,255,357,358,382,454,231,590,8836
