SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED10080,0,0,0,31,12,24,29,31,14,144,16,21,176,461,128,130,65,27,11,1028,39,15,183,1193,103,51,38,13,3,1634,9,20,1401,1799,93,54,64,10,3,3449,0,0,14,197,22,14,10,0,0,257,0,0,3,23,12,3,4,0,0,46,3,3,27,534,86,31,35,4,3,737,0,0,127,630,64,50,64,40,23,1004,7,7,163,598,164,53,27,10,0,1027,9,9,527,1537,80,34,16,9,0,2211,0,0,11,58,27,19,15,3,0,132,0,7,84,581,130,131,71,19,4,1031,0,0,0,11,3,8,17,11,3,57,0,0,3,33,11,13,7,3,0,63,0,0,32,24,9,3,3,3,0,69,3,0,31,102,8,0,0,0,0,148,3,0,23,163,27,22,35,18,4,300,6,11,142,1165,532,422,247,74,32,2635,0,0,10,60,27,13,15,3,0,123,0,3,28,69,11,5,0,0,0,116
SED10081,0,0,0,0,0,3,3,9,3,18,0,0,5,20,3,7,3,0,0,37,5,15,12,182,21,17,7,4,0,257,0,0,3,11,3,3,9,0,3,30,0,0,0,8,3,0,0,0,0,14,0,0,0,5,3,0,0,0,0,4,0,5,4,19,11,11,8,7,3,64,0,5,0,0,4,5,7,15,3,44,3,3,0,7,6,0,0,0,0,22,0,3,76,97,10,0,0,0,3,185,0,0,0,0,6,5,0,0,0,10,0,0,0,35,9,6,3,0,0,56,0,0,0,0,0,7,17,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,12,24,3,0,3,0,0,45,0,3,6,33,3,3,0,0,0,43,0,0,3,12,3,22,42,16,9,110,5,27,31,165,109,105,70,26,7,550,0,0,0,0,0,3,0,3,0,15,0,0,3,29,0,4,0,0,0,35
SED10082,0,0,3,0,3,15,13,17,3,60,0,3,7,8,17,16,4,6,0,67,3,7,9,74,25,27,30,22,14,214,4,6,9,27,11,7,8,6,0,77,0,0,0,4,4,6,0,0,0,23,0,3,0,5,0,0,0,0,0,8,3,21,6,67,48,57,45,22,5,281,0,0,0,14,17,37,48,51,28,202,3,12,3,22,15,9,4,3,0,63,0,0,15,53,13,7,8,0,0,96,0,3,0,9,6,9,3,3,0,34,0,0,5,21,22,20,9,14,3,94,0,0,0,3,3,19,52,16,4,94,0,0,0,3,10,12,3,0,0,27,0,0,0,0,3,3,5,3,0,12,0,0,0,18,3,0,0,0,0,21,0,9,3,13,26,43,79,54,17,254,10,28,35,299,240,245,176,58,30,1126,0,3,4,13,24,12,24,10,3,90,0,0,0,4,0,5,0,0,0,16
SED10083,0,4,3,4,6,14,31,30,5,93,0,3,5,8,7,10,5,9,0,48,0,18,10,137,26,17,28,16,7,255,0,3,6,23,16,9,11,3,0,80,0,0,0,12,3,0,4,0,0,17,0,0,0,6,3,3,6,0,0,18,4,8,3,51,34,46,44,39,6,240,0,0,0,11,19,30,73,52,12,191,0,7,7,21,13,7,3,0,0,50,0,11,4,57,17,15,10,0,0,119,0,0,0,9,14,12,5,0,3,45,0,7,12,26,15,17,19,4,0,97,0,0,0,5,9,29,60,34,5,144,0,0,0,8,4,12,7,5,5,41,0,0,0,3,6,0,3,5,0,13,0,0,0,9,0,0,0,0,0,20,0,4,0,12,11,30,66,40,29,197,3,39,59,334,296,217,128,59,29,1165,0,0,0,3,10,16,20,10,4,69,0,0,0,11,9,3,0,0,0,23
SED10084,0,0,0,0,5,4,4,7,3,27,0,3,0,11,6,8,4,3,3,33,3,19,17,140,16,15,21,9,5,246,5,4,3,10,13,13,14,3,3,61,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,19,4,38,26,26,24,29,5,171,0,4,3,19,13,30,40,38,23,167,3,15,6,82,26,11,4,3,0,157,4,3,6,22,3,3,3,0,0,44,0,0,0,0,4,0,4,0,0,11,0,0,0,18,19,20,16,3,0,76,0,0,0,0,0,10,25,22,4,70,0,0,0,7,3,3,6,3,0,24,0,0,0,0,0,0,0,4,0,4,0,0,4,15,0,0,0,0,0,23,0,0,0,12,17,35,99,62,18,245,3,85,115,573,381,409,356,212,73,2214,0,0,0,7,18,15,28,27,9,91,0,0,0,9,3,0,0,0,0,19
SED10085,0,0,0,0,0,5,3,5,0,11,0,0,3,12,9,11,0,0,0,41,5,13,8,95,13,18,9,0,0,169,0,3,3,13,3,3,0,0,0,29,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,17,12,71,17,19,27,7,3,180,0,0,0,4,0,9,16,17,3,52,0,0,0,12,3,0,0,0,0,15,0,3,0,20,3,0,0,0,0,25,0,0,0,3,7,4,3,0,0,12,0,3,3,20,13,9,0,0,0,56,0,0,0,0,0,0,17,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,12,0,0,3,10,0,0,0,0,0,16,0,0,4,9,13,28,52,20,5,136,3,50,75,278,256,171,115,41,7,1006,0,0,0,13,4,6,8,3,0,36,0,0,0,17,4,0,0,0,0,21
SED10086,6,0,3,21,17,35,61,66,35,245,5,93,77,104,59,67,36,20,4,468,9,10,13,113,53,48,72,43,20,377,0,6,18,69,31,27,29,11,3,195,0,0,3,75,35,22,28,3,0,161,0,0,0,11,7,5,19,15,5,59,0,12,31,577,64,33,20,16,5,747,9,5,46,418,57,49,86,69,31,766,3,13,28,131,46,26,14,6,0,261,0,13,13,80,31,18,7,0,0,162,0,0,0,15,31,16,12,10,3,96,4,6,15,97,48,43,39,12,3,260,0,0,0,0,3,8,18,4,0,34,0,0,3,19,5,7,3,0,0,33,0,0,0,4,3,3,4,4,6,24,0,4,3,25,0,3,0,0,0,35,0,9,7,102,19,18,39,7,5,202,4,53,140,945,370,286,159,65,19,2042,0,0,3,59,21,7,3,7,0,96,0,0,0,14,5,6,0,0,0,25
SED10087,0,0,0,0,0,7,11,8,0,28,0,0,6,31,6,17,3,0,0,60,15,85,40,426,67,24,10,8,0,681,0,0,3,6,9,5,0,4,0,30,3,23,16,29,10,11,0,0,3,88,0,0,4,20,10,4,0,0,0,36,0,28,0,27,13,3,13,10,0,91,0,0,0,3,0,10,15,13,6,57,0,0,3,12,5,0,0,0,0,21,0,3,10,43,3,3,0,0,0,63,0,0,4,3,0,3,0,0,0,10,13,13,0,55,23,13,7,0,0,130,0,0,0,0,0,3,3,0,0,11,0,0,0,3,0,3,0,0,0,7,3,15,16,86,12,0,0,0,0,138,0,11,3,46,4,4,0,0,0,72,0,3,3,13,3,32,51,25,12,143,4,34,69,161,125,123,60,16,10,612,0,0,0,0,3,3,8,11,0,30,8,16,13,52,4,3,5,0,0,105
SED10088,0,0,0,10,13,20,36,13,10,103,3,15,38,104,68,107,57,23,4,416,29,91,123,524,107,75,39,29,5,1014,3,9,27,96,62,35,17,18,3,270,0,3,10,127,69,59,44,22,8,340,0,0,0,8,9,3,3,3,0,21,6,37,7,120,95,48,31,18,10,379,0,9,9,67,129,232,349,253,122,1174,4,34,32,105,99,43,19,6,3,339,3,6,38,169,47,61,23,11,0,355,0,0,0,18,22,26,11,8,3,88,3,7,20,64,50,43,33,17,0,234,0,4,0,3,4,10,9,4,3,40,0,0,0,10,12,5,7,0,0,25,0,0,0,5,4,3,3,0,0,11,3,5,70,283,9,4,3,0,0,376,4,7,8,35,32,32,77,66,39,310,13,76,127,649,423,297,141,65,22,1825,0,0,3,31,19,6,19,15,3,88,0,0,3,11,6,3,4,0,0,30
SED10089,0,0,0,3,13,29,35,18,7,106,0,3,94,47,11,24,14,4,3,196,19,87,107,498,75,24,36,11,3,845,0,0,15,47,14,3,3,0,0,83,0,9,20,124,6,4,4,0,0,165,16,25,5,45,13,0,0,0,0,101,0,18,0,25,14,7,11,11,3,103,0,0,0,6,16,33,56,90,51,259,0,0,18,13,3,4,3,3,0,57,5,24,77,136,46,11,4,3,0,306,0,0,0,6,6,3,4,0,0,16,3,7,100,119,27,31,21,14,0,312,0,0,0,0,3,8,3,4,3,25,0,0,13,11,4,3,7,4,0,37,0,0,14,12,3,3,0,0,0,36,0,7,7,34,0,0,0,0,0,48,0,4,3,5,13,16,44,24,20,127,7,40,87,238,139,116,42,25,3,694,0,0,3,5,9,10,9,10,4,43,6,22,37,93,10,0,3,0,0,168
SED10090,0,3,0,7,13,22,59,50,20,170,48,104,214,885,344,424,235,93,18,2368,65,152,72,1091,133,94,71,40,20,1736,3,15,95,325,67,68,37,22,4,635,3,17,26,242,76,82,58,27,18,535,0,0,3,18,8,6,3,10,3,50,3,16,3,181,96,55,33,19,14,411,0,3,20,85,33,54,123,138,79,538,49,161,99,639,340,130,60,21,5,1503,31,117,362,1024,303,154,63,20,3,2073,0,0,5,38,54,56,62,30,10,266,11,37,62,418,177,153,112,40,18,1020,0,0,0,0,8,9,4,3,3,22,0,0,0,22,11,20,3,4,0,54,0,0,8,13,7,3,3,7,4,44,3,12,57,223,10,0,3,3,0,309,9,11,7,46,24,27,25,17,16,181,18,100,121,595,389,314,202,48,31,1803,0,0,0,28,28,10,6,3,3,72,8,4,8,65,9,4,11,0,0,114
SED10091,0,0,0,8,7,27,38,21,3,114,0,3,14,14,12,10,7,5,0,60,4,11,17,103,19,22,23,20,4,213,0,0,4,12,4,9,8,8,3,48,0,0,0,9,8,0,7,3,0,29,0,0,0,3,3,3,6,0,0,21,0,3,4,48,35,44,50,20,0,202,0,3,4,26,31,64,96,55,20,291,4,3,3,14,3,0,5,0,0,39,0,0,14,11,9,7,0,0,0,37,4,0,5,25,42,28,16,12,0,138,0,0,3,20,13,13,14,0,0,56,0,0,0,15,17,58,92,16,4,197,0,0,0,7,9,3,13,0,0,27,0,0,0,0,0,0,0,3,0,8,0,3,8,70,0,0,0,0,0,81,0,0,4,13,20,58,87,52,18,255,3,27,35,226,193,167,140,57,14,868,0,0,0,18,24,13,29,12,0,98,0,0,0,8,5,0,0,0,3,17
SED10092,0,3,3,15,26,74,111,155,57,436,0,3,34,37,12,21,5,0,0,117,18,56,170,453,55,38,24,19,3,840,4,9,28,70,24,14,10,4,0,152,3,8,33,164,19,12,3,0,0,247,17,61,33,132,38,5,4,3,0,302,0,27,5,31,22,9,20,16,5,133,0,3,17,57,66,225,314,497,232,1408,3,3,16,29,13,4,6,4,0,71,0,12,35,75,30,11,6,0,0,174,7,6,23,142,80,78,49,13,11,408,3,11,99,44,20,15,9,4,0,203,0,3,0,4,7,37,77,78,20,231,0,0,0,3,3,0,0,0,0,8,0,11,24,73,15,10,10,0,0,144,3,0,7,49,4,0,3,0,0,66,0,0,3,9,5,34,88,55,29,230,12,56,122,281,140,126,88,40,13,878,0,3,0,10,3,7,18,8,3,62,0,7,41,73,4,3,3,0,0,144
SED10093,0,0,0,4,4,13,13,16,7,55,0,0,0,15,5,10,9,3,0,44,12,34,14,222,42,18,22,12,0,367,0,11,3,29,19,10,8,7,3,86,0,0,0,15,8,3,0,3,0,33,0,0,4,4,9,0,0,0,0,17,3,22,3,44,22,29,53,29,11,213,0,0,0,12,22,48,68,54,11,219,0,0,3,16,11,3,0,0,0,38,0,3,8,32,14,14,5,0,0,83,0,0,0,10,18,6,8,3,0,51,0,0,8,15,20,14,5,0,0,74,0,0,0,3,10,43,79,41,3,187,0,3,0,6,9,7,7,4,0,35,0,0,0,4,3,0,3,3,0,14,0,0,0,15,0,0,0,0,0,17,0,3,0,13,19,42,78,47,17,221,16,49,96,358,268,254,175,70,20,1308,0,3,3,13,20,9,16,23,0,77,3,7,6,20,3,6,0,0,0,55
SED19494,0,0,0,3,3,3,3,3,0,10,0,0,16,23,3,0,0,0,0,39,4,3,20,100,3,3,0,3,0,140,0,0,11,14,9,4,4,0,0,35,0,0,0,16,3,0,0,0,0,20,0,3,5,14,7,3,0,0,0,36,0,0,8,21,7,3,3,0,0,45,0,0,8,21,3,9,3,0,3,49,0,0,3,6,0,0,0,0,0,12,0,0,13,21,3,0,0,0,0,39,0,0,0,14,15,0,3,3,0,33,0,0,3,29,9,7,0,0,0,43,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,3,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,11,15,0,0,0,0,0,30,0,0,7,8,3,8,18,0,0,48,9,9,34,101,64,60,48,9,0,324,0,0,4,6,4,0,0,0,0,14,4,3,4,22,0,0,0,0,0,32
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,3,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
