SED_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED10076,6,33,0,164,17,3,0,5,3,18,0,3,5,118,439,617,9,3,8,4,0,0,3,4,4,137,73,247,843,384,63,844,61,568,50,658,127,5208,586,9398
SED10077,4,31,0,498,11,12,4,6,11,18,0,7,7,29,392,490,7,5,0,3,0,5,0,3,0,34,45,104,1963,470,53,937,102,964,52,559,68,2159,470,7798
SED10078,3,12,0,746,32,0,0,8,4,7,3,4,3,32,430,515,9,5,4,3,0,3,0,0,3,32,41,92,2680,408,53,1102,122,794,50,361,58,1667,491,7793
SED10079,3,31,0,214,15,3,3,3,3,19,3,4,3,102,358,518,4,5,3,4,0,0,0,3,3,100,74,197,982,270,44,831,77,704,44,599,108,4331,494,8490
SED10080,15,162,4,3397,34,9,4,9,5,20,3,8,8,21,937,1057,21,5,4,3,0,9,0,0,3,21,41,105,5100,903,137,1551,162,1388,72,593,85,1343,1006,12329
SED10081,0,31,4,282,16,12,5,12,3,15,7,16,8,69,383,531,25,0,6,7,3,13,0,3,3,102,78,242,1741,315,83,1212,123,757,53,545,82,2742,549,8202
SED10082,4,62,0,438,7,8,3,9,0,10,0,15,0,71,367,493,6,0,3,4,3,5,0,3,3,87,47,156,1113,343,58,885,72,620,57,618,67,3599,465,7890
SED10083,3,25,0,209,14,6,0,16,3,15,0,13,0,67,302,436,10,3,0,0,0,0,0,3,5,86,53,157,1233,282,41,858,78,626,36,490,77,2938,399,7066
SED10084,3,38,0,202,6,0,3,10,0,12,4,13,3,120,418,586,9,3,0,0,0,5,0,4,0,113,92,233,1051,429,44,1005,82,632,64,655,108,4502,586,9150
SED10085,0,30,0,404,15,3,0,16,3,30,3,16,3,67,422,587,23,0,9,16,3,8,0,4,3,88,48,206,1579,372,75,1181,118,836,80,534,99,2660,522,8051
SED10086,19,287,17,2525,42,3,3,4,6,15,0,20,4,35,545,675,14,6,8,6,0,6,0,5,3,49,30,132,2912,492,93,1105,129,802,37,614,60,1570,611,8430
SED10087,0,32,0,301,26,3,0,17,5,17,4,14,7,61,450,618,12,7,4,6,0,8,0,7,0,75,54,176,1727,297,72,1212,121,680,53,528,94,2437,540,7777
SED10088,3,44,0,649,19,4,0,11,3,12,3,14,3,48,345,462,16,0,5,9,0,0,0,3,4,49,32,126,1796,372,51,899,76,561,43,483,52,2263,413,7008
SED10089,3,23,0,234,12,6,3,14,0,11,0,6,0,50,327,429,5,0,0,4,0,0,0,3,0,63,38,122,1428,266,36,962,106,673,49,517,81,2936,398,7453
SED10090,9,136,0,1745,24,0,0,10,0,10,0,9,3,31,533,624,9,0,0,3,0,3,0,0,0,29,27,81,2614,340,29,935,107,890,32,529,43,2021,572,8119
SED10091,3,61,3,449,24,0,0,14,3,25,0,15,6,61,366,509,19,3,7,3,3,7,0,10,3,57,49,160,1479,321,59,947,116,769,56,593,77,2998,469,7870
SED10092,3,43,0,313,19,0,3,10,0,14,3,8,3,82,363,499,10,0,0,6,0,3,0,0,0,75,77,173,1393,276,34,913,88,760,51,535,81,3247,477,7854
SED10093,0,32,0,182,16,4,0,5,0,14,0,7,3,57,307,419,8,5,9,9,4,6,0,4,3,84,66,190,1225,233,54,817,69,658,40,455,77,3073,422,7122
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
