region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED113,433,580,1013,18545,21365,39910,3,3,6,1225,1338,2563,48,47,95,17748,19739,37487,55,72,127,496,446,942,302,386,688,210,228,438,203,248,451,31,23,54,327,384,711,656,774,1430,1981,2313,4294,195,223,418,338,376,714,2485,3208,5693,1456,1672,3128,76,91,167,46380,52936,99316,177,158,335,233,209,442,54,51,105,12,3,15,185,258,443,197,261,458,13604,11809,25413,562,382,944,5088,4929,10017,66728,71315,138043
CED114,554,762,1316,15873,17662,33535,0,0,0,721,772,1493,84,76,160,16889,17559,34448,41,56,97,1221,1154,2375,267,366,633,103,102,205,514,611,1125,16,11,27,98,95,193,349,448,797,2090,2269,4359,194,238,432,144,170,314,2382,2920,5302,1107,1271,2378,67,73,140,42160,45853,88013,252,234,486,302,261,563,43,52,95,24,19,43,347,436,783,371,455,826,16533,14181,30714,725,482,1207,6525,5644,12169,67465,67924,135389
CED115,353,399,752,13023,14457,27480,0,3,3,766,807,1573,55,63,118,18160,19288,37448,97,108,205,298,314,612,126,216,342,97,115,212,1744,1825,3569,16,7,23,73,78,151,540,632,1172,3331,3423,6754,270,341,611,186,215,401,5035,6143,11178,972,1202,2174,29,39,68,44818,49276,94094,305,247,552,191,149,340,21,32,53,21,14,35,181,216,397,202,230,432,14183,12052,26235,560,291,851,6161,5538,11699,66794,68214,135008
CED116,17481,19303,36784,4505,5004,9509,1108,1226,2334,991,1084,2075,5,7,12,20609,21670,42279,26,36,62,5079,5191,10270,259,363,622,406,453,859,154,159,313,317,314,631,215,215,430,649,699,1348,476,564,1040,60,66,126,213,258,471,613,669,1282,1091,1156,2247,87,88,175,36863,39222,76085,1176,1213,2389,5110,4925,10035,15,4,19,3,3,6,840,882,1722,843,885,1728,6439,5332,11771,292,187,479,4970,4705,9675,73189,75776,148965
CED117,479,618,1097,17674,19651,37325,0,3,3,983,1152,2135,7,6,13,15549,16857,32406,88,106,194,1254,1179,2433,371,462,833,90,134,224,339,363,702,19,15,34,77,113,190,653,734,1387,2522,2770,5292,183,218,401,69,73,142,3052,3672,6724,1242,1383,2625,55,49,104,44227,48940,93167,81,77,158,216,186,402,43,47,90,18,9,27,214,315,529,232,324,556,13751,11939,25690,619,355,974,5920,5162,11082,65568,67648,133216
CED118,3100,3734,6834,5852,6899,12751,11,11,22,564,644,1208,14,6,20,18833,21251,40084,27,42,69,4410,4692,9102,154,201,355,77,90,167,252,273,525,159,144,303,169,182,351,316,417,733,1036,1282,2318,54,83,137,91,139,230,1055,1463,2518,737,913,1650,86,91,177,33897,38823,72720,2265,1625,3890,1771,1456,3227,258,303,561,9,24,33,475,521,996,484,545,1029,22299,21859,44158,1102,708,1810,6745,6267,13012,71921,75320,147241
CED119,1645,1796,3441,11131,12082,23213,23,30,53,1347,1417,2764,79,89,168,23354,24947,48301,171,210,381,1892,1890,3782,209,242,451,323,344,667,226,211,437,655,598,1253,261,313,574,1762,2024,3786,1625,1758,3383,178,194,372,313,381,694,1956,2328,4284,1594,1645,3239,153,132,285,47252,50835,98087,7008,6685,13693,3433,3479,6912,54,47,101,3,8,11,2925,2537,5462,2928,2545,5473,9632,7883,17515,511,313,824,4834,3859,8693,77297,77442,154739
CED120,1391,1670,3061,14820,15821,30641,15,19,34,1543,1668,3211,51,55,106,21817,23129,44946,116,126,242,4422,4484,8906,103,155,258,129,159,288,274,233,507,572,568,1140,196,282,478,680,789,1469,1550,1678,3228,254,286,540,58,84,142,2139,2471,4610,1064,1110,2174,153,166,319,49956,53283,103239,1583,1598,3181,2392,2320,4712,45,54,99,3,3,6,557,612,1169,560,615,1175,9714,7819,17533,442,218,660,4138,3895,8033,70221,71472,141693
CED121,315,408,723,20150,21698,41848,0,0,0,773,871,1644,270,275,545,20820,21564,42384,23,32,55,504,428,932,232,285,517,84,80,164,333,458,791,19,18,37,60,74,134,375,408,783,2202,2340,4542,221,263,484,115,139,254,3401,3710,7111,1124,1211,2335,92,91,183,50798,53945,104743,71,70,141,236,196,432,46,57,103,18,21,39,181,210,391,199,231,430,11408,9859,21267,492,313,805,5751,4745,10496,69316,69824,139140
CED122,284,399,683,21860,23403,45263,0,0,0,967,960,1927,107,88,195,17374,18053,35427,47,46,93,136,133,269,198,282,480,131,143,274,200,208,408,16,16,32,164,193,357,352,423,775,2444,2534,4978,308,381,689,215,234,449,4067,4618,8685,1069,1222,2291,81,68,149,49736,53005,102741,129,116,245,161,122,283,31,29,60,10,3,13,163,224,387,173,227,400,12071,10216,22287,521,284,805,6132,4751,10883,69238,69149,138387
CED123,2534,3104,5638,8538,10006,18544,178,197,375,565,664,1229,19,25,44,22607,25096,47703,40,42,82,5577,6164,11741,99,147,246,138,148,286,289,315,604,274,292,566,172,184,356,618,723,1341,1460,1704,3164,36,48,84,64,59,123,1102,1253,2355,899,1050,1949,41,57,98,42716,48174,90890,975,847,1822,2898,2491,5389,2471,2658,5129,13,13,26,310,310,620,323,323,646,16422,14823,31245,723,421,1144,8632,6947,15579,77694,79788,157482
CED124,557,730,1287,17086,19134,36220,25,25,50,799,884,1683,190,171,361,24361,26014,50375,102,146,248,1332,1300,2632,244,306,550,321,368,689,344,380,724,275,261,536,158,169,327,983,1111,2094,2014,2376,4390,202,290,492,150,171,321,1781,2110,3891,1398,1604,3002,77,85,162,51842,56905,108747,878,854,1732,1280,1210,2490,18,32,50,12,13,25,624,632,1256,636,645,1281,11898,9813,21711,623,359,982,5624,5078,10702,73356,75626,148982
CED125,366,525,891,18440,20532,38972,4,0,4,991,1133,2124,5,7,12,13264,15068,28332,104,138,242,156,155,311,341,462,803,116,146,262,221,265,486,15,21,36,114,135,249,534,620,1154,2799,2991,5790,375,478,853,368,472,840,3605,4452,8057,1461,1695,3156,38,46,84,42951,48816,91767,80,88,168,83,72,155,37,50,87,23,27,50,166,198,364,189,225,414,12491,10849,23340,553,394,947,4998,4649,9647,61748,65668,127416
CED126,990,1202,2192,16961,18835,35796,46,39,85,1113,1175,2288,187,186,373,23093,24637,47730,79,104,183,1253,1259,2512,268,342,610,380,412,792,279,286,565,146,147,293,201,224,425,923,1044,1967,1605,1746,3351,153,194,347,210,236,446,1904,2199,4103,1280,1433,2713,108,132,240,50189,54630,104819,677,700,1377,1788,1700,3488,35,44,79,4,4,8,311,307,618,315,311,626,9995,8407,18402,434,241,675,4621,4209,8830,69044,71444,140488
CED127,863,1229,2092,16146,18276,34422,0,7,7,709,763,1472,9,17,26,17347,19292,36639,47,45,92,1241,1261,2502,178,250,428,102,96,198,426,476,902,365,366,731,137,167,304,945,1057,2002,1882,2171,4053,80,125,205,58,67,125,2599,3316,5915,1261,1351,2612,62,75,137,43594,49178,92772,341,284,625,312,295,607,252,248,500,0,5,5,416,373,789,416,378,794,16965,14536,31501,725,449,1174,4935,4670,9605,68403,71267,139670
CED128,643,920,1563,16174,18009,34183,0,0,0,1533,1755,3288,191,222,413,16482,17415,33897,103,115,218,664,624,1288,288,360,648,186,201,387,350,353,703,16,14,30,99,121,220,810,832,1642,2034,2364,4398,210,243,453,138,170,308,2473,3129,5602,1705,1932,3637,95,137,232,43551,47996,91547,125,134,259,186,184,370,105,106,211,23,25,48,362,531,893,385,556,941,16093,14594,30687,928,604,1532,5702,5394,11096,67718,70488,138206
CED129,5113,5681,10794,6818,7569,14387,2338,2557,4895,843,871,1714,21,22,43,30891,31920,62811,41,52,93,3595,3685,7280,211,276,487,257,278,535,211,171,382,611,584,1195,189,211,400,679,773,1452,880,967,1847,92,113,205,231,258,489,1163,1307,2470,1131,1236,2367,126,117,243,50328,52967,103295,1134,1148,2282,3567,3489,7056,14,13,27,3,0,3,695,691,1386,698,691,1389,5986,4891,10877,347,263,610,3728,3394,7122,70915,72537,143452
CED130,1685,2006,3691,12231,13758,25989,14,16,30,1355,1573,2928,159,154,313,21601,23022,44623,82,112,194,1638,1691,3329,135,167,302,285,287,572,258,302,560,399,397,796,235,205,440,1547,1793,3340,1900,2094,3994,132,147,279,274,366,640,2532,3054,5586,1284,1478,2762,78,88,166,46139,50704,96843,2337,2355,4692,1800,1732,3532,81,89,170,0,0,0,896,930,1826,896,930,1826,10869,9059,19928,419,278,697,3422,3173,6595,67648,70326,137974
CED131,317,415,732,23542,25665,49207,0,0,0,663,735,1398,162,178,340,16851,18321,35172,47,69,116,113,112,225,324,414,738,75,105,180,265,285,550,10,5,15,88,85,173,511,621,1132,3858,4051,7909,456,561,1017,261,306,567,3458,4077,7535,1255,1455,2710,64,79,143,52003,57124,109127,118,107,225,284,208,492,27,28,55,30,18,48,180,258,438,210,276,486,11520,9810,21330,564,361,925,6048,5468,11516,71091,73797,144888
CED132,677,864,1541,14101,15721,29822,3,0,3,1131,1270,2401,35,33,68,16213,17724,33937,48,83,131,1278,1265,2543,100,134,234,120,128,248,217,211,428,20,12,32,205,218,423,551,649,1200,2008,2163,4171,264,299,563,138,179,317,3244,4276,7520,1141,1318,2459,69,85,154,40886,45768,86654,286,248,534,590,496,1086,41,54,95,12,6,18,256,279,535,268,285,553,16366,13926,30292,939,444,1383,5456,4645,10101,65509,66730,132239
CED133,2188,3133,5321,11196,12979,24175,10,4,14,625,780,1405,18,17,35,18606,20817,39423,68,104,172,1409,1532,2941,84,113,197,31,34,65,371,405,776,478,534,1012,153,221,374,373,538,911,1817,2151,3968,31,46,77,55,67,122,1788,2414,4202,940,1181,2121,67,98,165,38120,44035,82155,1698,1339,3037,772,736,1508,931,1061,1992,0,5,5,445,466,911,445,471,916,20500,19228,39728,817,416,1233,6120,6082,12202,71591,76501,148092
CED134,564,712,1276,16048,18005,34053,0,0,0,781,870,1651,16,30,46,15459,17087,32546,64,75,139,133,116,249,341,442,783,100,116,216,213,251,464,9,4,13,82,88,170,692,890,1582,3923,4259,8182,277,335,612,347,443,790,3517,4202,7719,1369,1572,2941,169,185,354,43540,48970,92510,71,68,139,90,65,155,38,37,75,27,31,58,276,386,662,303,417,720,13909,12305,26214,831,596,1427,5428,4928,10356,64774,68098,132872
CED135,216,282,498,23443,24432,47875,0,0,0,876,922,1798,125,139,264,21626,22738,44364,44,44,88,248,237,485,216,272,488,64,73,137,397,414,811,21,16,37,121,124,245,611,702,1313,3901,3860,7761,270,342,612,211,290,501,3819,4386,8205,1136,1281,2417,40,51,91,57169,60323,117492,132,134,266,154,107,261,22,19,41,46,35,81,150,158,308,196,193,389,10186,8411,18597,446,253,699,7129,5556,12685,75650,75278,150928
CED136,2863,3657,6520,7145,7960,15105,31,38,69,1164,1342,2506,111,128,239,20518,22150,42668,96,133,229,2355,2391,4746,174,210,384,244,268,512,182,201,383,429,443,872,273,323,596,831,1013,1844,1893,2090,3983,105,127,232,194,238,432,1918,2312,4230,1241,1442,2683,135,158,293,39039,42967,82006,10054,8368,18422,7445,6899,14344,80,68,148,0,5,5,2238,1771,4009,2238,1776,4014,13081,11212,24293,539,359,898,7510,6496,14006,82849,81802,164651
CED137,292,401,693,18635,20485,39120,3,0,3,1309,1441,2750,56,50,106,14659,15856,30515,98,107,205,265,255,520,250,308,558,108,123,231,248,260,508,12,5,17,114,147,261,537,638,1175,2461,2702,5163,221,286,507,132,146,278,3715,4430,8145,1283,1528,2811,63,61,124,44169,48828,92997,81,93,174,85,72,157,32,30,62,29,22,51,176,262,438,205,284,489,12169,10484,22653,496,283,779,5182,4795,9977,62711,65270,127981
CED138,4304,5312,9616,5749,6662,12411,16,30,46,831,917,1748,30,29,59,22687,24780,47467,25,42,67,2909,3111,6020,178,197,375,62,68,130,189,196,385,328,317,645,170,194,364,490,611,1101,2324,2729,5053,75,86,161,122,143,265,1767,2092,3859,1032,1233,2265,69,83,152,39053,43520,82573,5282,4083,9365,9195,8097,17292,145,136,281,0,3,3,820,598,1418,820,601,1421,15353,14101,29454,517,304,821,8921,6738,15659,83590,82892,166482
CED139,1128,1556,2684,13188,14939,28127,0,0,0,547,626,1173,13,22,35,14305,15802,30107,87,131,218,230,243,473,438,529,967,74,88,162,267,341,608,12,8,20,66,94,160,473,604,1077,2822,3046,5868,107,164,271,393,450,843,2603,3227,5830,1384,1652,3036,77,98,175,37086,42064,79150,329,319,648,114,71,185,224,193,417,30,23,53,555,717,1272,585,740,1325,18323,17092,35415,1310,1137,2447,6022,5689,11711,65121,68861,133982
CED140,275,317,592,17378,18693,36071,4,4,8,752,746,1498,199,212,411,24241,25465,49706,56,67,123,167,164,331,189,229,418,109,120,229,906,1016,1922,97,87,184,156,175,331,591,678,1269,3788,4050,7838,187,228,415,278,288,566,4120,4762,8882,1133,1242,2375,39,49,88,54390,58275,112665,309,279,588,456,315,771,17,13,30,7,6,13,585,537,1122,592,543,1135,9972,8255,18227,567,289,856,5790,4378,10168,72368,72664,145032
CED141,579,900,1479,16661,19371,36032,0,0,0,1232,1384,2616,43,53,96,16340,18562,34902,148,180,328,478,477,955,224,304,528,141,171,312,306,347,653,34,21,55,328,410,738,620,742,1362,2012,2323,4335,181,252,433,328,382,710,2590,3271,5861,1558,1789,3347,102,111,213,43326,50150,93476,186,166,352,228,205,433,93,143,236,8,8,16,202,271,473,210,279,489,14111,12189,26300,658,435,1093,5567,5472,11039,64958,69939,134897
CED142,408,516,924,16957,19211,36168,0,0,0,1377,1516,2893,23,23,46,15016,16469,31485,38,61,99,570,574,1144,188,264,452,126,174,300,216,265,481,11,8,19,99,116,215,748,875,1623,2232,2525,4757,291,367,658,164,206,370,3855,4768,8623,1168,1350,2518,107,122,229,43186,48894,92080,122,118,240,179,149,328,29,24,53,3,3,6,147,226,373,150,229,379,13214,11329,24543,510,276,786,4401,4123,8524,62199,65658,127857
CED143,4769,6059,10828,8091,8234,16325,13,13,26,554,545,1099,11,5,16,16467,17263,33730,22,29,51,2182,2358,4540,82,128,210,61,72,133,397,390,787,90,91,181,203,222,425,641,798,1439,1464,1424,2888,70,63,133,104,111,215,1372,1449,2821,992,1154,2146,97,93,190,32913,34442,67355,1223,836,2059,1823,1156,2979,824,894,1718,30,20,50,534,505,1039,564,525,1089,31340,26886,58226,1506,782,2288,13189,10965,24154,88151,82545,170696
CED144,462,599,1061,16122,18510,34632,0,3,3,579,683,1262,82,82,164,18381,19763,38144,138,160,298,3045,3007,6052,285,362,647,119,138,257,498,572,1070,20,20,40,97,123,220,561,655,1216,1881,2320,4201,224,277,501,95,117,212,2666,3284,5950,1031,1134,2165,73,89,162,45897,51299,97196,105,120,225,864,857,1721,48,48,96,16,12,28,143,266,409,159,278,437,12440,10619,23059,532,316,848,4507,4292,8799,65014,68428,133442
CED145,1076,1614,2690,14922,17428,32350,0,0,0,494,542,1036,8,7,15,17910,20434,38344,23,34,57,1094,1276,2370,168,184,352,87,92,179,430,571,1001,178,176,354,158,174,332,424,544,968,1891,2291,4182,49,62,111,45,73,118,1850,2489,4339,925,1211,2136,58,73,131,40714,47661,88375,547,419,966,406,359,765,388,471,859,0,0,0,338,363,701,338,363,701,19879,18204,38083,833,449,1282,6628,6450,13078,70809,75990,146799
CED146,4501,5448,9949,3571,4026,7597,15,17,32,802,856,1658,31,37,68,20855,22235,43090,49,64,113,7849,7936,15785,211,286,497,101,140,241,128,149,277,599,560,1159,214,246,460,705,805,1510,1569,1816,3385,103,158,261,150,188,338,1406,1621,3027,881,1046,1927,85,84,169,39324,42270,81594,3044,2464,5508,17272,15462,32734,39,46,85,7,7,14,619,494,1113,626,501,1127,9338,8654,17992,341,214,555,6332,5740,12072,80817,80799,161616
CED147,1233,1669,2902,10035,11769,21804,6,9,15,223,258,481,0,3,3,15885,18086,33971,23,21,44,2098,2364,4462,79,95,174,36,22,58,385,438,823,25,30,55,96,128,224,214,293,507,1354,1358,2712,24,30,54,28,42,70,964,1102,2066,551,652,1203,53,63,116,32079,36763,68842,394,342,736,513,365,878,9429,10306,19735,10,0,10,275,285,560,285,285,570,21121,18500,39621,1035,610,1645,11423,10688,22111,77512,79528,157040
CED148,2207,2463,4670,10333,11266,21599,122,121,243,1166,1284,2450,26,17,43,22485,24186,46671,65,74,139,3411,3355,6766,506,559,1065,604,648,1252,214,232,446,610,597,1207,338,350,688,1223,1407,2630,1215,1296,2511,113,123,236,318,425,743,1306,1469,2775,1423,1493,2916,163,176,339,45641,49078,94719,3854,3826,7680,7382,7206,14588,26,28,54,4,4,8,1145,1203,2348,1149,1207,2356,7317,6226,13543,396,277,673,4935,5088,10023,72907,75399,148306
CED194,117,127,244,1095,887,1982,3,3,6,85,77,162,0,0,0,1160,978,2138,5,0,5,75,51,126,19,23,42,38,23,61,26,32,58,6,5,11,19,18,37,71,75,146,179,144,323,23,26,49,35,31,66,210,155,365,138,114,252,15,12,27,3202,2654,5856,64,32,96,152,106,258,20,15,35,8,4,12,50,56,106,58,60,118,1703,1254,2957,123,114,237,2153,965,3118,7592,5327,12919
