region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
CED111,131,54,68,5,258,353,79,117,8,557,73,39,284,13,409,192,74,628,10,904,3438,429,1627,62,5556,2418,960,1348,126,4852,2247,1127,827,39,4240,1356,1604,656,41,3657,1266,1327,337,32,2962,1451,2127,310,24,3912,944,1420,92,17,2473,414,776,69,7,1266,346,455,20,3,824,85,176,0,0,261,146,219,8,0,373,1015,1790,641,28,3474,353,181,230,17,781,16228,12837,7262,432,36759
CED112,205,54,65,25,349,255,75,104,18,452,51,30,203,8,292,126,51,369,23,569,2200,271,893,62,3426,1554,522,891,93,3060,1492,650,643,75,2860,908,992,572,53,2525,885,1169,419,39,2512,1372,2618,593,65,4648,1384,2552,251,48,4235,949,2337,234,24,3544,790,1882,79,18,2769,285,771,26,3,1085,401,1088,19,8,1516,840,2115,578,36,3569,290,156,148,18,612,13987,17333,6087,616,38023
CED113,112,45,66,10,233,252,57,106,12,427,42,36,261,4,343,136,50,461,14,661,2303,275,1399,56,4033,1668,629,1274,86,3657,1612,796,874,48,3330,989,1439,738,39,3205,1007,1557,494,40,3098,1413,2822,540,46,4821,1224,2345,223,29,3821,568,1626,139,5,2338,427,1091,48,4,1570,134,469,18,3,624,207,490,16,0,713,792,1966,754,33,3545,336,210,204,22,772,13222,15903,7615,451,37191
CED114,153,46,43,3,245,295,65,100,10,470,59,25,214,0,298,168,60,401,11,640,2602,303,964,32,3901,1950,633,859,60,3502,2079,834,551,43,3507,1389,1210,507,37,3143,1253,1205,334,56,2848,1783,2051,410,38,4282,1361,1825,171,43,3400,782,1264,162,9,2217,650,1097,50,12,1809,241,533,27,0,801,412,856,10,4,1282,1106,1929,525,29,3589,334,179,183,13,709,16617,14115,5511,400,36643
CED115,240,66,62,3,371,331,82,121,5,539,60,37,226,9,332,167,78,537,16,798,2855,346,1117,42,4360,1919,711,978,106,3714,1925,925,610,68,3528,1213,1366,493,47,3119,1293,1385,317,41,3036,1754,2328,312,31,4425,1238,1790,118,25,3171,533,1060,81,3,1677,438,730,25,0,1193,107,256,8,0,371,213,343,5,3,564,1086,1966,481,26,3559,498,234,226,24,982,15870,13703,5717,449,35739
CED116,249,211,235,18,713,324,291,289,26,930,97,168,589,22,876,125,266,759,24,1174,2108,1096,1380,76,4660,962,1874,1280,134,4250,808,1664,832,85,3389,587,1985,861,75,3508,551,1841,603,61,3056,748,2936,627,84,4395,589,2205,363,59,3216,216,1353,188,15,1772,158,840,80,16,1094,59,411,31,4,505,67,537,32,9,645,434,2314,736,43,3527,304,417,357,25,1103,8386,20409,9242,776,38813
CED117,133,41,55,7,236,357,69,103,11,540,58,40,207,4,309,166,45,493,12,716,3402,310,1205,47,4964,2310,702,1088,81,4181,2252,932,699,46,3929,1227,1261,547,47,3082,1198,1388,333,33,2952,1453,2333,360,22,4168,1134,1747,113,21,3015,614,1252,96,3,1965,460,911,22,5,1398,135,377,12,0,524,196,423,7,0,626,1073,1951,575,25,3624,425,173,174,17,789,16593,13955,6089,381,37018
CED118,220,61,70,28,379,253,62,116,22,453,56,52,179,13,300,117,77,285,21,500,1456,295,596,63,2410,941,536,656,125,2258,864,591,496,134,2085,766,928,613,111,2418,871,851,452,85,2259,1462,1800,664,164,4090,1845,1825,278,138,4086,1211,2065,410,66,3752,1389,1760,89,56,3294,654,974,32,19,1679,1354,1872,30,27,3283,910,1608,534,42,3094,208,158,126,27,519,14577,15515,5626,1141,36859
CED119,304,125,78,7,514,226,130,104,7,467,74,64,177,3,318,125,99,353,16,593,1423,409,782,24,2638,957,796,794,73,2620,950,1009,653,65,2677,804,1629,700,59,3192,826,1783,508,47,3164,1447,3786,700,95,6028,1573,3599,326,108,5606,915,3141,245,38,4339,727,2192,100,20,3039,282,1001,35,6,1324,301,1285,33,6,1625,571,2178,500,23,3272,273,293,176,22,764,11778,23519,6264,619,42180
CED120,124,71,59,5,259,177,83,91,10,361,47,39,142,6,234,94,60,266,14,434,1460,303,626,22,2411,1069,550,611,47,2277,1133,738,544,26,2441,802,1185,588,41,2616,752,1387,454,41,2634,1282,3087,630,69,5068,1351,3134,371,56,4912,876,2960,282,18,4136,736,2406,119,19,3280,264,1155,50,7,1476,342,1722,45,6,2115,587,2420,557,19,3583,233,243,121,8,605,11329,21543,5556,414,38842
CED121,177,63,50,4,294,317,71,92,13,493,70,41,201,5,317,160,55,414,17,646,2509,346,955,37,3847,1740,654,938,91,3423,1741,868,608,48,3265,1195,1404,568,57,3224,1188,1478,311,25,3002,1669,2678,388,38,4773,1292,2167,140,30,3629,764,1608,134,7,2513,642,1134,38,3,1817,213,482,12,3,710,379,729,15,4,1127,1083,2305,487,22,3897,430,274,156,17,877,15569,16357,5507,421,37854
CED122,122,57,48,3,230,250,59,91,10,410,45,33,268,3,349,103,37,553,10,703,2251,257,1155,34,3697,1492,556,1062,85,3195,1255,697,685,49,2686,923,1179,563,66,2731,942,1348,346,34,2670,1534,2609,459,35,4637,1286,2008,165,25,3484,990,2510,185,14,3699,761,1551,56,11,2379,279,619,27,4,929,337,787,28,5,1157,884,2019,536,30,3469,343,244,216,13,816,13797,16570,6443,431,37241
CED123,282,92,115,112,601,293,84,116,53,546,54,38,175,19,286,117,66,259,36,478,1464,300,682,77,2523,957,535,730,118,2340,1068,651,571,129,2419,762,930,637,125,2454,863,1009,452,101,2425,1351,2035,689,149,4224,1654,1950,312,140,4056,1092,2283,341,64,3780,1157,1893,122,46,3218,537,978,55,22,1592,992,2019,40,35,3086,905,1965,600,38,3508,305,210,154,22,691,13853,17038,6050,1286,38227
CED124,143,65,81,3,292,184,81,137,18,420,44,34,259,7,344,75,69,496,15,655,1566,297,1204,37,3104,1105,646,1125,82,2958,1155,860,819,71,2905,995,1468,881,62,3406,946,1694,618,63,3321,1779,3345,723,102,5949,1630,3077,361,79,5147,748,2210,248,21,3227,568,1513,79,13,2173,160,685,29,6,880,202,901,25,3,1131,630,2099,641,50,3420,301,292,251,16,860,12231,19336,7977,648,40192
CED125,170,47,39,4,260,393,70,108,17,588,77,36,214,3,330,199,70,480,7,756,3751,373,1317,53,5494,2640,853,1208,81,4782,2496,975,651,59,4181,1360,1399,523,46,3328,1286,1304,317,29,2936,1460,1938,295,23,3716,947,1374,72,8,2401,451,848,90,4,1393,382,566,13,4,965,110,210,3,0,323,166,214,3,3,386,1022,1650,545,22,3239,419,168,180,13,780,17329,12095,6058,376,35858
CED126,132,87,77,8,304,198,70,102,9,379,41,52,238,9,340,95,61,485,17,658,1471,302,990,30,2793,1074,593,960,68,2695,1018,850,652,50,2570,807,1355,710,49,2921,865,1557,516,44,2982,1484,3165,652,57,5358,1461,3092,316,48,4917,789,2299,188,14,3290,565,1588,64,12,2229,194,797,27,4,1022,233,1026,28,3,1290,599,2180,611,29,3419,266,280,183,16,745,11292,19354,6799,467,37912
CED127,160,57,61,11,289,200,63,65,12,340,33,19,90,4,146,98,58,140,10,306,1063,144,384,16,1607,1057,327,446,42,1872,1397,480,460,34,2371,928,796,522,50,2296,1138,1031,441,48,2658,1601,2289,564,77,4531,1667,2298,247,41,4253,1110,3201,365,22,4698,975,2392,106,22,3495,483,1164,50,8,1705,833,2182,41,5,3061,874,2591,569,8,4042,277,225,109,15,626,13894,19317,4660,425,38296
CED128,111,50,57,0,218,216,50,97,10,373,27,29,158,0,214,128,52,346,13,539,1426,211,872,32,2541,1279,500,840,45,2664,1389,722,622,35,2768,1069,1214,656,43,2982,1099,1386,441,35,2961,1661,2819,624,35,5139,1546,2567,277,39,4429,905,2172,207,15,3299,749,1582,51,5,2387,233,697,26,5,961,359,973,23,3,1358,790,2199,593,18,3600,227,204,115,13,559,13214,17427,6005,346,36992
CED129,208,144,135,15,502,277,147,139,13,576,92,95,265,8,460,139,164,476,20,799,2023,764,934,59,3780,1092,1316,985,81,3474,960,1416,667,72,3115,682,1793,798,76,3349,760,1840,497,72,3169,1084,3213,713,88,5098,983,2749,388,62,4182,485,1923,221,31,2660,347,1357,100,14,1818,125,644,39,6,814,124,875,42,3,1044,488,2356,591,52,3487,303,383,212,14,912,10172,21179,7202,686,39239
CED130,231,102,81,13,427,195,75,75,16,361,32,38,95,3,168,80,52,149,4,285,987,197,327,21,1532,947,371,379,30,1727,1080,554,344,27,2005,725,906,403,38,2072,801,1146,358,31,2336,1191,2778,568,44,4581,1294,2702,285,48,4329,1100,3693,342,22,5157,965,2926,125,26,4042,371,1587,61,6,2025,585,2680,46,12,3323,633,2596,336,12,3577,196,171,71,4,442,11413,22574,4045,357,38389
CED131,197,64,59,11,331,360,100,122,11,593,61,63,315,3,442,186,83,561,39,869,2996,399,1327,67,4789,2032,876,1248,118,4274,2012,1073,696,73,3854,1278,1572,644,62,3556,1343,1585,334,43,3305,1647,2447,345,52,4491,1219,1762,118,14,3113,560,1045,98,3,1706,486,725,22,3,1236,140,248,8,0,396,232,337,5,8,582,1106,2150,543,33,3832,447,264,236,29,976,16302,14793,6681,569,38345
CED132,99,32,71,12,214,169,34,80,14,297,34,28,188,7,257,104,40,378,20,542,1871,193,915,58,3037,1283,406,1026,137,2852,1275,571,634,87,2567,899,844,668,77,2488,983,995,420,63,2461,1574,2050,534,95,4253,1494,1933,213,64,3704,904,1728,192,20,2844,762,1237,62,8,2069,293,573,19,5,890,424,782,11,6,1223,837,1598,578,28,3041,246,115,177,26,564,13251,13159,6166,727,33303
CED133,231,89,231,50,601,188,90,95,27,400,35,33,95,3,166,88,38,149,22,297,684,166,300,40,1190,585,276,374,70,1305,846,363,330,72,1611,748,512,368,100,1728,860,639,352,69,1920,1510,1308,533,118,3469,1837,1211,240,118,3406,1799,3181,558,81,5619,1877,2139,140,82,4238,1117,1370,54,36,2577,2526,3595,62,38,6221,1137,2081,436,25,3679,188,154,60,11,413,16256,17245,4377,962,38840
CED134,139,49,56,8,252,341,63,114,10,528,51,30,281,7,369,167,55,621,21,864,3266,428,1459,56,5209,2292,931,1264,124,4611,2191,1073,817,83,4164,1373,1562,651,52,3638,1238,1493,362,28,3121,1487,2218,350,52,4107,998,1377,113,10,2498,390,765,69,3,1227,344,476,10,3,833,84,175,6,0,265,146,192,5,0,343,971,1640,620,36,3267,363,150,222,27,762,15841,12677,7020,520,36058
CED135,290,109,64,11,474,358,118,140,18,634,62,50,329,10,451,193,115,676,27,1011,2724,421,1285,73,4503,1656,918,1184,133,3891,1848,1066,711,68,3693,1127,1459,580,55,3221,1294,1424,336,49,3103,1664,2390,377,50,4481,1320,1820,121,28,3289,621,1294,93,13,2021,574,852,26,6,1458,164,297,3,0,464,271,412,13,3,699,1165,2648,675,65,4553,601,323,378,50,1352,15932,15716,6991,659,39298
CED136,407,183,173,28,791,321,197,156,15,689,85,100,232,16,433,180,206,417,22,825,1740,806,835,59,3440,1272,1366,815,133,3586,1238,1454,676,98,3466,1095,1761,705,123,3684,1132,1769,482,113,3496,1661,3095,680,146,5582,1567,2319,326,130,4342,925,2059,248,40,3272,772,1304,101,31,2208,285,666,35,9,995,326,1004,40,17,1387,740,2051,555,40,3386,248,286,186,35,755,13994,20626,6662,1055,42337
CED137,182,30,55,5,272,298,65,104,5,472,56,27,209,11,303,165,52,458,9,684,3084,266,1138,32,4520,2289,591,1070,82,4032,2144,793,643,56,3636,1151,1209,525,48,2933,1196,1304,329,27,2856,1516,2263,382,40,4201,1147,1791,149,14,3101,700,1357,103,9,2169,479,884,27,3,1393,168,359,5,0,532,208,455,9,0,672,963,1788,532,24,3307,362,196,191,7,756,16108,13430,5929,372,35839
CED138,495,203,224,62,984,332,176,131,34,673,104,124,198,22,448,205,216,275,24,720,1676,769,625,60,3130,1146,1185,648,108,3087,1136,1176,498,111,2921,914,1445,565,135,3059,964,1385,455,100,2904,1533,2374,617,152,4676,1585,1959,301,123,3968,1127,2324,402,67,3920,1140,1765,116,54,3075,596,990,55,20,1661,1038,2014,51,32,3135,917,2308,513,54,3792,309,304,136,30,779,15217,20717,5810,1188,42932
CED139,172,72,81,6,331,271,74,117,11,473,59,51,219,0,329,168,79,546,12,805,2764,355,1480,47,4646,2201,819,1230,78,4328,2039,1053,786,63,3941,1231,1419,674,46,3370,1315,1450,364,48,3177,1484,2192,356,33,4065,1073,1534,124,19,2750,491,990,95,7,1583,414,654,20,4,1092,114,224,4,0,342,192,320,10,0,522,1038,1972,634,34,3678,359,200,159,14,732,15385,13458,6899,422,36164
CED140,220,100,57,11,388,326,101,136,16,579,77,56,238,5,376,162,82,483,15,742,2374,368,1085,58,3885,1696,761,1008,101,3566,1743,974,604,86,3407,1140,1507,579,54,3280,1315,1712,369,55,3451,1825,2838,372,60,5095,1344,2225,121,30,3720,632,1293,116,8,2049,496,887,22,4,1409,125,328,8,4,465,228,402,11,3,644,989,2203,488,25,3705,381,267,200,22,870,15073,16104,5897,557,37631
CED141,143,49,64,8,264,248,48,104,12,412,57,31,205,8,301,113,56,369,6,544,2103,225,1063,36,3427,1744,505,1026,94,3369,1759,665,688,60,3172,1117,1190,731,64,3102,1079,1374,431,36,2920,1558,2597,520,53,4728,1277,2014,213,25,3529,718,1817,156,10,2701,603,1188,51,6,1848,182,523,16,0,721,278,603,13,3,897,816,2052,729,32,3629,363,198,143,21,725,14158,15135,6522,474,36289
CED142,121,40,44,7,212,234,51,90,10,385,57,13,220,6,296,129,39,410,20,598,2951,226,1105,33,4315,1969,512,1140,94,3715,1721,668,764,74,3227,1031,1091,657,77,2856,982,1205,470,39,2696,1379,2447,517,45,4388,1114,2038,200,25,3377,644,1670,143,11,2468,571,1221,42,3,1837,173,531,10,3,717,222,651,17,3,893,803,1863,631,28,3325,321,228,216,11,776,14422,14494,6676,489,36081
CED143,368,58,147,165,738,196,36,114,63,409,63,28,164,34,289,123,60,237,40,460,900,145,474,111,1630,724,280,508,164,1676,856,304,375,137,1672,830,416,351,163,1760,1007,440,275,105,1827,1923,871,364,185,3343,2630,825,155,175,3785,2232,1545,400,105,4282,2518,1202,94,80,3894,1550,721,48,38,2357,3189,1773,21,57,5040,1548,1063,381,49,3041,197,91,111,22,421,20854,9858,4219,1693,36624
CED144,159,58,58,4,279,280,58,128,10,476,65,38,235,5,343,119,59,509,22,709,2895,260,1250,56,4461,1751,608,1139,82,3580,1614,871,777,70,3332,1017,1405,680,55,3157,1016,1512,432,34,2994,1481,2804,483,56,4824,1157,2206,189,25,3577,594,1598,119,10,2321,450,1015,52,8,1525,118,440,12,3,573,211,475,10,5,701,794,1975,634,30,3433,387,221,224,24,856,14108,15603,6931,499,37141
CED145,144,92,71,6,313,121,55,78,10,264,30,27,85,5,147,69,31,132,6,238,670,115,383,31,1199,670,220,424,49,1363,978,360,365,52,1755,740,503,439,55,1737,959,632,343,58,1992,1565,1467,539,77,3648,1841,1425,245,96,3607,1615,3709,527,45,5896,1741,2312,103,37,4193,988,1309,53,20,2370,2173,3272,37,26,5508,1134,2225,448,22,3829,223,144,78,15,460,15661,17898,4350,610,38519
CED146,405,228,234,41,908,340,251,189,23,803,136,202,299,17,654,240,318,510,29,1097,2323,1223,1035,51,4632,1247,1903,975,142,4267,1100,1876,698,112,3786,828,2112,691,94,3725,731,1815,499,84,3129,1048,2775,591,111,4525,775,2094,310,69,3248,384,1586,202,35,2207,305,1122,82,26,1535,125,572,26,4,727,195,1009,44,12,1260,631,2493,608,44,3776,322,416,248,43,1029,11135,21995,7241,937,41308
CED147,180,86,111,30,407,111,40,78,24,253,27,16,82,10,135,61,35,134,17,247,556,112,328,34,1030,557,176,345,63,1141,763,268,327,68,1426,623,367,402,74,1466,787,440,298,57,1582,1549,980,433,118,3080,2013,1029,166,134,3342,1770,2485,517,46,4818,2024,1690,111,58,3883,1249,1049,51,24,2373,3082,2902,60,62,6106,1354,1770,509,29,3662,293,170,76,15,554,16999,13615,4028,863,35505
CED148,197,124,86,6,413,218,154,157,13,542,63,78,322,8,471,97,129,579,13,818,1457,620,1199,43,3319,917,1190,995,70,3172,841,1283,750,57,2931,730,1903,815,73,3521,758,1939,469,41,3207,1216,3504,672,61,5453,1214,3027,337,59,4637,478,1994,185,25,2682,367,1286,71,4,1728,136,652,41,5,834,120,792,34,4,950,542,2351,643,34,3570,262,323,251,21,857,9613,21349,7606,537,39105
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
