region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
CED117,16593,32814,263,1474,1489,6794,483,2172,7105,28203,9340,38643,728,3033,1204,3935,2683,8295,4615,15263,13955,53906,86,363,506,1767,238,841,2657,7222,3487,10193,200,625,583,1256,1819,3798,2602,5679,6089,15872,382,805,37019,103397
CED118,14577,28993,104,578,1048,4705,217,949,9677,35565,11046,41797,614,2585,1244,4180,2610,8447,4468,15212,15514,57009,39,184,263,889,127,446,1985,4830,2414,6349,211,676,730,1577,2271,4920,3212,7173,5626,13522,1141,2409,36858,101933
CED119,11777,23791,379,2155,2186,10233,627,2918,13464,52455,16656,67761,1224,5268,1720,6063,3920,12914,6864,24245,23520,92006,74,360,433,1600,246,860,2302,6305,3055,9125,286,941,564,1319,2359,5334,3209,7594,6264,16719,619,1326,42180,133842
CED120,11327,22647,352,1941,2180,10005,564,2570,10554,41685,13650,56201,1554,6608,1890,6734,4451,14587,7895,27929,21545,84130,72,309,419,1491,186,667,1817,4983,2494,7450,341,1111,548,1275,2174,4846,3063,7232,5557,14682,413,865,38842,122324
CED121,15569,30713,383,2128,1771,8234,608,2810,8586,34627,11348,47799,778,3192,1236,3905,2994,9380,5008,16477,16356,64276,74,316,398,1420,208,743,2467,6845,3147,9324,161,475,443,935,1757,3747,2361,5157,5508,14481,421,883,37854,110353
CED122,13798,27381,333,1831,1551,7243,638,2889,9205,36530,11727,48493,704,2889,1031,3342,3107,9813,4842,16044,16569,64537,97,442,456,1665,272,989,2952,8204,3777,11300,223,702,438,986,2004,4258,2665,5946,6442,17246,431,893,37240,110057
CED123,13851,27626,157,845,1410,6319,336,1478,9593,36096,11496,44738,843,3512,1498,5126,3202,10295,5543,18933,17039,63671,33,153,287,969,152,527,1998,5004,2470,6653,259,816,772,1768,2547,5537,3578,8121,6048,14774,1286,2760,38224,108831
CED124,12231,24589,465,2633,1856,8856,741,3456,9877,39279,12939,54224,1091,4657,1114,3827,4192,13706,6397,22190,19336,76414,133,630,503,1833,366,1373,3322,9140,4324,12976,303,1000,629,1439,2721,6014,3653,8453,7977,21429,647,1342,40191,123774
CED125,17331,34300,208,1128,1355,6197,377,1664,6443,25775,8383,34764,488,1928,1059,3292,2166,6670,3713,11890,12096,46654,77,332,493,1729,246,857,2713,7378,3529,10296,158,490,611,1300,1760,3655,2529,5445,6058,15741,374,772,35859,97467
CED126,11292,22667,490,2815,1842,8879,772,3665,9667,39142,12771,54501,1188,5093,1284,4442,4110,13567,6582,23102,19353,77603,123,585,541,2012,314,1150,2814,8006,3792,11753,316,1039,526,1209,2165,4830,3007,7078,6799,18831,467,989,37911,120090
CED127,13894,27506,247,1270,1834,8267,374,1649,10711,41811,13166,52997,1161,4784,1673,5725,3317,10449,6151,20958,19317,73955,42,177,337,1108,121,360,1450,3691,1950,5336,237,731,565,1288,1910,4047,2712,6066,4662,11402,424,884,38297,113747
CED128,13213,26182,390,2182,1750,8182,604,2801,8962,35509,11706,48674,1016,4252,1398,4601,3307,10532,5721,19385,17427,68059,75,341,455,1596,234,806,2374,6309,3138,9052,263,827,587,1253,2018,4323,2868,6403,6006,15455,347,714,36993,110410
CED129,10169,20683,495,2861,2125,10318,779,3758,8999,36393,12398,53330,1699,7643,1666,6005,5419,18333,8784,31981,21182,85311,123,610,529,2023,307,1159,2331,6703,3290,10495,386,1361,649,1609,2877,6749,3912,9719,7202,20214,685,1507,39238,127715
CED130,11413,22753,338,1905,2394,10912,484,2209,11507,45624,14723,60650,1590,6720,2229,7927,4033,13045,7852,27692,22575,88342,56,250,300,1045,96,330,1292,3488,1744,5113,236,757,488,1157,1577,3508,2301,5422,4045,10535,356,763,38389,122393
CED131,16302,32160,273,1503,1610,7386,475,2141,8151,32647,10509,43677,543,2169,1139,3512,2601,7902,4283,13583,14792,57260,98,449,468,1713,265,965,3266,9387,4097,12514,146,452,538,1135,1901,4030,2585,5617,6682,18131,569,1176,38345,108727
CED132,13251,26208,160,856,1133,5130,340,1538,7509,28771,9142,36295,613,2522,1129,3740,2273,7070,4015,13332,13157,49627,55,253,372,1269,198,663,2373,6165,2998,8350,220,659,659,1415,2289,4817,3168,6891,6166,15241,728,1486,33302,92562
CED133,16255,32003,132,686,1373,6095,171,718,10608,39805,12284,47304,791,3226,1893,6450,2277,7073,4961,16749,17245,64053,22,82,243,757,46,137,1374,3309,1685,4285,211,657,848,1894,1635,3397,2694,5948,4379,10233,963,2013,38842,108302
CED134,15841,31389,225,1255,1439,6651,437,2029,6735,27043,8836,36978,485,1983,1064,3354,2293,7022,3842,12359,12678,49337,95,425,569,1984,232,876,3209,8831,4105,12116,211,637,657,1392,2047,4286,2915,6315,7020,18431,520,1088,36059,100245
CED135,15932,31416,285,1541,1580,7044,621,2862,9041,36450,11527,47897,546,2148,1019,3060,2625,7977,4190,13185,15717,61082,104,483,496,1850,361,1360,3498,10149,4459,13842,159,482,448,949,1922,4098,2529,5529,6988,19371,660,1380,39297,113249
CED136,13994,28340,309,1852,1749,8239,412,1928,12205,45890,14675,57909,1027,4586,1674,5866,3251,10719,5952,21171,20627,79080,82,393,439,1619,229,790,2213,5992,2963,8794,318,1083,838,1941,2545,5679,3701,8703,6664,17497,1054,2301,42339,127218
CED137,16107,31870,224,1256,1346,6199,491,2231,7098,28353,9159,38039,609,2440,1083,3568,2582,8020,4274,14028,13433,52067,74,339,479,1685,237,853,2626,7214,3416,10091,201,607,501,1101,1810,3772,2512,5480,5928,15571,371,766,35839,100274
CED138,15217,30598,305,1762,1837,8650,422,1937,11315,42821,13879,55170,1105,4777,1965,6854,3768,12327,6838,23958,20717,79128,48,242,382,1348,135,504,1789,4718,2354,6812,303,976,824,1943,2329,5172,3456,8091,5810,14903,1188,2583,42932,127212
CED139,15384,30347,207,1073,1435,6637,411,1832,7414,28951,9467,38493,533,2120,1189,3789,2270,6964,3992,12873,13459,51366,84,359,498,1731,198,674,3090,8108,3870,10872,201,620,805,1704,2022,4237,3028,6561,6898,17433,424,874,36165,100020
CED140,15074,29761,337,1883,1756,8297,548,2501,9023,36901,11664,49582,634,2588,1145,3590,2661,8261,4440,14439,16104,64021,75,367,406,1429,250,928,2799,7884,3530,10608,167,510,450,969,1750,3718,2367,5197,5897,15805,557,1163,37632,110750
CED141,14159,28072,257,1395,1505,6874,440,1951,7849,30908,10051,41128,824,3389,1313,4360,2946,9261,5083,17010,15134,58138,82,359,471,1615,255,871,2437,6449,3245,9294,296,918,655,1414,2325,4903,3276,7235,6521,16529,475,975,36289,103714
CED142,14421,28721,282,1540,1406,6441,532,2417,7218,28326,9438,38724,767,3117,1221,4173,3068,9595,5056,16885,14494,55609,114,506,464,1645,295,1020,2683,7376,3556,10547,233,714,613,1331,2274,4852,3120,6897,6676,17444,490,1004,36081,102778
CED143,20854,40997,50,254,475,2051,88,374,6881,24116,7494,26795,269,1073,811,2581,1288,3959,2368,7613,9862,34408,27,126,164,558,107,352,1456,3547,1754,4583,150,453,666,1410,1647,3452,2463,5315,4217,9898,1693,3575,36626,88878
CED144,14108,28098,332,1809,1526,7076,562,2583,7692,30600,10112,42068,877,3638,1117,3729,3499,11140,5493,18507,15605,60575,89,444,525,1876,301,1067,2801,7754,3716,11141,251,807,576,1259,2386,5158,3213,7224,6929,18365,500,1031,37142,108069
CED145,15661,30731,173,897,1607,7119,221,937,11169,42509,13170,51462,807,3247,1644,5585,2276,7116,4727,15948,17897,67410,24,112,293,971,66,187,1500,3640,1883,4910,217,674,602,1335,1647,3437,2466,5446,4349,10356,610,1267,38517,109764
CED146,11137,22660,488,2924,2338,11538,588,2806,10870,43637,14284,60905,1388,6261,1765,6249,4556,15351,7709,27861,21993,88766,94,506,478,1810,220,826,2385,6671,3177,9813,331,1147,829,1960,2905,6597,4065,9704,7242,19517,936,2074,41308,133017
CED147,16999,33151,112,570,1071,4768,116,472,8602,32245,9901,38055,604,2398,1400,4716,1709,5230,3713,12344,13614,50399,14,51,246,768,53,162,1420,3330,1733,4311,176,524,617,1361,1503,3072,2296,4957,4029,9268,862,1792,35504,94610
CED148,9613,19440,513,2986,2343,11209,846,4049,10323,41529,14025,59773,1381,6067,1570,5528,4371,14653,7322,26248,21347,86021,142,695,530,2020,392,1478,2971,8594,4035,12787,362,1223,624,1465,2585,5889,3571,8577,7606,21364,538,1165,39104,127990
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
