SA4_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
111,0,0,7,18,31,73,151,167,60,508,4,20,112,103,43,84,25,8,7,399,31,150,170,1030,166,104,110,55,13,1834,0,18,37,123,48,28,21,7,6,290,8,21,27,212,18,5,4,5,0,300,16,31,9,62,14,11,4,0,0,141,13,59,23,207,104,71,77,52,11,622,0,8,12,44,64,169,241,353,171,1071,3,21,38,68,25,20,17,10,3,201,4,48,112,301,76,27,12,3,4,590,0,3,3,24,14,15,8,3,0,71,4,17,121,263,112,111,76,31,0,750,0,0,0,5,13,39,82,21,12,168,0,0,16,27,15,15,16,8,0,98,0,0,22,43,7,8,3,3,3,83,0,9,24,86,8,0,0,0,0,125,0,21,4,63,59,100,306,136,83,769,36,162,341,1233,799,676,422,213,80,3954,0,3,4,36,38,32,57,30,14,210,11,36,44,202,15,3,14,0,0,331
112,0,0,0,3,13,16,18,22,8,82,3,8,8,26,25,25,10,3,3,109,10,41,44,326,63,69,59,37,17,659,7,14,6,71,23,23,28,6,3,179,0,0,0,19,9,7,6,0,4,42,0,0,0,0,4,4,0,0,0,12,0,29,10,126,71,61,68,46,20,432,0,10,11,106,53,78,128,142,100,625,4,40,25,215,69,38,20,8,6,423,4,4,20,81,11,11,3,0,0,124,0,0,0,0,10,7,5,3,0,28,0,3,15,55,59,53,33,15,3,229,0,0,3,7,0,36,62,26,9,141,0,0,0,10,9,18,9,5,0,55,0,0,0,5,4,3,0,7,0,15,0,0,6,28,0,0,0,0,0,40,0,13,14,76,73,148,264,150,63,802,20,201,249,1218,922,1083,717,313,114,4820,0,0,3,17,29,27,50,34,17,168,0,11,3,24,7,5,3,4,0,58
113,0,0,0,4,0,12,14,12,0,41,0,0,17,59,18,17,5,3,0,113,26,160,111,1131,215,152,51,25,7,1880,0,0,3,20,9,4,3,6,7,58,3,21,17,41,8,11,0,0,3,105,0,0,7,24,10,6,0,0,0,54,0,29,7,54,15,9,18,10,3,156,0,0,14,36,52,159,409,419,254,1352,0,0,3,18,4,0,0,0,0,39,0,4,28,83,8,3,6,0,0,132,0,3,4,9,10,7,10,4,3,45,11,22,27,114,48,22,5,3,0,257,0,0,0,5,4,10,11,3,0,36,0,0,0,11,0,3,0,0,0,20,3,15,16,108,12,0,0,0,0,159,0,11,9,58,4,4,0,0,0,89,0,3,6,18,15,47,94,50,22,246,20,126,213,442,253,228,111,41,17,1455,0,0,0,3,3,3,17,17,0,47,8,47,20,126,26,4,5,0,0,240
114,0,3,0,10,12,35,80,62,15,218,0,11,36,24,13,20,13,8,0,131,4,29,21,254,30,40,48,28,13,470,0,3,5,40,19,15,14,15,4,116,0,0,0,18,10,3,3,0,0,31,0,0,3,11,6,4,4,0,0,37,3,5,0,44,56,50,80,43,9,295,0,3,5,26,48,79,168,114,37,481,3,13,3,26,11,11,13,3,0,78,0,8,13,34,8,6,0,3,0,77,3,3,0,15,24,14,16,3,3,75,0,4,7,28,23,22,15,11,0,109,0,0,0,3,15,56,129,61,9,277,0,0,0,4,10,16,18,5,0,57,0,0,0,4,3,3,5,3,0,19,0,9,7,144,4,3,0,0,0,168,0,8,3,25,29,109,247,143,43,597,13,72,85,399,343,404,415,158,30,1908,0,0,0,11,20,18,70,23,3,146,3,5,0,13,3,4,3,3,0,29
115,0,6,4,18,30,87,127,78,15,358,19,72,222,682,512,865,277,67,11,2727,50,411,529,3110,1427,875,499,243,85,7234,3,35,134,429,208,154,120,34,18,1130,4,100,134,860,441,284,119,44,17,2001,0,0,8,79,53,35,15,11,0,205,6,73,35,210,137,116,111,46,17,750,3,11,17,83,137,325,459,321,148,1498,4,33,36,79,50,27,21,10,3,258,16,261,330,1141,666,393,155,73,15,3046,0,0,21,219,303,228,165,77,17,1034,19,142,186,574,417,550,428,110,26,2454,0,0,6,41,73,210,316,134,32,816,0,3,9,33,63,54,39,13,4,217,0,3,3,59,36,29,34,13,0,184,3,3,16,115,23,12,0,0,0,176,3,25,35,49,77,94,171,92,44,594,27,259,401,813,672,572,313,96,31,3196,0,3,0,29,43,42,45,28,6,191,7,66,97,345,174,112,48,8,10,870
116,3,13,26,45,74,145,197,162,37,696,6,21,87,297,173,288,79,20,5,971,306,1557,2671,16018,2893,1691,795,328,79,26349,4,47,112,635,275,240,131,47,15,1505,5,81,156,715,255,202,103,39,10,1566,15,98,273,676,330,194,81,23,7,1695,5,56,16,180,90,85,119,48,4,615,3,11,22,73,148,246,392,296,109,1296,4,20,17,62,26,9,8,4,0,145,11,65,138,545,293,235,138,67,18,1505,8,18,65,546,412,425,271,85,23,1855,14,56,88,426,236,292,179,52,13,1357,3,4,8,79,155,576,909,420,131,2279,0,11,22,140,118,170,123,65,29,685,5,25,71,297,212,111,79,25,5,831,5,92,171,961,94,59,11,7,0,1404,0,9,15,38,36,89,160,108,44,491,152,1025,1654,3056,1084,729,287,69,20,8072,0,3,6,27,47,31,54,27,9,211,113,443,528,2042,562,285,110,34,4,4125
117,0,14,25,181,170,326,831,1126,337,3026,17,30,718,1302,287,352,150,70,24,2963,80,76,502,2728,279,142,109,45,11,3978,29,99,2394,3867,448,319,214,61,15,7445,0,11,60,690,69,61,28,5,4,926,6,31,42,249,117,62,39,10,6,564,3,16,103,2106,292,105,96,40,21,2779,5,12,231,1297,187,164,292,299,128,2621,24,15,306,1206,334,97,51,17,3,2058,17,36,830,2535,219,122,50,31,7,3853,3,8,31,209,175,218,238,123,72,1075,11,23,488,1660,334,313,195,50,11,3097,0,0,3,20,28,62,147,101,39,405,0,4,19,107,33,39,18,6,5,233,0,0,96,108,34,32,19,11,0,299,11,18,164,548,39,9,7,0,0,791,10,18,67,345,71,61,66,37,14,685,30,111,661,3614,1453,1127,493,147,47,7665,0,0,27,224,80,36,28,11,3,401,7,12,79,269,32,30,6,3,0,443
118,7,17,14,81,85,216,451,703,285,1858,40,154,662,652,314,337,168,59,12,2405,35,61,297,859,210,166,200,113,41,1974,21,56,545,1165,378,283,179,80,26,2740,0,6,25,426,75,65,43,18,5,675,0,3,19,96,69,49,55,33,14,340,12,54,166,3315,346,156,131,69,34,4284,11,43,111,940,144,166,328,371,176,2295,10,37,91,441,180,96,45,23,0,922,8,40,127,484,105,75,29,16,6,895,0,3,15,100,136,97,73,55,34,523,4,19,636,671,280,336,259,85,23,2310,0,3,0,10,13,53,153,90,37,356,0,0,9,73,30,36,23,8,0,178,0,0,56,34,11,8,3,15,14,145,7,9,29,156,10,3,0,0,0,218,4,28,38,272,66,43,91,49,27,625,28,167,398,2736,1161,898,498,188,55,6128,0,0,33,221,68,38,51,24,6,445,3,4,57,145,27,16,6,0,0,256
119,26,198,236,653,889,1832,3642,3621,931,12023,37,116,588,2316,1139,1733,616,197,43,6774,271,452,738,5213,872,583,360,186,85,8763,31,250,585,2973,1018,717,392,136,35,6140,3,38,98,481,119,89,48,11,5,881,11,95,248,802,409,192,57,25,3,1848,11,50,38,406,177,120,154,87,33,1076,3,42,86,354,432,780,1444,1709,700,5548,8,37,80,490,197,73,46,10,5,937,23,124,326,1410,719,652,378,254,77,3960,71,353,928,6347,5605,4723,3028,1323,388,22758,31,127,296,1499,464,602,374,118,31,3549,0,0,0,37,49,205,384,252,114,1040,0,10,27,197,123,163,157,96,43,810,13,68,280,760,208,111,60,27,6,1528,59,282,2742,7857,220,152,43,7,0,11360,0,4,18,68,32,46,89,64,40,366,111,670,1241,2780,1333,1034,431,122,45,7758,0,4,7,48,32,24,53,26,6,207,175,494,770,2945,518,218,42,7,3,5185
120,0,18,32,103,172,317,739,1012,301,2699,33,79,387,1323,475,661,328,99,24,3416,346,557,885,6641,728,480,291,154,65,10147,4,24,182,824,157,123,125,44,11,1501,5,13,32,501,63,59,29,6,4,709,0,3,16,76,45,25,9,0,0,172,8,43,59,991,319,172,150,66,28,1825,12,63,109,653,671,1207,1950,2367,1201,8236,14,46,83,452,152,54,30,15,3,851,66,272,1219,3951,1156,768,353,223,72,8087,0,23,30,441,532,528,469,268,95,2387,9,39,192,973,292,315,232,100,38,2182,0,0,0,22,31,84,133,90,39,384,0,4,12,97,46,68,29,17,7,281,0,4,45,127,90,59,27,29,11,405,17,104,1399,3306,83,45,18,3,0,4968,4,21,22,114,70,51,73,34,16,390,32,174,382,1847,998,800,402,116,24,4778,0,0,7,98,44,36,46,15,3,255,8,47,97,283,74,30,23,3,0,571
121,0,3,0,33,48,76,138,145,43,486,114,439,736,2756,1247,1612,847,287,58,8096,232,633,422,5413,1090,713,467,247,110,9319,15,53,196,947,245,211,183,83,35,1961,36,137,133,1938,535,452,272,115,44,3663,0,0,13,43,34,25,11,15,7,148,10,96,38,812,394,219,160,88,38,1855,3,21,54,387,192,254,382,394,202,1891,123,401,284,1791,898,383,217,72,19,4182,76,475,881,3266,1286,663,339,127,26,7141,0,4,22,122,196,175,170,112,41,836,29,143,278,1651,744,751,550,204,55,4397,0,0,4,11,15,44,43,19,7,148,0,8,4,110,48,55,26,8,8,259,0,0,11,64,63,39,20,30,17,243,15,66,382,1417,59,25,13,3,0,1981,14,85,62,232,199,123,209,132,69,1133,68,449,748,2514,1841,1465,862,386,142,8483,0,3,10,124,96,59,64,32,7,400,28,42,29,373,82,68,30,8,0,672
122,0,5,3,33,29,48,94,69,30,313,18,95,94,236,140,197,100,47,10,943,41,126,190,904,222,156,113,60,19,1826,9,16,60,192,95,89,51,24,14,556,0,10,20,274,140,123,91,52,23,737,0,4,6,25,19,15,9,12,0,79,13,94,31,537,302,158,106,82,40,1369,3,36,41,306,228,403,586,459,203,2266,11,61,77,307,228,94,59,15,8,858,8,19,71,379,117,106,60,14,0,780,0,0,0,60,70,52,41,19,3,245,5,15,35,153,129,116,102,30,8,607,0,4,0,10,17,22,30,21,9,114,0,0,0,17,19,13,12,3,0,70,0,0,0,6,8,6,3,0,4,36,3,7,114,434,6,10,3,0,0,579,15,51,48,218,183,129,241,201,123,1200,37,234,392,2211,1271,1037,528,204,109,6027,0,0,11,101,79,41,57,35,11,340,0,0,6,35,14,8,7,0,0,75
