SA4_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
111,412,521,672,962,2558,3413,2296,4991,149,15977,1574,3057,4172,4359,6762,8003,3672,5430,312,37341,614,1136,1315,1732,5460,6413,2838,3642,316,23461,779,3850,3259,3742,3103,1943,1134,957,304,19068,875,2389,3130,3290,5764,3549,1506,1267,194,21969,611,4561,2553,2258,2181,1445,747,973,197,15529,374,665,596,676,2028,2042,1432,1845,129,9786,612,3556,2083,2031,2413,2190,821,1041,251,15001,126,161,108,139,381,349,128,245,685,2316,5979,19894,17895,19192,30662,29345,14575,20387,2520,160447
112,308,672,739,1087,1596,2281,1266,3906,158,12018,767,1935,2372,3002,3165,3218,1382,2451,178,18471,390,948,1062,1553,2919,3134,1334,2164,243,13748,529,2393,2162,3002,1884,945,510,662,231,12312,361,1539,1606,2034,2904,1446,583,656,112,11236,358,2727,1476,1642,1516,906,498,735,174,10029,181,430,474,624,950,776,532,1183,96,5242,418,2745,1735,1932,1962,1403,524,772,289,11775,90,164,89,129,157,164,56,138,602,1599,3401,13538,11708,15006,17060,14282,6686,12663,2085,96427
113,332,457,488,636,1287,1960,1265,4437,195,11057,497,656,1037,1157,2228,2197,1170,1801,110,10860,230,477,475,610,2452,2503,1268,1698,161,9865,339,1252,1124,1401,1473,759,415,716,145,7622,322,846,985,1273,2140,1195,558,498,76,7894,231,1726,831,928,985,624,420,440,110,6293,203,253,278,303,966,972,629,1287,121,5015,320,1546,1045,1199,2074,1867,647,811,250,9765,75,80,66,48,137,160,53,126,344,1084,2540,7292,6329,7551,13744,12228,6429,11809,1516,69453
114,205,417,390,551,950,1370,827,2394,90,7193,470,1100,1287,1374,1576,1827,920,1617,102,10278,237,571,623,848,1957,2330,1294,1476,177,9517,339,1350,1192,1396,1198,700,485,472,125,7254,246,1007,962,1043,1480,875,383,415,46,6456,206,1662,914,860,840,573,280,454,115,5900,91,243,230,297,645,541,357,691,58,3149,250,1614,909,829,922,709,386,453,125,6196,59,91,57,69,105,109,35,96,319,944,2103,8052,6557,7267,9685,9035,4970,8073,1149,56899
115,386,611,763,988,2402,4930,2552,7093,180,19901,879,2404,2840,2797,5361,8285,3171,5182,227,31149,257,774,785,942,2401,3762,1607,2794,174,13486,306,2272,1576,1395,1437,1071,462,529,97,9152,492,2347,2695,2413,3983,3788,1151,1450,167,18484,308,2860,1657,1144,1330,1617,629,1083,138,10768,116,336,309,322,713,874,429,1002,100,4198,219,1609,886,705,858,871,352,611,105,6207,62,160,118,133,254,367,84,250,533,1971,3021,13369,11634,10841,18735,25557,10437,19995,1724,115320
116,323,367,482,716,3159,4048,1879,3555,175,14711,940,1549,2083,2176,7659,8715,2518,3150,332,29119,371,853,1071,1298,5193,5156,2268,2707,407,19312,522,2173,2302,2597,3241,2034,897,1038,311,15108,721,1632,2344,2598,8585,5609,1678,1520,300,24989,464,3422,2221,1808,2543,1804,722,827,264,14088,337,804,1032,1279,4810,3629,1759,2646,401,16700,390,2361,2025,1939,3825,2566,911,1055,410,15493,105,188,135,152,589,530,168,228,1059,3161,4175,13349,13705,14561,39620,34095,12796,16729,3648,152682
117,710,574,996,1256,4166,6966,4247,8652,192,27760,1756,3504,3722,3936,10466,16844,8051,13261,546,62097,316,806,2069,1084,2615,3658,1746,2788,281,15363,534,2867,4459,2302,2396,2148,1170,1284,374,17541,625,1457,1966,1747,5788,5059,1970,2151,205,20961,381,2164,2375,1507,2322,2245,1041,1363,190,13588,104,317,557,422,892,803,405,607,87,4195,249,1516,3256,946,1364,1145,496,646,219,9832,96,188,246,178,391,546,181,379,915,3123,4777,13386,19650,13384,30394,39422,19305,31132,3013,174465
118,584,682,1049,1294,2681,5949,3480,8819,233,24777,1510,3808,3874,4139,6682,12573,5876,12284,415,51162,244,559,852,773,1597,2778,1219,2059,155,10240,359,2568,2291,1825,1582,1438,767,875,226,11933,544,1887,2048,1820,3472,3559,1423,1709,152,16611,344,2011,1524,1199,1400,1910,882,1477,156,10901,68,273,341,266,457,538,251,425,65,2685,140,989,1139,575,647,798,337,487,103,5209,75,195,162,135,241,406,114,393,644,2360,3874,12969,13273,12028,18757,29951,14352,28519,2151,135879
119,620,823,1210,1522,5116,7203,3399,6809,370,27082,1606,3760,4465,4351,11975,14577,4747,6559,657,52698,633,1977,2912,2738,7203,8324,3282,4050,827,31953,785,4358,4879,4148,4503,3126,1328,1642,568,25329,1197,3402,4408,4029,10752,8346,2547,2460,484,37624,744,5637,4606,3198,4287,3360,1176,1576,465,25057,409,1199,1664,1748,4234,3593,1637,2572,505,17558,595,3973,5068,3020,5021,3507,1308,1452,632,24573,203,396,406,322,872,813,227,312,1986,5537,6791,25529,29620,25067,53963,52848,19650,27434,6504,247411
120,572,605,1034,1319,3331,6166,3370,7452,209,24054,1614,3399,4005,4250,8977,13838,5728,9069,416,51289,276,739,1385,1057,2596,3473,1494,2174,247,13455,395,2504,2536,1922,1883,1569,632,789,203,12430,613,1885,2525,2127,5417,4454,1705,1676,219,20626,358,2547,2178,1469,1995,1971,856,1271,181,12826,88,308,479,386,906,843,394,649,96,4161,184,1538,2004,951,1355,1133,462,581,207,8423,75,211,231,167,417,507,140,270,848,2867,4173,13754,16377,13646,26887,33951,14778,23926,2624,150117
121,872,1352,1760,2195,4314,9578,5611,13847,272,39799,2476,5968,6527,6402,11629,20932,9410,17019,629,80982,285,914,1144,1026,2466,3504,1552,2233,158,13297,511,4197,2987,2222,1918,1631,799,905,202,15372,740,3333,3674,2928,5486,5678,2278,2608,207,26931,471,3746,2328,1665,2006,2551,1155,1800,173,15888,84,363,320,294,631,530,259,479,41,2999,197,1855,1271,866,973,855,310,448,120,6901,105,333,240,220,424,654,205,516,860,3551,5740,22058,20241,17824,29832,45918,21590,39856,2668,205722
122,565,755,1132,1583,2458,5459,3329,8595,202,24082,1257,3180,3802,3751,4517,8537,4193,7561,293,37083,344,884,1030,1205,2434,4174,1772,2656,210,14705,425,2985,2281,1873,1654,1325,730,786,187,12242,512,2404,2717,2355,3300,3238,1336,1456,164,17481,349,2723,1694,1305,1491,1839,851,1422,125,11805,91,365,336,316,885,636,363,514,57,3554,208,1666,1055,766,1003,959,344,512,104,6623,73,187,140,148,210,357,129,299,562,2109,3831,15149,14192,13312,17939,26520,13033,23787,1908,129685
123,282,360,415,622,2103,2882,1742,3851,152,12406,752,1336,1642,1883,4180,4912,1852,2733,232,19511,398,746,806,1054,4141,5087,2428,3203,350,18205,527,2026,1937,2340,2753,1649,939,887,256,13319,690,1570,2138,2308,5693,4015,1420,1377,198,19420,397,2740,1789,1537,2062,1511,644,883,180,11751,336,554,636,875,3242,2515,1553,2682,259,12653,340,2176,1432,1450,2584,2045,855,1032,316,12213,106,161,117,114,444,385,130,248,633,2332,3831,11661,10901,12182,27184,25004,11565,16904,2572,121806
124,401,401,584,796,2519,3591,2183,5126,163,15763,1079,2038,2609,2696,5247,6103,2674,3994,211,26653,477,925,980,1330,4662,5938,2978,3958,360,21611,674,2745,2441,2740,2978,2139,1189,985,246,16136,772,2161,2698,3021,6886,4827,1772,1761,229,24125,454,3342,2003,1654,2126,1729,751,1091,187,13342,348,598,661,921,2970,2704,1580,3351,287,13424,366,2645,1739,1642,2485,2261,929,1345,261,13661,117,148,114,131,516,450,140,274,727,2611,4692,15010,13816,14933,30398,29738,14184,21891,2670,147331
125,455,608,852,1091,4086,5833,2457,4687,256,20323,1315,2805,3167,3250,11438,15008,4039,5117,558,46703,485,1595,2174,2116,5674,6748,2648,2933,685,25067,503,2862,3194,2820,3324,2195,987,1211,383,17472,803,2416,2959,2804,9155,6406,1852,1735,348,28483,486,3830,3088,2027,3015,2373,842,1010,297,16959,268,865,1275,1249,3713,2698,1214,1753,368,13397,371,2955,3393,2207,4014,2749,1059,1061,508,18304,136,328,342,272,839,775,188,256,1608,4746,4828,18261,20440,17842,45260,44785,15272,19766,4996,191445
126,293,395,602,715,1962,3519,1815,4040,127,13465,897,2319,2479,2427,6170,8990,3224,4545,260,31318,181,511,692,663,1676,2069,878,1189,132,7978,243,1918,1391,991,988,847,325,379,115,7189,376,1395,1614,1488,3361,2854,968,900,136,13095,222,1770,1233,852,1146,1081,427,672,120,7516,51,217,235,220,501,434,176,305,32,2188,132,1031,804,554,650,544,225,278,90,4309,37,122,93,74,229,272,65,138,498,1538,2436,9684,9147,7980,16686,20612,8103,12443,1506,88601
127,339,550,590,854,2961,3850,1742,3956,251,15094,795,1578,1848,2162,6326,7051,2144,2882,330,25114,438,1329,1435,1662,5688,6606,2609,3263,601,23626,485,2717,2513,2532,2911,2039,944,1337,385,15866,782,2082,2641,2631,7682,5305,1502,1510,333,24458,375,3815,2437,1884,2559,1992,748,950,303,15057,396,1021,1081,1426,5350,3598,1659,2658,449,17630,466,2950,2295,2092,5057,3184,1180,1366,607,19192,136,308,242,236,760,599,172,292,1433,4174,4216,16341,15080,15480,39284,34219,12695,18223,4679,160218
128,410,437,703,939,2097,3880,2459,5835,141,16897,1043,2134,2922,2693,4229,6320,2881,4578,213,27016,381,652,763,985,2771,4387,2061,2930,200,15142,501,2448,1872,1856,1820,1465,885,814,132,11795,553,2030,2842,2593,4003,3689,1413,1476,158,18768,319,2681,1608,1258,1360,1572,668,1067,131,10667,134,319,285,346,860,929,476,896,85,4323,187,1529,790,679,880,945,384,548,115,6054,71,117,121,98,255,320,106,207,472,1774,3602,12360,11900,11447,18287,23502,11344,18354,1642,112434
197,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,0,0,4,0,22,10,0,0,0,6,3,0,3,0,18,9,3,4,0,3,0,0,0,0,16,6,0,0,3,3,3,0,0,0,21,5,3,0,3,3,4,0,0,0,17,7,0,0,0,4,4,0,0,0,10,6,3,0,0,0,0,0,0,3,18,0,0,0,0,0,0,3,0,3,5,43,4,9,10,22,12,4,7,4,130
199,15,12,23,11,38,75,22,80,3,274,44,57,61,52,113,159,52,95,6,649,18,38,36,44,92,115,42,68,24,480,9,60,70,78,54,50,38,60,10,430,12,28,25,29,76,43,20,29,4,261,17,24,32,30,39,39,15,14,12,224,8,20,25,32,73,51,37,80,12,339,23,60,98,91,90,96,46,45,36,582,5,3,6,5,9,10,9,3,47,103,148,298,377,371,584,638,279,475,158,3331
