SA4_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
111,455,9871,725,11055,630,11309,686,12627,1548,20247,1354,23140,2126,18226,1235,21580,3127,18219,1484,22834,3623,16833,1468,21925,2383,13472,1513,17365,1074,6922,1261,9251,330,2403,784,3517,15294,117503,10502,143301,565,9193,618,10367,832,10783,663,12279,2339,19730,1126,23199,3599,18137,1015,22753,5157,17362,1217,23735,5817,16045,1361,23227,3328,14004,1580,18906,1173,8508,1845,11526,221,4392,1791,6408,23022,118151,11218,152388,1021,19062,1345,21430,1459,22097,1346,24899,3885,39973,2480,46339,5729,36357,2252,44331,8282,35587,2702,46563,9435,32879,2831,45143,5704,27471,3093,36273,2245,15429,3100,20775,551,6798,2581,9928,38313,235652,21725,295691
112,309,5784,955,7042,301,4522,586,5403,787,8782,1107,10669,1282,10503,1277,13062,1877,12219,1583,15674,2599,13541,1873,18015,1610,11378,1665,14655,750,5575,1263,7585,232,2129,700,3063,9741,74431,11003,95176,345,5555,838,6731,359,4319,506,5186,1309,9181,1041,11534,2269,11146,1294,14706,3325,12434,1550,17307,4234,13189,1808,19231,2229,10814,1665,14705,888,6442,1632,8968,159,3588,1236,4981,15112,76667,11565,103343,653,11338,1787,13774,660,8836,1089,10593,2094,17964,2152,22204,3549,21647,2571,27770,5199,24652,3133,32981,6833,26733,3680,37248,3833,22194,3334,29358,1639,12019,2891,16550,393,5717,1932,8042,24854,151102,22566,198521
113,243,4371,676,5286,241,4111,587,4940,614,7716,1167,9501,876,7123,1124,9120,1203,7643,1113,9956,1297,7518,1135,9958,837,5614,994,7442,388,3037,750,4180,117,1002,303,1425,5821,48136,7848,61810,304,3995,564,4862,360,4071,387,4821,1022,7702,755,9477,1473,6845,743,9060,1914,7174,840,9933,2184,6727,955,9871,1138,5501,962,7601,483,3447,951,4883,96,1834,604,2528,8980,47296,6762,63034,541,8367,1239,10148,606,8178,978,9761,1638,15420,1922,18982,2350,13965,1865,18179,3122,14820,1950,19887,3483,14252,2090,19828,1975,11113,1953,15046,872,6485,1701,9060,215,2833,910,3951,14801,95433,14610,124846
114,176,3418,555,4149,204,2836,419,3456,521,5326,816,6668,784,5788,805,7371,1194,6884,873,8951,1577,7994,894,10459,1236,8411,1086,10740,643,4316,841,5793,157,1277,406,1843,6487,46248,6692,59435,243,3447,487,4177,248,2538,265,3046,837,5282,484,6606,1332,5883,549,7765,2059,6996,744,9798,2678,7941,888,11510,1661,8528,1132,11320,654,4563,1059,6275,106,1947,695,2743,9821,47116,6298,63242,420,6864,1041,8322,451,5372,684,6505,1354,10609,1304,13270,2113,11675,1355,15139,3256,13882,1611,18747,4253,15937,1784,21971,2901,16940,2223,22062,1296,8875,1900,12069,266,3227,1098,4588,16312,93368,12997,122671
115,341,7796,491,8631,335,6733,316,7380,673,10016,541,11229,1349,13177,665,15195,1912,13778,805,16492,1987,11060,626,13680,1212,8089,555,9857,480,3375,394,4248,127,1083,241,1458,8429,75106,4624,88161,410,7133,455,7991,410,6112,264,6791,1052,10131,540,11728,2292,14049,656,16993,3122,13476,748,17354,3220,10432,615,14264,1677,7943,629,10240,544,3670,503,4715,119,1861,570,2541,12843,74810,4970,92620,754,14925,937,16623,741,12846,576,14165,1727,20147,1085,22958,3641,27228,1317,32188,5037,27255,1550,33842,5205,21497,1241,27940,2887,16033,1183,20102,1025,7043,898,8963,248,2946,808,4003,21270,149913,9597,180785
116,621,10473,1037,12132,683,10214,959,11857,1811,21616,2072,25495,2571,21596,1902,26075,2376,17048,1576,21004,1979,13344,1204,16527,1173,8332,962,10468,459,3365,533,4358,94,964,193,1258,11768,106961,10442,129170,653,9737,899,11288,923,9491,691,11113,3098,22415,1709,27228,3966,20307,1555,25834,3746,16311,1280,21335,3127,13092,1187,17406,1557,8564,1128,11251,438,4214,730,5377,77,1940,300,2314,17597,106069,9480,133145,1271,20208,1937,23419,1606,19708,1657,22967,4914,44035,3779,52724,6539,41904,3458,51901,6127,33360,2855,42341,5110,26439,2392,33933,2727,16894,2091,21714,898,7576,1258,9736,176,2903,494,3575,29358,213032,19921,262316
117,255,5132,808,6194,522,14402,2483,17399,1625,39159,6216,46994,1740,22825,3378,27940,2039,14874,2425,19344,1634,10180,1728,13538,856,6581,1201,8642,392,3146,731,4263,116,957,251,1315,9162,117255,19214,145631,260,5827,796,6881,644,16875,2266,19788,1937,37859,5280,45084,2188,19228,2470,23881,2625,11760,1604,15986,2260,8946,1417,12624,1227,6264,1029,8520,460,3589,738,4790,67,1631,417,2111,11665,111976,16021,139665,514,10958,1602,13077,1159,31281,4749,37189,3561,77017,11498,92073,3932,42046,5847,51826,4657,26636,4029,35329,3886,19128,3143,26163,2079,12843,2235,17164,853,6733,1463,9046,183,2582,668,3426,20829,229234,35232,285297
118,237,5840,654,6741,364,9323,1210,10893,905,21377,3187,25470,1401,16829,2284,20517,1856,12536,1750,16142,1806,8974,1270,12049,1061,7214,1174,9442,524,3884,774,5187,215,1701,394,2306,8361,87683,12706,108747,267,5817,541,6636,416,9653,1033,11105,1275,23531,2890,27691,2060,17175,1891,21123,3079,12260,1407,16745,2915,8931,1184,13031,1739,7692,1196,10629,765,4749,1019,6530,178,3028,833,4037,12696,92846,11997,117535,509,11662,1199,13370,785,18975,2241,21998,2178,44905,6073,53164,3454,34004,4176,41635,4927,24800,3160,32892,4721,17909,2458,25087,2802,14909,2364,20072,1291,8631,1797,11718,389,4725,1223,6342,21060,180527,24701,226282
119,839,15236,1469,17553,1190,18589,1549,21322,3274,40388,3696,47360,4082,31536,2777,38398,4709,27815,2450,34974,4062,23437,2057,29558,2495,16629,1743,20866,1358,9653,1343,12355,442,3854,808,5108,22453,187146,17894,227488,998,14388,1345,16732,1476,17277,1508,20261,4896,39058,3418,47374,6158,30459,2588,39201,7435,26950,2415,36805,6507,22947,2060,31514,3418,16494,1858,21767,1594,11608,1682,14883,308,6662,1345,8313,32787,185836,18218,236840,1835,29623,2819,34280,2668,35860,3052,41586,8169,79443,7113,94731,10239,61989,5365,77600,12144,54769,4860,71779,10566,46386,4114,61067,5912,33118,3605,42634,2949,21265,3027,27238,752,10516,2149,13419,55240,372977,36110,464334
120,308,6070,566,6943,516,9964,976,11456,1326,24436,2443,28205,1799,18472,1648,21916,2315,14682,1320,18323,2135,11176,1064,14384,1208,7836,807,9855,567,4456,525,5554,198,1792,269,2259,10370,98898,9620,118885,309,6025,447,6775,529,9964,891,11388,1775,24540,2349,28660,2778,18574,1658,23012,3950,15017,1342,20302,3507,11469,1114,16098,1914,8371,879,11165,802,5423,670,6892,139,3292,464,3896,15707,102669,9819,128189,620,12091,1012,13724,1041,19929,1868,22842,3097,48971,4794,56865,4577,37044,3304,44928,6262,29697,2667,38627,5647,22653,2186,30476,3121,16210,1685,21016,1369,9883,1192,12447,342,5083,729,6153,26076,201562,19433,247072
121,488,10943,711,12144,441,9817,638,10897,1257,23700,1958,26916,2174,26019,1740,29935,3192,22467,1437,27091,3190,16716,1160,21063,2056,12837,970,15857,954,6958,675,8585,369,2842,489,3699,14122,132300,9775,156196,464,10361,634,11465,575,10005,682,11258,1834,26058,2008,29900,3506,27666,1746,32918,5119,23508,1489,30116,5164,17001,1231,23393,3235,13813,1146,18195,1320,8162,1016,10499,319,5041,1080,6440,21536,141615,11027,174176,959,21306,1343,23610,1014,19824,1323,22159,3090,49756,3967,56816,5681,53686,3488,62855,8309,45981,2919,57205,8354,33720,2387,44459,5294,26643,2114,34053,2269,15122,1694,19085,689,7882,1566,10139,35654,273919,20799,330375
122,204,6777,498,7481,300,5793,390,6485,633,12558,1010,14200,1230,16156,1144,18525,2020,15170,1037,18234,2067,10932,840,13842,1295,8645,733,10672,609,4682,674,5965,217,1824,412,2456,8576,82536,6742,97849,240,6277,421,6932,295,5384,391,6074,956,13432,987,15379,2062,16524,1091,19671,3274,14924,960,19163,3392,10362,829,14581,2003,8839,923,11773,777,5424,912,7121,202,3285,1003,4489,13211,84446,7517,105173,444,13052,918,14412,594,11176,783,12554,1595,25984,1997,29575,3296,32678,2232,38197,5297,30096,1999,37397,5464,21290,1671,28419,3301,17480,1660,22440,1389,10106,1588,13078,424,5105,1414,6945,21787,166976,14257,203023
123,450,8044,817,9308,489,7773,666,8928,1245,15220,1239,17708,1901,14708,1144,17744,2042,13196,1034,16276,1896,11539,979,14415,1206,7567,909,9674,424,2804,549,3776,75,742,275,1090,9735,81584,7608,98925,498,7544,759,8803,646,7650,613,8917,2334,15677,1242,19256,3222,14343,1114,18683,3480,12878,1058,17410,3137,11262,1053,15453,1552,7506,995,10047,424,3341,735,4505,55,1429,599,2083,15350,81633,8177,105160,950,15584,1574,18115,1141,15429,1279,17847,3585,30893,2485,36961,5119,29051,2260,36430,5519,26072,2093,33690,5033,22801,2031,29869,2756,15070,1898,19726,853,6144,1284,8285,133,2166,874,3174,25082,163217,15784,204085
124,468,9093,812,10372,541,8933,813,10285,1280,17547,1737,20562,1961,16757,1549,20265,2406,15718,1364,19488,2428,14440,1256,18122,1524,10196,1055,12772,540,4023,647,5209,112,1191,254,1557,11260,97895,9479,118630,534,8527,749,9806,695,8603,726,10019,2303,17699,1519,21524,3389,16385,1312,21095,4140,15437,1323,20906,4229,14224,1229,19675,2110,10236,1237,13582,622,4995,914,6533,107,2454,452,3017,18127,98567,9460,126160,1005,17615,1561,20179,1237,17533,1538,20301,3584,35252,3254,42089,5347,33145,2862,41356,6550,31157,2690,40393,6652,28661,2486,37803,3636,20433,2294,26357,1162,9025,1557,11739,220,3640,707,4571,29389,196460,18942,244791
125,660,11056,1088,12809,986,14691,1676,17356,2893,37800,4595,45289,3247,28623,3182,35053,3081,20774,2210,26073,2702,16834,1763,21299,1612,11261,1230,14106,768,5941,822,7531,201,2151,412,2761,16152,149135,16988,182276,716,10211,928,11862,1138,12470,1224,14832,4255,34974,3484,42711,4718,24485,2268,31472,4714,19707,1864,26289,4216,16280,1539,22042,2300,11194,1217,14710,871,6995,1037,8903,157,3898,765,4823,23083,140230,14326,177642,1379,21272,2021,24671,2119,27158,2903,32185,7144,72776,8076,87999,7968,53104,5452,66525,7796,40487,4075,52359,6921,33118,3308,43343,3912,22456,2448,28819,1640,12939,1859,16438,351,6049,1183,7583,39237,289360,31317,359916
126,250,5259,304,5813,336,6382,348,7067,764,12587,804,14151,1105,10878,637,12622,1514,9272,549,11332,1504,7656,467,9627,846,5495,381,6720,472,3012,307,3795,158,1434,191,1790,6957,61977,3984,72914,229,4525,264,5016,352,6447,374,7170,1031,12882,788,14699,1688,10966,587,13242,2303,9512,488,12304,2399,7773,486,10656,1259,5541,435,7230,534,3860,456,4845,139,2569,433,3141,9932,64065,4312,78304,481,9786,565,10835,688,12831,720,14231,1791,25468,1592,28852,2797,21845,1225,25863,3813,18781,1039,23636,3905,15425,947,20279,2102,11032,814,13945,1006,6874,758,8639,303,4004,629,4930,16890,126040,8287,151220
127,765,12922,1341,15029,1034,12932,1245,15205,2312,23504,2359,28174,2931,21613,2114,26659,3377,21396,2160,26931,2707,17760,1751,22217,1440,10973,1274,13680,725,5296,787,6809,134,1708,274,2111,15417,128103,13306,156827,905,11889,1215,14007,1314,12254,1096,14665,3673,24009,2281,29957,4917,21546,2154,28617,5279,20134,1937,27349,4574,17062,1753,23386,2096,10782,1361,14236,741,6383,966,8087,121,2889,420,3432,23619,126943,13180,163744,1669,24814,2556,29037,2343,25188,2346,29874,5985,47513,4637,58131,7850,43161,4270,55278,8657,41525,4091,54282,7288,34816,3505,45607,3531,21760,2628,27920,1466,11680,1755,14897,257,4598,695,5545,39040,255052,26484,320571
128,226,6090,394,6716,282,5906,306,6492,716,11276,712,12708,1144,12690,753,14583,1894,12013,734,14637,2168,10405,663,13236,1290,7709,562,9563,553,3972,434,4962,216,1676,224,2123,8493,71748,4773,85021,255,5755,365,6373,343,5557,276,6176,1044,11710,722,13476,2076,12712,704,15494,3096,11766,688,15550,3514,9796,656,13966,1833,7894,643,10370,637,4839,604,6079,185,3177,461,3824,12973,73210,5130,91312,482,11851,764,13095,624,11466,575,12667,1759,22982,1436,26178,3223,25399,1456,30079,4985,23781,1420,30190,5684,20202,1320,27203,3118,15605,1204,19937,1194,8810,1040,11043,399,4859,684,5949,21471,144955,9905,176329
197,0,5,0,3,0,3,0,9,0,8,0,11,0,8,4,18,3,18,0,25,5,14,4,22,0,38,5,48,0,9,9,16,0,3,0,3,12,105,33,157,0,7,0,7,3,0,0,4,3,13,5,24,0,12,3,14,0,19,9,31,11,33,9,53,6,43,14,60,0,11,12,24,0,3,0,7,28,137,54,220,0,12,0,12,0,4,0,9,3,23,7,32,3,21,8,34,6,39,7,50,13,45,18,74,10,73,22,108,0,25,20,42,0,9,0,10,40,247,91,374
