region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC10011,3,0,3,10,3,13,0,0,0,0,0,0,10,3,13,9,0,9,0,0,0,0,0,0,9,0,9,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,30,8,38
SSC10012,63,50,113,148,155,303,50,60,110,12,10,22,210,225,435,90,99,189,53,54,107,16,12,28,159,165,324,8,19,27,7,4,11,23,13,36,19,41,60,0,0,0,57,77,134,45,96,141,24,24,48,7,14,21,37,54,91,0,0,0,113,188,301,3,3,6,3,7,10,0,0,0,6,10,16,170,148,318,778,863,1641
SSC10013,43,54,97,159,158,317,46,55,101,18,18,36,223,231,454,109,101,210,44,31,75,17,15,32,170,147,317,8,8,16,3,6,9,21,6,27,14,20,34,0,0,0,46,40,86,65,57,122,17,24,41,6,10,16,37,41,78,0,0,0,125,132,257,3,0,3,6,9,15,0,0,0,9,9,18,107,93,200,723,706,1429
SSC10014,13,12,25,49,27,76,3,13,16,0,0,0,52,40,92,25,25,50,3,3,6,0,0,0,28,28,56,0,0,0,0,0,0,4,3,7,0,7,7,0,0,0,4,10,14,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,3,6,9,0,0,0,0,3,3,0,0,0,0,3,3,24,24,48,124,123,247
SSC10015,7,19,26,25,23,48,14,16,30,10,6,16,49,45,94,18,10,28,5,9,14,9,10,19,32,29,61,0,0,0,0,0,0,9,5,14,0,8,8,0,0,0,9,13,22,4,6,10,0,0,0,4,0,4,0,6,6,0,0,0,8,12,20,3,3,6,3,3,6,0,0,0,6,6,12,31,29,60,142,153,295
SSC10016,37,39,76,184,181,365,9,10,19,0,5,5,193,196,389,172,166,338,5,8,13,6,8,14,183,182,365,13,13,26,0,11,11,20,15,35,4,18,22,3,0,3,40,57,97,4,16,20,3,3,6,0,0,0,5,3,8,0,3,3,12,25,37,5,7,12,3,8,11,0,0,0,8,15,23,177,198,375,650,712,1362
SSC10017,0,0,0,21,7,28,0,0,0,0,0,0,21,7,28,9,9,18,0,0,0,0,0,0,9,9,18,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,36,22,58
SSC10018,176,182,358,510,531,1041,98,137,235,46,51,97,654,719,1373,391,352,743,136,162,298,45,46,91,572,560,1132,26,33,59,3,24,27,108,40,148,46,81,127,3,0,3,186,178,364,65,110,175,14,21,35,15,21,36,40,59,99,0,0,0,134,211,345,4,5,9,13,58,71,3,0,3,20,63,83,281,266,547,2023,2179,4202
SSC10019,76,73,149,262,235,497,48,41,89,22,15,37,332,291,623,191,197,388,26,48,74,14,13,27,231,258,489,7,26,33,6,22,28,51,30,81,27,41,68,0,4,4,91,123,214,33,39,72,7,13,20,3,5,8,10,22,32,0,0,0,53,79,132,3,6,9,9,18,27,0,0,0,12,24,36,181,197,378,976,1045,2021
SSC10020,44,29,73,54,88,142,53,37,90,24,29,53,131,154,285,73,63,136,27,31,58,67,74,141,167,168,335,8,19,27,16,15,31,29,21,50,34,46,80,4,0,4,91,101,192,43,119,162,20,20,40,3,14,17,31,38,69,0,0,0,97,191,288,3,3,6,11,15,26,0,0,0,14,18,32,217,173,390,761,834,1595
SSC10021,8,4,12,11,18,29,11,12,23,7,4,11,29,34,63,14,16,30,15,12,27,0,4,4,29,32,61,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,467,41,508,533,118,651
SSC10022,24,33,57,64,80,144,34,32,66,10,18,28,108,130,238,24,23,47,13,23,36,11,16,27,48,62,110,17,9,26,17,19,36,17,13,30,43,47,90,0,0,0,94,88,182,67,88,155,53,69,122,12,16,28,106,151,257,0,4,4,238,328,566,8,10,18,21,41,62,0,0,0,29,51,80,286,229,515,827,921,1748
SSC10023,23,28,51,78,94,172,35,35,70,13,10,23,126,139,265,79,46,125,68,76,144,48,37,85,195,159,354,14,6,20,3,0,3,23,9,32,5,9,14,3,3,6,48,27,75,75,94,169,3,7,10,21,4,25,10,18,28,0,0,0,109,123,232,3,0,3,7,18,25,0,0,0,10,18,28,64,52,116,575,546,1121
SSC10024,3,0,3,12,9,21,0,0,0,0,0,0,12,9,21,7,14,21,0,0,0,5,0,5,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,30,37,67
SSC10025,90,82,172,241,253,494,58,47,105,46,31,77,345,331,676,101,126,227,90,65,155,38,30,68,229,221,450,6,12,18,4,7,11,18,10,28,13,37,50,0,0,0,41,66,107,58,84,142,3,25,28,7,17,24,27,40,67,3,0,3,98,166,264,3,4,7,5,17,22,0,3,3,8,24,32,147,207,354,958,1097,2055
SSC10026,3,0,3,8,4,12,4,9,13,0,0,0,12,13,25,7,7,14,5,4,9,0,0,0,12,11,23,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,3,6,9,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,40,37,77
SSC10027,27,25,52,110,100,210,22,24,46,8,16,24,140,140,280,107,112,219,25,17,42,14,17,31,146,146,292,20,13,33,9,26,35,12,7,19,25,43,68,0,0,0,66,89,155,80,108,188,45,34,79,7,6,13,29,39,68,3,3,6,164,190,354,11,12,23,20,26,46,0,3,3,31,41,72,160,162,322,734,793,1527
SSC10028,3,3,6,3,7,10,3,3,6,0,0,0,6,10,16,3,3,6,3,0,3,0,3,3,6,6,12,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,21,31,52
SSC10029,0,6,6,13,6,19,0,0,0,0,0,0,13,6,19,3,10,13,0,0,0,0,0,0,3,10,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,25,25,50
SSC10030,0,3,3,7,12,19,0,0,0,0,0,0,7,12,19,5,11,16,0,0,0,0,0,0,5,11,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,19,33,52
SSC10031,0,6,6,9,11,20,0,13,13,3,3,6,12,27,39,12,5,17,11,8,19,0,0,0,23,13,36,0,0,0,3,0,3,3,0,3,4,3,7,0,0,0,10,3,13,3,0,3,3,3,6,0,0,0,3,3,6,0,0,0,9,6,15,0,0,0,0,3,3,0,0,0,0,3,3,13,11,24,67,69,136
SSC10032,54,48,102,136,134,270,74,50,124,26,21,47,236,205,441,134,128,262,42,45,87,17,29,46,193,202,395,6,7,13,5,10,15,13,9,22,23,40,63,0,0,0,47,66,113,16,15,31,10,20,30,3,3,6,27,40,67,0,0,0,56,78,134,3,0,3,4,19,23,0,0,0,7,19,26,115,131,246,708,749,1457
SSC10033,3,3,6,3,3,6,3,3,6,0,3,3,6,9,15,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,18,34
SSC10034,87,63,150,256,236,492,39,59,98,26,27,53,321,322,643,181,196,377,52,55,107,23,11,34,256,262,518,16,25,41,13,21,34,55,15,70,26,37,63,0,0,0,110,98,208,40,53,93,16,14,30,10,12,22,16,25,41,0,0,0,82,104,186,7,7,14,6,24,30,0,0,0,13,31,44,381,406,787,1250,1286,2536
SSC10035,3,3,6,5,9,14,3,3,6,12,4,16,20,16,36,6,17,23,0,3,3,4,0,4,10,20,30,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,48,46,94
SSC10036,3,0,3,13,10,23,0,3,3,0,0,0,13,13,26,3,5,8,3,3,6,0,0,0,6,8,14,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,9,27,49,33,82
SSC10037,0,3,3,0,3,3,5,0,5,0,0,0,5,3,8,6,5,11,3,3,6,0,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,24,23,47
SSC10038,36,25,61,181,121,302,8,13,21,19,14,33,208,148,356,121,111,232,8,7,15,31,27,58,160,145,305,6,8,14,3,7,10,28,4,32,13,20,33,0,0,0,50,39,89,22,17,39,3,0,3,0,10,10,5,24,29,0,0,0,30,51,81,0,0,0,0,15,15,0,0,0,0,15,15,119,115,234,603,538,1141
SSC10039,92,74,166,179,157,336,54,58,112,46,42,88,279,257,536,66,42,108,25,56,81,59,47,106,150,145,295,9,10,19,12,14,26,10,8,18,41,61,102,0,0,0,72,93,165,110,148,258,69,86,155,15,21,36,96,132,228,0,3,3,290,390,680,7,4,11,23,37,60,0,0,0,30,41,71,247,247,494,1160,1247,2407
SSC10040,15,11,26,26,28,54,36,23,59,12,14,26,74,65,139,24,17,41,35,30,65,21,20,41,80,67,147,3,4,7,3,0,3,13,3,16,5,3,8,0,0,0,24,10,34,11,22,33,6,4,10,0,3,3,3,8,11,0,0,0,20,37,57,0,5,5,0,6,6,0,0,0,0,11,11,39,23,62,252,224,476
SSC10041,20,24,44,78,88,166,13,10,23,5,0,5,96,98,194,30,27,57,36,24,60,3,9,12,69,60,129,4,6,10,3,0,3,13,8,21,5,11,16,0,0,0,25,25,50,4,16,20,0,4,4,3,3,6,4,9,13,0,0,0,11,32,43,3,0,3,3,5,8,0,0,0,6,5,11,52,47,99,279,291,570
SSC10042,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14
SSC10043,6,3,9,17,11,28,0,4,4,0,0,0,17,15,32,18,7,25,4,6,10,0,0,0,22,13,35,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,3,7,10,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,3,3,26,19,45,74,66,140
SSC10044,0,0,0,7,11,18,0,0,0,0,0,0,7,11,18,5,8,13,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,30,34,64
SSC10045,16,15,31,43,43,86,5,3,8,16,19,35,64,65,129,18,27,45,13,3,16,18,19,37,49,49,98,0,0,0,3,0,3,9,5,14,8,9,17,0,0,0,20,14,34,12,19,31,0,3,3,5,4,9,7,12,19,0,0,0,24,38,62,0,4,4,3,3,6,0,0,0,3,7,10,18,26,44,194,214,408
SSC10046,13,10,23,35,36,71,12,5,17,9,10,19,56,51,107,27,28,55,7,3,10,4,4,8,38,35,73,4,4,8,0,3,3,9,4,13,9,4,13,0,0,0,22,15,37,11,9,20,0,0,0,0,0,0,6,11,17,0,0,0,17,20,37,0,0,0,0,4,4,4,0,4,4,4,8,33,34,67,183,169,352
SSC10047,4,0,4,4,5,9,0,4,4,4,7,11,8,16,24,5,9,14,0,0,0,4,0,4,9,9,18,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,6,6,0,0,0,3,3,6,0,0,0,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,41,42,83
SSC10048,5,0,5,17,13,30,0,0,0,0,0,0,17,13,30,11,15,26,0,0,0,0,0,0,11,15,26,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,7,9,16,40,45,85
SSC10049,13,8,21,35,35,70,0,3,3,0,3,3,35,41,76,30,28,58,5,3,8,3,3,6,38,34,72,4,3,7,0,5,5,5,10,15,4,3,7,0,3,3,13,24,37,3,5,8,0,3,3,3,3,6,3,8,11,0,0,0,9,19,28,0,3,3,4,4,8,0,0,0,4,7,11,32,47,79,144,180,324
SSC10050,0,4,4,10,5,15,4,0,4,4,0,4,18,5,23,18,8,26,0,0,0,0,0,0,18,8,26,0,0,0,0,0,0,3,0,3,3,5,8,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,14,9,23,59,31,90
SSC10051,8,9,17,35,26,61,0,4,4,0,0,0,35,30,65,13,24,37,0,7,7,0,3,3,13,34,47,0,0,0,0,0,0,5,0,5,0,12,12,0,0,0,5,12,17,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,19,30,49,80,121,201
SSC10052,6,0,6,4,0,4,9,14,23,0,0,0,13,14,27,8,8,16,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,3,3,0,0,0,0,3,3,5,3,8,35,37,72
SSC10053,206,200,406,635,592,1227,118,99,217,178,189,367,931,880,1811,468,488,956,99,105,204,302,265,567,869,858,1727,52,71,123,42,60,102,90,65,155,100,154,254,6,8,14,290,358,648,695,1018,1713,264,226,490,59,66,125,166,254,420,3,9,12,1187,1573,2760,20,9,29,19,51,70,0,0,0,39,60,99,768,893,1661,4290,4822,9112
SSC10054,71,66,137,221,224,445,48,48,96,42,29,71,311,301,612,168,201,369,51,45,96,25,25,50,244,271,515,23,21,44,14,21,35,29,8,37,42,35,77,4,3,7,112,88,200,105,111,216,38,28,66,18,13,31,40,45,85,3,5,8,204,202,406,22,16,38,19,42,61,3,0,3,44,58,102,410,349,759,1396,1335,2731
SSC10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SSC10056,3,0,3,6,12,18,3,0,3,0,0,0,9,12,21,6,3,9,3,3,6,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,7,0,4,4,0,0,0,0,0,0,3,3,6,0,0,0,3,7,10,0,0,0,0,3,3,0,0,0,0,3,3,14,18,32,41,50,91
SSC10057,5,4,9,15,18,33,3,0,3,0,3,3,18,21,39,12,6,18,0,3,3,3,3,6,15,12,27,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,0,3,0,3,3,0,0,0,3,0,3,0,0,0,6,3,9,0,3,3,0,0,0,0,0,0,0,3,3,18,23,41,66,66,132
SSC10058,82,67,149,252,289,541,35,18,53,27,20,47,314,327,641,97,114,211,58,36,94,62,74,136,217,224,441,13,15,28,14,21,35,11,3,14,26,58,84,0,3,3,64,100,164,136,171,307,48,60,108,21,16,37,77,96,173,3,3,6,285,346,631,16,23,39,37,53,90,0,0,0,53,76,129,184,187,371,1199,1327,2526
SSC10059,27,31,58,96,82,178,51,55,106,13,7,20,160,144,304,47,56,103,55,52,107,21,16,37,123,124,247,9,6,15,0,5,5,18,7,25,3,12,15,0,0,0,30,30,60,38,33,71,8,6,14,3,3,6,10,28,38,3,0,3,62,70,132,5,0,5,11,3,14,0,0,0,16,3,19,64,71,135,482,473,955
SSC10060,0,4,4,12,12,24,3,3,6,0,0,0,15,15,30,7,12,19,0,0,0,0,0,0,7,12,19,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,3,0,3,0,0,0,3,0,3,9,4,13,37,44,81
SSC10061,0,4,4,12,16,28,0,0,0,3,3,6,15,19,34,11,8,19,0,0,0,0,0,0,11,8,19,0,0,0,3,0,3,0,0,0,3,6,9,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,36,44,80
SSC10062,24,24,48,119,96,215,22,23,45,27,24,51,168,143,311,97,111,208,15,13,28,6,12,18,118,136,254,10,9,19,8,12,20,9,12,21,8,16,24,0,3,3,35,52,87,12,19,31,4,5,9,0,7,7,3,6,9,0,0,0,19,37,56,4,4,8,3,11,14,0,0,0,7,15,22,156,184,340,527,591,1118
SSC10063,122,115,237,376,350,726,157,156,313,41,40,81,574,546,1120,264,266,530,128,117,245,114,83,197,506,466,972,58,71,129,76,104,180,45,25,70,89,144,233,3,3,6,271,347,618,491,491,982,249,225,474,39,39,78,152,227,379,6,11,17,937,993,1930,99,102,201,58,113,171,4,8,12,161,223,384,943,876,1819,3514,3566,7080
SSC10064,9,14,23,41,44,85,0,0,0,0,0,0,41,44,85,26,32,58,0,0,0,0,0,0,26,32,58,0,4,4,0,0,0,0,3,3,7,5,12,0,0,0,7,12,19,3,0,3,0,0,0,0,0,0,0,4,4,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,29,28,57,115,134,249
