region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC10011,0,0,0,32,31,63,0,0,0,3,3,6,0,0,0,22,28,50,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,71,78,149,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,22,49,3,3,6,10,7,17,116,110,226
SSC10012,24,34,58,543,668,1211,0,0,0,31,43,74,0,0,0,718,891,1609,0,0,0,101,87,188,10,10,20,0,7,7,14,7,21,3,0,3,6,7,13,24,30,54,61,90,151,4,7,11,6,9,15,148,193,341,45,61,106,3,3,6,1717,2113,3830,15,6,21,11,8,19,0,3,3,0,0,0,4,3,7,4,3,7,686,590,1276,40,15,55,214,160,374,2711,2932,5643
SSC10013,18,24,42,566,582,1148,0,0,0,79,63,142,3,3,6,673,761,1434,0,4,4,116,121,237,0,0,0,8,6,14,10,11,21,0,0,0,7,3,10,17,18,35,130,104,234,6,5,11,7,5,12,165,223,388,35,45,80,3,3,6,1825,1957,3782,17,14,31,4,4,8,0,3,3,0,0,0,3,6,9,3,6,9,545,462,1007,16,12,28,143,121,264,2571,2603,5174
SSC10014,0,0,0,183,194,377,0,0,0,3,3,6,0,0,0,129,129,258,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,15,12,27,3,3,6,0,0,0,10,11,21,3,4,7,0,0,0,352,365,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,41,102,0,0,0,30,33,63,443,439,882
SSC10015,4,0,4,92,129,221,0,0,0,7,0,7,0,0,0,140,106,246,0,0,0,20,17,37,7,0,7,0,0,0,0,3,3,0,0,0,0,0,0,8,14,22,8,15,23,3,0,3,0,0,0,11,8,19,7,7,14,0,0,0,303,299,602,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,75,57,132,0,4,4,38,39,77,426,399,825
SSC10016,20,23,43,367,512,879,0,0,0,13,17,30,0,0,0,403,514,917,0,0,0,8,26,34,8,14,22,52,50,102,3,3,6,0,3,3,10,16,26,15,25,40,30,50,80,11,13,24,27,31,58,43,52,95,36,44,80,3,4,7,1029,1374,2403,3,4,7,64,58,122,0,0,0,3,3,6,4,16,20,7,19,26,308,286,594,3,12,15,149,147,296,1583,1923,3506
SSC10017,0,0,0,11,7,18,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,10,29,0,0,0,0,0,0,0,0,0,35,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,66,0,0,0,4,0,4,79,53,132
SSC10018,29,43,72,1687,1871,3558,0,0,0,42,46,88,0,0,0,1819,2081,3900,17,24,41,95,101,196,20,25,45,0,5,5,43,54,97,0,0,0,9,10,19,81,86,167,201,251,452,20,25,45,11,11,22,367,424,791,109,106,215,3,8,11,4524,5128,9652,3,3,6,10,12,22,5,0,5,0,0,0,4,15,19,4,15,19,1313,1038,2351,49,26,75,338,331,669,6275,6596,12871
SSC10019,14,23,37,912,1088,2000,0,0,0,28,29,57,0,0,0,976,1031,2007,3,3,6,49,47,96,28,29,57,3,6,9,28,28,56,0,0,0,4,13,17,44,62,106,101,127,228,17,15,32,5,9,14,151,168,319,48,45,93,0,3,3,2397,2703,5100,0,3,3,15,12,27,0,0,0,0,0,0,9,12,21,9,12,21,732,604,1336,20,18,38,216,226,442,3403,3601,7004
SSC10020,20,29,49,418,507,925,0,0,0,11,20,31,0,0,0,663,752,1415,3,3,6,21,32,53,0,4,4,0,4,4,49,49,98,8,0,8,12,3,15,15,17,32,84,82,166,4,5,9,4,3,7,135,199,334,30,50,80,0,4,4,1457,1734,3191,41,43,84,15,11,26,3,10,13,0,0,0,15,6,21,15,6,21,536,528,1064,36,14,50,252,183,435,2375,2558,4933
SSC10021,0,0,0,88,93,181,0,0,0,7,0,7,0,0,0,92,103,195,0,0,0,0,3,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,11,22,7,4,11,3,3,6,34,29,63,6,8,14,0,0,0,251,265,516,0,0,0,3,3,6,0,0,0,0,0,0,0,4,4,0,4,4,51,55,106,3,0,3,476,43,519,784,370,1154
SSC10022,97,139,236,371,355,726,0,0,0,26,28,54,0,0,0,764,831,1595,3,3,6,87,93,180,8,5,13,3,10,13,19,18,37,3,3,6,3,6,9,27,32,59,71,66,137,3,5,8,0,3,3,55,62,117,28,37,65,3,4,7,1474,1561,3035,23,28,51,41,36,77,31,39,70,9,0,9,12,18,30,21,18,39,1515,1240,2755,71,37,108,376,303,679,3649,3401,7050
SSC10023,19,18,37,296,286,582,0,0,0,48,57,105,5,0,5,534,613,1147,0,0,0,276,265,541,0,0,0,5,3,8,10,8,18,7,15,22,0,7,7,14,10,24,48,26,74,12,19,31,0,0,0,65,65,130,18,22,40,0,0,0,1338,1396,2734,22,28,50,43,32,75,3,0,3,0,0,0,0,0,0,0,0,0,171,116,287,9,7,16,62,38,100,1667,1635,3302
SSC10024,0,0,0,62,53,115,0,0,0,3,6,9,0,0,0,25,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,4,11,15,6,7,13,0,0,0,110,105,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,63,0,0,0,4,9,13,147,144,291
SSC10025,39,69,108,681,848,1529,0,0,0,23,28,51,0,5,5,941,1048,1989,3,5,8,53,64,117,11,11,22,0,0,0,16,54,70,8,8,16,3,3,6,26,26,52,90,114,204,3,0,3,0,3,3,123,121,244,33,56,89,0,0,0,2014,2394,4408,18,15,33,21,19,40,9,12,21,0,0,0,18,16,34,18,16,34,837,728,1565,33,32,65,227,244,471,3216,3529,6745
SSC10026,3,0,3,48,55,103,0,0,0,5,4,9,0,0,0,45,48,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,4,0,4,0,0,0,7,9,16,0,0,0,0,0,0,114,128,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39,0,0,0,12,10,22,149,157,306
SSC10027,157,244,401,206,238,444,3,3,6,29,32,61,0,0,0,481,562,1043,3,3,6,260,264,524,10,7,17,3,5,8,9,3,12,41,44,85,4,6,10,20,21,41,42,39,81,4,6,10,3,7,10,33,48,81,50,59,109,3,0,3,1204,1347,2551,99,75,174,155,136,291,14,16,30,0,0,0,28,27,55,28,27,55,737,738,1475,16,7,23,190,179,369,2600,2769,5369
SSC10028,0,3,3,16,21,37,0,0,0,3,0,3,0,0,0,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,0,3,3,7,10,0,0,0,39,44,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,0,0,0,9,15,24,68,82,150
SSC10029,3,3,6,37,30,67,0,0,0,0,4,4,0,0,0,33,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,3,3,0,0,0,3,7,10,0,0,0,0,0,0,79,73,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28,0,0,0,6,3,9,103,92,195
SSC10030,0,3,3,46,57,103,0,0,0,3,0,3,0,0,0,14,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,4,5,9,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,80,88,168,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,29,13,42,0,3,3,0,0,0,109,110,219
SSC10031,3,3,6,45,41,86,0,0,0,4,3,7,0,0,0,64,63,127,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,15,0,0,0,9,4,13,14,19,33,7,9,16,0,0,0,158,152,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,73,0,0,0,21,17,38,217,210,427
SSC10032,20,39,59,597,776,1373,0,0,0,85,110,195,4,3,7,581,669,1250,8,3,11,13,5,18,8,14,22,9,16,25,15,15,30,3,0,3,0,3,3,35,48,83,105,164,269,15,15,30,47,61,108,187,270,457,70,93,163,7,8,15,1789,2273,4062,4,4,8,0,0,0,3,0,3,0,0,0,11,11,22,11,11,22,585,575,1160,30,20,50,141,143,284,2583,3065,5648
SSC10033,0,0,0,28,22,50,0,0,0,0,0,0,0,0,0,17,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,10,6,16,3,3,6,0,0,0,61,74,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,5,0,5,76,80,156
SSC10034,63,70,133,726,764,1490,3,4,7,52,53,105,16,11,27,991,1124,2115,4,11,15,95,95,190,21,36,57,32,41,73,14,12,26,13,5,18,3,6,9,44,45,89,90,86,176,11,13,24,12,14,26,72,97,169,75,80,155,6,5,11,2280,2502,4782,45,43,88,124,111,235,0,0,0,0,0,0,18,32,50,18,32,50,574,449,1023,30,16,46,408,448,856,3542,3671,7213
SSC10035,5,0,5,43,41,84,0,0,0,0,0,0,0,0,0,22,18,40,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,4,9,11,9,20,0,3,3,0,0,0,81,82,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,41,93,0,3,3,10,4,14,148,130,278
SSC10036,3,0,3,60,59,119,0,0,0,0,4,4,0,0,0,57,53,110,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,5,6,11,6,0,6,0,0,0,137,134,271,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,28,17,45,0,0,0,21,12,33,192,166,358
SSC10037,3,0,3,20,24,44,0,0,0,3,3,6,0,0,0,19,22,41,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,48,56,104,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,29,20,49,0,0,0,11,12,23,91,94,185
SSC10038,15,21,36,499,542,1041,0,0,0,22,40,62,0,0,0,455,478,933,4,3,7,12,9,21,4,6,10,0,0,0,20,24,44,0,0,0,0,4,4,14,21,35,63,65,128,4,0,4,4,5,9,92,108,200,69,74,143,0,3,3,1262,1382,2644,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,3,3,6,422,347,769,10,13,23,138,108,246,1853,1874,3727
SSC10039,98,139,237,476,566,1042,3,0,3,11,21,32,0,0,0,992,1190,2182,0,4,4,112,119,231,12,14,26,3,5,8,27,15,42,11,5,16,13,5,18,18,20,38,78,90,168,3,3,6,3,3,6,68,96,164,33,56,89,3,3,6,1866,2215,4081,20,24,44,37,33,70,31,39,70,0,0,0,30,31,61,30,31,61,1629,1679,3308,73,50,123,341,334,675,4125,4544,8669
SSC10040,6,0,6,140,147,287,0,0,0,14,9,23,6,7,13,287,266,553,4,6,10,3,8,11,0,0,0,0,0,0,5,4,9,0,0,0,4,0,4,10,21,31,21,19,40,0,0,0,0,3,3,47,42,89,13,16,29,13,7,20,567,555,1122,0,0,0,5,3,8,0,0,0,0,0,0,4,4,8,4,4,8,77,83,160,4,0,4,39,22,61,702,667,1369
SSC10041,3,7,10,333,322,655,0,0,0,4,4,8,0,0,0,298,305,603,0,0,0,8,16,24,3,0,3,3,0,3,4,8,12,0,0,0,3,0,3,7,7,14,14,16,30,4,4,8,0,0,0,15,29,44,8,11,19,0,0,0,704,722,1426,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,152,124,276,0,0,0,40,46,86,902,902,1804
SSC10042,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,29,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,32,24,56
SSC10043,0,4,4,61,63,124,0,0,0,0,3,3,0,0,0,31,51,82,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,3,4,7,15,10,25,3,3,6,3,0,3,15,13,28,4,8,12,0,3,3,141,161,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,52,132,3,3,6,35,34,69,259,254,513
SSC10044,3,3,6,39,45,84,0,0,0,0,0,0,0,0,0,23,32,55,3,0,3,0,3,3,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,8,12,0,0,0,0,0,0,80,91,171,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,41,32,73,7,3,10,19,10,29,153,142,295
SSC10045,5,7,12,132,166,298,0,0,0,9,18,27,0,0,0,188,190,378,0,0,0,4,0,4,0,5,5,0,0,0,4,3,7,0,0,0,3,3,6,14,20,34,22,19,41,0,0,0,5,8,13,47,43,90,19,18,37,0,0,0,447,493,940,0,3,3,0,0,0,5,0,5,0,0,0,3,0,3,3,0,3,126,123,249,6,10,16,39,38,77,631,674,1305
SSC10046,3,9,12,179,188,367,0,0,0,18,15,33,0,0,0,161,122,283,0,0,0,4,3,7,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,10,8,18,18,30,48,5,11,16,3,12,15,55,69,124,13,10,23,3,0,3,472,473,945,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,175,143,318,3,9,12,41,49,90,697,683,1380
SSC10047,0,0,0,41,44,85,0,0,0,10,4,14,0,0,0,24,28,52,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,3,3,16,10,26,3,0,3,0,0,0,104,103,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,38,3,0,3,20,11,31,143,136,279
SSC10048,3,3,6,42,53,95,0,0,0,0,4,4,0,0,0,41,55,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,4,0,4,0,0,0,21,19,40,9,8,17,0,0,0,120,144,264,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,4,4,35,21,56,4,0,4,13,14,27,175,190,365
SSC10049,3,4,7,175,196,371,0,0,0,18,16,34,0,0,0,159,141,300,0,0,0,26,32,58,3,6,9,3,3,6,3,0,3,0,0,0,0,0,0,5,6,11,19,20,39,5,9,14,4,5,9,45,57,102,7,6,13,0,0,0,472,497,969,3,0,3,0,0,0,0,0,0,0,0,0,6,3,9,6,3,9,168,136,304,3,3,6,34,38,72,689,681,1370
SSC10050,0,3,3,33,37,70,0,0,0,0,0,0,0,0,0,49,40,89,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,10,16,3,3,6,3,3,6,3,6,9,14,6,20,0,0,0,118,105,223,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,73,35,108,3,3,6,26,17,43,224,163,387
SSC10051,0,0,0,115,110,225,0,0,0,27,18,45,0,0,0,68,88,156,0,0,0,3,0,3,0,0,0,0,0,0,8,14,22,0,0,0,0,0,0,3,3,6,12,20,32,0,0,0,0,3,3,33,25,58,0,4,4,0,0,0,269,285,554,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,40,37,77,3,0,3,22,31,53,337,353,690
SSC10052,0,0,0,26,35,61,0,0,0,0,3,3,0,0,0,42,43,85,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,3,3,34,24,58,0,0,0,0,0,0,16,9,25,0,0,0,0,0,0,121,120,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23,0,0,0,9,9,18,142,140,282
SSC10053,124,158,282,2642,3257,5899,0,0,0,86,112,198,94,101,195,2390,2695,5085,20,14,34,33,27,60,40,53,93,19,19,38,45,41,86,6,4,10,13,10,23,71,99,170,471,618,1089,48,66,114,53,92,145,374,488,862,175,219,394,13,14,27,6593,7929,14522,48,48,96,205,148,353,11,7,18,3,3,6,57,69,126,60,72,132,2495,2331,4826,148,81,229,976,1034,2010,10660,11808,22468
SSC10054,98,99,197,254,237,491,0,0,0,17,20,37,0,0,0,819,867,1686,3,3,6,648,666,1314,4,7,11,15,22,37,12,13,25,41,35,76,4,10,14,16,24,40,51,42,93,13,42,55,4,10,14,42,42,84,55,71,126,6,4,10,2004,2115,4119,85,80,165,1111,1097,2208,6,7,13,0,0,0,17,7,24,17,7,24,532,470,1002,31,25,56,351,285,636,4235,4185,8420
SSC10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,9,3,12
SSC10056,0,0,0,84,77,161,0,0,0,0,0,0,0,0,0,48,49,97,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,4,4,21,18,39,0,0,0,0,0,0,16,22,38,0,10,10,0,0,0,169,186,355,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,57,112,0,5,5,21,18,39,250,266,516
SSC10057,0,5,5,65,60,125,0,0,0,0,0,0,0,0,0,36,45,81,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,10,17,27,0,0,0,0,0,0,12,18,30,4,4,8,0,0,0,139,149,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,44,98,3,3,6,35,36,71,231,237,468
