UCL_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
UCL112002,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,16,64,0,0,0,0,0,85,0,0,0,3,4,6,6,18,5,49,0,4,17,45,33,29,23,9,5,171,0,0,0,0,0,0,0,0,0,3,0,9,0,16,5,0,0,0,0,27,0,0,0,0,5,5,0,0,0,11,0,7,14,62,22,15,5,3,0,136,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,14,10,16,5,67,0,0,6,7,0,0,0,4,0,5,0,6,12,25,11,4,13,0,0,66,0,9,5,23,5,5,4,0,0,45,0,0,0,0,0,0,5,0,0,10,0,0,6,23,12,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,5,9,17,4,5,7,0,0,50
UCL112003,0,0,0,0,0,6,6,6,0,20,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,11,0,0,0,9,8,8,23,17,6,64,0,0,7,57,52,80,56,24,11,279,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,4,8,0,0,0,10,0,7,6,51,16,15,18,8,0,122,0,0,0,13,12,11,13,3,0,55,0,0,0,0,5,0,0,0,0,3,0,4,0,6,16,23,32,19,8,106,0,3,0,0,4,3,0,0,0,19,0,0,0,20,13,10,11,6,0,52,0,0,0,3,3,5,5,0,0,15,0,0,0,8,0,0,0,0,0,9,0,0,3,26,9,15,3,0,0,56,0,0,0,3,0,0,0,0,0,3,3,7,0,28,24,29,27,15,4,130
UCL112004,0,0,0,0,0,0,6,9,0,18,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,4,9,123,0,4,0,0,0,144,0,0,0,0,6,4,20,14,3,49,0,4,9,32,33,39,47,37,4,205,0,0,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,18,0,0,4,33,9,6,4,0,0,58,0,0,0,4,0,6,8,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,14,35,23,8,84,0,0,0,0,4,3,0,4,0,10,0,4,3,21,28,17,18,16,0,108,0,0,0,6,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,15,0,3,3,24,4,4,0,0,0,47,0,0,0,4,0,0,0,0,0,6,0,8,10,20,11,11,10,10,0,86
UCL112005,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,10,6,0,13,0,3,6,24,22,20,19,7,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,8,0,0,8,32,7,15,15,4,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,6,17,12,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,9,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,28,5,11,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,6,0,0,0,17
UCL112006,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,14,21,305,4,5,7,0,0,344,0,0,0,0,0,4,13,5,3,27,0,9,7,41,24,24,19,3,4,132,0,0,0,0,0,0,0,0,0,0,0,3,6,51,0,0,0,0,0,65,0,0,3,0,4,6,3,0,0,13,0,10,22,97,35,17,11,9,0,199,0,0,0,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,9,0,23,0,6,0,0,0,0,0,0,0,9,0,14,7,26,7,3,0,3,4,64,0,12,8,41,11,5,4,4,0,84,0,0,0,23,0,0,0,0,0,25,0,6,0,14,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,4,0,0,29
UCL112007,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,15,0,0,4,9,5,6,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL112008,0,0,0,0,0,6,3,4,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,0,0,40,0,0,0,0,0,3,11,10,3,32,0,0,0,16,14,35,40,17,8,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,26,21,12,9,0,0,78,0,0,0,0,0,3,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,23,19,4,55,0,0,0,0,0,0,3,0,0,11,0,3,0,3,7,0,10,3,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,14,8,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,12,0,0,28
UCL112009,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,55,6,0,0,0,0,71,0,0,0,0,0,0,12,8,0,18,0,5,6,24,19,26,18,5,5,111,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,3,0,9,7,50,15,11,19,0,0,114,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,12,3,29,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,0,3,0,0,15,0,0,0,5,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,9,0,0,0,13,15,3,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,4,3,10,7,5,0,0,26
UCL112010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,29,33,87,15,15,9,4,0,188,0,0,0,0,0,0,0,0,0,0,0,9,15,30,3,0,0,0,0,59,0,0,0,0,5,0,0,0,0,5,6,18,8,85,26,29,12,4,0,192,0,0,0,0,0,0,0,0,0,0,0,10,25,16,28,10,3,0,0,94,0,0,0,5,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,6,8,20,9,6,0,0,0,56,0,3,0,7,4,0,3,0,0,19,5,0,8,65,0,0,0,0,0,75,0,0,0,11,5,4,4,0,0,24,0,0,5,8,16,5,4,0,0,36,0,0,0,7,6,3,0,0,0,16
UCL112011,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,12,0,3,0,17,19,11,14,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,36,10,15,8,4,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,6,10,4,32,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,12
UCL112012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,20,0,0,0,0,0,5,9,7,0,28,0,4,10,30,38,43,31,14,0,169,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,13,0,0,0,0,3,0,0,0,0,11,0,9,13,47,20,28,16,4,0,138,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,3,4,5,28,0,0,0,0,3,3,0,0,0,8,0,0,3,14,7,4,0,5,0,41,0,4,0,7,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,11,6,0,6,15,15,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,3,22,8,9,8,3,0,53
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
