UCL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
UCL114017,87,6,87,1424,449,61,1939,3695,324,5957
UCL114018,279,53,336,915,404,54,1375,5413,422,7214
UCL114019,109,31,140,778,359,46,1174,3319,1150,5644
UCL114020,160,21,183,1377,421,48,1844,4960,355,7167
UCL114021,296,150,448,1526,513,60,2103,5241,696,8047
UCL114022,334,42,376,622,298,40,955,4288,523,5764
UCL114023,140,11,159,756,300,27,1087,2958,392,4434
UCL114024,284,33,315,1468,575,81,2118,5149,539,7808
UCL114025,156,39,193,1452,349,64,1868,3328,331,5520
UCL114026,140,16,159,976,207,23,1210,3014,174,4401
UCL114027,261,35,291,618,239,15,872,3780,267,4921
UCL114028,134,32,160,785,270,33,1085,2719,240,4042
UCL114029,39,3,41,1131,216,11,1362,2621,173,4146
UCL114030,209,27,234,559,232,23,816,3633,310,4755
UCL114031,116,11,130,1026,325,28,1378,3714,281,5371
UCL114032,61,11,71,941,186,38,1166,2498,185,3846
UCL114033,185,9,199,951,367,40,1361,3532,354,5244
UCL114034,278,23,309,1147,449,61,1652,4333,403,6387
UCL114035,183,30,212,767,332,36,1140,3410,349,4893
UCL114036,273,24,294,701,239,26,964,4180,390,5527
UCL114037,200,36,235,964,357,51,1368,3043,280,4691
UCL114038,287,30,318,1084,365,61,1506,4245,449,6200
UCL115001,31,4,36,301,93,4,396,1032,96,1520
UCL115002,50,3,49,694,288,37,1016,2274,178,3469
UCL115003,12,0,18,689,103,21,816,1160,76,2050
UCL115004,45,11,51,213,96,8,322,1171,81,1573
UCL115005,27,7,35,119,48,6,176,567,126,871
UCL115006,56,5,58,462,78,12,555,1030,138,1717
UCL115007,59,7,67,561,159,26,747,1781,121,2648
UCL115008,80,19,99,96,34,13,141,795,79,1004
UCL115009,35,6,42,258,118,9,387,981,105,1475
UCL115010,45,7,53,106,52,0,157,669,81,904
UCL115011,55,4,57,235,93,15,345,901,79,1322
UCL115012,37,0,42,111,53,5,170,610,73,856
UCL115013,117,67,189,609,270,32,911,2297,335,3543
UCL115014,54,24,85,541,142,46,726,1599,214,2543
UCL115015,59,8,72,188,69,11,264,1146,148,1562
UCL115016,30,4,27,153,42,0,198,579,82,866
UCL115017,163,65,225,323,136,22,479,1462,176,2116
UCL115018,78,0,81,76,35,4,116,742,66,923
UCL115019,101,7,107,647,153,12,819,2850,199,3865
UCL115020,76,3,86,483,147,21,656,1635,94,2382
UCL115021,41,0,46,152,65,6,227,643,70,942
UCL115022,62,3,65,372,168,13,551,1780,83,2415
UCL115023,50,7,57,147,61,6,217,795,152,1164
UCL115024,18,3,26,182,53,9,248,705,221,1175
UCL115025,9,0,9,306,49,4,359,770,45,1170
UCL115026,48,0,46,195,72,16,279,770,117,1170
UCL115027,31,9,34,592,153,9,755,1337,102,2199
UCL115028,127,10,135,328,157,20,508,1512,112,2120
UCL115029,35,0,42,239,70,14,327,1029,109,1464
UCL115030,57,3,60,108,69,4,181,743,70,999
UCL115031,106,20,126,302,116,15,426,1803,112,2345
UCL115032,35,8,41,355,99,4,466,1195,79,1738
UCL115033,27,0,31,842,187,33,1063,1795,113,2979
UCL115034,0,0,0,357,39,11,408,868,68,1342
UCL115035,39,0,39,699,227,29,959,1933,141,3030
UCL115036,77,6,83,365,164,17,553,1995,107,2655
UCL115037,18,3,20,205,79,13,295,639,41,972
UCL115038,41,6,51,166,104,11,279,796,137,1211
UCL115039,57,7,64,478,138,11,628,1589,438,2660
UCL115040,11,0,11,268,84,14,363,817,43,1222
UCL115041,89,17,109,334,152,7,490,1283,267,2040
UCL115042,71,16,86,260,118,10,389,915,92,1393
UCL115043,111,51,159,248,107,20,373,1271,371,2010
UCL115044,58,0,64,280,118,10,404,1158,259,1826
UCL115045,38,6,44,120,62,0,180,649,150,983
UCL115046,12,0,12,243,87,31,356,892,77,1328
UCL115047,108,19,129,243,109,13,369,1289,119,1779
UCL115048,149,11,158,410,205,22,637,2324,141,3106
UCL115049,26,0,27,152,75,10,245,601,57,908
UCL115050,8,3,14,439,101,10,554,903,73,1533
UCL115051,154,44,197,252,100,5,360,1335,194,1889
UCL115052,51,6,59,228,70,8,307,873,86,1264
UCL115053,53,3,51,118,51,6,172,660,60,891
UCL115054,13,0,13,200,61,4,264,585,31,878
UCL115055,90,0,91,289,131,15,437,1301,80,1814
UCL115056,96,33,134,337,179,19,542,1891,281,2714
UCL115057,107,23,132,321,163,22,506,1735,236,2471
UCL115058,80,29,110,133,99,3,233,1105,121,1463
UCL115059,89,13,105,203,84,4,293,1087,202,1585
UCL115060,13,0,13,470,103,20,594,1358,288,2240
UCL115061,80,42,119,148,60,14,214,697,92,999
UCL115062,10,0,10,244,60,4,309,720,34,1066
UCL115063,13,0,13,261,42,8,312,588,21,923
UCL115064,169,6,180,717,298,35,1046,2527,166,3738
UCL115065,80,14,95,273,151,15,448,1293,250,1992
UCL115066,10,0,13,532,111,16,660,1218,84,1962
UCL115067,136,14,152,257,107,15,376,1603,129,2108
UCL115068,30,8,39,128,64,3,197,839,70,1103
UCL115069,108,16,124,216,120,15,349,1279,124,1759
UCL115070,16,3,22,686,136,34,852,1522,98,2483
UCL115071,60,0,61,306,126,11,443,1039,150,1636
UCL115072,15,0,15,260,92,10,365,1109,45,1515
UCL115073,62,7,73,250,129,11,386,1090,175,1652
UCL115074,46,23,70,243,85,9,338,1058,287,1689
UCL115075,40,6,41,93,68,5,167,804,26,994
UCL115076,54,3,53,220,89,9,324,1063,122,1500
UCL115077,110,12,125,234,103,24,361,2466,142,2970
UCL115078,83,4,87,112,92,0,207,967,106,1284
UCL115079,69,12,83,237,126,3,369,1255,247,1874
UCL115080,10,0,6,465,95,23,589,1085,50,1724
UCL115081,35,0,43,154,40,0,194,620,130,954
UCL115082,48,3,49,125,39,6,173,783,121,1077
UCL115083,88,7,91,356,138,15,508,1597,120,2223
UCL115084,63,11,70,152,81,4,228,1257,112,1602
UCL115085,19,11,31,208,89,9,307,650,59,1017
UCL115086,13,0,13,269,83,18,366,1465,101,1931
UCL115087,24,3,22,241,93,11,353,600,91,1039
UCL115088,47,3,48,233,105,9,350,826,51,1230
UCL115089,92,13,98,567,215,24,807,2272,1048,4126
UCL115090,42,5,40,116,51,4,167,759,109,1041
UCL115091,14,0,14,169,72,10,245,835,119,1204
UCL115092,73,5,77,314,64,12,396,998,89,1475
UCL115093,45,0,49,177,56,4,244,711,16,965
UCL115094,94,49,149,322,126,18,464,1561,253,2283
UCL115095,37,4,38,151,55,9,219,567,117,905
UCL115096,72,3,80,563,198,17,783,2500,126,3401
UCL115097,35,7,39,335,136,17,490,1621,164,2268
UCL115098,30,8,30,142,59,7,211,671,258,1148
UCL115099,134,19,161,405,159,26,589,1713,181,2485
UCL115100,179,24,202,273,158,13,450,1703,182,2335
UCL115101,44,11,58,280,136,17,435,1453,138,2026
UCL115102,60,8,65,238,87,8,331,1176,158,1665
UCL115103,50,3,51,139,36,3,183,560,95,834
UCL115104,113,6,123,189,100,11,298,916,76,1286
UCL115105,60,15,77,228,99,18,341,855,118,1314
UCL115106,92,27,119,327,128,19,469,1625,238,2331
UCL115107,61,9,72,583,172,47,800,1849,271,2916
UCL115108,8,0,4,476,106,12,596,947,38,1586
UCL115109,120,12,134,353,148,17,517,2228,213,2957
UCL115110,146,9,155,491,180,29,700,2071,288,3059
UCL115111,81,34,111,407,199,34,640,1706,404,2749
UCL115112,6,0,6,540,97,18,647,931,62,1636
UCL115113,47,13,62,265,82,3,353,969,98,1417
UCL115114,73,4,75,338,130,14,476,1369,223,2070
UCL115115,70,7,79,744,267,42,1054,2614,371,4037
UCL115116,195,16,213,667,228,35,925,2503,245,3678
UCL115117,106,19,126,148,79,7,238,1119,147,1501
UCL115118,90,10,98,205,86,9,301,1026,80,1412
UCL115119,43,4,52,730,179,22,928,1974,140,3039
UCL115120,26,0,26,741,137,14,891,1557,48,2500
UCL115121,43,3,51,226,119,8,352,1056,135,1537
UCL115122,84,26,109,323,121,19,461,1392,287,2135
UCL115123,17,0,17,262,55,3,322,811,50,1177
UCL115124,51,0,54,811,237,46,1091,2202,205,3503
UCL115125,116,10,129,410,154,15,580,2026,183,2785
UCL115126,18,0,15,141,71,9,218,625,30,880
UCL115127,16,0,13,184,60,7,246,767,81,1093
UCL115128,16,0,20,430,105,28,565,1089,123,1774
UCL115129,16,35,56,313,100,9,421,911,92,1420
UCL115130,171,58,228,313,161,10,485,2540,281,3300
UCL115131,100,15,120,568,216,26,817,2494,183,3495
UCL115132,52,7,61,188,116,6,314,976,65,1361
UCL115133,173,17,185,151,123,10,278,2295,105,2678
UCL115134,182,19,209,495,233,25,748,2411,183,3335
UCL115135,121,13,130,303,90,17,411,1799,189,2398
UCL115136,14,0,20,510,82,9,606,984,58,1644
UCL115137,73,47,120,750,171,16,935,2142,208,3287
UCL115138,9,0,8,471,98,25,598,883,79,1559
UCL115139,90,20,115,276,120,18,419,1562,251,2225
UCL115140,29,0,29,147,64,10,225,754,71,1050
UCL115141,53,14,64,197,79,14,291,855,99,1242
UCL115142,69,3,82,160,92,7,260,1697,141,2103
UCL115143,50,13,59,356,144,25,524,1323,101,1946
UCL115144,100,13,115,314,143,27,482,1666,199,2354
UCL115145,22,3,26,173,81,5,264,913,76,1253
UCL115146,90,18,106,342,150,19,509,1743,120,2374
UCL115147,7,0,7,252,63,11,322,539,40,902
UCL115148,57,6,71,148,62,11,225,835,103,1172
UCL115149,0,12,12,105,30,3,137,440,489,1062
UCL115150,9,0,9,187,39,3,222,595,52,869
UCL115151,28,0,28,331,92,18,442,1108,73,1622
UCL115152,46,7,48,110,65,4,186,676,73,941
UCL115153,44,33,77,134,72,0,206,745,181,1137
UCL115154,33,4,41,214,59,10,282,767,167,1218
UCL115155,128,26,154,501,239,21,759,2387,494,3636
UCL115156,50,8,63,103,55,3,164,811,163,1142
UCL115157,38,5,45,157,73,5,239,795,102,1130
UCL115158,111,23,132,379,188,27,589,1400,194,2185
UCL115159,27,0,29,371,57,3,428,972,57,1458
UCL115160,10,0,10,830,97,20,943,1017,76,2040
UCL115161,124,31,154,659,245,39,944,2453,301,3702
UCL115162,50,7,52,534,159,17,721,1576,83,2373
UCL115163,110,3,117,305,114,12,436,1144,61,1640
UCL115164,41,4,44,150,48,8,209,901,69,1182
UCL115165,16,0,16,179,60,4,246,553,67,864
UCL121001,19,0,22,115,53,6,168,508,44,723
UCL121002,31,5,36,69,20,5,95,303,80,473
UCL121003,11,0,5,97,50,4,153,412,37,605
UCL121004,17,0,17,163,59,11,236,438,38,711
UCL121005,0,0,0,95,31,3,133,302,31,463
UCL121006,8,0,12,81,42,0,124,357,62,547
UCL121007,31,34,61,93,37,4,135,603,109,837
UCL121008,0,4,3,28,14,3,42,239,147,424
UCL121009,27,14,42,115,35,0,151,446,127,724
UCL121010,9,0,9,101,19,3,127,388,52,568
UCL121011,18,0,18,112,48,3,161,486,101,755
UCL121012,6,0,6,124,66,0,192,518,20,726
UCL121013,13,4,14,73,33,9,114,361,103,573
UCL121014,7,0,8,76,29,5,105,276,53,439
UCL121015,9,5,13,121,25,5,148,468,22,637
UCL121016,6,0,11,84,33,0,118,295,37,449
UCL121017,0,0,0,202,51,7,259,323,22,610
UCL121018,3,0,3,162,57,9,233,431,30,693
UCL121019,8,0,8,127,50,3,180,340,9,535
UCL121020,3,0,8,101,34,6,135,282,24,448
UCL121021,29,9,37,69,23,3,99,340,59,494
UCL121022,34,7,40,70,20,0,89,476,64,626
UCL121023,13,9,11,33,21,3,52,443,42,536
UCL121024,15,0,15,98,23,10,129,261,31,415
UCL121025,5,0,6,117,5,6,132,341,8,482
UCL121026,13,0,19,121,67,5,191,587,61,838
UCL121027,12,5,12,97,43,5,150,302,36,488
UCL121028,9,0,13,89,39,0,127,537,36,696
UCL121029,3,0,5,94,23,4,120,323,36,471
UCL121030,7,5,14,102,31,10,141,500,96,734
UCL121031,13,5,12,140,65,15,214,568,51,829
UCL121032,31,8,39,76,30,4,106,449,64,622
UCL121033,3,0,3,104,16,0,117,210,50,378
UCL121034,11,0,11,151,42,5,198,489,55,735
UCL121035,11,0,11,196,68,8,277,536,44,852
UCL121036,6,0,9,309,62,9,383,636,41,1055
UCL121037,9,0,9,106,54,7,161,478,25,669
UCL121038,24,4,25,58,33,6,98,320,75,495
UCL121039,4,3,8,133,39,3,174,343,78,594
UCL121040,0,0,0,91,37,0,137,251,26,409
UCL121041,17,0,17,67,42,6,106,363,33,502
UCL121042,16,0,15,56,37,3,89,374,33,499
UCL121043,5,0,7,159,14,3,175,326,9,511
UCL121044,9,3,11,76,28,4,107,256,71,436
UCL121045,10,0,8,55,17,3,70,360,19,453
UCL121046,3,0,4,120,18,15,154,210,12,377
UCL121047,9,0,9,138,27,3,171,266,25,464
UCL121048,3,0,3,77,19,7,104,294,13,415
UCL121049,4,0,3,103,23,0,128,312,64,506
UCL121050,41,7,47,28,35,0,70,489,62,622
UCL121051,43,9,54,99,45,6,162,571,61,792
UCL121052,21,0,24,82,49,0,133,532,65,731
UCL121053,18,7,29,87,33,0,121,422,75,620
UCL121054,4,0,4,133,47,0,181,453,9,642
UCL121055,7,0,7,112,35,4,154,347,32,535
UCL121056,14,0,15,132,57,10,204,481,29,713
UCL121057,3,0,3,113,48,4,167,385,14,564
UCL121058,19,0,19,307,131,17,458,1010,39,1511
UCL121059,11,0,15,104,44,0,151,333,29,508
UCL121060,5,0,3,157,89,8,247,516,26,789
UCL121061,8,0,8,122,35,8,164,224,27,420
UCL121062,7,0,7,169,28,3,206,512,12,733
UCL121063,28,3,29,38,35,7,73,503,41,615
UCL121064,27,0,27,84,38,0,128,410,34,572
UCL121065,23,6,26,94,42,9,142,589,57,792
UCL121066,15,0,13,77,34,10,116,259,29,409
UCL121067,55,4,58,88,57,0,145,506,54,705
UCL121068,35,0,40,270,101,20,391,1362,101,1856
UCL121069,3,0,3,166,34,5,206,376,5,582
UCL121070,5,0,5,78,24,0,109,317,20,443
UCL121071,15,0,19,72,35,7,114,279,29,419
UCL121072,8,10,15,150,37,6,193,363,78,625
UCL121073,19,5,25,74,31,0,103,430,64,600
UCL121074,15,0,15,71,25,0,94,396,15,507
UCL121075,46,67,115,47,25,0,74,394,126,602
UCL121076,14,0,14,199,49,6,253,507,67,833
UCL121077,12,0,12,141,51,10,195,321,48,569
UCL121078,7,0,7,123,43,8,171,355,10,536
UCL121079,9,0,13,82,27,7,118,305,14,437
UCL121080,18,0,18,193,57,8,260,505,21,782
UCL121081,4,0,4,118,43,4,161,267,20,449
UCL121082,21,5,22,148,85,14,242,588,117,955
UCL121083,9,0,12,124,39,0,169,594,23,786
UCL121084,10,0,10,170,28,4,204,434,25,658
UCL121085,6,0,6,210,61,12,274,507,23,804
UCL121086,39,3,38,90,44,4,130,542,40,715
UCL121087,12,0,14,102,34,3,143,359,26,528
UCL121088,3,0,4,116,36,3,151,283,41,477
UCL121089,13,0,20,132,69,9,214,486,12,712
UCL121090,8,0,8,132,57,10,200,480,18,701
UCL121091,15,0,18,98,61,9,159,392,50,597
UCL121092,11,0,11,231,19,4,259,573,59,891
UCL121093,5,0,13,223,58,11,293,533,38,864
UCL121094,19,7,24,81,27,7,119,419,91,627
UCL121095,9,0,9,124,44,5,177,339,22,530
UCL121096,14,0,14,100,29,5,129,529,30,691
UCL121097,8,0,8,116,32,5,151,383,17,552
UCL121098,23,0,23,116,67,5,186,525,15,727
UCL121099,25,3,27,82,19,0,100,410,26,530
UCL121100,16,4,16,189,71,9,269,582,24,874
UCL121101,16,0,17,154,78,6,236,611,64,912
UCL121102,21,0,21,145,57,6,216,564,51,827
UCL121103,26,7,35,157,54,7,216,525,68,803
UCL121104,22,4,26,115,32,0,148,415,46,609
UCL121105,16,0,16,74,33,3,109,418,46,573
UCL121106,5,0,5,97,38,0,133,710,47,888
UCL121107,38,4,49,154,60,5,214,497,41,750
UCL121108,11,3,19,133,53,9,193,413,57,662
UCL121109,4,4,7,88,34,4,127,262,25,409
UCL121110,29,4,30,160,38,5,205,542,42,792
UCL121111,20,19,41,86,39,9,131,389,95,619
UCL121112,11,0,11,148,55,3,203,341,38,590
UCL121113,13,0,13,53,19,7,82,310,37,430
UCL121114,3,0,3,133,52,3,188,441,71,697
UCL121115,7,0,13,62,31,0,96,456,39,587
UCL121116,13,0,13,202,42,4,250,474,20,746
UCL121117,7,0,10,94,30,8,133,370,36,541
UCL121118,7,0,7,110,14,4,126,275,10,411
UCL121119,17,0,14,124,55,8,184,509,32,727
UCL121120,6,3,7,30,13,0,41,244,115,408
UCL121121,0,0,0,81,30,8,121,277,23,425
UCL121122,3,0,7,125,43,6,174,266,37,481
UCL121123,8,3,9,108,32,0,138,331,84,550
UCL121124,10,0,11,45,17,3,66,370,21,461
UCL121125,18,6,29,93,39,10,138,597,66,807
UCL121126,10,0,10,100,30,0,137,305,19,460
UCL121127,3,0,3,117,27,5,147,368,29,555
UCL121128,14,0,14,184,51,0,237,515,33,781
UCL122001,3,0,3,39,10,5,59,134,6,200
UCL122002,4,3,7,24,12,0,29,148,44,224
UCL122003,5,0,5,69,21,3,89,237,9,330
UCL122004,8,0,8,25,26,0,48,121,0,169
UCL122005,10,5,6,30,18,6,50,220,21,292
UCL122006,13,0,14,31,15,4,49,153,20,232
UCL122007,26,0,24,37,15,4,58,317,27,396
UCL122008,0,0,0,56,11,0,64,118,36,221
UCL122009,0,0,0,49,19,4,67,160,16,247
UCL122010,3,0,3,67,25,0,98,168,11,284
UCL122011,0,0,0,59,20,0,83,205,26,313
UCL122012,14,0,14,26,22,0,52,160,26,234
UCL122013,0,0,0,22,8,0,27,132,19,176
UCL122014,5,4,12,46,13,4,57,182,21,265
UCL122015,3,0,6,31,17,0,50,148,23,218
UCL122016,0,0,4,33,15,0,54,126,30,210
UCL122017,3,0,8,39,12,5,53,163,29,246
UCL122018,6,0,6,31,7,0,43,257,45,344
UCL122019,0,0,0,20,17,3,40,168,24,239
UCL122020,11,0,10,14,8,3,19,210,14,251
UCL122021,0,0,0,30,10,0,41,120,3,157
UCL122022,8,0,8,71,34,3,107,276,17,401
UCL122023,8,0,8,61,29,0,89,250,13,354
UCL122024,0,0,0,42,24,0,71,158,15,238
UCL122025,4,0,4,36,15,0,51,135,18,200
UCL122026,0,0,0,39,13,5,61,111,10,182
UCL122027,17,5,16,20,11,0,38,167,13,215
UCL122028,11,0,10,41,19,0,59,222,35,318
UCL122029,4,0,4,34,9,0,46,167,22,233
UCL122030,0,0,0,55,12,4,73,216,34,326
UCL122031,0,0,0,108,22,4,130,180,10,315
UCL122032,6,3,7,74,20,0,93,251,30,372
UCL122033,3,0,3,48,10,4,61,97,15,176
UCL122034,3,0,3,37,16,0,53,140,0,190
UCL122035,7,0,7,59,18,0,75,248,25,351
UCL122036,4,0,4,26,13,0,36,203,98,333
UCL122037,3,0,3,61,8,0,68,111,10,193
UCL122038,12,5,9,44,17,0,57,172,16,245
UCL122039,5,0,10,58,24,3,83,233,32,347
UCL122040,3,0,3,24,17,3,47,121,14,188
UCL122041,0,4,4,76,17,0,98,186,28,314
UCL122042,0,0,0,45,19,3,68,147,15,231
UCL122043,4,0,7,50,16,5,67,177,16,259
UCL122044,0,0,0,9,8,0,18,73,12,102
UCL122045,7,0,7,40,11,0,47,151,13,216
UCL122046,20,3,22,44,31,4,75,337,26,437
UCL122047,0,0,0,47,22,0,65,195,9,269
UCL122048,9,0,10,26,19,7,51,239,98,384
UCL122049,5,0,7,18,10,0,30,239,28,296
UCL122050,10,0,14,14,10,0,20,145,9,176
UCL122051,4,3,0,34,8,0,47,135,41,224
UCL122052,0,0,0,45,16,0,62,134,22,221
UCL122053,18,0,24,29,11,0,35,208,23,268
UCL122054,3,4,6,53,21,5,71,216,110,399
UCL122055,0,0,5,57,15,4,77,250,13,340
UCL122056,10,0,10,46,23,0,74,171,6,251
UCL122057,0,0,4,36,25,3,64,143,9,218
UCL122058,5,0,5,78,17,0,97,276,28,404
UCL122059,11,0,11,74,27,3,105,219,31,354
UCL122060,5,0,9,55,22,0,77,200,49,330
UCL122061,0,0,0,9,4,0,14,84,37,142
UCL122062,5,0,5,41,17,0,59,164,36,262
UCL122063,5,4,13,57,10,0,73,161,21,252
UCL122064,12,0,12,32,9,5,46,189,33,270
UCL122065,7,0,7,33,19,0,50,261,26,333
UCL122066,7,0,5,72,29,0,104,199,9,306
UCL122067,8,0,6,57,30,5,96,273,17,381
UCL122068,4,0,3,8,3,0,13,93,32,142
UCL122069,6,0,6,45,17,0,63,192,9,268
UCL122070,15,0,15,73,14,5,92,244,9,348
UCL122071,3,0,8,68,14,0,89,195,9,291
UCL122072,6,0,6,30,10,0,41,150,22,205
UCL122073,0,3,5,27,12,0,46,191,24,257
UCL122074,0,0,0,12,13,4,32,187,24,244
UCL122075,6,0,6,60,3,0,57,133,18,208
UCL122076,0,0,0,43,10,0,49,110,7,171
UCL122077,7,0,7,48,21,0,68,193,35,294
UCL122078,15,0,15,20,16,0,40,187,22,247
UCL122079,3,0,3,47,11,5,63,160,11,230
UCL122080,0,0,0,93,20,0,108,226,6,344
UCL122081,4,0,5,28,14,0,41,136,28,205
UCL122082,8,0,8,9,11,0,19,179,18,214
UCL122083,3,0,3,48,24,5,82,160,11,253
UCL122084,5,0,5,22,13,0,37,108,18,170
UCL122085,5,0,3,31,6,0,34,167,26,228
UCL122086,10,0,10,20,16,4,44,220,60,327
UCL122087,4,0,4,19,16,0,34,115,14,162
UCL122088,3,0,3,30,19,0,49,131,26,214
UCL122089,8,0,9,91,31,0,118,214,42,368
UCL122090,4,0,4,60,21,0,79,283,28,395
UCL122091,4,3,13,37,16,5,57,151,58,270
UCL122092,3,0,3,47,36,3,88,199,13,304
UCL122093,4,7,8,42,5,3,50,200,48,293
UCL122094,16,0,11,37,31,0,65,210,22,300
UCL122095,3,4,3,42,8,3,55,117,13,180
UCL122096,0,0,0,16,9,0,35,164,25,220
UCL122097,4,0,4,25,9,0,30,132,13,172
UCL122098,5,12,14,51,19,6,73,227,111,416
UCL122099,4,0,4,34,7,0,43,143,21,208
UCL122100,9,4,8,40,30,0,70,328,43,441
UCL122101,0,0,0,60,8,3,80,212,18,311
UCL122102,7,0,6,33,9,3,41,174,55,267
UCL122103,7,0,7,19,7,4,30,117,12,167
UCL122104,5,0,5,53,25,4,75,273,3,355
UCL122105,0,0,0,81,17,0,96,145,4,246
UCL122106,0,0,3,19,11,0,27,142,81,256
UCL122107,4,0,4,54,28,0,82,192,10,283
UCL122108,8,3,6,10,11,4,19,156,30,199
UCL122109,0,0,0,17,3,0,22,59,12,89
UCL122110,3,0,3,72,26,0,97,181,10,287
UCL122111,3,0,3,58,33,4,95,186,10,288
UCL122112,3,0,6,17,12,0,29,219,16,263
UCL122113,0,0,0,24,8,0,36,122,4,167
UCL122114,3,0,11,21,30,0,50,191,15,261
UCL122115,5,0,5,46,11,0,61,162,20,239
UCL122116,8,0,10,19,30,0,48,180,21,252
UCL122117,0,0,0,69,32,9,103,217,13,336
UCL122118,0,0,0,50,30,7,86,129,17,229
UCL122119,0,0,5,35,21,0,58,216,17,289
UCL122120,5,0,6,98,28,8,129,205,23,359
UCL122121,0,0,0,66,18,6,92,114,24,230
UCL122122,4,0,4,109,40,6,148,207,3,365
UCL122123,3,0,5,22,10,0,28,130,12,174
UCL122124,0,0,0,64,18,4,84,128,8,216
UCL122125,5,3,8,13,8,0,22,126,31,184
