UCL_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
UCL112002,0,0,4,18,9,7,0,0,0,44,0,0,0,0,4,0,3,0,0,7,0,0,0,5,4,6,0,0,0,15,3,7,10,44,33,12,26,13,8,156,41,102,114,216,122,110,84,70,49,909,1033,2342,2396,4571,2213,2128,1789,1126,626,18232,0,3,3,12,0,0,0,0,0,20,2015,4396,4474,7647,3539,3396,2774,1616,744,30609,0,5,0,34,0,5,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,3,0,0,0,15,5,3,3,7,13,4,6,5,0,44,0,0,0,6,0,0,3,3,0,13,0,6,9,37,17,11,18,6,0,95,0,0,0,4,0,7,6,6,6,28,0,3,0,11,0,0,3,0,0,25,0,11,29,81,81,140,150,127,53,664,0,0,8,13,13,10,5,4,0,45,0,0,0,8,0,3,5,0,0,20
UCL112003,0,6,6,30,11,5,0,0,0,54,0,0,0,0,3,5,4,4,0,23,0,0,0,4,0,0,0,0,0,7,0,11,11,76,78,83,93,67,21,434,24,51,58,131,100,79,72,65,33,598,671,1671,1354,3260,2268,2466,2342,1168,447,15650,0,0,0,0,0,0,0,0,0,0,1266,3141,2603,4864,3087,3202,2924,1273,434,22792,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,0,4,4,0,12,0,0,3,19,0,0,4,0,0,20,0,0,4,8,3,0,3,0,0,27,0,7,8,23,23,12,17,5,0,96,0,0,0,11,11,18,12,5,3,61,0,3,13,56,28,33,24,7,0,158,0,0,0,0,0,8,3,11,0,27,0,0,0,0,0,6,16,9,0,25,4,22,24,171,241,413,493,289,79,1736,0,0,0,6,4,3,7,6,0,33,0,8,0,22,17,23,16,4,3,97
UCL112004,0,0,0,11,3,4,0,0,0,14,0,0,0,4,4,6,9,9,0,23,0,0,6,4,3,3,3,0,0,16,0,9,8,36,40,42,54,41,19,252,18,52,40,87,61,73,81,114,113,624,545,1316,1044,2182,1546,1678,2071,1583,636,12604,0,0,0,0,0,0,0,0,0,3,1029,2370,1846,2951,2159,2205,2535,1877,653,17621,0,0,0,19,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,9,0,0,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,4,3,8,16,16,9,13,3,73,0,0,0,5,8,8,4,4,0,27,0,7,4,29,13,22,6,3,0,80,0,0,0,0,0,7,10,0,0,22,0,0,0,0,0,4,0,4,0,15,3,28,33,119,171,241,384,328,144,1462,0,0,0,11,8,3,4,3,0,28,0,0,5,11,11,7,10,3,0,45
UCL112005,0,0,0,9,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,3,11,16,10,0,60,38,59,83,142,60,58,53,75,50,619,693,1373,1334,2781,1292,1364,1244,743,428,11257,0,0,0,5,0,0,0,0,0,5,1337,2681,2576,5347,2418,2316,2011,1077,517,20274,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,5,3,6,4,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,6,14,12,3,4,3,0,40,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,4,0,0,0,14,0,0,7,41,46,84,124,73,20,396,0,0,0,6,3,0,4,0,0,20,0,0,0,5,4,5,0,0,0,15
UCL112006,0,0,0,24,3,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,11,21,11,0,0,0,0,51,3,13,12,55,11,13,6,8,4,123,117,212,171,475,173,135,132,136,57,1612,1486,2680,2265,5812,2147,2197,1767,1265,564,20184,0,0,0,0,0,0,0,0,0,0,2715,4645,3877,7835,3354,3479,2752,1798,723,31181,0,11,0,117,6,3,3,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,8,9,82,25,14,11,3,4,150,0,0,0,0,0,0,0,5,0,5,0,3,0,10,0,0,0,0,0,13,5,21,17,66,40,77,75,52,23,373,0,4,7,42,8,4,4,0,0,71,0,0,0,12,0,0,0,0,0,19
UCL112007,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,9,0,23,5,14,12,44,17,39,43,42,21,236,165,407,283,686,388,461,570,351,125,3441,0,0,0,0,0,0,0,0,0,0,346,726,530,1094,667,709,901,520,155,5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,25,59,43,11,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112008,0,0,0,7,0,5,0,0,0,17,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,14,12,22,25,33,13,114,13,61,38,113,62,96,133,134,64,724,340,889,775,1641,1098,1619,2129,1554,828,10876,0,0,0,0,0,0,0,0,0,0,639,1635,1436,2504,1747,2466,3216,2210,1058,16906,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,4,15,7,4,3,0,0,29,0,0,0,0,0,3,4,0,0,6,0,0,0,12,9,7,4,3,0,38,0,0,0,0,3,0,4,10,0,21,0,0,0,12,0,0,0,10,0,30,0,0,4,29,37,100,230,203,77,683,0,0,0,0,0,3,4,3,0,9,0,0,0,6,0,3,3,4,0,22
UCL112009,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,7,0,9,15,54,12,12,22,11,4,131,29,100,66,176,70,73,90,65,37,696,671,1461,1218,3020,1434,1485,1411,925,460,12068,0,0,0,9,0,0,0,0,0,9,1341,2652,2330,4822,2379,2458,2092,1324,567,19971,0,3,0,20,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,3,0,19,0,0,0,0,0,22,0,0,0,8,4,0,0,0,0,10,0,0,0,3,0,0,0,4,0,16,0,0,0,3,5,0,3,0,0,11,0,4,9,60,11,25,3,4,0,113,0,0,0,0,0,4,4,0,0,14,0,0,0,3,0,0,0,3,0,14,0,9,8,57,36,94,115,94,31,444,0,0,3,24,15,8,3,0,0,55,0,0,4,0,6,0,8,0,0,20
UCL112010,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,9,5,4,0,0,0,22,0,3,21,81,32,40,17,10,0,213,34,79,59,178,69,60,79,61,51,670,680,1290,1168,3013,1260,1148,929,627,378,10495,0,5,3,11,14,7,0,0,0,44,1269,2189,1847,3297,1615,1582,1191,688,317,13992,0,0,0,22,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,9,0,0,0,14,0,5,0,36,13,12,7,0,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,7,10,35,28,37,21,23,3,162,0,4,17,58,36,32,13,3,0,163,0,0,0,6,0,0,4,0,0,10
UCL112011,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,8,8,6,0,37,32,65,54,117,57,57,53,34,11,471,750,1376,1194,2872,1175,1181,968,448,212,10185,0,0,0,0,0,0,0,0,0,0,1439,2598,2302,5021,2084,1967,1603,683,267,17968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,7,11,30,33,66,66,45,16,283,0,0,3,4,8,0,3,0,0,14,0,0,0,0,0,0,0,0,0,4
UCL112012,0,5,6,18,0,0,0,0,0,32,0,0,0,4,0,0,5,0,0,10,0,0,0,0,0,3,3,0,0,6,0,7,9,54,27,19,25,13,5,155,42,119,137,258,87,102,75,75,69,965,691,1627,1644,3523,1791,1934,1669,1058,547,14488,0,0,0,0,0,0,0,0,0,0,1341,3006,2944,5455,2855,3024,2590,1435,633,23275,0,4,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,13,6,3,0,0,0,23,0,0,0,0,0,0,3,0,0,3,0,3,5,13,16,8,4,4,0,61,0,0,0,8,0,4,0,4,0,12,0,0,3,27,0,6,3,3,0,47,0,0,0,5,0,0,4,3,0,12,0,8,0,14,5,0,0,0,0,31,3,5,20,79,85,137,120,94,42,589,0,0,4,3,5,3,0,0,0,20,0,0,0,11,4,9,7,4,0,31
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,14,10,15,12,24,17,13,6,6,0,105,91,159,127,318,161,157,116,51,11,1193,0,0,0,0,0,0,0,0,0,0,162,315,242,498,248,248,192,78,25,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
